number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.4591764509677887,2023-09-03 15:06:24.933517,2023-09-03 15:06:37.877180,0 days 00:00:12.943663,Tanh,Leaky,,,4,15,4.0,,,0.021474930242972777,2,100,0.47860703798844295,0.010188993900909745,COMPLETE
1,0.5704319477081299,2023-09-03 15:06:37.877482,2023-09-03 15:06:38.705163,0 days 00:00:00.827681,Leaky,,,,30,21,,,,5.965447967043607e-05,1,100,0.24521901201441637,0.059263103091031416,COMPLETE
2,0.7015247941017151,2023-09-03 15:06:38.705445,2023-09-03 15:06:39.328399,0 days 00:00:00.622954,ReLU,Sigmoid,,,10,14,9.0,,,0.0002641980125711843,2,40,0.1402616236123673,0.08791997650985091,COMPLETE
3,0.3334982097148895,2023-09-03 15:06:39.328687,2023-09-03 15:06:46.952686,0 days 00:00:07.623999,ReLU,Leaky,Leaky,,4,20,23.0,21.0,,0.00044998325375649324,3,40,0.6015173815658744,0.00014801769563659587,COMPLETE
4,0.44094252586364746,2023-09-03 15:06:46.952985,2023-09-03 15:06:50.263518,0 days 00:00:03.310533,ReLU,ReLU,,,8,9,14.0,,,0.00030872216686630234,2,60,0.4185023744981552,6.286784330870402e-05,COMPLETE
5,0.42774534225463867,2023-09-03 15:06:50.263804,2023-09-03 15:06:51.269009,0 days 00:00:01.005205,Sigmoid,Leaky,,,16,16,18.0,,,0.0028002994845126193,2,80,0.17159835337586812,0.00019243848988175342,COMPLETE
6,0.5839890241622925,2023-09-03 15:06:51.269302,2023-09-03 15:06:53.608831,0 days 00:00:02.339529,Tanh,Leaky,ReLU,Sigmoid,10,19,19.0,2.0,13.0,0.011741075710594415,4,100,0.1397450690408323,0.02549075759370803,COMPLETE
7,0.41366469860076904,2023-09-03 15:06:53.609151,2023-09-03 15:07:01.284002,0 days 00:00:07.674851,Tanh,ReLU,Leaky,ReLU,4,9,17.0,10.0,19.0,0.0002690810973165321,4,40,0.5019704752494055,0.00253011174159898,COMPLETE
8,0.4271349608898163,2023-09-03 15:07:01.284311,2023-09-03 15:07:04.242918,0 days 00:00:02.958607,ReLU,Sigmoid,Leaky,ReLU,10,15,18.0,16.0,7.0,0.00044915177026661206,4,60,0.30812415642708924,0.00021566242371997727,COMPLETE
9,0.5277947783470154,2023-09-03 15:07:04.243201,2023-09-03 15:07:06.234132,0 days 00:00:01.990931,Leaky,,,,4,23,,,,0.0006796866001437598,1,60,0.16885169363937672,0.08425592075671405,COMPLETE
