number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.1608441174030304,2023-09-03 15:05:35.456481,2023-09-03 15:05:36.828748,0 days 00:00:01.372267,ReLU,Leaky,Leaky,Leaky,30,24,20.0,16.0,6.0,0.07019455427721678,4,40,0.5794373600366232,0.003176763963432648,COMPLETE
1,0.2296077460050583,2023-09-03 15:05:36.829085,2023-09-03 15:05:37.794227,0 days 00:00:00.965142,Tanh,,,,4,3,,,,0.002313940734819847,1,40,0.12328537456620767,0.02963366611483776,COMPLETE
2,0.23207056522369385,2023-09-03 15:05:37.794521,2023-09-03 15:05:40.824406,0 days 00:00:03.029885,ReLU,Leaky,,,2,2,23.0,,,0.0006125748080121653,2,60,0.10126651857982165,3.394440694174858e-05,COMPLETE
3,0.1764436662197113,2023-09-03 15:05:40.824707,2023-09-03 15:05:46.246558,0 days 00:00:05.421851,ReLU,Leaky,Leaky,ReLU,4,3,5.0,2.0,12.0,0.004076337506555401,4,100,0.14617211519891854,0.0007597324542981953,COMPLETE
4,0.1749975085258484,2023-09-03 15:05:46.246855,2023-09-03 15:05:59.421506,0 days 00:00:13.174651,Sigmoid,Sigmoid,Sigmoid,Leaky,2,4,18.0,18.0,23.0,0.0011930578106145195,4,60,0.294367857989432,3.7078528739567835e-05,COMPLETE
5,0.4042435586452484,2023-09-03 15:05:59.421828,2023-09-03 15:06:32.832175,0 days 00:00:33.410347,Leaky,ReLU,Tanh,,2,5,3.0,6.0,,0.08162791236655928,3,60,0.6746145967408755,1.7234460402081586e-05,COMPLETE
6,0.27878519892692566,2023-09-03 15:06:32.832489,2023-09-03 15:06:33.943367,0 days 00:00:01.110878,Leaky,,,,10,2,,,,8.944241551304913e-05,1,40,0.3340591484679894,0.004992497896094161,COMPLETE
7,0.6246836185455322,2023-09-03 15:06:33.943664,2023-09-03 15:06:37.445318,0 days 00:00:03.501654,Sigmoid,,,,4,17,,,,1.713768730839371e-05,1,60,0.19726585551115544,0.00020051892172146573,COMPLETE
8,1.0109565258026123,2023-09-03 15:06:37.445602,2023-09-03 15:06:39.162813,0 days 00:00:01.717211,Tanh,Leaky,,,16,16,6.0,,,1.8785500361661664e-05,2,80,0.13398244234295684,0.0006652446055617325,COMPLETE
9,0.29710689187049866,2023-09-03 15:06:39.163257,2023-09-03 15:06:43.093715,0 days 00:00:03.930458,Tanh,,,,8,21,,,,1.6709706449918115e-05,1,100,0.23098385107150643,0.0005168788566325145,COMPLETE
10,0.1810501217842102,2023-09-03 15:06:43.093980,2023-09-03 15:06:45.363221,0 days 00:00:02.269241,ReLU,Tanh,Leaky,,30,24,14.0,24.0,,0.06828514032335388,3,40,0.7454859279288613,0.009214697111984338,COMPLETE
11,0.12948989868164062,2023-09-03 15:06:45.363690,2023-09-03 15:06:51.854636,0 days 00:00:06.490946,Sigmoid,Sigmoid,Sigmoid,Leaky,12,9,20.0,18.0,23.0,0.013429506157287285,4,80,0.4424315443624508,9.950613286597837e-05,COMPLETE
12,0.9825325608253479,2023-09-03 15:06:51.854941,2023-09-03 15:07:00.213790,0 days 00:00:08.358849,Sigmoid,Sigmoid,ReLU,Leaky,12,9,24.0,15.0,1.0,0.015915152462183915,4,80,0.4798148057729377,0.09921661274915498,COMPLETE
13,0.10797412693500519,2023-09-03 15:07:00.214096,2023-09-03 15:07:02.112707,0 days 00:00:01.898611,ReLU,Sigmoid,Sigmoid,,30,10,18.0,19.0,,0.021188297312957214,3,80,0.46047611925749293,0.00013326574630716915,COMPLETE
14,0.13965092599391937,2023-09-03 15:07:02.112981,2023-09-03 15:07:05.754423,0 days 00:00:03.641442,Sigmoid,Sigmoid,Sigmoid,,12,9,14.0,22.0,,0.01331212522226666,3,80,0.4063245382204588,0.00012781267063042951,COMPLETE
15,0.11607612669467926,2023-09-03 15:07:05.754703,2023-09-03 15:07:10.036157,0 days 00:00:04.281454,ReLU,Sigmoid,Sigmoid,,12,10,18.0,10.0,,0.013567406287124462,3,80,0.4642506179272967,1.0241219073624634e-05,COMPLETE
16,0.11462272703647614,2023-09-03 15:07:10.036446,2023-09-03 15:07:11.875132,0 days 00:00:01.838686,ReLU,Sigmoid,,,30,13,10.0,,,0.0052121428141532625,2,80,0.5430115912877451,1.0016504057777909e-05,COMPLETE
17,0.1344098150730133,2023-09-03 15:07:11.875405,2023-09-03 15:07:14.587331,0 days 00:00:02.711926,ReLU,ReLU,,,30,14,9.0,,,0.00043157721527524044,2,80,0.586241825106031,4.1289292801521856e-05,COMPLETE
18,0.10513246059417725,2023-09-03 15:07:14.587608,2023-09-03 15:07:17.447236,0 days 00:00:02.859628,ReLU,Tanh,,,30,13,10.0,,,0.0051041178321866885,2,80,0.7928452363849693,1.1583208188191446e-05,COMPLETE
19,0.11029107868671417,2023-09-03 15:07:17.447500,2023-09-03 15:07:19.839471,0 days 00:00:02.391971,ReLU,Tanh,,,30,18,11.0,,,0.029185794122776314,2,80,0.6803600226993038,0.00028892571815649243,COMPLETE
20,0.12142737954854965,2023-09-03 15:07:19.839725,2023-09-03 15:07:32.548475,0 days 00:00:12.708750,Leaky,Tanh,Tanh,,10,6,14.0,11.0,,0.004944605958971509,3,100,0.7387089523656112,9.253210830770735e-05,COMPLETE
21,0.12758131325244904,2023-09-03 15:07:32.548750,2023-09-03 15:07:35.240792,0 days 00:00:02.692042,ReLU,Tanh,,,30,19,9.0,,,0.03929825650020352,2,80,0.7658815272626693,0.0002755810898140314,COMPLETE
22,0.12022396177053452,2023-09-03 15:07:35.241051,2023-09-03 15:07:37.371347,0 days 00:00:02.130296,ReLU,Tanh,,,30,11,12.0,,,0.03292612017649311,2,80,0.6312035681567386,0.0013447948788450374,COMPLETE
23,0.1013786718249321,2023-09-03 15:07:37.371609,2023-09-03 15:07:39.940837,0 days 00:00:02.569228,ReLU,Tanh,,,30,15,12.0,,,0.02587577647894935,2,80,0.7621397784367101,0.00024418152569915397,COMPLETE
24,0.11877425760030746,2023-09-03 15:07:39.941102,2023-09-03 15:07:50.570260,0 days 00:00:10.629158,ReLU,Tanh,ReLU,,8,15,16.0,20.0,,0.007750631779261055,3,80,0.7965341555783345,6.332447532366134e-05,COMPLETE
25,0.12405256927013397,2023-09-03 15:07:50.570537,2023-09-03 15:07:53.604206,0 days 00:00:03.033669,ReLU,Tanh,,,16,12,16.0,,,0.025776269848276325,2,80,0.5300726630223893,2.1216150950080226e-05,COMPLETE
26,0.13126370310783386,2023-09-03 15:07:53.604484,2023-09-03 15:07:55.165087,0 days 00:00:01.560603,ReLU,Tanh,Sigmoid,,30,7,8.0,8.0,,0.0020433810424214053,3,80,0.3825727344588278,7.291171002538756e-05,COMPLETE
27,0.10874784737825394,2023-09-03 15:07:55.165370,2023-09-03 15:07:58.791496,0 days 00:00:03.626126,ReLU,ReLU,,,30,13,7.0,,,0.007946018613987835,2,80,0.6313978078084416,0.0001513152727539128,COMPLETE
