number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.3198011815547943,2023-09-03 15:05:52.480499,2023-09-03 15:06:11.673984,0 days 00:00:19.193485,Leaky,Tanh,Leaky,,2,19,16.0,10.0,,0.06999358704020552,3,40,0.7771224852703815,0.00207115562981233,COMPLETE
1,0.4436263144016266,2023-09-03 15:06:11.674305,2023-09-03 15:06:13.388536,0 days 00:00:01.714231,ReLU,Leaky,Leaky,,16,16,8.0,14.0,,2.6035826383671085e-05,3,80,0.24579826929627968,0.002838121176076531,COMPLETE
2,0.11821659654378891,2023-09-03 15:06:13.388843,2023-09-03 15:06:26.317769,0 days 00:00:12.928926,ReLU,Tanh,,,4,24,21.0,,,0.0008805046137814581,2,100,0.4760466701078736,0.004747105437873365,COMPLETE
3,0.13676905632019043,2023-09-03 15:06:26.318050,2023-09-03 15:06:28.560696,0 days 00:00:02.242646,Tanh,,,,4,12,,,,0.005530315620012922,1,40,0.2784624562870577,0.00019134588470294403,COMPLETE
4,0.26015031337738037,2023-09-03 15:06:28.560966,2023-09-03 15:06:42.009421,0 days 00:00:13.448455,ReLU,,,,4,1,,,,0.00013607870916489576,1,100,0.6696391531792546,0.0012075334387561772,COMPLETE
5,0.37437206506729126,2023-09-03 15:06:42.009862,2023-09-03 15:06:43.026553,0 days 00:00:01.016691,Tanh,,,,8,8,,,,4.567435101874538e-05,1,60,0.15129821244604758,2.2974231376244784e-05,COMPLETE
6,0.2303013950586319,2023-09-03 15:06:43.026822,2023-09-03 15:06:43.361523,0 days 00:00:00.334701,Leaky,Sigmoid,,,16,1,19.0,,,0.024880169019007782,2,40,0.10989977262892577,0.0004381250809493657,COMPLETE
7,0.207517609000206,2023-09-03 15:06:43.361807,2023-09-03 15:06:45.654737,0 days 00:00:02.292930,Sigmoid,,,,10,14,,,,0.0017721446774181663,1,60,0.4017579462028139,0.014817709539097411,COMPLETE
8,0.15777839720249176,2023-09-03 15:06:45.655011,2023-09-03 15:06:47.957949,0 days 00:00:02.302938,Tanh,,,,4,21,,,,0.0033371939167677524,1,100,0.11589985487530091,0.0001661144642177548,COMPLETE
9,0.14873410761356354,2023-09-03 15:06:47.958201,2023-09-03 15:06:58.807842,0 days 00:00:10.849641,Tanh,Leaky,,,2,12,7.0,,,0.0016351074490336104,2,80,0.2069744025903864,0.0027922521842283945,COMPLETE
10,0.9464125037193298,2023-09-03 15:06:58.808098,2023-09-03 15:07:06.572270,0 days 00:00:07.764172,ReLU,ReLU,Sigmoid,Tanh,12,24,24.0,24.0,4.0,0.00018010472751138278,4,100,0.470833355360147,0.09735982893465697,COMPLETE
11,0.13085253536701202,2023-09-03 15:07:06.572564,2023-09-03 15:07:10.021498,0 days 00:00:03.448934,Sigmoid,Tanh,,,4,8,23.0,,,0.008316247863234622,2,40,0.3350947431291232,5.676964943963329e-05,COMPLETE
12,0.20405340194702148,2023-09-03 15:07:10.021768,2023-09-03 15:07:10.676484,0 days 00:00:00.654716,Sigmoid,Tanh,,,30,7,24.0,,,0.0006214988058091955,2,40,0.38437636724733204,1.0599290241693999e-05,COMPLETE
13,0.11257259547710419,2023-09-03 15:07:10.676753,2023-09-03 15:07:29.281820,0 days 00:00:18.605067,Sigmoid,Tanh,Tanh,,4,8,18.0,1.0,,0.017085694298446197,3,100,0.521408632573225,5.248112614511034e-05,COMPLETE
14,0.12844188511371613,2023-09-03 15:07:29.282096,2023-09-03 15:07:56.970063,0 days 00:00:27.687967,Sigmoid,Tanh,Tanh,Sigmoid,4,5,15.0,2.0,22.0,0.015490242614884115,4,100,0.5468959000171272,0.00010350616148721867,COMPLETE
15,0.13255472481250763,2023-09-03 15:07:56.970341,2023-09-03 15:08:04.446344,0 days 00:00:07.476003,ReLU,Tanh,Tanh,,10,18,19.0,1.0,,0.0006988142702423429,3,100,0.5651371351275772,0.0004820574573222799,COMPLETE
16,0.1641109138727188,2023-09-03 15:08:04.446651,2023-09-03 15:08:10.989818,0 days 00:00:06.543167,ReLU,ReLU,ReLU,,12,23,1.0,9.0,,0.06792822116112822,3,100,0.47420238996294395,2.8264561269435282e-05,COMPLETE
17,0.19409887492656708,2023-09-03 15:08:10.990107,2023-09-03 15:08:28.722500,0 days 00:00:17.732393,Sigmoid,Sigmoid,Tanh,Leaky,8,10,19.0,18.0,23.0,0.003717143411743248,4,100,0.6210788643643524,0.007925013510330873,COMPLETE
18,0.9880772829055786,2023-09-03 15:08:28.722787,2023-09-03 15:08:32.933211,0 days 00:00:04.210424,Leaky,Tanh,ReLU,,30,4,11.0,5.0,,1.1630481615133324e-05,3,100,0.7911301396752813,0.0005457535320016484,COMPLETE
19,0.128351092338562,2023-09-03 15:08:32.933603,2023-09-03 15:08:39.517504,0 days 00:00:06.583901,Sigmoid,Tanh,,,4,15,15.0,,,0.023562725693098658,2,60,0.3504038116150612,5.188881273302715e-05,COMPLETE
20,0.12409716844558716,2023-09-03 15:08:39.517776,2023-09-03 15:08:59.506049,0 days 00:00:19.988273,ReLU,Tanh,Sigmoid,,4,10,21.0,7.0,,0.00037978168572990264,3,80,0.46282022535940726,0.0002491118937115303,COMPLETE
21,0.1416923850774765,2023-09-03 15:08:59.506336,2023-09-03 15:09:10.740967,0 days 00:00:11.234631,ReLU,Tanh,Sigmoid,,4,11,21.0,6.0,,0.0005195117246451406,3,80,0.4432110311600537,0.00023256470643503416,COMPLETE
22,0.147869274020195,2023-09-03 15:09:10.741254,2023-09-03 15:09:24.359042,0 days 00:00:13.617788,ReLU,Tanh,Sigmoid,,4,5,21.0,5.0,,0.0002919228543082924,3,80,0.5443890203628627,8.575402968869962e-05,COMPLETE
23,0.1155586913228035,2023-09-03 15:09:24.359339,2023-09-03 15:09:34.541229,0 days 00:00:10.181890,ReLU,Tanh,,,4,9,17.0,,,0.001466782049679385,2,80,0.498732066458832,0.0002714014356343666,COMPLETE
24,0.10300009697675705,2023-09-03 15:09:34.541508,2023-09-03 15:09:48.090570,0 days 00:00:13.549062,ReLU,Leaky,,,4,7,17.0,,,0.0014960157116892954,2,80,0.664862057441402,0.0006008558037153422,COMPLETE
25,0.13164843618869781,2023-09-03 15:09:48.090831,2023-09-03 15:10:04.731821,0 days 00:00:16.640990,ReLU,Leaky,,,4,7,12.0,,,0.0017643487336927608,2,80,0.6725929050789456,0.0008264067626937804,COMPLETE
26,0.14662472903728485,2023-09-03 15:10:04.732072,2023-09-03 15:10:10.899722,0 days 00:00:06.167650,Sigmoid,Leaky,,,10,3,17.0,,,0.006652524587704511,2,80,0.6299308746714044,0.00011496232348765705,COMPLETE
27,0.10543572157621384,2023-09-03 15:10:10.900165,2023-09-03 15:10:17.907529,0 days 00:00:07.007364,Leaky,Leaky,,,12,9,14.0,,,0.0012470355984509538,2,80,0.7231152977590465,0.00034696879264646893,COMPLETE
28,0.10710398107767105,2023-09-03 15:10:17.907812,2023-09-03 15:10:29.210970,0 days 00:00:11.303158,Leaky,Leaky,Tanh,ReLU,12,6,13.0,15.0,3.0,0.0031709392242427127,4,80,0.7295072384390338,0.0009009439660716853,COMPLETE
29,0.11708804965019226,2023-09-03 15:10:29.211437,2023-09-03 15:10:48.092762,0 days 00:00:18.881325,Leaky,Leaky,Tanh,ReLU,12,6,10.0,17.0,1.0,0.002696481322416231,4,80,0.793709163461532,0.001203798990446595,COMPLETE
30,0.1489480435848236,2023-09-03 15:10:48.093214,2023-09-03 15:11:02.939528,0 days 00:00:14.846314,Leaky,Leaky,ReLU,ReLU,12,3,13.0,24.0,10.0,0.0010016330410792553,4,80,0.6739774012966142,0.0009204730092320411,COMPLETE
