number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.40903595089912415,2023-09-03 22:29:33.044946,2023-09-03 22:29:49.108444,0 days 00:00:16.063498,Tanh,Tanh,Sigmoid,,8,24,7.0,12.0,,0.001160571887424781,3,100,0.30045429390580786,7.754299308081737e-05,COMPLETE
1,0.499388724565506,2023-09-03 22:29:49.108983,2023-09-03 22:29:55.744864,0 days 00:00:06.635881,Leaky,ReLU,Sigmoid,Tanh,12,24,1.0,15.0,12.0,0.0002483550170657516,4,40,0.590690065542354,7.946792914128707e-05,COMPLETE
2,0.3515578508377075,2023-09-03 22:29:55.745195,2023-09-03 22:30:18.893881,0 days 00:00:23.148686,Tanh,,,,2,18,,,,0.005538792994532704,1,80,0.7134902569406494,0.00011306771746555434,COMPLETE
3,0.3435933589935303,2023-09-03 22:30:18.894145,2023-09-03 22:30:24.870325,0 days 00:00:05.976180,Leaky,Leaky,Leaky,,4,8,7.0,12.0,,0.002097863737146819,3,100,0.19281253682173896,1.3219365488530742e-05,COMPLETE
4,0.33750587701797485,2023-09-03 22:30:24.870629,2023-09-03 22:30:28.554432,0 days 00:00:03.683803,Tanh,Tanh,ReLU,,8,22,23.0,18.0,,0.005996998274808128,3,40,0.5473023474566007,0.0004025889325531168,COMPLETE
5,0.5290624499320984,2023-09-03 22:30:28.554726,2023-09-03 22:30:29.405916,0 days 00:00:00.851190,Sigmoid,ReLU,Sigmoid,,10,18,7.0,13.0,,0.05616720474186459,3,60,0.10064292115645632,0.000459828766768119,COMPLETE
6,0.5788355469703674,2023-09-03 22:30:29.406209,2023-09-03 22:30:31.732818,0 days 00:00:02.326609,Tanh,Sigmoid,,,8,5,21.0,,,5.203404066339884e-05,2,80,0.21503534043030653,0.03519325624279772,COMPLETE
7,0.6001456379890442,2023-09-03 22:30:31.733120,2023-09-03 22:30:36.705279,0 days 00:00:04.972159,Tanh,Tanh,,,16,7,9.0,,,1.0647402056621154e-05,2,100,0.7108595117850748,0.0003562877712632979,COMPLETE
8,0.5014446973800659,2023-09-03 22:30:36.705569,2023-09-03 22:30:42.778811,0 days 00:00:06.073242,Tanh,Sigmoid,,,4,7,15.0,,,0.004166258764803676,2,80,0.2977703994739187,0.00747446539774297,COMPLETE
9,0.5105129480361938,2023-09-03 22:30:42.779089,2023-09-03 22:30:43.459901,0 days 00:00:00.680812,ReLU,,,,30,11,,,,0.00019415188548095204,1,100,0.19744103891858136,0.0002844108566983642,COMPLETE
