number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.5590088963508606,2023-09-03 22:29:23.395149,2023-09-03 22:29:25.973039,0 days 00:00:02.577890,Tanh,,,,12,4,,,,0.003085775755942217,1,60,0.5875432930896912,0.0003858310049580242,COMPLETE
1,0.5780916213989258,2023-09-03 22:29:25.973334,2023-09-03 22:29:28.702623,0 days 00:00:02.729289,Leaky,ReLU,,,12,13,11.0,,,0.00036453715880400576,2,80,0.35325424743586786,0.029351672236741056,COMPLETE
2,0.5215446949005127,2023-09-03 22:29:28.702905,2023-09-03 22:29:30.298668,0 days 00:00:01.595763,Tanh,ReLU,,,8,5,8.0,,,0.009669289633774758,2,100,0.11095358199305072,1.1258760367324057e-05,COMPLETE
3,0.4800862967967987,2023-09-03 22:29:30.299130,2023-09-03 22:29:35.008272,0 days 00:00:04.709142,Leaky,Leaky,ReLU,Leaky,10,3,13.0,1.0,19.0,0.005339781744586626,4,80,0.34852557293938125,0.0025861424745274365,COMPLETE
4,0.45051735639572144,2023-09-03 22:29:35.008587,2023-09-03 22:29:40.814071,0 days 00:00:05.805484,ReLU,Leaky,,,12,16,19.0,,,0.0031500244338529475,2,100,0.6078568379505005,0.005469973373749808,COMPLETE
5,0.7169619202613831,2023-09-03 22:29:40.814354,2023-09-03 22:29:41.521908,0 days 00:00:00.707554,Sigmoid,,,,12,8,,,,0.07496470292667515,1,60,0.1544845097911599,0.0017518714555962215,COMPLETE
6,0.9673041701316833,2023-09-03 22:29:41.522189,2023-09-03 22:29:47.872247,0 days 00:00:06.350058,Tanh,ReLU,Sigmoid,Leaky,10,3,2.0,5.0,21.0,0.04934967797885457,4,60,0.423949032926401,0.07402246351278123,COMPLETE
7,0.573637068271637,2023-09-03 22:29:47.872739,2023-09-03 22:30:01.849162,0 days 00:00:13.976423,Leaky,,,,2,16,,,,2.580883698083666e-05,1,100,0.32341571895849963,0.0007151762981504142,COMPLETE
8,0.6719955801963806,2023-09-03 22:30:01.849438,2023-09-03 22:30:02.738553,0 days 00:00:00.889115,Sigmoid,ReLU,,,8,22,5.0,,,0.01754615388446855,2,60,0.10395872096044144,0.00031931984664062684,COMPLETE
9,0.5883257389068604,2023-09-03 22:30:02.738814,2023-09-03 22:30:06.452294,0 days 00:00:03.713480,Tanh,Sigmoid,Tanh,Leaky,12,12,5.0,12.0,22.0,0.033366539723525664,4,80,0.3414225149771751,3.746225297412083e-05,COMPLETE
10,0.5299080610275269,2023-09-03 22:30:06.452574,2023-09-03 22:30:07.993449,0 days 00:00:01.540875,ReLU,Leaky,Leaky,,30,19,24.0,23.0,,0.0005628036340220972,3,40,0.7334486508243332,0.00865788575583165,COMPLETE
11,0.5609042048454285,2023-09-03 22:30:07.993730,2023-09-03 22:30:25.795310,0 days 00:00:17.801580,ReLU,Leaky,ReLU,,4,10,19.0,1.0,,0.003421533712053145,3,100,0.5005090746374485,0.005088891544590734,COMPLETE
12,0.4888180196285248,2023-09-03 22:30:25.795587,2023-09-03 22:30:27.766527,0 days 00:00:01.970940,ReLU,Leaky,ReLU,,16,16,17.0,10.0,,0.002538396618521852,3,80,0.23008420945502817,0.006601045048722023,COMPLETE
13,0.460263729095459,2023-09-03 22:30:27.766803,2023-09-03 22:30:33.026469,0 days 00:00:05.259666,Leaky,Tanh,ReLU,Sigmoid,10,24,16.0,18.0,4.0,0.008312428795107085,4,40,0.7165613268743796,0.002224378351794581,COMPLETE
14,0.5579864978790283,2023-09-03 22:30:33.026749,2023-09-03 22:30:37.429909,0 days 00:00:04.403160,ReLU,Tanh,Leaky,,10,24,19.0,21.0,,0.013585935792178911,3,40,0.7951593299688156,0.021456013110470233,COMPLETE
15,0.40362441539764404,2023-09-03 22:30:37.430189,2023-09-03 22:30:38.435247,0 days 00:00:01.005058,Leaky,Tanh,,,30,20,24.0,,,0.0012069476486715007,2,40,0.5743811175416159,0.0015658912470239612,COMPLETE
16,0.5346052646636963,2023-09-03 22:30:38.435502,2023-09-03 22:30:39.384452,0 days 00:00:00.948950,Leaky,Tanh,,,30,19,24.0,,,0.0007230023183325571,2,40,0.5437716946482122,0.0008335080521381448,COMPLETE
17,0.5446195602416992,2023-09-03 22:30:39.384711,2023-09-03 22:30:41.388380,0 days 00:00:02.003669,ReLU,Sigmoid,,,30,18,21.0,,,0.00016312448182359513,2,100,0.45900328198356777,0.00014112945586007572,COMPLETE
18,0.6647047400474548,2023-09-03 22:30:41.388647,2023-09-03 22:30:42.779168,0 days 00:00:01.390521,Sigmoid,,,,16,21,,,,0.0013726429473368573,1,40,0.6063435915396492,0.013528214085626924,COMPLETE
19,0.4350392520427704,2023-09-03 22:30:42.779419,2023-09-03 22:30:54.594576,0 days 00:00:11.815157,Leaky,Tanh,,,4,15,22.0,,,0.0014898794305060852,2,100,0.42343607403839717,0.004557287283548798,COMPLETE
20,0.49951860308647156,2023-09-03 22:30:54.594838,2023-09-03 22:30:58.030429,0 days 00:00:03.435591,Leaky,Tanh,Tanh,,4,13,22.0,17.0,,0.00019930673169256738,3,40,0.2651569219612726,0.0016545752373261324,COMPLETE
21,0.4255141615867615,2023-09-03 22:30:58.030704,2023-09-03 22:31:09.736175,0 days 00:00:11.705471,Leaky,Tanh,,,4,16,21.0,,,0.001483003807814062,2,100,0.44860191717870995,0.003923309903570549,COMPLETE
22,0.45642969012260437,2023-09-03 22:31:09.736442,2023-09-03 22:31:31.653013,0 days 00:00:21.916571,Leaky,Tanh,,,4,15,22.0,,,0.001291758707446438,2,100,0.41469349111444176,0.005230500632092658,COMPLETE
23,0.6088724732398987,2023-09-03 22:31:31.653500,2023-09-03 22:31:50.907396,0 days 00:00:19.253896,Leaky,Tanh,,,4,20,15.0,,,0.0014658704870960887,2,100,0.47061536064821147,0.0028705147140634124,COMPLETE
24,0.5317283868789673,2023-09-03 22:31:50.907666,2023-09-03 22:32:03.089437,0 days 00:00:12.181771,Leaky,,,,4,10,,,,0.0008197804925558874,1,100,0.40587371301284236,0.0009398544059548274,COMPLETE
25,0.5753812789916992,2023-09-03 22:32:03.089847,2023-09-03 22:32:33.259746,0 days 00:00:30.169899,Leaky,Tanh,,,2,18,24.0,,,0.0003806891013425881,2,100,0.5459833566802398,0.012631169754970922,COMPLETE
26,0.4280838966369629,2023-09-03 22:32:33.260017,2023-09-03 22:32:36.732849,0 days 00:00:03.472832,Leaky,Tanh,Sigmoid,,30,14,21.0,8.0,,0.0014811235175083374,3,100,0.6786328342452729,0.0034240239084609267,COMPLETE
27,0.5475300550460815,2023-09-03 22:32:36.733128,2023-09-03 22:32:38.148810,0 days 00:00:01.415682,Leaky,Tanh,Sigmoid,,30,22,20.0,8.0,,0.00566006391073417,3,40,0.6766638319677998,0.0013000694641500323,COMPLETE
28,0.5097987651824951,2023-09-03 22:32:38.149082,2023-09-03 22:32:41.367384,0 days 00:00:03.218302,Leaky,Tanh,Sigmoid,,30,10,18.0,15.0,,0.019718348670626665,3,100,0.6268169958093643,0.003339229877141831,COMPLETE
29,0.5667269825935364,2023-09-03 22:32:41.367662,2023-09-03 22:32:42.930627,0 days 00:00:01.562965,Leaky,,,,30,6,,,,0.0022773271040878915,1,60,0.7851445028358155,0.00043465531368822757,COMPLETE
30,0.5854086875915527,2023-09-03 22:32:42.930884,2023-09-03 22:32:44.000334,0 days 00:00:01.069450,Sigmoid,Sigmoid,Sigmoid,,30,14,12.0,6.0,,0.005725951086277558,3,40,0.5234178931525088,0.001708394382160997,COMPLETE
31,0.369064062833786,2023-09-03 22:32:44.000613,2023-09-03 22:33:04.380537,0 days 00:00:20.379924,Leaky,Tanh,,,4,17,22.0,,,0.0016910050504626661,2,100,0.5806828604914339,0.003199508397722056,COMPLETE
32,0.4763981103897095,2023-09-03 22:33:04.380811,2023-09-03 22:33:21.996641,0 days 00:00:17.615830,Leaky,Tanh,,,4,17,22.0,,,0.0008346534435783317,2,100,0.6455522066344583,0.003229971404130274,COMPLETE
33,0.4310881197452545,2023-09-03 22:33:21.996911,2023-09-03 22:33:29.642559,0 days 00:00:07.645648,Leaky,Tanh,,,8,12,21.0,,,0.0020910416125255113,2,100,0.5696828348580649,0.010147880255104345,COMPLETE
34,0.5794020891189575,2023-09-03 22:33:29.642837,2023-09-03 22:33:32.546176,0 days 00:00:02.903339,Tanh,Tanh,,,30,18,23.0,,,0.003972888300733991,2,100,0.6802095522792441,0.024621176730147208,COMPLETE
35,0.5960182547569275,2023-09-03 22:33:32.546435,2023-09-03 22:33:44.439705,0 days 00:00:11.893270,Leaky,Tanh,,,4,1,17.0,,,0.00044196441578066807,2,80,0.5818340369674753,0.0028638623980906846,COMPLETE
36,0.4549817144870758,2023-09-03 22:33:44.439984,2023-09-03 22:33:49.530049,0 days 00:00:05.090065,Leaky,Tanh,Sigmoid,,16,14,15.0,13.0,,0.00101514635858714,3,100,0.5064284132941069,0.0074795932715051834,COMPLETE
37,0.5321096777915955,2023-09-03 22:33:49.530335,2023-09-03 22:34:16.518427,0 days 00:00:26.988092,Leaky,,,,2,21,,,,0.002358613064860587,1,100,0.6430037180116117,0.0013550379767000595,COMPLETE
38,0.4847373962402344,2023-09-03 22:34:16.518691,2023-09-03 22:34:17.733996,0 days 00:00:01.215305,Tanh,Tanh,,,30,17,21.0,,,0.00428580745642978,2,60,0.4637395303991139,0.046619061348620004,COMPLETE
39,0.5118062496185303,2023-09-03 22:34:17.734255,2023-09-03 22:34:22.852492,0 days 00:00:05.118237,Leaky,ReLU,,,8,11,10.0,,,0.0005717538392454165,2,100,0.37550909411295486,0.004027721822211875,COMPLETE
40,0.49907559156417847,2023-09-03 22:34:22.852757,2023-09-03 22:34:26.141572,0 days 00:00:03.288815,Sigmoid,,,,12,14,,,,0.007711820368053413,1,80,0.5669486132919539,0.002044775970293236,COMPLETE
41,0.46204647421836853,2023-09-03 22:34:26.141837,2023-09-03 22:34:35.050242,0 days 00:00:08.908405,Leaky,Tanh,,,8,8,20.0,,,0.0020378068165939267,2,100,0.5843183140309643,0.011735511431150291,COMPLETE
42,0.5349376201629639,2023-09-03 22:34:35.050513,2023-09-03 22:34:44.663412,0 days 00:00:09.612899,Leaky,Tanh,,,8,12,23.0,,,0.0016715198001407425,2,100,0.7121825254136199,0.008106643595877643,COMPLETE
43,0.409725546836853,2023-09-03 22:34:44.663691,2023-09-03 22:34:51.533280,0 days 00:00:06.869589,Leaky,Tanh,,,8,15,21.0,,,0.002852218498784058,2,100,0.5015218564309604,0.0045201218112584365,COMPLETE
44,0.38197746872901917,2023-09-03 22:34:51.533554,2023-09-03 22:34:59.506158,0 days 00:00:07.972604,Leaky,Tanh,Tanh,,8,15,20.0,4.0,,0.0032351715685285166,3,100,0.483397287772851,0.004278355073076134,COMPLETE
45,0.5169041752815247,2023-09-03 22:34:59.506431,2023-09-03 22:35:06.362284,0 days 00:00:06.855853,Tanh,ReLU,,,8,17,18.0,,,0.0031663088903115914,2,100,0.49016634792709046,0.005550641279894333,COMPLETE
46,0.5534819960594177,2023-09-03 22:35:06.362549,2023-09-03 22:35:10.314888,0 days 00:00:03.952339,Leaky,Sigmoid,,,8,16,23.0,,,0.0039810735993101596,2,60,0.37331398205237265,0.0011552566845622865,COMPLETE
47,0.6080310940742493,2023-09-03 22:35:10.315150,2023-09-03 22:35:13.855814,0 days 00:00:03.540664,Leaky,Tanh,Tanh,Tanh,8,19,20.0,3.0,3.0,0.009581147413914677,4,40,0.4517842874014902,0.0021510024746527186,COMPLETE
48,0.4593324661254883,2023-09-03 22:35:13.856089,2023-09-03 22:35:19.422507,0 days 00:00:05.566418,Leaky,Tanh,Tanh,,10,15,24.0,5.0,,0.002792857208540875,3,80,0.5175950528881403,0.01640784496534011,COMPLETE
49,0.6499585509300232,2023-09-03 22:35:19.422778,2023-09-03 22:35:22.486561,0 days 00:00:03.063783,Sigmoid,Leaky,,,12,20,19.0,,,0.0010536269914732243,2,100,0.32652031778819274,0.00791515518516633,COMPLETE
50,0.3576902747154236,2023-09-03 22:35:22.486819,2023-09-03 22:36:08.506985,0 days 00:00:46.020166,ReLU,ReLU,Tanh,,4,23,7.0,10.0,,0.005268641874700959,3,100,0.5243158093671244,0.004479077307812261,COMPLETE
