number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,1.0875639915466309,2023-09-03 15:02:22.429691,2023-09-03 15:02:23.388915,0 days 00:00:00.959224,Tanh,Leaky,,,10,2,13.0,,,1.1401591319821031e-05,2,80,0.10212575081744273,0.003084297030150643,COMPLETE
1,0.5844259858131409,2023-09-03 15:02:23.389213,2023-09-03 15:02:35.995252,0 days 00:00:12.606039,Leaky,Sigmoid,,,2,8,2.0,,,0.088042156922696,2,40,0.6347295681067444,0.004388489802995829,COMPLETE
2,0.4308120012283325,2023-09-03 15:02:35.995525,2023-09-03 15:02:37.855574,0 days 00:00:01.860049,Leaky,,,,10,17,,,,0.0001458995479648339,1,100,0.2156742345522153,0.00027939873162184436,COMPLETE
3,0.9579576849937439,2023-09-03 15:02:37.855839,2023-09-03 15:02:43.746719,0 days 00:00:05.890880,Tanh,Leaky,Leaky,Leaky,16,8,22.0,12.0,21.0,0.004502928545870738,4,100,0.48708230018926896,0.058499374509484864,COMPLETE
4,0.32928964495658875,2023-09-03 15:02:43.747000,2023-09-03 15:02:46.814184,0 days 00:00:03.067184,Tanh,Tanh,,,16,17,7.0,,,0.01143860147859049,2,100,0.4326413554858943,0.00017643194673879254,COMPLETE
5,1.0112533569335938,2023-09-03 15:02:46.814478,2023-09-03 15:02:52.609137,0 days 00:00:05.794659,Sigmoid,Leaky,Sigmoid,,4,18,23.0,17.0,,0.0026800165606485574,3,100,0.13926855586583473,0.020529777391251162,COMPLETE
6,0.3787386119365692,2023-09-03 15:02:52.609415,2023-09-03 15:02:58.532894,0 days 00:00:05.923479,Tanh,Sigmoid,Tanh,,4,12,8.0,22.0,,0.004089029333458405,3,100,0.18529394834591692,7.61919579003575e-05,COMPLETE
7,0.4338614344596863,2023-09-03 15:02:58.533205,2023-09-03 15:02:59.881229,0 days 00:00:01.348024,Tanh,ReLU,ReLU,,16,2,23.0,19.0,,0.0028859710996096727,3,60,0.2464751768339614,1.404655563390821e-05,COMPLETE
8,0.9809983372688293,2023-09-03 15:02:59.881516,2023-09-03 15:03:01.503389,0 days 00:00:01.621873,Sigmoid,Leaky,Sigmoid,,12,11,13.0,24.0,,1.9019382063666215e-05,3,40,0.3624076246703993,0.00010627064654373706,COMPLETE
9,0.4439733326435089,2023-09-03 15:03:01.503656,2023-09-03 15:03:02.685746,0 days 00:00:01.182090,Leaky,,,,8,5,,,,0.0028472754094120696,1,100,0.11451058881826089,6.570603256908741e-05,COMPLETE
