number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.7877335548400879,2023-09-04 00:39:25.717530,2023-09-04 00:39:37.070605,0 days 00:00:11.353075,Leaky,ReLU,,,2,1,10.0,,,0.002208703826754932,2,60,0.12059145773652785,0.008344021625343057,COMPLETE
1,0.7656978368759155,2023-09-04 00:39:37.071099,2023-09-04 00:40:15.966824,0 days 00:00:38.895725,ReLU,Leaky,Tanh,,2,12,12.0,5.0,,0.029344768409584186,3,80,0.24182737080952832,5.3707090508529165e-05,COMPLETE
2,0.6685774326324463,2023-09-04 00:40:15.967323,2023-09-04 00:40:16.819992,0 days 00:00:00.852669,Tanh,,,,16,21,,,,0.0005607871670292549,1,40,0.12384135004768704,0.0004390736464681325,COMPLETE
3,0.5602699518203735,2023-09-04 00:40:16.820419,2023-09-04 00:40:32.706410,0 days 00:00:15.885991,Leaky,Leaky,,,10,3,11.0,,,0.035654810666113486,2,80,0.5964412280784948,1.934919229820428e-05,COMPLETE
4,0.5265763401985168,2023-09-04 00:40:32.706870,2023-09-04 00:40:43.884069,0 days 00:00:11.177199,Sigmoid,,,,8,7,,,,0.04467610557242862,1,60,0.5995298536105025,6.343864579948221e-05,COMPLETE
5,0.65500807762146,2023-09-04 00:40:43.884493,2023-09-04 00:40:46.897347,0 days 00:00:03.012854,ReLU,Leaky,,,10,24,1.0,,,0.0001827881050942097,2,60,0.14719770355808634,3.169295772140629e-05,COMPLETE
6,0.5696130394935608,2023-09-04 00:40:46.897779,2023-09-04 00:41:21.662595,0 days 00:00:34.764816,ReLU,Leaky,,,4,12,14.0,,,0.0033828780730723565,2,100,0.42815430433241913,0.0034923476542879205,COMPLETE
7,0.5789793133735657,2023-09-04 00:41:21.663085,2023-09-04 00:41:27.640090,0 days 00:00:05.977005,Sigmoid,,,,30,7,,,,0.0009881099861266415,1,100,0.5983605540326435,0.003881650761796227,COMPLETE
8,0.5343643426895142,2023-09-04 00:41:27.640513,2023-09-04 00:41:33.887785,0 days 00:00:06.247272,ReLU,Tanh,Tanh,ReLU,12,23,21.0,19.0,11.0,0.012640123021182437,4,100,0.12244806601542571,0.004746203697714864,COMPLETE
9,1.1190813779830933,2023-09-04 00:41:33.888244,2023-09-04 00:42:05.312094,0 days 00:00:31.423850,Tanh,Leaky,Tanh,Sigmoid,12,6,14.0,24.0,20.0,0.00015235242561197987,4,80,0.5943440215557362,0.028746070692278223,COMPLETE
10,0.5124595761299133,2023-09-04 00:42:05.312560,2023-09-04 00:42:19.742831,0 days 00:00:14.430271,Sigmoid,,,,8,18,,,,0.0819738603253753,1,60,0.7693936850066444,0.00021263058702280518,COMPLETE
11,0.5771551728248596,2023-09-04 00:42:19.743241,2023-09-04 00:42:34.261563,0 days 00:00:14.518322,Sigmoid,,,,8,18,,,,0.08648203785536225,1,60,0.7704908717594577,0.00023219285438199193,COMPLETE
12,0.6052929162979126,2023-09-04 00:42:34.261964,2023-09-04 00:42:49.074698,0 days 00:00:14.812734,Sigmoid,,,,8,16,,,,0.09932021052760306,1,60,0.7862743145773942,0.00014462863391110522,COMPLETE
13,0.9957196712493896,2023-09-04 00:42:49.075104,2023-09-04 00:43:00.697029,0 days 00:00:11.621925,Sigmoid,Sigmoid,Leaky,,8,16,24.0,1.0,,1.2654809595737597e-05,3,60,0.3772679492284897,1.1660190774382916e-05,COMPLETE
14,0.48193708062171936,2023-09-04 00:43:00.697467,2023-09-04 00:43:05.877241,0 days 00:00:05.179774,Sigmoid,,,,8,9,,,,0.010633662470985168,1,40,0.40648552674455,0.0008094087515310058,COMPLETE
15,0.4531562030315399,2023-09-04 00:43:05.877648,2023-09-04 00:43:09.635329,0 days 00:00:03.757681,Sigmoid,,,,8,11,,,,0.013467272100057475,1,40,0.2925388882219447,0.0006024689751853289,COMPLETE
16,0.5926515460014343,2023-09-04 00:43:09.635740,2023-09-04 00:43:19.931652,0 days 00:00:10.295912,Sigmoid,Sigmoid,Sigmoid,,4,10,1.0,11.0,,0.009428171776221038,3,40,0.2558837822866922,0.0008375315947351909,COMPLETE
17,0.6907914876937866,2023-09-04 00:43:19.932095,2023-09-04 00:43:22.751542,0 days 00:00:02.819447,Sigmoid,Tanh,,,16,9,6.0,,,0.010001275506672876,2,40,0.3133825950390927,0.0010075845008018223,COMPLETE
18,0.48077937960624695,2023-09-04 00:43:22.751982,2023-09-04 00:43:23.651766,0 days 00:00:00.899784,Leaky,,,,30,14,,,,0.003994979216657891,1,40,0.21332874552402004,0.001160123196111137,COMPLETE
19,0.4921250641345978,2023-09-04 00:43:23.652188,2023-09-04 00:43:24.663128,0 days 00:00:01.010940,Leaky,ReLU,,,30,14,18.0,,,0.005298188742240854,2,40,0.18466402171233182,0.001981508901785836,COMPLETE
20,0.47119998931884766,2023-09-04 00:43:24.663555,2023-09-04 00:43:25.533905,0 days 00:00:00.870350,Leaky,,,,30,14,,,,0.0025065202597209352,1,40,0.20581136551498683,0.09021461903150148,COMPLETE
21,0.7685636281967163,2023-09-04 00:43:25.534293,2023-09-04 00:43:26.406773,0 days 00:00:00.872480,Leaky,,,,30,13,,,,0.0022393332452473763,1,40,0.2072598807829407,0.09006013479811886,COMPLETE
22,0.8368018865585327,2023-09-04 00:43:26.407173,2023-09-04 00:43:27.224829,0 days 00:00:00.817656,Leaky,,,,30,15,,,,0.0042220606055421075,1,40,0.19320228336304396,0.022313359467076986,COMPLETE
23,0.7810755968093872,2023-09-04 00:43:27.225223,2023-09-04 00:43:27.931009,0 days 00:00:00.705786,Leaky,,,,30,18,,,,0.01640859250991196,1,40,0.1660797173325797,0.00155492618845376,COMPLETE
24,0.6109470129013062,2023-09-04 00:43:27.931409,2023-09-04 00:43:29.154441,0 days 00:00:01.223032,Leaky,ReLU,,,30,11,6.0,,,0.004872168085770804,2,40,0.2293685220425401,0.0004683773610172461,COMPLETE
25,0.5348300337791443,2023-09-04 00:43:29.154857,2023-09-04 00:43:30.372999,0 days 00:00:01.218142,Leaky,,,,30,14,,,,0.0017158121708561848,1,40,0.29240696238473834,0.014299106232591478,COMPLETE
26,0.7724326848983765,2023-09-04 00:43:30.373396,2023-09-04 00:43:31.544521,0 days 00:00:01.171125,Tanh,Sigmoid,,,30,20,17.0,,,0.02263611194205417,2,40,0.21351034167079752,0.09406428444999487,COMPLETE
27,0.6415777206420898,2023-09-04 00:43:31.544942,2023-09-04 00:43:34.070816,0 days 00:00:02.525874,Leaky,,,,4,16,,,,0.006105191233242451,1,40,0.10007150736967907,0.044512146340650496,COMPLETE
28,0.5473352670669556,2023-09-04 00:43:34.071216,2023-09-04 00:43:37.150686,0 days 00:00:03.079470,Leaky,Tanh,ReLU,,16,5,7.0,12.0,,0.019068443519574842,3,40,0.27509294436237497,0.011156208694588872,COMPLETE
29,0.5897577404975891,2023-09-04 00:43:37.151129,2023-09-04 00:43:48.123955,0 days 00:00:10.972826,Leaky,Sigmoid,,,2,10,23.0,,,0.002279583727566861,2,40,0.17070628587214082,0.008884688582033964,COMPLETE
30,0.568182110786438,2023-09-04 00:43:48.124379,2023-09-04 00:43:53.020505,0 days 00:00:04.896126,Tanh,,,,10,1,,,,0.006957448159410029,1,80,0.2409314887860828,0.0038019352214094305,COMPLETE
31,0.5014323592185974,2023-09-04 00:43:53.020905,2023-09-04 00:43:57.725914,0 days 00:00:04.705009,Sigmoid,,,,8,9,,,,0.011872945648261782,1,40,0.3682853635572403,0.001564264889100403,COMPLETE
