number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.6311502456665039,2023-09-03 15:02:17.216378,2023-09-03 15:02:28.271772,0 days 00:00:11.055394,ReLU,Tanh,Sigmoid,,2,5,8.0,12.0,,0.07802832452456253,3,100,0.1760021605102012,7.676355840395442e-05,COMPLETE
1,0.34138864278793335,2023-09-03 15:02:28.272101,2023-09-03 15:02:29.729408,0 days 00:00:01.457307,Tanh,Leaky,Tanh,Sigmoid,30,12,15.0,21.0,21.0,0.024423546660534007,4,60,0.4023266249223908,0.0005629459485395574,COMPLETE
2,0.5833412408828735,2023-09-03 15:02:29.729723,2023-09-03 15:02:30.327435,0 days 00:00:00.597712,ReLU,Leaky,Tanh,,16,13,9.0,22.0,,0.0001189516137961839,3,40,0.16683372239513453,0.018636068180555704,COMPLETE
3,0.4143717288970947,2023-09-03 15:02:30.327744,2023-09-03 15:02:31.005630,0 days 00:00:00.677886,Leaky,,,,16,24,,,,0.011704916167821194,1,60,0.19434563684674724,0.006253068571446585,COMPLETE
4,0.47229161858558655,2023-09-03 15:02:31.005916,2023-09-03 15:02:31.456003,0 days 00:00:00.450087,Leaky,,,,30,16,,,,0.08440973103788131,1,60,0.21801549286401173,0.0006042462820691276,COMPLETE
5,0.38068145513534546,2023-09-03 15:02:31.456277,2023-09-03 15:02:36.399502,0 days 00:00:04.943225,Leaky,Leaky,ReLU,,12,10,5.0,14.0,,0.017858564654967022,3,80,0.5524556558402092,0.00020468723978731536,COMPLETE
6,1.0011823177337646,2023-09-03 15:02:36.399799,2023-09-03 15:02:39.760249,0 days 00:00:03.360450,Tanh,Sigmoid,Sigmoid,Sigmoid,8,13,12.0,20.0,10.0,0.01096751248529545,4,40,0.42317336967291036,0.029869465480446503,COMPLETE
7,0.5696859955787659,2023-09-03 15:02:39.760570,2023-09-03 15:02:41.359196,0 days 00:00:01.598626,Leaky,Leaky,Sigmoid,Sigmoid,4,20,20.0,22.0,12.0,0.00040876752013531685,4,40,0.10400348027863689,5.7342005339412256e-05,COMPLETE
8,1.2492668628692627,2023-09-03 15:02:41.359494,2023-09-03 15:02:43.764322,0 days 00:00:02.404828,Tanh,,,,30,1,,,,1.3001079108178338e-05,1,100,0.7424170115573447,0.026478978566602186,COMPLETE
9,0.4501040577888489,2023-09-03 15:02:43.764577,2023-09-03 15:02:48.832964,0 days 00:00:05.068387,Sigmoid,,,,12,7,,,,0.03522240697669839,1,100,0.7297088964540989,0.004497231321738121,COMPLETE
