number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.39024096727371216,2023-09-03 15:07:35.012660,2023-09-03 15:07:37.184563,0 days 00:00:02.171903,Leaky,,,,16,20,,,,0.011226400104382311,1,60,0.3684909859958613,0.0007685144463246164,COMPLETE
1,0.6399036049842834,2023-09-03 15:07:37.184848,2023-09-03 15:07:40.660979,0 days 00:00:03.476131,Tanh,Sigmoid,ReLU,Sigmoid,4,16,21.0,24.0,23.0,0.0006811093445476193,4,80,0.10698498099736785,0.014543100394858068,COMPLETE
2,0.503028392791748,2023-09-03 15:07:40.661277,2023-09-03 15:07:41.071942,0 days 00:00:00.410665,ReLU,Tanh,ReLU,,30,12,18.0,12.0,,0.0016190345499651191,3,40,0.19334582010620674,0.0009744896406393509,COMPLETE
3,0.9947139620780945,2023-09-03 15:07:41.072228,2023-09-03 15:07:42.360217,0 days 00:00:01.287989,Leaky,Leaky,Sigmoid,,16,17,1.0,1.0,,3.219456529006235e-05,3,40,0.3793034282893057,0.006830902068487013,COMPLETE
4,0.8029443025588989,2023-09-03 15:07:42.360508,2023-09-03 15:07:43.245116,0 days 00:00:00.884608,Tanh,Leaky,Tanh,,30,10,13.0,7.0,,3.856552808818213e-05,3,60,0.28814970168808407,0.0909375996730135,COMPLETE
5,0.9678817391395569,2023-09-03 15:07:43.245400,2023-09-03 15:07:53.598362,0 days 00:00:10.352962,ReLU,Tanh,Sigmoid,Tanh,12,24,6.0,20.0,1.0,1.3075652648519429e-05,4,100,0.4686662591659472,0.0002510233757751179,COMPLETE
6,0.5124614238739014,2023-09-03 15:07:53.598830,2023-09-03 15:08:00.894116,0 days 00:00:07.295286,Tanh,Sigmoid,Leaky,Sigmoid,30,18,15.0,5.0,21.0,0.02328507928943709,4,60,0.656931340702069,0.010641892780808635,COMPLETE
7,0.5087849497795105,2023-09-03 15:08:00.894605,2023-09-03 15:08:21.593979,0 days 00:00:20.699374,Tanh,Tanh,Leaky,,2,11,11.0,12.0,,0.0159390761052186,3,80,0.28311672062596555,0.005774988805328535,COMPLETE
8,0.42886584997177124,2023-09-03 15:08:21.594250,2023-09-03 15:08:23.018278,0 days 00:00:01.424028,ReLU,ReLU,ReLU,Leaky,16,17,20.0,21.0,15.0,0.010966214467363403,4,60,0.2117172622198879,0.024819070864223292,COMPLETE
9,0.5076141953468323,2023-09-03 15:08:23.018553,2023-09-03 15:08:31.981038,0 days 00:00:08.962485,ReLU,Leaky,Leaky,Leaky,8,20,7.0,11.0,9.0,4.1204985119550144e-05,4,100,0.4574885322999862,0.000171519712837915,COMPLETE
10,0.526689887046814,2023-09-03 15:08:31.981311,2023-09-03 15:08:34.728748,0 days 00:00:02.747437,Leaky,,,,10,1,,,,0.08140108352886785,1,60,0.5580344935955485,1.40630096046141e-05,COMPLETE
11,0.6556184887886047,2023-09-03 15:08:34.729008,2023-09-03 15:08:35.421235,0 days 00:00:00.692227,Sigmoid,,,,16,24,,,,0.004876714521773288,1,60,0.19563185840940242,0.09493924472631374,COMPLETE
12,0.36145341396331787,2023-09-03 15:08:35.421482,2023-09-03 15:08:36.319271,0 days 00:00:00.897789,Leaky,ReLU,,,16,7,23.0,,,0.00556752798819608,2,60,0.20021811284992552,0.0013478397078201996,COMPLETE
13,0.48602625727653503,2023-09-03 15:08:36.319530,2023-09-03 15:08:37.861286,0 days 00:00:01.541756,Leaky,ReLU,,,16,6,23.0,,,0.09426133992951198,2,60,0.34826657512691017,0.0013648926072099739,COMPLETE
14,0.31819668412208557,2023-09-03 15:08:37.861544,2023-09-03 15:08:40.794447,0 days 00:00:02.932903,Leaky,ReLU,,,16,8,24.0,,,0.0014775073520778312,2,60,0.6784766951123687,0.001446577909427778,COMPLETE
15,0.457868754863739,2023-09-03 15:08:40.794706,2023-09-03 15:08:50.387214,0 days 00:00:09.592508,Leaky,ReLU,,,4,5,24.0,,,0.0005801397702923132,2,60,0.6218207105352918,0.0025566490880439712,COMPLETE
16,0.37546274065971375,2023-09-03 15:08:50.387479,2023-09-03 15:08:56.927493,0 days 00:00:06.540014,Sigmoid,ReLU,,,10,8,18.0,,,0.002217709348526398,2,80,0.7485459681122377,0.00035567183135509913,COMPLETE
17,0.4958398640155792,2023-09-03 15:08:56.927759,2023-09-03 15:09:17.656733,0 days 00:00:20.728974,Leaky,ReLU,,,8,1,24.0,,,0.00022521625376186832,2,100,0.775828118951189,0.00010391751827525144,COMPLETE
18,0.46665045619010925,2023-09-03 15:09:17.657171,2023-09-03 15:09:50.381075,0 days 00:00:32.723904,Leaky,ReLU,,,2,4,17.0,,,0.0035304958492784126,2,40,0.5208433047042681,0.002743695649401299,COMPLETE
19,0.4824141263961792,2023-09-03 15:09:50.381503,2023-09-03 15:09:53.333190,0 days 00:00:02.951687,Leaky,,,,12,14,,,,0.00044901124078057254,1,60,0.22655741596134377,0.003020030535375623,COMPLETE
20,0.4721144735813141,2023-09-03 15:09:53.333598,2023-09-03 15:09:55.465906,0 days 00:00:02.132308,Sigmoid,ReLU,,,16,9,21.0,,,0.001716592844441203,2,60,0.1587281381259877,0.0008161943366160537,COMPLETE
21,0.28911226987838745,2023-09-03 15:09:55.466323,2023-09-03 15:10:05.631105,0 days 00:00:10.164782,Sigmoid,ReLU,,,10,8,19.0,,,0.003979331824625331,2,80,0.7666143326342374,0.00042327097197663525,COMPLETE
22,0.35129308700561523,2023-09-03 15:10:05.631372,2023-09-03 15:10:11.441701,0 days 00:00:05.810329,Sigmoid,ReLU,,,10,7,21.0,,,0.004815432386162937,2,80,0.6580786296376425,0.0004180706223998893,COMPLETE
23,0.40067389607429504,2023-09-03 15:10:11.441952,2023-09-03 15:10:18.467384,0 days 00:00:07.025432,Sigmoid,ReLU,,,10,4,21.0,,,0.0013617249617617366,2,80,0.7874010073419664,8.721233947273838e-05,COMPLETE
24,0.3284527361392975,2023-09-03 15:10:18.467644,2023-09-03 15:10:26.169077,0 days 00:00:07.701433,Sigmoid,ReLU,Tanh,,10,13,16.0,18.0,,0.0038328314952696427,3,80,0.6639482961889315,0.0003802435809252609,COMPLETE
25,0.5311707854270935,2023-09-03 15:10:26.169350,2023-09-03 15:10:32.034656,0 days 00:00:05.865306,Sigmoid,Sigmoid,Tanh,,10,14,14.0,17.0,,0.0003048850776424785,3,80,0.5550239128039104,7.435786759194378e-05,COMPLETE
26,0.3670922815799713,2023-09-03 15:10:32.034935,2023-09-03 15:10:39.128346,0 days 00:00:07.093411,Sigmoid,ReLU,Tanh,,10,13,16.0,16.0,,0.0009590769861422627,3,80,0.6385035572196714,0.0005135411595662962,COMPLETE
27,0.32102736830711365,2023-09-03 15:10:39.128622,2023-09-03 15:10:50.144869,0 days 00:00:11.016247,Sigmoid,ReLU,Tanh,,10,10,19.0,17.0,,0.002944126979244795,3,80,0.7898838148683996,0.0002148735882243661,COMPLETE
28,0.41387414932250977,2023-09-03 15:10:50.145144,2023-09-03 15:10:54.978257,0 days 00:00:04.833113,Sigmoid,,,,10,10,,,,0.002278399326948659,1,80,0.7212671623073575,0.00019758179709389236,COMPLETE
29,0.4370856285095215,2023-09-03 15:10:54.978507,2023-09-03 15:11:06.758270,0 days 00:00:11.779763,Sigmoid,,,,4,3,,,,0.0011349486595954546,1,80,0.7660067152995402,0.0006840214000095589,COMPLETE
30,0.3362168073654175,2023-09-03 15:11:06.758526,2023-09-03 15:11:20.763520,0 days 00:00:14.004994,Sigmoid,ReLU,Tanh,,2,9,10.0,15.0,,0.011308815381948644,3,40,0.5520833748979995,5.336494278904517e-05,COMPLETE
31,0.3164096176624298,2023-09-03 15:11:20.763814,2023-09-03 15:11:28.136471,0 days 00:00:07.372657,Sigmoid,ReLU,Tanh,,10,12,19.0,19.0,,0.0025224963468210163,3,80,0.6490722490921684,0.00043503594495262544,COMPLETE
32,0.3555493950843811,2023-09-03 15:11:28.136744,2023-09-03 15:11:35.326615,0 days 00:00:07.189871,Sigmoid,ReLU,Tanh,,10,11,19.0,24.0,,0.007696553097709655,3,80,0.6082057474014501,0.0006533770644966475,COMPLETE
33,0.341956228017807,2023-09-03 15:11:35.326899,2023-09-03 15:11:47.515684,0 days 00:00:12.188785,Sigmoid,ReLU,Tanh,,10,15,19.0,20.0,,0.0029192397979361595,3,80,0.6937350698706877,0.00020770026212792227,COMPLETE
34,0.3905636966228485,2023-09-03 15:11:47.515965,2023-09-03 15:11:54.625914,0 days 00:00:07.109949,Sigmoid,ReLU,,,10,12,23.0,,,0.0009473942179964793,2,80,0.7983626560260162,0.0016157183100758135,COMPLETE
35,0.3099110424518585,2023-09-03 15:11:54.626172,2023-09-03 15:12:00.656540,0 days 00:00:06.030368,Tanh,ReLU,Tanh,,8,9,17.0,14.0,,0.002142569530166616,3,80,0.45449343225001004,0.0009849780395249988,COMPLETE
36,0.37303152680397034,2023-09-03 15:12:00.656826,2023-09-03 15:12:11.665960,0 days 00:00:11.009134,Tanh,Sigmoid,Sigmoid,,8,8,22.0,8.0,,0.0015174562777350324,3,100,0.49010041859372155,0.0008698648995090403,COMPLETE
37,0.4069991707801819,2023-09-03 15:12:11.666238,2023-09-03 15:12:15.093021,0 days 00:00:03.426783,Tanh,Tanh,,,8,8,17.0,,,0.0007740256502692588,2,40,0.43341354110968516,0.0011192060535146686,COMPLETE
38,0.3781530261039734,2023-09-03 15:12:15.093449,2023-09-03 15:12:19.825910,0 days 00:00:04.732461,Tanh,Leaky,Tanh,ReLU,30,6,12.0,15.0,2.0,0.0021913510554937006,4,80,0.5837735566979136,0.0018286302564962367,COMPLETE
39,0.35475364327430725,2023-09-03 15:12:19.826354,2023-09-03 15:12:24.262784,0 days 00:00:04.436430,Tanh,Sigmoid,Tanh,,12,11,20.0,14.0,,0.006447445226914615,3,80,0.41667998519658767,0.00047412686476030796,COMPLETE
40,0.3454774022102356,2023-09-03 15:12:24.263093,2023-09-03 15:12:44.218896,0 days 00:00:19.955803,ReLU,ReLU,ReLU,,8,12,14.0,10.0,,0.023025658989034012,3,100,0.4904090742845177,0.0009527470177403858,COMPLETE
41,0.3334144353866577,2023-09-03 15:12:44.219343,2023-09-03 15:13:03.924605,0 days 00:00:19.705262,Tanh,ReLU,Tanh,,4,10,18.0,18.0,,0.0030286443811086343,3,80,0.7046556323940214,0.0002864901221480759,COMPLETE
42,0.3257981538772583,2023-09-03 15:13:03.924881,2023-09-03 15:13:12.806910,0 days 00:00:08.882029,ReLU,ReLU,Tanh,,8,9,20.0,22.0,,0.001544551955909074,3,80,0.6179210121192046,0.0005729290149279084,COMPLETE
43,0.3425770401954651,2023-09-03 15:13:12.807180,2023-09-03 15:13:16.189258,0 days 00:00:03.382078,Tanh,Leaky,Tanh,ReLU,30,7,19.0,19.0,9.0,0.0030630316004278185,4,80,0.6983621884597444,0.00030020164464535256,COMPLETE
44,0.33916082978248596,2023-09-03 15:13:16.189542,2023-09-03 15:13:19.820139,0 days 00:00:03.630597,Sigmoid,Tanh,Tanh,,16,10,2.0,14.0,,0.008301363000032263,3,80,0.5269390885219201,0.00014591852938980565,COMPLETE
45,0.35045573115348816,2023-09-03 15:13:19.820409,2023-09-03 15:13:26.331385,0 days 00:00:06.510976,Leaky,ReLU,,,10,16,16.0,,,0.004571512759160326,2,80,0.5737091054188649,0.0047549263024151975,COMPLETE
46,0.343423068523407,2023-09-03 15:13:26.331645,2023-09-03 15:13:30.773833,0 days 00:00:04.442188,Tanh,ReLU,Tanh,,16,11,22.0,22.0,,0.002145257934024739,3,60,0.6533543765626829,0.0010909015853661328,COMPLETE
47,0.38414135575294495,2023-09-03 15:13:30.774289,2023-09-03 15:13:34.669889,0 days 00:00:03.895600,Sigmoid,Tanh,Leaky,Tanh,12,6,17.0,17.0,16.0,0.0006795144069192648,4,40,0.7089228869100448,0.00025738849055401895,COMPLETE
48,0.34161055088043213,2023-09-03 15:13:34.670181,2023-09-03 15:14:00.388203,0 days 00:00:25.718022,Leaky,ReLU,,,2,19,14.0,,,0.010811290673879363,2,80,0.5962372294953089,0.0018967860227170434,COMPLETE
49,0.30390313267707825,2023-09-03 15:14:00.388465,2023-09-03 15:14:07.642819,0 days 00:00:07.254354,ReLU,Leaky,Sigmoid,,8,8,18.0,9.0,,0.007028213511138109,3,60,0.7366928903655856,0.0006342857424418858,COMPLETE
50,0.3571842908859253,2023-09-03 15:14:07.643107,2023-09-03 15:14:11.723884,0 days 00:00:04.080777,ReLU,Leaky,,,8,5,9.0,,,0.006807551538301404,2,60,0.514092851345874,0.0006124159972638384,COMPLETE
51,0.31387484073638916,2023-09-03 15:14:11.724147,2023-09-03 15:14:19.986608,0 days 00:00:08.262461,ReLU,Leaky,Sigmoid,,8,9,19.0,9.0,,0.003760015021889098,3,60,0.7504988217626576,0.00039792451410516146,COMPLETE
52,0.2966614067554474,2023-09-03 15:14:19.986878,2023-09-03 15:14:29.401568,0 days 00:00:09.414690,ReLU,Leaky,Sigmoid,,8,8,18.0,9.0,,0.0049894821582151016,3,60,0.7244901123385511,0.00038115047938968905,COMPLETE
53,0.3259861171245575,2023-09-03 15:14:29.401850,2023-09-03 15:14:36.733878,0 days 00:00:07.332028,ReLU,Leaky,Sigmoid,,8,9,18.0,9.0,,0.0058396885281488484,3,60,0.732922745781881,0.00039621870741307006,COMPLETE
54,0.3467336893081665,2023-09-03 15:14:36.734153,2023-09-03 15:14:42.890734,0 days 00:00:06.156581,ReLU,Leaky,Sigmoid,,8,22,15.0,6.0,,0.004299980755690999,3,60,0.6239167014549559,0.0007980215972491362,COMPLETE
55,0.3755905330181122,2023-09-03 15:14:42.891008,2023-09-03 15:14:50.914559,0 days 00:00:08.023551,ReLU,Leaky,Sigmoid,,8,7,20.0,5.0,,0.01292274513097217,3,60,0.7278398555621813,0.0004786874692271213,COMPLETE
56,0.38707301020622253,2023-09-03 15:14:50.914841,2023-09-03 15:14:57.571714,0 days 00:00:06.656873,ReLU,Leaky,Sigmoid,,8,5,17.0,10.0,,0.008756431979579154,3,60,0.6774040592900833,0.00014497304503462187,COMPLETE
57,0.49524208903312683,2023-09-03 15:14:57.571997,2023-09-03 15:15:05.777920,0 days 00:00:08.205923,ReLU,Leaky,Sigmoid,Tanh,8,8,18.0,8.0,6.0,0.019951202531186936,4,60,0.5663590803156819,0.0002996362475072468,COMPLETE
58,0.4182659089565277,2023-09-03 15:15:05.778397,2023-09-03 15:15:21.427849,0 days 00:00:15.649452,ReLU,Leaky,Sigmoid,,8,9,22.0,2.0,,0.01603659750573972,3,60,0.7430880414927864,0.0011040464072760684,COMPLETE
59,0.4305384159088135,2023-09-03 15:15:21.428128,2023-09-03 15:15:30.631774,0 days 00:00:09.203646,ReLU,Leaky,Sigmoid,,8,2,15.0,13.0,,0.00551972434329434,3,60,0.7940248685233393,0.0003787481356504604,COMPLETE
60,0.5415741205215454,2023-09-03 15:15:30.632061,2023-09-03 15:15:54.188661,0 days 00:00:23.556600,ReLU,Leaky,Sigmoid,ReLU,8,12,20.0,11.0,19.0,0.036516359344517746,4,100,0.6405326029636709,0.0007296925497461431,COMPLETE
61,0.3164748251438141,2023-09-03 15:15:54.188954,2023-09-03 15:15:57.076707,0 days 00:00:02.887753,Leaky,Leaky,,,16,6,21.0,,,0.0038471583398490194,2,60,0.6703276336655156,0.001278132586190194,COMPLETE
62,0.31719499826431274,2023-09-03 15:15:57.076983,2023-09-03 15:16:00.018512,0 days 00:00:02.941529,ReLU,Leaky,,,16,7,19.0,,,0.003834206659128569,2,60,0.6684240308225801,0.0005451416296965769,COMPLETE
63,0.32525357604026794,2023-09-03 15:16:00.018783,2023-09-03 15:16:06.047993,0 days 00:00:06.029210,Leaky,Leaky,Sigmoid,,8,6,21.0,7.0,,0.005004710651994092,3,60,0.6061613010689785,0.0012051836794292642,COMPLETE
