number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,1.139952301979065,2023-09-03 23:26:24.743972,2023-09-03 23:26:35.156415,0 days 00:00:10.412443,ReLU,ReLU,Tanh,Leaky,2,22,7.0,7.0,8.0,0.056456311940375724,4,80,0.1424469037532706,0.03201266943882731,COMPLETE
1,0.4544645845890045,2023-09-03 23:26:35.156753,2023-09-03 23:26:35.900726,0 days 00:00:00.743973,Leaky,,,,12,22,,,,0.0052334805288539,1,60,0.1669445831958388,2.8224729632420728e-05,COMPLETE
2,0.5798248648643494,2023-09-03 23:26:35.901007,2023-09-03 23:26:38.878268,0 days 00:00:02.977261,ReLU,Leaky,Tanh,Leaky,16,20,23.0,2.0,4.0,8.164906981235101e-05,4,80,0.3569346181433712,0.026872723664266414,COMPLETE
3,0.5810510516166687,2023-09-03 23:26:38.878561,2023-09-03 23:26:40.837057,0 days 00:00:01.958496,Sigmoid,Leaky,,,30,22,15.0,,,0.00019023152787403494,2,80,0.5767192865087597,0.0012136432510803693,COMPLETE
4,0.3671645224094391,2023-09-03 23:26:40.837331,2023-09-03 23:26:41.361308,0 days 00:00:00.523977,ReLU,ReLU,Leaky,Leaky,30,15,20.0,16.0,10.0,0.008014321081075228,4,40,0.21407412590361619,6.912458640148116e-05,COMPLETE
5,0.46899059414863586,2023-09-03 23:26:41.361650,2023-09-03 23:26:42.302735,0 days 00:00:00.941085,Leaky,,,,12,9,,,,0.0015906426415468985,1,80,0.16080896934228067,0.022419385468606993,COMPLETE
6,0.4861210882663727,2023-09-03 23:26:42.303015,2023-09-03 23:26:45.773511,0 days 00:00:03.470496,ReLU,ReLU,Sigmoid,Sigmoid,8,21,8.0,9.0,21.0,0.011720018745955811,4,60,0.29478038698909226,0.00043123425343093494,COMPLETE
7,0.8204684257507324,2023-09-03 23:26:45.773835,2023-09-03 23:26:46.537024,0 days 00:00:00.763189,Leaky,ReLU,,,30,6,6.0,,,2.5250592269113538e-05,2,60,0.304214914905181,0.028928895186662557,COMPLETE
8,0.474161833524704,2023-09-03 23:26:46.537315,2023-09-03 23:26:52.668720,0 days 00:00:06.131405,ReLU,Tanh,,,2,17,3.0,,,0.00015550236043623475,2,40,0.30503109103731024,0.0008044555886271578,COMPLETE
9,0.5635609030723572,2023-09-03 23:26:52.669002,2023-09-03 23:26:57.858314,0 days 00:00:05.189312,ReLU,,,,10,1,,,,0.06673602390068072,1,100,0.43541289052362747,0.05810247052886557,COMPLETE
