number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.843218982219696,2023-09-03 22:29:10.328697,2023-09-03 22:29:11.005086,0 days 00:00:00.676389,Sigmoid,,,,8,7,,,,0.00034275080067118886,1,40,0.14300145750478344,0.08726117015347663,COMPLETE
1,0.46349790692329407,2023-09-03 22:29:11.005369,2023-09-03 22:29:12.605182,0 days 00:00:01.599813,ReLU,,,,4,20,,,,0.0063686592297186985,1,40,0.13621681967674637,0.0014435808007298356,COMPLETE
2,0.40397533774375916,2023-09-03 22:29:12.605449,2023-09-03 22:29:15.820400,0 days 00:00:03.214951,Tanh,ReLU,ReLU,Tanh,10,16,20.0,5.0,21.0,0.00040767737108034343,4,40,0.4695268531498346,0.0003924147423241789,COMPLETE
3,0.6514512300491333,2023-09-03 22:29:15.820911,2023-09-03 22:29:20.409055,0 days 00:00:04.588144,ReLU,Leaky,Leaky,,8,21,5.0,20.0,,2.6427224860749842e-05,3,40,0.6664720058561397,0.0015567622786860666,COMPLETE
4,0.43465712666511536,2023-09-03 22:29:20.409371,2023-09-03 22:29:24.772287,0 days 00:00:04.362916,ReLU,Leaky,,,10,10,3.0,,,0.000886009604087898,2,80,0.37519504879697574,0.007685396421556563,COMPLETE
5,0.4408980906009674,2023-09-03 22:29:24.772579,2023-09-03 22:29:51.153779,0 days 00:00:26.381200,Tanh,Tanh,Leaky,ReLU,4,2,17.0,9.0,21.0,0.0017594168239662646,4,100,0.6832424371007475,0.0007995672997293437,COMPLETE
6,0.5366693139076233,2023-09-03 22:29:51.154077,2023-09-03 22:29:52.350631,0 days 00:00:01.196554,ReLU,ReLU,,,30,3,19.0,,,0.00014226489994806333,2,100,0.26994741220392143,0.00017900602220153735,COMPLETE
7,0.6741572618484497,2023-09-03 22:29:52.350933,2023-09-03 22:29:53.513143,0 days 00:00:01.162210,Tanh,Sigmoid,,,8,11,19.0,,,0.00011342864263601662,2,40,0.20886119307727474,0.021206202591008284,COMPLETE
8,0.6247247457504272,2023-09-03 22:29:53.513434,2023-09-03 22:30:44.348627,0 days 00:00:50.835193,ReLU,Leaky,Tanh,Sigmoid,2,10,14.0,3.0,8.0,0.016431425836550956,4,80,0.7969012198309269,3.297346656578955e-05,COMPLETE
9,1.0089631080627441,2023-09-03 22:30:44.348926,2023-09-03 22:30:44.681512,0 days 00:00:00.332586,Tanh,Tanh,ReLU,,30,10,22.0,17.0,,1.7680186176631075e-05,3,40,0.14807501024954609,0.04470175900338214,COMPLETE
10,0.6695500612258911,2023-09-03 22:30:44.681804,2023-09-03 22:30:48.538561,0 days 00:00:03.856757,Leaky,ReLU,Sigmoid,Tanh,10,17,10.0,1.0,22.0,0.0780317641119847,4,60,0.38967156238841566,1.6587990033534082e-05,COMPLETE
11,0.6418802738189697,2023-09-03 22:30:48.538866,2023-09-03 22:30:52.134091,0 days 00:00:03.595225,Leaky,Leaky,,,10,15,1.0,,,0.000976707463631198,2,80,0.4140746012142274,0.00807238971116503,COMPLETE
12,0.4630172550678253,2023-09-03 22:30:52.134377,2023-09-03 22:30:55.697614,0 days 00:00:03.563237,Sigmoid,ReLU,ReLU,,16,24,24.0,10.0,,0.001109358099178912,3,80,0.44803413568749134,0.00652211311441515,COMPLETE
13,0.5211218595504761,2023-09-03 22:30:55.697913,2023-09-03 22:30:58.821439,0 days 00:00:03.123526,Tanh,Sigmoid,,,12,15,10.0,,,0.0003414913134721475,2,60,0.30298279018780355,0.00023727910470309072,COMPLETE
14,0.3709428310394287,2023-09-03 22:30:58.821715,2023-09-03 22:31:05.482880,0 days 00:00:06.661165,ReLU,Leaky,ReLU,,10,6,5.0,6.0,,0.0031480345800838166,3,80,0.5267974821177908,0.006246014265796574,COMPLETE
15,0.6802279353141785,2023-09-03 22:31:05.483159,2023-09-03 22:31:14.228786,0 days 00:00:08.745627,Tanh,ReLU,ReLU,Tanh,10,5,7.0,6.0,1.0,0.0055945692142482795,4,80,0.5371209011315166,0.0004659947342593216,COMPLETE
16,0.38248106837272644,2023-09-03 22:31:14.229071,2023-09-03 22:31:21.146703,0 days 00:00:06.917632,Sigmoid,Leaky,ReLU,,10,7,13.0,14.0,,0.004653686968193944,3,100,0.5102220823562422,0.0028385121209066225,COMPLETE
17,0.38471391797065735,2023-09-03 22:31:21.146984,2023-09-03 22:31:57.290875,0 days 00:00:36.143891,Sigmoid,Leaky,ReLU,,2,7,13.0,15.0,,0.0032636670832656587,3,100,0.5739886003737168,0.0032048522076450494,COMPLETE
18,0.9473010897636414,2023-09-03 22:31:57.291159,2023-09-03 22:32:04.032407,0 days 00:00:06.741248,Sigmoid,Leaky,Tanh,,12,6,8.0,24.0,,0.015398798259147469,3,100,0.5488916660007184,0.026770441957604155,COMPLETE
19,0.3908912241458893,2023-09-03 22:32:04.032701,2023-09-03 22:32:07.003498,0 days 00:00:02.970797,Sigmoid,Leaky,Sigmoid,,16,3,15.0,12.0,,0.015378509894108338,3,100,0.3191762027639407,0.002792949623017329,COMPLETE
