number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.2724451422691345,2023-09-03 15:05:58.776618,2023-09-03 15:06:00.567507,0 days 00:00:01.790889,Sigmoid,Sigmoid,Tanh,Leaky,10,21,19.0,5.0,5.0,0.00011014691941557121,4,60,0.1879290033847916,1.8360107225571738e-05,COMPLETE
1,0.17704470455646515,2023-09-03 15:06:00.567863,2023-09-03 15:06:08.382579,0 days 00:00:07.814716,Leaky,,,,2,18,,,,0.00013694853514246557,1,100,0.20421729060642807,2.1810933033944786e-05,COMPLETE
2,0.12599048018455505,2023-09-03 15:06:08.382853,2023-09-03 15:06:13.319579,0 days 00:00:04.936726,Sigmoid,ReLU,Leaky,,8,9,19.0,17.0,,0.0016305153599686468,3,80,0.36373237849250917,2.9697641345468256e-05,COMPLETE
3,0.2729714810848236,2023-09-03 15:06:13.319887,2023-09-03 15:06:15.711609,0 days 00:00:02.391722,Sigmoid,ReLU,Sigmoid,,4,5,8.0,19.0,,0.00013179186139004612,3,40,0.190217138523213,1.3204707471970641e-05,COMPLETE
4,0.26566800475120544,2023-09-03 15:06:15.711910,2023-09-03 15:06:20.840691,0 days 00:00:05.128781,ReLU,,,,2,4,,,,4.1902373661966785e-05,1,80,0.1726478641413379,0.009196917476134488,COMPLETE
5,0.18004877865314484,2023-09-03 15:06:20.840964,2023-09-03 15:06:22.609375,0 days 00:00:01.768411,Sigmoid,Sigmoid,Leaky,ReLU,16,13,17.0,24.0,20.0,0.0018759777027763573,4,100,0.14868108200471342,1.8142492324306502e-05,COMPLETE
6,0.579345703125,2023-09-03 15:06:22.609691,2023-09-03 15:06:24.159927,0 days 00:00:01.550236,Sigmoid,,,,10,17,,,,1.854920385282062e-05,1,80,0.21972458962150818,8.09456426636148e-05,COMPLETE
7,0.16858559846878052,2023-09-03 15:06:24.160220,2023-09-03 15:06:26.956618,0 days 00:00:02.796398,Tanh,Tanh,Leaky,Tanh,10,4,5.0,24.0,3.0,0.00040866077627211336,4,80,0.2226608983137821,0.008777174124668014,COMPLETE
8,0.14762984216213226,2023-09-03 15:06:26.956910,2023-09-03 15:06:38.595342,0 days 00:00:11.638432,Leaky,Sigmoid,Tanh,Leaky,2,3,12.0,21.0,14.0,0.0018121269315824412,4,60,0.24215008786448272,6.45982242256239e-05,COMPLETE
9,0.1576433926820755,2023-09-03 15:06:38.595635,2023-09-03 15:06:43.267924,0 days 00:00:04.672289,Leaky,Tanh,ReLU,Sigmoid,30,11,17.0,4.0,4.0,0.0002573586139746256,4,100,0.6572635545498846,0.001691513904502197,COMPLETE
