number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
856,0.365150511264801,2023-09-05 14:47:43.721899,2023-09-05 14:47:43.963071,0 days 00:00:00.241172,Leaky,Tanh,Sigmoid,,,52,15,14.0,13.0,,,0.011182359345863362,3,324,0.3363777061303224,0.0007288239484674339,274.19164085388184,COMPLETE
857,0.7683902978897095,2023-09-05 14:47:43.963436,2023-09-05 14:47:45.024562,0 days 00:00:01.061126,Leaky,Tanh,Sigmoid,,,51,16,8.0,13.0,,,5.824164440647813e-05,3,331,0.23355169767491002,0.0002658132602306787,117.94654717114037,COMPLETE
858,0.4758673310279846,2023-09-05 14:47:45.024960,2023-09-05 14:47:45.318310,0 days 00:00:00.293350,Leaky,Tanh,Leaky,,,54,14,5.0,24.0,,,0.0031256222354384858,3,313,0.16920116549941586,0.0001664405385660782,196.711145608732,COMPLETE
859,0.2912454605102539,2023-09-05 14:47:45.318679,2023-09-05 14:47:45.859473,0 days 00:00:00.540794,Leaky,Tanh,Sigmoid,,,50,17,18.0,13.0,,,0.013047589648677457,3,321,0.6889879083677362,0.00035797355561341794,136.7572220919425,COMPLETE
860,0.4220513105392456,2023-09-05 14:47:45.859841,2023-09-05 14:47:46.069554,0 days 00:00:00.209713,Leaky,Tanh,Sigmoid,,,55,16,2.0,13.0,,,0.015868772649226273,3,90,0.18669385624023407,0.0002365111610374575,269.23334638534055,COMPLETE
861,0.3402751684188843,2023-09-05 14:47:46.069916,2023-09-05 14:47:46.758601,0 days 00:00:00.688685,Leaky,Tanh,Leaky,,,50,15,5.0,12.0,,,0.009995289065742855,3,336,0.7295550173074971,0.0009046903618003421,173.7147220977365,COMPLETE
862,0.31883180141448975,2023-09-05 14:47:46.758977,2023-09-05 14:47:47.101211,0 days 00:00:00.342234,Leaky,Tanh,Sigmoid,,,53,17,9.0,12.0,,,0.012705903293249204,3,267,0.6597708063167926,0.0002088407597883566,5112.230580647786,COMPLETE
863,0.3281421661376953,2023-09-05 14:47:47.101578,2023-09-05 14:47:47.464608,0 days 00:00:00.363030,Leaky,Tanh,Leaky,,,52,16,17.0,12.0,,,0.0067922652934680776,3,331,0.7447617954572876,0.0004853288566973587,792.6463982077206,COMPLETE
864,0.32369810342788696,2023-09-05 14:47:47.464989,2023-09-05 14:47:47.825851,0 days 00:00:00.360862,Leaky,Tanh,Sigmoid,,,49,15,10.0,13.0,,,0.017744100895187555,3,339,0.4681060146168857,0.0010749781282299257,195.9398974609375,COMPLETE
865,0.5661840438842773,2023-09-05 14:47:47.826215,2023-09-05 14:47:50.684965,0 days 00:00:02.858750,Leaky,Tanh,Sigmoid,,,48,18,4.0,12.0,,,0.00018107269947439716,3,318,0.7052540400441806,0.000571106842045176,120.86714172363281,COMPLETE
866,0.5464604496955872,2023-09-05 14:47:50.685343,2023-09-05 14:47:50.907591,0 days 00:00:00.222248,Leaky,Tanh,Leaky,,,51,19,1.0,14.0,,,0.00914932649989534,3,328,0.21240748597741377,0.0002900618216544117,173.30331925214347,COMPLETE
867,0.5362854599952698,2023-09-05 14:47:50.907947,2023-09-05 14:47:51.145683,0 days 00:00:00.237736,Leaky,Tanh,Sigmoid,,,47,13,4.0,13.0,,,0.011904056352456798,3,343,0.10636118720971531,3.7258058878939235e-05,511.8547885540834,COMPLETE
868,0.9546465873718262,2023-09-05 14:47:51.146050,2023-09-05 14:47:51.305560,0 days 00:00:00.159510,Leaky,Tanh,Sigmoid,,,45,16,3.0,14.0,,,0.015285235794513406,3,286,0.15268271488787677,0.04211761214246702,164.36902271617544,COMPLETE
869,0.3842472732067108,2023-09-05 14:47:51.305931,2023-09-05 14:47:51.988195,0 days 00:00:00.682264,Leaky,Tanh,Leaky,,,55,17,2.0,14.0,,,0.0022089537461689028,3,311,0.638035895178627,2.0611254242938083e-05,701.3283965012123,COMPLETE
870,0.31956496834754944,2023-09-05 14:47:51.988577,2023-09-05 14:47:52.565531,0 days 00:00:00.576954,Leaky,Tanh,Sigmoid,,,50,12,7.0,13.0,,,0.020871630490471707,3,325,0.7464681169580436,0.0006657033514476835,183.3910710471017,COMPLETE
871,1.026796817779541,2023-09-05 14:47:52.565915,2023-09-05 14:47:52.842231,0 days 00:00:00.276316,Leaky,Tanh,Sigmoid,,,42,14,8.0,12.0,,,0.01855155021514393,3,303,0.7168530425484976,0.0687732440677104,122.24386451357887,COMPLETE
872,0.3303283154964447,2023-09-05 14:47:52.842609,2023-09-05 14:47:53.154534,0 days 00:00:00.311925,ReLU,Tanh,Leaky,,,36,18,16.0,14.0,,,0.01392358936102758,3,112,0.2666858637842845,0.00042700783195042335,193.06120000566756,COMPLETE
873,0.2920699715614319,2023-09-05 14:47:53.154906,2023-09-05 14:47:53.746428,0 days 00:00:00.591522,Leaky,Tanh,Sigmoid,,,52,13,15.0,18.0,,,0.01041386797195962,3,338,0.7671218512418343,2.7186930820909805e-05,396.278960918558,COMPLETE
874,0.2718934714794159,2023-09-05 14:47:53.746804,2023-09-05 14:47:54.831213,0 days 00:00:01.084409,ReLU,Tanh,,,,46,20,7.0,,,,0.004392921169264551,2,349,0.7497196545042795,1.3736591666981927e-05,183.1628660171751,COMPLETE
875,1.0070096254348755,2023-09-05 14:47:54.831604,2023-09-05 14:47:55.118149,0 days 00:00:00.286545,Leaky,Tanh,Sigmoid,,,39,17,6.0,22.0,,,0.022070035325930406,3,392,0.5534624337511683,0.05366326274406229,138.45527618408204,COMPLETE
876,0.31923407316207886,2023-09-05 14:47:55.118524,2023-09-05 14:47:55.536793,0 days 00:00:00.418269,Leaky,Tanh,ReLU,,,33,18,19.0,21.0,,,0.007347256165450754,3,337,0.680323403230413,3.069238345889223e-05,372.68323567708336,COMPLETE
877,0.36268067359924316,2023-09-05 14:47:55.537178,2023-09-05 14:47:55.700852,0 days 00:00:00.163674,ReLU,Leaky,Leaky,,,48,15,15.0,23.0,,,0.015657187293956057,3,170,0.14865103141594582,4.0347367099628336e-05,2375.638634091332,COMPLETE
878,1.0580737590789795,2023-09-05 14:47:55.701242,2023-09-05 14:47:55.958826,0 days 00:00:00.257584,Leaky,Tanh,Sigmoid,,,44,19,24.0,13.0,,,0.011264610642981596,3,352,0.771585296898716,0.03239882626599439,106.57119920518663,COMPLETE
879,0.3825163245201111,2023-09-05 14:47:55.959199,2023-09-05 14:47:58.420663,0 days 00:00:02.461464,ReLU,Tanh,,,,49,24,24.0,,,,0.00011017569812968267,2,327,0.7146502146521334,5.3762263792990474e-05,165.89521684559114,COMPLETE
880,0.3988572061061859,2023-09-05 14:47:58.421034,2023-09-05 14:47:58.679971,0 days 00:00:00.258937,Leaky,,,,,35,24,,,,,0.008848056850231597,1,346,0.2821992542482025,0.0001420283720076766,347.9507781071449,COMPLETE
881,0.40222975611686707,2023-09-05 14:47:58.680327,2023-09-05 14:47:58.867499,0 days 00:00:00.187172,ReLU,Tanh,Sigmoid,,,39,14,20.0,18.0,,,0.019320746929055763,3,407,0.2856991642566866,0.00018333144067770693,148.7536471440242,COMPLETE
882,0.5078459978103638,2023-09-05 14:47:58.867879,2023-09-05 14:47:59.212966,0 days 00:00:00.345087,Leaky,Tanh,Leaky,,,46,20,18.0,18.0,,,0.003397603853774051,3,366,0.5247069418676447,0.038207027348339154,284.8734090805054,COMPLETE
883,0.36884182691574097,2023-09-05 14:47:59.213364,2023-09-05 14:48:00.416631,0 days 00:00:01.203267,Sigmoid,Tanh,ReLU,,,53,19,19.0,14.0,,,0.0009334545366280125,3,218,0.42831208015770234,1.8646281863974344e-05,179.77729520885222,COMPLETE
884,0.6105523705482483,2023-09-05 14:48:00.417018,2023-09-05 14:48:00.565646,0 days 00:00:00.148628,ReLU,Tanh,,,,41,23,9.0,,,,0.013032649190124715,2,53,0.327276410563701,0.07390954599016189,327.259036109561,COMPLETE
885,0.2956928610801697,2023-09-05 14:48:00.566008,2023-09-05 14:48:00.969515,0 days 00:00:00.403507,Leaky,Tanh,Sigmoid,,,57,24,6.0,14.0,,,0.016450873592308974,3,383,0.6014923703096414,7.802874310937429e-05,190.82506716981226,COMPLETE
886,0.3479853868484497,2023-09-05 14:48:00.969891,2023-09-05 14:48:01.291895,0 days 00:00:00.322004,Leaky,Tanh,Leaky,,,37,23,19.0,17.0,,,0.0057526691702710405,3,319,0.22553722810006188,0.000525287121811014,1042841.1942784926,COMPLETE
887,0.5765223503112793,2023-09-05 14:48:01.292263,2023-09-05 14:48:04.407114,0 days 00:00:03.114851,ReLU,Tanh,Sigmoid,,,50,20,24.0,11.0,,,8.004085541989765e-05,3,331,0.7421290354557014,1.147556806037462e-05,155.73785506418466,COMPLETE
888,0.9995588660240173,2023-09-05 14:48:04.407491,2023-09-05 14:48:07.402861,0 days 00:00:02.995370,Leaky,Tanh,,,,47,24,3.0,,,,1.0945750737754971e-05,2,357,0.771289744667791,0.0008838827391826596,222.69793547301734,COMPLETE
889,0.298414945602417,2023-09-05 14:48:07.403226,2023-09-05 14:48:07.780914,0 days 00:00:00.377688,ReLU,Tanh,ReLU,,,43,16,24.0,19.0,,,0.02473804750086228,3,340,0.7236805449739392,4.5715951986760695e-05,193.0911126905872,COMPLETE
890,0.7438957691192627,2023-09-05 14:48:07.781341,2023-09-05 14:48:08.084695,0 days 00:00:00.303354,Leaky,Tanh,Sigmoid,ReLU,Leaky,45,21,16.0,12.0,13.0,1.0,0.018807478224513455,5,346,0.30229731047314795,5.925314760198728e-05,308.453316116333,COMPLETE
891,0.34541434049606323,2023-09-05 14:48:08.085118,2023-09-05 14:48:08.947561,0 days 00:00:00.862443,ReLU,Tanh,Leaky,,,32,23,20.0,15.0,,,0.0008041408477918398,3,372,0.4265025566691326,0.0003484101649865376,193.74258085397574,COMPLETE
892,0.6770175695419312,2023-09-05 14:48:08.947938,2023-09-05 14:48:10.405638,0 days 00:00:01.457700,Leaky,Leaky,Sigmoid,,,34,5,17.0,18.0,,,5.371856527323848e-05,3,125,0.6935638626289635,1.5528129099889546e-05,152.12604907226563,COMPLETE
893,0.21484501659870148,2023-09-05 14:48:10.406015,2023-09-05 14:48:11.088056,0 days 00:00:00.682041,Leaky,Tanh,Sigmoid,,,51,17,23.0,13.0,,,0.014051521020722112,3,314,0.7996164647113573,3.2598157593437895e-05,912.8897309303284,COMPLETE
894,0.32577192783355713,2023-09-05 14:48:11.088444,2023-09-05 14:48:13.413244,0 days 00:00:02.324800,Leaky,Tanh,,,,54,17,23.0,,,,0.00023203939229907112,2,303,0.7680545519780962,3.371764511593763e-05,535.7446754128233,COMPLETE
895,0.3669194281101227,2023-09-05 14:48:13.413605,2023-09-05 14:48:13.635487,0 days 00:00:00.221882,Leaky,Tanh,Sigmoid,,,52,17,23.0,12.0,,,0.01435734381585952,3,296,0.24791408806373136,2.3180184141875262e-05,175.81645560751156,COMPLETE
896,0.3354036808013916,2023-09-05 14:48:13.635853,2023-09-05 14:48:13.852004,0 days 00:00:00.216151,Leaky,Tanh,Sigmoid,,,51,17,23.0,13.0,,,0.016587347573124432,3,314,0.20879014747390784,2.9582702322266474e-05,338.8674556590893,COMPLETE
897,0.5337324738502502,2023-09-05 14:48:13.852376,2023-09-05 14:48:16.462818,0 days 00:00:02.610442,Leaky,Tanh,Sigmoid,,,54,16,23.0,13.0,,,6.170864516857965e-05,3,301,0.743253629477641,3.87969653663865e-05,627.0425152445948,COMPLETE
898,0.44003811478614807,2023-09-05 14:48:16.463188,2023-09-05 14:48:19.691604,0 days 00:00:03.228416,Leaky,Tanh,Sigmoid,Tanh,,51,18,23.0,12.0,11.0,,0.00013038275796579594,4,291,0.7996055221338079,2.485930142870004e-05,270.5464326524243,COMPLETE
899,0.4221462607383728,2023-09-05 14:48:19.691984,2023-09-05 14:48:19.997462,0 days 00:00:00.305478,Leaky,Tanh,Sigmoid,,,49,17,5.0,13.0,,,0.022268964670856647,3,152,0.4331580013760082,3.4430093978643383e-05,213.9057397177053,COMPLETE
900,0.3641246259212494,2023-09-05 14:48:19.997841,2023-09-05 14:48:21.847118,0 days 00:00:01.849277,Leaky,Tanh,,,,52,15,24.0,,,,0.0002743663967057882,2,279,0.6521683243519881,4.301169235539538e-05,322.81242184656065,COMPLETE
901,0.28081750869750977,2023-09-05 14:48:21.847483,2023-09-05 14:48:22.573709,0 days 00:00:00.726226,Leaky,Tanh,Sigmoid,Leaky,,56,17,23.0,13.0,8.0,,0.013378653521252205,4,308,0.7702157989474143,5.0085215539965974e-05,198.95313593166978,COMPLETE
902,0.2418193519115448,2023-09-05 14:48:22.574089,2023-09-05 14:48:23.044125,0 days 00:00:00.470036,Leaky,Tanh,Sigmoid,,,49,18,24.0,14.0,,,0.01922883592169734,3,316,0.7137325566318458,2.867722195091911e-05,406.15091705322266,COMPLETE
903,0.298177033662796,2023-09-05 14:48:23.044506,2023-09-05 14:48:25.220568,0 days 00:00:02.176062,Leaky,Tanh,Sigmoid,Tanh,,48,17,23.0,13.0,10.0,,0.0012940454764269287,4,362,0.7502249611883831,2.03708796264339e-05,247.30265243685974,COMPLETE
904,0.34273430705070496,2023-09-05 14:48:25.220952,2023-09-05 14:48:25.556150,0 days 00:00:00.335198,Leaky,Tanh,Sigmoid,,,50,16,22.0,13.0,,,0.023680664782117552,3,377,0.7996255360424221,7.00506631576102e-05,186.56850651332311,COMPLETE
905,0.29190605878829956,2023-09-05 14:48:25.556522,2023-09-05 14:48:27.746399,0 days 00:00:02.189877,Leaky,Tanh,Sigmoid,,,53,16,23.0,14.0,,,0.0006907426483085637,3,317,0.6878645381743458,3.655051484899917e-05,189.63593323668292,COMPLETE
906,0.368308424949646,2023-09-05 14:48:27.746784,2023-09-05 14:48:28.065683,0 days 00:00:00.318899,Leaky,Tanh,Sigmoid,ReLU,,47,18,24.0,12.0,14.0,,0.016310296863526426,4,327,0.2729741494072227,5.620834300796171e-05,251.70504958541304,COMPLETE
907,0.7246178984642029,2023-09-05 14:48:28.066069,2023-09-05 14:48:31.630698,0 days 00:00:03.564629,Leaky,Tanh,Sigmoid,Leaky,,50,16,23.0,14.0,13.0,,2.20832227160667e-05,4,352,0.7332186558662984,0.0003936084418110691,149.04984519698402,COMPLETE
908,0.2798050045967102,2023-09-05 14:48:31.631091,2023-09-05 14:48:31.919559,0 days 00:00:00.288468,Leaky,Tanh,,,,52,18,24.0,,,,0.012059608200961096,2,389,0.7710309345883501,2.5320138647102908e-05,173.9881565488618,COMPLETE
909,0.32858094573020935,2023-09-05 14:48:31.919930,2023-09-05 14:48:32.271378,0 days 00:00:00.351448,Leaky,Tanh,Sigmoid,,,46,17,21.0,13.0,,,0.014525068361109226,3,427,0.3136640087816392,9.346149322095604e-05,352.4011484781901,COMPLETE
910,0.3803104758262634,2023-09-05 14:48:32.271759,2023-09-05 14:48:32.584545,0 days 00:00:00.312786,ReLU,Tanh,Sigmoid,Tanh,,47,23,22.0,14.0,11.0,,0.0188960655037071,4,308,0.24042450612012448,4.626301048854607e-05,608.652060213956,COMPLETE
911,1.0598053932189941,2023-09-05 14:48:32.584939,2023-09-05 14:48:32.783548,0 days 00:00:00.198609,Leaky,Tanh,Sigmoid,,,56,13,23.0,24.0,,,0.026149076408938206,3,370,0.5891678514128514,0.08172522412401759,122.81178198920355,COMPLETE
912,0.32161593437194824,2023-09-05 14:48:32.783935,2023-09-05 14:48:33.268686,0 days 00:00:00.484751,ReLU,Tanh,ReLU,,,59,10,23.0,13.0,,,0.011644965487822333,3,359,0.3711001503050233,3.267240337614669e-05,213.23309478759765,COMPLETE
913,0.40059733390808105,2023-09-05 14:48:33.269070,2023-09-05 14:48:33.861752,0 days 00:00:00.592682,Leaky,Tanh,Sigmoid,ReLU,,49,24,22.0,12.0,3.0,,0.021831905446353994,4,336,0.7198359837266033,0.00019524143505984283,1085.3991313077966,COMPLETE
914,0.4125615954399109,2023-09-05 14:48:33.862160,2023-09-05 14:48:34.058707,0 days 00:00:00.196547,ReLU,Tanh,,,,29,23,24.0,,,,0.01601225664880046,2,320,0.11059973615542139,0.00011508113047117303,248.95012650399838,COMPLETE
915,0.6926855444908142,2023-09-05 14:48:34.059089,2023-09-05 14:48:34.397155,0 days 00:00:00.338066,Leaky,Tanh,Sigmoid,,,54,1,24.0,15.0,,,0.09704827676055533,3,343,0.770651627202909,1.6491074385627288e-05,420.88202311197915,COMPLETE
916,1.079443097114563,2023-09-05 14:48:34.397545,2023-09-05 14:48:34.512967,0 days 00:00:00.115422,Sigmoid,Sigmoid,Sigmoid,Sigmoid,,51,15,23.0,14.0,7.0,,0.01351130370758231,4,333,0.17382457366884235,0.04920389514827776,103.57680575052898,COMPLETE
917,0.5243297815322876,2023-09-05 14:48:34.513351,2023-09-05 14:48:37.124195,0 days 00:00:02.610844,Leaky,Tanh,ReLU,,,48,24,22.0,15.0,,,3.4302632843126885e-05,3,398,0.4921244447126779,6.355962491972395e-05,192.44887550392343,COMPLETE
918,0.3434308171272278,2023-09-05 14:48:37.124587,2023-09-05 14:48:39.539672,0 days 00:00:02.415085,ReLU,Tanh,Sigmoid,Sigmoid,,46,11,23.0,23.0,14.0,,0.00045322778118280155,4,379,0.40217077370462634,1.2750371666881062e-05,206.4142371909914,COMPLETE
919,0.48943978548049927,2023-09-05 14:48:39.540068,2023-09-05 14:48:40.161036,0 days 00:00:00.620968,Leaky,Sigmoid,Sigmoid,,,44,22,1.0,21.0,,,0.027461858386782424,3,413,0.7463633332190379,8.095356647620566e-05,247.15515872410364,COMPLETE
920,0.2541538178920746,2023-09-05 14:48:40.161416,2023-09-05 14:48:40.820978,0 days 00:00:00.659562,ReLU,Tanh,ReLU,Sigmoid,,49,23,24.0,14.0,15.0,,0.010008325531100941,4,353,0.662863831728532,4.1035353026072347e-05,185.46872373487128,COMPLETE
921,0.36372941732406616,2023-09-05 14:48:40.821370,2023-09-05 14:48:41.247043,0 days 00:00:00.425673,Leaky,,,,,52,16,,,,,0.0038351082596958966,1,363,0.7705418614096181,2.0290257559434115e-05,711.4174870808919,COMPLETE
922,0.38238799571990967,2023-09-05 14:48:41.247425,2023-09-05 14:48:41.649363,0 days 00:00:00.401938,Leaky,Tanh,Sigmoid,,,45,23,21.0,20.0,,,0.0026965549913669723,3,324,0.2617999707975946,5.197224621445567e-05,365.16109256467956,COMPLETE
923,0.28489744663238525,2023-09-05 14:48:41.649756,2023-09-05 14:48:42.284260,0 days 00:00:00.634504,ReLU,Sigmoid,Sigmoid,,,48,22,22.0,15.0,,,0.018563629520919365,3,346,0.7033743967249889,0.00046099429238766367,167.16232698880708,COMPLETE
924,0.24197715520858765,2023-09-05 14:48:42.284649,2023-09-05 14:48:46.606176,0 days 00:00:04.321527,Leaky,Leaky,Sigmoid,Tanh,,42,24,7.0,13.0,12.0,,0.0003350217253805324,4,336,0.798867238618374,0.0002913411510551429,409.43392365319386,COMPLETE
925,0.40030646324157715,2023-09-05 14:48:46.606566,2023-09-05 14:48:49.507468,0 days 00:00:02.900902,ReLU,Tanh,,,,50,22,14.0,,,,0.00016542949905286024,2,372,0.7376028797421164,2.909234452331802e-05,278.09369466638054,COMPLETE
926,0.44788405299186707,2023-09-05 14:48:49.507843,2023-09-05 14:48:50.024692,0 days 00:00:00.516849,Leaky,Tanh,ReLU,Sigmoid,ReLU,44,14,23.0,12.0,20.0,7.0,0.022005249914814992,5,355,0.51817568810603,0.001647776733420317,267.5246566136678,COMPLETE
927,1.0192062854766846,2023-09-05 14:48:50.025092,2023-09-05 14:48:50.866846,0 days 00:00:00.841754,Leaky,Sigmoid,Sigmoid,ReLU,,31,23,8.0,13.0,22.0,,2.762833504064355e-05,4,239,0.13626424205654933,6.732585806131723e-05,135.12960349366256,COMPLETE
928,0.37224939465522766,2023-09-05 14:48:50.867230,2023-09-05 14:48:51.162407,0 days 00:00:00.295177,ReLU,Tanh,Sigmoid,,,47,24,24.0,14.0,,,0.07067703684056156,3,329,0.7727567670290487,0.00015035515712600732,279.4014156175696,COMPLETE
929,1.173498272895813,2023-09-05 14:48:51.162783,2023-09-05 14:48:51.803399,0 days 00:00:00.640616,Leaky,Tanh,Sigmoid,,,51,22,9.0,19.0,,,4.89704843422055e-05,3,309,0.1315300309882484,3.859204350883165e-05,138.18057147276053,COMPLETE
930,0.5181487202644348,2023-09-05 14:48:51.803774,2023-09-05 14:48:52.092828,0 days 00:00:00.289054,ReLU,Sigmoid,ReLU,Sigmoid,,54,23,22.0,15.0,13.0,,0.015729656518232327,4,384,0.11480534472795194,0.0011653459362669994,243.9151703485168,COMPLETE
931,0.2853187620639801,2023-09-05 14:48:52.093241,2023-09-05 14:48:52.730322,0 days 00:00:00.637081,Leaky,Tanh,Sigmoid,Sigmoid,,45,22,23.0,24.0,14.0,,0.0126625597029148,4,346,0.5411095049764795,8.395998230846915e-05,195.7878339362867,COMPLETE
932,0.3778887093067169,2023-09-05 14:48:52.730711,2023-09-05 14:48:53.242036,0 days 00:00:00.511325,Leaky,Tanh,Sigmoid,,,26,18,23.0,14.0,,,0.0023111023122288185,3,211,0.22911735685426804,0.0002748301037526829,2469.2557898627388,COMPLETE
933,0.2997061014175415,2023-09-05 14:48:53.242419,2023-09-05 14:48:53.540844,0 days 00:00:00.298425,ReLU,Sigmoid,ReLU,,,48,17,21.0,18.0,,,0.018723430684333603,3,291,0.38648796257973766,0.0002209554782612562,301.74683579154635,COMPLETE
934,0.8399868011474609,2023-09-05 14:48:53.541224,2023-09-05 14:48:54.324192,0 days 00:00:00.782968,Sigmoid,Tanh,Sigmoid,Leaky,,42,24,24.0,15.0,12.0,,0.00011289945342300138,4,70,0.631828669758794,5.682493406191649e-05,114.15031749180385,COMPLETE
935,0.42300766706466675,2023-09-05 14:48:54.324586,2023-09-05 14:48:54.532982,0 days 00:00:00.208396,Leaky,Tanh,Sigmoid,,,52,21,23.0,14.0,,,0.004670647461419877,3,365,0.181111255077794,1.48836421918579e-05,499.9061727852657,COMPLETE
936,0.6574317216873169,2023-09-05 14:48:54.533395,2023-09-05 14:48:54.879653,0 days 00:00:00.346258,ReLU,Sigmoid,,,,50,15,22.0,,,,0.010325937877193216,2,340,0.3512808404314709,0.045988563105146055,313.74000883755616,COMPLETE
937,0.30654177069664,2023-09-05 14:48:54.880026,2023-09-05 14:48:55.205889,0 days 00:00:00.325863,Leaky,Tanh,Sigmoid,Sigmoid,,46,23,24.0,19.0,21.0,,0.024934711420774646,4,324,0.5045199222750137,4.629578000109842e-05,212.6812229156494,COMPLETE
938,0.4168005883693695,2023-09-05 14:48:55.206286,2023-09-05 14:48:55.336825,0 days 00:00:00.130539,Leaky,Leaky,,,,43,22,16.0,,,,0.014717996832782118,2,352,0.16177735209991884,2.6681976339216994e-05,1495.698431968689,COMPLETE
939,0.3211069405078888,2023-09-05 14:48:55.337229,2023-09-05 14:48:56.671643,0 days 00:00:01.334414,ReLU,Tanh,ReLU,,,32,17,23.0,23.0,,,0.0006407506423903765,3,102,0.7223080704396029,1.0789077854951118e-05,188.5939506081974,COMPLETE
940,0.7113772630691528,2023-09-05 14:48:56.672024,2023-09-05 14:49:00.356676,0 days 00:00:03.684652,Leaky,Sigmoid,Sigmoid,Sigmoid,,48,23,22.0,16.0,18.0,,4.197455424134132e-05,4,317,0.7988704436738651,3.342281608104913e-05,112.54327967791151,COMPLETE
941,0.27138710021972656,2023-09-05 14:49:00.357070,2023-09-05 14:49:02.683745,0 days 00:00:02.326675,ReLU,Tanh,Sigmoid,,,45,21,24.0,13.0,,,0.0009443423049512875,3,440,0.7514165733110748,0.002474948947369382,176.2501341392254,COMPLETE
942,0.34224870800971985,2023-09-05 14:49:02.684147,2023-09-05 14:49:04.613695,0 days 00:00:01.929548,Leaky,Sigmoid,Sigmoid,Tanh,,34,24,21.0,10.0,15.0,,0.001443138593681213,4,334,0.7997349473197982,0.00033411010612911145,409.739129097231,COMPLETE
943,0.9040837287902832,2023-09-05 14:49:04.614095,2023-09-05 14:49:04.889737,0 days 00:00:00.275642,Leaky,Tanh,ReLU,ReLU,,53,16,23.0,12.0,19.0,,0.021188711414463803,4,359,0.6860906034288236,0.06449251484302519,103.7324970790318,COMPLETE
944,0.24272991716861725,2023-09-05 14:49:04.890143,2023-09-05 14:49:05.404209,0 days 00:00:00.514066,ReLU,Tanh,Sigmoid,,,55,22,23.0,11.0,,,0.017086679291055125,3,367,0.746753798779109,0.00010872692043622849,653.1349857036884,COMPLETE
945,0.30180877447128296,2023-09-05 14:49:05.404596,2023-09-05 14:49:07.830158,0 days 00:00:02.425562,Leaky,Sigmoid,Sigmoid,,,49,23,22.0,15.0,,,0.0005140361095181196,3,273,0.7130975908723067,0.0006161736700872535,436.96034852751006,COMPLETE
946,0.2401266247034073,2023-09-05 14:49:07.830550,2023-09-05 14:49:08.487281,0 days 00:00:00.656731,ReLU,Tanh,ReLU,,,47,24,24.0,17.0,,,0.007947462362417952,3,344,0.7680495185975401,7.23536538411877e-05,447.1439534505208,COMPLETE
947,0.2731224000453949,2023-09-05 14:49:08.487677,2023-09-05 14:49:09.204422,0 days 00:00:00.716745,Leaky,Tanh,Sigmoid,Sigmoid,,43,23,24.0,20.0,13.0,,0.012143691997344398,4,375,0.7438411808996792,0.0019214711645081524,8468.979229736327,COMPLETE
948,0.3438988924026489,2023-09-05 14:49:09.204812,2023-09-05 14:49:09.469842,0 days 00:00:00.265030,Leaky,,,,,51,21,,,,,0.02997300992473591,1,326,0.609491244665719,2.1467013388194653e-05,544.7678091866629,COMPLETE
949,0.33241593837738037,2023-09-05 14:49:09.470206,2023-09-05 14:49:10.291101,0 days 00:00:00.820895,ReLU,Sigmoid,Sigmoid,Sigmoid,,40,22,15.0,16.0,15.0,,0.01407535360367842,4,247,0.6728854890650582,1.731778712828477e-05,326.43937729344225,COMPLETE
950,0.3421352505683899,2023-09-05 14:49:10.291504,2023-09-05 14:49:10.731454,0 days 00:00:00.439950,Leaky,Tanh,Sigmoid,,,30,14,23.0,8.0,,,0.019925543897078977,3,199,0.775055183087774,1.0114035411364987e-05,190.1806974057798,COMPLETE
951,0.5313670039176941,2023-09-05 14:49:10.731863,2023-09-05 14:49:11.340725,0 days 00:00:00.608862,Sigmoid,ReLU,ReLU,,,36,23,22.0,21.0,,,0.00996779945507098,3,303,0.4175276996232307,0.01132877334892415,1172.145795991149,COMPLETE
952,0.48885592818260193,2023-09-05 14:49:11.341116,2023-09-05 14:49:11.962384,0 days 00:00:00.621268,ReLU,Tanh,Sigmoid,Sigmoid,,45,21,23.0,1.0,16.0,,0.025475095145535413,4,401,0.7037671044705631,4.231926671227475e-05,458.7025661094516,COMPLETE
953,0.2723481357097626,2023-09-05 14:49:11.962782,2023-09-05 14:49:12.355718,0 days 00:00:00.392936,Leaky,Sigmoid,,,,50,24,23.0,,,,0.015870468909329333,2,352,0.7319529879683119,5.8673953786688124e-05,313.7732499864366,COMPLETE
954,0.27418553829193115,2023-09-05 14:49:12.356094,2023-09-05 14:49:12.930816,0 days 00:00:00.574722,Tanh,Tanh,Sigmoid,Sigmoid,,47,19,24.0,13.0,20.0,,0.006839645277939326,4,339,0.7724872742322808,9.411233425891878e-05,224.95249418778852,COMPLETE
955,0.28389284014701843,2023-09-05 14:49:12.931210,2023-09-05 14:49:13.433667,0 days 00:00:00.502457,Leaky,ReLU,Sigmoid,,,42,18,22.0,22.0,,,0.011637986287235075,3,315,0.564442448851429,0.0005225259059885439,159.20165450484663,COMPLETE
956,0.29702526330947876,2023-09-05 14:49:13.434047,2023-09-05 14:49:13.797883,0 days 00:00:00.363836,ReLU,Tanh,ReLU,,,34,22,20.0,18.0,,,0.0173200142399896,3,360,0.749606057540601,3.1393819680001116e-05,851.2998237609863,COMPLETE
