number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
251,0.3454287052154541,2023-09-05 14:39:45.808621,2023-09-05 14:39:46.529287,0 days 00:00:00.720666,ReLU,ReLU,Sigmoid,,,55,20,23.0,15.0,,,0.0011779656045864738,3,86,0.7019424690054725,0.004827678683059946,254.03857031533883,COMPLETE
252,0.30552613735198975,2023-09-05 14:39:46.529582,2023-09-05 14:39:46.917402,0 days 00:00:00.387820,Tanh,Sigmoid,ReLU,ReLU,,42,16,22.0,20.0,19.0,,0.026090348744139312,4,205,0.6587339792444848,5.114383854960299e-05,178.1335211089163,COMPLETE
253,0.3374125361442566,2023-09-05 14:39:46.917707,2023-09-05 14:39:47.540293,0 days 00:00:00.622586,Sigmoid,Tanh,Sigmoid,Sigmoid,,95,11,21.0,18.0,22.0,,0.009345680385143537,4,364,0.5384848495418356,7.074769953806324e-05,478.2117050834324,COMPLETE
254,0.35769304633140564,2023-09-05 14:39:47.540607,2023-09-05 14:39:47.794893,0 days 00:00:00.254286,ReLU,,,,,88,21,,,,,0.02109019717499606,1,190,0.737420547111347,5.65936844188139e-05,578.3354991032527,COMPLETE
255,0.35014888644218445,2023-09-05 14:39:47.795181,2023-09-05 14:39:48.103134,0 days 00:00:00.307953,Tanh,Sigmoid,Tanh,,,46,19,24.0,16.0,,,0.055809003712328394,3,328,0.7603193318586917,3.947211067939806e-05,218.41041564941406,COMPLETE
256,0.3071703314781189,2023-09-05 14:39:48.103429,2023-09-05 14:39:48.478491,0 days 00:00:00.375062,Tanh,ReLU,ReLU,ReLU,,40,20,23.0,17.0,16.0,,0.015377156519917848,4,235,0.6759032894498459,0.0002635663913116341,196.35356953938802,COMPLETE
257,0.2549104392528534,2023-09-05 14:39:48.478793,2023-09-05 14:39:48.743030,0 days 00:00:00.264237,ReLU,Sigmoid,Sigmoid,,,86,21,22.0,19.0,,,0.03280578738499814,3,352,0.7775363950643719,9.361029268151738e-05,196.25497097439236,COMPLETE
258,0.2402591109275818,2023-09-05 14:39:48.743328,2023-09-05 14:39:49.220524,0 days 00:00:00.477196,Tanh,ReLU,Sigmoid,Sigmoid,,85,22,22.0,16.0,17.0,,0.03586898928560381,4,352,0.7982096768869031,9.933712008693337e-05,186.01481481184038,COMPLETE
259,0.30260419845581055,2023-09-05 14:39:49.220867,2023-09-05 14:39:49.652807,0 days 00:00:00.431940,Tanh,ReLU,Sigmoid,Sigmoid,,86,22,22.0,16.0,17.0,,0.03569758567305103,4,355,0.7987476363115629,0.00011234581876637269,168.82544917686312,COMPLETE
260,0.29120954871177673,2023-09-05 14:39:49.653118,2023-09-05 14:39:49.974798,0 days 00:00:00.321680,Tanh,ReLU,Sigmoid,Sigmoid,,85,22,21.0,15.0,16.0,,0.028719031017378664,4,349,0.7695116843273296,1.540131977189451e-05,630.874489808694,COMPLETE
261,0.30140233039855957,2023-09-05 14:39:49.975109,2023-09-05 14:39:50.396772,0 days 00:00:00.421663,Tanh,ReLU,Sigmoid,Sigmoid,,87,22,23.0,16.0,17.0,,0.032464031564255674,4,364,0.7986131832055341,0.00010193479499599294,193.07530212402344,COMPLETE
262,0.27705419063568115,2023-09-05 14:39:50.397083,2023-09-05 14:39:50.836563,0 days 00:00:00.439480,Tanh,ReLU,Sigmoid,Sigmoid,,81,21,22.0,20.0,11.0,,0.03966523383509711,4,339,0.7320510887224415,7.966839526486291e-05,193.98125212533134,COMPLETE
263,0.2787819802761078,2023-09-05 14:39:50.836875,2023-09-05 14:39:51.226651,0 days 00:00:00.389776,Tanh,ReLU,Sigmoid,ReLU,,83,21,24.0,20.0,18.0,,0.02788367857627029,4,346,0.7631049713419007,0.00016822409524633542,192.36597575312075,COMPLETE
264,0.3237993121147156,2023-09-05 14:39:51.226988,2023-09-05 14:39:51.741716,0 days 00:00:00.514728,Tanh,Tanh,Sigmoid,Sigmoid,,90,23,19.0,19.0,14.0,,0.022949850938792496,4,372,0.7195329033230572,1.3097675093149252e-05,4002.205018594231,COMPLETE
265,0.3003353178501129,2023-09-05 14:39:51.742025,2023-09-05 14:39:52.150957,0 days 00:00:00.408932,Tanh,ReLU,Sigmoid,ReLU,,83,22,23.0,17.0,19.0,,0.0402225158970377,4,271,0.777424570386129,1.838146135783765e-05,176.43743896484375,COMPLETE
266,0.2677082419395447,2023-09-05 14:39:52.151259,2023-09-05 14:39:53.024628,0 days 00:00:00.873369,Tanh,ReLU,Sigmoid,Sigmoid,,85,21,21.0,21.0,18.0,,0.0021728748483155367,4,355,0.7470712209819791,0.0001378027771655351,356.1176703880573,COMPLETE
267,0.3602231740951538,2023-09-05 14:39:53.024941,2023-09-05 14:39:53.206797,0 days 00:00:00.181856,Tanh,Tanh,Leaky,ReLU,,89,23,22.0,16.0,24.0,,0.024699717617722793,4,334,0.4159306456814593,1.0684992291056123e-05,153.83254961286272,COMPLETE
268,0.3035464882850647,2023-09-05 14:39:53.207103,2023-09-05 14:39:53.577652,0 days 00:00:00.370549,Tanh,ReLU,Sigmoid,ReLU,,48,21,24.0,19.0,17.0,,0.03134036924819614,4,342,0.7113906136974114,2.4297983859604336e-05,250.47629499435425,COMPLETE
269,0.31099095940589905,2023-09-05 14:39:53.577963,2023-09-05 14:39:54.019871,0 days 00:00:00.441908,Leaky,ReLU,ReLU,Sigmoid,,44,12,23.0,16.0,15.0,,0.019012183483346143,4,365,0.7737011949001737,9.143893989156645e-05,341.74094839657056,COMPLETE
270,0.3862079381942749,2023-09-05 14:39:54.020180,2023-09-05 14:39:54.277205,0 days 00:00:00.257025,Tanh,Leaky,Sigmoid,ReLU,Leaky,35,21,22.0,22.0,19.0,5.0,0.044132373170001314,5,323,0.26799546362184923,6.612244374687506e-05,750.7209489152239,COMPLETE
271,0.2997339963912964,2023-09-05 14:39:54.277521,2023-09-05 14:39:54.559774,0 days 00:00:00.282253,Tanh,Tanh,ReLU,Sigmoid,,87,20,20.0,17.0,17.0,,0.022513495010831254,4,312,0.736027912720093,0.00012062504999553994,559.5665435791016,COMPLETE
272,0.38296911120414734,2023-09-05 14:39:54.560079,2023-09-05 14:39:55.074197,0 days 00:00:00.514118,Tanh,Sigmoid,Sigmoid,Leaky,,45,11,18.0,19.0,18.0,,0.015919257583317525,4,396,0.7760842775416684,0.0008381318840546294,248.58617940763148,COMPLETE
273,0.3665028512477875,2023-09-05 14:39:55.074510,2023-09-05 14:39:55.315637,0 days 00:00:00.241127,Tanh,ReLU,Leaky,ReLU,,52,13,21.0,15.0,16.0,,0.0345509976773957,4,353,0.34792011402621154,1.989741733355583e-05,171.36035788931497,COMPLETE
274,0.31315723061561584,2023-09-05 14:39:55.315953,2023-09-05 14:39:55.941440,0 days 00:00:00.625487,Tanh,Sigmoid,ReLU,Sigmoid,,47,24,24.0,17.0,19.0,,0.01867829426698681,4,333,0.7984311233677713,1.2628955247376263e-05,166.44472686767577,COMPLETE
275,0.3173792064189911,2023-09-05 14:39:55.941754,2023-09-05 14:39:56.792753,0 days 00:00:00.850999,Sigmoid,ReLU,Sigmoid,,,50,21,23.0,14.0,,,0.005682318466755244,3,345,0.6949991763382746,1.5536349520288e-05,220.961074750448,COMPLETE
276,0.36590176820755005,2023-09-05 14:39:56.793085,2023-09-05 14:39:57.161946,0 days 00:00:00.368861,Tanh,Sigmoid,ReLU,ReLU,,36,20,22.0,13.0,21.0,,0.0923088538851812,4,262,0.745752795588607,8.34584668647597e-05,220.6254145304362,COMPLETE
277,0.9797049164772034,2023-09-05 14:39:57.162256,2023-09-05 14:39:59.328595,0 days 00:00:02.166339,ReLU,Tanh,Sigmoid,Sigmoid,,42,22,24.0,20.0,17.0,,1.3216077423134624e-05,4,322,0.38960879234274,2.820518258899771e-05,664.4373841848433,COMPLETE
278,0.26772186160087585,2023-09-05 14:39:59.328936,2023-09-05 14:40:00.183966,0 days 00:00:00.855030,Tanh,Sigmoid,ReLU,,,39,20,21.0,12.0,,,0.004124698649805197,3,280,0.720417638787284,3.158040053876149e-05,201.3042329069856,COMPLETE
279,0.24644166231155396,2023-09-05 14:40:00.184274,2023-09-05 14:40:00.704861,0 days 00:00:00.520587,ReLU,ReLU,Leaky,ReLU,,43,22,19.0,17.0,13.0,,0.026519635014357366,4,361,0.7997062423653366,0.0004949761888055793,326.4312438964844,COMPLETE
280,0.3078920543193817,2023-09-05 14:40:00.705179,2023-09-05 14:40:01.083374,0 days 00:00:00.378195,ReLU,ReLU,Leaky,,,44,22,19.0,17.0,,,0.02579197424738385,3,362,0.795327743327159,0.00046780612682429274,159.10173427697384,COMPLETE
281,0.25490573048591614,2023-09-05 14:40:01.083670,2023-09-05 14:40:01.555505,0 days 00:00:00.471835,ReLU,ReLU,Leaky,,,43,23,19.0,16.0,,,0.010629514091725469,3,356,0.7505234818907465,0.0007260520071705934,190.9756220037287,COMPLETE
282,0.2502610981464386,2023-09-05 14:40:01.555802,2023-09-05 14:40:01.813179,0 days 00:00:00.257377,ReLU,ReLU,Leaky,,,46,23,18.0,16.0,,,0.013957641346180702,3,377,0.7998352532546683,0.0005790554545083826,354.2946416681463,COMPLETE
283,0.28836655616760254,2023-09-05 14:40:01.813491,2023-09-05 14:40:02.237668,0 days 00:00:00.424177,ReLU,ReLU,Leaky,,,46,23,18.0,16.0,,,0.011215138731187863,3,379,0.4351402829790563,0.0009473246258750409,136.108325621661,COMPLETE
284,0.2297353893518448,2023-09-05 14:40:02.237970,2023-09-05 14:40:02.657877,0 days 00:00:00.419907,ReLU,ReLU,Leaky,,,48,23,19.0,15.0,,,0.01430073730583094,3,386,0.7974894995652576,0.000625464045125413,127.22049087133163,COMPLETE
285,0.3008989989757538,2023-09-05 14:40:02.658178,2023-09-05 14:40:03.281508,0 days 00:00:00.623330,ReLU,ReLU,Leaky,,,47,23,18.0,15.0,,,0.013800061846382532,3,389,0.7988754029939789,0.0006268254903326442,146.8628228286217,COMPLETE
286,0.2411661595106125,2023-09-05 14:40:03.281809,2023-09-05 14:40:03.595736,0 days 00:00:00.313927,ReLU,ReLU,,,,50,24,19.0,,,,0.014417007793313143,2,431,0.7504703583473751,0.0005852008907036988,190.22937382878484,COMPLETE
287,0.22906601428985596,2023-09-05 14:40:03.596045,2023-09-05 14:40:04.087578,0 days 00:00:00.491533,ReLU,ReLU,,,,49,24,19.0,,,,0.014915481665680498,2,406,0.7503575403380833,0.0006044165242365796,268.6724789937337,COMPLETE
288,0.2632327377796173,2023-09-05 14:40:04.087856,2023-09-05 14:40:04.411928,0 days 00:00:00.324072,ReLU,ReLU,,,,50,24,19.0,,,,0.014302785746913063,2,425,0.7999726964904753,0.0005960699384563377,1744.0996873643662,COMPLETE
289,0.25909310579299927,2023-09-05 14:40:04.412208,2023-09-05 14:40:04.917963,0 days 00:00:00.505755,ReLU,ReLU,Leaky,Sigmoid,ReLU,51,24,19.0,14.0,8.0,22.0,0.016552220068688086,5,412,0.7373341644408669,0.0006186844393722278,173.49056448587558,COMPLETE
290,0.3318096995353699,2023-09-05 14:40:04.918269,2023-09-05 14:40:05.321636,0 days 00:00:00.403367,ReLU,ReLU,Leaky,,,49,24,18.0,15.0,,,0.013296481091727052,3,425,0.49728997269811587,0.0005221809206323556,110.52396237648139,COMPLETE
291,0.26766932010650635,2023-09-05 14:40:05.321927,2023-09-05 14:40:05.555630,0 days 00:00:00.233703,ReLU,ReLU,,,,53,24,18.0,,,,0.01953151851281124,2,439,0.6890414705609914,0.00039759612877474977,380.55260493837557,COMPLETE
292,0.2628127634525299,2023-09-05 14:40:05.555906,2023-09-05 14:40:05.818499,0 days 00:00:00.262593,ReLU,ReLU,,,,48,23,17.0,,,,0.015525423644847824,2,406,0.7577280148680265,0.0007081409194543068,160.9432320430361,COMPLETE
293,0.3029722273349762,2023-09-05 14:40:05.818789,2023-09-05 14:40:06.043894,0 days 00:00:00.225105,ReLU,ReLU,,,,49,24,19.0,,,,0.010589907907940784,2,403,0.45463802127276615,0.0005527105114687249,916.1250485151241,COMPLETE
294,0.31083226203918457,2023-09-05 14:40:06.044164,2023-09-05 14:40:06.536981,0 days 00:00:00.492817,ReLU,ReLU,,,,46,24,19.0,,,,0.020697114145315363,2,393,0.6742223802760005,0.0007425402432602388,169.1885735988617,COMPLETE
295,0.32185909152030945,2023-09-05 14:40:06.537254,2023-09-05 14:40:06.782381,0 days 00:00:00.245127,ReLU,ReLU,,,,52,23,18.0,,,,0.012471173619160189,2,458,0.7217428967148856,0.0005457864275579911,195.07134246826172,COMPLETE
296,0.31058433651924133,2023-09-05 14:40:06.782658,2023-09-05 14:40:07.158851,0 days 00:00:00.376193,ReLU,,,,,48,23,,,,,0.01640197685299497,1,372,0.7494376182664904,0.0007047979841345311,484.816650390625,COMPLETE
297,0.40782734751701355,2023-09-05 14:40:07.159126,2023-09-05 14:40:07.293363,0 days 00:00:00.134237,ReLU,ReLU,,,,45,23,19.0,,,,0.025401881032304546,2,444,0.22638470389178744,0.0006249406385690926,327.28083970811633,COMPLETE
298,0.31784841418266296,2023-09-05 14:40:07.293643,2023-09-05 14:40:07.769632,0 days 00:00:00.475989,ReLU,ReLU,,,,46,24,19.0,,,,0.009379676741049427,2,384,0.6566022671527122,0.00047830612755006384,256.99728043352974,COMPLETE
299,0.37602654099464417,2023-09-05 14:40:07.769936,2023-09-05 14:40:10.510642,0 days 00:00:02.740706,ReLU,,,,,50,22,,,,,0.00016604647990977838,1,430,0.7679767915529565,0.0009087670536166954,397.76116372041923,COMPLETE
300,0.36295005679130554,2023-09-05 14:40:10.510919,2023-09-05 14:40:10.665758,0 days 00:00:00.154839,ReLU,ReLU,,,,48,22,20.0,,,,0.017931587538175184,2,371,0.3343094730953467,0.00038753933173558004,8879.35787784352,COMPLETE
301,0.30009549856185913,2023-09-05 14:40:10.666038,2023-09-05 14:40:11.838223,0 days 00:00:01.172185,ReLU,ReLU,Leaky,,,44,24,19.0,16.0,,,0.0012198190020066908,3,378,0.7009998614402527,0.00046335803297817263,2080.659619835334,COMPLETE
302,0.28647005558013916,2023-09-05 14:40:11.838521,2023-09-05 14:40:13.335208,0 days 00:00:01.496687,ReLU,ReLU,,,,42,23,18.0,,,,0.0007288320979648738,2,400,0.7382577402770965,0.00027774426372653363,328.0448565710159,COMPLETE
303,0.40133267641067505,2023-09-05 14:40:13.335489,2023-09-05 14:40:13.595291,0 days 00:00:00.259802,ReLU,ReLU,Leaky,,,46,22,18.0,15.0,,,0.06569285001241591,3,388,0.7993781841739113,0.001242363317005634,752.3907408280807,COMPLETE
304,0.33372238278388977,2023-09-05 14:40:13.595584,2023-09-05 14:40:15.007812,0 days 00:00:01.412228,ReLU,ReLU,Leaky,,,55,15,20.0,16.0,,,0.0018071305712095461,3,364,0.7671214968487984,0.0007987485997843436,222.9067041873932,COMPLETE
305,0.2714267373085022,2023-09-05 14:40:15.008099,2023-09-05 14:40:15.455720,0 days 00:00:00.447621,ReLU,ReLU,Leaky,,,44,24,19.0,17.0,,,0.02326286904548857,3,390,0.7149329059332447,0.0010142899364887104,395.3181276543196,COMPLETE
306,0.3384605944156647,2023-09-05 14:40:15.455998,2023-09-05 14:40:15.731365,0 days 00:00:00.275367,ReLU,ReLU,Leaky,Tanh,,49,23,24.0,14.0,13.0,,0.013584797224228916,4,418,0.4004571757319879,0.00042393545212955473,358.5739974975586,COMPLETE
307,0.4814319908618927,2023-09-05 14:40:15.731652,2023-09-05 14:40:15.835092,0 days 00:00:00.103440,Leaky,ReLU,Leaky,Sigmoid,,47,22,17.0,15.0,11.0,,0.02928189984946698,4,368,0.1274838278784547,0.0005708952232715771,610.8614680849273,COMPLETE
308,0.3305572271347046,2023-09-05 14:40:15.835384,2023-09-05 14:40:16.107684,0 days 00:00:00.272300,ReLU,ReLU,Leaky,,,42,23,20.0,17.0,,,0.02015089138191023,3,376,0.32025960370385315,0.0006797157730261096,357.8053298363319,COMPLETE
309,0.28387123346328735,2023-09-05 14:40:16.107977,2023-09-05 14:40:16.579885,0 days 00:00:00.471908,ReLU,ReLU,Leaky,Sigmoid,,52,23,18.0,16.0,14.0,,0.011926869387179713,4,339,0.633752978720476,0.00023584418924518558,272.6831787109375,COMPLETE
310,0.30347195267677307,2023-09-05 14:40:16.580178,2023-09-05 14:40:16.908999,0 days 00:00:00.328821,ReLU,ReLU,Leaky,,,45,24,19.0,17.0,,,0.01582396744974423,3,382,0.7679318132410229,0.000523286389261679,209.13030742776806,COMPLETE
311,0.24906763434410095,2023-09-05 14:40:16.909293,2023-09-05 14:40:17.392861,0 days 00:00:00.483568,ReLU,ReLU,Leaky,Sigmoid,Tanh,43,22,24.0,15.0,14.0,10.0,0.007607620327445106,5,360,0.6907939501107231,0.0002511474460118507,182.62331220838757,COMPLETE
312,0.2791193723678589,2023-09-05 14:40:17.393171,2023-09-05 14:40:18.088195,0 days 00:00:00.695024,ReLU,ReLU,Leaky,Sigmoid,Tanh,41,22,24.0,15.0,12.0,13.0,0.011791740023183428,5,358,0.6679255904142049,0.000360593248424343,168.7220951960637,COMPLETE
313,0.34760400652885437,2023-09-05 14:40:18.088506,2023-09-05 14:40:18.876555,0 days 00:00:00.788049,ReLU,Leaky,Leaky,Sigmoid,Tanh,43,21,24.0,14.0,13.0,9.0,0.0031151823067038704,5,365,0.7371942891999123,0.0003218804721340302,483.15319395901867,COMPLETE
314,0.3153856694698334,2023-09-05 14:40:18.876854,2023-09-05 14:40:19.673784,0 days 00:00:00.796930,ReLU,ReLU,Leaky,Sigmoid,Tanh,44,22,6.0,15.0,14.0,13.0,0.007868749154450223,5,378,0.594805464629044,0.0002430462522192378,243.81047036912707,COMPLETE
315,0.3056196868419647,2023-09-05 14:40:19.674090,2023-09-05 14:40:20.571815,0 days 00:00:00.897725,ReLU,ReLU,Leaky,Sigmoid,Tanh,41,21,24.0,16.0,13.0,4.0,0.008865638052272118,5,346,0.7730268295157495,0.00018876724523669107,430.2908140088691,COMPLETE
316,0.29150381684303284,2023-09-05 14:40:20.572118,2023-09-05 14:40:21.446003,0 days 00:00:00.873885,ReLU,ReLU,Leaky,Sigmoid,Tanh,38,22,17.0,23.0,13.0,11.0,0.00611874864466732,5,399,0.6920333316036102,0.000176647119795433,257.6019416809082,COMPLETE
317,0.25901123881340027,2023-09-05 14:40:21.446316,2023-09-05 14:40:22.721849,0 days 00:00:01.275533,Sigmoid,ReLU,Leaky,Sigmoid,Tanh,33,20,23.0,16.0,15.0,7.0,0.009962229095415243,5,361,0.7980819777621804,0.00015847931292839313,183.74472112241,COMPLETE
318,0.31783735752105713,2023-09-05 14:40:22.722183,2023-09-05 14:40:23.005012,0 days 00:00:00.282829,ReLU,ReLU,Leaky,,,43,21,24.0,17.0,,,0.014860860744986522,3,372,0.4449636712543714,0.0004050782236240122,199.72968940734864,COMPLETE
319,0.4619715213775635,2023-09-05 14:40:23.005308,2023-09-05 14:40:23.533749,0 days 00:00:00.528441,ReLU,ReLU,Leaky,Leaky,Sigmoid,46,16,23.0,16.0,22.0,3.0,0.00657322830062995,5,242,0.3621623390387261,0.00027288396708536234,362.89079726369755,COMPLETE
320,0.29273492097854614,2023-09-05 14:40:23.534060,2023-09-05 14:40:23.963335,0 days 00:00:00.429275,ReLU,ReLU,Leaky,,,41,20,24.0,17.0,,,0.01740003047941505,3,345,0.7999160249855157,0.00031444535940411097,428.15802612304685,COMPLETE
321,0.2967340350151062,2023-09-05 14:40:23.963679,2023-09-05 14:40:24.629860,0 days 00:00:00.666181,ReLU,Tanh,Sigmoid,,,45,22,23.0,16.0,,,0.005020022943379877,3,437,0.7313897110057644,0.00013651841215776882,315.1897895226112,COMPLETE
322,0.2880652844905853,2023-09-05 14:40:24.630153,2023-09-05 14:40:25.375818,0 days 00:00:00.745665,ReLU,ReLU,,,,40,21,24.0,,,,0.0027302789756815044,2,408,0.7490610640385662,0.0008186320199732888,252.9181619644165,COMPLETE
323,0.4084799885749817,2023-09-05 14:40:25.376105,2023-09-05 14:40:25.625063,0 days 00:00:00.248958,ReLU,ReLU,Leaky,,,37,20,17.0,17.0,,,0.00800241887046219,3,331,0.18322103541326892,0.00019856709966615426,358.8567315303918,COMPLETE
324,0.4934609532356262,2023-09-05 14:40:25.625355,2023-09-05 14:40:25.990364,0 days 00:00:00.365009,ReLU,Leaky,Sigmoid,Sigmoid,Leaky,47,24,23.0,18.0,12.0,15.0,0.013320277508385143,5,354,0.28042543611774745,0.0006311554059940445,450.80657029151917,COMPLETE
325,0.33811065554618835,2023-09-05 14:40:25.990687,2023-09-05 14:40:26.504008,0 days 00:00:00.513321,ReLU,Sigmoid,Sigmoid,,,43,21,18.0,15.0,,,0.023233335029503886,3,476,0.6450178185179464,0.000504646280568363,589.9765660903033,COMPLETE
326,0.2977240979671478,2023-09-05 14:40:26.504303,2023-09-05 14:40:26.994084,0 days 00:00:00.489781,ReLU,ReLU,Leaky,Sigmoid,,51,23,24.0,17.0,22.0,,0.01065547684764454,4,388,0.7118278003565732,0.00010314712942645493,220.3483535411746,COMPLETE
327,0.22583389282226562,2023-09-05 14:40:26.994398,2023-09-05 14:40:27.426181,0 days 00:00:00.431783,Leaky,Tanh,Sigmoid,,,49,14,23.0,15.0,,,0.01879434192861994,3,335,0.7732331532262412,6.68722931463436e-05,393.3481140136719,COMPLETE
328,0.2437463402748108,2023-09-05 14:40:27.426491,2023-09-05 14:40:27.736146,0 days 00:00:00.309655,ReLU,Tanh,Sigmoid,,,49,21,23.0,14.0,,,0.01440911983750918,3,337,0.7672564322724799,7.128292521110212e-05,212.86799819381147,COMPLETE
329,0.30283254384994507,2023-09-05 14:40:27.736508,2023-09-05 14:40:28.751795,0 days 00:00:01.015287,Leaky,Tanh,Sigmoid,,,53,21,23.0,14.0,,,0.002335980215815774,3,327,0.6821354513471777,6.46107333063227e-05,210.6469206082619,COMPLETE
330,0.21458683907985687,2023-09-05 14:40:28.752125,2023-09-05 14:40:29.266898,0 days 00:00:00.514773,Leaky,Tanh,Sigmoid,,,50,22,23.0,14.0,,,0.017516909855161137,3,343,0.7527633861267959,7.369386259218068e-05,188.04347453397864,COMPLETE
331,0.29349246621131897,2023-09-05 14:40:29.267210,2023-09-05 14:40:29.544562,0 days 00:00:00.277352,Leaky,Tanh,Sigmoid,,,51,22,23.0,14.0,,,0.014232596616682833,3,342,0.30746603669060896,8.420730413622386e-05,173.95657348632812,COMPLETE
332,0.26663440465927124,2023-09-05 14:40:29.544869,2023-09-05 14:40:29.954425,0 days 00:00:00.409556,Leaky,Tanh,Sigmoid,,,49,22,23.0,13.0,,,0.01753443838353493,3,334,0.7569392500245975,7.063036776905724e-05,169.44834645589194,COMPLETE
333,0.5470863580703735,2023-09-05 14:40:29.954739,2023-09-05 14:40:33.247477,0 days 00:00:03.292738,Leaky,Tanh,Sigmoid,,,49,22,23.0,14.0,,,4.4488514654965907e-05,3,348,0.7228390781847923,5.7954149986566794e-05,141.35763247259732,COMPLETE
334,0.4467269480228424,2023-09-05 14:40:33.247782,2023-09-05 14:40:33.362373,0 days 00:00:00.114591,Leaky,Tanh,,,,50,23,19.0,,,,0.09877620537424281,2,336,0.3631370899292101,7.78042571314388e-05,531.0521881103516,COMPLETE
335,0.23353733122348785,2023-09-05 14:40:33.362669,2023-09-05 14:40:33.740468,0 days 00:00:00.377799,Leaky,Tanh,Sigmoid,,,54,21,23.0,13.0,,,0.028304142969027116,3,323,0.7651781316197281,7.117059271961406e-05,170.74064575998406,COMPLETE
336,0.3170771300792694,2023-09-05 14:40:33.740783,2023-09-05 14:40:33.999953,0 days 00:00:00.259170,Leaky,Tanh,Sigmoid,,,56,21,23.0,14.0,,,0.04653943107677203,3,331,0.47214402722079973,6.749230649955635e-05,174.42578185232063,COMPLETE
337,0.26185280084609985,2023-09-05 14:40:34.000264,2023-09-05 14:40:34.336727,0 days 00:00:00.336463,Leaky,Tanh,,,,53,21,22.0,,,,0.029109703838616267,2,325,0.7432348455670627,7.425292053658422e-05,244.44231567382812,COMPLETE
338,0.30168232321739197,2023-09-05 14:40:34.337038,2023-09-05 14:40:34.752803,0 days 00:00:00.415765,Leaky,Tanh,Sigmoid,,,50,14,23.0,13.0,,,0.024389354448577438,3,317,0.7060110578008619,5.776226560492599e-05,168.70240765948628,COMPLETE
339,0.30107882618904114,2023-09-05 14:40:34.753119,2023-09-05 14:40:35.098528,0 days 00:00:00.345409,Leaky,Tanh,Sigmoid,,,53,21,22.0,13.0,,,0.035032903946597305,3,324,0.7635312744641054,0.00010879735484508591,233.62740550321692,COMPLETE
340,0.48817285895347595,2023-09-05 14:40:35.098848,2023-09-05 14:40:35.616333,0 days 00:00:00.517485,Leaky,Tanh,Sigmoid,,,54,1,23.0,13.0,,,0.031053243010747685,3,340,0.7281427576705568,5.093557969580674e-05,188.7971151251542,COMPLETE
341,0.3113788068294525,2023-09-05 14:40:35.616642,2023-09-05 14:40:35.948021,0 days 00:00:00.331379,Leaky,Tanh,Sigmoid,,,51,21,23.0,14.0,,,0.022009838350749364,3,350,0.77070431581361,9.031393039591546e-05,292.81380733366933,COMPLETE
342,0.31766167283058167,2023-09-05 14:40:35.948331,2023-09-05 14:40:36.351858,0 days 00:00:00.403527,Leaky,Tanh,Sigmoid,,,48,22,23.0,15.0,,,0.03946984566478797,3,309,0.6910163623638056,7.513595579632362e-05,353.72741263253346,COMPLETE
343,0.4446548521518707,2023-09-05 14:40:36.352165,2023-09-05 14:40:37.011291,0 days 00:00:00.659126,Leaky,Tanh,Sigmoid,Sigmoid,ReLU,57,22,22.0,14.0,23.0,10.0,0.02710314976777172,5,331,0.7436029178007929,5.851107653176564e-05,1387.180866636079,COMPLETE
344,0.4182397723197937,2023-09-05 14:40:37.011614,2023-09-05 14:40:37.185333,0 days 00:00:00.173719,Leaky,Tanh,,,,51,15,24.0,,,,0.05298506662419753,2,340,0.7717602386869983,9.528664575610286e-05,158.42149776882596,COMPLETE
345,0.3565482199192047,2023-09-05 14:40:37.185639,2023-09-05 14:40:39.285838,0 days 00:00:02.100199,Leaky,Tanh,Sigmoid,,,48,3,22.0,13.0,,,0.0014267770277994257,3,354,0.7156599912274613,6.948034538547921e-05,268.43895813514445,COMPLETE
346,0.32442861795425415,2023-09-05 14:40:39.286203,2023-09-05 14:40:41.383008,0 days 00:00:02.096805,Leaky,Tanh,Sigmoid,,,54,20,23.0,15.0,,,0.00043108017361564473,3,346,0.4975906434765528,5.347732009387658e-05,197.67760789463287,COMPLETE
347,0.2579743564128876,2023-09-05 14:40:41.383319,2023-09-05 14:40:41.914151,0 days 00:00:00.530832,Leaky,Tanh,Sigmoid,,,49,21,24.0,14.0,,,0.02001302624161721,3,324,0.7456804539311002,8.371382508892297e-05,202.51411875972042,COMPLETE
348,0.43515098094940186,2023-09-05 14:40:41.914486,2023-09-05 14:40:42.159902,0 days 00:00:00.245416,Leaky,Tanh,Sigmoid,,,47,20,22.0,14.0,,,0.017104951835191097,3,358,0.24420631327539938,0.00011273041039501687,247.72574996948242,COMPLETE
349,0.28345146775245667,2023-09-05 14:40:42.160198,2023-09-05 14:40:42.775092,0 days 00:00:00.614894,Sigmoid,Tanh,Sigmoid,,,35,21,8.0,15.0,,,0.02385374663504546,3,335,0.7680231405793531,0.0001378477764891383,229.9666838645935,COMPLETE
350,0.3517824411392212,2023-09-05 14:40:42.775482,2023-09-05 14:40:42.993490,0 days 00:00:00.218008,Leaky,,,,,59,9,,,,,0.036105074914117054,1,321,0.6916037414757417,0.0002208354673374938,297.43557079418287,COMPLETE
