number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,198.56321329752603,2023-09-04 19:27:35.332459,2023-09-04 19:27:36.408120,0 days 00:00:01.075661,Leaky,Tanh,Sigmoid,Leaky,81,19,5.0,3.0,22.0,0.014873496950943966,4,279,0.35434246727355057,0.00013314250096045828,0.4075959622859955,COMPLETE
1,158.2748976882623,2023-09-04 19:27:36.408446,2023-09-04 19:27:54.811640,0 days 00:00:18.403194,Tanh,ReLU,ReLU,ReLU,98,21,18.0,15.0,24.0,1.6338305287136647e-05,4,490,0.7014017557599246,0.0002125161741356443,0.5631789565086365,COMPLETE
2,164.52030908493768,2023-09-04 19:27:54.812176,2023-09-04 19:27:56.019122,0 days 00:00:01.206946,Tanh,Tanh,ReLU,Sigmoid,35,8,20.0,12.0,7.0,0.0671267183190447,4,250,0.2568575385495721,3.666009472413968e-05,0.6896111369132996,COMPLETE
3,125.21212730842852,2023-09-04 19:27:56.019637,2023-09-04 19:28:07.868338,0 days 00:00:11.848701,Sigmoid,Tanh,,,16,16,13.0,,,2.1442657368714953e-05,2,263,0.14921354215400548,0.01989494374936362,0.7377726435661316,COMPLETE
4,120.1954839358293,2023-09-04 19:28:07.868793,2023-09-04 19:28:37.977904,0 days 00:00:30.109111,Sigmoid,Tanh,ReLU,Tanh,97,2,6.0,22.0,17.0,2.0885077109339087e-05,4,389,0.613999592449287,0.0029146095357797763,0.8272483944892883,COMPLETE
5,126.89479442309307,2023-09-04 19:28:37.978409,2023-09-04 19:28:47.194770,0 days 00:00:09.216361,ReLU,Tanh,ReLU,,24,19,7.0,22.0,,0.00037388990668070943,3,414,0.12254462547011633,0.001337110747765254,0.45856204628944397,COMPLETE
6,271.9250223795573,2023-09-04 19:28:47.195277,2023-09-04 19:28:48.605171,0 days 00:00:01.409894,Leaky,Tanh,,,37,22,10.0,,,0.050906335879066615,2,403,0.6362638417663296,0.015569696128985728,0.6182248592376709,COMPLETE
7,100.14178267769192,2023-09-04 19:28:48.605661,2023-09-04 19:28:48.882592,0 days 00:00:00.276931,Sigmoid,ReLU,Tanh,,86,9,16.0,24.0,,0.0007949905601710052,3,253,0.10953302124292666,0.031249707100611212,1.0331227779388428,COMPLETE
8,239.65970135816372,2023-09-04 19:28:48.883042,2023-09-04 19:29:39.373594,0 days 00:00:50.490552,Tanh,Sigmoid,,,13,22,5.0,,,0.0002044565161134073,2,441,0.32078440285541043,0.009952873706362221,0.5981698632240295,COMPLETE
9,165.0510025024414,2023-09-04 19:29:39.374037,2023-09-04 19:29:39.964197,0 days 00:00:00.590160,Tanh,,,,28,13,,,,0.07673554612572392,1,209,0.3313884865548339,0.02260417844375598,0.6658298373222351,COMPLETE
10,106.03596790020282,2023-09-04 19:29:39.964619,2023-09-04 19:29:40.193361,0 days 00:00:00.228742,Sigmoid,ReLU,Tanh,,67,7,24.0,14.0,,0.0029411893530785116,3,90,0.1115209451998126,0.09800557317489127,1.0004665851593018,COMPLETE
11,104.56570375882663,2023-09-04 19:29:40.193819,2023-09-04 19:29:40.407349,0 days 00:00:00.213530,Sigmoid,ReLU,Tanh,,66,7,22.0,14.0,,0.00297605706933141,3,56,0.10445700685777413,0.07854675779286183,1.0507711172103882,COMPLETE
12,132.204802831014,2023-09-04 19:29:40.407810,2023-09-04 19:29:40.776813,0 days 00:00:00.369003,Sigmoid,ReLU,Tanh,,59,8,16.0,8.0,,0.002581225575502771,3,58,0.1007873634017814,0.06494206009251771,1.0609198808670044,COMPLETE
13,98.93680136544364,2023-09-04 19:29:40.777275,2023-09-04 19:29:41.073621,0 days 00:00:00.296346,Sigmoid,Leaky,Tanh,,77,3,24.0,24.0,,0.001249150627166098,3,139,0.1625525826763374,0.07910983909079781,0.9461688995361328,COMPLETE
14,240.88329424176897,2023-09-04 19:29:41.074064,2023-09-04 19:29:42.945523,0 days 00:00:01.871459,ReLU,,,,80,1,,,,0.0005928579269780702,1,154,0.16156025389319428,0.0035890845837209242,0.9220749139785767,COMPLETE
15,135.59824018718817,2023-09-04 19:29:42.945943,2023-09-04 19:29:45.279836,0 days 00:00:02.333893,Sigmoid,Leaky,Leaky,,84,4,15.0,24.0,,0.00013757861343807875,3,325,0.1892409984624919,0.037610116531132734,0.992342472076416,COMPLETE
16,157.79262204713459,2023-09-04 19:29:45.280287,2023-09-04 19:29:47.407739,0 days 00:00:02.127452,Sigmoid,Leaky,,,74,11,1.0,,,0.0010648657884857033,2,158,0.13919278353728257,0.006750507374699306,0.8107099533081055,COMPLETE
