number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,111.47021865844727,2023-09-04 19:37:11.386986,2023-09-04 19:37:12.409758,0 days 00:00:01.022772,ReLU,Leaky,Sigmoid,ReLU,40,8,4.0,5.0,14.0,0.02882654863394261,4,395,0.3147375194708436,0.06455614298544755,1.0983692407608032,COMPLETE
1,226.40628233410064,2023-09-04 19:37:12.410317,2023-09-04 19:37:14.862513,0 days 00:00:02.452196,Sigmoid,Sigmoid,ReLU,ReLU,99,15,7.0,22.0,14.0,0.026974083022080653,4,454,0.22001049214498072,0.0001925034679550429,0.42159974575042725,COMPLETE
2,270.9484145382801,2023-09-04 19:37:14.863043,2023-09-04 19:37:17.296323,0 days 00:00:02.433280,Tanh,Tanh,ReLU,Leaky,50,18,18.0,22.0,21.0,0.0020475661889798936,4,418,0.1651684892014204,0.005423299763107886,0.49710193276405334,COMPLETE
3,172.21044815418333,2023-09-04 19:37:17.296852,2023-09-04 19:37:18.650672,0 days 00:00:01.353820,ReLU,,,,27,13,,,,0.01216995117037348,1,191,0.2105145331730349,0.005999266680736796,0.48116496205329895,COMPLETE
4,109.71540693803267,2023-09-04 19:37:18.651200,2023-09-04 19:37:18.851721,0 days 00:00:00.200521,Tanh,Sigmoid,Sigmoid,Sigmoid,97,17,21.0,13.0,23.0,0.0024997996725584963,4,306,0.1425611617660608,0.004901051459148326,0.9667856097221375,COMPLETE
5,108.16625040227717,2023-09-04 19:37:18.852254,2023-09-04 19:37:25.211610,0 days 00:00:06.359356,Sigmoid,Sigmoid,Tanh,,10,9,19.0,19.0,,3.267705182736e-05,3,270,0.5154881865639991,0.034638889508645195,0.9970635175704956,COMPLETE
6,210.82807692806279,2023-09-04 19:37:25.212113,2023-09-04 19:37:28.691315,0 days 00:00:03.479202,Tanh,,,,50,3,,,,8.708414977104695e-05,1,113,0.3283192621599609,0.0007422919194864747,0.7396678328514099,COMPLETE
7,214.52897713902485,2023-09-04 19:37:28.691793,2023-09-04 19:37:54.490263,0 days 00:00:25.798470,Leaky,,,,49,17,,,,3.400948628577102e-05,1,415,0.6677785316921742,5.4484764977560953e-05,0.5393034219741821,COMPLETE
8,349.6053712264351,2023-09-04 19:37:54.490702,2023-09-04 19:37:55.214488,0 days 00:00:00.723786,Tanh,,,,69,16,,,,0.022966353889116668,1,347,0.19950366553140048,3.949833258475311e-05,0.462909996509552,COMPLETE
9,546.4986794211648,2023-09-04 19:37:55.214909,2023-09-04 19:37:58.722189,0 days 00:00:03.507280,Sigmoid,Leaky,,,16,22,18.0,,,0.09001936038812838,2,207,0.5384990345144719,0.0015207201857155232,0.6338047981262207,COMPLETE
10,143.45355486869812,2023-09-04 19:37:58.722630,2023-09-04 19:38:02.379964,0 days 00:00:03.657334,Sigmoid,ReLU,Tanh,,11,7,11.0,14.0,,1.3460928501309518e-05,3,64,0.10636250315547827,0.09557214822055303,1.1160027980804443,COMPLETE
11,182.28680921434523,2023-09-04 19:38:02.380427,2023-09-04 19:38:09.123104,0 days 00:00:06.742677,Leaky,Sigmoid,Tanh,,78,9,24.0,15.0,,0.0003113747484745549,3,291,0.4648119945899608,0.01810197491608639,0.7543855905532837,COMPLETE
12,103.17213466249663,2023-09-04 19:38:09.123572,2023-09-04 19:38:09.460571,0 days 00:00:00.336999,Sigmoid,Sigmoid,Sigmoid,,96,24,22.0,8.0,,0.0012711523702989209,3,282,0.10265620785556276,0.017685682823233493,0.9847686886787415,COMPLETE
13,120.1045795723244,2023-09-04 19:38:09.461043,2023-09-04 19:38:10.795443,0 days 00:00:01.334400,Sigmoid,Sigmoid,Leaky,,73,24,16.0,6.0,,0.0002536187752990851,3,234,0.10603988889032341,0.028609365345982102,0.978010356426239,COMPLETE
14,132.8723444552035,2023-09-04 19:38:10.795920,2023-09-04 19:38:20.970282,0 days 00:00:10.174362,Sigmoid,Sigmoid,,,30,1,24.0,,,0.0005942886553570414,2,148,0.39836787005196644,0.019593638809713616,0.8747864365577698,COMPLETE
15,249.41981189712706,2023-09-04 19:38:20.970726,2023-09-04 19:38:37.044295,0 days 00:00:16.073569,Sigmoid,Tanh,Tanh,,86,12,13.0,9.0,,9.823593904170156e-05,3,253,0.6787566630506532,1.106719763714792e-05,0.5810759663581848,COMPLETE
16,134.82492019744691,2023-09-04 19:38:37.044767,2023-09-04 19:38:47.140900,0 days 00:00:10.096133,Sigmoid,ReLU,,,61,21,20.0,,,1.1579068390203081e-05,2,334,0.26508353114604727,0.08597696259196566,1.038854718208313,COMPLETE
17,101.15920479066911,2023-09-04 19:38:47.141349,2023-09-04 19:38:48.236281,0 days 00:00:01.094932,Sigmoid,Sigmoid,Sigmoid,,88,5,14.0,18.0,,0.0015460502902850707,3,497,0.3668947369521358,0.025246813000502997,1.0833282470703125,COMPLETE
18,236.89857616008626,2023-09-04 19:38:48.236740,2023-09-04 19:38:55.173054,0 days 00:00:06.936314,ReLU,Sigmoid,,,87,5,12.0,,,0.0016661847276370938,2,359,0.2679854666975763,0.01253001703870248,0.6058230996131897,COMPLETE
19,291.64144580731505,2023-09-04 19:38:55.173499,2023-09-04 19:39:07.950966,0 days 00:00:12.777467,Leaky,Sigmoid,Sigmoid,,87,12,8.0,9.0,,0.00411529790478196,3,495,0.3527359770599371,0.002243191474976113,0.41623827815055847,COMPLETE
20,634.8783702503551,2023-09-04 19:39:07.951422,2023-09-04 19:39:08.576003,0 days 00:00:00.624581,Sigmoid,Leaky,,,92,20,1.0,,,0.0007269191255148642,2,55,0.12920674548695532,0.012182628421743951,1.4426684379577637,COMPLETE
21,100.49656318215763,2023-09-04 19:39:08.576451,2023-09-04 19:39:10.292761,0 days 00:00:01.716310,Sigmoid,Sigmoid,Sigmoid,,64,10,15.0,18.0,,0.0009463670672866476,3,276,0.42675798753038613,0.024211441888529972,1.019432783126831,COMPLETE
22,178.67609677995955,2023-09-04 19:39:10.293213,2023-09-04 19:39:10.891891,0 days 00:00:00.598678,Sigmoid,Sigmoid,Sigmoid,,79,5,16.0,18.0,,0.0010142350938123742,3,490,0.3898359304755711,0.042757489875440265,1.035266399383545,COMPLETE
23,101.50101635907147,2023-09-04 19:39:10.892363,2023-09-04 19:39:12.089717,0 days 00:00:01.197354,Sigmoid,Sigmoid,Sigmoid,,68,11,14.0,1.0,,0.004784450387386767,3,190,0.2840843632017019,0.03828138706991426,0.9969373941421509,COMPLETE
24,101.62626000170438,2023-09-04 19:39:12.090189,2023-09-04 19:39:14.621908,0 days 00:00:02.531719,Sigmoid,ReLU,Sigmoid,Tanh,62,11,14.0,2.0,3.0,0.0034133005206417083,4,147,0.2894384540213994,0.04325417152684643,0.9962553977966309,COMPLETE
25,181.84435653686523,2023-09-04 19:39:14.622401,2023-09-04 19:39:16.349956,0 days 00:00:01.727555,Sigmoid,Tanh,Sigmoid,,65,5,10.0,18.0,,0.007603092711744012,3,179,0.41069771165988744,0.008818846212068387,0.7793577313423157,COMPLETE
26,112.21316782633464,2023-09-04 19:39:16.350433,2023-09-04 19:39:17.854391,0 days 00:00:01.503958,Sigmoid,Sigmoid,,,57,10,15.0,,,0.004918554784028557,2,102,0.46499999914599954,0.0436571283488975,0.9813804030418396,COMPLETE
27,192.65106531091638,2023-09-04 19:39:17.854834,2023-09-04 19:39:21.345140,0 days 00:00:03.490306,Leaky,Sigmoid,Leaky,,73,7,9.0,1.0,,0.0016530822633693057,3,224,0.35480870799493347,0.09455506335453785,1.0254713296890259,COMPLETE
28,128.2686318062447,2023-09-04 19:39:21.345618,2023-09-04 19:39:22.500747,0 days 00:00:01.155129,ReLU,Sigmoid,Sigmoid,Tanh,79,14,17.0,24.0,3.0,0.0005212460164973922,4,166,0.2468629190216085,0.022907879542270995,0.9949443340301514,COMPLETE
29,104.74258270263672,2023-09-04 19:39:22.501251,2023-09-04 19:39:24.029236,0 days 00:00:01.527985,ReLU,Sigmoid,Sigmoid,Sigmoid,43,2,13.0,17.0,10.0,0.007145156799128066,4,447,0.31989090068680837,0.04245947452679136,0.9969157576560974,COMPLETE
30,135.39421002618198,2023-09-04 19:39:24.029719,2023-09-04 19:39:25.912887,0 days 00:00:01.883168,Sigmoid,Tanh,Sigmoid,,37,7,14.0,12.0,,0.003791936694626341,3,376,0.29840136594049044,0.05819065817528106,1.0318284034729004,COMPLETE
31,120.6780382044175,2023-09-04 19:39:25.913365,2023-09-04 19:39:28.353951,0 days 00:00:02.440586,Sigmoid,ReLU,Sigmoid,Tanh,60,11,14.0,1.0,2.0,0.002463977793850808,4,148,0.29790958071256063,0.05878702410756348,0.9884509444236755,COMPLETE
32,106.22786853931568,2023-09-04 19:39:28.354455,2023-09-04 19:39:29.275785,0 days 00:00:00.921330,Sigmoid,ReLU,Sigmoid,Tanh,66,10,11.0,3.0,7.0,0.0009798044929327612,4,109,0.2434152281787215,0.038372003865746185,1.013000249862671,COMPLETE
33,102.53798185076032,2023-09-04 19:39:29.276271,2023-09-04 19:39:29.942129,0 days 00:00:00.665858,Sigmoid,ReLU,Sigmoid,Leaky,54,14,16.0,3.0,6.0,0.0031576840265488365,4,314,0.2874823126006494,0.025905514321502735,1.0456160306930542,COMPLETE
34,108.83453338623048,2023-09-04 19:39:29.942620,2023-09-04 19:39:31.115707,0 days 00:00:01.173087,Sigmoid,Leaky,Sigmoid,Tanh,70,8,14.0,20.0,17.0,0.014534710696835849,4,134,0.3547374422445852,0.008911493100049949,1.0234273672103882,COMPLETE
35,348.6557983749214,2023-09-04 19:39:31.116207,2023-09-04 19:39:33.366727,0 days 00:00:02.250520,Sigmoid,ReLU,ReLU,,63,13,7.0,16.0,,0.002013905988672282,3,87,0.2130623384640787,0.003666289441763921,0.6250249743461609,COMPLETE
36,212.2784518102172,2023-09-04 19:39:33.367194,2023-09-04 19:39:38.101471,0 days 00:00:04.734277,Tanh,ReLU,Leaky,Tanh,54,11,12.0,11.0,9.0,0.00632896879137858,4,198,0.19006343757176553,0.008865845458099366,0.47258421778678894,COMPLETE
37,285.6330051600376,2023-09-04 19:39:38.101953,2023-09-04 19:39:41.736879,0 days 00:00:03.634926,Sigmoid,Leaky,Sigmoid,,46,6,4.0,4.0,,0.003033171371589221,3,243,0.22590624688541336,0.004019940475130672,0.7606059908866882,COMPLETE
38,100.10088256835938,2023-09-04 19:39:41.737341,2023-09-04 19:39:42.692171,0 days 00:00:00.954830,ReLU,Sigmoid,Sigmoid,Leaky,83,15,18.0,7.0,1.0,0.01077712553295939,4,460,0.3244642009177221,0.06649194069483069,1.059550404548645,COMPLETE
39,282.0738802823153,2023-09-04 19:39:42.692677,2023-09-04 19:39:43.023673,0 days 00:00:00.330996,ReLU,Sigmoid,,,83,15,18.0,,,0.012545678839109856,2,425,0.3165368914708325,0.06613953715882571,0.9725534319877625,COMPLETE
