number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.6193955540657043,2023-09-04 18:20:11.770286,2023-09-04 18:20:14.256185,0 days 00:00:02.485899,Leaky,,,,63,3,,,,0.000142074164531494,1,299,0.14267197330980674,1.2822184619047508e-05,584.8823762721441,COMPLETE
1,0.4274403750896454,2023-09-04 18:20:14.256465,2023-09-04 18:20:16.045681,0 days 00:00:01.789216,Tanh,Tanh,Sigmoid,ReLU,17,17,2.0,16.0,23.0,0.03519272676076656,4,402,0.6513879537028902,1.7891268816838535e-05,248.2942079242907,COMPLETE
2,1.0035583972930908,2023-09-04 18:20:16.045990,2023-09-04 18:20:16.489456,0 days 00:00:00.443466,Leaky,,,,68,15,,,,1.9381205079977915e-05,1,106,0.12385743103085431,0.0016546250285058783,125.50365102516031,COMPLETE
3,0.4014785885810852,2023-09-04 18:20:16.489747,2023-09-04 18:20:17.066817,0 days 00:00:00.577070,Sigmoid,,,,100,10,,,,0.014047496303666881,1,423,0.24209810682044616,3.458802597495738e-05,132.05157682211092,COMPLETE
4,0.38303327560424805,2023-09-04 18:20:17.067212,2023-09-04 18:20:18.809233,0 days 00:00:01.742021,ReLU,Leaky,,,48,10,12.0,,,0.0014824424754315488,2,143,0.28307094009528916,0.0010278102842098474,499.45180583870325,COMPLETE
5,0.5227957963943481,2023-09-04 18:20:18.809515,2023-09-04 18:20:18.999959,0 days 00:00:00.190444,Sigmoid,Tanh,Leaky,,49,17,18.0,12.0,,0.031075998748910972,3,236,0.13390333997211923,0.0351335098300281,140.7538524426912,COMPLETE
6,0.3802892565727234,2023-09-04 18:20:19.000306,2023-09-04 18:20:19.902011,0 days 00:00:00.901705,ReLU,Tanh,Tanh,Sigmoid,63,10,4.0,8.0,7.0,0.055010455165995384,4,61,0.44207769028492083,0.0010484582843524025,282.9152309533321,COMPLETE
7,0.4179326593875885,2023-09-04 18:20:19.902509,2023-09-04 18:20:39.470544,0 days 00:00:19.568035,ReLU,Tanh,ReLU,,35,5,11.0,7.0,,0.0002913439729400849,3,486,0.39340876771638705,0.00085530068107268,254.5172903727495,COMPLETE
8,0.37447014451026917,2023-09-04 18:20:39.471027,2023-09-04 18:21:41.493090,0 days 00:01:02.022063,Tanh,ReLU,Leaky,,23,5,14.0,6.0,,0.00018586040939779695,3,325,0.7981878823374158,0.0008344564208656507,243.44465192580066,COMPLETE
9,0.5475442409515381,2023-09-04 18:21:41.493531,2023-09-04 18:22:10.045298,0 days 00:00:28.551767,Sigmoid,,,,11,23,,,,2.9036380812769937e-05,1,478,0.19084606236466195,0.001336427568593757,491.0615784074472,COMPLETE
