number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,441.2063642261985,2023-09-04 19:27:46.156801,2023-09-04 19:27:51.094322,0 days 00:00:04.937521,Tanh,Sigmoid,ReLU,,28,2,23.0,13.0,,6.939977393624326e-05,3,360,0.15072170923074577,0.0004604403069594314,0.7063053250312805,COMPLETE
1,100.1306020563299,2023-09-04 19:27:51.094661,2023-09-04 19:27:51.747195,0 days 00:00:00.652534,Sigmoid,Leaky,ReLU,Leaky,25,9,24.0,24.0,17.0,0.0006351768537107217,4,113,0.6359070209160329,0.03353997998297318,0.9656926393508911,COMPLETE
2,145.6750114171645,2023-09-04 19:27:51.747520,2023-09-04 19:28:04.585105,0 days 00:00:12.837585,Sigmoid,ReLU,Tanh,Leaky,37,11,4.0,24.0,18.0,7.701349595251937e-05,4,425,0.3912930195430159,0.0014784174566787808,0.5148566961288452,COMPLETE
3,134.04383194614465,2023-09-04 19:28:04.585440,2023-09-04 19:28:05.225066,0 days 00:00:00.639626,Tanh,Sigmoid,,,84,9,15.0,,,0.0006994514395857991,2,453,0.14878576162106616,0.09551787590343334,0.6819272041320801,COMPLETE
4,142.36825122833253,2023-09-04 19:28:05.225363,2023-09-04 19:28:06.077243,0 days 00:00:00.851880,Tanh,ReLU,Tanh,,17,18,16.0,21.0,,0.01778739289796409,3,263,0.17936098894328725,0.03852848701783558,0.5294451713562012,COMPLETE
5,90.78041699058132,2023-09-04 19:28:06.077550,2023-09-04 19:28:08.734860,0 days 00:00:02.657310,Tanh,Tanh,Leaky,,16,16,9.0,20.0,,0.00240824500754675,3,494,0.5911336588842635,0.00091991511819112,0.3320750594139099,COMPLETE
6,266.5470063807601,2023-09-04 19:28:08.735166,2023-09-04 19:28:09.134594,0 days 00:00:00.399428,Leaky,Leaky,,,32,4,18.0,,,0.005242560886450809,2,360,0.11334155382685042,0.001173043452484147,0.4174807369709015,COMPLETE
7,101.19257930999106,2023-09-04 19:28:09.134908,2023-09-04 19:28:11.703878,0 days 00:00:02.568970,Leaky,Sigmoid,Tanh,,73,10,21.0,8.0,,0.001284605707877775,3,437,0.7729770972413568,0.0020217677777362685,0.3731299340724945,COMPLETE
8,120.33601360735686,2023-09-04 19:28:11.704169,2023-09-04 19:28:19.476609,0 days 00:00:07.772440,Tanh,Sigmoid,Leaky,Sigmoid,42,4,22.0,7.0,5.0,2.3688257342945802e-05,4,368,0.34878201480425264,7.217571684117592e-05,0.6378822326660156,COMPLETE
9,145.8151132436899,2023-09-04 19:28:19.476911,2023-09-04 19:28:25.906358,0 days 00:00:06.429447,ReLU,,,,20,2,,,,5.591016881244488e-05,1,195,0.5367073400704341,0.02211860033356023,0.7005320191383362,COMPLETE
10,137.68598543364425,2023-09-04 19:28:25.906615,2023-09-04 19:28:26.136016,0 days 00:00:00.229401,ReLU,,,,59,24,,,,0.08605261677515237,1,57,0.2531015086643005,1.4585272393276417e-05,0.4155057966709137,COMPLETE
11,110.66327520517203,2023-09-04 19:28:26.136299,2023-09-04 19:28:34.944407,0 days 00:00:08.808108,Sigmoid,Tanh,Leaky,ReLU,10,16,9.0,17.0,24.0,0.0005710969797666548,4,90,0.7847516999309583,0.00809321029591508,0.5844205617904663,COMPLETE
12,121.54040294223361,2023-09-04 19:28:34.944698,2023-09-04 19:28:40.461424,0 days 00:00:05.516726,Sigmoid,Tanh,ReLU,Leaky,51,17,9.0,19.0,13.0,0.0025024151682150313,4,144,0.5356481481339286,0.005515551536391435,0.40165525674819946,COMPLETE
13,155.13124732009504,2023-09-04 19:28:40.461917,2023-09-04 19:29:09.170518,0 days 00:00:28.708601,Sigmoid,Leaky,Sigmoid,,10,14,2.0,24.0,,0.0003091785248330455,3,238,0.5412121609985737,0.00024473387193102534,0.45130616426467896,COMPLETE
14,115.92612528063587,2023-09-04 19:29:09.170803,2023-09-04 19:29:10.866379,0 days 00:00:01.695576,Tanh,Leaky,,,97,21,11.0,,,0.004292694376475581,2,494,0.643321137588016,0.005220723593272835,0.3490516245365143,COMPLETE
15,106.60622360229492,2023-09-04 19:29:10.866665,2023-09-04 19:29:11.982473,0 days 00:00:01.115808,Sigmoid,Tanh,ReLU,Tanh,47,8,6.0,2.0,4.0,0.00024104246072245936,4,160,0.4063495383752344,0.013449133777849342,0.9600980877876282,COMPLETE
16,104.02566429876512,2023-09-04 19:29:11.982761,2023-09-04 19:29:20.277265,0 days 00:00:08.294504,ReLU,Leaky,Leaky,,25,14,14.0,16.0,,1.1991953368956542e-05,3,310,0.2946288525378574,0.08839125852982446,0.6866969466209412,COMPLETE
17,124.944106787966,2023-09-04 19:29:20.277551,2023-09-04 19:29:21.473930,0 days 00:00:01.196379,Leaky,Tanh,Sigmoid,Leaky,61,7,19.0,21.0,16.0,0.009660421513512285,4,109,0.4545754950406809,0.0033665218960243866,0.3625451624393463,COMPLETE
18,141.83488658055123,2023-09-04 19:29:21.474216,2023-09-04 19:29:28.836880,0 days 00:00:07.362664,Sigmoid,Leaky,Leaky,,35,21,7.0,14.0,,0.0013764550072257386,3,214,0.6461217506152784,0.0005839666348472454,0.3386659026145935,COMPLETE
19,106.52323506290752,2023-09-04 19:29:28.837185,2023-09-04 19:29:39.010818,0 days 00:00:10.173633,Tanh,Tanh,,,20,13,11.0,,,0.00025006820421421416,2,320,0.4803618751670575,0.022323681643962937,0.4276472330093384,COMPLETE
20,109.94244450160436,2023-09-04 19:29:39.011093,2023-09-04 19:29:39.943869,0 days 00:00:00.932776,Tanh,ReLU,ReLU,ReLU,70,19,13.0,21.0,22.0,0.0023015828578771083,4,499,0.6217065552772154,0.0026472642970867943,0.3668350875377655,COMPLETE
21,135.84490146766714,2023-09-04 19:29:39.944167,2023-09-04 19:29:45.272537,0 days 00:00:05.328370,Leaky,Sigmoid,Tanh,,70,10,24.0,8.0,,0.0010263263383794062,3,432,0.7849112062647164,0.002621399486462661,0.405917763710022,COMPLETE
22,104.95185396851612,2023-09-04 19:29:45.272822,2023-09-04 19:29:48.232495,0 days 00:00:02.959673,Leaky,Sigmoid,Tanh,,81,6,21.0,9.0,,0.0012703790225760652,3,401,0.7678347126030416,0.009774873466109904,0.4420273005962372,COMPLETE
23,128.13130725327358,2023-09-04 19:29:48.232775,2023-09-04 19:29:57.167690,0 days 00:00:08.934915,Leaky,Sigmoid,Leaky,,67,12,20.0,2.0,,0.0005075400212226636,3,466,0.661213451131791,0.0014552444528154306,0.29505595564842224,COMPLETE
24,101.09451724636939,2023-09-04 19:29:57.167972,2023-09-04 19:29:59.260738,0 days 00:00:02.092766,Leaky,Tanh,,,81,15,17.0,,,0.00244177852368762,2,398,0.5894446703293699,0.0006204149673001734,0.33784815669059753,COMPLETE
25,93.97093797766644,2023-09-04 19:29:59.261017,2023-09-04 19:30:00.719169,0 days 00:00:01.458152,Leaky,Tanh,,,97,16,18.0,,,0.0033073781435347185,2,306,0.4859902785385181,0.0005501399258952426,0.31428998708724976,COMPLETE
26,112.69047621606101,2023-09-04 19:30:00.719451,2023-09-04 19:30:01.490514,0 days 00:00:00.771063,Sigmoid,,,,92,19,,,,0.01415503621063281,1,316,0.477764923095214,0.00022910391307022878,0.3856489956378937,COMPLETE
27,104.48854796740474,2023-09-04 19:30:01.490770,2023-09-04 19:30:03.308473,0 days 00:00:01.817703,ReLU,Tanh,,,43,12,11.0,,,0.00456538993437191,2,278,0.43278811055097255,0.0007122940835704393,0.3349728286266327,COMPLETE
28,163.82551310013753,2023-09-04 19:30:03.308743,2023-09-04 19:30:09.464681,0 days 00:00:06.155938,Sigmoid,Tanh,,,15,21,24.0,,,0.00016688508746484635,2,147,0.36414082092761113,0.004440353160254251,0.5407217741012573,COMPLETE
29,251.47771004570856,2023-09-04 19:30:09.464959,2023-09-04 19:30:11.394805,0 days 00:00:01.929846,Tanh,,,,100,15,,,,0.0005143808880528429,1,180,0.5067634159380052,0.0003752723342774535,0.4330419898033142,COMPLETE
30,173.9728389686262,2023-09-04 19:30:11.395077,2023-09-04 19:30:22.805409,0 days 00:00:11.410332,Leaky,Leaky,ReLU,,27,17,18.0,24.0,,0.00012856994934988192,3,355,0.4328857323042763,0.0010800531907393185,0.3109838366508484,COMPLETE
31,89.73688636027592,2023-09-04 19:30:22.805688,2023-09-04 19:30:26.037707,0 days 00:00:03.232019,Leaky,Tanh,,,89,15,18.0,,,0.0022164009743338427,2,399,0.5797674707878561,0.0006754131983804837,0.3286949396133423,COMPLETE
32,97.84964681352888,2023-09-04 19:30:26.038137,2023-09-04 19:30:32.372164,0 days 00:00:06.334027,Leaky,Tanh,,,89,16,14.0,,,0.0018945444868835903,2,399,0.5697570544382435,0.0003159767158233667,0.342348575592041,COMPLETE
33,103.57768197344919,2023-09-04 19:30:32.372596,2023-09-04 19:30:37.444807,0 days 00:00:05.072211,Leaky,Tanh,,,90,16,15.0,,,0.002216523591597987,2,400,0.5506521466199717,0.000327905952586883,0.3334423303604126,COMPLETE
34,102.15083315583314,2023-09-04 19:30:37.445228,2023-09-04 19:30:55.005582,0 days 00:00:17.560354,Leaky,Tanh,,,77,19,16.0,,,0.0009705636924663917,2,472,0.6947853023628193,0.0001602145734572991,0.31481048464775085,COMPLETE
35,122.22791277776,2023-09-04 19:30:55.006012,2023-09-04 19:30:57.863256,0 days 00:00:02.857244,Leaky,Tanh,,,89,13,13.0,,,0.006830442041488169,2,344,0.584066995171599,0.0010197730334121711,0.32537582516670227,COMPLETE
