number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.4871002733707428,2023-09-04 17:54:17.352365,2023-09-04 17:54:17.750059,0 days 00:00:00.397694,ReLU,ReLU,ReLU,,39,10,20.0,9.0,,0.044337509946958495,3,293,0.2517572389202214,0.00010946086441691432,155.43108254891854,COMPLETE
1,0.3566955029964447,2023-09-04 17:54:17.750506,2023-09-04 17:54:19.466110,0 days 00:00:01.715604,Tanh,Tanh,,,56,9,10.0,,,0.008641962235084132,2,407,0.7400041717519057,0.007345395855433486,150.72820615768433,COMPLETE
2,1.0455468893051147,2023-09-04 17:54:19.466382,2023-09-04 17:54:21.443214,0 days 00:00:01.976832,Sigmoid,,,,32,10,,,,1.2799967783647663e-05,1,379,0.11271418053488792,0.011559279147463008,130.79703578093435,COMPLETE
3,0.30344825983047485,2023-09-04 17:54:21.443479,2023-09-04 17:54:22.946474,0 days 00:00:01.502995,Tanh,Tanh,Sigmoid,Sigmoid,74,9,21.0,24.0,1.0,0.014181006976169419,4,206,0.5024032491556384,0.00039247928306912727,181.5228244311189,COMPLETE
4,0.7637820839881897,2023-09-04 17:54:22.946769,2023-09-04 17:54:26.288332,0 days 00:00:03.341563,Sigmoid,ReLU,Leaky,,73,10,2.0,11.0,,1.8216293308888092e-05,3,265,0.3560503483201254,4.822220072086032e-05,102.5291706589033,COMPLETE
5,0.32026758790016174,2023-09-04 17:54:26.288652,2023-09-04 17:54:26.999543,0 days 00:00:00.710891,ReLU,Leaky,Leaky,Sigmoid,65,3,18.0,11.0,4.0,0.017326983282041256,4,65,0.34005007933199827,0.007382378068033878,102.35177064978558,COMPLETE
6,0.7161890864372253,2023-09-04 17:54:26.999858,2023-09-04 17:54:27.767384,0 days 00:00:00.767526,Sigmoid,Leaky,,,93,4,16.0,,,0.001122970762117562,2,150,0.17605185575596372,0.0001688880501048035,250.06464055379232,COMPLETE
7,0.5811583995819092,2023-09-04 17:54:27.767695,2023-09-04 17:54:27.875687,0 days 00:00:00.107992,ReLU,Tanh,ReLU,,83,18,21.0,17.0,,0.009415031457701863,3,369,0.10928914414865316,0.000132520467973148,870.9114151000977,COMPLETE
8,0.3404994606971741,2023-09-04 17:54:27.875972,2023-09-04 17:54:28.613084,0 days 00:00:00.737112,Leaky,ReLU,Leaky,Tanh,62,12,17.0,2.0,21.0,0.018929405520292562,4,448,0.7494590771791245,0.0006919499663416809,154.5678166476163,COMPLETE
9,0.5765131711959839,2023-09-04 17:54:28.613365,2023-09-04 17:54:30.791202,0 days 00:00:02.177837,ReLU,Tanh,Leaky,,43,6,2.0,15.0,,0.0002188162522417599,3,164,0.2440065943154025,0.00014361067806626534,148.3891915112007,COMPLETE
