number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,1.0316623449325562,2023-09-04 17:54:15.526771,2023-09-04 17:54:16.918374,0 days 00:00:01.391603,ReLU,Sigmoid,Tanh,ReLU,43,1,11.0,12.0,20.0,0.06839907511830523,4,145,0.695405549973318,0.06940325607873292,117.48940324783325,COMPLETE
1,0.46511051058769226,2023-09-04 17:54:16.918694,2023-09-04 17:54:18.913336,0 days 00:00:01.994642,Leaky,Sigmoid,,,64,17,8.0,,,0.0024832536490658965,2,351,0.15485049610428891,0.003034365241096068,223.2131201806571,COMPLETE
2,0.4021891951560974,2023-09-04 17:54:18.913605,2023-09-04 17:54:19.464679,0 days 00:00:00.551074,ReLU,ReLU,,,70,17,13.0,,,0.012885974788275594,2,113,0.17258109177386763,0.0014220759396417078,167.73453853441322,COMPLETE
3,0.5757277011871338,2023-09-04 17:54:19.464936,2023-09-04 17:54:22.007444,0 days 00:00:02.542508,ReLU,Sigmoid,Sigmoid,Leaky,45,22,1.0,3.0,10.0,0.0038373238666391156,4,411,0.3617268330525461,1.3983392089777585e-05,151.59085572560627,COMPLETE
4,0.6515086889266968,2023-09-04 17:54:22.007722,2023-09-04 17:54:22.337010,0 days 00:00:00.329288,Leaky,Leaky,Leaky,Leaky,97,5,19.0,1.0,11.0,0.05416149448994234,4,470,0.12674009377189754,0.00014427644119113358,174.4657250003538,COMPLETE
5,0.6405850052833557,2023-09-04 17:54:22.337279,2023-09-04 17:54:29.377225,0 days 00:00:07.039946,Leaky,Tanh,,,37,19,12.0,,,1.1064724030658037e-05,2,283,0.4411797122105409,0.0008011518476247799,169.54700779999104,COMPLETE
6,0.6024833917617798,2023-09-04 17:54:29.377506,2023-09-04 17:54:32.484977,0 days 00:00:03.107471,Tanh,Tanh,Leaky,,31,2,17.0,17.0,,0.003267545728963212,3,290,0.48149005254327226,0.001639462247657612,204.83602791644157,COMPLETE
7,0.582119882106781,2023-09-04 17:54:32.485267,2023-09-04 17:54:32.679299,0 days 00:00:00.194032,ReLU,Sigmoid,Leaky,Tanh,58,21,8.0,19.0,10.0,0.048501845894490345,4,209,0.1000006583768547,1.788265981553763e-05,234.36393423641428,COMPLETE
8,1.0048153400421143,2023-09-04 17:54:32.679592,2023-09-04 17:54:33.639905,0 days 00:00:00.960313,ReLU,Leaky,Tanh,Leaky,62,18,22.0,22.0,3.0,0.009047603063207024,4,88,0.3930855036002387,0.07833538455359194,103.76788539886475,COMPLETE
9,0.9053264856338501,2023-09-04 17:54:33.640276,2023-09-04 17:54:36.716636,0 days 00:00:03.076360,Tanh,Tanh,Leaky,,80,13,13.0,4.0,,1.5694024709907747e-05,3,431,0.2027874499133266,0.0001281739026038816,150.83241604762952,COMPLETE
10,0.7455087304115295,2023-09-04 17:54:36.716901,2023-09-04 17:54:37.505639,0 days 00:00:00.788738,Sigmoid,,,,20,10,,,,0.00027297292253855316,1,51,0.23519800400995705,0.008296921622048993,226.7886355530982,COMPLETE
11,0.5163792967796326,2023-09-04 17:54:37.505895,2023-09-04 17:54:39.365477,0 days 00:00:01.859582,Leaky,ReLU,,,76,15,5.0,,,0.0006220968628855981,2,354,0.16546605311380425,0.004384346147170963,198.32216295145327,COMPLETE
12,0.6427860856056213,2023-09-04 17:54:39.365743,2023-09-04 17:54:39.498676,0 days 00:00:00.132933,Sigmoid,,,,73,24,,,,0.011916512027492875,1,202,0.16545079523383657,0.014735596469210223,323.51029418945313,COMPLETE
13,0.37114638090133667,2023-09-04 17:54:39.498942,2023-09-04 17:54:42.181157,0 days 00:00:02.682215,Leaky,ReLU,,,96,15,6.0,,,0.0014254298114949181,2,353,0.2806671410996134,0.0009227154582956816,165.56869169672893,COMPLETE
14,0.8291608095169067,2023-09-04 17:54:42.181408,2023-09-04 17:54:43.589417,0 days 00:00:01.408009,ReLU,ReLU,,,100,10,1.0,,,0.000500064564987272,2,198,0.2772880379935461,0.0005948372201887128,352.3983727657434,COMPLETE
15,0.4803414046764374,2023-09-04 17:54:43.589661,2023-09-04 17:54:44.154261,0 days 00:00:00.564600,Leaky,,,,88,10,,,,0.01429986321313259,1,351,0.28507704639396897,0.0002651036072423065,151.93510970150132,COMPLETE
16,0.5697804689407349,2023-09-04 17:54:44.154508,2023-09-04 17:54:45.023049,0 days 00:00:00.868541,Sigmoid,ReLU,ReLU,,88,13,17.0,10.0,,0.001351329126822277,3,119,0.21357597541405102,0.001469602635760562,230.31551989387063,COMPLETE
17,0.5687897801399231,2023-09-04 17:54:45.023315,2023-09-04 17:54:47.201785,0 days 00:00:02.178470,Tanh,ReLU,,,88,16,5.0,,,0.0001777232681622917,2,250,0.287809643060703,0.000455861328388147,176.11457360839844,COMPLETE
18,0.647688090801239,2023-09-04 17:54:47.202049,2023-09-04 17:54:47.883067,0 days 00:00:00.681018,Leaky,ReLU,Sigmoid,,69,7,15.0,24.0,,0.02165957053521258,3,154,0.19102156384116906,0.013732161783997741,6457.706079101563,COMPLETE
19,0.48206084966659546,2023-09-04 17:54:47.883508,2023-09-04 17:54:49.980853,0 days 00:00:02.097345,ReLU,,,,54,20,,,,0.004830363088162413,1,494,0.12602886301116237,0.0023076258696412685,196.23296627468534,COMPLETE
20,0.43434086441993713,2023-09-04 17:54:49.981253,2023-09-04 17:54:52.712861,0 days 00:00:02.731608,ReLU,ReLU,,,82,15,9.0,,,0.0011680947354148505,2,323,0.2535152782520909,0.0009242716390695525,161.82559282485752,COMPLETE
21,0.3776867687702179,2023-09-04 17:54:52.713121,2023-09-04 17:54:54.826601,0 days 00:00:02.113480,ReLU,ReLU,,,82,14,9.0,,,0.002101192079436248,2,320,0.2510158217150847,0.0009398180607537379,147.414630116466,COMPLETE
22,0.42444100975990295,2023-09-04 17:54:54.826864,2023-09-04 17:54:55.817707,0 days 00:00:00.990843,ReLU,ReLU,,,93,12,5.0,,,0.006976681520619823,2,385,0.32551722200278466,0.00026695619784952544,130.5612463269915,COMPLETE
23,0.43495452404022217,2023-09-04 17:54:55.817969,2023-09-04 17:54:57.595282,0 days 00:00:01.777313,ReLU,ReLU,,,70,14,10.0,,,0.0019139791851203781,2,247,0.2378875659746119,0.0011461814347075165,369.85028653352157,COMPLETE
24,0.40975335240364075,2023-09-04 17:54:57.595554,2023-09-04 17:54:57.955391,0 days 00:00:00.359837,ReLU,ReLU,ReLU,,82,18,7.0,8.0,,0.02241647443307457,3,314,0.2041349369833379,0.004270657303597019,240.3730244539222,COMPLETE
25,0.4541260302066803,2023-09-04 17:54:57.955657,2023-09-04 17:54:58.736776,0 days 00:00:00.781119,Leaky,,,,92,12,,,,0.005212215130825298,1,408,0.31090116839498005,0.0004946456045502888,242.29614582768193,COMPLETE
