number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.6888024806976318,2023-09-04 18:20:17.156799,2023-09-04 18:21:23.551548,0 days 00:01:06.394749,Sigmoid,Leaky,,,13,14,11.0,,,0.00035209174913039017,2,309,0.532094503578605,0.016515031978592158,237.10878494410838,COMPLETE
1,0.6994521021842957,2023-09-04 18:21:23.552065,2023-09-04 18:21:27.048726,0 days 00:00:03.496661,Leaky,,,,66,3,,,,0.00024519042331631294,1,219,0.24007499597590423,0.009270585555837206,155.12672382852307,COMPLETE
2,0.6927797794342041,2023-09-04 18:21:27.049183,2023-09-04 18:21:29.293507,0 days 00:00:02.244324,Leaky,,,,86,20,,,,0.0002302321221878642,1,375,0.11183893531439927,1.267149796490858e-05,1507.6611097547743,COMPLETE
3,1.0568612813949585,2023-09-04 18:21:29.293970,2023-09-04 18:21:29.632995,0 days 00:00:00.339025,Sigmoid,ReLU,,,44,16,1.0,,,0.003017079750168091,2,202,0.17701042185206256,0.05920860329293317,107.002685546875,COMPLETE
4,0.633263349533081,2023-09-04 18:21:29.633471,2023-09-04 18:21:31.520989,0 days 00:00:01.887518,ReLU,Tanh,ReLU,,15,17,24.0,16.0,,0.07744598425438616,3,470,0.1226135464808191,0.052619867748590315,115.08046174660707,COMPLETE
5,0.4447457492351532,2023-09-04 18:21:31.521505,2023-09-04 18:21:49.682905,0 days 00:00:18.161400,Sigmoid,ReLU,,,47,20,24.0,,,0.00023175358446375852,2,193,0.6887364384574043,0.0003287130563146358,182.49709683749342,COMPLETE
6,0.4582076668739319,2023-09-04 18:21:49.683358,2023-09-04 18:21:51.646895,0 days 00:00:01.963537,Leaky,,,,33,13,,,,0.00987651862667946,1,52,0.4513544594094146,2.4824061907185532e-05,215.0175066266741,COMPLETE
7,0.5106936693191528,2023-09-04 18:21:51.647364,2023-09-04 18:21:57.064613,0 days 00:00:05.417249,Tanh,,,,90,14,,,,0.0008932099763932507,1,414,0.1930301990892915,0.003964931393810047,168.0142106871674,COMPLETE
8,0.7537702918052673,2023-09-04 18:21:57.065032,2023-09-04 18:22:04.677963,0 days 00:00:07.612931,Tanh,Leaky,,,85,21,17.0,,,2.0473417714663984e-05,2,288,0.30945348263670536,2.2145518607170627e-05,163.88937589857312,COMPLETE
9,0.7798720002174377,2023-09-04 18:22:04.678381,2023-09-04 18:22:05.240532,0 days 00:00:00.562151,Leaky,ReLU,,,23,2,24.0,,,0.013359132437759816,2,339,0.16869526471181262,0.040726967502765395,496.75262044270835,COMPLETE
10,0.934877336025238,2023-09-04 18:22:05.240962,2023-09-04 18:22:15.377901,0 days 00:00:10.136939,Sigmoid,Sigmoid,Tanh,Tanh,61,24,16.0,1.0,17.0,2.458830846332826e-05,4,94,0.789486200243607,0.0003737916811947494,114.58943996023625,COMPLETE
11,0.3415434956550598,2023-09-04 18:22:15.378384,2023-09-04 18:22:19.905230,0 days 00:00:04.526846,ReLU,ReLU,Leaky,,39,8,8.0,21.0,,0.00394103096669056,3,73,0.4650975261963574,0.00016502810365386563,110.06283700877222,COMPLETE
12,0.3156236708164215,2023-09-04 18:22:19.905686,2023-09-04 18:22:28.556718,0 days 00:00:08.651032,ReLU,ReLU,Leaky,,46,7,7.0,24.0,,0.001710146345290777,3,146,0.7894254688022098,0.0002737582769243192,324.0140690104167,COMPLETE
13,0.2869887351989746,2023-09-04 18:22:28.557176,2023-09-04 18:22:34.302763,0 days 00:00:05.745587,ReLU,ReLU,Leaky,Sigmoid,37,8,5.0,24.0,1.0,0.0026813513369744334,4,134,0.4771365775739713,0.00015389864502342147,102.12193750931044,COMPLETE
14,0.34455662965774536,2023-09-04 18:22:34.303244,2023-09-04 18:22:40.546387,0 days 00:00:06.243143,ReLU,ReLU,Leaky,Sigmoid,70,8,4.0,24.0,3.0,0.00138634500846705,4,137,0.6329932864026191,0.0016125675867993943,118.88081216812134,COMPLETE
15,1.0929861068725586,2023-09-04 18:22:40.546891,2023-09-04 18:22:42.453991,0 days 00:00:01.907100,ReLU,Sigmoid,Leaky,ReLU,29,8,6.0,23.0,1.0,0.021820889783462985,4,145,0.37070756429419766,0.00011337858041251525,102.90994824861225,COMPLETE
16,0.3591019809246063,2023-09-04 18:22:42.454524,2023-09-04 18:22:51.673016,0 days 00:00:09.218492,ReLU,Tanh,Sigmoid,,51,5,10.0,14.0,,0.004003534501422192,3,246,0.6284634928212937,0.0008964597732281588,128.40266390200014,COMPLETE
17,0.3666559159755707,2023-09-04 18:22:51.673498,2023-09-04 18:23:02.461282,0 days 00:00:10.787784,ReLU,ReLU,Leaky,Sigmoid,58,6,1.0,6.0,10.0,0.0009795783048377183,4,137,0.7968529947753354,5.803563615788241e-05,408.45659279823303,COMPLETE
18,0.362648606300354,2023-09-04 18:23:02.461825,2023-09-04 18:23:04.316395,0 days 00:00:01.854570,ReLU,ReLU,Leaky,,76,11,5.0,18.0,,0.049241086839851504,3,161,0.5540924793140625,7.170824702614461e-05,179.35110425949097,COMPLETE
19,0.2802623510360718,2023-09-04 18:23:04.316899,2023-09-04 18:23:06.721890,0 days 00:00:02.404991,ReLU,ReLU,Tanh,Leaky,99,10,14.0,9.0,23.0,0.008320733467436371,4,98,0.3930500201211226,0.000670634443426515,98.94831798115715,COMPLETE
20,0.34834471344947815,2023-09-04 18:23:06.722377,2023-09-04 18:23:08.303767,0 days 00:00:01.581390,Tanh,Sigmoid,Tanh,Leaky,100,11,15.0,9.0,24.0,0.03104458515614356,4,100,0.37116654995691406,0.0009613853203822316,130.56855215677402,COMPLETE
21,0.3076159656047821,2023-09-04 18:23:08.304286,2023-09-04 18:23:13.597738,0 days 00:00:05.293452,ReLU,ReLU,Tanh,Leaky,39,10,13.0,10.0,23.0,0.008059978951549812,4,109,0.43533356208715224,0.00032440596436886536,119.98998137882778,COMPLETE
22,0.32358697056770325,2023-09-04 18:23:13.598252,2023-09-04 18:23:16.417333,0 days 00:00:02.819081,ReLU,ReLU,Tanh,Leaky,34,10,13.0,10.0,23.0,0.009131327910274517,4,104,0.3885327235727652,0.0005779780002898427,143.42285704612732,COMPLETE
23,0.3829389810562134,2023-09-04 18:23:16.417830,2023-09-04 18:23:22.276897,0 days 00:00:05.859067,ReLU,ReLU,Tanh,Leaky,23,4,20.0,8.0,18.0,0.007530123773254788,4,57,0.3122123020172683,0.0024179731165928442,135.33522616299715,COMPLETE
24,0.327639639377594,2023-09-04 18:23:22.277411,2023-09-04 18:23:24.500215,0 days 00:00:02.222804,ReLU,Leaky,Tanh,Leaky,41,10,13.0,5.0,9.0,0.02317744594703929,4,247,0.44127125018110563,0.00015379841686266374,122.59095822847806,COMPLETE
25,0.3025769591331482,2023-09-04 18:23:24.500712,2023-09-04 18:23:29.411652,0 days 00:00:04.910940,ReLU,Tanh,Sigmoid,,52,12,19.0,12.0,,0.005791229643510048,3,181,0.5370153562272297,0.0003818531128273236,142.7987915722292,COMPLETE
26,0.31818509101867676,2023-09-04 18:23:29.412175,2023-09-04 18:23:35.536590,0 days 00:00:06.124415,ReLU,Tanh,Sigmoid,,53,16,19.0,13.0,,0.003721379391875408,3,179,0.559401934262128,0.0006637431753954032,102.59383806770231,COMPLETE
27,0.3806541860103607,2023-09-04 18:23:35.537062,2023-09-04 18:23:37.055431,0 days 00:00:01.518369,ReLU,Tanh,Sigmoid,,74,12,20.0,18.0,,0.08808777418200557,3,235,0.5146296275775957,0.0019367299894594782,137.2231278596101,COMPLETE
28,0.3585692346096039,2023-09-04 18:23:37.055912,2023-09-04 18:23:38.362949,0 days 00:00:01.307037,Tanh,Tanh,ReLU,,98,6,18.0,13.0,,0.013801767622838175,3,177,0.35788357569803586,0.0005227912317478761,147.21492317395334,COMPLETE
29,0.3635079860687256,2023-09-04 18:23:38.363451,2023-09-04 18:23:40.267230,0 days 00:00:01.903779,Sigmoid,Tanh,Sigmoid,Sigmoid,62,15,21.0,3.0,6.0,0.03797818242926214,4,278,0.5128180751711672,0.0001795238242009041,242.09493842491736,COMPLETE
30,0.7889775037765503,2023-09-04 18:23:40.267738,2023-09-04 18:23:44.820360,0 days 00:00:04.552622,ReLU,Tanh,Sigmoid,,79,1,10.0,11.0,,0.0006730683151885855,3,323,0.2621583680977529,0.0012420299356386566,304.20914213997975,COMPLETE
31,0.267514705657959,2023-09-04 18:23:44.820846,2023-09-04 18:23:50.863429,0 days 00:00:06.042583,ReLU,ReLU,Tanh,Leaky,37,10,14.0,7.0,19.0,0.0022116735456242697,4,119,0.4322416701301614,0.0002963919975587591,131.84218458695844,COMPLETE
32,0.3105762302875519,2023-09-04 18:23:50.863925,2023-09-04 18:23:58.765007,0 days 00:00:07.901082,ReLU,ReLU,Tanh,Tanh,28,13,16.0,7.0,17.0,0.0025065204457313,4,117,0.4134259462394207,0.0006126085883029171,107.73575945042852,COMPLETE
33,0.31842848658561707,2023-09-04 18:23:58.765520,2023-09-04 18:24:14.215261,0 days 00:00:15.449741,ReLU,ReLU,Tanh,ReLU,10,9,15.0,4.0,20.0,0.005166747804848329,4,80,0.4940828227930568,0.00023356598008932597,105.03912133110894,COMPLETE
34,0.4331001043319702,2023-09-04 18:24:14.215782,2023-09-04 18:24:17.029527,0 days 00:00:02.813745,Leaky,Leaky,ReLU,Sigmoid,50,11,11.0,15.0,14.0,0.001839012840364676,4,127,0.3263739660650891,8.228757900173792e-05,163.3710319812481,COMPLETE
35,0.31902554631233215,2023-09-04 18:24:17.030037,2023-09-04 18:24:20.765815,0 days 00:00:03.735778,ReLU,ReLU,Sigmoid,Leaky,66,12,9.0,12.0,20.0,0.005460178162147755,4,226,0.4082516664420393,0.0037461802079050595,532.6046710294836,COMPLETE
36,0.33802157640457153,2023-09-04 18:24:20.766314,2023-09-04 18:24:31.871849,0 days 00:00:11.105535,ReLU,Sigmoid,Tanh,,20,18,22.0,7.0,,0.002533663853872051,3,206,0.5748311267134093,0.0004143629959526321,114.53101217746735,COMPLETE
37,0.3470432460308075,2023-09-04 18:24:31.872352,2023-09-04 18:24:47.065179,0 days 00:00:15.192827,Sigmoid,Leaky,Tanh,Leaky,35,14,12.0,17.0,14.0,0.0005037644057743823,4,171,0.46512288165877225,0.00023276087200409828,129.48224146525064,COMPLETE
38,0.40216052532196045,2023-09-04 18:24:47.065672,2023-09-04 18:24:51.383974,0 days 00:00:04.318302,ReLU,ReLU,Leaky,,43,4,14.0,20.0,,0.0014897479428840179,3,497,0.35037124312492,0.00010612517543299756,132.27135660678525,COMPLETE
39,0.2784441113471985,2023-09-04 18:24:51.384471,2023-09-04 18:24:54.848222,0 days 00:00:03.463751,Leaky,ReLU,,,56,9,18.0,,,0.005569855777359405,2,204,0.40442898822063245,4.547204421864084e-05,94.9770082473755,COMPLETE
40,0.3447469174861908,2023-09-04 18:24:54.848705,2023-09-04 18:24:56.119796,0 days 00:00:01.271091,Leaky,ReLU,,,92,7,17.0,,,0.013435429697600558,2,208,0.2717429852132173,4.0079022502404786e-05,137.41997688695005,COMPLETE
41,0.3477221727371216,2023-09-04 18:24:56.120269,2023-09-04 18:25:00.656086,0 days 00:00:04.535817,Leaky,ReLU,,,28,9,18.0,,,0.0028326049069523143,2,180,0.4042895365909623,1.032250182481193e-05,333.3350877761841,COMPLETE
42,0.4189260005950928,2023-09-04 18:25:00.656379,2023-09-04 18:25:01.696579,0 days 00:00:01.040200,Leaky,,,,56,12,,,,0.005704521462280101,1,71,0.48137222172181166,4.275392687990735e-05,139.51889295980965,COMPLETE
43,0.41190582513809204,2023-09-04 18:25:01.696872,2023-09-04 18:25:05.436267,0 days 00:00:03.739395,Leaky,ReLU,,,18,9,2.0,,,0.002539974697924377,2,149,0.42686527552570086,0.00012890799517587014,159.67861602783202,COMPLETE
44,0.38175156712532043,2023-09-04 18:25:05.436556,2023-09-04 18:25:06.099035,0 days 00:00:00.662479,Leaky,ReLU,,,37,7,22.0,,,0.005492629092823784,2,196,0.3330038195892002,0.00021557420007245134,135.07088998647836,COMPLETE
45,0.382411390542984,2023-09-04 18:25:06.099320,2023-09-04 18:25:07.343933,0 days 00:00:01.244613,Tanh,,,,47,13,,,,0.010969668878407035,1,120,0.5100315323250618,0.0003419636913495654,155.67788547939725,COMPLETE
46,0.5456089377403259,2023-09-04 18:25:07.344294,2023-09-04 18:25:08.163290,0 days 00:00:00.818996,Sigmoid,Tanh,,,83,10,15.0,,,0.0014547513440771784,2,91,0.2913844447969482,0.00012256434848816278,185.27378870366695,COMPLETE
47,0.3676306903362274,2023-09-04 18:25:08.163573,2023-09-04 18:25:08.981053,0 days 00:00:00.817480,Leaky,ReLU,ReLU,Sigmoid,65,14,18.0,9.0,20.0,0.017042709041591438,4,159,0.46045064505396927,2.617970035985767e-05,144.28184900528345,COMPLETE
48,0.3143855929374695,2023-09-04 18:25:08.981353,2023-09-04 18:25:10.718667,0 days 00:00:01.737314,ReLU,ReLU,Sigmoid,,30,8,16.0,11.0,,0.007490024095778884,3,428,0.38556214325444815,0.00038913478526686034,123.67164218425751,COMPLETE
