number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
77,0.1744348257780075,2023-08-31 22:13:58.659125,2023-08-31 22:14:32.967945,0 days 00:00:34.308820,Sigmoid,Tanh,Sigmoid,,,2,23,6.0,4.0,,,0.00276921081304437,3,80,0.7038887452128887,1.3353837206586146e-05,COMPLETE
78,0.16409088671207428,2023-08-31 22:14:32.968268,2023-08-31 22:15:17.001124,0 days 00:00:44.032856,Sigmoid,Tanh,Sigmoid,Tanh,,2,24,3.0,2.0,20.0,,0.003863731623476853,4,80,0.7587353881737233,2.283364979029649e-05,COMPLETE
79,0.16709689795970917,2023-08-31 22:15:17.001438,2023-08-31 22:15:51.026887,0 days 00:00:34.025449,Sigmoid,Tanh,Sigmoid,,,2,22,7.0,2.0,,,0.011932806990422196,3,80,0.6938987152250622,1.5791798643073713e-05,COMPLETE
80,0.2114604115486145,2023-08-31 22:15:51.027180,2023-08-31 22:16:00.553533,0 days 00:00:09.526353,Sigmoid,Tanh,Sigmoid,Sigmoid,Tanh,8,21,4.0,1.0,18.0,8.0,0.002088013029434295,5,80,0.5463382009825456,1.0003230219186306e-05,COMPLETE
81,0.15477372705936432,2023-08-31 22:16:00.553837,2023-08-31 22:16:44.711551,0 days 00:00:44.157714,Sigmoid,Tanh,Sigmoid,Tanh,,2,22,7.0,2.0,20.0,,0.003990231374583609,4,80,0.7624432994786221,2.3692146780462546e-05,COMPLETE
82,0.14156284928321838,2023-08-31 22:16:44.711855,2023-08-31 22:17:31.019693,0 days 00:00:46.307838,Sigmoid,Tanh,Sigmoid,Tanh,,2,23,8.0,2.0,19.0,,0.006112505490220436,4,80,0.7995220360731172,2.139334277269045e-05,COMPLETE
83,0.15278086066246033,2023-08-31 22:17:31.019985,2023-08-31 22:18:15.887389,0 days 00:00:44.867404,Sigmoid,Tanh,Sigmoid,Tanh,,2,23,8.0,2.0,19.0,,0.006578079628207246,4,80,0.7722573365309443,1.6634055777406128e-05,COMPLETE
84,0.15141987800598145,2023-08-31 22:18:15.887689,2023-08-31 22:19:00.894935,0 days 00:00:45.007246,Sigmoid,Leaky,Sigmoid,Tanh,,2,23,7.0,1.0,20.0,,0.008695501365260911,4,80,0.7693116083613073,2.2662827090301386e-05,COMPLETE
85,0.1664026975631714,2023-08-31 22:19:00.895232,2023-08-31 22:19:44.566640,0 days 00:00:43.671408,Sigmoid,Leaky,Sigmoid,Tanh,,2,24,8.0,1.0,19.0,,0.006729750944497822,4,80,0.7551342315762117,1.9963109340160202e-05,COMPLETE
86,0.19672133028507233,2023-08-31 22:19:44.566934,2023-08-31 22:20:24.341807,0 days 00:00:39.774873,Sigmoid,Leaky,Sigmoid,Tanh,,2,23,7.0,2.0,17.0,,0.007450286562674958,4,80,0.681103209627953,2.6792363399600542e-05,COMPLETE
87,0.1699792593717575,2023-08-31 22:20:24.342109,2023-08-31 22:20:30.495471,0 days 00:00:06.153362,Sigmoid,Leaky,Sigmoid,ReLU,,12,23,5.0,4.0,17.0,,0.008888855458538621,4,60,0.7709109574363705,1.2446633528465098e-05,COMPLETE
88,0.1537235826253891,2023-08-31 22:20:30.495768,2023-08-31 22:21:12.268159,0 days 00:00:41.772391,Sigmoid,Leaky,Sigmoid,Leaky,,2,22,7.0,1.0,21.0,,0.01340961042484843,4,80,0.7123548620933645,2.2163522097504875e-05,COMPLETE
89,0.21625569462776184,2023-08-31 22:21:12.268455,2023-08-31 22:21:52.870260,0 days 00:00:40.601805,Sigmoid,Leaky,Sigmoid,Leaky,,2,24,7.0,1.0,21.0,,0.015490598260653375,4,80,0.6991656787354618,4.5136220843740684e-05,COMPLETE
90,0.1727912724018097,2023-08-31 22:21:52.870561,2023-08-31 22:22:40.541162,0 days 00:00:47.670601,Sigmoid,Leaky,Sigmoid,Leaky,,2,22,10.0,1.0,19.0,,0.010861231343646851,4,100,0.6552878131494331,2.363697732112714e-05,COMPLETE
91,0.16157494485378265,2023-08-31 22:22:40.541458,2023-08-31 22:23:22.548119,0 days 00:00:42.006661,Sigmoid,Leaky,Sigmoid,Leaky,,2,21,6.0,3.0,21.0,,0.005851665976026103,4,80,0.7232561784440592,1.5194529674476345e-05,COMPLETE
92,0.1403321474790573,2023-08-31 22:23:22.548410,2023-08-31 22:24:07.500998,0 days 00:00:44.952588,Sigmoid,Leaky,Sigmoid,Leaky,,2,22,7.0,2.0,20.0,,0.008486958152604834,4,80,0.771075332916887,3.002222065926772e-05,COMPLETE
93,0.18182016909122467,2023-08-31 22:24:07.501284,2023-08-31 22:24:52.017596,0 days 00:00:44.516312,Sigmoid,Leaky,Sigmoid,Leaky,,2,23,8.0,2.0,20.0,,0.013374478738229622,4,80,0.7663586974678541,3.0722744981659744e-05,COMPLETE
94,0.14835502207279205,2023-08-31 22:24:52.017891,2023-08-31 22:25:36.622453,0 days 00:00:44.604562,Sigmoid,Leaky,Sigmoid,Leaky,,2,22,7.0,1.0,18.0,,0.008403692476211902,4,80,0.7698675926049512,3.6701406484135746e-05,COMPLETE
95,0.18957377970218658,2023-08-31 22:25:36.622765,2023-08-31 22:26:11.941175,0 days 00:00:35.318410,Sigmoid,Leaky,Sigmoid,Leaky,,2,24,6.0,1.0,19.0,,0.008483498513293266,4,80,0.607898902926824,3.4476645215265405e-05,COMPLETE
96,0.180083230137825,2023-08-31 22:26:11.941477,2023-08-31 22:26:32.151169,0 days 00:00:20.209692,Sigmoid,Leaky,Sigmoid,Leaky,,4,22,9.0,2.0,21.0,,0.018565880958024184,4,80,0.6812680763166923,4.0492157722480284e-05,COMPLETE
97,0.19822107255458832,2023-08-31 22:26:32.151468,2023-08-31 22:27:24.269948,0 days 00:00:52.118480,Sigmoid,Leaky,Sigmoid,Leaky,Leaky,2,23,8.0,1.0,23.0,19.0,0.009306693723794281,5,80,0.7678465425116556,2.2768405896035698e-05,COMPLETE
98,0.1811218112707138,2023-08-31 22:27:24.270251,2023-08-31 22:27:31.716406,0 days 00:00:07.446155,Sigmoid,Leaky,Sigmoid,Leaky,,12,24,4.0,2.0,20.0,,0.02577884300998042,4,80,0.7142539503933082,1.1940546604682678e-05,COMPLETE
99,0.1920747607946396,2023-08-31 22:27:31.716734,2023-08-31 22:28:09.229388,0 days 00:00:37.512654,Sigmoid,Leaky,Sigmoid,Leaky,,2,21,6.0,4.0,22.0,,0.012774160624295802,4,80,0.6454797308165191,2.875624836673887e-05,COMPLETE
100,0.2129574567079544,2023-08-31 22:28:09.229684,2023-08-31 22:28:12.800340,0 days 00:00:03.570656,Sigmoid,Leaky,Sigmoid,Leaky,,30,23,7.0,3.0,16.0,,0.010622661678304415,4,80,0.7709600105748878,7.027451697148881e-05,COMPLETE
