number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.2578706741333008,2023-09-01 14:10:11.070362,2023-09-01 14:10:14.353613,0 days 00:00:03.283251,Leaky,Leaky,Leaky,Tanh,ReLU,4,18,22.0,12.0,6.0,12.0,0.016321330925948476,5,60,0.12502844606575836,0.0012366876002606897,COMPLETE
1,0.3198430836200714,2023-09-01 14:10:14.353954,2023-09-01 14:10:15.957584,0 days 00:00:01.603630,Leaky,,,,,12,6,,,,,0.0013363212718311122,1,40,0.5926066104652103,0.00017263817553415928,COMPLETE
2,1.061000108718872,2023-09-01 14:10:15.957866,2023-09-01 14:10:17.312846,0 days 00:00:01.354980,Sigmoid,Sigmoid,,,,12,12,9.0,,,,1.0068618177899907e-05,2,80,0.1887649369025614,0.004892965617308385,COMPLETE
3,1.0115915536880493,2023-09-01 14:10:17.313136,2023-09-01 14:10:19.306245,0 days 00:00:01.993109,Leaky,Sigmoid,Tanh,Sigmoid,,16,7,11.0,1.0,8.0,,2.7940449829926106e-05,4,40,0.5214857956388866,0.003848151413995788,COMPLETE
4,1.0228325128555298,2023-09-01 14:10:19.306548,2023-09-01 14:10:25.438826,0 days 00:00:06.132278,Leaky,ReLU,Sigmoid,Tanh,,2,14,3.0,16.0,15.0,,0.0005531221714442121,4,60,0.13474201223703414,0.03791537030113318,COMPLETE
5,0.31770220398902893,2023-09-01 14:10:25.439132,2023-09-01 14:10:26.504051,0 days 00:00:01.064919,Sigmoid,ReLU,Sigmoid,,,30,11,20.0,19.0,,,0.0007803368081856943,3,80,0.26204980525707394,1.1853267052792896e-05,COMPLETE
6,1.0060477256774902,2023-09-01 14:10:26.504341,2023-09-01 14:10:29.311977,0 days 00:00:02.807636,Sigmoid,Tanh,Leaky,ReLU,,16,4,3.0,2.0,1.0,,0.008486738356044346,4,60,0.46326544057791047,0.0012276183875120316,COMPLETE
7,0.3849278390407562,2023-09-01 14:10:29.312290,2023-09-01 14:10:30.103567,0 days 00:00:00.791277,Leaky,,,,,8,6,,,,,0.00061116645466421,1,60,0.1307611185879028,0.002865830832208136,COMPLETE
8,0.6138805747032166,2023-09-01 14:10:30.103838,2023-09-01 14:10:34.300949,0 days 00:00:04.197111,ReLU,Leaky,Sigmoid,Tanh,,12,9,3.0,3.0,12.0,,3.5233084247229404e-05,4,60,0.5483487893371584,0.017089720714404108,COMPLETE
9,0.5477249622344971,2023-09-01 14:10:34.301230,2023-09-01 14:10:35.476424,0 days 00:00:01.175194,Tanh,Sigmoid,Leaky,Leaky,,30,1,2.0,23.0,13.0,,0.09148523328768256,4,40,0.5177460874743166,1.0863999586102004e-05,COMPLETE
10,1.0365287065505981,2023-09-01 14:10:35.476713,2023-09-01 14:10:41.777195,0 days 00:00:06.300482,ReLU,Leaky,ReLU,Tanh,ReLU,4,21,23.0,10.0,23.0,11.0,0.09485347107387292,5,100,0.11532837737966473,0.00029684078288936107,COMPLETE
11,0.23131822049617767,2023-09-01 14:10:41.777501,2023-09-01 14:10:47.528751,0 days 00:00:05.751250,Sigmoid,ReLU,Sigmoid,,,4,19,22.0,16.0,,,0.005114711473126023,3,80,0.2223437279066291,1.0414687270610201e-05,COMPLETE
12,0.22459790110588074,2023-09-01 14:10:47.529055,2023-09-01 14:10:52.332601,0 days 00:00:04.803546,Tanh,ReLU,Leaky,,,4,19,18.0,10.0,,,0.012234459331672306,3,80,0.18641781733804239,9.218646650025118e-05,COMPLETE
