number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
123,0.18986549973487854,2023-09-01 23:16:05.514853,2023-09-01 23:16:06.691797,0 days 00:00:01.176944,Sigmoid,30,13,0.019000875332198002,1,60,0.6146233393409857,1.2381271235019336e-05,COMPLETE
124,0.1661013960838318,2023-09-01 23:16:06.692048,2023-09-01 23:16:14.250731,0 days 00:00:07.558683,Tanh,4,14,0.010485377511815596,1,60,0.6813154918896993,6.230861536544653e-05,COMPLETE
125,0.22730045020580292,2023-09-01 23:16:14.250980,2023-09-01 23:16:22.728973,0 days 00:00:08.477993,Tanh,4,18,0.010684935563130271,1,60,0.7652976073184657,5.757895636257891e-05,COMPLETE
126,0.22747664153575897,2023-09-01 23:16:22.729226,2023-09-01 23:16:32.209839,0 days 00:00:09.480613,ReLU,4,14,0.007102414972407243,1,80,0.6417587163190054,9.341036590834353e-05,COMPLETE
127,0.1830272227525711,2023-09-01 23:16:32.210096,2023-09-01 23:16:40.407140,0 days 00:00:08.197044,Sigmoid,4,15,0.005092908504835121,1,60,0.7385071924479855,0.00019451965846445339,COMPLETE
128,0.1885213404893875,2023-09-01 23:16:40.407393,2023-09-01 23:16:48.098695,0 days 00:00:07.691302,Tanh,4,15,0.005733530638198026,1,60,0.6931672938463863,6.912692793717378e-05,COMPLETE
129,0.23419497907161713,2023-09-01 23:16:48.098947,2023-09-01 23:16:54.630082,0 days 00:00:06.531135,Sigmoid,4,17,0.0031311996811517503,1,60,0.5885566954986865,0.00011927092861762433,COMPLETE
130,0.20977544784545898,2023-09-01 23:16:54.630327,2023-09-01 23:17:03.517684,0 days 00:00:08.887357,Tanh,4,16,0.004448278003579411,1,60,0.7994291942239137,0.0001008249798616902,COMPLETE
131,0.20864902436733246,2023-09-01 23:17:03.517939,2023-09-01 23:17:11.582208,0 days 00:00:08.064269,Sigmoid,4,14,0.008425008688822365,1,60,0.7238730062847615,5.095473540141103e-05,COMPLETE
132,0.21189075708389282,2023-09-01 23:17:11.582471,2023-09-01 23:17:19.875793,0 days 00:00:08.293322,Sigmoid,4,13,0.005326195365034834,1,60,0.7455045205291219,0.0001717186114290893,COMPLETE
133,0.1935299038887024,2023-09-01 23:17:19.876046,2023-09-01 23:17:44.131473,0 days 00:00:24.255427,Sigmoid,2,15,0.013007743553678217,1,100,0.6746948966325035,3.5977029171315426e-05,COMPLETE
134,0.2285151183605194,2023-09-01 23:17:44.131719,2023-09-01 23:17:52.470711,0 days 00:00:08.338992,Sigmoid,4,12,0.01008169250981759,1,60,0.7530284912177423,7.84047534805929e-05,COMPLETE
135,0.19538266956806183,2023-09-01 23:17:52.470969,2023-09-01 23:17:54.672753,0 days 00:00:02.201784,Sigmoid,30,14,0.007588006729987709,1,100,0.6995990205754761,6.192329945365653e-05,COMPLETE
136,0.22815582156181335,2023-09-01 23:17:54.673014,2023-09-01 23:18:08.928456,0 days 00:00:14.255442,Tanh,2,20,0.013566575292323546,1,60,0.6626867185142168,0.0002833981203982043,COMPLETE
137,0.18902145326137543,2023-09-01 23:18:08.928707,2023-09-01 23:18:35.312976,0 days 00:00:26.384269,Leaky,2,14,0.0024530880684601086,1,100,0.7309842548910493,4.645577562340892e-05,COMPLETE
138,0.21733079850673676,2023-09-01 23:18:35.313221,2023-09-01 23:18:37.022754,0 days 00:00:01.709533,Sigmoid,12,13,0.02822469892096751,1,40,0.6320859705283259,3.100651148690848e-05,COMPLETE
139,0.187929168343544,2023-09-01 23:18:37.023008,2023-09-01 23:18:40.824120,0 days 00:00:03.801112,Tanh,10,15,0.010957380074890237,1,60,0.7994963269938664,4.089551462534171e-05,COMPLETE
140,0.19054318964481354,2023-09-01 23:18:40.824381,2023-09-01 23:18:44.775837,0 days 00:00:03.951456,Sigmoid,16,15,0.021323908164394986,1,100,0.762028437294135,6.133925859598739e-05,COMPLETE
141,0.18969033658504486,2023-09-01 23:18:44.776099,2023-09-01 23:18:48.753383,0 days 00:00:03.977284,Tanh,8,13,0.0162597417718782,1,60,0.6818528120628164,1.9153739815378122e-05,COMPLETE
142,0.19845905900001526,2023-09-01 23:18:48.753636,2023-09-01 23:18:52.861447,0 days 00:00:04.107811,Tanh,8,14,0.01662244248531248,1,60,0.706058884153931,1.4792815369221964e-05,COMPLETE
143,0.2120194137096405,2023-09-01 23:18:52.861701,2023-09-01 23:18:56.643659,0 days 00:00:03.781958,Tanh,8,16,0.008733183764372864,1,60,0.6507296400311531,1.0321937679387818e-05,COMPLETE
144,0.21182848513126373,2023-09-01 23:18:56.643914,2023-09-01 23:19:00.244304,0 days 00:00:03.600390,Tanh,8,14,0.036319813508848255,1,60,0.6182002752995598,2.3532914136545954e-05,COMPLETE
145,0.2179606705904007,2023-09-01 23:19:00.244558,2023-09-01 23:19:04.290944,0 days 00:00:04.046386,Tanh,4,13,0.02409161631724553,1,60,0.3637413621343927,1.0014087186604408e-05,COMPLETE
146,0.2058924436569214,2023-09-01 23:19:04.291201,2023-09-01 23:19:30.839290,0 days 00:00:26.548089,Tanh,2,14,0.013057378192679003,1,100,0.7347534291994252,1.3102460740907618e-05,COMPLETE
147,0.23358622193336487,2023-09-01 23:19:30.839551,2023-09-01 23:19:34.768386,0 days 00:00:03.928835,Sigmoid,8,15,0.006473127358885469,1,60,0.6748572357593758,8.091935709990194e-05,COMPLETE
148,0.20970562100410461,2023-09-01 23:19:34.768632,2023-09-01 23:19:36.988781,0 days 00:00:02.220149,Tanh,30,16,0.003650346086989789,1,100,0.7047852921364044,2.9568652624058062e-05,COMPLETE
149,0.20969842374324799,2023-09-01 23:19:36.989037,2023-09-01 23:19:53.341175,0 days 00:00:16.352138,Sigmoid,2,12,0.019717023221120046,1,60,0.7587452676487308,5.0485017796698626e-05,COMPLETE
150,0.19550195336341858,2023-09-01 23:19:53.341438,2023-09-01 23:19:58.358832,0 days 00:00:05.017394,Tanh,8,13,0.0051137706942587235,1,80,0.647002695587729,1.8293623673998783e-05,COMPLETE
151,0.18568682670593262,2023-09-01 23:19:58.359083,2023-09-01 23:20:13.554183,0 days 00:00:15.195100,Sigmoid,2,14,0.016719852999437075,1,60,0.7032979464140212,2.5553517691976473e-05,COMPLETE
152,0.2160571664571762,2023-09-01 23:20:13.554452,2023-09-01 23:20:29.155340,0 days 00:00:15.600888,Sigmoid,2,14,0.01513304526316338,1,60,0.7204730704480659,3.5963303784411995e-05,COMPLETE
153,0.18054135143756866,2023-09-01 23:20:29.155600,2023-09-01 23:20:43.984103,0 days 00:00:14.828503,Sigmoid,2,15,0.012051649471224946,1,60,0.6839558772614125,2.2617891884600493e-05,COMPLETE
154,0.18706494569778442,2023-09-01 23:20:43.984351,2023-09-01 23:21:00.457087,0 days 00:00:16.472736,Sigmoid,2,15,0.011609956613446281,1,60,0.762147384805537,2.735889359207481e-05,COMPLETE
155,0.20837123692035675,2023-09-01 23:21:00.457337,2023-09-01 23:21:15.454012,0 days 00:00:14.996675,Sigmoid,2,16,0.009351126858914902,1,60,0.6941521497312648,4.3699380808770886e-05,COMPLETE
156,0.20479461550712585,2023-09-01 23:21:15.454265,2023-09-01 23:21:27.852465,0 days 00:00:12.398200,Sigmoid,2,15,0.007524408279776455,1,60,0.5725389936840913,2.2850460094188253e-05,COMPLETE
157,0.19496376812458038,2023-09-01 23:21:27.852727,2023-09-01 23:21:54.266945,0 days 00:00:26.414218,Sigmoid,2,13,0.027327518482357975,1,100,0.7380853673942128,3.731435686610428e-05,COMPLETE
158,0.2175503522157669,2023-09-01 23:21:54.267194,2023-09-01 23:22:07.582705,0 days 00:00:13.315511,Sigmoid,2,14,0.011052530048893346,1,60,0.6163998209816574,5.5111473175998696e-05,COMPLETE
159,0.1939016431570053,2023-09-01 23:22:07.582970,2023-09-01 23:22:35.489747,0 days 00:00:27.906777,Sigmoid,2,15,0.014043312798470684,1,100,0.7778948764152737,0.00012621099498827466,COMPLETE
160,0.22364924848079681,2023-09-01 23:22:35.489991,2023-09-01 23:22:36.889853,0 days 00:00:01.399862,Sigmoid,10,17,0.0186534961508206,1,60,0.29047208417920484,3.199446544532798e-05,COMPLETE
161,0.18668018281459808,2023-09-01 23:22:36.890115,2023-09-01 23:22:44.307620,0 days 00:00:07.417505,Sigmoid,4,14,0.023233094907452408,1,60,0.6697998260522074,1.617610738838314e-05,COMPLETE
162,0.21585120260715485,2023-09-01 23:22:44.307879,2023-09-01 23:22:51.707562,0 days 00:00:07.399683,Sigmoid,4,14,0.03208294037715348,1,60,0.6666903245218866,1.658989496979791e-05,COMPLETE
163,0.20178751647472382,2023-09-01 23:22:51.707826,2023-09-01 23:22:59.590290,0 days 00:00:07.882464,Sigmoid,4,14,0.024294654370898023,1,60,0.7112561823655291,2.0819469578248744e-05,COMPLETE
164,0.1896599680185318,2023-09-01 23:22:59.590552,2023-09-01 23:23:06.660557,0 days 00:00:07.070005,Sigmoid,4,13,0.0464667646999283,1,60,0.639956241907635,2.6934135902916328e-05,COMPLETE
165,0.2111506462097168,2023-09-01 23:23:06.660814,2023-09-01 23:23:14.271148,0 days 00:00:07.610334,Sigmoid,4,15,0.020681128807793388,1,60,0.6860158768859643,0.00015794907867373346,COMPLETE
166,0.22418181598186493,2023-09-01 23:23:14.271406,2023-09-01 23:23:25.779866,0 days 00:00:11.508460,ReLU,2,12,0.009107804880494366,1,40,0.7985266129021538,1.5450082721445893e-05,COMPLETE
167,0.20512427389621735,2023-09-01 23:23:25.780133,2023-09-01 23:23:34.747191,0 days 00:00:08.967058,Sigmoid,4,15,0.01314470741334561,1,100,0.48433468540779084,6.609234667384816e-05,COMPLETE
168,0.17497794330120087,2023-09-01 23:23:34.747447,2023-09-01 23:23:50.788143,0 days 00:00:16.040696,Sigmoid,2,14,0.016884225461874226,1,60,0.7399313842096663,4.522707839494783e-05,COMPLETE
169,0.19804786145687103,2023-09-01 23:23:50.788407,2023-09-01 23:24:06.635247,0 days 00:00:15.846840,Sigmoid,2,16,0.017223946420368803,1,60,0.7373831055661596,4.5093363984367715e-05,COMPLETE
170,0.17862491309642792,2023-09-01 23:24:06.635505,2023-09-01 23:24:34.108560,0 days 00:00:27.473055,Sigmoid,2,13,0.010593515073566186,1,100,0.7655347029737648,9.30670114133474e-05,COMPLETE
171,0.20538590848445892,2023-09-01 23:24:34.108817,2023-09-01 23:25:01.645480,0 days 00:00:27.536663,Sigmoid,2,13,0.011137190936738537,1,100,0.7670563213927087,8.455473571004519e-05,COMPLETE
172,0.1906125396490097,2023-09-01 23:25:01.645749,2023-09-01 23:25:27.676779,0 days 00:00:26.031030,Sigmoid,2,13,0.014732422276465242,1,100,0.7254550864125541,9.022969184746237e-05,COMPLETE
173,0.18814249336719513,2023-09-01 23:25:27.677034,2023-09-01 23:25:54.967991,0 days 00:00:27.290957,Sigmoid,2,12,0.006623538887430708,1,100,0.7633659314027489,5.361026412456616e-05,COMPLETE
174,0.22338871657848358,2023-09-01 23:25:54.968250,2023-09-01 23:26:20.337213,0 days 00:00:25.368963,Sigmoid,2,14,0.0083397964439541,1,100,0.7047616937193139,0.00010633485341274159,COMPLETE
175,0.23374655842781067,2023-09-01 23:26:20.337473,2023-09-01 23:26:29.148917,0 days 00:00:08.811444,Sigmoid,2,13,0.010293114018377923,1,100,0.2456523039895583,6.976923514446373e-05,COMPLETE
176,0.23114261031150818,2023-09-01 23:26:29.149174,2023-09-01 23:26:46.334855,0 days 00:00:17.185681,Leaky,2,14,0.012617535630672437,1,60,0.7990643601675766,3.8297577317301775e-05,COMPLETE
177,0.21460700035095215,2023-09-01 23:26:46.335115,2023-09-01 23:27:12.734937,0 days 00:00:26.399822,Sigmoid,2,13,0.004329068935242339,1,100,0.73805136912151,6.0162951719398214e-05,COMPLETE
178,0.24877238273620605,2023-09-01 23:27:12.735191,2023-09-01 23:27:14.074956,0 days 00:00:01.339765,Sigmoid,30,15,0.03948004981201148,1,60,0.7018660976257978,0.0010773638051514885,COMPLETE
179,0.2227303832769394,2023-09-01 23:27:14.075205,2023-09-01 23:27:30.155309,0 days 00:00:16.080104,Sigmoid,2,14,0.01737753451810304,1,60,0.7477239215530797,0.00019119891186991232,COMPLETE
180,0.2163531333208084,2023-09-01 23:27:30.155564,2023-09-01 23:27:35.409657,0 days 00:00:05.254093,Sigmoid,10,15,0.005639429921443102,1,100,0.6678726639876882,0.00012723106172956024,COMPLETE
181,0.20990467071533203,2023-09-01 23:27:35.409904,2023-09-01 23:27:42.718091,0 days 00:00:07.308187,Sigmoid,4,14,0.022734450482089302,1,60,0.6626716965578636,4.857326772383912e-05,COMPLETE
182,0.2160981297492981,2023-09-01 23:27:42.718350,2023-09-01 23:27:58.058943,0 days 00:00:15.340593,Sigmoid,2,14,0.03008042028997637,1,60,0.7120491816861338,1.1880256112486282e-05,COMPLETE
183,0.20073886215686798,2023-09-01 23:27:58.059207,2023-09-01 23:28:01.144662,0 days 00:00:03.085455,Sigmoid,12,14,0.020435066666986176,1,60,0.7668804375510895,3.1364404974880934e-05,COMPLETE
184,0.19851499795913696,2023-09-01 23:28:01.144915,2023-09-01 23:28:08.691067,0 days 00:00:07.546152,Sigmoid,4,13,0.014136282505963821,1,60,0.6856645904798074,2.363649421929603e-05,COMPLETE
185,0.2987596392631531,2023-09-01 23:28:08.691324,2023-09-01 23:28:10.120999,0 days 00:00:01.429675,Sigmoid,16,3,0.00783899446922036,1,60,0.45662180563440324,1.8637356112134553e-05,COMPLETE
186,0.23054322600364685,2023-09-01 23:28:10.121250,2023-09-01 23:28:23.131902,0 days 00:00:13.010652,Tanh,2,15,0.026380040933023936,1,60,0.5983851235842111,4.072966149858332e-05,COMPLETE
187,0.27703621983528137,2023-09-01 23:28:23.132164,2023-09-01 23:28:46.280884,0 days 00:00:23.148720,Sigmoid,2,12,0.016750174262461684,1,100,0.645808025196172,0.002718171957434083,COMPLETE
188,0.1942409723997116,2023-09-01 23:28:46.281137,2023-09-01 23:28:49.534072,0 days 00:00:03.252935,Tanh,8,23,0.010068265278155138,1,80,0.41909253915404915,6.790314937763865e-05,COMPLETE
189,0.21755175292491913,2023-09-01 23:28:49.534334,2023-09-01 23:28:50.561627,0 days 00:00:01.027293,Sigmoid,30,16,0.012077073304389738,1,60,0.5395458433320383,9.829410710022533e-05,COMPLETE
190,0.21653994917869568,2023-09-01 23:28:50.561884,2023-09-01 23:28:58.508026,0 days 00:00:07.946142,Sigmoid,4,13,0.05582642258995363,1,60,0.7210832751370129,0.0002701841217514915,COMPLETE
191,0.19912472367286682,2023-09-01 23:28:58.508285,2023-09-01 23:29:02.431524,0 days 00:00:03.923239,Tanh,8,14,0.015793319100418153,1,60,0.6766263986589988,1.2033668545114522e-05,COMPLETE
192,0.2061379998922348,2023-09-01 23:29:02.431786,2023-09-01 23:29:06.713695,0 days 00:00:04.281909,Tanh,8,14,0.017526033285914854,1,60,0.7399781961254401,1.4180469503691187e-05,COMPLETE
193,0.20507466793060303,2023-09-01 23:29:06.713950,2023-09-01 23:29:10.715000,0 days 00:00:04.001050,Tanh,8,15,0.023964858794126374,1,60,0.6923078952771549,1.3971124564011692e-05,COMPLETE
194,0.19880977272987366,2023-09-01 23:29:10.715259,2023-09-01 23:29:14.373856,0 days 00:00:03.658597,Tanh,8,13,0.019589799314325595,1,60,0.6306617530017393,1.814078516753778e-05,COMPLETE
195,0.1872261017560959,2023-09-01 23:29:14.374110,2023-09-01 23:29:30.752645,0 days 00:00:16.378535,Tanh,2,15,0.012374178647318346,1,60,0.7599833282788326,3.411489789092529e-05,COMPLETE
196,0.2141292691230774,2023-09-01 23:29:30.752898,2023-09-01 23:29:37.122346,0 days 00:00:06.369448,Tanh,8,14,0.03379104647897433,1,100,0.6610569272624113,5.027101873128023e-05,COMPLETE
197,0.22123822569847107,2023-09-01 23:29:37.122613,2023-09-01 23:29:40.520208,0 days 00:00:03.397595,ReLU,10,14,0.009446326415508511,1,60,0.7164614498901178,1.2149284023154176e-05,COMPLETE
198,0.1884121298789978,2023-09-01 23:29:40.520462,2023-09-01 23:30:09.043537,0 days 00:00:28.523075,Sigmoid,2,13,0.015031054226665267,1,100,0.7981324438208796,0.0005346809730193843,COMPLETE
199,0.22828219830989838,2023-09-01 23:30:09.043786,2023-09-01 23:30:14.088317,0 days 00:00:05.044531,Sigmoid,4,15,0.006949570297914538,1,40,0.6859073768646569,1.0076025566215818e-05,COMPLETE
200,0.19947549700737,2023-09-01 23:30:14.088584,2023-09-01 23:30:29.830456,0 days 00:00:15.741872,Tanh,2,14,0.022352788753739066,1,60,0.7356479668208394,2.4978565158169596e-05,COMPLETE
201,0.18991605937480927,2023-09-01 23:30:29.830727,2023-09-01 23:30:46.139818,0 days 00:00:16.309091,Sigmoid,2,15,0.011672864671119316,1,60,0.7572752186709262,2.8046730132133524e-05,COMPLETE
202,0.22125838696956635,2023-09-01 23:30:46.140074,2023-09-01 23:31:02.722922,0 days 00:00:16.582848,Sigmoid,2,16,0.0028041067800018494,1,60,0.773754553685285,1.9970342148658937e-05,COMPLETE
203,0.18675704300403595,2023-09-01 23:31:02.723177,2023-09-01 23:31:18.094131,0 days 00:00:15.370954,Sigmoid,2,15,0.011035768653254372,1,60,0.717512335170971,4.40851834506103e-05,COMPLETE
204,0.20580455660820007,2023-09-01 23:31:18.094389,2023-09-01 23:31:33.358176,0 days 00:00:15.263787,Sigmoid,2,13,0.008727915445663502,1,60,0.7116908674274566,4.143630212868334e-05,COMPLETE
205,0.18037855625152588,2023-09-01 23:31:33.358436,2023-09-01 23:31:47.394057,0 days 00:00:14.035621,Sigmoid,2,14,0.015027686743729075,1,60,0.6534885716023247,5.2937293940723024e-05,COMPLETE
206,0.21813152730464935,2023-09-01 23:31:47.394329,2023-09-01 23:31:58.251099,0 days 00:00:10.856770,Sigmoid,2,14,0.013694470446897653,1,60,0.5046693704128274,5.9308841450807376e-05,COMPLETE
207,0.19860532879829407,2023-09-01 23:31:58.251367,2023-09-01 23:32:21.679844,0 days 00:00:23.428477,Sigmoid,2,15,0.010778665513631656,1,100,0.6544300061098319,7.623982523968736e-05,COMPLETE
208,0.20351473987102509,2023-09-01 23:32:21.680108,2023-09-01 23:32:35.182717,0 days 00:00:13.502609,Sigmoid,2,14,0.004901245865868848,1,60,0.6284989945742843,4.552527393148874e-05,COMPLETE
209,0.19252659380435944,2023-09-01 23:32:35.182990,2023-09-01 23:32:50.101022,0 days 00:00:14.918032,Sigmoid,2,16,0.019167330447823542,1,60,0.6961589968647541,5.0868570186250396e-05,COMPLETE
210,0.20312994718551636,2023-09-01 23:32:50.101301,2023-09-01 23:33:11.433429,0 days 00:00:21.332128,Sigmoid,2,13,0.01475560621172798,1,100,0.5943378671435028,3.3371247415002476e-05,COMPLETE
211,0.2795262038707733,2023-09-01 23:33:11.433726,2023-09-01 23:33:15.330549,0 days 00:00:03.896823,Sigmoid,8,14,0.000964008676808195,1,60,0.6754822692571318,6.148886601349139e-05,COMPLETE
212,0.24417723715305328,2023-09-01 23:33:15.330805,2023-09-01 23:33:23.393028,0 days 00:00:08.062223,Leaky,4,14,0.016857833984053543,1,60,0.7307285709122215,0.0001408175280985077,COMPLETE
213,0.20602644979953766,2023-09-01 23:33:23.393288,2023-09-01 23:33:38.580559,0 days 00:00:15.187271,Sigmoid,2,15,0.026605433089219137,1,60,0.7011590373659292,3.880889672078422e-05,COMPLETE
214,0.20557653903961182,2023-09-01 23:33:38.580826,2023-09-01 23:33:39.832960,0 days 00:00:01.252134,Tanh,30,14,0.00964435161887515,1,60,0.6521652521368813,5.4825791293518514e-05,COMPLETE
215,0.21781577169895172,2023-09-01 23:33:39.833231,2023-09-01 23:33:44.117408,0 days 00:00:04.284177,Sigmoid,8,12,0.012501911094089714,1,60,0.7407093204016229,7.851425829961403e-05,COMPLETE
216,0.20097032189369202,2023-09-01 23:33:44.117664,2023-09-01 23:33:57.367143,0 days 00:00:13.249479,Sigmoid,2,13,0.007944834898370725,1,60,0.6167798409856581,1.5686915901527024e-05,COMPLETE
217,0.20647001266479492,2023-09-01 23:33:57.367425,2023-09-01 23:34:11.434708,0 days 00:00:14.067283,Tanh,4,15,0.02152397298374442,1,100,0.7698852970625811,4.3652068990912695e-05,COMPLETE
218,0.20589035749435425,2023-09-01 23:34:11.434971,2023-09-01 23:34:14.155518,0 days 00:00:02.720547,Sigmoid,12,14,0.014369296508053074,1,60,0.6780745632931616,0.0002290709067436939,COMPLETE
219,0.2010965347290039,2023-09-01 23:34:14.155780,2023-09-01 23:34:29.662702,0 days 00:00:15.506922,Sigmoid,2,19,0.018015245106629052,1,60,0.7197415620222368,0.00010956595305067203,COMPLETE
220,0.19323648512363434,2023-09-01 23:34:29.662965,2023-09-01 23:34:34.115358,0 days 00:00:04.452393,Tanh,10,13,0.0067800352628908985,1,100,0.5670740181352043,3.3735745147442055e-05,COMPLETE
221,0.20984038710594177,2023-09-01 23:34:34.115613,2023-09-01 23:34:50.721583,0 days 00:00:16.605970,Sigmoid,2,15,0.011039175845539553,1,60,0.7720082605974924,2.7999224874600705e-05,COMPLETE
222,0.27054262161254883,2023-09-01 23:34:50.721845,2023-09-01 23:34:53.227157,0 days 00:00:02.505312,Sigmoid,2,16,0.012355389628059833,1,60,0.11591978323971314,2.0619008566429498e-05,COMPLETE
223,0.19626058638095856,2023-09-01 23:34:53.227418,2023-09-01 23:35:09.380399,0 days 00:00:16.152981,Sigmoid,2,15,0.010294526973916047,1,60,0.7494239996595732,2.5610481885273198e-05,COMPLETE
224,0.2212875336408615,2023-09-01 23:35:09.380665,2023-09-01 23:35:24.650721,0 days 00:00:15.270056,Sigmoid,2,15,0.014979863826776012,1,60,0.708289373747102,3.9078230271241204e-05,COMPLETE
225,0.215907484292984,2023-09-01 23:35:24.651022,2023-09-01 23:35:27.139911,0 days 00:00:02.488889,Sigmoid,16,14,0.03094738879146442,1,60,0.797011034932633,6.688930495700431e-05,COMPLETE
226,0.3562396466732025,2023-09-01 23:35:27.140172,2023-09-01 23:35:34.381355,0 days 00:00:07.241183,Sigmoid,2,15,0.00019617001191755412,1,60,0.33690262101880947,4.929869492449434e-05,COMPLETE
227,0.22966031730175018,2023-09-01 23:35:34.381623,2023-09-01 23:35:38.624509,0 days 00:00:04.242886,Sigmoid,8,14,0.012303190718226843,1,60,0.7378937729508009,2.9851888390373608e-05,COMPLETE
228,0.2086198478937149,2023-09-01 23:35:38.624767,2023-09-01 23:35:58.211010,0 days 00:00:19.586243,Tanh,2,13,0.0056585985445339266,1,80,0.6812941337939232,1.3221717805514097e-05,COMPLETE
229,0.22717058658599854,2023-09-01 23:35:58.211290,2023-09-01 23:36:12.273439,0 days 00:00:14.062149,Sigmoid,4,14,0.003802121611608133,1,100,0.7655198987463826,2.30937741638219e-05,COMPLETE
230,0.21836669743061066,2023-09-01 23:36:12.273697,2023-09-01 23:36:26.230062,0 days 00:00:13.956365,Sigmoid,2,14,0.008079409086506681,1,60,0.6472646741565911,0.00015017683964958756,COMPLETE
231,0.22145025432109833,2023-09-01 23:36:26.230326,2023-09-01 23:36:42.649628,0 days 00:00:16.419302,Tanh,2,15,0.01210189297365948,1,60,0.7633399226099838,3.628740091497151e-05,COMPLETE
232,0.2051791399717331,2023-09-01 23:36:42.649897,2023-09-01 23:36:58.305885,0 days 00:00:15.655988,Tanh,2,15,0.01682879165678725,1,60,0.7270648252641001,3.283898374079364e-05,COMPLETE
233,0.20592977106571198,2023-09-01 23:36:58.306160,2023-09-01 23:37:14.859774,0 days 00:00:16.553614,Tanh,2,15,0.002033578502665361,1,60,0.7676911989538103,4.605988163185746e-05,COMPLETE
234,0.2100294828414917,2023-09-01 23:37:14.860068,2023-09-01 23:37:30.043052,0 days 00:00:15.182984,Tanh,2,16,0.009678901318144974,1,60,0.7048230185210451,5.5962680060045994e-05,COMPLETE
235,0.2271350622177124,2023-09-01 23:37:30.043336,2023-09-01 23:37:34.655411,0 days 00:00:04.612075,Tanh,8,14,0.001464733888090403,1,60,0.7990359770902586,0.00020106874573850024,COMPLETE
236,0.22124668955802917,2023-09-01 23:37:34.655661,2023-09-01 23:38:01.323590,0 days 00:00:26.667929,Tanh,2,17,0.013601158142398347,1,100,0.7440831169378367,1.0082756744563039e-05,COMPLETE
237,0.27642467617988586,2023-09-01 23:38:01.323857,2023-09-01 23:38:15.925456,0 days 00:00:14.601599,ReLU,2,13,0.020041282579324332,1,60,0.674954266493406,3.0246839047540466e-05,COMPLETE
238,0.2444177120923996,2023-09-01 23:38:15.925727,2023-09-01 23:38:17.276930,0 days 00:00:01.351203,Sigmoid,30,16,0.011612221652050116,1,60,0.709551356305357,7.33090067407756e-05,COMPLETE
239,0.20991747081279755,2023-09-01 23:38:17.277199,2023-09-01 23:38:22.771734,0 days 00:00:05.494535,Tanh,4,15,0.025992901630405345,1,40,0.7458321168245524,1.6082094068392198e-05,COMPLETE
240,0.19535857439041138,2023-09-01 23:38:22.771997,2023-09-01 23:38:29.355616,0 days 00:00:06.583619,Sigmoid,8,14,0.01695901104898564,1,100,0.6893283359568271,3.73533939468637e-05,COMPLETE
241,0.21012887358665466,2023-09-01 23:38:29.355892,2023-09-01 23:38:37.666949,0 days 00:00:08.311057,Sigmoid,2,14,0.01436644028336524,1,60,0.38477081089939147,2.5587521232381408e-05,COMPLETE
242,0.1905355602502823,2023-09-01 23:38:37.667212,2023-09-01 23:38:53.133102,0 days 00:00:15.465890,Sigmoid,2,14,0.016134133655195497,1,60,0.7163246723562225,2.1002045414993807e-05,COMPLETE
243,0.20084168016910553,2023-09-01 23:38:53.133375,2023-09-01 23:39:07.441911,0 days 00:00:14.308536,Sigmoid,2,13,0.02301222385239694,1,60,0.6653061526510604,2.737148997599824e-05,COMPLETE
244,0.16619350016117096,2023-09-01 23:39:07.442193,2023-09-01 23:39:24.090902,0 days 00:00:16.648709,Sigmoid,2,15,0.010263149153920419,1,60,0.7731377972409298,9.480355187320541e-05,COMPLETE
245,0.1950339376926422,2023-09-01 23:39:24.091203,2023-09-01 23:39:40.700166,0 days 00:00:16.608963,Sigmoid,2,15,0.00895285150543142,1,60,0.7715699332461314,5.9932179736850696e-05,COMPLETE
246,0.1856931895017624,2023-09-01 23:39:40.700467,2023-09-01 23:39:56.819847,0 days 00:00:16.119380,Sigmoid,2,15,0.011066932122982627,1,60,0.7457491162099293,8.605940386937869e-05,COMPLETE
247,0.26192033290863037,2023-09-01 23:39:56.820134,2023-09-01 23:39:57.976036,0 days 00:00:01.155902,Sigmoid,10,15,0.010400391492287999,1,60,0.2366941684637231,8.756279621119401e-05,COMPLETE
248,0.1771892011165619,2023-09-01 23:39:57.976304,2023-09-01 23:40:13.795430,0 days 00:00:15.819126,Sigmoid,2,14,0.006966548629146897,1,60,0.7318621217049963,0.00011223179621576817,COMPLETE
249,0.20631079375743866,2023-09-01 23:40:13.795715,2023-09-01 23:40:36.650158,0 days 00:00:22.854443,Sigmoid,2,13,0.006058553933837224,1,100,0.6363754749787491,0.00010042569978478111,COMPLETE
250,0.2343171089887619,2023-09-01 23:40:36.650454,2023-09-01 23:40:40.749732,0 days 00:00:04.099278,Sigmoid,8,14,0.038395729728932855,1,60,0.7099448403655672,0.00011840965419273256,COMPLETE
251,0.2296021729707718,2023-09-01 23:40:40.749988,2023-09-01 23:40:45.589301,0 days 00:00:04.839313,Sigmoid,4,14,0.006817810027215294,1,60,0.43825527385113094,9.06331205729025e-05,COMPLETE
252,0.19613638520240784,2023-09-01 23:40:45.589557,2023-09-01 23:41:11.658906,0 days 00:00:26.069349,Sigmoid,2,12,0.00757890447570573,1,100,0.7299554607631922,7.722952905473182e-05,COMPLETE
