number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
253,0.22912298142910004,2023-09-01 23:41:11.659180,2023-09-01 23:41:18.575741,0 days 00:00:06.916561,Sigmoid,2,13,0.004423539552122879,1,60,0.32150428002388676,0.00011803507673732429,COMPLETE
254,0.21916010975837708,2023-09-01 23:41:18.576003,2023-09-01 23:41:22.534573,0 days 00:00:03.958570,Leaky,8,14,0.00884613531657078,1,60,0.6892987932186191,0.00030632432967361953,COMPLETE
255,0.19343158602714539,2023-09-01 23:41:22.534836,2023-09-01 23:41:36.105051,0 days 00:00:13.570215,Sigmoid,4,13,0.005891488223965996,1,100,0.7370092072308927,9.352525649322691e-05,COMPLETE
256,0.168548583984375,2023-09-01 23:41:36.105319,2023-09-01 23:41:53.290710,0 days 00:00:17.185391,Sigmoid,2,16,0.0033208976743036387,1,60,0.798773728783615,6.426780766308921e-05,COMPLETE
257,0.2104129046201706,2023-09-01 23:41:53.290989,2023-09-01 23:42:10.153503,0 days 00:00:16.862514,Sigmoid,2,16,0.004481263009913543,1,60,0.7820121223190586,7.196900711044697e-05,COMPLETE
258,0.2209140658378601,2023-09-01 23:42:10.153800,2023-09-01 23:42:27.396967,0 days 00:00:17.243167,Sigmoid,2,17,0.007496706761965695,1,60,0.7981838648026004,0.00018130937525434585,COMPLETE
259,0.21083906292915344,2023-09-01 23:42:27.397239,2023-09-01 23:42:54.135079,0 days 00:00:26.737840,Sigmoid,2,16,0.0031374985523929047,1,100,0.7491846239691247,6.389647933564298e-05,COMPLETE
260,0.22444716095924377,2023-09-01 23:42:54.135383,2023-09-01 23:43:10.963188,0 days 00:00:16.827805,Sigmoid,2,16,0.0051472107181555204,1,60,0.7775796190949302,0.0001486726791534452,COMPLETE
261,0.19995693862438202,2023-09-01 23:43:10.963472,2023-09-01 23:43:33.912412,0 days 00:00:22.948940,Sigmoid,2,15,0.009703119825894732,1,80,0.7991380090043936,5.474584179049725e-05,COMPLETE
262,0.2197073996067047,2023-09-01 23:43:33.912692,2023-09-01 23:43:34.849568,0 days 00:00:00.936876,Sigmoid,30,18,0.00792673738541052,1,60,0.48708166892354515,0.00011635463866035203,COMPLETE
263,0.23676833510398865,2023-09-01 23:43:34.849832,2023-09-01 23:43:37.787868,0 days 00:00:02.938036,Sigmoid,12,15,0.006553142679134293,1,60,0.7330950248704298,8.438910353782131e-05,COMPLETE
264,0.19241689145565033,2023-09-01 23:43:37.788127,2023-09-01 23:43:59.696800,0 days 00:00:21.908673,Sigmoid,2,15,0.0036815402227656567,1,100,0.6094166418894044,5.201943638460071e-05,COMPLETE
265,0.2584749162197113,2023-09-01 23:43:59.697085,2023-09-01 23:44:03.121997,0 days 00:00:03.424912,Sigmoid,2,16,0.010914046728246477,1,60,0.15825813571631847,6.746557679902629e-05,COMPLETE
266,0.21148137748241425,2023-09-01 23:44:03.122262,2023-09-01 23:44:05.598527,0 days 00:00:02.476265,Sigmoid,10,17,0.005289454199567445,1,60,0.5215808774840395,4.4437507303606216e-05,COMPLETE
267,0.21136346459388733,2023-09-01 23:44:05.598795,2023-09-01 23:44:09.216925,0 days 00:00:03.618130,Sigmoid,16,14,0.012770670261707372,1,100,0.7000373865679322,0.00010105686503441404,COMPLETE
268,0.19446031749248505,2023-09-01 23:44:09.217208,2023-09-01 23:44:16.417430,0 days 00:00:07.200222,Sigmoid,4,13,0.008968275685384976,1,60,0.6524236897941582,0.00013525250371313258,COMPLETE
269,0.1994461715221405,2023-09-01 23:44:16.417694,2023-09-01 23:44:32.145359,0 days 00:00:15.727665,Sigmoid,2,15,0.020068357490514818,1,60,0.7271268195159054,7.717510480754275e-05,COMPLETE
270,0.32930541038513184,2023-09-01 23:44:32.145634,2023-09-01 23:44:59.391214,0 days 00:00:27.245580,Sigmoid,2,14,0.002371097465498289,1,100,0.759813738152324,0.008117443686856901,COMPLETE
271,0.3160408139228821,2023-09-01 23:44:59.391489,2023-09-01 23:45:13.845092,0 days 00:00:14.453603,ReLU,2,15,1.931132229802389e-05,1,60,0.6702798156385965,4.587951672386757e-05,COMPLETE
272,0.21973752975463867,2023-09-01 23:45:13.845391,2023-09-01 23:45:19.008603,0 days 00:00:05.163212,Sigmoid,4,14,0.03023244643883823,1,40,0.7033878806329864,6.034644433721018e-05,COMPLETE
273,0.23533333837985992,2023-09-01 23:45:19.008888,2023-09-01 23:45:30.625916,0 days 00:00:11.617028,Sigmoid,2,16,0.04473045224246664,1,60,0.5413893978947341,9.190661900237023e-05,COMPLETE
274,0.2083214968442917,2023-09-01 23:45:30.626197,2023-09-01 23:45:57.232732,0 days 00:00:26.606535,Sigmoid,2,13,0.014306705390792042,1,100,0.7473282479828801,4.9761787946718506e-05,COMPLETE
275,0.2767641842365265,2023-09-01 23:45:57.233028,2023-09-01 23:45:57.791820,0 days 00:00:00.558792,Sigmoid,30,14,0.006491476665819012,1,60,0.28431580371909787,0.0001682627676058238,COMPLETE
276,0.2089361846446991,2023-09-01 23:45:57.792077,2023-09-01 23:46:14.920364,0 days 00:00:17.128287,Sigmoid,2,12,0.010435335862866511,1,60,0.7999675143067126,7.005545825221328e-05,COMPLETE
277,0.22980262339115143,2023-09-01 23:46:14.920651,2023-09-01 23:46:19.998772,0 days 00:00:05.078121,Leaky,4,15,0.003078899144813105,1,60,0.45525704279302737,4.3494901866785564e-05,COMPLETE
278,0.20747970044612885,2023-09-01 23:46:19.999051,2023-09-01 23:46:32.983356,0 days 00:00:12.984305,Sigmoid,2,17,0.018770215000748294,1,100,0.36212275444452835,0.00012738880659300545,COMPLETE
279,0.19540956616401672,2023-09-01 23:46:32.983626,2023-09-01 23:46:46.567489,0 days 00:00:13.583863,Sigmoid,2,14,0.013813206280843019,1,60,0.6296920042316663,5.894818180130286e-05,COMPLETE
280,0.1960434913635254,2023-09-01 23:46:46.567763,2023-09-01 23:46:49.991696,0 days 00:00:03.423933,Sigmoid,10,16,0.008111027638604641,1,60,0.7247058418066304,3.642736466744338e-05,COMPLETE
281,0.1924208253622055,2023-09-01 23:46:49.991957,2023-09-01 23:47:10.866954,0 days 00:00:20.874997,Sigmoid,2,13,0.004091693549456189,1,100,0.5819994968537274,0.00010676183003336256,COMPLETE
282,0.26462697982788086,2023-09-01 23:47:10.867229,2023-09-01 23:47:13.362182,0 days 00:00:02.494953,Sigmoid,4,7,0.011673884735255212,1,60,0.22602887040127626,8.218596006395e-05,COMPLETE
283,0.24040170013904572,2023-09-01 23:47:13.362458,2023-09-01 23:47:28.066702,0 days 00:00:14.704244,Sigmoid,2,15,0.02177285412253934,1,60,0.6809870619355495,0.0005800297585267308,COMPLETE
284,0.23740185797214508,2023-09-01 23:47:28.066980,2023-09-01 23:47:50.077873,0 days 00:00:22.010893,Tanh,2,14,0.02817643472774346,1,80,0.7657733133269506,0.000342235783036756,COMPLETE
285,0.20519304275512695,2023-09-01 23:47:50.078172,2023-09-01 23:48:04.413686,0 days 00:00:14.335514,Sigmoid,2,14,0.005590278809688776,1,60,0.66246193649298,0.00037571328166667703,COMPLETE
286,0.32249340415000916,2023-09-01 23:48:04.413960,2023-09-01 23:48:11.232168,0 days 00:00:06.818208,Sigmoid,8,13,0.0005263436091956298,1,100,0.7067265469202972,1.6978383270306774e-05,COMPLETE
287,0.20573823153972626,2023-09-01 23:48:11.232449,2023-09-01 23:48:16.520893,0 days 00:00:05.288444,Tanh,4,15,0.016417443478070733,1,60,0.4762983768495435,1.3468009142298916e-05,COMPLETE
288,0.2298468053340912,2023-09-01 23:48:16.521167,2023-09-01 23:48:19.534508,0 days 00:00:03.013341,Sigmoid,12,12,0.06793784853252811,1,60,0.7502882601583646,5.529999946687026e-05,COMPLETE
289,0.20469097793102264,2023-09-01 23:48:19.534776,2023-09-01 23:48:33.729659,0 days 00:00:14.194883,Sigmoid,2,15,0.009585216158668794,1,100,0.395005399280052,4.237729076932993e-05,COMPLETE
290,0.2792527377605438,2023-09-01 23:48:33.729934,2023-09-01 23:48:50.440867,0 days 00:00:16.710933,ReLU,2,13,0.024016526465025657,1,60,0.7733014866006982,0.00010438365882861474,COMPLETE
291,0.22874823212623596,2023-09-01 23:48:50.441150,2023-09-01 23:48:51.808730,0 days 00:00:01.367580,Sigmoid,30,14,0.00731765966778965,1,60,0.7220598525448666,0.00017087676286601654,COMPLETE
292,0.28204649686813354,2023-09-01 23:48:51.808990,2023-09-01 23:48:58.423444,0 days 00:00:06.614454,Tanh,8,16,0.09939707243822826,1,100,0.6879512631434619,1.127611031177476e-05,COMPLETE
293,0.2255658209323883,2023-09-01 23:48:58.423717,2023-09-01 23:48:59.269638,0 days 00:00:00.845921,Sigmoid,16,14,0.012767186442665642,1,60,0.26220844866193355,6.789930325273089e-05,COMPLETE
294,0.21599869430065155,2023-09-01 23:48:59.269903,2023-09-01 23:49:13.098789,0 days 00:00:13.828886,Sigmoid,2,15,0.015488828968773943,1,60,0.6416323431852166,5.168007776813222e-05,COMPLETE
295,0.22783732414245605,2023-09-01 23:49:13.099076,2023-09-01 23:49:14.490361,0 days 00:00:01.391285,Tanh,10,13,0.03796345745127833,1,40,0.4375428519400208,1.9624301525741387e-05,COMPLETE
296,0.20726525783538818,2023-09-01 23:49:14.490629,2023-09-01 23:49:27.534025,0 days 00:00:13.043396,Sigmoid,2,17,0.010500134322459193,1,60,0.6057911316774873,0.00043370864094318767,COMPLETE
297,0.18780569732189178,2023-09-01 23:49:27.534302,2023-09-01 23:49:41.203974,0 days 00:00:13.669672,Sigmoid,4,14,0.00860397172805538,1,100,0.740240249942035,0.00021768316857311302,COMPLETE
298,0.22417548298835754,2023-09-01 23:49:41.204243,2023-09-01 23:49:50.191353,0 days 00:00:08.987110,Sigmoid,2,16,0.018004727683030162,1,60,0.41736993043227416,3.7096230662965845e-05,COMPLETE
299,0.22082659602165222,2023-09-01 23:49:50.191632,2023-09-01 23:49:54.668790,0 days 00:00:04.477158,Leaky,8,15,0.001908378440729942,1,60,0.7710061653557295,0.0009898646386635238,COMPLETE
300,0.1943548619747162,2023-09-01 23:49:54.669061,2023-09-01 23:50:19.681999,0 days 00:00:25.012938,Tanh,2,13,0.003392544623910361,1,100,0.6943838960987332,7.151392223560791e-05,COMPLETE
301,0.2274581342935562,2023-09-01 23:50:19.682286,2023-09-01 23:50:34.076147,0 days 00:00:14.393861,Sigmoid,2,15,0.004577645295554857,1,60,0.6618082965087843,0.00021808949191297658,COMPLETE
302,0.22739958763122559,2023-09-01 23:50:34.076426,2023-09-01 23:50:37.518081,0 days 00:00:03.441655,Sigmoid,4,14,0.03256169969889365,1,60,0.3105231620175607,8.687044605977542e-05,COMPLETE
303,0.40006962418556213,2023-09-01 23:50:37.518357,2023-09-01 23:51:03.574660,0 days 00:00:26.056303,Sigmoid,2,14,0.006098423090008289,1,100,0.7222318965538509,0.08426830634065206,COMPLETE
304,0.23043690621852875,2023-09-01 23:51:03.574941,2023-09-01 23:51:07.944502,0 days 00:00:04.369561,Tanh,8,13,0.0027639345461372934,1,60,0.7562157734170357,3.1707245651421425e-05,COMPLETE
305,0.2012619972229004,2023-09-01 23:51:07.944774,2023-09-01 23:51:19.866109,0 days 00:00:11.921335,Sigmoid,2,12,0.01294440711537733,1,60,0.554835657769024,0.00013731273373768755,COMPLETE
306,0.24355505406856537,2023-09-01 23:51:19.866394,2023-09-01 23:51:20.317336,0 days 00:00:00.450942,Sigmoid,30,15,0.02065159213309101,1,60,0.2210691113374203,4.53174628014784e-05,COMPLETE
307,0.18507947027683258,2023-09-01 23:51:20.317613,2023-09-01 23:51:42.800000,0 days 00:00:22.482387,Sigmoid,2,16,0.011385674527076036,1,100,0.629570630089497,1.4690534806160549e-05,COMPLETE
308,0.18400965631008148,2023-09-01 23:51:42.800283,2023-09-01 23:51:54.579565,0 days 00:00:11.779282,Tanh,4,17,0.015076117947655803,1,100,0.6412032541476944,1.4511776588840637e-05,COMPLETE
309,0.19626475870609283,2023-09-01 23:51:54.579839,2023-09-01 23:52:17.071577,0 days 00:00:22.491738,Tanh,2,17,0.015808955806092616,1,100,0.6320196397519272,1.3499702959909665e-05,COMPLETE
310,0.20693260431289673,2023-09-01 23:52:17.071845,2023-09-01 23:52:21.903201,0 days 00:00:04.831356,Tanh,10,17,0.012544750715265096,1,100,0.6141575942574783,1.1907039997278362e-05,COMPLETE
311,0.1919412910938263,2023-09-01 23:52:21.903467,2023-09-01 23:52:28.130498,0 days 00:00:06.227031,Tanh,8,18,0.00931527319752678,1,100,0.6471019596162971,1.0023751191928814e-05,COMPLETE
312,0.1943969875574112,2023-09-01 23:52:28.130758,2023-09-01 23:52:49.055010,0 days 00:00:20.924252,Tanh,2,17,0.00763760337817205,1,100,0.5841465634118308,1.5079870080176492e-05,COMPLETE
313,0.24279940128326416,2023-09-01 23:52:49.055300,2023-09-01 23:52:52.756684,0 days 00:00:03.701384,Tanh,4,16,0.014663223942309891,1,100,0.20128721579290226,2.231873578372211e-05,COMPLETE
314,0.17615202069282532,2023-09-01 23:52:52.756946,2023-09-01 23:53:21.284559,0 days 00:00:28.527613,Tanh,2,16,0.011092205810095223,1,100,0.7978604937352624,1.800642443788646e-05,COMPLETE
315,0.21187689900398254,2023-09-01 23:53:21.284849,2023-09-01 23:53:49.779051,0 days 00:00:28.494202,Tanh,2,17,0.0010009877654226778,1,100,0.7935228172619229,1.736236305146008e-05,COMPLETE
316,0.214262917637825,2023-09-01 23:53:49.779330,2023-09-01 23:53:53.270737,0 days 00:00:03.491407,Tanh,8,18,0.01431420487229136,1,100,0.36163031722042843,1.8741054751328622e-05,COMPLETE
317,0.18471506237983704,2023-09-01 23:53:53.271016,2023-09-01 23:54:21.140828,0 days 00:00:27.869812,Tanh,2,16,0.005048634466176201,1,100,0.7790847322118103,1.1965851363260558e-05,COMPLETE
318,0.21503311395645142,2023-09-01 23:54:21.141102,2023-09-01 23:54:26.427803,0 days 00:00:05.286701,Tanh,12,16,0.004902035205336604,1,100,0.7925421802682139,1.3494980267775969e-05,COMPLETE
319,0.17820006608963013,2023-09-01 23:54:26.428072,2023-09-01 23:54:54.968201,0 days 00:00:28.540129,Tanh,2,16,0.004939470759769686,1,100,0.7989477787886917,1.2005475378519075e-05,COMPLETE
320,0.21663223206996918,2023-09-01 23:54:54.968497,2023-09-01 23:55:04.220339,0 days 00:00:09.251842,Tanh,4,16,0.00403332198504732,1,100,0.5074255050105876,1.2004401109540999e-05,COMPLETE
321,0.18285340070724487,2023-09-01 23:55:04.220606,2023-09-01 23:55:32.743589,0 days 00:00:28.522983,Tanh,2,17,0.005080612612678121,1,100,0.798957805702797,1.1705790838827609e-05,COMPLETE
322,0.19934621453285217,2023-09-01 23:55:32.743863,2023-09-01 23:55:35.252257,0 days 00:00:02.508394,Tanh,30,17,0.005226548948720371,1,100,0.797906182092931,1.0238006361297457e-05,COMPLETE
323,0.18394815921783447,2023-09-01 23:55:35.252523,2023-09-01 23:56:02.693445,0 days 00:00:27.440922,Tanh,2,18,0.006130022506253406,1,100,0.7721762831938935,1.2421106753432285e-05,COMPLETE
324,0.19016233086585999,2023-09-01 23:56:02.693729,2023-09-01 23:56:06.896241,0 days 00:00:04.202512,Tanh,16,17,0.003962902629412438,1,100,0.7999725326735884,1.1942656764496163e-05,COMPLETE
325,0.18342849612236023,2023-09-01 23:56:06.896517,2023-09-01 23:56:33.815634,0 days 00:00:26.919117,Tanh,2,17,0.00621124447555676,1,100,0.7550249025589529,1.0254218317103496e-05,COMPLETE
326,0.1731293797492981,2023-09-01 23:56:33.815925,2023-09-01 23:57:00.894407,0 days 00:00:27.078482,Tanh,2,18,0.006130244050414727,1,100,0.7578639675554898,1.0134145342483642e-05,COMPLETE
327,0.19890017807483673,2023-09-01 23:57:00.894688,2023-09-01 23:57:28.269724,0 days 00:00:27.375036,Tanh,2,18,0.006151094948161117,1,100,0.7636064118346778,1.015593576480018e-05,COMPLETE
328,0.1710634082555771,2023-09-01 23:57:28.269992,2023-09-01 23:57:55.043856,0 days 00:00:26.773864,Tanh,2,18,0.007212051632622609,1,100,0.7477582229226322,1.0249570367191709e-05,COMPLETE
329,0.20309728384017944,2023-09-01 23:57:55.044133,2023-09-01 23:58:21.748470,0 days 00:00:26.704337,Tanh,2,18,0.007141756328800761,1,100,0.7457293393407737,1.187023547088011e-05,COMPLETE
330,0.18866446614265442,2023-09-01 23:58:21.748741,2023-09-01 23:58:50.169671,0 days 00:00:28.420930,Tanh,2,18,0.004779725122447959,1,100,0.796375486817837,0.0002380510397510651,COMPLETE
331,0.19018949568271637,2023-09-01 23:58:50.169959,2023-09-01 23:59:17.312606,0 days 00:00:27.142647,Tanh,2,20,0.007254806760835864,1,100,0.7629212402135979,1.4655652462880993e-05,COMPLETE
332,0.17681752145290375,2023-09-01 23:59:17.312910,2023-09-01 23:59:24.405752,0 days 00:00:07.092842,Tanh,8,18,0.008374364283511428,1,100,0.7384523335544935,1.017603106075078e-05,COMPLETE
333,0.17629650235176086,2023-09-01 23:59:24.406038,2023-09-01 23:59:31.469780,0 days 00:00:07.063742,Tanh,8,19,0.007755043111925189,1,100,0.7348510154680759,1.026221553999919e-05,COMPLETE
334,0.19739435613155365,2023-09-01 23:59:31.470046,2023-09-01 23:59:38.510024,0 days 00:00:07.039978,Tanh,8,19,0.008233613181544903,1,100,0.7314905635161487,1.083581010803236e-05,COMPLETE
335,0.2004435509443283,2023-09-01 23:59:38.510301,2023-09-01 23:59:45.356938,0 days 00:00:06.846637,Tanh,8,19,0.009028165116694978,1,100,0.7094701861723826,1.246856553294622e-05,COMPLETE
336,0.22772715985774994,2023-09-01 23:59:45.357212,2023-09-01 23:59:48.317841,0 days 00:00:02.960629,Tanh,8,19,0.0076810787511889305,1,100,0.3048072928664032,1.0430255286647592e-05,COMPLETE
337,0.19816797971725464,2023-09-01 23:59:48.318118,2023-09-01 23:59:55.732393,0 days 00:00:07.414275,Tanh,8,19,0.006077052296911353,1,100,0.76992984331011,1.6110083179497483e-05,COMPLETE
338,0.23796027898788452,2023-09-01 23:59:55.732666,2023-09-01 23:59:58.462634,0 days 00:00:02.729968,Tanh,8,20,0.007138449297874609,1,100,0.2788524607429072,1.4021249867861772e-05,COMPLETE
339,0.24023814499378204,2023-09-01 23:59:58.462912,2023-09-02 00:00:08.177499,0 days 00:00:09.714587,Tanh,2,19,0.008776296854709336,1,100,0.27000073578664635,1.2010466743515692e-05,COMPLETE
340,0.18438377976417542,2023-09-02 00:00:08.177779,2023-09-02 00:00:15.212052,0 days 00:00:07.034273,Tanh,8,18,0.009300238981181656,1,100,0.7308860835151945,1.0581219259734293e-05,COMPLETE
341,0.14690996706485748,2023-09-02 00:00:15.212327,2023-09-02 00:00:21.514236,0 days 00:00:06.301909,Tanh,10,18,0.005652796000979883,1,100,0.7993310168227009,1.6895880239183792e-05,COMPLETE
342,0.2840706706047058,2023-09-02 00:00:21.514515,2023-09-02 00:00:22.362371,0 days 00:00:00.847856,Tanh,10,20,0.006906297363036515,1,100,0.10036273435984105,1.66816953753028e-05,COMPLETE
343,0.24638912081718445,2023-09-02 00:00:22.362653,2023-09-02 00:00:27.795386,0 days 00:00:05.432733,Tanh,10,18,0.00989756163763891,1,100,0.6892579601359557,0.0018867585738976623,COMPLETE
344,0.17533975839614868,2023-09-02 00:00:27.795657,2023-09-02 00:00:33.693897,0 days 00:00:05.898240,Tanh,10,18,0.0058198312636067225,1,100,0.747761948467444,1.8762716803779785e-05,COMPLETE
345,0.20871786773204803,2023-09-02 00:00:33.694165,2023-09-02 00:00:36.623605,0 days 00:00:02.929440,Tanh,10,17,0.007753979038799234,1,80,0.46307206700185843,1.526531067442594e-05,COMPLETE
346,0.21115975081920624,2023-09-02 00:00:36.623880,2023-09-02 00:00:42.524703,0 days 00:00:05.900823,Tanh,10,18,0.05185393621538228,1,100,0.7516302199200726,1.900566434553413e-05,COMPLETE
347,0.1963670253753662,2023-09-02 00:00:42.524972,2023-09-02 00:00:48.218693,0 days 00:00:05.693721,Tanh,10,19,0.00591631090886522,1,100,0.7247353956884154,2.202083755640857e-05,COMPLETE
348,0.19533801078796387,2023-09-02 00:00:48.218962,2023-09-02 00:00:54.257597,0 days 00:00:06.038635,Tanh,10,18,0.0015088682464848568,1,100,0.7665658638960857,5.825628548829628e-05,COMPLETE
349,0.2105647176504135,2023-09-02 00:00:54.257874,2023-09-02 00:01:00.508315,0 days 00:00:06.250441,Tanh,10,19,0.0007268550452359364,1,100,0.7978112176677776,1.7669793054011594e-05,COMPLETE
350,0.22124828398227692,2023-09-02 00:01:00.508582,2023-09-02 00:01:03.582634,0 days 00:00:03.074052,Tanh,10,18,0.010455504673539728,1,100,0.3889767454770948,2.114852658094714e-05,COMPLETE
351,0.2349293977022171,2023-09-02 00:01:03.582904,2023-09-02 00:01:07.527459,0 days 00:00:03.944555,Tanh,10,18,0.008267499633831202,1,100,0.5010495250157389,3.725851841004389e-05,COMPLETE
352,0.21035338938236237,2023-09-02 00:01:07.527728,2023-09-02 00:01:13.340349,0 days 00:00:05.812621,ReLU,10,18,0.002311467544457411,1,100,0.7411961838640546,5.429510624460258e-05,COMPLETE
353,0.21270844340324402,2023-09-02 00:01:13.340628,2023-09-02 00:01:15.584544,0 days 00:00:02.243916,Tanh,10,19,0.00348190448702686,1,40,0.7107045249715789,1.4370372892576148e-05,COMPLETE
354,0.21190139651298523,2023-09-02 00:01:15.584815,2023-09-02 00:01:18.409670,0 days 00:00:02.824855,Tanh,8,19,0.00646262534853969,1,100,0.2904859904836398,6.358003211181809e-05,COMPLETE
355,0.21282772719860077,2023-09-02 00:01:18.409938,2023-09-02 00:01:22.564460,0 days 00:00:04.154522,Tanh,8,18,0.010572485372082392,1,100,0.4305763455880924,2.9435375684175834e-05,COMPLETE
356,0.20630794763565063,2023-09-02 00:01:22.564739,2023-09-02 00:01:24.970950,0 days 00:00:02.406211,Tanh,30,18,0.008960550428724484,1,100,0.7654270460257029,1.794135910292293e-05,COMPLETE
357,0.18673968315124512,2023-09-02 00:01:24.971227,2023-09-02 00:01:29.342415,0 days 00:00:04.371188,Leaky,10,18,0.0013380475960129154,1,80,0.6953688378468865,4.803265215469198e-05,COMPLETE
358,0.21806935966014862,2023-09-02 00:01:29.342687,2023-09-02 00:01:32.700405,0 days 00:00:03.357718,Tanh,8,19,0.0043530468159370134,1,100,0.34784781192006325,0.0007557954011645465,COMPLETE
359,0.337025910615921,2023-09-02 00:01:32.700677,2023-09-02 00:01:38.476443,0 days 00:00:05.775766,Tanh,10,21,0.0001191042448777388,1,100,0.736580410793964,0.005279015264159609,COMPLETE
360,0.29461294412612915,2023-09-02 00:01:38.476711,2023-09-02 00:01:40.145193,0 days 00:00:01.668482,Tanh,8,20,0.011721872998359188,1,100,0.16905715830915705,2.3751509585344306e-05,COMPLETE
361,0.22138138115406036,2023-09-02 00:01:40.145464,2023-09-02 00:01:45.452307,0 days 00:00:05.306843,Tanh,12,17,0.006858610226110485,1,100,0.7986656692199178,4.009570338781975e-05,COMPLETE
362,0.21386189758777618,2023-09-02 00:01:45.452578,2023-09-02 00:02:12.837182,0 days 00:00:27.384604,Tanh,2,11,0.005513147937528978,1,100,0.7630612275634001,1.5027903397422623e-05,COMPLETE
363,0.1988672912120819,2023-09-02 00:02:12.837473,2023-09-02 00:02:13.761305,0 days 00:00:00.923832,Tanh,30,16,0.008893781460856258,1,40,0.7206173776312849,1.3254663764435906e-05,COMPLETE
364,0.20578716695308685,2023-09-02 00:02:13.761575,2023-09-02 00:02:17.341114,0 days 00:00:03.579539,Tanh,16,18,0.007462176670998776,1,100,0.6826604960658215,5.2079295782714436e-05,COMPLETE
365,0.17979727685451508,2023-09-02 00:02:17.341399,2023-09-02 00:02:44.823848,0 days 00:00:27.482449,Tanh,2,17,0.001735769294858338,1,100,0.770225991394349,6.569047782298473e-05,COMPLETE
366,0.20994313061237335,2023-09-02 00:02:44.824167,2023-09-02 00:03:10.169730,0 days 00:00:25.345563,Tanh,2,17,0.002035646862165398,1,100,0.7085949012270005,1.7760169863019385e-05,COMPLETE
367,0.19847999513149261,2023-09-02 00:03:10.170013,2023-09-02 00:03:36.915668,0 days 00:00:26.745655,Tanh,2,17,0.002694856641599677,1,100,0.7468916752749154,0.00030643826429081696,COMPLETE
368,0.18949568271636963,2023-09-02 00:03:36.915944,2023-09-02 00:04:01.446055,0 days 00:00:24.530111,Tanh,2,17,0.0037487139359527605,1,100,0.6843071277621371,1.016111640852839e-05,COMPLETE
369,0.2938818037509918,2023-09-02 00:04:01.446355,2023-09-02 00:04:06.248556,0 days 00:00:04.802201,Tanh,2,19,0.0019818832276471596,1,100,0.1340576151895699,7.85970437017475e-05,COMPLETE
370,0.24947932362556458,2023-09-02 00:04:06.248828,2023-09-02 00:04:13.375629,0 days 00:00:07.126801,Tanh,2,16,0.005330458760747103,1,100,0.19925161916487813,6.65423574700892e-05,COMPLETE
371,0.2166711390018463,2023-09-02 00:04:13.375906,2023-09-02 00:04:22.502388,0 days 00:00:09.126482,Tanh,2,18,0.004313384797453579,1,100,0.25451958162398264,6.666807767218388e-05,COMPLETE
372,0.20887376368045807,2023-09-02 00:04:22.502669,2023-09-02 00:04:42.157874,0 days 00:00:19.655205,ReLU,2,18,0.0028409390704977966,1,100,0.5491136308649786,1.2907752460900226e-05,COMPLETE
373,0.32145193219184875,2023-09-02 00:04:42.158155,2023-09-02 00:04:49.485645,0 days 00:00:07.327490,Tanh,8,2,0.003319947195388521,1,100,0.7701006785967868,1.0005843793701208e-05,COMPLETE
374,0.23445197939872742,2023-09-02 00:04:49.485912,2023-09-02 00:05:01.944229,0 days 00:00:12.458317,Tanh,2,17,0.011579264680685463,1,100,0.3479638017907177,2.120972733226188e-05,COMPLETE
375,0.21376824378967285,2023-09-02 00:05:01.944519,2023-09-02 00:05:28.356178,0 days 00:00:26.411659,Tanh,2,17,0.0016294700415213287,1,100,0.7389811932278051,5.565954664209706e-05,COMPLETE
376,0.22939634323120117,2023-09-02 00:05:28.356457,2023-09-02 00:05:32.457372,0 days 00:00:04.100915,Tanh,10,18,0.002368963050203851,1,100,0.5176227746684015,3.3631083862222604e-05,COMPLETE
377,0.20385749638080597,2023-09-02 00:05:32.457650,2023-09-02 00:05:39.391468,0 days 00:00:06.933818,Tanh,8,16,0.006656561161850683,1,100,0.7207690801155566,2.796986611217342e-05,COMPLETE
378,0.2027820199728012,2023-09-02 00:05:39.391744,2023-09-02 00:05:58.440195,0 days 00:00:19.048451,Leaky,2,19,0.001681236781150383,1,80,0.6658329066817716,8.187531671809477e-05,COMPLETE
379,0.17992062866687775,2023-09-02 00:05:58.440481,2023-09-02 00:06:27.154867,0 days 00:00:28.714386,Tanh,2,12,0.013793993738287587,1,100,0.798953677630641,1.3343949655561102e-05,COMPLETE
380,0.20149832963943481,2023-09-02 00:06:27.155197,2023-09-02 00:06:54.851318,0 days 00:00:27.696121,Tanh,2,12,0.013162655858120395,1,100,0.7699916997535523,1.628457312521469e-05,COMPLETE
381,0.19878533482551575,2023-09-02 00:06:54.851608,2023-09-02 00:07:23.438823,0 days 00:00:28.587215,Tanh,2,12,0.000705105380879741,1,100,0.7965093513743452,1.3344535423573894e-05,COMPLETE
382,0.21156449615955353,2023-09-02 00:07:23.439123,2023-09-02 00:07:30.824031,0 days 00:00:07.384908,Tanh,8,16,0.012951260287316513,1,100,0.7680211732244934,1.2614856641281375e-05,COMPLETE
383,0.18100635707378387,2023-09-02 00:07:30.824320,2023-09-02 00:07:57.427701,0 days 00:00:26.603381,Tanh,2,17,0.0011121363191810133,1,100,0.7394146561313826,1.6162237810736834e-05,COMPLETE
