number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_batch_size,params_fl1,params_fl2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
123,0.18759509921073914,2023-09-01 23:12:44.564845,2023-09-01 23:12:50.339252,0 days 00:00:05.774407,Sigmoid,,10,20,,0.014715794650184917,1,100,0.7208007985029246,1.1626709290719026e-05,COMPLETE
124,0.17228767275810242,2023-09-01 23:12:50.339509,2023-09-01 23:12:56.232155,0 days 00:00:05.892646,Sigmoid,,10,19,,0.003875739287936184,1,100,0.7356070790275387,1.0293291497693233e-05,COMPLETE
125,0.18662607669830322,2023-09-01 23:12:56.232410,2023-09-01 23:13:02.609057,0 days 00:00:06.376647,Sigmoid,,10,19,,0.0037652828600851273,1,100,0.799898309000188,2.227363466754193e-05,COMPLETE
126,0.22555015981197357,2023-09-01 23:13:02.609310,2023-09-01 23:13:08.270759,0 days 00:00:05.661449,Sigmoid,,10,18,,0.004946916798511839,1,100,0.7053042936756657,1.8286143773546715e-05,COMPLETE
127,0.1983024626970291,2023-09-01 23:13:08.271018,2023-09-01 23:13:13.314803,0 days 00:00:05.043785,Sigmoid,,10,6,,0.005787394911601662,1,100,0.6351560244533434,1.0424567639302608e-05,COMPLETE
128,0.20306894183158875,2023-09-01 23:13:13.315064,2023-09-01 23:13:19.235048,0 days 00:00:05.919984,Sigmoid,,10,19,,0.004310298348728964,1,100,0.7382209286454786,3.686154479278633e-05,COMPLETE
129,0.19716346263885498,2023-09-01 23:13:19.235320,2023-09-01 23:13:23.322051,0 days 00:00:04.086731,ReLU,,12,21,,0.0025213597260171036,1,100,0.5987004619786089,1.572519695137833e-05,COMPLETE
130,0.20976072549819946,2023-09-01 23:13:23.322309,2023-09-01 23:13:25.126389,0 days 00:00:01.804080,Sigmoid,,30,16,,0.0076934774026746425,1,80,0.7022575322089071,7.205316781669427e-05,COMPLETE
131,0.2076907455921173,2023-09-01 23:13:25.126644,2023-09-01 23:13:40.026227,0 days 00:00:14.899583,Sigmoid,,4,14,,0.009232824066232938,1,100,0.7991674360542768,1.3140755773996986e-05,COMPLETE
132,0.1909179538488388,2023-09-01 23:13:40.026498,2023-09-01 23:13:45.135192,0 days 00:00:05.108694,Sigmoid,,12,20,,0.016541276808166236,1,100,0.7532613061482315,2.238948789924004e-05,COMPLETE
133,0.2080339789390564,2023-09-01 23:13:45.135451,2023-09-01 23:13:51.244961,0 days 00:00:06.109510,Sigmoid,,10,22,,0.020553262767707428,1,100,0.7692686492488697,1.065063555153299e-05,COMPLETE
134,0.1919095516204834,2023-09-01 23:13:51.245220,2023-09-01 23:13:58.318821,0 days 00:00:07.073601,Sigmoid,,8,23,,0.0032030878084771596,1,100,0.72833264705597,1.7518990014917587e-05,COMPLETE
135,0.1965147703886032,2023-09-01 23:13:58.319088,2023-09-01 23:14:02.872679,0 days 00:00:04.553591,Sigmoid,,12,21,,0.029238746546682102,1,100,0.6695439058493124,3.034439718817544e-05,COMPLETE
136,0.20068809390068054,2023-09-01 23:14:02.872947,2023-09-01 23:14:11.476155,0 days 00:00:08.603208,Sigmoid,,4,22,,0.011445030425200746,1,60,0.7690972098601794,1.4189264563821076e-05,COMPLETE
137,0.20341356098651886,2023-09-01 23:14:11.476415,2023-09-01 23:14:15.356489,0 days 00:00:03.880074,Sigmoid,,16,20,,0.051110757072726984,1,100,0.7388676320450006,2.533580305681376e-05,COMPLETE
138,0.1859889030456543,2023-09-01 23:14:15.356746,2023-09-01 23:14:38.785330,0 days 00:00:23.428584,Sigmoid,,2,24,,0.013652954969530957,1,100,0.6508989097006737,4.4775323765758924e-05,COMPLETE
139,0.19290046393871307,2023-09-01 23:14:38.785598,2023-09-01 23:14:43.482666,0 days 00:00:04.697068,Sigmoid,,12,15,,0.03551452848804554,1,100,0.697559156508231,3.619323524250672e-05,COMPLETE
140,0.1915551722049713,2023-09-01 23:14:43.482927,2023-09-01 23:14:50.975542,0 days 00:00:07.492615,Sigmoid,,8,19,,0.00543663459832817,1,100,0.7749441034246246,2.03930407970116e-05,COMPLETE
141,0.1644829660654068,2023-09-01 23:14:50.975792,2023-09-01 23:14:59.187824,0 days 00:00:08.212032,Tanh,Tanh,10,21,17.0,0.007746520286808325,2,100,0.7912503878340982,1.932647325935888e-05,COMPLETE
142,0.1786682903766632,2023-09-01 23:14:59.188091,2023-09-01 23:15:06.978335,0 days 00:00:07.790244,Tanh,Tanh,10,22,24.0,0.008996249997452119,2,100,0.7462845739770669,1.2942819037432271e-05,COMPLETE
143,0.1907523274421692,2023-09-01 23:15:06.978610,2023-09-01 23:15:15.277612,0 days 00:00:08.299002,Tanh,Tanh,10,21,23.0,0.007457505826804709,2,100,0.7985688207857651,1.014733367555732e-05,COMPLETE
144,0.14661307632923126,2023-09-01 23:15:15.277876,2023-09-01 23:15:22.942883,0 days 00:00:07.665007,Tanh,Tanh,10,22,24.0,0.009115201341176694,2,100,0.733194728406357,2.8697941883313432e-05,COMPLETE
145,0.16567260026931763,2023-09-01 23:15:22.943150,2023-09-01 23:15:30.281869,0 days 00:00:07.338719,Tanh,Tanh,10,22,24.0,0.009338197614750502,2,100,0.702376747285266,1.719729738451383e-05,COMPLETE
146,0.16172701120376587,2023-09-01 23:15:30.282151,2023-09-01 23:15:37.603613,0 days 00:00:07.321462,Tanh,Tanh,10,22,17.0,0.010468030844126886,2,100,0.7058479134890282,2.7082470408971134e-05,COMPLETE
147,0.1855408251285553,2023-09-01 23:15:37.603886,2023-09-01 23:15:44.129571,0 days 00:00:06.525685,Tanh,Tanh,10,21,16.0,0.010278173580439438,2,100,0.6269787553949245,2.6751289454580298e-05,COMPLETE
148,0.1695215106010437,2023-09-01 23:15:44.129839,2023-09-01 23:15:47.003675,0 days 00:00:02.873836,Tanh,Tanh,10,22,20.0,0.006091605209617447,2,40,0.6871343356039505,1.6960787950605463e-05,COMPLETE
149,0.18620333075523376,2023-09-01 23:15:47.003952,2023-09-01 23:15:49.865732,0 days 00:00:02.861780,Tanh,Tanh,10,23,21.0,0.004511232592793732,2,40,0.6818516221796095,1.7826914039432056e-05,COMPLETE
150,0.17864908277988434,2023-09-01 23:15:49.866011,2023-09-01 23:15:52.626416,0 days 00:00:02.760405,Tanh,Tanh,10,22,19.0,0.00663805604029036,2,40,0.6611439026706125,2.3362743463637382e-05,COMPLETE
151,0.17759479582309723,2023-09-01 23:15:52.626688,2023-09-01 23:15:55.650059,0 days 00:00:03.023371,Tanh,Tanh,10,22,15.0,0.008431545447657642,2,40,0.7220870769881149,1.545064090314511e-05,COMPLETE
152,0.19138312339782715,2023-09-01 23:15:55.650358,2023-09-01 23:15:58.689574,0 days 00:00:03.039216,Tanh,Tanh,10,22,15.0,0.012485929099892622,2,40,0.7261091389955839,1.5990610021964208e-05,COMPLETE
153,0.18524271249771118,2023-09-01 23:15:58.689846,2023-09-01 23:16:01.630598,0 days 00:00:02.940752,Tanh,Tanh,10,22,15.0,0.008571709896229122,2,40,0.7017212291646816,1.989413113506014e-05,COMPLETE
154,0.19987013936042786,2023-09-01 23:16:01.630874,2023-09-01 23:16:03.231306,0 days 00:00:01.600432,Tanh,Tanh,10,23,21.0,0.005962461587112455,2,40,0.37679629185905605,1.652830601996097e-05,COMPLETE
155,0.1757938414812088,2023-09-01 23:16:03.231586,2023-09-01 23:16:05.689668,0 days 00:00:02.458082,Tanh,Tanh,10,21,18.0,0.006725498371397772,2,40,0.5889336401771317,2.1832178777425827e-05,COMPLETE
156,0.1828710436820984,2023-09-01 23:16:05.689948,2023-09-01 23:16:08.186752,0 days 00:00:02.496804,Tanh,Tanh,10,21,24.0,0.004889696397296035,2,40,0.5963905328374329,2.1548029132361502e-05,COMPLETE
157,0.19897502660751343,2023-09-01 23:16:08.187031,2023-09-01 23:16:10.592744,0 days 00:00:02.405713,Tanh,Tanh,10,21,22.0,0.003843929127685284,2,40,0.572947027091403,2.7723856538263604e-05,COMPLETE
158,0.18053174018859863,2023-09-01 23:16:10.593018,2023-09-01 23:16:13.180278,0 days 00:00:02.587260,Tanh,Tanh,10,23,19.0,0.01033485478776276,2,40,0.6190331332597264,3.427366752389076e-05,COMPLETE
159,0.15757864713668823,2023-09-01 23:16:13.180552,2023-09-01 23:16:19.930901,0 days 00:00:06.750349,Tanh,Tanh,10,21,18.0,0.00712194705295791,2,100,0.6536983580787024,1.2173952267306933e-05,COMPLETE
160,0.16070181131362915,2023-09-01 23:16:19.931174,2023-09-01 23:16:26.580447,0 days 00:00:06.649273,Tanh,Tanh,10,23,18.0,0.00697892531989544,2,100,0.6417274275069752,1.1830693043334344e-05,COMPLETE
161,0.16557146608829498,2023-09-01 23:16:26.580723,2023-09-01 23:16:33.287865,0 days 00:00:06.707142,Tanh,Tanh,10,23,18.0,0.006503606626491447,2,100,0.6444858594651921,1.001043576032561e-05,COMPLETE
162,0.16483694314956665,2023-09-01 23:16:33.288141,2023-09-01 23:16:40.036787,0 days 00:00:06.748646,Tanh,Tanh,10,23,18.0,0.0061839714352737015,2,100,0.6479513452435643,1.2068027697435347e-05,COMPLETE
163,0.16080904006958008,2023-09-01 23:16:40.037062,2023-09-01 23:16:46.771740,0 days 00:00:06.734678,Tanh,Tanh,10,23,18.0,0.005626074727215794,2,100,0.65070746577362,1.2030080975001218e-05,COMPLETE
164,0.17320799827575684,2023-09-01 23:16:46.772018,2023-09-01 23:16:53.496423,0 days 00:00:06.724405,Tanh,Tanh,10,23,17.0,0.005539559245314657,2,100,0.6478762560447775,1.01761398775847e-05,COMPLETE
165,0.1939350962638855,2023-09-01 23:16:53.496707,2023-09-01 23:17:00.171908,0 days 00:00:06.675201,Tanh,Tanh,10,24,17.0,0.005527500565268509,2,100,0.6441497997475486,1.0188333703782766e-05,COMPLETE
166,0.1729111224412918,2023-09-01 23:17:00.172185,2023-09-01 23:17:05.973343,0 days 00:00:05.801158,Tanh,Tanh,10,23,18.0,0.00462668646183747,2,100,0.5587734469133679,1.1904384727461875e-05,COMPLETE
167,0.1869046837091446,2023-09-01 23:17:05.973622,2023-09-01 23:17:12.384401,0 days 00:00:06.410779,Tanh,Tanh,10,23,19.0,0.004404127039541179,2,100,0.6148822654520496,1.2363168722455915e-05,COMPLETE
168,0.17879526317119598,2023-09-01 23:17:12.384681,2023-09-01 23:17:18.143030,0 days 00:00:05.758349,Tanh,Sigmoid,10,24,19.0,0.007487692009814053,2,100,0.5506518614984641,1.1933364551697393e-05,COMPLETE
169,0.17064228653907776,2023-09-01 23:17:18.143307,2023-09-01 23:17:23.941113,0 days 00:00:05.797806,Tanh,Tanh,10,23,18.0,0.0030801382633300735,2,100,0.5599603066100854,1.3901025684146216e-05,COMPLETE
170,0.17968808114528656,2023-09-01 23:17:23.941394,2023-09-01 23:17:29.890494,0 days 00:00:05.949100,Tanh,Tanh,10,23,18.0,0.003282383848675054,2,100,0.5731339481938578,1.3094602041654347e-05,COMPLETE
171,0.21386553347110748,2023-09-01 23:17:29.890769,2023-09-01 23:17:34.344597,0 days 00:00:04.453828,Tanh,Tanh,10,24,17.0,0.0036036887986300326,2,100,0.42671545404319633,1.2209019108259877e-05,COMPLETE
172,0.18543265759944916,2023-09-01 23:17:34.344874,2023-09-01 23:17:37.830457,0 days 00:00:03.485583,Tanh,Tanh,10,23,20.0,0.0063302327654164705,2,100,0.3310764985440113,1.4514382663156008e-05,COMPLETE
173,0.17705677449703217,2023-09-01 23:17:37.830741,2023-09-01 23:17:42.584729,0 days 00:00:04.753988,Tanh,Tanh,10,23,18.0,0.004696544553148261,2,100,0.4577544210105582,1.449910571348605e-05,COMPLETE
174,0.1785239726305008,2023-09-01 23:17:42.585009,2023-09-01 23:17:47.994897,0 days 00:00:05.409888,Tanh,Tanh,10,24,20.0,0.0027836466768668125,2,100,0.5172428551949463,1.218526125588281e-05,COMPLETE
175,0.1820635050535202,2023-09-01 23:17:47.995189,2023-09-01 23:17:54.808002,0 days 00:00:06.812813,Tanh,Tanh,10,22,16.0,0.00680061777855776,2,100,0.6590107948182333,1.0150117271839386e-05,COMPLETE
176,0.18053866922855377,2023-09-01 23:17:54.808289,2023-09-01 23:17:59.954373,0 days 00:00:05.146084,Tanh,Tanh,10,23,18.0,0.005158038236498301,2,100,0.49492206767274083,1.7597680609579598e-05,COMPLETE
177,0.18545250594615936,2023-09-01 23:17:59.954647,2023-09-01 23:18:03.698957,0 days 00:00:03.744310,Tanh,Tanh,10,24,16.0,0.004239241303630316,2,60,0.6003029844651747,1.4439261509696847e-05,COMPLETE
178,0.17838463187217712,2023-09-01 23:18:03.699245,2023-09-01 23:18:08.287971,0 days 00:00:04.588726,Tanh,Sigmoid,10,22,18.0,0.0074641475417134276,2,80,0.5500285669346022,1.2040460312272303e-05,COMPLETE
179,0.1472557634115219,2023-09-01 23:18:08.288253,2023-09-01 23:18:15.429943,0 days 00:00:07.141690,Tanh,Tanh,10,23,23.0,0.003685606879416323,2,100,0.6878745510198703,1.7349056038825154e-05,COMPLETE
180,0.19573545455932617,2023-09-01 23:18:15.430222,2023-09-01 23:18:20.891368,0 days 00:00:05.461146,Tanh,Tanh,10,23,23.0,0.0020465663278878697,2,100,0.5247682050532957,1.6827081353092492e-05,COMPLETE
181,0.14974814653396606,2023-09-01 23:18:20.891661,2023-09-01 23:18:28.058297,0 days 00:00:07.166636,Tanh,Tanh,10,22,24.0,0.0037468006570974266,2,100,0.6861499734489612,1.0089826454432638e-05,COMPLETE
182,0.1572287380695343,2023-09-01 23:18:28.058586,2023-09-01 23:18:35.257059,0 days 00:00:07.198473,Tanh,Tanh,10,22,24.0,0.0037327769044136335,2,100,0.69134290097401,1.0216565734044755e-05,COMPLETE
183,0.16980473697185516,2023-09-01 23:18:35.257335,2023-09-01 23:18:42.605086,0 days 00:00:07.347751,Tanh,Tanh,10,22,24.0,0.0029698329286967553,2,100,0.7034577725673479,1.0137711687358578e-05,COMPLETE
184,0.18247491121292114,2023-09-01 23:18:42.605367,2023-09-01 23:18:49.773058,0 days 00:00:07.167691,Tanh,Tanh,10,22,24.0,0.003319898975060087,2,100,0.6864546276777378,1.4189868148695496e-05,COMPLETE
185,0.18123003840446472,2023-09-01 23:18:49.773349,2023-09-01 23:18:56.491660,0 days 00:00:06.718311,Tanh,Tanh,10,22,23.0,0.0027480030420344048,2,100,0.6422139448384083,1.0046541390901409e-05,COMPLETE
186,0.1754167377948761,2023-09-01 23:18:56.491939,2023-09-01 23:19:03.762347,0 days 00:00:07.270408,Tanh,Tanh,10,22,24.0,0.0023863782952677224,2,100,0.693556168518427,1.4285091345981995e-05,COMPLETE
187,0.20869135856628418,2023-09-01 23:19:03.762619,2023-09-01 23:19:10.665157,0 days 00:00:06.902538,Tanh,Tanh,10,8,23.0,0.0014944393894127947,2,100,0.6709481818444286,1.775352067651938e-05,COMPLETE
188,0.16414675116539001,2023-09-01 23:19:10.665435,2023-09-01 23:19:17.202811,0 days 00:00:06.537376,Tanh,Tanh,10,23,22.0,0.002900104975389351,2,100,0.6276328443286829,0.00021663967857881363,COMPLETE
189,0.16609080135822296,2023-09-01 23:19:17.203090,2023-09-01 23:19:23.774200,0 days 00:00:06.571110,Tanh,Tanh,10,22,22.0,0.005611538120602509,2,100,0.6282842776830705,1.1989066830031853e-05,COMPLETE
190,0.19873547554016113,2023-09-01 23:19:23.774482,2023-09-01 23:19:30.272581,0 days 00:00:06.498099,Tanh,Tanh,10,22,22.0,0.00385186216211126,2,100,0.6214574914000146,0.0010115367657822132,COMPLETE
191,0.1727830469608307,2023-09-01 23:19:30.272869,2023-09-01 23:19:37.010750,0 days 00:00:06.737881,Tanh,Tanh,10,23,24.0,0.005882722360569026,2,100,0.645533787838729,1.1850322906953577e-05,COMPLETE
192,0.14386139810085297,2023-09-01 23:19:37.011030,2023-09-01 23:19:44.299207,0 days 00:00:07.288177,Tanh,Tanh,10,22,23.0,0.008695658555810087,2,100,0.6996362269248636,0.000139753218533375,COMPLETE
193,0.1612354964017868,2023-09-01 23:19:44.299484,2023-09-01 23:19:51.592195,0 days 00:00:07.292711,Tanh,Tanh,10,22,23.0,0.008100610595533292,2,100,0.7003028844064269,0.00014747571157001425,COMPLETE
194,0.17690302431583405,2023-09-01 23:19:51.592471,2023-09-01 23:19:58.705344,0 days 00:00:07.112873,Tanh,Tanh,10,22,22.0,0.008549518069390414,2,100,0.6846938479492954,0.00020689692890419432,COMPLETE
195,0.16092196106910706,2023-09-01 23:19:58.705624,2023-09-01 23:20:06.088573,0 days 00:00:07.382949,Tanh,Tanh,10,23,23.0,0.007565446004720738,2,100,0.7092767157326493,8.853434630002447e-05,COMPLETE
196,0.17396682500839233,2023-09-01 23:20:06.088850,2023-09-01 23:20:12.979125,0 days 00:00:06.890275,Tanh,Tanh,10,23,23.0,0.00784951747536167,2,100,0.6629824776151159,0.0001897964428460934,COMPLETE
197,0.17392563819885254,2023-09-01 23:20:12.979405,2023-09-01 23:20:19.533081,0 days 00:00:06.553676,Tanh,Tanh,10,23,22.0,0.005478648652910404,2,100,0.629666229506631,0.000143076292131592,COMPLETE
198,0.17490026354789734,2023-09-01 23:20:19.533370,2023-09-01 23:20:26.815221,0 days 00:00:07.281851,Tanh,Tanh,10,22,23.0,0.00928353221624155,2,100,0.6987886404683817,0.00024390441555361382,COMPLETE
199,0.15854746103286743,2023-09-01 23:20:26.815499,2023-09-01 23:20:33.059491,0 days 00:00:06.243992,Tanh,Tanh,10,22,21.0,0.007455905886984511,2,100,0.6022780209001822,0.00011439242717525543,COMPLETE
200,0.1677965670824051,2023-09-01 23:20:33.059772,2023-09-01 23:20:39.227637,0 days 00:00:06.167865,Tanh,Tanh,10,23,21.0,0.007377118530358881,2,100,0.5948463899242975,0.00010949758620433373,COMPLETE
201,0.18857143819332123,2023-09-01 23:20:39.227912,2023-09-01 23:20:45.432867,0 days 00:00:06.204955,Tanh,Tanh,10,23,21.0,0.006758484754702496,2,100,0.598593361323124,0.0001232221689215376,COMPLETE
202,0.17751368880271912,2023-09-01 23:20:45.433139,2023-09-01 23:20:51.539528,0 days 00:00:06.106389,Tanh,Tanh,10,24,22.0,0.007953184560704209,2,100,0.5875051276176415,0.00010144929323679461,COMPLETE
203,0.16129125654697418,2023-09-01 23:20:51.539803,2023-09-01 23:20:57.995098,0 days 00:00:06.455295,Tanh,Tanh,10,23,23.0,0.009820014949850754,2,100,0.6244117469950569,0.00011862708941182801,COMPLETE
204,0.14242611825466156,2023-09-01 23:20:57.995378,2023-09-01 23:21:04.501349,0 days 00:00:06.505971,Tanh,Tanh,10,22,23.0,0.010736027711129388,2,100,0.6284315462403965,9.482407868538155e-05,COMPLETE
205,0.17934095859527588,2023-09-01 23:21:04.501632,2023-09-01 23:21:11.021801,0 days 00:00:06.520169,Tanh,Tanh,10,22,23.0,0.009217621798486298,2,100,0.629257284549764,9.121675303028761e-05,COMPLETE
206,0.16427764296531677,2023-09-01 23:21:11.022077,2023-09-01 23:21:17.831242,0 days 00:00:06.809165,Tanh,Tanh,10,21,24.0,0.01084017030222491,2,100,0.659277944309374,0.00015197699168024469,COMPLETE
207,0.18208138644695282,2023-09-01 23:21:17.831529,2023-09-01 23:21:24.754602,0 days 00:00:06.923073,Tanh,Tanh,10,21,24.0,0.011103287494266782,2,100,0.6678270262640053,0.00013557061093030242,COMPLETE
208,0.16034525632858276,2023-09-01 23:21:24.754879,2023-09-01 23:21:31.709255,0 days 00:00:06.954376,Tanh,Leaky,10,21,23.0,0.009818048203955548,2,100,0.6664118053555417,8.319547218625242e-05,COMPLETE
209,0.17597095668315887,2023-09-01 23:21:31.709539,2023-09-01 23:21:38.565382,0 days 00:00:06.855843,Tanh,Leaky,10,21,23.0,0.010799500075248271,2,100,0.6551119985682496,0.00015269854094618123,COMPLETE
210,0.1535981148481369,2023-09-01 23:21:38.565656,2023-09-01 23:21:44.929448,0 days 00:00:06.363792,Tanh,Leaky,10,21,23.0,0.012351878586087743,2,100,0.6096335131669988,8.945059538172516e-05,COMPLETE
211,0.16157808899879456,2023-09-01 23:21:44.929725,2023-09-01 23:21:51.289215,0 days 00:00:06.359490,Tanh,Leaky,10,21,23.0,0.01243675629977943,2,100,0.6111029283473478,0.00010337612275253946,COMPLETE
212,0.16880986094474792,2023-09-01 23:21:51.289495,2023-09-01 23:21:57.643701,0 days 00:00:06.354206,Tanh,Leaky,10,21,23.0,0.010233992279162312,2,100,0.6128766264609693,9.191025426372367e-05,COMPLETE
213,0.17574217915534973,2023-09-01 23:21:57.643990,2023-09-01 23:22:03.997777,0 days 00:00:06.353787,Tanh,Leaky,10,21,24.0,0.011959642824438899,2,100,0.6100530684514693,0.00012411032120451525,COMPLETE
214,0.16481409966945648,2023-09-01 23:22:03.998057,2023-09-01 23:22:10.646709,0 days 00:00:06.648652,Tanh,Leaky,10,20,23.0,0.013468756018930113,2,100,0.6387294946070239,8.427457817035214e-05,COMPLETE
215,0.1621183604001999,2023-09-01 23:22:10.647001,2023-09-01 23:22:17.653366,0 days 00:00:07.006365,Tanh,Leaky,10,20,23.0,0.014096013495709747,2,100,0.6736339546436494,8.162453403595897e-05,COMPLETE
216,0.13786470890045166,2023-09-01 23:22:17.653647,2023-09-01 23:22:25.091503,0 days 00:00:07.437856,Tanh,Leaky,10,21,22.0,0.012893187617497966,2,100,0.7127119716595557,0.00010535055919671462,COMPLETE
217,0.17889948189258575,2023-09-01 23:22:25.091796,2023-09-01 23:22:30.119916,0 days 00:00:05.028120,Tanh,Leaky,10,21,23.0,0.013132994318564222,2,100,0.48168113898297116,0.00010787970949858285,COMPLETE
218,0.1670263558626175,2023-09-01 23:22:30.120197,2023-09-01 23:22:37.216746,0 days 00:00:07.096549,Tanh,Leaky,10,20,22.0,0.012529497053580883,2,100,0.6793904030011984,7.492751734049038e-05,COMPLETE
219,0.17363345623016357,2023-09-01 23:22:37.217028,2023-09-01 23:22:43.225348,0 days 00:00:06.008320,Tanh,Leaky,10,21,24.0,0.009717973084648413,2,100,0.5774482872730883,0.00011019996734545316,COMPLETE
220,0.17515459656715393,2023-09-01 23:22:43.225639,2023-09-01 23:22:50.213817,0 days 00:00:06.988178,Tanh,Leaky,10,22,23.0,0.010983815930583576,2,100,0.6710616078656033,0.0001524359816400163,COMPLETE
221,0.18473058938980103,2023-09-01 23:22:50.214096,2023-09-01 23:22:57.699920,0 days 00:00:07.485824,Tanh,Leaky,10,21,24.0,0.008543539534785382,2,100,0.720075848234807,7.423277882233836e-05,COMPLETE
222,0.17964978516101837,2023-09-01 23:22:57.700214,2023-09-01 23:23:05.199735,0 days 00:00:07.499521,Tanh,ReLU,10,21,23.0,0.008860273026218153,2,100,0.7123950781025746,9.329383677439915e-05,COMPLETE
223,0.18912836909294128,2023-09-01 23:23:05.200017,2023-09-01 23:23:09.367974,0 days 00:00:04.167957,Tanh,Leaky,10,20,22.0,0.01431156704970634,2,100,0.3983988718539392,0.00015287026394363113,COMPLETE
224,0.191131591796875,2023-09-01 23:23:09.368271,2023-09-01 23:23:15.750336,0 days 00:00:06.382065,Tanh,Leaky,10,21,22.0,0.011361599450521013,2,100,0.6129749427556005,0.00010952591812659047,COMPLETE
225,0.18772102892398834,2023-09-01 23:23:15.750618,2023-09-01 23:23:22.785162,0 days 00:00:07.034544,Tanh,Tanh,10,22,13.0,0.007912041273571863,2,100,0.6777893899288809,0.0001678096022288626,COMPLETE
226,0.22807341814041138,2023-09-01 23:23:22.785448,2023-09-01 23:23:24.124589,0 days 00:00:01.339141,Tanh,Leaky,10,21,24.0,0.01567124320608279,2,80,0.1552202652101415,0.0001326677866162225,COMPLETE
227,0.2286669909954071,2023-09-01 23:23:24.124867,2023-09-01 23:23:25.894491,0 days 00:00:01.769624,Tanh,Tanh,10,22,23.0,0.009034192587634288,2,60,0.27917922103447285,9.085521151887503e-05,COMPLETE
228,0.17265856266021729,2023-09-01 23:23:25.894777,2023-09-01 23:23:28.798944,0 days 00:00:02.904167,Tanh,Tanh,30,22,21.0,0.011997417977043219,2,100,0.7200821814590543,6.362688442053738e-05,COMPLETE
229,0.21892940998077393,2023-09-01 23:23:28.799223,2023-09-01 23:23:31.423327,0 days 00:00:02.624104,Tanh,Tanh,10,21,23.0,0.0007873990837266625,2,100,0.2498779266645889,0.00011400417998725935,COMPLETE
230,0.16178767383098602,2023-09-01 23:23:31.423609,2023-09-01 23:23:38.145590,0 days 00:00:06.721981,Tanh,Sigmoid,10,20,24.0,0.009987958493986274,2,100,0.6457365670323365,0.00017029192468882544,COMPLETE
231,0.17144393920898438,2023-09-01 23:23:38.145875,2023-09-01 23:23:44.978905,0 days 00:00:06.833030,Tanh,Sigmoid,10,20,24.0,0.01018776453844788,2,100,0.6563973556885951,0.00012338629993091,COMPLETE
232,0.21336394548416138,2023-09-01 23:23:44.979193,2023-09-01 23:23:46.958345,0 days 00:00:01.979152,Tanh,Sigmoid,10,20,17.0,0.007139648381392747,2,100,0.18545490477977544,0.00017432922552996138,COMPLETE
233,0.15491464734077454,2023-09-01 23:23:46.958636,2023-09-01 23:23:53.504805,0 days 00:00:06.546169,Tanh,Sigmoid,10,21,24.0,0.007759063652749548,2,100,0.628124208460653,0.00018237873978672165,COMPLETE
234,0.17056496441364288,2023-09-01 23:23:53.505079,2023-09-01 23:23:57.786184,0 days 00:00:04.281105,Tanh,Sigmoid,16,22,24.0,0.009738924945188245,2,100,0.6249095601000867,0.00019298324182588772,COMPLETE
235,0.1918909102678299,2023-09-01 23:23:57.786476,2023-09-01 23:24:25.763452,0 days 00:00:27.976976,Tanh,Sigmoid,2,20,11.0,0.012276233515342572,2,100,0.5863575392229391,0.00025196190639790306,COMPLETE
236,0.1564083844423294,2023-09-01 23:24:25.763733,2023-09-01 23:24:32.446309,0 days 00:00:06.682576,Tanh,Sigmoid,10,22,24.0,0.016359996904605583,2,100,0.6431270872884972,7.73851401880534e-05,COMPLETE
237,0.16875845193862915,2023-09-01 23:24:32.446596,2023-09-01 23:24:39.052789,0 days 00:00:06.606193,ReLU,Sigmoid,10,22,23.0,0.017153082224416322,2,100,0.6290243389939959,8.013488677669311e-05,COMPLETE
238,0.23965591192245483,2023-09-01 23:24:39.053071,2023-09-01 23:24:45.391516,0 days 00:00:06.338445,Tanh,Sigmoid,10,22,23.0,0.00035120373351742645,2,100,0.6066515496298892,6.306076578831492e-05,COMPLETE
239,0.19195428490638733,2023-09-01 23:24:45.391801,2023-09-01 23:24:52.530459,0 days 00:00:07.138658,Tanh,Sigmoid,10,22,22.0,0.014601363969761872,2,100,0.6855132849055241,9.724332484667571e-05,COMPLETE
240,0.17428618669509888,2023-09-01 23:24:52.530744,2023-09-01 23:24:59.274816,0 days 00:00:06.744072,Tanh,Sigmoid,10,23,24.0,0.007215737177844587,2,100,0.6461653560444032,7.83881461118748e-05,COMPLETE
241,0.1650877296924591,2023-09-01 23:24:59.275096,2023-09-01 23:25:06.174424,0 days 00:00:06.899328,Tanh,Tanh,10,21,24.0,0.009820212970178127,2,100,0.6655784176854604,0.00013072900587857982,COMPLETE
242,0.17861151695251465,2023-09-01 23:25:06.174705,2023-09-01 23:25:12.929209,0 days 00:00:06.754504,Tanh,Tanh,10,21,24.0,0.013143183454969565,2,100,0.6506057487871059,0.00013160888848843814,COMPLETE
243,0.14931850135326385,2023-09-01 23:25:12.929487,2023-09-01 23:25:20.227060,0 days 00:00:07.297573,Tanh,Tanh,10,22,23.0,0.008086061004859047,2,100,0.7013855737293011,0.00015660013622220616,COMPLETE
244,0.1680280715227127,2023-09-01 23:25:20.227354,2023-09-01 23:25:27.616891,0 days 00:00:07.389537,Tanh,Leaky,10,22,23.0,0.008172286899259376,2,100,0.704618985794296,0.00022728817160846642,COMPLETE
