number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.35486799478530884,2023-09-01 09:11:26.613657,2023-09-01 09:11:29.193774,0 days 00:00:02.580117,ReLU,,,,,4,3,,,,,0.02533715196290765,1,80,0.13272155238845415,0.010912035057113006,COMPLETE
1,0.9223405122756958,2023-09-01 09:11:29.194190,2023-09-01 09:11:31.786375,0 days 00:00:02.592185,Sigmoid,Sigmoid,Leaky,Sigmoid,,8,13,7.0,20.0,7.0,,1.1098865710540988e-05,4,60,0.19729941480969138,0.033365716672863546,COMPLETE
2,0.27525877952575684,2023-09-01 09:11:31.786696,2023-09-01 09:11:32.317366,0 days 00:00:00.530670,ReLU,ReLU,,,,30,23,11.0,,,,0.016072890079735395,2,40,0.27126383266137194,0.0113432441059508,COMPLETE
3,0.3094932734966278,2023-09-01 09:11:32.317675,2023-09-01 09:11:35.364729,0 days 00:00:03.047054,ReLU,Sigmoid,ReLU,,,8,12,6.0,15.0,,,0.0002450668892032813,3,60,0.2771839850469529,0.010312391083460045,COMPLETE
4,0.40135708451271057,2023-09-01 09:11:35.365048,2023-09-01 09:11:36.583060,0 days 00:00:01.218012,Leaky,Sigmoid,Tanh,Sigmoid,,30,8,13.0,1.0,12.0,,0.000565741768149864,4,40,0.45772529623987146,2.310963306177194e-05,COMPLETE
5,0.4405488073825836,2023-09-01 09:11:36.583347,2023-09-01 09:11:41.092020,0 days 00:00:04.508673,Leaky,Sigmoid,Tanh,Tanh,,10,8,4.0,22.0,10.0,,4.113792552859713e-05,4,60,0.4499825220126597,0.0121961543853142,COMPLETE
6,0.8303698897361755,2023-09-01 09:11:41.092349,2023-09-01 09:12:01.251670,0 days 00:00:20.159321,ReLU,Tanh,ReLU,Sigmoid,,2,3,19.0,3.0,22.0,,1.2411900470991422e-05,4,100,0.26619142625499137,0.00773170754188546,COMPLETE
7,0.2704606354236603,2023-09-01 09:12:01.251971,2023-09-01 09:12:01.839847,0 days 00:00:00.587876,Tanh,Leaky,,,,16,22,11.0,,,,0.0009216164966012978,2,60,0.12126212399749621,0.0010898895677480852,COMPLETE
8,0.164487823843956,2023-09-01 09:12:01.840112,2023-09-01 09:12:37.577100,0 days 00:00:35.736988,ReLU,Tanh,ReLU,,,2,15,12.0,11.0,,,0.0038736574792677153,3,100,0.5864047317012457,2.6647143477452762e-05,COMPLETE
9,1.0356844663619995,2023-09-01 09:12:37.577358,2023-09-01 09:12:38.758202,0 days 00:00:01.180844,Sigmoid,Leaky,ReLU,Leaky,ReLU,12,15,4.0,3.0,23.0,9.0,2.727948749982828e-05,5,60,0.12758345992994022,0.0019246413005958628,COMPLETE
10,0.16914784908294678,2023-09-01 09:12:38.758477,2023-09-01 09:13:13.598391,0 days 00:00:34.839914,Tanh,Tanh,,,,2,19,24.0,,,,0.005583748490811568,2,100,0.7117103198294727,1.9569120065660717e-05,COMPLETE
11,0.17560447752475739,2023-09-01 09:13:13.598652,2023-09-01 09:13:51.207220,0 days 00:00:37.608568,Tanh,Tanh,,,,2,18,24.0,,,,0.0041518128346012045,2,100,0.764779755271997,1.6341278139020067e-05,COMPLETE
12,0.3808358311653137,2023-09-01 09:13:51.207483,2023-09-01 09:14:20.199415,0 days 00:00:28.991932,Tanh,,,,,2,18,,,,,0.09116870836658438,1,100,0.7889092531114973,8.006643038441569e-05,COMPLETE
13,0.15340657532215118,2023-09-01 09:14:20.199674,2023-09-01 09:14:54.213843,0 days 00:00:34.014169,Tanh,Tanh,Sigmoid,,,2,20,17.0,10.0,,,0.003590950156444987,3,100,0.5584429504692764,0.00011082610379373634,COMPLETE
14,0.17183971405029297,2023-09-01 09:14:54.214113,2023-09-01 09:15:26.660972,0 days 00:00:32.446859,ReLU,Tanh,Sigmoid,,,2,24,17.0,10.0,,,0.002718946285021567,3,100,0.5233406126018866,0.0001333679106026837,COMPLETE
15,0.21454191207885742,2023-09-01 09:15:26.661234,2023-09-01 09:15:30.334361,0 days 00:00:03.673127,Tanh,Tanh,Sigmoid,,,16,16,15.0,10.0,,,0.0019387845155465855,3,80,0.5442066672368437,0.0002795077787463694,COMPLETE
16,1.0164602994918823,2023-09-01 09:15:30.334620,2023-09-01 09:15:48.441146,0 days 00:00:18.106526,Leaky,ReLU,Sigmoid,ReLU,Leaky,4,20,19.0,14.0,2.0,24.0,0.008967598577482866,5,100,0.37510326226411494,6.056954776255871e-05,COMPLETE
17,0.3201710283756256,2023-09-01 09:15:48.441435,2023-09-01 09:15:55.195207,0 days 00:00:06.753772,Sigmoid,Tanh,Leaky,,,12,10,9.0,8.0,,,0.0002938082657479758,3,100,0.6147508718290631,0.00030874404464033674,COMPLETE
18,0.191481351852417,2023-09-01 09:15:55.195476,2023-09-01 09:15:59.960404,0 days 00:00:04.764928,Tanh,Tanh,ReLU,,,10,15,15.0,17.0,,,0.0018102868023972007,3,100,0.3610257084218715,1.1675474258009511e-05,COMPLETE
19,0.21300317347049713,2023-09-01 09:15:59.960681,2023-09-01 09:16:12.514992,0 days 00:00:12.554311,ReLU,Tanh,,,,2,21,21.0,,,,0.013129571939356172,2,40,0.6248236951917887,4.507451295254963e-05,COMPLETE
20,0.4270475506782532,2023-09-01 09:16:12.515249,2023-09-01 09:16:49.716283,0 days 00:00:37.201034,ReLU,Leaky,Sigmoid,ReLU,,2,17,15.0,7.0,18.0,,0.031820644670198156,4,80,0.624896919964141,0.0002236142643427096,COMPLETE
21,0.1833171844482422,2023-09-01 09:16:49.716556,2023-09-01 09:17:28.836777,0 days 00:00:39.120221,Tanh,Tanh,,,,2,20,24.0,,,,0.0055614635496460665,2,100,0.7952584822208331,2.677946303670483e-05,COMPLETE
22,0.19457876682281494,2023-09-01 09:17:28.837038,2023-09-01 09:17:59.484002,0 days 00:00:30.646964,Tanh,Tanh,,,,2,13,1.0,,,,0.006108599244502723,2,100,0.6446620402040494,1.2427433282822178e-05,COMPLETE
23,0.1977246105670929,2023-09-01 09:17:59.484263,2023-09-01 09:18:17.082161,0 days 00:00:17.597898,Tanh,,,,,2,19,,,,,0.0026155457164963383,1,100,0.48151952325762487,3.8745849678513105e-05,COMPLETE
24,0.16052553057670593,2023-09-01 09:18:17.082413,2023-09-01 09:18:59.677825,0 days 00:00:42.595412,Tanh,Tanh,ReLU,,,2,15,21.0,11.0,,,0.007499079253626758,3,100,0.6891761641141221,9.375553983214071e-05,COMPLETE
25,0.17727220058441162,2023-09-01 09:18:59.678091,2023-09-01 09:19:32.557621,0 days 00:00:32.879530,Tanh,ReLU,ReLU,,,2,11,21.0,12.0,,,0.01058960633374132,3,100,0.5244690207943741,0.0001057628650757241,COMPLETE
26,0.23648513853549957,2023-09-01 09:19:32.557881,2023-09-01 09:19:45.230221,0 days 00:00:12.672340,Sigmoid,Tanh,ReLU,,,4,15,18.0,7.0,,,0.0009667636507292588,3,100,0.40293626776841596,4.8875380160813774e-05,COMPLETE
27,0.1711624264717102,2023-09-01 09:19:45.230488,2023-09-01 09:19:56.440130,0 days 00:00:11.209642,Leaky,Tanh,ReLU,Tanh,,8,8,21.0,12.0,1.0,,0.003722451090873876,4,100,0.5809571978316671,0.00014089677362516507,COMPLETE
28,0.21143263578414917,2023-09-01 09:19:56.440398,2023-09-01 09:20:01.257119,0 days 00:00:04.816721,Tanh,Tanh,Sigmoid,,,16,17,13.0,17.0,,,0.0014986592190691962,3,80,0.7116241570321368,0.00048820493186189624,COMPLETE
