number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.5892054438591003,2023-08-31 19:25:41.638823,2023-08-31 19:25:43.604592,0 days 00:00:01.965769,ReLU,Tanh,Tanh,Sigmoid,Leaky,16,10,18.0,11.0,22.0,5.0,0.04669204628254123,5,40,0.3501836472638159,1.7008714283079004e-05,COMPLETE
1,1.0191622972488403,2023-08-31 19:25:43.604921,2023-08-31 19:25:47.480846,0 days 00:00:03.875925,Leaky,Sigmoid,Sigmoid,Tanh,,8,19,11.0,7.0,1.0,,0.0005695660328010771,4,100,0.16615260817212038,0.017367980948182333,COMPLETE
2,0.24595069885253906,2023-08-31 19:25:47.481156,2023-08-31 19:26:07.769816,0 days 00:00:20.288660,ReLU,Sigmoid,Tanh,ReLU,,4,23,23.0,15.0,9.0,,0.0005085398502814978,4,60,0.7735355104725076,1.7681057770656784e-05,COMPLETE
3,0.8885473608970642,2023-08-31 19:26:07.770107,2023-08-31 19:26:09.510682,0 days 00:00:01.740575,ReLU,Tanh,ReLU,,,8,14,5.0,21.0,,,2.649626680424824e-05,3,80,0.10882115637276116,0.0220923355496165,COMPLETE
4,0.3374129831790924,2023-08-31 19:26:09.510970,2023-08-31 19:26:10.975563,0 days 00:00:01.464593,Leaky,Tanh,Tanh,,,12,17,12.0,24.0,,,0.0015025479234138841,3,100,0.1056115783729205,0.00019965943591630135,COMPLETE
5,1.003957986831665,2023-08-31 19:26:10.975853,2023-08-31 19:26:13.768367,0 days 00:00:02.792514,Sigmoid,Sigmoid,,,,2,24,17.0,,,,0.04153990751784741,2,40,0.11017081786660866,0.03905515959643977,COMPLETE
6,0.8680137395858765,2023-08-31 19:26:13.768644,2023-08-31 19:26:20.015544,0 days 00:00:06.246900,Sigmoid,Tanh,Leaky,,,8,4,1.0,7.0,,,0.00014834193513922362,3,80,0.3911787889450669,0.030716297907478828,COMPLETE
7,1.1137136220932007,2023-08-31 19:26:20.015847,2023-08-31 19:26:22.902168,0 days 00:00:02.886321,ReLU,,,,,8,2,,,,,1.478626017880568e-05,1,80,0.2609624538847409,0.00013944466828949564,COMPLETE
8,0.7595722079277039,2023-08-31 19:26:22.902431,2023-08-31 19:26:26.462832,0 days 00:00:03.560401,ReLU,Leaky,Tanh,Sigmoid,ReLU,8,11,5.0,16.0,5.0,4.0,0.04795054481061291,5,40,0.3491748528402294,0.0035435371297685403,COMPLETE
9,0.7793911099433899,2023-08-31 19:26:26.463110,2023-08-31 19:26:40.603398,0 days 00:00:14.140288,Tanh,Sigmoid,Sigmoid,,,4,17,21.0,13.0,,,0.0005895855560615106,3,100,0.37563258178492065,0.010453772056955921,COMPLETE
10,0.2053956538438797,2023-08-31 19:26:40.603666,2023-08-31 19:26:57.349542,0 days 00:00:16.745876,Tanh,ReLU,ReLU,ReLU,,4,24,24.0,3.0,13.0,,0.0022301342250876047,4,60,0.643264230576357,1.2192845158650222e-05,COMPLETE
11,0.3975371718406677,2023-08-31 19:26:57.349832,2023-08-31 19:27:17.741612,0 days 00:00:20.391780,Tanh,ReLU,ReLU,ReLU,,4,24,23.0,1.0,12.0,,0.0036763934076886997,4,60,0.7520823094822149,1.0558836456082051e-05,COMPLETE
12,0.4277898967266083,2023-08-31 19:27:17.741888,2023-08-31 19:27:21.019469,0 days 00:00:03.277581,Tanh,ReLU,ReLU,ReLU,,30,21,23.0,1.0,12.0,,0.004499051170339704,4,60,0.7613827487122787,4.427586949427728e-05,COMPLETE
13,0.30570438504219055,2023-08-31 19:27:21.019748,2023-08-31 19:27:27.302635,0 days 00:00:06.282887,Tanh,ReLU,Leaky,ReLU,,10,21,18.0,17.0,17.0,,0.0001443580441137295,4,60,0.5746956718517903,0.0004547491033129902,COMPLETE
14,0.2768928110599518,2023-08-31 19:27:27.302921,2023-08-31 19:27:44.386425,0 days 00:00:17.083504,ReLU,Leaky,ReLU,Leaky,Tanh,4,7,15.0,7.0,8.0,22.0,0.010028322492565299,5,60,0.5773983849193774,4.5623228126113506e-05,COMPLETE
15,0.3425445556640625,2023-08-31 19:27:44.386721,2023-08-31 19:27:59.991576,0 days 00:00:15.604855,Tanh,Sigmoid,,,,4,24,24.0,,,,0.00023696408520093373,2,60,0.7982391671059481,1.0449596884857674e-05,COMPLETE
16,0.15541815757751465,2023-08-31 19:27:59.991840,2023-08-31 19:28:17.405851,0 days 00:00:17.414011,Leaky,ReLU,Tanh,ReLU,,4,21,19.0,11.0,17.0,,0.0013267720172495212,4,60,0.5712146462235566,0.0013987575942463156,COMPLETE
17,0.2179749608039856,2023-08-31 19:28:17.406124,2023-08-31 19:28:23.356834,0 days 00:00:05.950710,Leaky,ReLU,,,,16,17,20.0,,,,0.0015260140513733297,2,60,0.5099556996199947,0.0011399257897653523,COMPLETE
18,0.35208427906036377,2023-08-31 19:28:23.357101,2023-08-31 19:29:37.598093,0 days 00:01:14.240992,Leaky,ReLU,Tanh,ReLU,Sigmoid,2,14,15.0,4.0,18.0,24.0,0.011217895909250455,5,60,0.4846679261526832,0.001517041336591808,COMPLETE
19,1.0098439455032349,2023-08-31 19:29:37.598581,2023-08-31 19:29:43.570216,0 days 00:00:05.971635,Leaky,ReLU,ReLU,Leaky,,30,20,20.0,10.0,17.0,,0.002927319477210055,4,60,0.5946301195173488,0.09033382668045227,COMPLETE
20,0.4919506013393402,2023-08-31 19:29:43.570686,2023-08-31 19:29:52.413810,0 days 00:00:08.843124,Sigmoid,ReLU,Sigmoid,,,12,19,9.0,5.0,,,0.010679332999170765,3,60,0.4671510114458994,0.0036271428627360686,COMPLETE
21,0.22964292764663696,2023-08-31 19:29:52.414270,2023-08-31 19:30:00.805741,0 days 00:00:08.391471,Leaky,ReLU,,,,16,16,20.0,,,,0.0016445971493226467,2,60,0.6400844920014873,0.0007553742621819015,COMPLETE
22,0.3696225583553314,2023-08-31 19:30:00.806184,2023-08-31 19:30:06.057866,0 days 00:00:05.251682,Leaky,,,,,16,22,,,,,0.0013580095902219816,1,60,0.4949982335571739,0.0015512839198658583,COMPLETE
23,0.24321240186691284,2023-08-31 19:30:06.058131,2023-08-31 19:30:19.015669,0 days 00:00:12.957538,Leaky,ReLU,,,,10,18,21.0,,,,0.0008234061835417557,2,60,0.668771297348784,0.0003714522580534807,COMPLETE
24,0.35073670744895935,2023-08-31 19:30:19.016127,2023-08-31 19:30:24.032726,0 days 00:00:05.016599,Leaky,,,,,16,14,,,,,0.002470839765922287,1,60,0.4746578438274206,0.00016510935775917272,COMPLETE
25,0.25019174814224243,2023-08-31 19:30:24.033149,2023-08-31 19:30:50.058070,0 days 00:00:26.024921,Tanh,ReLU,,,,4,22,15.0,,,,0.005255033500292333,2,60,0.5453229565165085,0.0010345942497507563,COMPLETE
26,0.21782620251178741,2023-08-31 19:30:50.058504,2023-08-31 19:32:02.965366,0 days 00:01:12.906862,Leaky,ReLU,Leaky,Tanh,,4,20,19.0,10.0,24.0,,0.0003608144829562774,4,100,0.6668839142727007,0.0035048305099655364,COMPLETE
27,0.21901465952396393,2023-08-31 19:32:02.965870,2023-08-31 19:33:14.735826,0 days 00:01:11.769956,Leaky,Leaky,Leaky,Tanh,,4,20,17.0,10.0,24.0,,0.000283604789598398,4,100,0.6678083131496225,0.003659826462317044,COMPLETE
28,1.0124638080596924,2023-08-31 19:33:14.736315,2023-08-31 19:34:08.813783,0 days 00:00:54.077468,Tanh,ReLU,Leaky,Tanh,Sigmoid,4,22,24.0,13.0,20.0,14.0,0.0008780960606294167,5,100,0.43673268274163685,0.00810606060170695,COMPLETE
29,0.739730715751648,2023-08-31 19:34:08.814276,2023-08-31 19:34:35.343820,0 days 00:00:26.529544,Sigmoid,ReLU,Leaky,Tanh,,4,9,14.0,4.0,16.0,,7.239333952480025e-05,4,40,0.6289305928721959,0.0027704207873009766,COMPLETE
30,0.23900195956230164,2023-08-31 19:34:35.344275,2023-08-31 19:35:14.543577,0 days 00:00:39.199302,Leaky,ReLU,Tanh,ReLU,Leaky,4,20,22.0,19.0,14.0,14.0,0.0004971316901307954,5,100,0.3154050129174458,0.000563173194698443,COMPLETE
31,0.2077830731868744,2023-08-31 19:35:14.544067,2023-08-31 19:35:27.234879,0 days 00:00:12.690812,Leaky,ReLU,ReLU,,,16,16,20.0,9.0,,,0.001287754923490886,3,100,0.52875375711073,0.0022564386746648088,COMPLETE
32,0.25763559341430664,2023-08-31 19:35:27.235334,2023-08-31 19:35:44.955505,0 days 00:00:17.720171,Leaky,ReLU,ReLU,,,16,15,19.0,9.0,,,0.000939509560567884,3,100,0.6953940811016229,0.005940139790389991,COMPLETE
33,0.2253824770450592,2023-08-31 19:35:44.955962,2023-08-31 19:36:44.634862,0 days 00:00:59.678900,Leaky,ReLU,ReLU,ReLU,,4,12,18.0,12.0,21.0,,0.0004025507704992466,4,100,0.5522895430719524,0.001778539193257331,COMPLETE
34,0.2535121738910675,2023-08-31 19:36:44.635342,2023-08-31 19:37:00.543433,0 days 00:00:15.908091,Leaky,ReLU,ReLU,,,10,19,22.0,8.0,,,0.0008240314096582547,3,100,0.4251883543216149,0.001952767618619837,COMPLETE
