number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
12,1.0163294076919556,2023-08-31 19:29:14.471770,2023-08-31 19:29:21.934898,0 days 00:00:07.463128,Sigmoid,Tanh,Tanh,,,4,1,8.0,5.0,,,1.0074048526584349e-05,3,60,0.41058016687484783,0.0002680864407043241,COMPLETE
13,0.24954932928085327,2023-08-31 19:29:21.935168,2023-08-31 19:29:26.677847,0 days 00:00:04.742679,Sigmoid,,,,,2,9,,,,,0.013476415847930141,1,80,0.16261241717169472,1.4176036549044039e-05,COMPLETE
14,0.21148361265659332,2023-08-31 19:29:26.678098,2023-08-31 19:29:44.354873,0 days 00:00:17.676775,Leaky,Leaky,ReLU,Leaky,,2,9,17.0,9.0,13.0,,0.000539900566710231,4,60,0.40783645933771084,8.608088806018881e-05,COMPLETE
15,0.19831310212612152,2023-08-31 19:29:44.355160,2023-08-31 19:30:20.607550,0 days 00:00:36.252390,Leaky,Leaky,ReLU,Leaky,,2,9,18.0,10.0,12.0,,0.0004969013294901777,4,100,0.49773315086582837,0.0006608051604190208,COMPLETE
16,0.2151922732591629,2023-08-31 19:30:20.607825,2023-08-31 19:30:25.368410,0 days 00:00:04.760585,Leaky,Leaky,ReLU,Leaky,,16,10,17.0,11.0,13.0,,0.0004368160979806166,4,100,0.47419105572391623,0.0009166321604458114,COMPLETE
17,0.210744246840477,2023-08-31 19:30:25.368682,2023-08-31 19:30:31.869356,0 days 00:00:06.500674,Leaky,Leaky,ReLU,Leaky,,8,6,17.0,11.0,12.0,,0.0005871673836436763,4,60,0.5589518514395629,0.001683410010845178,COMPLETE
18,0.25567448139190674,2023-08-31 19:30:31.869650,2023-08-31 19:30:43.638257,0 days 00:00:11.768607,Leaky,Leaky,ReLU,Leaky,Sigmoid,8,5,17.0,19.0,10.0,24.0,0.00016258969273740803,5,80,0.6248095203292829,0.0015691613754228847,COMPLETE
19,0.1750573366880417,2023-08-31 19:30:43.638550,2023-08-31 19:30:50.410474,0 days 00:00:06.771924,Leaky,Leaky,ReLU,Leaky,,8,11,24.0,14.0,10.0,,0.0006697649511182328,4,60,0.5779449787366926,0.0020355470326180567,COMPLETE
20,0.19524098932743073,2023-08-31 19:30:50.410749,2023-08-31 19:31:14.543298,0 days 00:00:24.132549,Leaky,Sigmoid,Sigmoid,,,4,11,24.0,15.0,,,0.0009203140729832858,3,100,0.7746852367730622,0.0005254130145026489,COMPLETE
21,0.2161790281534195,2023-08-31 19:31:14.543572,2023-08-31 19:31:37.030643,0 days 00:00:22.487071,Leaky,Sigmoid,Sigmoid,,,4,11,24.0,15.0,,,0.0011767968568611518,3,100,0.720082731105397,0.000460803499650258,COMPLETE
22,0.24615085124969482,2023-08-31 19:31:37.030918,2023-08-31 19:31:55.821349,0 days 00:00:18.790431,Leaky,Sigmoid,Sigmoid,,,4,12,21.0,18.0,,,0.0008744885327414501,3,100,0.5982460392689778,0.0021934036627508087,COMPLETE
23,0.24366843700408936,2023-08-31 19:31:55.821638,2023-08-31 19:32:06.017936,0 days 00:00:10.196298,Leaky,Sigmoid,Leaky,Leaky,,12,15,24.0,13.0,1.0,,0.00024088811313535794,4,100,0.7864737210098767,0.0009438702813046484,COMPLETE
24,0.24300968647003174,2023-08-31 19:32:06.018222,2023-08-31 19:32:09.561196,0 days 00:00:03.542974,Leaky,Leaky,Sigmoid,Tanh,ReLU,30,8,19.0,17.0,8.0,20.0,0.00075533318521236,5,100,0.5202332837273719,0.00025545334680461096,COMPLETE
25,0.19092994928359985,2023-08-31 19:32:09.561487,2023-08-31 19:32:30.261203,0 days 00:00:20.699716,Leaky,Leaky,ReLU,,,4,12,24.0,24.0,,,0.00011262951808539659,3,100,0.6622047081122858,0.0012164878728644522,COMPLETE
26,0.30886030197143555,2023-08-31 19:32:30.261486,2023-08-31 19:32:40.539632,0 days 00:00:10.278146,Leaky,Sigmoid,,,,4,18,23.0,,,,8.3836352472535e-05,2,60,0.6676411368271661,0.0019973480500745573,COMPLETE
27,0.17678795754909515,2023-08-31 19:32:40.539898,2023-08-31 19:32:56.957111,0 days 00:00:16.417213,Tanh,Leaky,ReLU,,,4,12,14.0,22.0,,,0.0002303136106582323,3,80,0.6502541246660639,0.0011790118355775657,COMPLETE
28,0.21239666640758514,2023-08-31 19:32:56.957390,2023-08-31 19:33:05.381684,0 days 00:00:08.424294,Tanh,Leaky,ReLU,,,8,13,14.0,24.0,,,0.00022311281631146032,3,80,0.6454909502082972,0.001254462124418252,COMPLETE
29,0.311516135931015,2023-08-31 19:33:05.381953,2023-08-31 19:33:17.092061,0 days 00:00:11.710108,Tanh,Leaky,,,,4,24,6.0,,,,5.655656640157312e-05,2,80,0.5795491393499099,0.014034204950338648,COMPLETE
30,0.23255039751529694,2023-08-31 19:33:17.092332,2023-08-31 19:33:34.566911,0 days 00:00:17.474579,Tanh,Leaky,ReLU,,,4,15,15.0,21.0,,,0.0001588416439377589,3,80,0.6903763118757414,0.0037630935043485446,COMPLETE
31,0.18560506403446198,2023-08-31 19:33:34.567181,2023-08-31 19:33:54.214401,0 days 00:00:19.647220,Tanh,Leaky,ReLU,,,4,11,20.0,24.0,,,0.00031637894182730476,3,80,0.773048415094983,0.0027694644497718328,COMPLETE
32,0.20164285600185394,2023-08-31 19:33:54.214683,2023-08-31 19:34:11.148930,0 days 00:00:16.934247,Tanh,Leaky,ReLU,,,4,12,21.0,24.0,,,0.00030324015284421247,3,80,0.6663865492365112,0.0026227549623563163,COMPLETE
33,0.2532532215118408,2023-08-31 19:34:11.149205,2023-08-31 19:34:16.963394,0 days 00:00:05.814189,Tanh,Leaky,,,,12,14,20.0,,,,0.00011028613735709946,2,80,0.7975279987806561,0.004807477079270721,COMPLETE
34,0.19809980690479279,2023-08-31 19:34:16.963664,2023-08-31 19:34:31.391595,0 days 00:00:14.427931,Tanh,Leaky,ReLU,,,4,11,22.0,21.0,,,0.0003379163447716933,3,80,0.5635538607364735,0.0012069918216440162,COMPLETE
35,0.2697761654853821,2023-08-31 19:34:31.391870,2023-08-31 19:34:42.406543,0 days 00:00:11.014673,Tanh,Leaky,ReLU,ReLU,,8,16,15.0,23.0,17.0,,0.00013759002452713397,4,80,0.6794808136008494,0.007099812938423747,COMPLETE
36,0.19379159808158875,2023-08-31 19:34:42.406827,2023-08-31 19:34:54.719263,0 days 00:00:12.312436,ReLU,Leaky,ReLU,Tanh,ReLU,4,13,19.0,20.0,22.0,13.0,0.0025839587180945104,5,60,0.44273012501269726,0.003022237009841434,COMPLETE
37,0.3100973665714264,2023-08-31 19:34:54.719562,2023-08-31 19:34:59.346332,0 days 00:00:04.626770,Tanh,Leaky,ReLU,ReLU,,16,7,22.0,24.0,17.0,,8.24568783720505e-05,4,80,0.5306723466185459,0.01579016579278589,COMPLETE
38,0.25918886065483093,2023-08-31 19:34:59.346613,2023-08-31 19:35:02.510921,0 days 00:00:03.164308,Tanh,ReLU,Leaky,,,10,18,23.0,22.0,,,0.00020789623804935012,3,40,0.5828297901445676,0.009247731969628081,COMPLETE
39,0.34504395723342896,2023-08-31 19:35:02.511207,2023-08-31 19:35:04.316084,0 days 00:00:01.804877,ReLU,Leaky,,,,30,10,20.0,,,,3.776884980654515e-05,2,60,0.7193657282905037,0.005386849929409105,COMPLETE
40,0.1872692108154297,2023-08-31 19:35:04.316352,2023-08-31 19:35:23.036308,0 days 00:00:18.719956,Tanh,Leaky,ReLU,Sigmoid,,4,20,14.0,19.0,3.0,,0.0020228645032363086,4,80,0.6138573953070191,0.0022958478645556295,COMPLETE
41,0.18654793500900269,2023-08-31 19:35:23.036603,2023-08-31 19:35:42.137833,0 days 00:00:19.101230,Tanh,Leaky,ReLU,Sigmoid,,4,20,13.0,20.0,3.0,,0.0017955308760613166,4,80,0.627822853386137,0.002241615992124454,COMPLETE
42,0.19161701202392578,2023-08-31 19:35:42.138137,2023-08-31 19:35:56.953260,0 days 00:00:14.815123,Tanh,Leaky,ReLU,Sigmoid,,4,20,13.0,17.0,1.0,,0.0013969727195881413,4,80,0.48733439010805085,0.002591546689372684,COMPLETE
43,0.212201789021492,2023-08-31 19:35:56.953560,2023-08-31 19:36:15.840131,0 days 00:00:18.886571,Tanh,ReLU,ReLU,Sigmoid,,4,21,10.0,19.0,4.0,,0.002313703352974828,4,80,0.6158643423342897,0.003962701259882163,COMPLETE
44,0.19332368671894073,2023-08-31 19:36:15.840458,2023-08-31 19:36:25.627895,0 days 00:00:09.787437,Tanh,Leaky,ReLU,Sigmoid,Sigmoid,8,23,12.0,21.0,4.0,12.0,0.004305446562112435,5,80,0.5337541174143902,0.001999154141205385,COMPLETE
45,0.36300912499427795,2023-08-31 19:36:25.628194,2023-08-31 19:36:35.489752,0 days 00:00:09.861558,Tanh,Tanh,Leaky,Sigmoid,,10,17,15.0,19.0,7.0,,0.0016994691284483569,4,80,0.7318333896598114,0.03378848682295229,COMPLETE
46,0.21188943088054657,2023-08-31 19:36:35.490032,2023-08-31 19:36:42.864377,0 days 00:00:07.374345,Tanh,Leaky,Tanh,Sigmoid,Tanh,12,21,8.0,17.0,9.0,10.0,0.003396712770363612,5,80,0.6054291233027427,0.006011788755240868,COMPLETE
47,0.9953264594078064,2023-08-31 19:36:42.864692,2023-08-31 19:36:48.953657,0 days 00:00:06.088965,Sigmoid,Leaky,ReLU,Sigmoid,,4,19,13.0,1.0,3.0,,0.0009821398637278496,4,40,0.3798612093583782,0.0032844393168154273,COMPLETE
48,0.247396782040596,2023-08-31 19:36:48.953950,2023-08-31 19:36:52.116976,0 days 00:00:03.163026,Tanh,Tanh,ReLU,,,16,15,11.0,13.0,,,0.0018217565734649768,3,80,0.44778408274009435,0.008515170882886306,COMPLETE
49,0.19759520888328552,2023-08-31 19:36:52.117255,2023-08-31 19:37:08.711842,0 days 00:00:16.594587,ReLU,ReLU,Tanh,Sigmoid,,4,14,16.0,22.0,6.0,,0.0006296082432469934,4,60,0.7314011153681661,0.0008578459205046474,COMPLETE
50,0.23267045617103577,2023-08-31 19:37:08.712134,2023-08-31 19:37:12.072701,0 days 00:00:03.360567,Tanh,Leaky,ReLU,Sigmoid,Leaky,30,22,9.0,20.0,1.0,18.0,0.0003978942951327715,5,80,0.6265409713308687,0.0016300930511006105,COMPLETE
51,0.2396465241909027,2023-08-31 19:37:12.072993,2023-08-31 19:37:28.557955,0 days 00:00:16.484962,Sigmoid,Leaky,ReLU,,,4,10,14.0,23.0,,,0.0005965447832800149,3,80,0.6525215187051668,0.0013586022835633677,COMPLETE
52,0.2299540638923645,2023-08-31 19:37:28.558237,2023-08-31 19:37:35.370264,0 days 00:00:06.812027,Tanh,Leaky,ReLU,,,4,12,6.0,23.0,,,0.001191801648547388,3,40,0.5461436977882858,0.0022074307418326953,COMPLETE
53,0.16062693297863007,2023-08-31 19:37:35.370552,2023-08-31 19:38:10.379545,0 days 00:00:35.008993,Tanh,Leaky,ReLU,Leaky,,4,8,23.0,22.0,10.0,,0.0004535581946091944,4,60,0.7116791625966067,0.0007285907477881669,COMPLETE
54,0.18808960914611816,2023-08-31 19:38:10.380022,2023-08-31 19:38:39.551535,0 days 00:00:29.171513,Tanh,Leaky,ReLU,Leaky,,8,8,23.0,22.0,10.0,,0.0004859686408727988,4,60,0.7951650620540345,0.0006991898922676262,COMPLETE
55,0.2814125120639801,2023-08-31 19:38:39.552017,2023-08-31 19:39:15.088271,0 days 00:00:35.536254,Tanh,Leaky,ReLU,Leaky,,4,5,11.0,20.0,6.0,,0.0007997324832995379,4,60,0.49174038942673354,0.003914605792507223,COMPLETE
56,0.19778066873550415,2023-08-31 19:39:15.088754,2023-08-31 19:39:31.337988,0 days 00:00:16.249234,Tanh,Leaky,ReLU,Leaky,,4,8,18.0,18.0,14.0,,0.00028022072556618046,4,60,0.7201700190937058,0.0008373968507538336,COMPLETE
57,0.23437578976154327,2023-08-31 19:39:31.338270,2023-08-31 19:39:44.785986,0 days 00:00:13.447716,Tanh,Tanh,Tanh,Leaky,,4,10,12.0,7.0,15.0,,0.0004070148755680159,4,60,0.6084890104610247,0.00050339362371842,COMPLETE
58,0.2587619423866272,2023-08-31 19:39:44.786273,2023-08-31 19:39:51.915600,0 days 00:00:07.129327,Tanh,Leaky,ReLU,ReLU,,10,3,21.0,16.0,3.0,,0.001428267178440262,4,60,0.7438571811933486,0.001763140500729569,COMPLETE
59,0.18346993625164032,2023-08-31 19:39:51.915887,2023-08-31 19:40:02.085650,0 days 00:00:10.169763,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,7,14.0,21.0,10.0,6.0,0.005554871811443778,5,80,0.5665892867333032,0.0003302165732195667,COMPLETE
60,0.18246646225452423,2023-08-31 19:40:02.085945,2023-08-31 19:40:12.197125,0 days 00:00:10.111180,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,7,16.0,21.0,11.0,7.0,0.009946981557617897,5,80,0.5600258000437873,0.00023802590703028584,COMPLETE
61,0.1701366901397705,2023-08-31 19:40:12.197422,2023-08-31 19:40:22.489387,0 days 00:00:10.291965,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,7,16.0,21.0,11.0,7.0,0.007461925016020926,5,80,0.5710548401483185,0.0003288226100645738,COMPLETE
62,0.19518469274044037,2023-08-31 19:40:22.489675,2023-08-31 19:40:32.311329,0 days 00:00:09.821654,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,7,16.0,21.0,11.0,7.0,0.008644157756774322,5,80,0.546700229222769,0.00031874648998126044,COMPLETE
63,0.24396121501922607,2023-08-31 19:40:32.311627,2023-08-31 19:40:41.236459,0 days 00:00:08.924832,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,4,16.0,22.0,9.0,6.0,0.017545942161640654,5,80,0.5009083675405952,0.00017788879169703772,COMPLETE
64,0.9471597671508789,2023-08-31 19:40:41.236750,2023-08-31 19:40:53.101595,0 days 00:00:11.864845,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,7,20.0,23.0,11.0,2.0,0.006305924855632397,5,80,0.5619434132513441,0.0006179254802148386,COMPLETE
65,0.968335747718811,2023-08-31 19:40:53.101891,2023-08-31 19:41:03.767904,0 days 00:00:10.666013,Sigmoid,Sigmoid,Leaky,Tanh,ReLU,8,5,19.0,22.0,8.0,9.0,0.0252989860749101,5,60,0.7131500936831037,0.00041425971830586985,COMPLETE
66,0.9837296605110168,2023-08-31 19:41:03.768192,2023-08-31 19:41:17.267603,0 days 00:00:13.499411,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,9,18.0,14.0,11.0,4.0,0.005718788188210911,5,80,0.678184815516146,0.0001782076296406445,COMPLETE
67,0.2655351758003235,2023-08-31 19:41:17.267899,2023-08-31 19:41:27.312206,0 days 00:00:10.044307,Sigmoid,ReLU,Leaky,Tanh,ReLU,8,6,22.0,24.0,15.0,8.0,0.00036024676780954017,5,80,0.5177043894104915,0.0003998536498637445,COMPLETE
68,0.27321213483810425,2023-08-31 19:41:27.312505,2023-08-31 19:41:32.637476,0 days 00:00:05.324971,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,11,17.0,8.0,13.0,14.0,0.0007277988739046681,5,40,0.5849701407028588,0.000998427558216844,COMPLETE
69,0.3470342755317688,2023-08-31 19:41:32.637774,2023-08-31 19:41:38.761746,0 days 00:00:06.123972,Sigmoid,Leaky,Leaky,Tanh,ReLU,8,8,15.0,18.0,10.0,4.0,0.00020332441703873626,5,60,0.45762473362122824,0.0006360212590174254,COMPLETE
70,0.30114999413490295,2023-08-31 19:41:38.762044,2023-08-31 19:42:30.911724,0 days 00:00:52.149680,Sigmoid,Leaky,Sigmoid,Tanh,Sigmoid,2,2,24.0,21.0,24.0,10.0,0.0005125752963072964,5,80,0.7631182019853515,0.00028609177213694356,COMPLETE
71,0.19956530630588531,2023-08-31 19:42:30.912023,2023-08-31 19:42:38.329717,0 days 00:00:07.417694,Sigmoid,Leaky,Leaky,,,8,9,14.0,20.0,,,0.002805432752070292,3,80,0.5738197309737871,0.0012607757431963285,COMPLETE
72,0.2134130597114563,2023-08-31 19:42:38.329994,2023-08-31 19:42:46.640553,0 days 00:00:08.310559,Sigmoid,Leaky,Leaky,,,8,6,13.0,23.0,,,0.003995265505009049,3,80,0.6439833118987833,0.0008159759371331029,COMPLETE
73,0.19500304758548737,2023-08-31 19:42:46.640828,2023-08-31 19:42:54.624451,0 days 00:00:07.983623,Leaky,Leaky,Leaky,Leaky,Tanh,12,7,12.0,11.0,8.0,1.0,0.009178981996232474,5,80,0.680446005471514,0.0005409868420951652,COMPLETE
74,0.2215775102376938,2023-08-31 19:42:54.624747,2023-08-31 19:43:00.735474,0 days 00:00:06.110727,ReLU,Leaky,Sigmoid,Tanh,Leaky,16,10,23.0,20.0,12.0,7.0,0.0011013425778259285,5,80,0.6408170805732588,0.0010294253459634335,COMPLETE
75,0.35511162877082825,2023-08-31 19:43:00.735753,2023-08-31 19:43:07.790924,0 days 00:00:07.055171,Sigmoid,Sigmoid,,,,8,4,16.0,,,,0.00029230642164226065,2,80,0.6895001567624934,0.001598855952519647,COMPLETE
76,0.1883845329284668,2023-08-31 19:43:07.791193,2023-08-31 19:43:10.932511,0 days 00:00:03.141318,Leaky,Leaky,ReLU,,,30,13,14.0,21.0,,,0.0007043160339013365,3,80,0.7599548968196266,0.00039463204567259696,COMPLETE
77,0.19540053606033325,2023-08-31 19:43:10.932788,2023-08-31 19:43:46.355871,0 days 00:00:35.423083,Sigmoid,Leaky,Leaky,Leaky,ReLU,2,8,15.0,4.0,14.0,16.0,0.0027450167770730924,5,80,0.5177425613858225,0.00019926733209889264,COMPLETE
78,0.21564406156539917,2023-08-31 19:43:46.356164,2023-08-31 19:43:52.348122,0 days 00:00:05.991958,Tanh,Tanh,ReLU,,,8,11,21.0,24.0,,,0.0004906612397474938,3,60,0.5968808155538264,0.0028262721418960256,COMPLETE
79,0.22381721436977386,2023-08-31 19:43:52.348401,2023-08-31 19:44:01.990901,0 days 00:00:09.642500,ReLU,,,,,4,12,,,,,0.0008921281323662662,1,80,0.6343642055918698,0.00013860400937656798,COMPLETE
80,0.17760591208934784,2023-08-31 19:44:01.991175,2023-08-31 19:44:09.293309,0 days 00:00:07.302134,Leaky,Leaky,Tanh,Tanh,,8,14,19.0,22.0,9.0,,0.004856542425301162,4,80,0.46987892636274303,0.0007259420485652674,COMPLETE
81,0.17564034461975098,2023-08-31 19:44:09.293594,2023-08-31 19:44:17.996604,0 days 00:00:08.703010,Leaky,Leaky,Tanh,Tanh,,8,7,19.0,22.0,9.0,,0.004606166593304837,4,80,0.5648535260645876,0.00034564896052764207,COMPLETE
82,0.1711202710866928,2023-08-31 19:44:17.996894,2023-08-31 19:44:26.650170,0 days 00:00:08.653276,Leaky,Leaky,Tanh,Tanh,,8,14,18.0,22.0,9.0,,0.005269214063739923,4,80,0.5562569908427638,0.00024702219215917996,COMPLETE
83,0.20439402759075165,2023-08-31 19:44:26.650481,2023-08-31 19:44:35.206810,0 days 00:00:08.556329,Leaky,Leaky,Tanh,Tanh,,8,6,18.0,21.0,9.0,,0.0049762239734224365,4,80,0.5521293321461681,0.0003186697381344236,COMPLETE
84,0.19330182671546936,2023-08-31 19:44:35.207086,2023-08-31 19:44:42.501663,0 days 00:00:07.294577,Leaky,Leaky,Tanh,Tanh,,8,5,18.0,22.0,10.0,,0.006374600146195878,4,80,0.4698678707670926,0.00023591758625784586,COMPLETE
85,0.16860182583332062,2023-08-31 19:44:42.501960,2023-08-31 19:44:52.395113,0 days 00:00:09.893153,Leaky,Leaky,Tanh,Tanh,,8,14,19.0,23.0,7.0,,0.0034440878193350575,4,100,0.5136762035247252,0.0003477745827475702,COMPLETE
86,0.1789330393075943,2023-08-31 19:44:52.395401,2023-08-31 19:45:02.283383,0 days 00:00:09.887982,Leaky,Leaky,Tanh,Tanh,,8,15,19.0,23.0,7.0,,0.00458069507096832,4,100,0.5093972474405429,0.00047920282870503257,COMPLETE
87,0.17299051582813263,2023-08-31 19:45:02.283667,2023-08-31 19:45:10.840218,0 days 00:00:08.556551,Leaky,ReLU,Tanh,Tanh,,8,14,19.0,23.0,7.0,,0.0034555537422692874,4,100,0.4242199721082282,0.00047192917557763707,COMPLETE
88,0.1874086707830429,2023-08-31 19:45:10.840520,2023-08-31 19:45:19.432724,0 days 00:00:08.592204,Leaky,ReLU,Tanh,Tanh,,8,16,19.0,23.0,7.0,,0.003843230356084587,4,100,0.4201687049248225,0.0007076804140190898,COMPLETE
89,0.16705572605133057,2023-08-31 19:45:19.433007,2023-08-31 19:45:29.988664,0 days 00:00:10.555657,Leaky,ReLU,Tanh,Tanh,,8,14,20.0,22.0,8.0,,0.00340823891848835,4,100,0.5253098857808204,0.0005785579607843698,COMPLETE
90,0.17987510561943054,2023-08-31 19:45:29.988953,2023-08-31 19:45:41.033243,0 days 00:00:11.044290,Leaky,ReLU,Tanh,ReLU,,8,13,20.0,23.0,5.0,,0.003097601087788554,4,100,0.5351346390046844,0.0004087753953640646,COMPLETE
91,0.15473304688930511,2023-08-31 19:45:41.033530,2023-08-31 19:45:51.110120,0 days 00:00:10.076590,Leaky,ReLU,Tanh,Tanh,,8,14,17.0,22.0,8.0,,0.003318648634796088,4,100,0.4969312344941357,0.0005640589653724916,COMPLETE
92,0.17492379248142242,2023-08-31 19:45:51.110395,2023-08-31 19:46:00.829429,0 days 00:00:09.719034,Leaky,ReLU,Tanh,Tanh,,8,14,17.0,22.0,8.0,,0.002205108328458747,4,100,0.4897308164439652,0.0005401332285749781,COMPLETE
93,0.18595671653747559,2023-08-31 19:46:00.829739,2023-08-31 19:46:10.918603,0 days 00:00:10.088864,Leaky,ReLU,Tanh,Tanh,,8,14,17.0,24.0,8.0,,0.0032898060534533886,4,100,0.507201803420341,0.0005669423782580271,COMPLETE
94,0.16894210875034332,2023-08-31 19:46:10.918899,2023-08-31 19:46:20.514382,0 days 00:00:09.595483,Leaky,ReLU,Tanh,Tanh,,8,17,18.0,23.0,7.0,,0.0023849717953944474,4,100,0.4773283745254354,0.00034913735505474826,COMPLETE
95,0.16877470910549164,2023-08-31 19:46:20.514675,2023-08-31 19:46:30.132119,0 days 00:00:09.617444,Leaky,ReLU,Tanh,Tanh,,8,17,17.0,23.0,7.0,,0.0023121572500019176,4,100,0.478406774079223,0.0004903445648444347,COMPLETE
96,0.18756398558616638,2023-08-31 19:46:30.132400,2023-08-31 19:46:38.788244,0 days 00:00:08.655844,Leaky,ReLU,Tanh,Tanh,,8,18,18.0,23.0,7.0,,0.002189195246921786,4,100,0.432818647899077,0.0004958635473084628,COMPLETE
97,0.1695578545331955,2023-08-31 19:46:38.788526,2023-08-31 19:46:48.295683,0 days 00:00:09.507157,Leaky,ReLU,Tanh,Tanh,,8,17,17.0,24.0,5.0,,0.002309939106478695,4,100,0.4792091130411393,0.0003634439659563897,COMPLETE
98,0.16382671892642975,2023-08-31 19:46:48.295974,2023-08-31 19:46:56.642840,0 days 00:00:08.346866,Leaky,ReLU,Tanh,Tanh,,8,17,18.0,24.0,5.0,,0.00261705501969919,4,100,0.40844246558863195,0.0002870700963127106,COMPLETE
99,0.19959579408168793,2023-08-31 19:46:56.643122,2023-08-31 19:47:04.389344,0 days 00:00:07.746222,Leaky,ReLU,Tanh,Tanh,,8,17,17.0,24.0,5.0,,0.0024584409490178913,4,100,0.39425016216129,0.00028591766150823107,COMPLETE
100,0.169206440448761,2023-08-31 19:47:04.389651,2023-08-31 19:47:11.496996,0 days 00:00:07.107345,Leaky,ReLU,Tanh,Tanh,,10,16,18.0,24.0,6.0,,0.0015266807657437547,4,100,0.4496854835051959,0.00023334763539148076,COMPLETE
101,0.1787148416042328,2023-08-31 19:47:11.497287,2023-08-31 19:47:18.735294,0 days 00:00:07.238007,Leaky,ReLU,Tanh,Tanh,,10,16,18.0,24.0,6.0,,0.0015508234012254984,4,100,0.45137281469771134,0.00023038517517932878,COMPLETE
102,0.17410901188850403,2023-08-31 19:47:18.735575,2023-08-31 19:47:26.438142,0 days 00:00:07.702567,Leaky,ReLU,Tanh,Tanh,,10,17,17.0,24.0,5.0,,0.0018282515583698663,4,100,0.48249261875364036,0.00036853908438185933,COMPLETE
