number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.44464537501335144,2023-09-01 14:10:09.378072,2023-09-01 14:10:13.161723,0 days 00:00:03.783651,Tanh,Leaky,Tanh,,,12,4,16.0,21.0,,,0.0018574214696663307,3,80,0.3293455333997661,0.01007178926778696,COMPLETE
1,1.0037024021148682,2023-09-01 14:10:13.162025,2023-09-01 14:10:14.532481,0 days 00:00:01.370456,ReLU,Leaky,Sigmoid,Tanh,,16,1,2.0,11.0,23.0,,0.0009807452725514043,4,40,0.2802078564278982,0.06146255969642154,COMPLETE
2,0.5729098320007324,2023-09-01 14:10:14.532772,2023-09-01 14:10:34.170494,0 days 00:00:19.637722,ReLU,ReLU,Tanh,ReLU,,2,16,16.0,7.0,11.0,,3.1659967605740015e-05,4,40,0.5723610203977125,0.0012598964308742342,COMPLETE
3,0.8158300518989563,2023-09-01 14:10:34.170782,2023-09-01 14:10:39.094142,0 days 00:00:04.923360,Tanh,,,,,2,10,,,,,1.0863370341332332e-05,1,40,0.2380691663192144,0.00030680490130979333,COMPLETE
4,0.9620494842529297,2023-09-01 14:10:39.094413,2023-09-01 14:10:40.591237,0 days 00:00:01.496824,Leaky,Tanh,,,,30,20,5.0,,,,1.238939844992811e-05,2,100,0.27277779679935293,0.007061966559779913,COMPLETE
5,0.5240893363952637,2023-09-01 14:10:40.591507,2023-09-01 14:10:43.723247,0 days 00:00:03.131740,Sigmoid,,,,,12,4,,,,,0.001007289747023343,1,100,0.3082698013584485,0.0002361841648475227,COMPLETE
6,0.95823073387146,2023-09-01 14:10:43.723507,2023-09-01 14:10:49.431914,0 days 00:00:05.708407,ReLU,Tanh,ReLU,ReLU,,8,24,18.0,3.0,20.0,,1.677197107297587e-05,4,100,0.22976377237355447,0.0029423042096915044,COMPLETE
7,0.6835858821868896,2023-09-01 14:10:49.432209,2023-09-01 14:10:50.042165,0 days 00:00:00.609956,Sigmoid,,,,,30,14,,,,,0.005454823598297341,1,80,0.161024474782686,0.01876681521317818,COMPLETE
8,0.9695284962654114,2023-09-01 14:10:50.042442,2023-09-01 14:10:52.397757,0 days 00:00:02.355315,ReLU,Tanh,Sigmoid,Tanh,,8,13,21.0,21.0,23.0,,1.0150509570439055e-05,4,40,0.2568338949956453,0.03750193775484295,COMPLETE
9,0.43111905455589294,2023-09-01 14:10:52.398020,2023-09-01 14:10:59.159352,0 days 00:00:06.761332,Sigmoid,Sigmoid,Sigmoid,,,4,3,21.0,11.0,,,0.006122434939291504,3,60,0.2681487078633638,7.03990301440132e-05,COMPLETE
10,0.5845009684562683,2023-09-01 14:10:59.159617,2023-09-01 14:11:02.365002,0 days 00:00:03.205385,Sigmoid,Sigmoid,Leaky,Leaky,Tanh,4,8,24.0,14.0,1.0,16.0,0.06330652191556468,5,60,0.10011093281973694,1.481757111090406e-05,COMPLETE
11,0.2517746090888977,2023-09-01 14:11:02.365301,2023-09-01 14:11:15.782604,0 days 00:00:13.417303,Tanh,Sigmoid,Tanh,,,4,5,12.0,24.0,,,0.005933596482956682,3,80,0.42178048213681313,3.808553201809773e-05,COMPLETE
12,0.2546396255493164,2023-09-01 14:11:15.782885,2023-09-01 14:11:28.021980,0 days 00:00:12.239095,Tanh,Sigmoid,Tanh,,,4,7,10.0,14.0,,,0.016417894812540308,3,60,0.5156014561354872,2.6107298240658413e-05,COMPLETE
13,0.260505348443985,2023-09-01 14:11:28.022250,2023-09-01 14:11:33.153851,0 days 00:00:05.131601,Tanh,Sigmoid,,,,10,7,10.0,,,,0.037597378020917054,2,60,0.5822061557637119,1.1486520612631433e-05,COMPLETE
14,0.21367701888084412,2023-09-01 14:11:33.154125,2023-09-01 14:11:55.544152,0 days 00:00:22.390027,Tanh,Sigmoid,,,,4,8,10.0,,,,0.020130460785489693,2,80,0.7866031904757217,4.042725792270899e-05,COMPLETE
15,0.4798063039779663,2023-09-01 14:11:55.544420,2023-09-01 14:12:17.691531,0 days 00:00:22.147111,Tanh,Sigmoid,,,,4,10,11.0,,,,0.0921641538938194,2,80,0.7965512925597054,6.680788285622899e-05,COMPLETE
16,0.25994324684143066,2023-09-01 14:12:17.691796,2023-09-01 14:12:30.762206,0 days 00:00:13.070410,Leaky,ReLU,,,,4,17,7.0,,,,0.020281395532863112,2,80,0.4299324988392971,5.322309306352531e-05,COMPLETE
17,0.6219613552093506,2023-09-01 14:12:30.762465,2023-09-01 14:12:43.535174,0 days 00:00:12.772709,Tanh,Sigmoid,ReLU,Sigmoid,Sigmoid,10,10,14.0,23.0,1.0,1.0,0.009650604870240005,5,80,0.7320712099865924,0.00031793462766862467,COMPLETE
18,0.7597234845161438,2023-09-01 14:12:43.535448,2023-09-01 14:12:47.251663,0 days 00:00:03.716215,Tanh,Sigmoid,Leaky,,,16,1,7.0,18.0,,,0.03040381818186891,3,80,0.4322185191866134,0.0001514293232616292,COMPLETE
19,0.33403831720352173,2023-09-01 14:12:47.251925,2023-09-01 14:13:05.780802,0 days 00:00:18.528877,Tanh,Sigmoid,,,,4,5,13.0,,,,0.002923510527397461,2,80,0.6577812852041771,3.284458715047802e-05,COMPLETE
20,0.6998388767242432,2023-09-01 14:13:05.781062,2023-09-01 14:13:26.084332,0 days 00:00:20.303270,Leaky,ReLU,,,,4,8,1.0,,,,0.011565251511002664,2,80,0.6693015548879885,1.121211190392946e-05,COMPLETE
21,0.2758111357688904,2023-09-01 14:13:26.084604,2023-09-01 14:13:38.508446,0 days 00:00:12.423842,Tanh,Sigmoid,Tanh,,,4,6,9.0,16.0,,,0.017317580702954395,3,60,0.4865106889695345,3.0157618559765945e-05,COMPLETE
22,0.6918975710868835,2023-09-01 14:13:38.508722,2023-09-01 14:13:57.996951,0 days 00:00:19.488229,Tanh,Sigmoid,Tanh,,,4,11,12.0,1.0,,,0.04554268497321063,3,60,0.7939345511829512,0.00012528473697508128,COMPLETE
23,0.26559823751449585,2023-09-01 14:13:57.997222,2023-09-01 14:14:11.373572,0 days 00:00:13.376350,Tanh,Sigmoid,Tanh,,,4,7,8.0,24.0,,,0.020741658647403818,3,60,0.5478068530388585,2.494032641723777e-05,COMPLETE
24,0.4447639286518097,2023-09-01 14:14:11.373841,2023-09-01 14:14:24.217715,0 days 00:00:12.843874,Tanh,Leaky,Tanh,,,4,2,14.0,7.0,,,0.007876268500373122,3,80,0.40802715835361064,0.0005522797517947362,COMPLETE
25,0.576954185962677,2023-09-01 14:14:24.217993,2023-09-01 14:14:45.092982,0 days 00:00:20.874989,Tanh,Sigmoid,Tanh,Leaky,,4,5,4.0,18.0,13.0,,0.09298291467347837,4,80,0.5119580055790993,7.958518343130569e-05,COMPLETE
26,0.2554929256439209,2023-09-01 14:14:45.093272,2023-09-01 14:14:49.557277,0 days 00:00:04.464005,Tanh,Sigmoid,,,,12,8,10.0,,,,0.035822865584596755,2,60,0.6212428169694939,2.438251908497055e-05,COMPLETE
27,0.286924809217453,2023-09-01 14:14:49.557551,2023-09-01 14:14:56.974792,0 days 00:00:07.417241,Tanh,,,,,8,12,,,,,0.01533350892429334,1,80,0.658500773749999,0.00013337210776935083,COMPLETE
28,0.27170833945274353,2023-09-01 14:14:56.975042,2023-09-01 14:15:03.726157,0 days 00:00:06.751115,Leaky,Sigmoid,,,,10,9,5.0,,,,0.007012034256701823,2,100,0.48861067199189107,4.013619818214891e-05,COMPLETE
29,0.4199695587158203,2023-09-01 14:15:03.726437,2023-09-01 14:15:05.466476,0 days 00:00:01.740039,Tanh,Sigmoid,Tanh,,,30,4,16.0,8.0,,,0.0029608700439107422,3,80,0.36204154765030216,1.7411645372330673e-05,COMPLETE
30,0.27591007947921753,2023-09-01 14:15:05.466749,2023-09-01 14:15:24.636049,0 days 00:00:19.169300,Tanh,Tanh,ReLU,Sigmoid,,2,6,12.0,14.0,10.0,,0.0036005688007914867,4,60,0.36599658560323134,4.629477296115501e-05,COMPLETE
31,0.23368172347545624,2023-09-01 14:15:24.636327,2023-09-01 14:15:28.601580,0 days 00:00:03.965253,Tanh,Sigmoid,,,,12,8,10.0,,,,0.03362922882101672,2,60,0.5685254841794861,2.235676212035934e-05,COMPLETE
32,0.3290167450904846,2023-09-01 14:15:28.601844,2023-09-01 14:15:33.045000,0 days 00:00:04.443156,Tanh,Sigmoid,Leaky,,,12,3,9.0,19.0,,,0.02889861934695234,3,60,0.5488778125710707,2.0725668026301084e-05,COMPLETE
33,0.28572309017181396,2023-09-01 14:15:33.045279,2023-09-01 14:15:38.081550,0 days 00:00:05.036271,Tanh,Sigmoid,,,,12,6,7.0,,,,0.012034641744800645,2,60,0.6778410671182636,1.024081987131916e-05,COMPLETE
