number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_activation5,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_fl5,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
18,0.3836509585380554,2023-09-01 09:15:11.011219,2023-09-01 09:15:11.356911,0 days 00:00:00.345692,Sigmoid,ReLU,ReLU,,,30,18,15.0,7.0,,,0.036571492587675274,3,40,0.13594921171744895,1.0316849913297815e-05,COMPLETE
19,0.3549240827560425,2023-09-01 09:15:11.357156,2023-09-01 09:15:12.477385,0 days 00:00:01.120229,Sigmoid,ReLU,,,,10,20,19.0,,,,0.005092354669476998,2,60,0.13622823914105278,0.00012540600421020776,COMPLETE
20,0.43087753653526306,2023-09-01 09:15:12.477633,2023-09-01 09:15:14.678942,0 days 00:00:02.201309,Sigmoid,ReLU,,,,10,14,8.0,,,,0.019952390038966553,2,80,0.20181757602564304,2.9878777034996165e-05,COMPLETE
21,0.34489089250564575,2023-09-01 09:15:14.679193,2023-09-01 09:15:15.833514,0 days 00:00:01.154321,Sigmoid,ReLU,,,,10,18,17.0,,,,0.016951649726450996,2,80,0.10258845824643119,2.761732606930113e-05,COMPLETE
22,0.36069968342781067,2023-09-01 09:15:15.833776,2023-09-01 09:15:17.354974,0 days 00:00:01.521198,Sigmoid,ReLU,Tanh,,,10,17,14.0,9.0,,,0.026608379969632417,3,80,0.11871602468026918,2.0592080424854468e-05,COMPLETE
23,0.3300982415676117,2023-09-01 09:15:17.355236,2023-09-01 09:15:18.587200,0 days 00:00:01.231964,Sigmoid,ReLU,,,,10,20,18.0,,,,0.01025518454263964,2,80,0.11000336170545023,5.7519816694264926e-05,COMPLETE
24,0.40022149682044983,2023-09-01 09:15:18.587444,2023-09-01 09:15:19.755516,0 days 00:00:01.168072,Sigmoid,,,,,10,20,,,,,0.006799916701577833,1,80,0.12689759598642328,5.7437874398126664e-05,COMPLETE
25,0.3112833499908447,2023-09-01 09:15:19.755760,2023-09-01 09:15:20.574215,0 days 00:00:00.818455,Sigmoid,Leaky,,,,10,20,19.0,,,,0.04003537777849049,2,40,0.14762811572857815,1.5948324792533953e-05,COMPLETE
26,0.3371395468711853,2023-09-01 09:15:20.574466,2023-09-01 09:15:21.434710,0 days 00:00:00.860244,Sigmoid,Leaky,ReLU,,,12,16,20.0,22.0,,,0.045718795552500566,3,40,0.1570120333388964,6.633483533473416e-05,COMPLETE
27,0.2795465588569641,2023-09-01 09:15:21.434968,2023-09-01 09:15:28.010695,0 days 00:00:06.575727,ReLU,Leaky,,,,2,12,23.0,,,,0.00889200890776047,2,80,0.12884734713229826,1.7505423011300412e-05,COMPLETE
28,0.4074353277683258,2023-09-01 09:15:28.010948,2023-09-01 09:15:32.523556,0 days 00:00:04.512608,ReLU,,,,,2,6,,,,,0.003561910075746851,1,60,0.14662635343197583,2.0573605381484276e-05,COMPLETE
29,0.28949394822120667,2023-09-01 09:15:32.523798,2023-09-01 09:15:34.018316,0 days 00:00:01.494518,ReLU,Leaky,Sigmoid,,,8,10,24.0,11.0,,,0.009867970662393866,3,60,0.126326358290984,0.0002240019068346209,COMPLETE
30,0.24843841791152954,2023-09-01 09:15:34.018582,2023-09-01 09:15:36.249179,0 days 00:00:02.230597,ReLU,Leaky,Sigmoid,,,8,11,24.0,9.0,,,0.008349873070048495,3,60,0.19014349204878284,0.00031306951805539336,COMPLETE
31,0.25892356038093567,2023-09-01 09:15:36.249440,2023-09-01 09:15:38.368947,0 days 00:00:02.119507,ReLU,Leaky,Sigmoid,,,8,11,24.0,10.0,,,0.009627584375407823,3,60,0.18122779009308274,0.0002933123170387626,COMPLETE
32,0.30441856384277344,2023-09-01 09:15:38.369207,2023-09-01 09:15:40.463663,0 days 00:00:02.094456,ReLU,Leaky,Sigmoid,,,8,11,24.0,10.0,,,0.008072367149129648,3,60,0.17894902232590393,0.00031152791015443655,COMPLETE
33,0.3198785185813904,2023-09-01 09:15:40.463930,2023-09-01 09:15:42.531472,0 days 00:00:02.067542,ReLU,Leaky,Sigmoid,,,8,8,24.0,12.0,,,0.0046435505337729015,3,60,0.17732403625591814,0.0007208484236694362,COMPLETE
34,0.30584487318992615,2023-09-01 09:15:42.531737,2023-09-01 09:15:45.458673,0 days 00:00:02.926936,ReLU,Leaky,Sigmoid,Sigmoid,,8,11,22.0,7.0,24.0,,0.002866523023518974,4,60,0.2214692152172559,0.0002377170534827914,COMPLETE
35,0.27236688137054443,2023-09-01 09:15:45.458940,2023-09-01 09:15:48.329153,0 days 00:00:02.870213,ReLU,Leaky,Sigmoid,,,8,12,24.0,12.0,,,0.007852668207131284,3,60,0.2470936990536324,0.0016842668324583243,COMPLETE
36,0.33058878779411316,2023-09-01 09:15:48.329414,2023-09-01 09:15:51.630967,0 days 00:00:03.301553,ReLU,Leaky,Sigmoid,Tanh,,8,12,22.0,7.0,17.0,,0.0019498941913752644,4,60,0.2469973111220796,0.0014994549958034554,COMPLETE
37,0.4075515866279602,2023-09-01 09:15:51.631240,2023-09-01 09:15:54.101575,0 days 00:00:02.470335,ReLU,Leaky,Sigmoid,Leaky,,8,7,21.0,13.0,9.0,,0.007822522894179406,4,60,0.1838958950528196,0.002762715197699555,COMPLETE
38,0.2862907350063324,2023-09-01 09:15:54.101845,2023-09-01 09:15:57.031558,0 days 00:00:02.929713,ReLU,Leaky,Sigmoid,,,8,13,24.0,9.0,,,0.003532015725127946,3,60,0.2506844288518984,0.00012782207993892173,COMPLETE
39,0.3362469971179962,2023-09-01 09:15:57.031827,2023-09-01 09:16:05.323406,0 days 00:00:08.291579,ReLU,Leaky,Sigmoid,Tanh,,2,14,23.0,4.0,17.0,,0.0009981612408720471,4,60,0.1614240435489348,0.00044393341135022784,COMPLETE
40,0.5823113322257996,2023-09-01 09:16:05.323687,2023-09-01 09:16:06.215911,0 days 00:00:00.892224,ReLU,Leaky,Sigmoid,Leaky,ReLU,30,3,21.0,14.0,24.0,23.0,0.011209241357570296,5,60,0.19480172700584125,0.004014265641886155,COMPLETE
41,0.23926347494125366,2023-09-01 09:16:06.216194,2023-09-01 09:16:09.197572,0 days 00:00:02.981378,ReLU,Leaky,Sigmoid,,,8,13,24.0,9.0,,,0.003986293578452298,3,60,0.25581189579431085,0.00010396850875572057,COMPLETE
42,0.22316473722457886,2023-09-01 09:16:09.197848,2023-09-01 09:16:12.715131,0 days 00:00:03.517283,ReLU,Leaky,Sigmoid,,,8,12,23.0,9.0,,,0.004814731174454336,3,60,0.303043635195983,8.776959158417292e-05,COMPLETE
43,0.2239609807729721,2023-09-01 09:16:12.715397,2023-09-01 09:16:15.986377,0 days 00:00:03.270980,Tanh,Leaky,Sigmoid,,,8,9,23.0,9.0,,,0.002712233143004017,3,60,0.28152958981546544,0.00012980863709919832,COMPLETE
44,0.29331427812576294,2023-09-01 09:16:15.986644,2023-09-01 09:16:19.617058,0 days 00:00:03.630414,Tanh,Tanh,Sigmoid,,,8,9,21.0,8.0,,,0.0018515239458087144,3,60,0.314980040941566,0.00015935453328525616,COMPLETE
45,0.22470378875732422,2023-09-01 09:16:19.617337,2023-09-01 09:16:26.060446,0 days 00:00:06.443109,Tanh,Leaky,Sigmoid,,,4,10,23.0,6.0,,,0.0027979459163554616,3,60,0.2870012454324783,0.0001206987265148642,COMPLETE
46,0.413383811712265,2023-09-01 09:16:26.060712,2023-09-01 09:16:34.887047,0 days 00:00:08.826335,Tanh,Sigmoid,Sigmoid,Sigmoid,,4,9,22.0,5.0,6.0,,0.0012528896610080166,4,60,0.3489603659495494,9.243555843996597e-05,COMPLETE
47,0.31470006704330444,2023-09-01 09:16:34.887328,2023-09-01 09:16:45.449213,0 days 00:00:10.561885,Tanh,Leaky,Sigmoid,,,4,5,20.0,5.0,,,0.0025015569795066367,3,100,0.28253158037795084,8.360448208394948e-05,COMPLETE
48,0.22243066132068634,2023-09-01 09:16:45.449474,2023-09-01 09:16:54.680756,0 days 00:00:09.231282,Tanh,Leaky,Sigmoid,,,4,14,23.0,6.0,,,0.0033558435092063484,3,60,0.40984714890004914,0.000195634840637551,COMPLETE
49,0.2986597418785095,2023-09-01 09:16:54.681019,2023-09-01 09:17:04.796845,0 days 00:00:10.115826,Tanh,Tanh,Sigmoid,Tanh,,4,14,22.0,6.0,14.0,,0.0006653513148720631,4,60,0.3998318939082673,0.00015912927830529834,COMPLETE
50,0.22444774210453033,2023-09-01 09:17:04.797129,2023-09-01 09:17:15.741122,0 days 00:00:10.943993,Tanh,Sigmoid,Sigmoid,,,4,15,19.0,3.0,,,0.004129297930350442,3,60,0.49278462727422434,4.809616872044214e-05,COMPLETE
51,0.6273471713066101,2023-09-01 09:17:15.741382,2023-09-01 09:17:26.963524,0 days 00:00:11.222142,Tanh,Sigmoid,Sigmoid,,,4,15,23.0,1.0,,,0.004099526525298142,3,60,0.4857614319451749,4.553326214081301e-05,COMPLETE
52,0.2955634295940399,2023-09-01 09:17:26.963790,2023-09-01 09:17:33.559071,0 days 00:00:06.595281,Tanh,Sigmoid,Sigmoid,,,4,15,21.0,4.0,,,0.0023574060524051187,3,60,0.2942589028435738,9.213957867379906e-05,COMPLETE
53,0.35793745517730713,2023-09-01 09:17:33.559338,2023-09-01 09:17:42.198223,0 days 00:00:08.638885,Tanh,Sigmoid,Tanh,,,4,13,19.0,2.0,,,0.003203923900669636,3,60,0.3875203934932704,0.00011695261785808399,COMPLETE
54,0.20070363581180573,2023-09-01 09:17:42.198498,2023-09-01 09:17:47.775790,0 days 00:00:05.577292,Leaky,Sigmoid,Sigmoid,,,16,10,23.0,6.0,,,0.005329428901742146,3,100,0.5525997098878174,7.745170064326732e-05,COMPLETE
55,0.21749012172222137,2023-09-01 09:17:47.776065,2023-09-01 09:17:52.724576,0 days 00:00:04.948511,Leaky,Sigmoid,Sigmoid,,,16,10,12.0,3.0,,,0.005899034700659982,3,100,0.489056486418964,4.7660136444781574e-05,COMPLETE
56,0.24492299556732178,2023-09-01 09:17:52.724843,2023-09-01 09:17:58.874883,0 days 00:00:06.150040,Leaky,Sigmoid,Leaky,ReLU,,16,7,12.0,3.0,5.0,,0.005140345912064791,4,100,0.5298578065437294,4.380964675634129e-05,COMPLETE
57,0.7291275858879089,2023-09-01 09:17:58.875171,2023-09-01 09:18:03.472241,0 days 00:00:04.597070,Leaky,Sigmoid,Tanh,,,16,8,1.0,3.0,,,0.0059875637594990015,3,100,0.4390782987004903,6.469015205323683e-05,COMPLETE
58,0.24204407632350922,2023-09-01 09:18:03.472513,2023-09-01 09:18:09.698944,0 days 00:00:06.226431,Leaky,Sigmoid,ReLU,,,16,16,10.0,5.0,,,0.001540629331407905,3,100,0.6151543179052292,4.305647676145297e-05,COMPLETE
59,0.26952046155929565,2023-09-01 09:18:09.699214,2023-09-01 09:18:14.510863,0 days 00:00:04.811649,Leaky,Sigmoid,Sigmoid,,,16,8,14.0,3.0,,,0.005664412302507275,3,100,0.47591692381539713,2.973822140743963e-05,COMPLETE
60,0.26910218596458435,2023-09-01 09:18:14.511140,2023-09-01 09:18:20.453655,0 days 00:00:05.942515,Leaky,Sigmoid,Leaky,,,16,10,7.0,6.0,,,0.0022970564675194893,3,100,0.5936641355537258,8.206127849466445e-05,COMPLETE
61,0.25348275899887085,2023-09-01 09:18:20.453929,2023-09-01 09:18:33.599602,0 days 00:00:13.145673,Tanh,Sigmoid,Sigmoid,,,4,10,11.0,6.0,,,0.002917720334243402,3,100,0.35362586481017977,0.00015555455137866885,COMPLETE
62,0.3515987694263458,2023-09-01 09:18:33.599905,2023-09-01 09:18:49.794410,0 days 00:00:16.194505,Tanh,Sigmoid,Sigmoid,,,4,10,13.0,2.0,,,0.00392314580905771,3,100,0.43633887376957564,6.096451523544522e-05,COMPLETE
63,0.22451120615005493,2023-09-01 09:18:49.794682,2023-09-01 09:18:54.687802,0 days 00:00:04.893120,Tanh,Tanh,Sigmoid,,,12,9,23.0,8.0,,,0.01365216977943407,3,100,0.37335918714116473,0.00019654304952542725,COMPLETE
64,0.2107521891593933,2023-09-01 09:18:54.688074,2023-09-01 09:18:59.545400,0 days 00:00:04.857326,Leaky,Tanh,Sigmoid,,,12,9,20.0,8.0,,,0.015102944001828695,3,100,0.36538532217498215,4.2523997695854134e-05,COMPLETE
65,0.20074953138828278,2023-09-01 09:18:59.545669,2023-09-01 09:19:04.301352,0 days 00:00:04.755683,Leaky,Tanh,,,,12,14,18.0,,,,0.006200836218776991,2,100,0.4158318200093378,4.3084234785086924e-05,COMPLETE
66,0.20316030085086823,2023-09-01 09:19:04.301615,2023-09-01 09:19:09.108489,0 days 00:00:04.806874,Leaky,Tanh,,,,12,12,18.0,,,,0.006293631065872333,2,100,0.41901442634848984,3.8704170758521236e-05,COMPLETE
67,0.21255700290203094,2023-09-01 09:19:09.108755,2023-09-01 09:19:13.923071,0 days 00:00:04.814316,Leaky,Tanh,,,,12,12,16.0,,,,0.015287352123816768,2,100,0.4263602119812669,2.2757307133019076e-05,COMPLETE
68,0.20846028625965118,2023-09-01 09:19:13.923347,2023-09-01 09:19:18.724004,0 days 00:00:04.800657,Leaky,Tanh,,,,12,14,16.0,,,,0.016809712854521357,2,100,0.4234221287493958,2.342105372805626e-05,COMPLETE
69,0.23545530438423157,2023-09-01 09:19:18.724263,2023-09-01 09:19:23.880433,0 days 00:00:05.156170,Leaky,Tanh,,,,12,11,16.0,,,,0.01848519560916518,2,100,0.4485863201784308,2.336851056397263e-05,COMPLETE
70,0.39657723903656006,2023-09-01 09:19:23.880704,2023-09-01 09:19:27.843935,0 days 00:00:03.963231,Leaky,,,,,12,13,,,,,0.01242090843862871,1,100,0.42194725536366057,2.4491518354620745e-05,COMPLETE
71,0.21305996179580688,2023-09-01 09:19:27.844201,2023-09-01 09:19:32.549239,0 days 00:00:04.705038,Leaky,Tanh,,,,12,14,18.0,,,,0.023642380785504426,2,100,0.4105737642032157,3.512809304242607e-05,COMPLETE
72,0.22392630577087402,2023-09-01 09:19:32.549505,2023-09-01 09:19:37.879966,0 days 00:00:05.330461,Leaky,Tanh,,,,12,12,18.0,,,,0.02675263919326401,2,100,0.4604349713188226,3.325976363989615e-05,COMPLETE
73,0.1992313712835312,2023-09-01 09:19:37.880230,2023-09-01 09:19:43.759061,0 days 00:00:05.878831,Leaky,Tanh,,,,12,17,16.0,,,,0.016532122961744746,2,100,0.5136915334156623,1.7234103055275147e-05,COMPLETE
74,0.19766542315483093,2023-09-01 09:19:43.759319,2023-09-01 09:19:48.568178,0 days 00:00:04.808859,Leaky,Tanh,,,,12,17,16.0,,,,0.014028342017993729,2,100,0.4171870436493053,1.562764722369278e-05,COMPLETE
75,0.19170866906642914,2023-09-01 09:19:48.568427,2023-09-01 09:19:52.811128,0 days 00:00:04.242701,Leaky,Tanh,,,,12,17,16.0,,,,0.014198342395748909,2,100,0.3697236044876852,1.2537837108122915e-05,COMPLETE
76,0.22408604621887207,2023-09-01 09:19:52.811378,2023-09-01 09:19:57.134904,0 days 00:00:04.323526,Leaky,Tanh,,,,12,17,15.0,,,,0.013134977801883161,2,100,0.3755632272855962,1.4045987053717044e-05,COMPLETE
77,0.18903104960918427,2023-09-01 09:19:57.135162,2023-09-01 09:20:03.235722,0 days 00:00:06.100560,Leaky,Tanh,,,,12,19,17.0,,,,0.010950931818287794,2,100,0.5299063830075734,1.0124123276150754e-05,COMPLETE
78,0.2050323784351349,2023-09-01 09:20:03.235980,2023-09-01 09:20:09.133100,0 days 00:00:05.897120,Leaky,Tanh,,,,12,19,15.0,,,,0.010202558645432697,2,100,0.5140850391553636,1.0114412338431593e-05,COMPLETE
79,0.18949243426322937,2023-09-01 09:20:09.133360,2023-09-01 09:20:15.030753,0 days 00:00:05.897393,Leaky,Tanh,,,,12,22,15.0,,,,0.010994231010898055,2,100,0.513395926873825,1.0600403731793404e-05,COMPLETE
80,0.26229995489120483,2023-09-01 09:20:15.031012,2023-09-01 09:20:20.305463,0 days 00:00:05.274451,Leaky,,,,,12,23,,,,,0.0068581779177498865,1,100,0.5656349216065067,1.6352972196301807e-05,COMPLETE
81,0.18292094767093658,2023-09-01 09:20:20.305713,2023-09-01 09:20:26.219712,0 days 00:00:05.913999,Leaky,Tanh,,,,12,21,15.0,,,,0.008759884977382924,2,100,0.5251809360857225,1.0140863088068564e-05,COMPLETE
82,0.2061748206615448,2023-09-01 09:20:26.219963,2023-09-01 09:20:32.406407,0 days 00:00:06.186444,Leaky,Tanh,,,,12,21,14.0,,,,0.009700726810006003,2,100,0.5492317328480356,1.4171823241295375e-05,COMPLETE
83,0.18488362431526184,2023-09-01 09:20:32.406669,2023-09-01 09:20:38.352805,0 days 00:00:05.946136,Leaky,Tanh,,,,12,22,17.0,,,,0.007067434572649901,2,100,0.5204144024846937,1.2088108803469173e-05,COMPLETE
84,0.19938521087169647,2023-09-01 09:20:38.353069,2023-09-01 09:20:44.205351,0 days 00:00:05.852282,Leaky,Tanh,,,,12,22,17.0,,,,0.021079390237113287,2,100,0.5170285351536663,1.2093273625375702e-05,COMPLETE
85,0.22465136647224426,2023-09-01 09:20:44.205610,2023-09-01 09:20:50.130399,0 days 00:00:05.924789,Leaky,Tanh,,,,12,22,17.0,,,,0.02202263530796853,2,100,0.5148533561207754,1.190277185680551e-05,COMPLETE
86,0.18981507420539856,2023-09-01 09:20:50.130657,2023-09-01 09:20:53.340477,0 days 00:00:03.209820,Leaky,Tanh,,,,30,21,15.0,,,,0.03465316139554093,2,100,0.6237466674186452,1.7334408742964334e-05,COMPLETE
87,0.18912802636623383,2023-09-01 09:20:53.340734,2023-09-01 09:20:56.714204,0 days 00:00:03.373470,Leaky,Tanh,,,,30,21,15.0,,,,0.02968782356117977,2,100,0.6505289298193483,1.7420035984672777e-05,COMPLETE
88,0.22190774977207184,2023-09-01 09:20:56.714468,2023-09-01 09:21:00.163700,0 days 00:00:03.449232,Leaky,Tanh,,,,30,21,15.0,,,,0.03059790335033865,2,100,0.6524158512667436,1.7349472857758316e-05,COMPLETE
89,0.2810395658016205,2023-09-01 09:21:00.163963,2023-09-01 09:21:03.572136,0 days 00:00:03.408173,Leaky,,,,,30,19,,,,,0.03487070078437029,1,100,0.6850967629076676,1.0176493680536896e-05,COMPLETE
90,0.26396071910858154,2023-09-01 09:21:03.572389,2023-09-01 09:21:06.853042,0 days 00:00:03.280653,Leaky,Tanh,,,,30,23,14.0,,,,0.049547205539508865,2,100,0.5816639426049557,1.8848342060159765e-05,COMPLETE
91,0.19617919623851776,2023-09-01 09:21:06.853488,2023-09-01 09:21:09.770915,0 days 00:00:02.917427,Leaky,Tanh,,,,30,22,16.0,,,,0.01827673004028028,2,100,0.5252107856891728,1.3132346153881643e-05,COMPLETE
92,0.18187686800956726,2023-09-01 09:21:09.771177,2023-09-01 09:21:13.307045,0 days 00:00:03.535868,Leaky,Tanh,,,,30,21,16.0,,,,0.01892394372678823,2,100,0.6115375658740938,1.4200941607011893e-05,COMPLETE
93,0.1880067139863968,2023-09-01 09:21:13.307306,2023-09-01 09:21:16.536295,0 days 00:00:03.228989,Leaky,Tanh,,,,30,23,13.0,,,,0.011954946258434084,2,100,0.5894632946579405,1.3368011148230242e-05,COMPLETE
94,0.21632720530033112,2023-09-01 09:21:16.536564,2023-09-01 09:21:19.749478,0 days 00:00:03.212914,Leaky,Tanh,,,,30,23,13.0,,,,0.02791809708152676,2,100,0.6152017719335652,1.3259525333234565e-05,COMPLETE
95,0.15716134011745453,2023-09-01 09:21:19.749733,2023-09-01 09:21:22.820026,0 days 00:00:03.070293,Leaky,Tanh,,,,30,21,15.0,,,,0.011105699449570853,2,80,0.7433764287952335,1.258761314498279e-05,COMPLETE
96,0.20429086685180664,2023-09-01 09:21:22.820309,2023-09-01 09:21:25.863417,0 days 00:00:03.043108,Leaky,Tanh,,,,30,20,14.0,,,,0.011498470031420651,2,80,0.7441778700624632,1.973165743117346e-05,COMPLETE
97,0.19766324758529663,2023-09-01 09:21:25.863679,2023-09-01 09:21:28.554361,0 days 00:00:02.690682,Leaky,Tanh,,,,30,24,13.0,,,,0.007477739312115298,2,80,0.6533507088391083,1.035354564153951e-05,COMPLETE
98,0.18490366637706757,2023-09-01 09:21:28.554618,2023-09-01 09:21:31.503783,0 days 00:00:02.949165,Leaky,Tanh,,,,30,21,15.0,,,,0.008854490099373665,2,80,0.7192644028401017,2.726069448697178e-05,COMPLETE
99,0.2864321768283844,2023-09-01 09:21:31.504037,2023-09-01 09:21:34.132095,0 days 00:00:02.628058,Leaky,,,,,30,21,,,,,0.008567133655833194,1,80,0.7594086767738234,2.7884380946959022e-05,COMPLETE
100,0.17021848261356354,2023-09-01 09:21:34.132350,2023-09-01 09:21:37.383727,0 days 00:00:03.251377,Leaky,Tanh,,,,30,21,15.0,,,,0.011309844895435283,2,80,0.7959523744987385,2.022737680347893e-05,COMPLETE
101,0.1746145784854889,2023-09-01 09:21:37.383987,2023-09-01 09:21:40.631377,0 days 00:00:03.247390,Leaky,Tanh,,,,30,21,15.0,,,,0.01125495920997854,2,80,0.7959059169074328,1.984932625406103e-05,COMPLETE
102,0.19988183677196503,2023-09-01 09:21:40.631644,2023-09-01 09:21:43.918944,0 days 00:00:03.287300,Leaky,Tanh,,,,30,19,15.0,,,,0.01213397133997797,2,80,0.7974714574355621,2.0335655601040064e-05,COMPLETE
103,0.17322906851768494,2023-09-01 09:21:43.919208,2023-09-01 09:21:46.849950,0 days 00:00:02.930742,Leaky,Tanh,,,,30,22,17.0,,,,0.009875569026875579,2,80,0.7137708042174233,1.4501091221510823e-05,COMPLETE
104,0.1870489865541458,2023-09-01 09:21:46.850219,2023-09-01 09:21:49.809440,0 days 00:00:02.959221,Leaky,Tanh,,,,30,20,17.0,,,,0.00880366132193956,2,80,0.7095871199033488,1.4954391627218486e-05,COMPLETE
105,0.18629178404808044,2023-09-01 09:21:49.809699,2023-09-01 09:21:52.680377,0 days 00:00:02.870678,Leaky,Tanh,,,,30,23,17.0,,,,0.008532749244410212,2,80,0.6918354910681374,2.5710853991013047e-05,COMPLETE
106,0.18834301829338074,2023-09-01 09:21:52.680640,2023-09-01 09:21:55.639545,0 days 00:00:02.958905,Leaky,Tanh,,,,30,23,17.0,,,,0.008360943667873762,2,80,0.7087685387304341,2.6757962966718797e-05,COMPLETE
107,0.1714184582233429,2023-09-01 09:21:55.639813,2023-09-01 09:21:58.666175,0 days 00:00:03.026362,Leaky,Tanh,,,,30,20,14.0,,,,0.008621182133805848,2,80,0.7247547707255717,1.446094656336079e-05,COMPLETE
108,0.1798187792301178,2023-09-01 09:21:58.666447,2023-09-01 09:22:01.691105,0 days 00:00:03.024658,Leaky,Tanh,,,,30,20,14.0,,,,0.007283375606535859,2,80,0.7303474164771511,2.1268503912750154e-05,COMPLETE
109,0.17189474403858185,2023-09-01 09:22:01.691363,2023-09-01 09:22:04.738104,0 days 00:00:03.046741,Leaky,Tanh,,,,30,22,14.0,,,,0.00743085229167795,2,80,0.7435296612127398,2.9787877366091818e-05,COMPLETE
