number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
51,0.11554455012083054,2023-09-02 12:30:27.563782,2023-09-02 12:30:45.818001,0 days 00:00:18.254219,ReLU,Sigmoid,,4,20,23.0,,0.0012672638955355028,2,80,0.4401208476258719,0.0007553739844874259,COMPLETE
52,0.10030914843082428,2023-09-02 12:30:45.818282,2023-09-02 12:30:52.440407,0 days 00:00:06.622125,ReLU,ReLU,Tanh,8,23,21.0,21.0,0.0005428118930516714,3,40,0.49583524061316314,0.0005582961102838066,COMPLETE
53,0.10328194499015808,2023-09-02 12:30:52.440680,2023-09-02 12:30:57.765731,0 days 00:00:05.325051,ReLU,ReLU,,8,24,22.0,,0.0005606942409992424,2,40,0.4997893374510361,0.0003046729776471076,COMPLETE
54,0.21937453746795654,2023-09-02 12:30:57.766004,2023-09-02 12:31:03.517776,0 days 00:00:05.751772,ReLU,ReLU,,8,1,20.0,,0.00019349212048647938,2,40,0.5598517715442262,0.0005123559199891794,COMPLETE
55,0.1151575818657875,2023-09-02 12:31:03.518048,2023-09-02 12:31:08.030596,0 days 00:00:04.512548,ReLU,ReLU,,8,23,18.0,,0.0003659555157767244,2,40,0.42212962145728944,0.0009975753410800593,COMPLETE
56,0.11836665868759155,2023-09-02 12:31:08.030866,2023-09-02 12:31:14.476344,0 days 00:00:06.445478,Leaky,Tanh,Leaky,8,7,23.0,14.0,0.0008483988003665972,3,40,0.49613625140025547,0.00031686122959940274,COMPLETE
57,0.09558549523353577,2023-09-02 12:31:14.476627,2023-09-02 12:32:00.736414,0 days 00:00:46.259787,Tanh,ReLU,ReLU,2,19,24.0,20.0,0.0006375669725355911,3,100,0.3666226974825364,0.00012265332866825957,COMPLETE
58,0.10236600041389465,2023-09-02 12:32:00.736692,2023-09-02 12:32:37.950583,0 days 00:00:37.213891,Tanh,Sigmoid,,2,19,24.0,,0.0021561953353688617,2,100,0.370655913246639,0.00011479991242342845,COMPLETE
59,0.09889211505651474,2023-09-02 12:32:37.950854,2023-09-02 12:33:19.077317,0 days 00:00:41.126463,Tanh,ReLU,,2,19,6.0,,0.0007901988578614354,2,100,0.41027020224276195,0.00015021612209833714,COMPLETE
60,0.1036393940448761,2023-09-02 12:33:19.077582,2023-09-02 12:33:54.833809,0 days 00:00:35.756227,Tanh,Tanh,,2,20,6.0,,0.001518907371203313,2,100,0.35866659992574024,6.046486034404694e-05,COMPLETE
61,0.09562948346138,2023-09-02 12:33:54.834165,2023-09-02 12:34:38.231329,0 days 00:00:43.397164,Tanh,ReLU,,2,19,11.0,,0.0007325746732111883,2,100,0.43321571740985587,0.0001548590126909704,COMPLETE
62,0.1033017635345459,2023-09-02 12:34:38.231592,2023-09-02 12:35:19.874173,0 days 00:00:41.642581,Tanh,ReLU,,2,22,11.0,,0.0007851684769997574,2,100,0.41160985650662335,0.00013517079500747212,COMPLETE
63,0.1026928573846817,2023-09-02 12:35:19.874477,2023-09-02 12:35:57.560257,0 days 00:00:37.685780,Tanh,ReLU,,2,19,8.0,,0.0009307159402024896,2,100,0.3767586361875803,0.00018058956536478666,COMPLETE
64,0.11650341004133224,2023-09-02 12:35:57.560529,2023-09-02 12:36:03.548313,0 days 00:00:05.987784,Tanh,ReLU,,16,15,6.0,,0.0007138680226325606,2,100,0.4249567371775659,0.0002721839539753189,COMPLETE
65,0.10622674226760864,2023-09-02 12:36:03.548580,2023-09-02 12:36:37.794214,0 days 00:00:34.245634,Tanh,ReLU,,2,18,9.0,,0.0003165421621652041,2,100,0.3393116159920957,0.00010466347681050545,COMPLETE
66,0.10207457840442657,2023-09-02 12:36:37.794507,2023-09-02 12:36:46.225282,0 days 00:00:08.430775,Tanh,Leaky,,10,21,2.0,,0.0011117462499968768,2,100,0.38769559276991694,0.00037697443081314923,COMPLETE
67,0.11496592313051224,2023-09-02 12:36:46.225556,2023-09-02 12:36:58.842318,0 days 00:00:12.616762,Tanh,,,4,22,,,0.0016022421310969313,1,100,0.3206688516675597,4.2125667293339685e-05,COMPLETE
68,0.09645453095436096,2023-09-02 12:36:58.842590,2023-09-02 12:37:06.964526,0 days 00:00:08.121936,Tanh,ReLU,,12,19,24.0,,0.0022734925349053967,2,100,0.4279920784252706,0.00019463829117825015,COMPLETE
