number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.142350435256958,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,1.9831794500350952,1.142350435256958,0.008627712726593018,COMPLETE
1,0.8822025060653687,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,1.0836350917816162,0.8822025060653687,0.23371350765228271,COMPLETE
2,0.27758482098579407,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,1.3923624753952026,0.27758482098579407,0.7256735563278198,COMPLETE
3,0.3671698570251465,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,0.7312297821044922,0.3671698570251465,0.6534731388092041,COMPLETE
4,1.0193942785263062,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,1.041825294494629,1.0193942785263062,0.027734875679016113,COMPLETE
5,0.2096058428287506,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,0.8512012958526611,0.2096058428287506,0.8046093583106995,COMPLETE
6,0.2627947926521301,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,1.2623414993286133,0.2627947926521301,0.7694097757339478,COMPLETE
7,0.27594271302223206,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,0.6763231158256531,0.27594271302223206,0.7393320202827454,COMPLETE
8,0.4300347566604614,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,0.9831451177597046,0.4300347566604614,0.5731280446052551,COMPLETE
9,0.24372641742229462,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,2.3173434734344482,0.24372641742229462,0.7830321788787842,COMPLETE
10,0.20444224774837494,Leaky,79,491,22,0.0017404157466432903,1,0.7508950765561601,0.010540963318040455,0.6615711450576782,0.20444224774837494,0.8189795017242432,COMPLETE
11,0.21007443964481354,Leaky,81,492,23,0.0017143477552760739,1,0.7959603266871323,0.00974371454191917,0.7406895160675049,0.21007443964481354,0.8204947710037231,COMPLETE
12,0.2696402966976166,Leaky,51,498,24,0.001109133007419205,1,0.7913264688559114,0.09762683283728708,0.7819936871528625,0.2696402966976166,0.7713078260421753,COMPLETE
13,1.0393319129943848,Leaky,82,406,22,1.3625220514033477e-05,1,0.3885347402137153,0.006896126981682203,1.2446074485778809,1.0393319129943848,0.13390034437179565,COMPLETE
14,0.27248305082321167,Leaky,65,356,12,0.0038687415781098293,1,0.32335300954466667,0.018575140434812013,1.194218635559082,0.27248305082321167,0.7608034610748291,COMPLETE
15,0.18585968017578125,Leaky,88,445,21,0.00046145129346657833,1,0.6622537842268098,0.005014646756313831,0.7507731318473816,0.18585968017578125,0.8309053778648376,COMPLETE
16,0.1972528100013733,Leaky,90,434,17,0.0005793371623121494,1,0.6398870080929961,0.004326277961525457,0.881363570690155,0.1972528100013733,0.8217784762382507,COMPLETE
17,0.2505348324775696,Leaky,91,252,15,0.00045338887085230985,1,0.5965163646957126,0.0027355195621892787,1.2650865316390991,0.2505348324775696,0.7830245494842529,COMPLETE
