number,value,params_activation_1,params_activation_2,params_activation_3,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_layer_3,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,4.278054237365723,Leaky,ReLU,,96,218,2,21.0,,4.207053950287933e-05,2,0.4582013868952863,4.207988669606632e-05,0.9973239898681641,4.278054237365723,-0.37762928009033203,COMPLETE
1,9.095003128051758,Sigmoid,,,57,187,8,,,3.613894271216525e-05,1,0.2455190648560464,0.0028016351587162596,1.1442224979400635,9.095003128051758,-0.36630821228027344,COMPLETE
2,9.384194374084473,ReLU,Sigmoid,,63,281,23,24.0,,1.8205657658407255e-05,2,0.1101409714381911,4.809461967501571e-05,1.9555490016937256,9.384194374084473,-0.15031564235687256,COMPLETE
3,3.083529472351074,ReLU,,,33,460,5,,,0.0015375920235481753,1,0.3965676111103478,0.0012030178871154666,2.1388320922851562,3.083529472351074,-0.01152050495147705,COMPLETE
4,7.54775333404541,Tanh,,,93,319,10,,,0.0002001342062287998,1,0.12020338353108916,1.5167330688076188e-05,1.0605804920196533,7.54775333404541,-0.11426210403442383,COMPLETE
5,2.4406044483184814,Tanh,,,22,294,5,,,0.012273800987852962,1,0.5302199457161924,0.08862326508576249,1.9360226392745972,2.4406044483184814,0.00667041540145874,COMPLETE
6,7.317349910736084,Leaky,,,16,397,8,,,0.0031130959561221226,1,0.210730214941013,0.028340904295147733,1.9294353723526,7.317349910736084,-0.07969355583190918,COMPLETE
7,2.263719081878662,ReLU,,,90,337,14,,,0.011044350847124691,1,0.2669639199434048,0.007128188058401363,1.9096760749816895,2.263719081878662,-0.0020787715911865234,COMPLETE
8,10.365619659423828,Tanh,Sigmoid,,19,61,22,6.0,,0.0010821382910613986,2,0.10675380978520228,0.00018089390092767128,1.4124832153320312,10.365619659423828,-0.27061891555786133,COMPLETE
9,3.4103753566741943,ReLU,,,89,335,20,,,0.0014367095138664223,1,0.5318488266777274,0.03717371747825049,2.203798294067383,3.4103753566741943,-0.38802778720855713,COMPLETE
