number,value,params_activation_1,params_activation_2,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
33,0.788351833820343,Leaky,Leaky,35,500,18,22.0,0.0010134088754310132,2,0.6960560696717065,0.0024506448287111063,0.788772702217102,0.23973268270492554,0.788351833820343,COMPLETE
34,0.7890515327453613,Leaky,Leaky,35,450,18,23.0,0.0009192151703543863,2,0.7074659319757303,0.002722860962327662,0.7469805479049683,0.24391882121562958,0.7890515327453613,COMPLETE
35,0.7821661233901978,Leaky,Leaky,35,472,18,24.0,0.0014829280387275482,2,0.6892226627402894,0.0030856971679100974,0.8064512014389038,0.2520829737186432,0.7821661233901978,COMPLETE
36,0.7804756164550781,Leaky,Leaky,34,451,13,22.0,0.00013473042295242006,2,0.6900704743164723,0.0009052017410267849,1.2838187217712402,0.25375446677207947,0.7804756164550781,COMPLETE
37,0.5148411989212036,Leaky,Leaky,43,500,1,10.0,0.00032835989545015355,2,0.691466604579097,0.0011234483321130029,1.8468371629714966,0.5608454346656799,0.5148411989212036,COMPLETE
38,0.5767210125923157,Leaky,Tanh,23,392,18,22.0,3.971444264210201e-05,2,0.5469510853074127,0.003212644749668812,1.9438586235046387,0.45551154017448425,0.5767210125923157,COMPLETE
39,0.7573995590209961,Leaky,Sigmoid,70,151,19,22.0,0.001200005123265402,2,0.5588017201852306,0.0018837067894384135,0.9271198511123657,0.25820183753967285,0.7573995590209961,COMPLETE
40,0.7443928718566895,Leaky,ReLU,60,295,10,17.0,0.0044540005881271326,2,0.40695802516091373,0.016093822456597608,1.8826830387115479,0.2654772698879242,0.7443928718566895,COMPLETE
41,0.7897024750709534,Leaky,Leaky,54,432,17,17.0,0.00100400760507352,2,0.6635323995039264,0.0018948805180373511,0.7058179974555969,0.2328108549118042,0.7897024750709534,COMPLETE
42,0.7858312726020813,Leaky,Leaky,37,430,17,21.0,0.0012895634556034986,2,0.6475903119635473,0.0064391651399884715,0.7770848870277405,0.2322046011686325,0.7858312726020813,COMPLETE
43,0.7725889086723328,Leaky,Leaky,54,473,19,11.0,0.000453247110376811,2,0.7163556499915427,0.0037140302319283885,1.1141034364700317,0.2587904632091522,0.7725889086723328,COMPLETE
44,0.7924712300300598,Tanh,Leaky,32,452,16,18.0,0.0006562685597990169,2,0.7268116594727722,0.001759409820723348,1.0126004219055176,0.2372722178697586,0.7924712300300598,COMPLETE
45,0.7899943590164185,Tanh,Leaky,100,464,16,24.0,0.0006919230777566619,2,0.7951701588318143,0.0024444508005343653,0.8325788974761963,0.22416545450687408,0.7899943590164185,COMPLETE
46,0.7706183195114136,Tanh,ReLU,100,341,14,24.0,0.0006536290565762523,2,0.7929440406683221,0.007778489512675048,0.9342568516731262,0.24528621137142181,0.7706183195114136,COMPLETE
47,0.7760893106460571,Tanh,Leaky,81,462,16,21.0,0.0002528297300784957,2,0.732614566440318,0.0006601114481631222,0.9152222275733948,0.25606483221054077,0.7760893106460571,COMPLETE
