number,value,params_activation_1,params_activation_2,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
48,0.7546852231025696,Tanh,Sigmoid,91,395,16,17.0,0.0016309208880068676,2,0.5083860775287937,0.0010304835845732433,1.124239206314087,0.2614031136035919,0.7546852231025696,COMPLETE
49,0.7777678966522217,Tanh,Leaky,85,481,13,24.0,0.0027497086174639086,2,0.7413606976324391,0.017589258825921644,0.897901177406311,0.24459664523601532,0.7777678966522217,COMPLETE
50,0.7990298867225647,Tanh,Tanh,17,422,11,20.0,0.00646638781133009,2,0.7975120097175087,0.004354856224649209,0.9705031514167786,0.21408611536026,0.7990298867225647,COMPLETE
51,0.7907031774520874,Tanh,Tanh,17,423,9,20.0,0.005704191058835563,2,0.7982266906987672,0.005139227270401918,0.9628961682319641,0.22176021337509155,0.7907031774520874,COMPLETE
52,0.79547518491745,Tanh,Tanh,16,415,6,20.0,0.005871576035780963,2,0.7998140095789439,0.004576305652151869,0.9915623664855957,0.21526259183883667,0.79547518491745,COMPLETE
53,0.7767155170440674,Tanh,Tanh,17,415,6,20.0,0.008923783896993737,2,0.7899427863994276,0.010819184846527411,1.0698964595794678,0.2370474934577942,0.7767155170440674,COMPLETE
54,0.7896926999092102,Tanh,Tanh,11,410,10,20.0,0.005596797616695122,2,0.790389937908765,0.004756868801626822,1.189587950706482,0.22371535003185272,0.7896926999092102,COMPLETE
55,0.7545436024665833,Tanh,Tanh,20,348,8,18.0,0.01672116373403414,2,0.743135647927291,0.0067890484090017255,1.8509697914123535,0.268943190574646,0.7545436024665833,COMPLETE
56,0.7137699127197266,Tanh,Tanh,13,308,4,20.0,0.005866607609314881,2,0.6357050404136375,0.0226796956248847,1.3539024591445923,0.30746570229530334,0.7137699127197266,COMPLETE
57,0.7429397106170654,Tanh,Tanh,24,389,11,4.0,0.0018731837745643203,2,0.5773809062223708,0.01081216213917602,1.084791898727417,0.27122095227241516,0.7429397106170654,COMPLETE
58,0.7960440516471863,Tanh,Tanh,16,418,7,13.0,0.019030707702506044,2,0.746494786550468,0.003482885308275063,1.0148158073425293,0.22172999382019043,0.7960440516471863,COMPLETE
59,0.770452082157135,Tanh,Tanh,15,421,7,13.0,0.020833068082508656,2,0.7386669920799377,0.0046026735920292414,1.1917142868041992,0.2549999952316284,0.770452082157135,COMPLETE
60,0.7012125253677368,Tanh,Tanh,19,381,9,14.0,0.03698250850021865,2,0.6316536407224521,0.007492961621214303,1.222702980041504,0.31832703948020935,0.7012125253677368,COMPLETE
61,0.8024770617485046,Tanh,Tanh,16,456,5,7.0,0.007926576087863558,2,0.7978195150620563,0.00399167761204611,1.0713175535202026,0.21041400730609894,0.8024770617485046,COMPLETE
62,0.7967441082000732,Tanh,Tanh,15,483,5,8.0,0.008181085853582397,2,0.7375653989267389,0.003843841245849673,1.249688744544983,0.22512578964233398,0.7967441082000732,COMPLETE
63,0.7903029918670654,Tanh,Tanh,10,405,3,5.0,0.008551418418292172,2,0.7386922934680803,0.00372203679893047,1.2878525257110596,0.23294804990291595,0.7903029918670654,COMPLETE
64,0.7702293395996094,Tanh,Tanh,31,480,5,7.0,0.010731050182409633,2,0.6225018408413668,0.005851778571440822,1.1264328956604004,0.2474946230649948,0.7702293395996094,COMPLETE
65,0.7937412261962891,Tanh,Tanh,16,73,7,8.0,0.003488544528858529,2,0.7526838712181811,0.0015765005034320753,1.0290533304214478,0.22212830185890198,0.7937412261962891,COMPLETE
66,0.7424321174621582,Tanh,Tanh,21,94,6,8.0,0.0037089951984586316,2,0.5836791701733981,0.0013667851879851874,1.114519476890564,0.2664036154747009,0.7424321174621582,COMPLETE
67,0.763137936592102,Sigmoid,Tanh,14,56,7,6.0,0.007515041497643575,2,0.7337296259357745,0.0016481234174621805,1.8319101333618164,0.2717128098011017,0.763137936592102,COMPLETE
68,0.7701470255851746,Tanh,Tanh,26,161,3,3.0,0.015579009678316404,2,0.6547000454729255,0.0029648652330090714,6.05342435836792,0.25240278244018555,0.7701470255851746,COMPLETE
69,0.7907431125640869,Tanh,Tanh,17,454,4,11.0,0.003164620559637539,2,0.7587328081354958,0.0014500258810859687,0.9168949127197266,0.22872786223888397,0.7907431125640869,COMPLETE
70,0.75128573179245,Tanh,Tanh,29,352,7,8.0,0.012717154620850003,2,0.6079526997080292,0.0038515067050150045,1.2348048686981201,0.26385897397994995,0.75128573179245,COMPLETE
71,0.7846739292144775,Tanh,Tanh,16,214,4,11.0,0.0032092502680502333,2,0.7486232177560681,0.0013342266589622626,1.0693126916885376,0.23342426121234894,0.7846739292144775,COMPLETE
72,0.7926902770996094,Tanh,Tanh,18,452,5,9.0,0.004112091277250742,2,0.71139485157381,0.0022066636967311196,0.9473434686660767,0.23684076964855194,0.7926902770996094,COMPLETE
73,0.7819603085517883,Tanh,Tanh,24,89,6,9.0,0.004408006445442821,2,0.6999222025051564,0.002078583616821869,0.9519089460372925,0.24917854368686676,0.7819603085517883,COMPLETE
74,0.7633451223373413,Tanh,Tanh,10,481,5,7.0,0.008285537475240145,2,0.6671819462638965,0.0025512257528253436,1.0139309167861938,0.26211681962013245,0.7633451223373413,COMPLETE
75,0.7654509544372559,Tanh,Sigmoid,21,446,8,9.0,0.006668289284938726,2,0.7023042166499456,0.003542932285957691,0.9664417505264282,0.26987093687057495,0.7654509544372559,COMPLETE
76,0.7180649042129517,Sigmoid,Tanh,19,275,5,6.0,0.0052810433395043595,2,0.6477431706079959,0.0018491679703481864,1.0711983442306519,0.30603769421577454,0.7180649042129517,COMPLETE
77,0.7283930778503418,Tanh,Tanh,14,326,2,10.0,0.004531440255790717,2,0.761541071933098,0.0009286934194455618,2.0445291996002197,0.2915756404399872,0.7283930778503418,COMPLETE
78,0.7749509811401367,Tanh,Tanh,26,441,6,8.0,0.009982078541053964,2,0.703861246990273,0.002408788969283265,0.9955533742904663,0.2576705813407898,0.7749509811401367,COMPLETE
79,0.7787813544273376,Tanh,ReLU,22,458,9,7.0,0.007200864824922793,2,0.5499209322794203,0.004607621366729167,0.9487026333808899,0.23911529779434204,0.7787813544273376,COMPLETE
80,0.759915828704834,Tanh,Tanh,13,380,3,10.0,0.003667768293655036,2,0.5960231163925878,0.0029542869073105353,1.1585872173309326,0.2509821057319641,0.759915828704834,COMPLETE
81,0.793359637260437,Tanh,Tanh,17,455,7,11.0,0.002634070285959945,2,0.761390070020653,0.001659233785600485,1.1460225582122803,0.22183272242546082,0.793359637260437,COMPLETE
82,0.8257341980934143,Tanh,Tanh,19,426,7,12.0,0.0026124877685572596,2,0.7599355371160653,0.0016349534537567578,0.8787079453468323,0.18874645233154297,0.8257341980934143,COMPLETE
83,0.8159916400909424,Tanh,Tanh,18,431,8,12.0,0.002428998126659498,2,0.7662345477300183,0.001222391091159908,0.7856072783470154,0.19970093667507172,0.8159916400909424,COMPLETE
84,0.8271363377571106,Tanh,Tanh,15,429,7,12.0,0.002532308112511531,2,0.7966066648818545,0.0007431571950273845,0.8399001359939575,0.18396790325641632,0.8271363377571106,COMPLETE
85,0.7999902963638306,Tanh,Tanh,13,427,8,12.0,0.0021851281171358684,2,0.678272868354659,0.0007520219324152393,0.7074880003929138,0.2238837480545044,0.7999902963638306,COMPLETE
86,0.7897276878356934,Tanh,Tanh,12,406,11,13.0,0.0023842162103654405,2,0.7979371293804015,0.0008394196181668586,1.0282167196273804,0.222793847322464,0.7897276878356934,COMPLETE
87,0.7426957488059998,Sigmoid,Tanh,24,427,6,12.0,0.002182478003858618,2,0.6690304687260291,0.0006549148228273797,1.409299612045288,0.2846418619155884,0.7426957488059998,COMPLETE
88,0.7869665622711182,Tanh,,10,434,8,,0.0017119366229255777,1,0.680634292001059,0.0011020259173720242,0.899297833442688,0.24031172692775726,0.7869665622711182,COMPLETE
89,0.7789210677146912,Tanh,Tanh,27,401,9,14.0,0.002815959210564281,2,0.6335306930738991,0.0011781561979760753,0.8160120844841003,0.23633921146392822,0.7789210677146912,COMPLETE
90,0.7938153147697449,Tanh,Tanh,14,487,11,12.0,0.0021475791253166543,2,0.7977630964188713,0.0005164901561685596,0.7896443605422974,0.21964102983474731,0.7938153147697449,COMPLETE
91,0.8024560809135437,Tanh,Tanh,15,418,11,12.0,0.001443667486996758,2,0.798409732885232,0.00047102231865214957,0.904801607131958,0.2093074917793274,0.8024560809135437,COMPLETE
92,0.8142117857933044,Tanh,Tanh,20,419,8,15.0,0.001431141376893704,2,0.7684260290396702,0.00030064220403040753,1.1929295063018799,0.19904285669326782,0.8142117857933044,COMPLETE
93,0.7804993391036987,Tanh,Sigmoid,19,384,8,15.0,0.0014525735614706917,2,0.7168384575817478,0.0002708333496818022,0.9030919671058655,0.250576376914978,0.7804993391036987,COMPLETE
94,0.8111568689346313,Tanh,Tanh,22,439,12,14.0,0.0012517690885434005,2,0.7618940406111463,0.00041770911364663973,1.007115125656128,0.20327596366405487,0.8111568689346313,COMPLETE
95,0.8225544691085815,Tanh,Tanh,21,440,10,14.0,0.0018269366964540246,2,0.7668751362298759,0.0004248782866324032,0.8542142510414124,0.1932719200849533,0.8225544691085815,COMPLETE
96,0.8104056715965271,Tanh,ReLU,23,439,10,14.0,0.0011919426808063573,2,0.7649459498960159,0.00043108325694410203,0.7543650269508362,0.20503854751586914,0.8104056715965271,COMPLETE
97,0.7833662033081055,Tanh,ReLU,20,437,12,14.0,0.00176065172069513,2,0.6668994934035001,0.0003859482531946703,0.8355295062065125,0.23994170129299164,0.7833662033081055,COMPLETE
98,0.8208160400390625,Tanh,ReLU,23,469,10,15.0,0.0012375836088101425,2,0.7682633769550969,0.0004963482262020112,0.8422113656997681,0.1943426877260208,0.8208160400390625,COMPLETE
99,0.806336522102356,Tanh,ReLU,23,472,10,16.0,0.0011944005526877514,2,0.7657149950317561,0.00028697002453330583,0.8232716917991638,0.2099636048078537,0.806336522102356,COMPLETE
100,0.8176020383834839,Tanh,ReLU,23,471,10,16.0,0.0012783121223391863,2,0.7628212923681854,0.0003418435014472208,0.8146234750747681,0.19704875349998474,0.8176020383834839,COMPLETE
101,0.8102026581764221,Tanh,ReLU,23,464,10,16.0,0.001048305255077115,2,0.7676274174714317,0.0003108492306928578,0.7328006625175476,0.20679256319999695,0.8102026581764221,COMPLETE
102,0.7987197041511536,Tanh,ReLU,29,473,10,16.0,0.0011980963526985963,2,0.7201821805763637,0.0002936304434735788,0.7936088442802429,0.22989171743392944,0.7987197041511536,COMPLETE
103,0.798868715763092,Tanh,ReLU,23,469,10,16.0,0.0011253407217491273,2,0.7687801915706471,0.00023279882481114534,0.7606684565544128,0.21548058092594147,0.798868715763092,COMPLETE
104,0.7833504676818848,Tanh,ReLU,25,441,9,15.0,0.0013190221380285513,2,0.7189526025853551,0.000347360548630379,1.3701889514923096,0.2493864893913269,0.7833504676818848,COMPLETE
105,0.8073409795761108,Tanh,ReLU,22,461,10,16.0,0.0008127784508051607,2,0.76532166012824,0.0005669122829507257,0.7902368307113647,0.2088746279478073,0.8073409795761108,COMPLETE
106,0.7615379691123962,Tanh,ReLU,32,443,12,14.0,0.0009165688403888091,2,0.6211183692570433,0.0006163289295954538,0.7641679644584656,0.2569389343261719,0.7615379691123962,COMPLETE
107,0.7943582534790039,Tanh,ReLU,28,489,13,15.0,0.0007873226905281633,2,0.6478724664360144,0.0005455483631460724,0.8343967795372009,0.22322200238704681,0.7943582534790039,COMPLETE
108,0.7513403296470642,Sigmoid,ReLU,21,462,9,16.0,0.0005351964066100806,2,0.6899491518360288,0.0001688504341721922,5.347754955291748,0.2874327600002289,0.7513403296470642,COMPLETE
109,0.8057814836502075,ReLU,ReLU,22,466,10,15.0,0.0017699869194646699,2,0.7604916211736508,0.00040418674967620367,0.8702302575111389,0.21035712957382202,0.8057814836502075,COMPLETE
110,0.7575104236602783,Tanh,ReLU,27,429,10,13.0,0.001035474216543644,2,0.7154546147004307,0.0004548212346655506,1.9392777681350708,0.27636387944221497,0.7575104236602783,COMPLETE
111,0.8041788935661316,Tanh,ReLU,23,475,12,17.0,0.001210944723704661,2,0.7652369571125556,0.0003222103678563291,0.9070812463760376,0.2123028188943863,0.8041788935661316,COMPLETE
112,0.8012850284576416,Tanh,ReLU,20,494,10,16.0,0.0007849982919505915,2,0.7658881153318203,0.00037298625766920066,0.8073397874832153,0.21566171944141388,0.8012850284576416,COMPLETE
113,0.7976398468017578,Tanh,ReLU,30,447,11,14.0,0.0014586306376060737,2,0.6949751580294267,0.0005435814607773127,0.7618400454521179,0.22853082418441772,0.7976398468017578,COMPLETE
114,0.8145615458488464,Tanh,ReLU,25,463,9,16.0,0.0018269695132584391,2,0.7299884622772249,0.00043200131073288213,0.9145932197570801,0.21102078258991241,0.8145615458488464,COMPLETE
115,0.7901290655136108,Tanh,ReLU,25,461,9,18.0,0.0018022463179952638,2,0.7303964096215494,0.0004413613006755063,0.7284872531890869,0.23956190049648285,0.7901290655136108,COMPLETE
116,0.7967706918716431,Tanh,ReLU,38,437,8,14.0,0.0026388681856047867,2,0.6638885617101341,0.0007726624900758276,0.7102287411689758,0.2249860018491745,0.7967706918716431,COMPLETE
117,0.7705247402191162,Tanh,ReLU,19,411,9,15.0,0.0015363567752085393,2,0.7294139368920309,0.0006103850181221459,1.0230449438095093,0.2603735625743866,0.7705247402191162,COMPLETE
118,0.7734811305999756,Tanh,ReLU,21,445,8,13.0,0.0019264584370324292,2,0.7706139449814143,0.00021338401167653428,0.8508545756340027,0.2436090111732483,0.7734811305999756,COMPLETE
119,0.7714864015579224,Tanh,ReLU,25,400,14,17.0,0.0010365154525574702,2,0.5686604670792863,0.0003293863653155101,0.646266520023346,0.242771178483963,0.7714864015579224,COMPLETE
120,0.7884947061538696,Tanh,ReLU,19,431,11,15.0,0.0007629568097401411,2,0.6919599763750509,0.0006997047099245516,0.6729380488395691,0.24405111372470856,0.7884947061538696,COMPLETE
121,0.8008581399917603,Tanh,ReLU,23,474,10,16.0,0.0012442654130809764,2,0.7697627827892467,0.00027978293882842213,0.7459524869918823,0.21357063949108124,0.8008581399917603,COMPLETE
122,0.8050382733345032,Tanh,ReLU,27,466,9,16.0,0.0009038768960614632,2,0.7482662069324937,0.00043564366607464053,0.8506270051002502,0.21134831011295319,0.8050382733345032,COMPLETE
123,0.7959768772125244,Tanh,ReLU,22,485,10,17.0,0.0020084753333494436,2,0.7122722431504059,0.00037296567226022015,0.8489760160446167,0.23282118141651154,0.7959768772125244,COMPLETE
124,0.8069212436676025,Tanh,ReLU,18,456,10,13.0,0.0014941646054015046,2,0.768525389463194,0.000931944668103299,0.8796982169151306,0.20685350894927979,0.8069212436676025,COMPLETE
125,0.7834794521331787,Tanh,Sigmoid,18,458,12,14.0,0.0015629331100501715,2,0.6097308616667548,0.0008870152290288107,1.212189793586731,0.23137347400188446,0.7834794521331787,COMPLETE
126,0.7796047925949097,Tanh,ReLU,18,450,8,13.0,0.0029492717620281036,2,0.6480096925473621,0.0005410930941561434,1.0545917749404907,0.23923681676387787,0.7796047925949097,COMPLETE
127,0.7748671770095825,Tanh,,21,421,7,,0.0024904614789690964,1,0.7318183360956455,0.0010217400692480705,1.0512819290161133,0.25675681233406067,0.7748671770095825,COMPLETE
128,0.7860751152038574,Tanh,ReLU,33,439,9,12.0,0.0007072406512384226,2,0.67501198481734,0.0007580724035101429,0.9851639270782471,0.23786410689353943,0.7860751152038574,COMPLETE
129,0.805355966091156,ReLU,ReLU,25,454,11,14.0,0.000605102828921292,2,0.7702532602387204,0.0005909641403695553,0.9264430999755859,0.20874692499637604,0.805355966091156,COMPLETE
130,0.77192223072052,Tanh,ReLU,30,489,9,15.0,0.002156265346816921,2,0.7998848758037488,0.00048609989706906967,0.810122549533844,0.24086570739746094,0.77192223072052,COMPLETE
131,0.790005624294281,Tanh,ReLU,23,474,10,13.0,0.0011461073560988801,2,0.7594022600042792,0.00022870742936333067,0.9091386198997498,0.22990576922893524,0.790005624294281,COMPLETE
132,0.8081302642822266,Tanh,ReLU,21,464,10,16.0,0.0014505503762850557,2,0.7068861192662765,0.0003067866268813885,0.6769455671310425,0.22268007695674896,0.8081302642822266,COMPLETE
133,0.7823083996772766,Tanh,ReLU,20,463,11,11.0,0.0014603520867452126,2,0.6982794623447635,0.00038626550030624023,0.8861974477767944,0.24853628873825073,0.7823083996772766,COMPLETE
134,0.7927958965301514,Tanh,ReLU,18,427,7,15.0,0.0009498778785206192,2,0.7364485347957637,0.00031325394282817186,0.9667587876319885,0.23082731664180756,0.7927958965301514,COMPLETE
135,0.8016135692596436,Tanh,ReLU,27,448,8,17.0,0.0018959004120643545,2,0.7092534324171756,0.00018005797113390969,0.8036800026893616,0.22925004363059998,0.8016135692596436,COMPLETE
136,0.7709106206893921,Sigmoid,ReLU,12,438,11,12.0,0.0013660907012929063,2,0.6738803108926964,0.0006396985677000224,0.972267210483551,0.25341445207595825,0.7709106206893921,COMPLETE
137,0.8118679523468018,Tanh,Sigmoid,15,408,10,14.0,0.0016574696267883605,2,0.7366856361162796,0.0008999370865412226,0.8303354978561401,0.2095808982849121,0.8118679523468018,COMPLETE
138,0.7875562906265259,Tanh,Sigmoid,15,411,9,18.0,0.00314993274558554,2,0.7328029098073241,0.0004825337387350839,0.9280427098274231,0.2429511994123459,0.7875562906265259,COMPLETE
139,0.767667829990387,Tanh,Sigmoid,21,395,12,15.0,0.0023738714423908055,2,0.7993414135319762,0.0007839948541846148,0.8936121463775635,0.2445298433303833,0.767667829990387,COMPLETE
140,0.77102130651474,Tanh,Sigmoid,25,421,13,14.0,0.0016898205501545231,2,0.6539894185950771,0.0002527563198454374,1.044611930847168,0.2512234151363373,0.77102130651474,COMPLETE
141,0.7713180780410767,Tanh,Sigmoid,18,481,10,13.0,0.0011034884466531486,2,0.761996858571731,0.00041565189858379186,0.893085241317749,0.24615953862667084,0.7713180780410767,COMPLETE
142,0.8030068874359131,Tanh,Tanh,17,456,10,16.0,0.0016139506669592596,2,0.7050758571361834,0.0009688468661644099,0.9073549509048462,0.22687873244285583,0.8030068874359131,COMPLETE
143,0.8016085624694824,Tanh,Tanh,15,434,9,13.0,0.0008789630375988173,2,0.7388754547112568,0.000691242340632707,0.9038589596748352,0.22061243653297424,0.8016085624694824,COMPLETE
144,0.7462823390960693,Tanh,ReLU,22,446,8,14.0,0.0013500040572496195,2,0.3357537305686332,0.001201775052244616,3.8948872089385986,0.24378159642219543,0.7462823390960693,COMPLETE
145,0.7703083753585815,Tanh,Tanh,20,466,11,12.0,0.0020852152665947993,2,0.6376450014899198,0.0003262600973113925,0.7902595400810242,0.24786609411239624,0.7703083753585815,COMPLETE
146,0.8164249062538147,Tanh,ReLU,12,411,10,16.0,0.0026365752372851776,2,0.7721358788314882,0.000910139556733325,0.8567520380020142,0.19837085902690887,0.8164249062538147,COMPLETE
147,0.7883412837982178,Tanh,Tanh,12,238,7,17.0,0.002730871614834837,2,0.6947099080931364,0.0005637718195834187,0.9793855547904968,0.23991963267326355,0.7883412837982178,COMPLETE
148,0.8111093044281006,Tanh,Sigmoid,14,408,9,16.0,0.003184207540945073,2,0.7751205744228477,0.00045642957509060573,1.3156192302703857,0.20628073811531067,0.8111093044281006,COMPLETE
149,0.8035524487495422,Tanh,Sigmoid,11,404,8,15.0,0.0035525692847063277,2,0.728767980423661,0.00040883956699395074,0.8572101593017578,0.22378495335578918,0.8035524487495422,COMPLETE
150,0.798858106136322,Tanh,Sigmoid,13,412,9,16.0,0.002383881070398682,2,0.6788333058811974,0.00015697414603369557,0.7679823040962219,0.22550652921199799,0.798858106136322,COMPLETE
151,0.7906466126441956,Tanh,Sigmoid,14,427,10,16.0,0.0019608716992160708,2,0.7989608787215972,0.0005102587540861785,1.0152804851531982,0.22153915464878082,0.7906466126441956,COMPLETE
152,0.7950133681297302,Tanh,Sigmoid,16,361,9,15.0,0.0030254918264642702,2,0.7687474132470182,0.0002974820834469049,0.9242436289787292,0.21961097419261932,0.7950133681297302,COMPLETE
153,0.8074836730957031,Tanh,Tanh,23,415,11,16.0,0.001027431885486036,2,0.7440788244459082,0.00020508290743761543,0.8023608922958374,0.21085093915462494,0.8074836730957031,COMPLETE
154,0.787285566329956,Tanh,Tanh,51,384,11,17.0,0.001040068577241782,2,0.7239295829701586,0.00024807712280260243,0.7406401038169861,0.24172957241535187,0.787285566329956,COMPLETE
155,0.8186407089233398,Tanh,Tanh,24,396,11,15.0,0.0017360556833514876,2,0.742639825801511,0.00021329591168479033,0.8082711696624756,0.19852817058563232,0.8186407089233398,COMPLETE
156,0.7976787686347961,Tanh,Tanh,28,393,12,18.0,0.002669737914546324,2,0.7130282401949545,0.0003497033135149372,0.7781861424446106,0.23000293970108032,0.7976787686347961,COMPLETE
157,0.818411111831665,ReLU,Tanh,24,403,8,14.0,0.003942022739491518,2,0.77649922810188,0.00014213788249214603,0.8014690279960632,0.19647453725337982,0.818411111831665,COMPLETE
158,0.7742852568626404,ReLU,Tanh,10,406,8,14.0,0.004496979290649399,2,0.7973369712272255,0.00014634616311772465,0.9819116592407227,0.24044567346572876,0.7742852568626404,COMPLETE
