number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.107031226158142,Leaky,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,2.4238011837005615,1.107031226158142,-0.09199392795562744,COMPLETE
1,0.8351952433586121,Leaky,88,76,24,1.2087541473056957e-05,1,0.3490285460630004,0.006796578090758156,2.9981160163879395,0.8351952433586121,0.136616051197052,COMPLETE
2,0.5402859449386597,Leaky,29,425,13,0.00016480446427978953,1,0.14595006988277215,5.415244119402538e-05,1.2331925630569458,0.5402859449386597,0.45672935247421265,COMPLETE
3,0.5441580414772034,Leaky,36,244,9,0.00014742753159914678,1,0.3569095943771272,3.613894271216525e-05,3.1946754455566406,0.5441580414772034,0.44104593992233276,COMPLETE
4,0.5111333727836609,Leaky,81,255,2,0.00234238498471129,1,0.1514688727422765,0.0011400863701127321,1.1932295560836792,0.5111333727836609,0.4754639267921448,COMPLETE
5,0.42913925647735596,Leaky,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,1.2079391479492188,0.42913925647735596,0.5871931910514832,COMPLETE
6,0.6729957461357117,Leaky,18,187,12,3.077180271250682e-05,1,0.4148814287315354,0.00057624872164786,2.069956064224243,0.6729957461357117,0.3462311625480652,COMPLETE
7,0.9819567799568176,Leaky,92,65,13,0.00017654048052495074,1,0.17127801069727153,0.004467752817973905,1.1173330545425415,0.9819567799568176,-0.022458314895629883,COMPLETE
8,0.2771454155445099,Leaky,26,296,22,0.057279044707996205,1,0.7509692752447114,0.012604664585649461,1.3769574165344238,0.2771454155445099,0.686691403388977,COMPLETE
9,1.287164568901062,Leaky,93,319,8,1.5167330688076188e-05,1,0.12020338353108916,6.080390190296599e-05,10.848482131958008,1.287164568901062,-0.18490111827850342,COMPLETE
10,0.4300684928894043,Leaky,53,476,19,0.08619793555713155,1,0.7508950765561601,0.05997863556602807,1.5786802768707275,0.4300684928894043,0.5511488914489746,COMPLETE
11,0.5542342066764832,Leaky,10,360,21,0.09322994679335649,1,0.20506921796229943,0.09522191455192743,1.3997509479522705,0.5542342066764832,0.22332441806793213,COMPLETE
12,0.3058460056781769,Leaky,45,364,19,0.015429360602979511,1,0.2196524393561666,0.02253317485972555,2.0410807132720947,0.3058460056781769,0.6813309192657471,COMPLETE
13,0.2761726677417755,Leaky,45,391,17,0.01299013225333428,1,0.25504334542847223,0.014566096837677395,1.0439653396606445,0.2761726677417755,0.7060112953186035,COMPLETE
14,0.2737601101398468,Leaky,62,427,16,0.014001601643830807,1,0.7868639344841104,0.02067244423168041,0.9918015599250793,0.2737601101398468,0.7347192764282227,COMPLETE
15,0.2900550663471222,Leaky,67,500,16,0.005661324486824435,1,0.2741746791425502,0.019558453473199483,1.2589856386184692,0.2900550663471222,0.6975719928741455,COMPLETE
16,0.31183117628097534,Leaky,70,436,16,0.013264047601077668,1,0.5669372950175616,0.025390510913175245,1.0448147058486938,0.31183117628097534,0.7044464945793152,COMPLETE
17,0.25989341735839844,Leaky,63,400,16,0.0013735450768344645,1,0.27959418564056876,0.008430189669092637,1.1927968263626099,0.25989341735839844,0.731400728225708,COMPLETE
18,0.30008378624916077,Leaky,66,443,9,0.0005901861207229044,1,0.31665383429650357,0.003119230998713836,2.214362859725952,0.30008378624916077,0.6927690505981445,COMPLETE
19,0.2661689519882202,Leaky,56,389,15,0.0013053662248897512,1,0.5730328350482201,0.007092148666349502,1.0066043138504028,0.2661689519882202,0.7461662292480469,COMPLETE
20,0.2866217792034149,Leaky,79,379,11,0.0005597335672043225,1,0.5354179792697891,0.0013215116649824405,1.274277925491333,0.2866217792034149,0.7308851480484009,COMPLETE
21,0.25787895917892456,Leaky,58,419,15,0.0018047790417163637,1,0.6440628067323951,0.008196235171100047,0.9931017756462097,0.25787895917892456,0.7609643340110779,COMPLETE
22,0.2530094087123871,Leaky,55,403,14,0.0015155513557770736,1,0.5951498088026446,0.006492638467716185,0.9580202698707581,0.2530094087123871,0.7577442526817322,COMPLETE
23,0.2531573474407196,Leaky,49,469,14,0.002457706187274495,1,0.41155926431053913,0.008152818703746359,1.3074222803115845,0.2531573474407196,0.7539746761322021,COMPLETE
24,0.26200953125953674,Leaky,47,473,7,0.0034364182023300526,1,0.6220452745853111,0.0028167882525879724,0.8384307622909546,0.26200953125953674,0.7571519613265991,COMPLETE
25,0.2619829773902893,Leaky,35,471,11,0.003963455258924376,1,0.452220047595183,0.00582582683612247,2.413512706756592,0.2619829773902893,0.7401961088180542,COMPLETE
26,0.3009868860244751,Leaky,54,112,13,0.0009045267250395037,1,0.637258766877272,0.0004846578409145062,1.4909051656723022,0.3009868860244751,0.7210826277732849,COMPLETE
27,0.25701573491096497,Leaky,73,330,14,0.0019481663723116894,1,0.49654017099009046,0.0019283824074786335,1.1069318056106567,0.25701573491096497,0.7550918459892273,COMPLETE
28,0.2994663417339325,Leaky,76,345,6,0.005860857758792156,1,0.5040928749381519,0.0017381093744433666,1.7897834777832031,0.2994663417339325,0.7137691974639893,COMPLETE
29,0.463763028383255,Leaky,100,192,18,0.0004421476357018443,1,0.44052011691024284,0.0028245056889242668,3.7783045768737793,0.463763028383255,0.549056351184845,COMPLETE
30,0.2524924576282501,Leaky,37,291,14,0.0021924269340989045,1,0.39222497879852664,0.0005521441247300903,2.131157398223877,0.2524924576282501,0.7500537633895874,COMPLETE
31,0.2410707175731659,Leaky,39,291,14,0.0027403106733944094,1,0.3920526932440327,0.00037826752420350596,2.2144546508789062,0.2410707175731659,0.7623785734176636,COMPLETE
32,0.26903530955314636,Leaky,38,292,11,0.0009173446175443737,1,0.38814115075307226,0.00039739634987715,9.23481273651123,0.26903530955314636,0.7343531847000122,COMPLETE
33,0.25050678849220276,Leaky,49,217,14,0.002543724897013993,1,0.3811876814471351,0.00020052222019460112,1.6110905408859253,0.25050678849220276,0.7487161159515381,COMPLETE
34,0.2810887098312378,Leaky,38,213,10,0.005220333905822357,1,0.36307962572923747,0.00023237835620144433,2.5899758338928223,0.2810887098312378,0.714745283126831,COMPLETE
35,0.43465209007263184,Leaky,31,165,14,0.00038244587952198516,1,0.32756906533493635,0.00016367241420547302,24.426902770996094,0.43465209007263184,0.5506287813186646,COMPLETE
36,0.2590819299221039,Leaky,44,249,12,0.0030801920355984194,1,0.46615574658031406,0.0007046679720114661,1.2873048782348633,0.2590819299221039,0.7464550137519836,COMPLETE
37,0.46895983815193176,Leaky,42,274,4,0.0010770836584940732,1,0.39811309509218334,0.000814277664439462,6.263547420501709,0.46895983815193176,0.5449424982070923,COMPLETE
38,0.4343835711479187,Leaky,20,154,18,0.00026540677934610803,1,0.34599971797875345,0.0011249966771069092,45.616214752197266,0.4343835711479187,0.5538188219070435,COMPLETE
