number,value,params_activation_1,params_activation_2,params_activation_3,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_layer_3,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,0.8802967071533203,Leaky,ReLU,,96,218,2,21.0,,4.207053950287933e-05,2,0.4582013868952863,4.207988669606632e-05,0.8972169160842896,0.8802967071533203,0.18801462650299072,COMPLETE
1,0.9130886197090149,Sigmoid,,,57,187,8,,,3.613894271216525e-05,1,0.2455190648560464,0.0028016351587162596,1.214998483657837,0.9130886197090149,0.07662755250930786,COMPLETE
2,1.0264077186584473,ReLU,Sigmoid,,63,281,23,24.0,,1.8205657658407255e-05,2,0.1101409714381911,4.809461967501571e-05,1.6498157978057861,1.0264077186584473,0.008505582809448242,COMPLETE
3,0.36202272772789,ReLU,,,33,460,5,,,0.0015375920235481753,1,0.3965676111103478,0.0012030178871154666,0.5762526392936707,0.36202272772789,0.665022611618042,COMPLETE
4,0.5285308361053467,Tanh,,,93,319,10,,,0.0002001342062287998,1,0.12020338353108916,1.5167330688076188e-05,0.8222167491912842,0.5285308361053467,0.49375492334365845,COMPLETE
5,0.4274938106536865,Tanh,,,22,294,5,,,0.012273800987852962,1,0.5302199457161924,0.08862326508576249,0.8841970562934875,0.4274938106536865,0.6065483093261719,COMPLETE
6,0.34848928451538086,Leaky,,,16,397,8,,,0.0031130959561221226,1,0.210730214941013,0.028340904295147733,0.6213818192481995,0.34848928451538086,0.6355608105659485,COMPLETE
7,0.33665549755096436,ReLU,,,90,337,14,,,0.011044350847124691,1,0.2669639199434048,0.007128188058401363,0.8680817484855652,0.33665549755096436,0.6557211875915527,COMPLETE
8,0.4133903980255127,Tanh,Sigmoid,,19,61,22,6.0,,0.0010821382910613986,2,0.10675380978520228,0.00018089390092767128,0.9895585775375366,0.4133903980255127,0.6022824048995972,COMPLETE
9,0.36067280173301697,ReLU,,,89,335,20,,,0.0014367095138664223,1,0.5318488266777274,0.03717371747825049,1.0525604486465454,0.36067280173301697,0.6657611131668091,COMPLETE
10,0.34818604588508606,Sigmoid,Leaky,Sigmoid,74,482,16,1.0,22.0,0.04272274816226783,3,0.7508950765561601,0.005717109006664331,0.8337852954864502,0.34818604588508606,0.6701496839523315,COMPLETE
11,0.4063397943973541,Sigmoid,Leaky,Sigmoid,74,485,15,1.0,24.0,0.09876522321735802,3,0.7330588704579284,0.00591688284225248,0.9999022483825684,0.4063397943973541,0.6053882837295532,COMPLETE
12,0.3803837299346924,Sigmoid,Tanh,Sigmoid,76,398,14,12.0,18.0,0.02555321316420761,3,0.3267193618516658,0.004791091963693323,0.6115259528160095,0.3803837299346924,0.6359639763832092,COMPLETE
13,0.365199476480484,Sigmoid,Leaky,Tanh,79,408,17,10.0,4.0,0.010149711533225463,3,0.7849207770521218,0.012907627214036972,0.6221401691436768,0.365199476480484,0.6566427946090698,COMPLETE
14,1.0375434160232544,ReLU,Leaky,ReLU,41,208,18,1.0,12.0,0.08110840524533412,3,0.29115513016197014,0.0007603292481100378,0.9987729787826538,1.0375434160232544,-0.00011348724365234375,COMPLETE
15,0.367603063583374,Sigmoid,ReLU,,64,497,12,17.0,,0.0058529947457135936,2,0.1919026384881103,0.012931425045833484,0.6107056140899658,0.367603063583374,0.6153453588485718,COMPLETE
16,0.31916314363479614,ReLU,Tanh,,82,82,16,7.0,,0.02799220345704536,2,0.3502081434450922,0.001593227460500878,0.5313075184822083,0.31916314363479614,0.680618405342102,COMPLETE
17,0.32370296120643616,ReLU,Tanh,,100,61,12,6.0,,0.024969598838753833,2,0.3536256822983284,0.0010223542118732221,0.5098719596862793,0.32370296120643616,0.6854242086410522,COMPLETE
18,0.3247547447681427,ReLU,Tanh,,100,59,12,7.0,,0.03311021357599169,2,0.3601376456000955,0.0004248276512161507,0.5369038581848145,0.3247547447681427,0.6619012355804443,COMPLETE
19,0.3076905310153961,ReLU,Tanh,,82,123,19,6.0,,0.004226964364009829,2,0.38239829825329763,0.001783547615018978,0.500497579574585,0.3076905310153961,0.7146960496902466,COMPLETE
20,0.2871403098106384,ReLU,Tanh,,84,130,20,9.0,,0.0038831197279603036,2,0.4580474337909432,0.002186875823504322,0.5410513877868652,0.2871403098106384,0.7342770099639893,COMPLETE
