number,value,params_activation_1,params_activation_2,params_activation_3,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_layer_3,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
90,0.1778351366519928,ReLU,Sigmoid,Sigmoid,77,402,17,16.0,24.0,0.031048678308157867,3,0.5397872818010394,8.286078059033502e-05,2.134643316268921,0.1778351366519928,0.8325139284133911,COMPLETE
91,0.1360841542482376,ReLU,Sigmoid,Leaky,82,473,13,16.0,21.0,0.07650864517071165,3,0.693102337027067,0.00013435732865968802,0.7263294458389282,0.1360841542482376,0.8462246060371399,COMPLETE
92,0.13595987856388092,ReLU,Sigmoid,Tanh,83,487,12,14.0,21.0,0.059541073219971055,3,0.7062826358477056,6.32599507956701e-05,0.7959620356559753,0.13595987856388092,0.8464983701705933,COMPLETE
93,0.19411464035511017,ReLU,Sigmoid,Tanh,82,430,12,14.0,23.0,0.04824712245335456,3,0.6140742645150787,0.00013621596942176419,0.8742398023605347,0.19411464035511017,0.7997686266899109,COMPLETE
94,0.15898750722408295,ReLU,Sigmoid,Tanh,89,474,10,15.0,19.0,0.038673481243798914,3,0.7011975282510199,6.794493146559244e-05,0.6416511535644531,0.15898750722408295,0.8271089792251587,COMPLETE
95,0.18341226875782013,ReLU,Sigmoid,Tanh,85,490,13,12.0,20.0,0.06101646074055156,3,0.5773098514762686,0.00017123684410407324,1.0138989686965942,0.18341226875782013,0.8185170888900757,COMPLETE
96,0.1656176745891571,ReLU,Sigmoid,Tanh,88,462,12,16.0,21.0,0.08018394855113913,3,0.6452496064708646,0.0003040947569230974,0.5582900047302246,0.1656176745891571,0.8113025426864624,COMPLETE
97,0.15374580025672913,ReLU,Tanh,Sigmoid,91,437,15,14.0,18.0,0.023764804179292665,3,0.6965498880774537,8.313264790089005e-05,0.7362168431282043,0.15374580025672913,0.842860996723175,COMPLETE
98,0.1818234920501709,ReLU,Sigmoid,Leaky,81,419,11,13.0,23.0,0.02942615730988292,3,0.619447848173336,5.891440625519111e-05,1.2047054767608643,0.1818234920501709,0.7812577486038208,COMPLETE
99,0.18592454493045807,ReLU,Sigmoid,Leaky,83,95,14,16.0,21.0,0.05239042845191563,3,0.5720356457964765,0.00013128547392241572,1.2844303846359253,0.18592454493045807,0.8197553753852844,COMPLETE
100,0.13902418315410614,ReLU,Sigmoid,Sigmoid,78,469,13,15.0,20.0,0.04017824356790249,3,0.719445862300926,0.00019933743952426698,0.6105685830116272,0.13902418315410614,0.8653754591941833,COMPLETE
101,0.16505064070224762,ReLU,Sigmoid,Sigmoid,70,469,13,18.0,20.0,0.039833675605975206,3,0.768874673458833,9.553371211226005e-05,0.9165359139442444,0.16505064070224762,0.8373948335647583,COMPLETE
102,0.1448473483324051,ReLU,Sigmoid,Sigmoid,67,487,13,15.0,18.0,0.06076140724096596,3,0.7193547841051544,0.0001820458734306722,0.5102526545524597,0.1448473483324051,0.8405561447143555,COMPLETE
103,0.14637047052383423,ReLU,Sigmoid,Sigmoid,73,488,12,15.0,18.0,0.06230629376495625,3,0.7278048573775509,0.0002521707372482584,0.6088431477546692,0.14637047052383423,0.8505436778068542,COMPLETE
104,0.15625277161598206,ReLU,Sigmoid,Sigmoid,66,489,11,14.0,15.0,0.08339829203168383,3,0.7975641349023623,0.0002716222739591212,0.6786739230155945,0.15625277161598206,0.8484461307525635,COMPLETE
105,0.1639431267976761,ReLU,ReLU,Sigmoid,73,500,12,15.0,18.0,0.06547626044923592,3,0.7204973975839284,0.00018445159905703377,0.7469072937965393,0.1639431267976761,0.8482821583747864,COMPLETE
106,0.14332391321659088,ReLU,Sigmoid,Sigmoid,67,481,9,13.0,19.0,0.08298775864899419,3,0.7390636406195566,0.00023706602159950557,0.48310384154319763,0.14332391321659088,0.8435482978820801,COMPLETE
107,0.1557391732931137,ReLU,Sigmoid,Sigmoid,66,485,9,12.0,17.0,0.06073108569909921,3,0.7313730759113233,0.0004669333348096911,0.6367110013961792,0.1557391732931137,0.8454773426055908,COMPLETE
108,0.1741875857114792,ReLU,Sigmoid,Sigmoid,79,460,5,13.0,16.0,0.07961190300792165,3,0.650893374681409,0.00022215612162835717,0.7014040350914001,0.1741875857114792,0.824773371219635,COMPLETE
109,0.15854713320732117,ReLU,Sigmoid,Sigmoid,68,491,10,15.0,20.0,0.04530319313752809,3,0.729066683335399,0.0001979338862692159,0.5835118889808655,0.15854713320732117,0.8266537189483643,COMPLETE
110,0.17703638970851898,ReLU,Tanh,Sigmoid,72,471,6,13.0,18.0,0.08735091711351697,3,0.6140579293526831,0.0001485967623532733,0.907838761806488,0.17703638970851898,0.7675119042396545,COMPLETE
111,0.15623876452445984,ReLU,Sigmoid,Tanh,81,479,8,17.0,19.0,0.06470453617831037,3,0.7589857492273611,0.00026699284024541255,0.883779764175415,0.15623876452445984,0.8541239500045776,COMPLETE
112,0.14466148614883423,ReLU,Sigmoid,Sigmoid,78,457,14,16.0,19.0,0.047292614660013846,3,0.6806015526396069,0.00014624364864435982,0.6560409069061279,0.14466148614883423,0.8523833155632019,COMPLETE
113,0.14245980978012085,ReLU,Sigmoid,Sigmoid,85,446,14,16.0,20.0,0.09745188831529437,3,0.6815495509875594,0.00033127493441160414,0.9849342107772827,0.14245980978012085,0.8665072321891785,COMPLETE
114,0.15022152662277222,ReLU,Sigmoid,Sigmoid,78,444,15,14.0,19.0,0.04805850253717484,3,0.7084074777948474,0.00033874315981584775,0.5656884908676147,0.15022152662277222,0.8482996225357056,COMPLETE
115,0.17384570837020874,ReLU,Sigmoid,Sigmoid,84,468,12,15.0,11.0,0.07515048717418303,3,0.6410473519409435,0.000432150479045984,0.7400671243667603,0.17384570837020874,0.8329470157623291,COMPLETE
116,0.15167884528636932,ReLU,Sigmoid,Sigmoid,70,485,16,16.0,20.0,0.05662806851414824,3,0.6690715738668345,0.0002413296237229161,0.68567955493927,0.15167884528636932,0.8466055393218994,COMPLETE
117,0.1609930843114853,ReLU,Sigmoid,Sigmoid,74,459,14,12.0,18.0,0.04337765550138234,3,0.729585591164612,0.00034915754148847516,0.6618790626525879,0.1609930843114853,0.8536854982376099,COMPLETE
118,0.158867746591568,ReLU,Sigmoid,Sigmoid,62,446,17,14.0,20.0,0.029386546160369988,3,0.7875738133167115,0.0001563046241965248,0.556147038936615,0.158867746591568,0.8592754006385803,COMPLETE
119,0.19756893813610077,ReLU,Sigmoid,Sigmoid,80,491,14,16.0,16.0,0.06866085060880488,3,0.5913437303399214,0.0005303726357662255,0.8425283432006836,0.19756893813610077,0.8191803693771362,COMPLETE
120,0.14967972040176392,ReLU,Sigmoid,Sigmoid,77,473,13,15.0,20.0,0.08623589234571039,3,0.6914217449344829,0.00029004181774404885,0.7250716090202332,0.14967972040176392,0.8331565856933594,COMPLETE
121,0.1373818963766098,ReLU,Sigmoid,ReLU,82,459,15,17.0,22.0,0.08968144924931871,3,0.6819510497993503,0.00019801133796625698,0.7385863065719604,0.1373818963766098,0.8506613373756409,COMPLETE
122,0.17401796579360962,ReLU,Sigmoid,ReLU,85,455,15,15.0,21.0,0.059990275172690115,3,0.634019458430929,0.00019666840403134714,0.6046361327171326,0.17401796579360962,0.8202695846557617,COMPLETE
123,0.15492592751979828,ReLU,Sigmoid,ReLU,83,465,9,16.0,19.0,0.07953537932358255,3,0.6631699090827528,0.00012276547045569515,0.7500772476196289,0.15492592751979828,0.8333649039268494,COMPLETE
124,0.15434104204177856,ReLU,Sigmoid,ReLU,82,481,16,14.0,22.0,0.09978152259163262,3,0.7476285869511775,0.0002255137375721672,0.661941409111023,0.15434104204177856,0.8497651815414429,COMPLETE
125,0.14484529197216034,ReLU,Sigmoid,ReLU,79,438,15,17.0,20.0,0.05027968621736198,3,0.7120192173118131,0.00015338302302944157,0.6866584420204163,0.14484529197216034,0.8478814959526062,COMPLETE
126,0.14806346595287323,ReLU,ReLU,ReLU,79,441,15,17.0,20.0,0.05018061626441584,3,0.6946227573570168,0.00017299680248593124,0.8649815917015076,0.14806346595287323,0.8309695720672607,COMPLETE
127,0.19181014597415924,ReLU,Sigmoid,ReLU,86,416,16,17.0,22.0,0.042690456764061815,3,0.6062643124683441,0.00014469293978471303,1.422501802444458,0.19181014597415924,0.8139870762825012,COMPLETE
128,0.17251858115196228,ReLU,Sigmoid,ReLU,76,382,14,18.0,21.0,0.07239273608569792,3,0.6501264563649891,7.145830538308214e-05,0.6602680087089539,0.17251858115196228,0.8209004998207092,COMPLETE
129,0.1975627839565277,ReLU,Sigmoid,ReLU,80,402,15,16.0,3.0,0.02099548510425007,3,0.5578056350930294,0.00012457986413015612,1.444494605064392,0.1975627839565277,0.8172256350517273,COMPLETE
130,0.1460799127817154,ReLU,Sigmoid,Tanh,84,437,17,19.0,21.0,0.03308217863093216,3,0.7689014464986321,0.0001628108501156293,0.8932299613952637,0.1460799127817154,0.860193133354187,COMPLETE
131,0.1546720415353775,ReLU,Sigmoid,Tanh,84,449,17,19.0,21.0,0.038255391177118105,3,0.7691943341115384,0.00020471463827337962,0.6824243068695068,0.1546720415353775,0.8569903373718262,COMPLETE
