number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_a_3,params_batch_size,params_l_1,params_l_2,params_l_3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,user_attrs_mse,user_attrs_r2,state
94,0.13981159031391144,2023-10-31 18:06:53.430874,2023-10-31 18:06:57.514825,0 days 00:00:04.083951,Leaky,Sigmoid,,48,16,23.0,,0.019420268942355143,2,476,0.7595194084802539,2.15200219155941e-05,68.70398516614898,tensor(0.1398),tensor(0.8669),COMPLETE
95,0.1347811222076416,2023-10-31 18:06:57.515169,2023-10-31 18:07:02.342207,0 days 00:00:04.827038,Leaky,Sigmoid,,39,16,24.0,,0.03204572022539898,2,487,0.7468289313981021,1.2048299830295974e-05,76.589581891007,tensor(0.1348),tensor(0.8648),COMPLETE
96,0.13423486053943634,2023-10-31 18:07:02.342590,2023-10-31 18:07:07.540494,0 days 00:00:05.197904,Leaky,Sigmoid,,39,13,24.0,,0.034486006350955035,2,487,0.7989969550702125,1.199106432793619e-05,83.0353384625006,tensor(0.1342),tensor(0.8667),COMPLETE
97,0.1622297614812851,2023-10-31 18:07:07.540845,2023-10-31 18:07:12.268330,0 days 00:00:04.727485,Leaky,Sigmoid,,38,15,24.0,,0.036651306304020366,2,491,0.7107832648946072,1.1964078478788786e-05,105.8884490065565,tensor(0.1622),tensor(0.8475),COMPLETE
98,0.14527256786823273,2023-10-31 18:07:12.268711,2023-10-31 18:07:16.541044,0 days 00:00:04.272333,Leaky,Sigmoid,,40,13,24.0,,0.023319561608645095,2,487,0.6707150972708802,1.1580410107705404e-05,70.49336754957508,tensor(0.1453),tensor(0.8538),COMPLETE
99,0.1315881311893463,2023-10-31 18:07:16.541388,2023-10-31 18:07:21.932653,0 days 00:00:05.391265,Leaky,Sigmoid,,34,14,23.0,,0.030902401970312177,2,468,0.7992105132966882,1.7204289699288416e-05,78.82777352618356,tensor(0.1316),tensor(0.8317),COMPLETE
100,0.1562432497739792,2023-10-31 18:07:21.932998,2023-10-31 18:07:26.188761,0 days 00:00:04.255763,Leaky,Sigmoid,,35,13,23.0,,0.029711527792052887,2,461,0.6441459968751168,1.8398773911586264e-05,83.84086350711979,tensor(0.1562),tensor(0.8422),COMPLETE
101,0.15703387558460236,2023-10-31 18:07:26.189118,2023-10-31 18:07:31.461429,0 days 00:00:05.272311,Leaky,Sigmoid,,33,14,22.0,,0.05472206582448462,2,469,0.7415543741191719,1.0058872471493597e-05,86.99252878933319,tensor(0.1570),tensor(0.8327),COMPLETE
102,0.13342805206775665,2023-10-31 18:07:31.461804,2023-10-31 18:07:35.528094,0 days 00:00:04.066290,Leaky,Sigmoid,,46,12,24.0,,0.013840611572161548,2,447,0.7986640637838592,1.5520529515730105e-05,66.76751245588264,tensor(0.1334),tensor(0.8637),COMPLETE
103,0.15099681913852692,2023-10-31 18:07:35.528440,2023-10-31 18:07:39.420149,0 days 00:00:03.891709,Leaky,Sigmoid,,39,12,24.0,,0.013462192717830642,2,428,0.7045696491595509,2.6196319972524504e-05,98.0468235194126,tensor(0.1510),tensor(0.8412),COMPLETE
104,0.14012080430984497,2023-10-31 18:07:39.420515,2023-10-31 18:07:43.797233,0 days 00:00:04.376718,Leaky,Sigmoid,,42,14,23.0,,0.018910360290854477,2,453,0.7926022633241728,1.2473924946838328e-05,71.94957083055779,tensor(0.1401),tensor(0.8641),COMPLETE
105,0.12711714208126068,2023-10-31 18:07:43.797582,2023-10-31 18:07:48.450566,0 days 00:00:04.652984,Leaky,Sigmoid,,44,15,24.0,,0.03689720022244151,2,500,0.7998641596431005,1.745555928884135e-05,75.88607783508301,tensor(0.1271),tensor(0.8579),COMPLETE
106,0.14712746441364288,2023-10-31 18:07:48.450928,2023-10-31 18:07:54.268826,0 days 00:00:05.817898,Leaky,Sigmoid,,29,15,24.0,,0.033108819393613,2,489,0.7295544148272556,1.7224690244430277e-05,84.78243815728248,tensor(0.1471),tensor(0.8323),COMPLETE
107,0.13480086624622345,2023-10-31 18:07:54.269198,2023-10-31 18:07:59.372879,0 days 00:00:05.103681,Leaky,Sigmoid,,36,15,23.0,,0.025404419919341354,2,473,0.792906610389158,2.135031152545918e-05,74.86430022580427,tensor(0.1348),tensor(0.8703),COMPLETE
108,0.15461067855358124,2023-10-31 18:07:59.373236,2023-10-31 18:08:04.254768,0 days 00:00:04.881532,Leaky,Sigmoid,,36,14,23.0,,0.024407600116121763,2,498,0.689840779579071,2.2287605852705785e-05,102.09115913115352,tensor(0.1546),tensor(0.8587),COMPLETE
109,0.13958710432052612,2023-10-31 18:08:04.255169,2023-10-31 18:08:09.804557,0 days 00:00:05.549388,Leaky,Sigmoid,,34,12,24.0,,0.036592235655193976,2,474,0.7978731247664995,1.5546676034285362e-05,79.74071866449927,tensor(0.1396),tensor(0.8252),COMPLETE
110,0.15080580115318298,2023-10-31 18:08:09.804951,2023-10-31 18:08:13.864819,0 days 00:00:04.059868,Leaky,Sigmoid,,37,15,23.0,,0.046557549185476985,2,486,0.5996486454427481,1.2640967892067634e-05,94.98872275018888,tensor(0.1508),tensor(0.8086),COMPLETE
111,0.13399218022823334,2023-10-31 18:08:13.865185,2023-10-31 18:08:18.444714,0 days 00:00:04.579529,Leaky,Sigmoid,,42,15,24.0,,0.02627241729959732,2,466,0.798815436614649,1.830042854844998e-05,73.98830596367176,tensor(0.1340),tensor(0.8534),COMPLETE
112,0.14816737174987793,2023-10-31 18:08:18.445099,2023-10-31 18:08:22.733971,0 days 00:00:04.288872,Leaky,Sigmoid,,43,13,24.0,,0.028383869190983336,2,480,0.7287187587049586,1.861219130513672e-05,78.57374196052551,tensor(0.1482),tensor(0.8643),COMPLETE
113,0.14008879661560059,2023-10-31 18:08:22.734363,2023-10-31 18:08:28.386461,0 days 00:00:05.652098,Leaky,Sigmoid,,31,16,24.0,,0.020309701905930552,2,470,0.7663667953450904,2.470531145394241e-05,84.86635320135888,tensor(0.1401),tensor(0.8700),COMPLETE
114,0.14409999549388885,2023-10-31 18:08:28.386829,2023-10-31 18:08:33.109565,0 days 00:00:04.722736,Leaky,Sigmoid,,41,15,23.0,,0.0253732036049191,2,499,0.7320270083076219,1.4816579252076032e-05,81.05890657810983,tensor(0.1441),tensor(0.8580),COMPLETE
115,0.1450084000825882,2023-10-31 18:08:33.109927,2023-10-31 18:08:37.214828,0 days 00:00:04.104901,Leaky,Sigmoid,,44,14,22.0,,0.06668962006866587,2,440,0.7655489065690568,1.1695177045510956e-05,98.66127953962847,tensor(0.1450),tensor(0.8047),COMPLETE
116,0.1694166362285614,2023-10-31 18:08:37.215220,2023-10-31 18:08:43.020214,0 days 00:00:05.804994,Leaky,Sigmoid,,27,13,23.0,,0.04048995134352753,2,467,0.6983804379445087,1.8427160012665656e-05,107.1163540335743,tensor(0.1694),tensor(0.8323),COMPLETE
117,0.15023966133594513,2023-10-31 18:08:43.020577,2023-10-31 18:08:46.709766,0 days 00:00:03.689189,Leaky,Sigmoid,,42,16,24.0,,0.028308569886177356,2,449,0.6510901027502598,2.644712926463956e-05,70.72648217046181,tensor(0.1502),tensor(0.8529),COMPLETE
118,0.15353155136108398,2023-10-31 18:08:46.710138,2023-10-31 18:08:51.597043,0 days 00:00:04.886905,Leaky,Sigmoid,,39,13,22.0,,0.03295719780747664,2,485,0.744258425542706,1.014494765604713e-05,77.21483529474317,tensor(0.1535),tensor(0.8440),COMPLETE
119,0.13582751154899597,2023-10-31 18:08:51.597437,2023-10-31 18:08:57.173727,0 days 00:00:05.576290,Leaky,Sigmoid,,32,14,23.0,,0.04450117880038249,2,464,0.7974220793449618,2.092157661280986e-05,67.46999767730976,tensor(0.1358),tensor(0.8459),COMPLETE
120,0.15534596145153046,2023-10-31 18:08:57.174105,2023-10-31 18:09:00.162999,0 days 00:00:02.988894,Leaky,Tanh,,52,12,24.0,,0.017213033359854805,2,431,0.6309418707242648,1.3695055903946018e-05,83.91790580306971,tensor(0.1553),tensor(0.8357),COMPLETE
121,0.12870559096336365,2023-10-31 18:09:00.163375,2023-10-31 18:09:04.122635,0 days 00:00:03.959260,Leaky,Sigmoid,,50,15,21.0,,0.01230297173318737,2,456,0.7979295285222936,1.6328695630942846e-05,59.68484039473952,tensor(0.1287),tensor(0.8652),COMPLETE
122,0.13285058736801147,2023-10-31 18:09:04.122998,2023-10-31 18:09:08.133771,0 days 00:00:04.010773,Leaky,Sigmoid,,49,15,23.0,,0.013521442192989461,2,478,0.7659747620720153,1.6483736968437117e-05,73.48751792748104,tensor(0.1329),tensor(0.8742),COMPLETE
123,0.13360175490379333,2023-10-31 18:09:08.134139,2023-10-31 18:09:12.147791,0 days 00:00:04.013652,Leaky,Sigmoid,,49,15,23.0,,0.012895495887627178,2,480,0.7638019392031896,1.5735841658250142e-05,68.90149595737458,tensor(0.1336),tensor(0.8698),COMPLETE
124,0.1548195630311966,2023-10-31 18:09:12.148131,2023-10-31 18:09:15.865640,0 days 00:00:03.717509,Leaky,Sigmoid,,49,16,22.0,,0.012278146000082153,2,491,0.6779714187149465,1.618744816646885e-05,78.7855847236338,tensor(0.1548),tensor(0.8449),COMPLETE
125,0.14176669716835022,2023-10-31 18:09:15.866003,2023-10-31 18:09:19.565200,0 days 00:00:03.699197,Leaky,Sigmoid,,51,15,24.0,,0.013601815090124461,2,481,0.7208128945772857,1.286773939120936e-05,73.63270406267003,tensor(0.1418),tensor(0.8579),COMPLETE
126,0.13373751938343048,2023-10-31 18:09:19.565548,2023-10-31 18:09:23.922999,0 days 00:00:04.357451,Sigmoid,Sigmoid,,45,14,22.0,,0.021013712213409527,2,500,0.7591257895585378,1.6870026129675615e-05,68.02485720825196,tensor(0.1337),tensor(0.8688),COMPLETE
127,0.14357556402683258,2023-10-31 18:09:23.923365,2023-10-31 18:09:28.341287,0 days 00:00:04.417922,Sigmoid,Sigmoid,,46,14,22.0,,0.021375172023565907,2,500,0.7691366515399699,3.13644013439392e-05,74.92817044830322,tensor(0.1436),tensor(0.8677),COMPLETE
128,0.1666778028011322,2023-10-31 18:09:28.341645,2023-10-31 18:09:31.732381,0 days 00:00:03.390736,Sigmoid,Sigmoid,,49,14,21.0,,0.009035595093750659,2,451,0.6843278756839039,1.647095768170272e-05,82.04295993644224,tensor(0.1667),tensor(0.8442),COMPLETE
129,0.17080731689929962,2023-10-31 18:09:31.732745,2023-10-31 18:09:35.465372,0 days 00:00:03.732627,Sigmoid,Sigmoid,,45,15,23.0,,0.011654416962823586,2,462,0.7078170335480072,1.8411278242425157e-05,77.41141050924986,tensor(0.1708),tensor(0.8515),COMPLETE
130,0.1775040477514267,2023-10-31 18:09:35.465722,2023-10-31 18:09:39.072558,0 days 00:00:03.606836,Sigmoid,Sigmoid,,53,3,22.0,,0.016174046654455723,2,476,0.7606610951226088,2.6433011264193946e-05,92.98753598958504,tensor(0.1775),tensor(0.8331),COMPLETE
131,0.13789430260658264,2023-10-31 18:09:39.072920,2023-10-31 18:09:43.346880,0 days 00:00:04.273960,Leaky,Sigmoid,,44,16,23.0,,0.019236358843821934,2,490,0.7466802280897513,1.1849747915920873e-05,72.44956053130481,tensor(0.1379),tensor(0.8614),COMPLETE
132,0.14088529348373413,2023-10-31 18:09:43.347254,2023-10-31 18:09:47.297697,0 days 00:00:03.950443,Leaky,Sigmoid,,47,15,24.0,,0.03758905268079201,2,481,0.7304860571976366,1.5042693973933826e-05,79.25682631748381,tensor(0.1409),tensor(0.8587),COMPLETE
133,0.1300235092639923,2023-10-31 18:09:47.298053,2023-10-31 18:09:51.200535,0 days 00:00:03.902482,Leaky,Sigmoid,,50,14,21.0,,0.022765745088358998,2,468,0.7666855634504541,1.0035915348401793e-05,83.6755579271887,tensor(0.1300),tensor(0.8772),COMPLETE
134,0.15787996351718903,2023-10-31 18:09:51.200918,2023-10-31 18:09:54.742272,0 days 00:00:03.541354,Leaky,Sigmoid,,50,14,1.0,,0.013663171837112091,2,441,0.7725421324318786,1.4680442454645457e-05,95.1287452542052,tensor(0.1579),tensor(0.8554),COMPLETE
135,0.14937657117843628,2023-10-31 18:09:54.742646,2023-10-31 18:09:58.139252,0 days 00:00:03.396606,Sigmoid,Sigmoid,,48,13,21.0,,0.010516754163510259,2,456,0.6698089353734122,1.0009719142584663e-05,71.80157287497269,tensor(0.1494),tensor(0.8603),COMPLETE
136,0.15932795405387878,2023-10-31 18:09:58.139590,2023-10-31 18:10:01.605720,0 days 00:00:03.466130,Leaky,Sigmoid,,54,14,22.0,,0.023414998046205813,2,468,0.7093236238752495,1.9134979878422136e-05,80.33675822233542,tensor(0.1593),tensor(0.8479),COMPLETE
137,0.14491574466228485,2023-10-31 18:10:01.606083,2023-10-31 18:10:05.896038,0 days 00:00:04.289955,Leaky,Sigmoid,,42,12,21.0,,0.01653420994709042,2,448,0.7964282531888789,1.3392482936995376e-05,79.26905385085514,tensor(0.1449),tensor(0.8440),COMPLETE
138,0.13372881710529327,2023-10-31 18:10:05.896381,2023-10-31 18:10:09.753423,0 days 00:00:03.857042,Leaky,Sigmoid,,51,13,23.0,,0.01926594276023717,2,462,0.7989332520844507,2.232848701471619e-05,68.20184370759246,tensor(0.1337),tensor(0.8561),COMPLETE
139,0.1472567468881607,2023-10-31 18:10:09.753776,2023-10-31 18:10:13.596228,0 days 00:00:03.842452,Leaky,Sigmoid,,52,13,23.0,,0.018992711870437908,2,500,0.7344952046489729,2.955563175961972e-05,64.89066516876221,tensor(0.1473),tensor(0.8647),COMPLETE
140,0.12971675395965576,2023-10-31 18:10:13.596594,2023-10-31 18:10:17.630709,0 days 00:00:04.034115,Leaky,Sigmoid,,46,15,22.0,,0.026647407296656392,2,461,0.7684477341299987,3.589713511455474e-05,75.85712468443103,tensor(0.1297),tensor(0.8772),COMPLETE
141,0.12519773840904236,2023-10-31 18:10:17.631049,2023-10-31 18:10:20.279892,0 days 00:00:02.648843,Leaky,Sigmoid,,45,15,22.0,,0.02591643278529594,2,301,0.7663368696611599,3.638590586698018e-05,80.3533997646598,tensor(0.1252),tensor(0.8820),COMPLETE
142,0.13270203769207,2023-10-31 18:10:20.280251,2023-10-31 18:10:21.425709,0 days 00:00:01.145458,Leaky,Sigmoid,,50,15,22.0,,0.022571536590086254,2,139,0.7554279224025774,3.5508998111341556e-05,81.88580078015225,tensor(0.1327),tensor(0.8672),COMPLETE
143,0.1645292043685913,2023-10-31 18:10:21.426065,2023-10-31 18:10:21.932296,0 days 00:00:00.506231,Leaky,Sigmoid,,50,15,22.0,,0.013889533169878553,2,64,0.6982457520316449,3.7444660366166144e-05,125.21000564098358,tensor(0.1645),tensor(0.8561),COMPLETE
144,0.13441358506679535,2023-10-31 18:10:21.932640,2023-10-31 18:10:23.436651,0 days 00:00:01.504011,Leaky,Sigmoid,,47,16,21.0,,0.019582241540836938,2,177,0.7590328631623168,5.474816914523671e-05,70.46594669320488,tensor(0.1344),tensor(0.8705),COMPLETE
145,0.1465408354997635,2023-10-31 18:10:23.437026,2023-10-31 18:10:24.293223,0 days 00:00:00.856197,Leaky,Sigmoid,,55,15,22.0,,0.022840530174305734,2,124,0.6622949779727334,2.405750359631344e-05,85.64250010828817,tensor(0.1465),tensor(0.8581),COMPLETE
146,0.1478104293346405,2023-10-31 18:10:24.293574,2023-10-31 18:10:26.964398,0 days 00:00:02.670824,Leaky,Sigmoid,,45,14,21.0,,0.01673193425825484,2,319,0.7244729155827354,3.512921866197968e-05,83.70887942897114,tensor(0.1478),tensor(0.8574),COMPLETE
147,0.14388194680213928,2023-10-31 18:10:26.964735,2023-10-31 18:10:28.865186,0 days 00:00:01.900451,Leaky,Tanh,,51,16,22.0,,0.02750154917241394,2,236,0.7626717727201213,4.6974418865709954e-05,77.70210439067776,tensor(0.1439),tensor(0.8632),COMPLETE
148,0.14939002692699432,2023-10-31 18:10:28.865537,2023-10-31 18:10:29.978538,0 days 00:00:01.113001,Leaky,Sigmoid,,49,17,23.0,,0.012400273353250179,2,158,0.6167560836270225,8.467726513271178e-05,76.62326634081104,tensor(0.1494),tensor(0.8517),COMPLETE
149,0.16163277626037598,2023-10-31 18:10:29.978883,2023-10-31 18:10:31.838298,0 days 00:00:01.859415,ReLU,Sigmoid,,54,14,22.0,,0.009161208604912312,2,260,0.7045007292123948,2.9365777634403937e-05,78.14840930058406,tensor(0.1616),tensor(0.8555),COMPLETE
150,0.1388739049434662,2023-10-31 18:10:31.838675,2023-10-31 18:10:34.365873,0 days 00:00:02.527198,Sigmoid,Sigmoid,,46,15,23.0,,0.022887335649675898,2,293,0.7557495507580805,2.32322950083438e-05,77.87858118050741,tensor(0.1389),tensor(0.8692),COMPLETE
151,0.14159458875656128,2023-10-31 18:10:34.366224,2023-10-31 18:10:38.395138,0 days 00:00:04.028914,Leaky,Sigmoid,,48,15,23.0,,0.02815086781286573,2,459,0.7963547907443466,6.023529135541972e-05,71.21783364156752,tensor(0.1416),tensor(0.8501),COMPLETE
152,0.160850390791893,2023-10-31 18:10:38.395485,2023-10-31 18:10:38.869565,0 days 00:00:00.474080,Leaky,Sigmoid,,44,15,22.0,,0.039766902291859245,2,52,0.7307654680904662,1.8963732685060146e-05,99.3429637322059,tensor(0.1609),tensor(0.8445),COMPLETE
153,0.1487211436033249,2023-10-31 18:10:38.869926,2023-10-31 18:10:42.556938,0 days 00:00:03.687012,Leaky,Sigmoid,,51,13,21.0,,0.05113391939345847,2,444,0.7959949422023785,3.717666553373796e-05,86.88938089319177,tensor(0.1487),tensor(0.8452),COMPLETE
154,0.13282260298728943,2023-10-31 18:10:42.557307,2023-10-31 18:10:46.154197,0 days 00:00:03.596890,Leaky,Sigmoid,,53,15,23.0,,0.015286765173443137,2,466,0.7627830724923408,2.150647287962211e-05,66.23061221863578,tensor(0.1328),tensor(0.8741),COMPLETE
155,0.1393004208803177,2023-10-31 18:10:46.154539,2023-10-31 18:10:46.883912,0 days 00:00:00.729373,Leaky,Sigmoid,,52,14,23.0,,0.015517514085034947,2,89,0.7601296417550201,2.3091312534324016e-05,86.73750528056969,tensor(0.1393),tensor(0.8691),COMPLETE
156,0.15406061708927155,2023-10-31 18:10:46.884261,2023-10-31 18:10:48.364362,0 days 00:00:01.480101,Leaky,Sigmoid,,56,16,21.0,,0.011019833592509756,2,217,0.6833230140817819,3.070908986013787e-05,92.20410792618853,tensor(0.1541),tensor(0.8585),COMPLETE
157,0.14914266765117645,2023-10-31 18:10:48.364707,2023-10-31 18:10:49.933914,0 days 00:00:01.569207,Leaky,Sigmoid,,49,15,20.0,,0.017188724895143604,2,197,0.7318695189749069,1.6620880921088767e-05,85.46389902182642,tensor(0.1491),tensor(0.8569),COMPLETE
158,0.1601250022649765,2023-10-31 18:10:49.934260,2023-10-31 18:10:52.992025,0 days 00:00:03.057765,Leaky,Sigmoid,,53,24,22.0,,0.021176952736932333,2,454,0.6387020892472535,2.6879342665673273e-05,77.22690091574245,tensor(0.1601),tensor(0.8318),COMPLETE
159,0.14046059548854828,2023-10-31 18:10:52.992383,2023-10-31 18:10:56.677883,0 days 00:00:03.685500,Leaky,Sigmoid,,47,12,23.0,,0.01329326329840907,2,435,0.7664613140073055,2.0667919085585315e-05,67.08396733601889,tensor(0.1405),tensor(0.8696),COMPLETE
160,0.17050309479236603,2023-10-31 18:10:56.678225,2023-10-31 18:10:58.625687,0 days 00:00:01.947462,Leaky,Sigmoid,,57,14,23.0,,0.007835574727349833,2,476,0.38193302134455764,4.475431281842191e-05,167.4771581056739,tensor(0.1705),tensor(0.8049),COMPLETE
161,0.14406093955039978,2023-10-31 18:10:58.626044,2023-10-31 18:11:03.112089,0 days 00:00:04.486045,Leaky,Sigmoid,,43,17,24.0,,0.03142346954207566,2,466,0.7978613127616461,1.7951941418779993e-05,74.82408259150296,tensor(0.1441),tensor(0.8413),COMPLETE
162,0.1359003782272339,2023-10-31 18:11:03.112439,2023-10-31 18:11:07.031384,0 days 00:00:03.918945,Leaky,Sigmoid,,46,15,24.0,,0.025628186072267627,2,463,0.7420946328671498,1.5239491532480075e-05,73.06683477315222,tensor(0.1359),tensor(0.8688),COMPLETE
163,0.15744568407535553,2023-10-31 18:11:07.031735,2023-10-31 18:11:10.716509,0 days 00:00:03.684774,Leaky,Sigmoid,,48,16,22.0,,0.018480942054451777,2,472,0.708657206752387,0.0007516690212389768,117.17244059352551,tensor(0.1574),tensor(0.8494),COMPLETE
164,0.13650567829608917,2023-10-31 18:11:10.716883,2023-10-31 18:11:14.455952,0 days 00:00:03.739069,Leaky,Sigmoid,,50,14,23.0,,0.02597654952467101,2,452,0.7652622193836278,2.1010060811100927e-05,68.53910008995933,tensor(0.1365),tensor(0.8695),COMPLETE
165,0.12551146745681763,2023-10-31 18:11:14.456298,2023-10-31 18:11:17.257928,0 days 00:00:02.801630,Leaky,Sigmoid,,54,13,24.0,,0.015184578284818855,2,348,0.7971826399159372,1.3639126509075701e-05,66.1561758326388,tensor(0.1255),tensor(0.8740),COMPLETE
166,0.16943325102329254,2023-10-31 18:11:17.258296,2023-10-31 18:11:18.388046,0 days 00:00:01.129750,Leaky,Sigmoid,,54,13,23.0,,0.014489535320429008,2,303,0.3347588920394403,1.1914900054824679e-05,288.7048837391063,tensor(0.1694),tensor(0.8070),COMPLETE
167,0.13858917355537415,2023-10-31 18:11:18.388423,2023-10-31 18:11:20.819588,0 days 00:00:02.431165,Leaky,Tanh,,59,12,22.0,,0.011280214441377617,2,350,0.7359118176716017,1.4046398747043284e-05,70.1284969329834,tensor(0.1386),tensor(0.8679),COMPLETE
168,0.1490239053964615,2023-10-31 18:11:20.819940,2023-10-31 18:11:23.452693,0 days 00:00:02.632753,Leaky,Sigmoid,,52,14,23.0,,0.02121616205985427,2,315,0.7999680740663672,2.757685596654438e-05,81.12308405316065,tensor(0.1490),tensor(0.8486),COMPLETE
169,0.1715545505285263,2023-10-31 18:11:23.453052,2023-10-31 18:11:25.389127,0 days 00:00:01.936075,Sigmoid,Sigmoid,,56,13,24.0,,0.008541052986391373,2,286,0.6802704373605628,1.0339145740531285e-05,89.237305861253,tensor(0.1716),tensor(0.8494),COMPLETE
170,0.1673303097486496,2023-10-31 18:11:25.389481,2023-10-31 18:11:27.535425,0 days 00:00:02.145944,Leaky,Sigmoid,,50,13,21.0,,0.015336944629442567,2,339,0.5800922556313927,0.002691806300713708,109.47690906355867,tensor(0.1673),tensor(0.8320),COMPLETE
171,0.12902478873729706,2023-10-31 18:11:27.535819,2023-10-31 18:11:31.689577,0 days 00:00:04.153758,Leaky,Sigmoid,,45,15,24.0,,0.03271216083447844,2,476,0.7627200591169059,1.8130526136209298e-05,76.04109808977913,tensor(0.1290),tensor(0.8716),COMPLETE
172,0.13522246479988098,2023-10-31 18:11:31.689941,2023-10-31 18:11:34.127338,0 days 00:00:02.437397,Leaky,Sigmoid,,45,14,24.0,,0.03624518150794429,2,270,0.7689492186303157,1.544186738415294e-05,76.03584631460684,tensor(0.1352),tensor(0.8693),COMPLETE
173,0.1596371829509735,2023-10-31 18:11:34.127684,2023-10-31 18:11:37.634838,0 days 00:00:03.507154,Leaky,Sigmoid,,54,16,2.0,,0.04515542409797845,2,482,0.7135844561408383,2.3452899929722165e-05,95.66110954442954,tensor(0.1596),tensor(0.8576),COMPLETE
174,0.1451748013496399,2023-10-31 18:11:37.635202,2023-10-31 18:11:41.835878,0 days 00:00:04.200676,Leaky,Sigmoid,,48,15,24.0,,0.06324839854921441,2,491,0.7662367122020077,1.2624431719809304e-05,88.68305275445071,tensor(0.1452),tensor(0.8156),COMPLETE
175,0.14092713594436646,2023-10-31 18:11:41.836248,2023-10-31 18:11:45.896585,0 days 00:00:04.060337,Leaky,Sigmoid,,46,14,23.0,,0.03205193200756389,2,477,0.7397991078671684,1.8444674102144017e-05,83.22754419674663,tensor(0.1409),tensor(0.8611),COMPLETE
176,0.1738947033882141,2023-10-31 18:11:45.896927,2023-10-31 18:11:47.678981,0 days 00:00:01.782054,Leaky,ReLU,,52,15,22.0,,0.017718034752268453,2,458,0.30812915834621607,3.454463923400078e-05,104.66661606501283,tensor(0.1739),tensor(0.8004),COMPLETE
177,0.15793044865131378,2023-10-31 18:11:47.679323,2023-10-31 18:11:51.405669,0 days 00:00:03.726346,Leaky,Sigmoid,,44,14,22.0,,0.012822618514607222,2,442,0.7051250452684711,1.7340467290027213e-05,109.47983873807468,tensor(0.1579),tensor(0.8533),COMPLETE
178,0.15583565831184387,2023-10-31 18:11:51.406037,2023-10-31 18:11:53.215086,0 days 00:00:01.809049,ReLU,Sigmoid,,61,13,24.0,,0.021646933915727837,2,426,0.4376298658560387,2.2883175498588712e-05,87.97677981237851,tensor(0.1558),tensor(0.8265),COMPLETE
179,0.14024315774440765,2023-10-31 18:11:53.215441,2023-10-31 18:11:57.091712,0 days 00:00:03.876271,Leaky,Sigmoid,,50,5,23.0,,0.010006610546042108,2,469,0.7714195236176368,1.3784119822089129e-05,73.66445489326266,tensor(0.1402),tensor(0.8690),COMPLETE
180,0.13221243023872375,2023-10-31 18:11:57.092087,2023-10-31 18:12:01.463135,0 days 00:00:04.371048,Leaky,Sigmoid,,48,15,23.0,,0.014775335313778348,2,494,0.7982966159844334,2.0096717883490092e-05,70.95527570160777,tensor(0.1322),tensor(0.8622),COMPLETE
181,0.1402345597743988,2023-10-31 18:12:01.463481,2023-10-31 18:12:05.775639,0 days 00:00:04.312158,Leaky,Sigmoid,,48,16,23.0,,0.014826614605660593,2,491,0.7996612453272801,1.638140061903013e-05,77.51445516986419,tensor(0.1402),tensor(0.8541),COMPLETE
182,0.13719308376312256,2023-10-31 18:12:05.776008,2023-10-31 18:12:09.846426,0 days 00:00:04.070418,Leaky,Sigmoid,,46,15,22.0,,0.01839519359115286,2,481,0.7456503879298947,2.1440695825455958e-05,73.94407614154775,tensor(0.1372),tensor(0.8571),COMPLETE
183,0.14263847470283508,2023-10-31 18:12:09.846794,2023-10-31 18:12:13.720333,0 days 00:00:03.873539,Leaky,Sigmoid,,51,11,16.0,,0.012637998105478481,2,494,0.7691277735371275,2.7960403828706314e-05,80.00864240515088,tensor(0.1426),tensor(0.8567),COMPLETE
184,0.15319383144378662,2023-10-31 18:12:13.720687,2023-10-31 18:12:18.269110,0 days 00:00:04.548423,Leaky,Sigmoid,,23,15,24.0,,0.029591817269948365,2,479,0.47488952915572863,0.00016910440629058334,86.20150901778506,tensor(0.1532),tensor(0.8360),COMPLETE
185,0.14721570909023285,2023-10-31 18:12:18.269483,2023-10-31 18:12:21.689325,0 days 00:00:03.419842,Leaky,Sigmoid,,53,14,22.0,,0.0065554179481973705,2,461,0.7307116230229256,1.204525455110298e-05,65.77074611109404,tensor(0.1472),tensor(0.8660),COMPLETE
186,0.12504710257053375,2023-10-31 18:12:21.689670,2023-10-31 18:12:25.982042,0 days 00:00:04.292372,Leaky,Sigmoid,,41,16,23.0,,0.022538148596547784,2,452,0.7609110231681329,2.0073119404359154e-05,71.82198170856037,tensor(0.1250),tensor(0.8707),COMPLETE
187,0.1324755996465683,2023-10-31 18:12:25.982392,2023-10-31 18:12:30.378716,0 days 00:00:04.396324,Leaky,Sigmoid,,41,16,23.0,,0.024740626642081095,2,448,0.7964969818332709,3.224795470429586e-05,78.51814035006932,tensor(0.1325),tensor(0.8695),COMPLETE
188,0.16324783861637115,2023-10-31 18:12:30.379057,2023-10-31 18:12:34.385245,0 days 00:00:04.006188,Leaky,Sigmoid,,41,17,24.0,,0.04110625885704033,2,449,0.710686058780382,3.932532674053757e-05,94.47062066296958,tensor(0.1632),tensor(0.8488),COMPLETE
