number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,2.18461537361145,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,4.909472942352295,2.18461537361145,0.038156092166900635,COMPLETE
1,4.061039924621582,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,3.700256109237671,4.061039924621582,-0.22767889499664307,COMPLETE
2,40.054996490478516,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,12.292757987976074,40.054996490478516,-0.062233686447143555,COMPLETE
3,345.174072265625,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,57.27891159057617,345.174072265625,-13.519204139709473,COMPLETE
4,14.141146659851074,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,1.6484967470169067,14.141146659851074,-0.21708619594573975,COMPLETE
5,3.3602371215820312,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,5.188045501708984,3.3602371215820312,0.33104437589645386,COMPLETE
6,2.7254738807678223,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,3.257181406021118,2.7254738807678223,0.1760714054107666,COMPLETE
7,480.1219482421875,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,49.015193939208984,480.1219482421875,-40.322662353515625,COMPLETE
8,98.54843139648438,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,1.298508882522583,98.54843139648438,-0.26847612857818604,COMPLETE
9,1.5715348720550537,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,5.641621112823486,1.5715348720550537,0.37016385793685913,COMPLETE
10,9.341638565063477,ReLU,53,143,10,0.0267005212249283,1,0.35535684006392254,0.00362403824754904,15.225558280944824,9.341638565063477,-0.9875749349594116,COMPLETE
