number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
204,0.35725483298301697,2023-10-30 13:47:21.867182,2023-10-30 13:47:22.337956,0 days 00:00:00.470774,Leaky,Sigmoid,48,24,21.0,0.09970755974379697,2,135,0.7683729432804363,0.00028996217227740843,"tensor(0.3573, device='cuda:0')",COMPLETE
205,0.44678542017936707,2023-10-30 13:47:22.338362,2023-10-30 13:47:23.394510,0 days 00:00:01.056148,Leaky,Sigmoid,50,23,20.0,0.0007674165268743264,2,97,0.6988858569019331,0.00015982875653956956,"tensor(0.4468, device='cuda:0')",COMPLETE
206,0.4499446749687195,2023-10-30 13:47:23.394921,2023-10-30 13:47:24.607271,0 days 00:00:01.212350,Sigmoid,Sigmoid,46,24,22.0,0.014681578790007265,2,114,0.6356642719694537,0.00020143277371060023,"tensor(0.4499, device='cuda:0')",COMPLETE
207,0.4112497866153717,2023-10-30 13:47:24.607695,2023-10-30 13:47:24.758746,0 days 00:00:00.151051,Leaky,Sigmoid,100,22,20.0,0.039084844159457253,2,143,0.7280494081293977,0.00013204236525357537,"tensor(0.4112, device='cuda:0')",COMPLETE
208,0.39644649624824524,2023-10-30 13:47:24.759175,2023-10-30 13:47:25.136562,0 days 00:00:00.377387,Leaky,Sigmoid,62,23,18.0,0.026104462733861983,2,154,0.5351404524984354,0.00011279727315180632,"tensor(0.3964, device='cuda:0')",COMPLETE
209,0.3855459690093994,2023-10-30 13:47:25.136987,2023-10-30 13:47:25.457270,0 days 00:00:00.320283,Leaky,Sigmoid,56,24,19.0,0.021270071515197605,2,123,0.46218715530352883,0.001066064373818212,"tensor(0.3855, device='cuda:0')",COMPLETE
210,0.5282948017120361,2023-10-30 13:47:25.457690,2023-10-30 13:47:26.323853,0 days 00:00:00.866163,Leaky,Sigmoid,41,23,15.0,0.028576682365823402,2,107,0.7658848034304446,0.000721925297101816,"tensor(0.5283, device='cuda:0')",COMPLETE
211,0.3788161873817444,2023-10-30 13:47:26.324281,2023-10-30 13:47:27.025523,0 days 00:00:00.701242,Leaky,Sigmoid,53,23,14.0,0.03241299125634499,2,132,0.7416181109193233,0.00019771099057425335,"tensor(0.3788, device='cuda:0')",COMPLETE
212,0.4028715193271637,2023-10-30 13:47:27.025942,2023-10-30 13:47:27.454387,0 days 00:00:00.428445,Leaky,Sigmoid,52,24,14.0,0.03709632481445835,2,128,0.7995732160255135,0.00021361943809156643,"tensor(0.4029, device='cuda:0')",COMPLETE
213,0.28573063015937805,2023-10-30 13:47:27.454820,2023-10-30 13:47:28.136495,0 days 00:00:00.681675,Leaky,Sigmoid,50,23,13.0,0.02462802174266297,2,439,0.7252054470513986,0.00016541760621764396,"tensor(0.2857, device='cuda:0')",COMPLETE
214,0.38774171471595764,2023-10-30 13:47:28.136905,2023-10-30 13:47:29.379193,0 days 00:00:01.242288,Leaky,Sigmoid,48,24,15.0,0.010292167897933741,2,115,0.670720716378019,0.00023402566608190722,"tensor(0.3877, device='cuda:0')",COMPLETE
215,0.3366345167160034,2023-10-30 13:47:29.379617,2023-10-30 13:47:30.685128,0 days 00:00:01.305511,ReLU,Sigmoid,55,24,14.0,0.017320713308545257,2,148,0.7004787552558344,0.001453584797976552,"tensor(0.3366, device='cuda:0')",COMPLETE
216,0.34208106994628906,2023-10-30 13:47:30.685564,2023-10-30 13:47:31.167714,0 days 00:00:00.482150,Leaky,Tanh,51,23,18.0,0.059657908869371674,2,126,0.7342823236035344,0.00014227217869342254,"tensor(0.3421, device='cuda:0')",COMPLETE
217,0.25171732902526855,2023-10-30 13:47:31.168141,2023-10-30 13:47:31.618807,0 days 00:00:00.450666,Leaky,Sigmoid,58,22,12.0,0.030555112142144868,2,177,0.5784942099943572,0.0001827113799302385,"tensor(0.2517, device='cuda:0')",COMPLETE
218,0.36582550406455994,2023-10-30 13:47:31.619222,2023-10-30 13:47:32.091379,0 days 00:00:00.472157,Leaky,Sigmoid,59,22,19.0,0.04582735698260067,2,180,0.6518227841109351,9.908007230744118e-05,"tensor(0.3658, device='cuda:0')",COMPLETE
219,0.24259662628173828,2023-10-30 13:47:32.091809,2023-10-30 13:47:33.067910,0 days 00:00:00.976101,Tanh,Sigmoid,58,24,10.0,0.021951826636526083,2,194,0.6170301407293299,0.00032449972611822215,"tensor(0.2426, device='cuda:0')",COMPLETE
220,0.3259798288345337,2023-10-30 13:47:33.068337,2023-10-30 13:47:33.335745,0 days 00:00:00.267408,Tanh,Leaky,58,22,9.0,0.02128767285638853,2,166,0.5769532991215706,0.0002980367516094243,"tensor(0.3260, device='cuda:0')",COMPLETE
221,0.4070441722869873,2023-10-30 13:47:33.336141,2023-10-30 13:47:33.660089,0 days 00:00:00.323948,Tanh,Sigmoid,62,24,10.0,0.02817591190458056,2,189,0.6223531783946215,0.0003650335447547513,"tensor(0.4070, device='cuda:0')",COMPLETE
222,0.34630680084228516,2023-10-30 13:47:33.660508,2023-10-30 13:47:34.497483,0 days 00:00:00.836975,Tanh,Sigmoid,65,24,11.0,0.013005194168763131,2,203,0.5615528363675271,0.00025352770117067385,"tensor(0.3463, device='cuda:0')",COMPLETE
223,0.34834542870521545,2023-10-30 13:47:34.497908,2023-10-30 13:47:35.050102,0 days 00:00:00.552194,Tanh,Sigmoid,57,23,20.0,0.01789354541517743,2,179,0.6018792219198327,0.00016926469161920318,"tensor(0.3483, device='cuda:0')",COMPLETE
224,0.9275672435760498,2023-10-30 13:47:35.050535,2023-10-30 13:47:36.353470,0 days 00:00:01.302935,Tanh,Sigmoid,60,24,14.0,7.392531594257357e-05,2,166,0.5779401325991016,0.04225290412372234,"tensor(0.9276, device='cuda:0')",COMPLETE
225,0.30544835329055786,2023-10-30 13:47:36.353878,2023-10-30 13:47:36.728221,0 days 00:00:00.374343,Leaky,Sigmoid,56,23,13.0,0.02250313222449922,2,158,0.6002557675408112,0.00011748084954913377,"tensor(0.3054, device='cuda:0')",COMPLETE
226,0.4452299475669861,2023-10-30 13:47:36.728628,2023-10-30 13:47:36.851684,0 days 00:00:00.123056,Leaky,Sigmoid,91,24,15.0,0.036592303748784825,2,191,0.13752902799296957,0.00048316132827989726,"tensor(0.4452, device='cuda:0')",COMPLETE
227,0.3604007661342621,2023-10-30 13:47:36.852078,2023-10-30 13:47:37.479607,0 days 00:00:00.627529,ReLU,Sigmoid,45,24,12.0,0.02780068464739307,2,172,0.7692204414666476,0.00014052749920267902,"tensor(0.3604, device='cuda:0')",COMPLETE
228,0.4639767110347748,2023-10-30 13:47:37.480020,2023-10-30 13:47:37.761056,0 days 00:00:00.281036,Leaky,Sigmoid,54,23,17.0,0.07369110708000727,2,142,0.548909328303354,0.0001899105918629438,"tensor(0.4640, device='cuda:0')",COMPLETE
229,0.24259158968925476,2023-10-30 13:47:37.761447,2023-10-30 13:47:38.615370,0 days 00:00:00.853923,Leaky,Sigmoid,96,24,10.0,0.015535280250859242,2,197,0.6340257838861918,0.0002621733777194226,"tensor(0.2426, device='cuda:0')",COMPLETE
230,0.36910685896873474,2023-10-30 13:47:38.615793,2023-10-30 13:47:39.188736,0 days 00:00:00.572943,Leaky,Tanh,95,23,10.0,0.0030397948937653323,2,94,0.6163246974350106,0.00031968328905090145,"tensor(0.3691, device='cuda:0')",COMPLETE
231,0.2910914421081543,2023-10-30 13:47:39.189148,2023-10-30 13:47:39.645923,0 days 00:00:00.456775,Leaky,Sigmoid,97,24,9.0,0.01596611850269688,2,207,0.5134625512520337,0.00024038579963810033,"tensor(0.2911, device='cuda:0')",COMPLETE
232,0.28334859013557434,2023-10-30 13:47:39.646369,2023-10-30 13:47:40.202422,0 days 00:00:00.556053,Leaky,Sigmoid,94,24,10.0,0.013541641220687161,2,187,0.6413557020010362,0.0002655478189653368,"tensor(0.2833, device='cuda:0')",COMPLETE
233,0.30790016055107117,2023-10-30 13:47:40.202841,2023-10-30 13:47:41.045233,0 days 00:00:00.842392,Leaky,Sigmoid,58,24,11.0,0.020021160037261523,2,196,0.6805850306534399,0.0001808432625727075,"tensor(0.3079, device='cuda:0')",COMPLETE
234,0.3092030882835388,2023-10-30 13:47:41.045665,2023-10-30 13:47:41.451734,0 days 00:00:00.406069,Leaky,Sigmoid,100,24,13.0,0.023276693977577666,2,180,0.7995901983088297,7.883921582963054e-05,"tensor(0.3092, device='cuda:0')",COMPLETE
235,0.38732537627220154,2023-10-30 13:47:41.452202,2023-10-30 13:47:41.688498,0 days 00:00:00.236296,Leaky,,98,23,,0.030189464264272457,1,174,0.6544036155076675,0.00021989010500037497,"tensor(0.3873, device='cuda:0')",COMPLETE
236,0.28000006079673767,2023-10-30 13:47:41.688889,2023-10-30 13:47:42.209474,0 days 00:00:00.520585,Leaky,Sigmoid,96,24,11.0,0.015454936616024406,2,195,0.756837864368531,0.0001479755951988668,"tensor(0.2800, device='cuda:0')",COMPLETE
237,0.3787768483161926,2023-10-30 13:47:42.209885,2023-10-30 13:47:42.607418,0 days 00:00:00.397533,Leaky,Sigmoid,93,23,10.0,0.04937909844585471,2,118,0.597273420304151,0.00035260547166077964,"tensor(0.3788, device='cuda:0')",COMPLETE
238,0.4010961353778839,2023-10-30 13:47:42.607825,2023-10-30 13:47:43.218539,0 days 00:00:00.610714,Leaky,Sigmoid,44,24,22.0,0.03993653354937667,2,106,0.7034538306765116,0.0001244816524377613,"tensor(0.4011, device='cuda:0')",COMPLETE
239,0.2838499844074249,2023-10-30 13:47:43.218942,2023-10-30 13:47:44.785846,0 days 00:00:01.566904,Leaky,Sigmoid,47,24,9.0,0.010745821974820663,2,214,0.6293010653704357,9.96029551360435e-05,"tensor(0.2838, device='cuda:0')",COMPLETE
240,0.4037649631500244,2023-10-30 13:47:44.786288,2023-10-30 13:47:45.298055,0 days 00:00:00.511767,ReLU,ReLU,49,23,15.0,0.03158506632494115,2,459,0.7492020562622554,0.009220813972897434,"tensor(0.4038, device='cuda:0')",COMPLETE
241,0.3499429523944855,2023-10-30 13:47:45.298476,2023-10-30 13:47:45.941779,0 days 00:00:00.643303,Leaky,Sigmoid,52,22,12.0,0.024779859667902908,2,134,0.4371922116452198,0.00018594316921906822,"tensor(0.3499, device='cuda:0')",COMPLETE
242,0.3503313362598419,2023-10-30 13:47:45.942210,2023-10-30 13:47:46.566719,0 days 00:00:00.624509,Leaky,Sigmoid,53,23,12.0,0.03262962548311056,2,121,0.7208063099167067,0.000203214813539536,"tensor(0.3503, device='cuda:0')",COMPLETE
243,0.3687440752983093,2023-10-30 13:47:46.567133,2023-10-30 13:47:47.976018,0 days 00:00:01.408885,Leaky,Sigmoid,55,23,12.0,0.00843697685259897,2,139,0.7695227871420331,0.00025461967894608483,"tensor(0.3687, device='cuda:0')",COMPLETE
244,0.32047799229621887,2023-10-30 13:47:47.976433,2023-10-30 13:47:48.917380,0 days 00:00:00.940947,Leaky,Sigmoid,50,24,14.0,0.018827736286208773,2,279,0.7344779707202452,2.025942591716089e-05,"tensor(0.3205, device='cuda:0')",COMPLETE
245,0.4617713391780853,2023-10-30 13:47:48.917815,2023-10-30 13:47:49.444930,0 days 00:00:00.527115,Leaky,Sigmoid,38,21,11.0,0.026087975908757943,2,130,0.6914876638575526,0.00015711038632042635,"tensor(0.4618, device='cuda:0')",COMPLETE
246,0.3331998586654663,2023-10-30 13:47:49.445349,2023-10-30 13:47:50.087308,0 days 00:00:00.641959,Leaky,Sigmoid,53,24,21.0,0.03528038882141698,2,156,0.665171137635651,0.00020041540363716426,"tensor(0.3332, device='cuda:0')",COMPLETE
247,0.3510775566101074,2023-10-30 13:47:50.087740,2023-10-30 13:47:50.691212,0 days 00:00:00.603472,Sigmoid,Sigmoid,32,23,13.0,0.06373885586116804,2,113,0.3648616393522688,0.0002939253074440439,"tensor(0.3511, device='cuda:0')",COMPLETE
248,0.30280905961990356,2023-10-30 13:47:50.691630,2023-10-30 13:47:51.433462,0 days 00:00:00.741832,Leaky,Sigmoid,18,22,13.0,0.044555295496943606,2,300,0.7692762389423912,0.00015982270389218656,"tensor(0.3028, device='cuda:0')",COMPLETE
249,0.3355832099914551,2023-10-30 13:47:51.433895,2023-10-30 13:47:51.782517,0 days 00:00:00.348622,Leaky,Tanh,51,24,12.0,0.005779470877271814,2,147,0.27532638911064583,0.00011862497630342505,"tensor(0.3356, device='cuda:0')",COMPLETE
250,0.26366284489631653,2023-10-30 13:47:51.782941,2023-10-30 13:47:53.266984,0 days 00:00:01.484043,Leaky,Sigmoid,46,24,14.0,0.00474234984852805,2,127,0.717502668759146,0.0004138425058779289,"tensor(0.2637, device='cuda:0')",COMPLETE
251,0.39747682213783264,2023-10-30 13:47:53.267398,2023-10-30 13:47:58.161038,0 days 00:00:04.893640,Tanh,Sigmoid,46,24,14.0,0.003978044139284878,2,422,0.7094792398518432,0.000411853558109161,"tensor(0.3975, device='cuda:0')",COMPLETE
252,0.3608264625072479,2023-10-30 13:47:58.161443,2023-10-30 13:47:59.325132,0 days 00:00:01.163689,Leaky,Sigmoid,43,24,16.0,0.007557734145684539,2,163,0.7984292729966863,0.0003057760987399987,"tensor(0.3608, device='cuda:0')",COMPLETE
253,0.28558018803596497,2023-10-30 13:47:59.325559,2023-10-30 13:48:00.428104,0 days 00:00:01.102545,Leaky,Sigmoid,47,24,14.0,0.011732707823799452,2,98,0.68204084184433,0.000506927243501635,"tensor(0.2856, device='cuda:0')",COMPLETE
254,0.40860408544540405,2023-10-30 13:48:00.428519,2023-10-30 13:48:01.232233,0 days 00:00:00.803714,Leaky,Sigmoid,36,24,15.0,0.020054622614517716,2,124,0.45314677302728773,0.00040952549788487026,"tensor(0.4086, device='cuda:0')",COMPLETE
255,0.33888062834739685,2023-10-30 13:48:01.232664,2023-10-30 13:48:01.866688,0 days 00:00:00.634024,ReLU,Sigmoid,70,23,13.0,0.005265799325671196,2,88,0.5850217772052133,0.0002465407316235234,"tensor(0.3389, device='cuda:0')",COMPLETE
256,0.24719883501529694,2023-10-30 13:48:01.867109,2023-10-30 13:48:02.977365,0 days 00:00:01.110256,Leaky,Sigmoid,48,24,14.0,0.016174651151426175,2,107,0.6449218555483848,0.00034560691216000295,"tensor(0.2472, device='cuda:0')",COMPLETE
257,0.34162667393684387,2023-10-30 13:48:02.977778,2023-10-30 13:48:03.293389,0 days 00:00:00.315611,Leaky,Leaky,48,23,14.0,0.015524391354142892,2,107,0.6212985434648219,0.00034519495285291013,"tensor(0.3416, device='cuda:0')",COMPLETE
258,0.2731558382511139,2023-10-30 13:48:03.293807,2023-10-30 13:48:03.659956,0 days 00:00:00.366149,Leaky,Tanh,41,24,14.0,0.013427714176806514,2,114,0.6438885217251008,0.00026446767737317985,"tensor(0.2732, device='cuda:0')",COMPLETE
259,0.28877395391464233,2023-10-30 13:48:03.660374,2023-10-30 13:48:04.796648,0 days 00:00:01.136274,Leaky,Sigmoid,44,23,19.0,0.009095675151636286,2,102,0.6553058521389838,0.00042846355982093074,"tensor(0.2888, device='cuda:0')",COMPLETE
260,0.2858783006668091,2023-10-30 13:48:04.797084,2023-10-30 13:48:05.930918,0 days 00:00:01.133834,Leaky,Sigmoid,45,24,13.0,0.016885898264350482,2,135,0.6058772285911104,0.00034839667061051547,"tensor(0.2859, device='cuda:0')",COMPLETE
261,0.3486570119857788,2023-10-30 13:48:05.931408,2023-10-30 13:48:06.305895,0 days 00:00:00.374487,Leaky,Sigmoid,57,24,20.0,0.023058280409190307,2,119,0.5538951985764449,0.00023131650040720088,"tensor(0.3487, device='cuda:0')",COMPLETE
262,0.3580308258533478,2023-10-30 13:48:06.306307,2023-10-30 13:48:06.980994,0 days 00:00:00.674687,Leaky,Sigmoid,59,23,14.0,0.012602931596432406,2,147,0.7516352747155748,0.0003181849436014551,"tensor(0.3580, device='cuda:0')",COMPLETE
263,0.4292963743209839,2023-10-30 13:48:06.981430,2023-10-30 13:48:07.211167,0 days 00:00:00.229737,ReLU,Sigmoid,47,24,18.0,0.08159286271685638,2,132,0.4147327081732376,0.00017490230583103904,"tensor(0.4293, device='cuda:0')",COMPLETE
264,0.32502859830856323,2023-10-30 13:48:07.211590,2023-10-30 13:48:08.107763,0 days 00:00:00.896173,Leaky,Sigmoid,74,23,14.0,0.0020522426634336562,2,109,0.6833758200120562,8.481323429957184e-05,"tensor(0.3250, device='cuda:0')",COMPLETE
265,0.2575530707836151,2023-10-30 13:48:08.108203,2023-10-30 13:48:08.634625,0 days 00:00:00.526422,Tanh,Sigmoid,87,24,13.0,0.018431049716515602,2,431,0.5256577069934616,0.00021325075008182443,"tensor(0.2576, device='cuda:0')",COMPLETE
266,0.3511946201324463,2023-10-30 13:48:08.635059,2023-10-30 13:48:09.051162,0 days 00:00:00.416103,Tanh,Sigmoid,90,24,13.0,0.018524648390513345,2,440,0.31001619709083406,0.0001380078992962161,"tensor(0.3512, device='cuda:0')",COMPLETE
267,0.2937919795513153,2023-10-30 13:48:09.051585,2023-10-30 13:48:09.982020,0 days 00:00:00.930435,Tanh,Tanh,91,24,13.0,0.015900556709429952,2,430,0.5150575368556496,0.00029496774574620923,"tensor(0.2938, device='cuda:0')",COMPLETE
268,0.37819525599479675,2023-10-30 13:48:09.982467,2023-10-30 13:48:12.483119,0 days 00:00:02.500652,Tanh,Sigmoid,89,4,11.0,0.002580646789581523,2,435,0.5601815840237452,0.000238098348803178,"tensor(0.3782, device='cuda:0')",COMPLETE
269,0.3464154601097107,2023-10-30 13:48:12.483542,2023-10-30 13:48:13.785082,0 days 00:00:01.301540,Tanh,Sigmoid,94,24,13.0,0.021554072852825863,2,442,0.5744396681147564,0.0009473558076150503,"tensor(0.3464, device='cuda:0')",COMPLETE
270,0.36740878224372864,2023-10-30 13:48:13.785536,2023-10-30 13:48:14.327747,0 days 00:00:00.542211,Tanh,ReLU,87,24,15.0,0.025842219635936563,2,408,0.6305453173768575,9.919547487567256e-05,"tensor(0.3674, device='cuda:0')",COMPLETE
271,0.45272889733314514,2023-10-30 13:48:14.328168,2023-10-30 13:48:15.106825,0 days 00:00:00.778657,Tanh,Sigmoid,77,24,10.0,0.010295582268053792,2,453,0.33812525685177336,0.0005566342648372266,"tensor(0.4527, device='cuda:0')",COMPLETE
272,0.38500919938087463,2023-10-30 13:48:15.107244,2023-10-30 13:48:19.009212,0 days 00:00:03.901968,Leaky,Sigmoid,49,22,5.0,0.004177101388833682,2,421,0.5346327769173648,0.00016379094360118927,"tensor(0.3850, device='cuda:0')",COMPLETE
273,0.3596588671207428,2023-10-30 13:48:19.009638,2023-10-30 13:48:19.533572,0 days 00:00:00.523934,ReLU,Sigmoid,96,24,14.0,0.019489296181448436,2,96,0.5902192576528003,7.073958103136744e-05,"tensor(0.3597, device='cuda:0')",COMPLETE
274,0.4140920042991638,2023-10-30 13:48:19.533994,2023-10-30 13:48:19.976223,0 days 00:00:00.442229,Sigmoid,Sigmoid,93,23,14.0,0.014805942731173236,2,66,0.6133668009282329,0.00020566250259890505,"tensor(0.4141, device='cuda:0')",COMPLETE
275,0.41707512736320496,2023-10-30 13:48:19.976674,2023-10-30 13:48:20.699939,0 days 00:00:00.723265,Leaky,Sigmoid,99,24,12.0,0.006833534859893004,2,154,0.7766111513301237,1.250543407637028e-05,"tensor(0.4171, device='cuda:0')",COMPLETE
276,0.2972870469093323,2023-10-30 13:48:20.700367,2023-10-30 13:48:20.878600,0 days 00:00:00.178233,Leaky,Tanh,45,23,13.0,0.029399565667341178,2,120,0.2025517154423718,5.1916845586010475e-05,"tensor(0.2973, device='cuda:0')",COMPLETE
277,0.33950185775756836,2023-10-30 13:48:20.879042,2023-10-30 13:48:22.173801,0 days 00:00:01.294759,Leaky,Sigmoid,42,24,13.0,0.001767616713807539,2,170,0.37519513751852646,0.00012975441666918694,"tensor(0.3395, device='cuda:0')",COMPLETE
278,0.24244417250156403,2023-10-30 13:48:22.174239,2023-10-30 13:48:22.611060,0 days 00:00:00.436821,Leaky,Sigmoid,61,23,8.0,0.053159785033034465,2,81,0.6546578502674086,0.0002693859843677964,"tensor(0.2424, device='cuda:0')",COMPLETE
279,0.3121495544910431,2023-10-30 13:48:22.611490,2023-10-30 13:48:23.058490,0 days 00:00:00.447000,Leaky,Sigmoid,62,23,14.0,0.038905300211222904,2,100,0.6580221949492326,0.0002700466916411656,"tensor(0.3121, device='cuda:0')",COMPLETE
280,0.34237366914749146,2023-10-30 13:48:23.058936,2023-10-30 13:48:23.522367,0 days 00:00:00.463431,Leaky,Sigmoid,58,24,7.0,0.06040290087826893,2,89,0.4957040127170013,0.0003901220824452879,"tensor(0.3424, device='cuda:0')",COMPLETE
281,0.38833320140838623,2023-10-30 13:48:23.522817,2023-10-30 13:48:23.910003,0 days 00:00:00.387186,Leaky,Sigmoid,61,23,15.0,0.04667905179658451,2,75,0.7110032439060748,0.00028396209440215045,"tensor(0.3883, device='cuda:0')",COMPLETE
282,0.30977198481559753,2023-10-30 13:48:23.910434,2023-10-30 13:48:24.273673,0 days 00:00:00.363239,Leaky,,60,24,,0.05432867343312704,1,140,0.7532529623996969,0.00021896095715008947,"tensor(0.3098, device='cuda:0')",COMPLETE
283,0.3129159212112427,2023-10-30 13:48:24.274054,2023-10-30 13:48:24.665670,0 days 00:00:00.391616,Leaky,Sigmoid,47,9,16.0,0.03888430522071033,2,75,0.34630937094266323,0.0003233239692012445,"tensor(0.3129, device='cuda:0')",COMPLETE
284,0.35391470789909363,2023-10-30 13:48:24.666073,2023-10-30 13:48:25.112668,0 days 00:00:00.446595,Leaky,Sigmoid,56,23,12.0,0.025588702995602102,2,85,0.6296338386407181,0.0004684760640940717,"tensor(0.3539, device='cuda:0')",COMPLETE
285,0.36908814311027527,2023-10-30 13:48:25.113090,2023-10-30 13:48:26.048660,0 days 00:00:00.935570,Leaky,Sigmoid,64,13,13.0,0.022046454219742353,2,112,0.7999776691448445,0.00023718129433015396,"tensor(0.3691, device='cuda:0')",COMPLETE
286,0.3778480291366577,2023-10-30 13:48:26.049103,2023-10-30 13:48:26.349978,0 days 00:00:00.300875,Leaky,Sigmoid,67,24,14.0,0.03199285032537786,2,160,0.6920670107601019,0.00018294263236510322,"tensor(0.3778, device='cuda:0')",COMPLETE
287,0.3112243115901947,2023-10-30 13:48:26.350395,2023-10-30 13:48:26.792529,0 days 00:00:00.442134,Tanh,Sigmoid,40,14,7.0,0.04784145905825477,2,81,0.7417976181611678,0.0003956494818836465,"tensor(0.3112, device='cuda:0')",COMPLETE
288,0.3383893072605133,2023-10-30 13:48:26.792960,2023-10-30 13:48:27.139284,0 days 00:00:00.346324,Leaky,Sigmoid,49,23,15.0,0.06877819426516105,2,238,0.5721969701606754,0.00015290799850016274,"tensor(0.3384, device='cuda:0')",COMPLETE
289,0.31114497780799866,2023-10-30 13:48:27.139702,2023-10-30 13:48:28.101604,0 days 00:00:00.961902,Leaky,Sigmoid,78,24,14.0,0.003100136471004362,2,123,0.6686965785034071,0.00026916426243158017,"tensor(0.3111, device='cuda:0')",COMPLETE
290,0.31100645661354065,2023-10-30 13:48:28.102021,2023-10-30 13:48:28.621817,0 days 00:00:00.519796,Leaky,Leaky,43,23,13.0,0.018457027066145326,2,59,0.5983261075111703,0.00010852239846558476,"tensor(0.3110, device='cuda:0')",COMPLETE
291,0.2151288092136383,2023-10-30 13:48:28.622269,2023-10-30 13:48:30.005413,0 days 00:00:01.383144,Leaky,Sigmoid,54,24,21.0,0.02798399781426701,2,381,0.7709566757347102,0.0002095141906245223,"tensor(0.2151, device='cuda:0')",COMPLETE
292,0.3157193958759308,2023-10-30 13:48:30.005885,2023-10-30 13:48:30.423345,0 days 00:00:00.417460,Leaky,Sigmoid,54,24,21.0,0.026049047751779856,2,394,0.4750788030805669,0.00021572801435427357,"tensor(0.3157, device='cuda:0')",COMPLETE
293,0.2647946774959564,2023-10-30 13:48:30.423781,2023-10-30 13:48:31.020592,0 days 00:00:00.596811,Leaky,Sigmoid,51,24,21.0,0.03101178756560764,2,387,0.7239413121388564,0.0003419775784904049,"tensor(0.2648, device='cuda:0')",COMPLETE
294,0.2944874167442322,2023-10-30 13:48:31.021015,2023-10-30 13:48:32.137582,0 days 00:00:01.116567,Leaky,Sigmoid,34,24,21.0,0.022854503004002772,2,358,0.6412650593021794,6.315099809582392e-05,"tensor(0.2945, device='cuda:0')",COMPLETE
295,0.3186451494693756,2023-10-30 13:48:32.138019,2023-10-30 13:48:33.388401,0 days 00:00:01.250382,Leaky,Sigmoid,46,12,9.0,0.012340798308748431,2,256,0.7994213912556876,0.0006563979072055137,"tensor(0.3186, device='cuda:0')",COMPLETE
296,0.2663910984992981,2023-10-30 13:48:33.388803,2023-10-30 13:48:33.605421,0 days 00:00:00.216618,Leaky,Sigmoid,38,24,17.0,0.0363514154120647,2,400,0.397803349616716,0.0001740722728338563,"tensor(0.2664, device='cuda:0')",COMPLETE
297,0.3784535229206085,2023-10-30 13:48:33.605875,2023-10-30 13:48:34.891516,0 days 00:00:01.285641,Tanh,Sigmoid,45,24,15.0,0.028540656034817032,2,98,0.766921139395258,0.0019002804238282978,"tensor(0.3785, device='cuda:0')",COMPLETE
298,0.30195990204811096,2023-10-30 13:48:34.891949,2023-10-30 13:48:35.326190,0 days 00:00:00.434241,Leaky,Sigmoid,72,24,7.0,0.018113837379203357,2,176,0.7134983401043855,0.0002763833747181304,"tensor(0.3020, device='cuda:0')",COMPLETE
299,0.23171639442443848,2023-10-30 13:48:35.326607,2023-10-30 13:48:36.122346,0 days 00:00:00.795739,Leaky,Sigmoid,85,23,20.0,0.006298778303316221,2,106,0.6854158091421638,8.496128011057113e-05,"tensor(0.2317, device='cuda:0')",COMPLETE
300,0.31931769847869873,2023-10-30 13:48:36.122794,2023-10-30 13:48:38.674127,0 days 00:00:02.551333,Leaky,Sigmoid,57,22,22.0,0.004890988697203464,2,345,0.6183895147582137,8.863334966656799e-05,"tensor(0.3193, device='cuda:0')",COMPLETE
301,0.3923318684101105,2023-10-30 13:48:38.674555,2023-10-30 13:48:39.148407,0 days 00:00:00.473852,Leaky,ReLU,82,23,20.0,0.006204984705921919,2,148,0.5437518064883687,4.447072258301841e-05,"tensor(0.3923, device='cuda:0')",COMPLETE
302,0.35108911991119385,2023-10-30 13:48:39.148848,2023-10-30 13:48:40.851392,0 days 00:00:01.702544,Sigmoid,Sigmoid,98,23,21.0,0.005506668008911851,2,371,0.6793026555741691,0.00047026137990279095,"tensor(0.3511, device='cuda:0')",COMPLETE
303,0.5421077013015747,2023-10-30 13:48:40.851818,2023-10-30 13:48:41.000434,0 days 00:00:00.148616,Leaky,Sigmoid,86,23,20.0,0.004212733506861023,2,89,0.10280197818461398,0.0002082123417980033,"tensor(0.5421, device='cuda:0')",COMPLETE
304,0.3543922007083893,2023-10-30 13:48:41.000851,2023-10-30 13:48:43.188506,0 days 00:00:02.187655,Leaky,Sigmoid,49,22,21.0,0.007596122772827022,2,162,0.7474522824810473,0.000612163191053777,"tensor(0.3544, device='cuda:0')",COMPLETE
305,0.5061753988265991,2023-10-30 13:48:43.188932,2023-10-30 13:48:44.076407,0 days 00:00:00.887475,Leaky,Sigmoid,84,23,22.0,0.001108343519259801,2,106,0.771977216762692,0.0001480787033483118,"tensor(0.5062, device='cuda:0')",COMPLETE
306,0.295754998922348,2023-10-30 13:48:44.076846,2023-10-30 13:48:45.080023,0 days 00:00:01.003177,Leaky,Sigmoid,80,24,23.0,0.022370033228852806,2,414,0.6510488646278597,0.0007445951011929983,"tensor(0.2958, device='cuda:0')",COMPLETE
307,0.2357727587223053,2023-10-30 13:48:45.080456,2023-10-30 13:48:48.590686,0 days 00:00:03.510230,Tanh,Sigmoid,54,24,12.0,0.0024947809170988234,2,326,0.7041522091255343,0.00011621622796549383,"tensor(0.2358, device='cuda:0')",COMPLETE
