number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
101,0.328384131193161,2023-10-30 13:46:19.832572,2023-10-30 13:46:20.501024,0 days 00:00:00.668452,Leaky,Sigmoid,48,22,12.0,0.020837518225170697,2,140,0.7946094499418556,0.00029028186783704407,"tensor(0.3284, device='cuda:0')",COMPLETE
102,0.2905079424381256,2023-10-30 13:46:20.501427,2023-10-30 13:46:20.856051,0 days 00:00:00.354624,Leaky,Sigmoid,57,23,10.0,0.030185809451801417,2,162,0.7668171582244063,0.00019839364319263313,"tensor(0.2905, device='cuda:0')",COMPLETE
103,0.2930964529514313,2023-10-30 13:46:20.856438,2023-10-30 13:46:21.481953,0 days 00:00:00.625515,Leaky,Sigmoid,46,23,16.0,0.059040226213872435,2,116,0.6927280270883175,0.00010231341236630078,"tensor(0.2931, device='cuda:0')",COMPLETE
104,0.3240584433078766,2023-10-30 13:46:21.482337,2023-10-30 13:46:22.313984,0 days 00:00:00.831647,Leaky,Sigmoid,62,24,11.0,0.016825570166059813,2,192,0.717987218665639,0.00015569858987173716,"tensor(0.3241, device='cuda:0')",COMPLETE
105,0.4631704092025757,2023-10-30 13:46:22.314379,2023-10-30 13:46:22.506909,0 days 00:00:00.192530,Leaky,Sigmoid,41,22,13.0,0.08751543316651443,2,228,0.6466256161742648,0.00031344359634411797,"tensor(0.4632, device='cuda:0')",COMPLETE
106,0.38660064339637756,2023-10-30 13:46:22.507322,2023-10-30 13:46:23.124028,0 days 00:00:00.616706,Sigmoid,Sigmoid,52,24,14.0,0.02309661787374588,2,53,0.7652576530749235,0.00012495830954384758,"tensor(0.3866, device='cuda:0')",COMPLETE
107,0.5201771259307861,2023-10-30 13:46:23.124452,2023-10-30 13:46:23.889324,0 days 00:00:00.764872,Leaky,Sigmoid,56,21,10.0,0.04664599146037778,2,142,0.6852743687077874,0.0003817241925352217,"tensor(0.5202, device='cuda:0')",COMPLETE
108,0.3713564872741699,2023-10-30 13:46:23.889722,2023-10-30 13:46:24.482690,0 days 00:00:00.592968,Leaky,Sigmoid,60,23,16.0,0.01385274111176037,2,159,0.7959208686249475,0.00017621418577421294,"tensor(0.3714, device='cuda:0')",COMPLETE
109,0.33228519558906555,2023-10-30 13:46:24.483077,2023-10-30 13:46:24.969738,0 days 00:00:00.486661,Leaky,Sigmoid,67,22,9.0,0.034579237705188816,2,107,0.7367360273765988,0.00025615852955471685,"tensor(0.3323, device='cuda:0')",COMPLETE
110,0.4214034080505371,2023-10-30 13:46:24.970142,2023-10-30 13:46:25.319200,0 days 00:00:00.349058,Leaky,Sigmoid,54,23,15.0,0.058914073075396894,2,174,0.6390431512111164,9.537307762449003e-05,"tensor(0.4214, device='cuda:0')",COMPLETE
111,0.36889728903770447,2023-10-30 13:46:25.319590,2023-10-30 13:46:25.607011,0 days 00:00:00.287421,Leaky,Sigmoid,52,23,14.0,0.03935677497590147,2,95,0.7200969299260994,0.00020062885564778874,"tensor(0.3689, device='cuda:0')",COMPLETE
112,0.2625744640827179,2023-10-30 13:46:25.607405,2023-10-30 13:46:26.077670,0 days 00:00:00.470265,Leaky,Sigmoid,48,24,13.0,0.0301780073225279,2,90,0.7322219911074376,0.0002324316937152375,"tensor(0.2626, device='cuda:0')",COMPLETE
113,0.29988548159599304,2023-10-30 13:46:26.078080,2023-10-30 13:46:27.143488,0 days 00:00:01.065408,Tanh,Leaky,48,24,13.0,0.01920952945081527,2,137,0.7987560555176979,0.00014491415912350948,"tensor(0.2999, device='cuda:0')",COMPLETE
114,0.26834189891815186,2023-10-30 13:46:27.143901,2023-10-30 13:46:28.673433,0 days 00:00:01.529532,Leaky,Sigmoid,49,24,12.0,0.02781553140300301,2,158,0.7577753136603974,0.00022059151232837372,"tensor(0.2683, device='cuda:0')",COMPLETE
115,0.2580817937850952,2023-10-30 13:46:28.673839,2023-10-30 13:46:29.449667,0 days 00:00:00.775828,Leaky,Sigmoid,37,24,12.0,0.02838360598578671,2,155,0.5923343116189597,0.0001224013257419436,"tensor(0.2581, device='cuda:0')",COMPLETE
116,0.25743329524993896,2023-10-30 13:46:29.450085,2023-10-30 13:46:30.447493,0 days 00:00:00.997408,Leaky,Sigmoid,44,24,12.0,0.024586796442573413,2,112,0.6645705444240851,0.00011443248267957093,"tensor(0.2574, device='cuda:0')",COMPLETE
117,0.5413274168968201,2023-10-30 13:46:30.447904,2023-10-30 13:46:30.732865,0 days 00:00:00.284961,Leaky,Sigmoid,35,24,13.0,0.050176426920787456,2,84,0.5892894669221824,6.036259213330725e-05,"tensor(0.5413, device='cuda:0')",COMPLETE
118,0.28740397095680237,2023-10-30 13:46:30.733287,2023-10-30 13:46:31.411887,0 days 00:00:00.678600,Leaky,Sigmoid,37,24,15.0,0.031263084202940127,2,113,0.6546420083703037,0.00011983584804323745,"tensor(0.2874, device='cuda:0')",COMPLETE
119,0.2617783844470978,2023-10-30 13:46:31.412315,2023-10-30 13:46:32.082121,0 days 00:00:00.669806,Leaky,Sigmoid,39,24,17.0,0.024808937053985403,2,127,0.6074228877807925,8.573198308153245e-05,"tensor(0.2618, device='cuda:0')",COMPLETE
120,0.36348092555999756,2023-10-30 13:46:32.082520,2023-10-30 13:46:32.600424,0 days 00:00:00.517904,Leaky,Sigmoid,33,23,11.0,0.07338814098753224,2,126,0.5961268500742615,7.955803796628036e-05,"tensor(0.3635, device='cuda:0')",COMPLETE
121,0.4653232991695404,2023-10-30 13:46:32.600844,2023-10-30 13:46:33.187406,0 days 00:00:00.586562,Leaky,Sigmoid,42,24,17.0,0.025369007112327636,2,90,0.6748541402851024,6.790196589400383e-05,"tensor(0.4653, device='cuda:0')",COMPLETE
122,0.38416874408721924,2023-10-30 13:46:33.187801,2023-10-30 13:46:33.940050,0 days 00:00:00.752249,Leaky,Sigmoid,43,5,19.0,0.04181493514760854,2,74,0.6334980718847797,0.00010674186806342672,"tensor(0.3842, device='cuda:0')",COMPLETE
123,0.26412343978881836,2023-10-30 13:46:33.940482,2023-10-30 13:46:34.434815,0 days 00:00:00.494333,Leaky,Sigmoid,44,24,14.0,0.015657608787769586,2,107,0.699345472275613,9.460272615852978e-05,"tensor(0.2641, device='cuda:0')",COMPLETE
124,0.4308115839958191,2023-10-30 13:46:34.435207,2023-10-30 13:46:35.704201,0 days 00:00:01.268994,Leaky,Sigmoid,44,23,14.0,0.015226695046991782,2,105,0.6917122144800241,8.470007602550844e-05,"tensor(0.4308, device='cuda:0')",COMPLETE
125,0.34612545371055603,2023-10-30 13:46:35.704597,2023-10-30 13:46:35.922222,0 days 00:00:00.217625,Leaky,Sigmoid,36,24,16.0,0.0993749385746323,2,120,0.6044411326837659,5.530150094394479e-05,"tensor(0.3461, device='cuda:0')",COMPLETE
126,0.4665888249874115,2023-10-30 13:46:35.922633,2023-10-30 13:46:37.470808,0 days 00:00:01.548175,Sigmoid,Sigmoid,39,22,13.0,0.011706993077105177,2,133,0.5696548660410043,0.00015708302002677736,"tensor(0.4666, device='cuda:0')",COMPLETE
127,0.3462506830692291,2023-10-30 13:46:37.471200,2023-10-30 13:46:37.909647,0 days 00:00:00.438447,Leaky,Sigmoid,39,23,17.0,0.022025933653899685,2,263,0.6581492535434385,0.00013945627179940732,"tensor(0.3463, device='cuda:0')",COMPLETE
128,0.354682058095932,2023-10-30 13:46:37.910056,2023-10-30 13:46:38.512611,0 days 00:00:00.602555,Leaky,Leaky,47,23,12.0,0.034654805678482246,2,287,0.7425933683083618,9.001098611173261e-05,"tensor(0.3547, device='cuda:0')",COMPLETE
129,0.43175721168518066,2023-10-30 13:46:38.513035,2023-10-30 13:46:39.542057,0 days 00:00:01.029022,Leaky,Sigmoid,45,24,11.0,0.017496330190310463,2,144,0.6946998454978026,0.00010721313594545813,"tensor(0.4318, device='cuda:0')",COMPLETE
130,0.3305424153804779,2023-10-30 13:46:39.542482,2023-10-30 13:46:39.897453,0 days 00:00:00.354971,Leaky,Sigmoid,34,22,13.0,0.06179209190301238,2,111,0.6149340882896953,0.0001751670260473344,"tensor(0.3305, device='cuda:0')",COMPLETE
131,0.3514680564403534,2023-10-30 13:46:39.897869,2023-10-30 13:46:40.289306,0 days 00:00:00.391437,Leaky,Sigmoid,30,24,14.0,0.027900333674224377,2,153,0.7275096318742844,7.267401170622678e-05,"tensor(0.3515, device='cuda:0')",COMPLETE
132,0.37060871720314026,2023-10-30 13:46:40.289707,2023-10-30 13:46:40.682391,0 days 00:00:00.392684,Leaky,Sigmoid,50,24,15.0,0.0484693614557444,2,176,0.7092616831344829,0.00012274342111081397,"tensor(0.3706, device='cuda:0')",COMPLETE
133,0.32210201025009155,2023-10-30 13:46:40.682791,2023-10-30 13:46:41.527160,0 days 00:00:00.844369,Leaky,Sigmoid,43,23,15.0,0.02393422965177877,2,189,0.670854764128674,9.786090997630842e-05,"tensor(0.3221, device='cuda:0')",COMPLETE
134,0.24125459790229797,2023-10-30 13:46:41.527549,2023-10-30 13:46:42.452064,0 days 00:00:00.924515,Leaky,Sigmoid,46,24,14.0,0.030201860478454915,2,127,0.7600994466858839,0.00014935086666652479,"tensor(0.2413, device='cuda:0')",COMPLETE
135,0.3536182641983032,2023-10-30 13:46:42.452491,2023-10-30 13:46:42.884104,0 days 00:00:00.431613,Leaky,Sigmoid,41,24,12.0,0.03698580391326089,2,126,0.7562025129286941,0.0001709766182659202,"tensor(0.3536, device='cuda:0')",COMPLETE
136,0.2586745619773865,2023-10-30 13:46:42.884516,2023-10-30 13:46:43.648098,0 days 00:00:00.763582,Leaky,Sigmoid,94,24,14.0,0.014000501812977304,2,99,0.7611973038795824,0.0001421239483381322,"tensor(0.2587, device='cuda:0')",COMPLETE
137,0.29297831654548645,2023-10-30 13:46:43.648509,2023-10-30 13:46:44.180995,0 days 00:00:00.532486,Leaky,Sigmoid,98,23,14.0,0.009621065184793234,2,73,0.7615541497475053,0.0002430692783212412,"tensor(0.2930, device='cuda:0')",COMPLETE
138,0.28680136799812317,2023-10-30 13:46:44.181399,2023-10-30 13:46:44.953740,0 days 00:00:00.772341,Leaky,Sigmoid,38,24,16.0,0.02028525846271765,2,98,0.7406089468991401,6.727250928036735e-05,"tensor(0.2868, device='cuda:0')",COMPLETE
139,0.4390034079551697,2023-10-30 13:46:44.954136,2023-10-30 13:46:45.591975,0 days 00:00:00.637839,Tanh,Sigmoid,64,23,14.0,0.03202934711747133,2,121,0.7012434119979536,0.00014557494011328462,"tensor(0.4390, device='cuda:0')",COMPLETE
140,0.5963531136512756,2023-10-30 13:46:45.592383,2023-10-30 13:46:46.142601,0 days 00:00:00.550218,Leaky,Sigmoid,94,24,13.0,0.04198205695552349,2,84,0.7675595956569299,4.914471425197524e-05,"tensor(0.5964, device='cuda:0')",COMPLETE
141,0.27353978157043457,2023-10-30 13:46:46.143010,2023-10-30 13:46:46.871820,0 days 00:00:00.728810,Leaky,Sigmoid,98,22,13.0,0.014981671738002914,2,136,0.6431680052249212,0.0001043482709805944,"tensor(0.2735, device='cuda:0')",COMPLETE
142,0.37967419624328613,2023-10-30 13:46:46.872220,2023-10-30 13:46:47.943696,0 days 00:00:01.071476,Leaky,Sigmoid,46,23,11.0,0.012127106034999505,2,100,0.671135929268638,0.0001766570743780095,"tensor(0.3797, device='cuda:0')",COMPLETE
143,0.2963395118713379,2023-10-30 13:46:47.944093,2023-10-30 13:46:48.430806,0 days 00:00:00.486713,Leaky,Sigmoid,95,24,18.0,0.0234249937290081,2,113,0.5244545547521821,0.00012532041007818002,"tensor(0.2963, device='cuda:0')",COMPLETE
144,0.3841576874256134,2023-10-30 13:46:48.431228,2023-10-30 13:46:48.799548,0 days 00:00:00.368320,Leaky,ReLU,47,24,14.0,0.01774462530143223,2,146,0.5511310987534295,8.407161330885669e-05,"tensor(0.3842, device='cuda:0')",COMPLETE
145,0.2928289473056793,2023-10-30 13:46:48.799950,2023-10-30 13:46:49.092011,0 days 00:00:00.292061,Leaky,Sigmoid,100,23,12.0,0.05368551356595082,2,125,0.7207643966393567,0.00021178520035063512,"tensor(0.2928, device='cuda:0')",COMPLETE
146,0.4088051915168762,2023-10-30 13:46:49.092407,2023-10-30 13:46:49.607668,0 days 00:00:00.515261,Leaky,Sigmoid,55,22,15.0,0.029429322536481183,2,153,0.7731535547749513,0.00031204701547249143,"tensor(0.4088, device='cuda:0')",COMPLETE
147,0.3203698694705963,2023-10-30 13:46:49.608064,2023-10-30 13:46:50.239642,0 days 00:00:00.631578,Sigmoid,Sigmoid,41,24,13.0,0.014183886311908029,2,90,0.6257004324671697,0.00013841966715879536,"tensor(0.3204, device='cuda:0')",COMPLETE
148,0.3100724518299103,2023-10-30 13:46:50.240038,2023-10-30 13:46:50.716693,0 days 00:00:00.476655,Leaky,Sigmoid,93,23,12.0,0.008746797559151157,2,62,0.7343700112394155,0.000177138808043729,"tensor(0.3101, device='cuda:0')",COMPLETE
149,0.2810416519641876,2023-10-30 13:46:50.717097,2023-10-30 13:46:51.173162,0 days 00:00:00.456065,Leaky,Sigmoid,49,21,17.0,0.08133057443000888,2,132,0.6866543214713696,0.00010937681638701064,"tensor(0.2810, device='cuda:0')",COMPLETE
150,0.39492660760879517,2023-10-30 13:46:51.173580,2023-10-30 13:46:51.439849,0 days 00:00:00.266269,Leaky,Leaky,44,22,14.0,0.06851647221852603,2,108,0.5820801446523122,0.00025485704164514387,"tensor(0.3949, device='cuda:0')",COMPLETE
151,0.4676178991794586,2023-10-30 13:46:51.440258,2023-10-30 13:46:51.955994,0 days 00:00:00.515736,Leaky,Sigmoid,50,24,15.0,0.02665090002873189,2,171,0.7164544517708504,0.00012809573340852345,"tensor(0.4676, device='cuda:0')",COMPLETE
152,0.29460588097572327,2023-10-30 13:46:51.956410,2023-10-30 13:46:52.361825,0 days 00:00:00.405415,Leaky,Sigmoid,70,24,16.0,0.03676772627755657,2,139,0.7992886716556759,0.00015120180822496154,"tensor(0.2946, device='cuda:0')",COMPLETE
153,0.29791492223739624,2023-10-30 13:46:52.362218,2023-10-30 13:46:53.007796,0 days 00:00:00.645578,Leaky,Sigmoid,53,23,15.0,0.021521486728511303,2,205,0.7417611667720204,8.842203130922744e-05,"tensor(0.2979, device='cuda:0')",COMPLETE
154,0.505786657333374,2023-10-30 13:46:53.008200,2023-10-30 13:46:54.260494,0 days 00:00:01.252294,Leaky,Sigmoid,48,8,13.0,0.0313568295179458,2,316,0.663132513502211,0.0001175985561021107,"tensor(0.5058, device='cuda:0')",COMPLETE
155,0.5171469449996948,2023-10-30 13:46:54.260916,2023-10-30 13:46:54.650714,0 days 00:00:00.389798,Leaky,Sigmoid,27,24,10.0,0.016978568158110233,2,159,0.7059516523446345,0.00019650562569398098,"tensor(0.5171, device='cuda:0')",COMPLETE
156,0.3743828535079956,2023-10-30 13:46:54.651169,2023-10-30 13:46:55.219680,0 days 00:00:00.568511,Leaky,Tanh,46,23,14.0,0.04225044470409546,2,119,0.7693102073380449,0.00015240037027128476,"tensor(0.3744, device='cuda:0')",COMPLETE
157,0.30500999093055725,2023-10-30 13:46:55.220091,2023-10-30 13:46:55.982847,0 days 00:00:00.762756,Tanh,Sigmoid,51,24,12.0,0.02455471356309609,2,78,0.6232675320650658,9.450706132891754e-05,"tensor(0.3050, device='cuda:0')",COMPLETE
158,0.3873355984687805,2023-10-30 13:46:55.983249,2023-10-30 13:46:56.509125,0 days 00:00:00.525876,Leaky,Sigmoid,37,23,11.0,0.04943806866469254,2,151,0.6838594028217744,7.731753822795089e-05,"tensor(0.3873, device='cuda:0')",COMPLETE
159,0.27924054861068726,2023-10-30 13:46:56.509550,2023-10-30 13:46:57.019939,0 days 00:00:00.510389,Leaky,Sigmoid,89,24,15.0,0.019955268185305713,2,223,0.6467204094019078,0.00023050378998802778,"tensor(0.2792, device='cuda:0')",COMPLETE
160,0.3703676462173462,2023-10-30 13:46:57.020367,2023-10-30 13:46:58.559992,0 days 00:00:01.539625,Leaky,Sigmoid,43,23,14.0,0.011336700877878886,2,181,0.7355977343283476,6.02101260836003e-05,"tensor(0.3704, device='cuda:0')",COMPLETE
161,0.3282892107963562,2023-10-30 13:46:58.560418,2023-10-30 13:46:59.319644,0 days 00:00:00.759226,Leaky,Sigmoid,48,24,12.0,0.027634437272708753,2,139,0.7685178644517346,0.00021304960301396362,"tensor(0.3283, device='cuda:0')",COMPLETE
162,0.3412990868091583,2023-10-30 13:46:59.320037,2023-10-30 13:46:59.799128,0 days 00:00:00.479091,Leaky,Sigmoid,58,24,13.0,0.029702166515732868,2,165,0.7604129597495118,0.00012681921991202126,"tensor(0.3413, device='cuda:0')",COMPLETE
163,0.43792724609375,2023-10-30 13:46:59.799524,2023-10-30 13:47:00.331827,0 days 00:00:00.532303,Leaky,Sigmoid,49,24,12.0,0.0363677862768202,2,340,0.7126699147656393,0.00017851044422141995,"tensor(0.4379, device='cuda:0')",COMPLETE
164,0.49252957105636597,2023-10-30 13:47:00.332226,2023-10-30 13:47:00.730260,0 days 00:00:00.398034,Leaky,Sigmoid,54,24,13.0,0.02557419320733252,2,160,0.7994653017793233,0.00033720276524231655,"tensor(0.4925, device='cuda:0')",COMPLETE
165,0.4500574469566345,2023-10-30 13:47:00.730680,2023-10-30 13:47:01.417703,0 days 00:00:00.687023,Leaky,Tanh,51,2,11.0,0.016167586587383913,2,102,0.7502223037560002,0.0002497241585153387,"tensor(0.4501, device='cuda:0')",COMPLETE
166,0.37374603748321533,2023-10-30 13:47:01.418098,2023-10-30 13:47:01.798637,0 days 00:00:00.380539,Leaky,Sigmoid,45,23,10.0,0.04283294823517102,2,149,0.6926258785595558,0.0001564348989282386,"tensor(0.3737, device='cuda:0')",COMPLETE
167,0.2795710861682892,2023-10-30 13:47:01.799028,2023-10-30 13:47:02.505131,0 days 00:00:00.706103,Leaky,ReLU,56,22,14.0,0.02018225940578216,2,115,0.6652292527717154,0.00011184504685215852,"tensor(0.2796, device='cuda:0')",COMPLETE
168,0.34231892228126526,2023-10-30 13:47:02.505543,2023-10-30 13:47:02.861296,0 days 00:00:00.355753,Leaky,Sigmoid,42,24,16.0,0.06039789628112943,2,186,0.7665642510504109,0.00045542796087885706,"tensor(0.3423, device='cuda:0')",COMPLETE
169,0.2682453393936157,2023-10-30 13:47:02.861684,2023-10-30 13:47:03.649944,0 days 00:00:00.788260,Leaky,Sigmoid,52,23,12.0,0.03212670144911257,2,128,0.7317259803096712,0.00019850291942247373,"tensor(0.2682, device='cuda:0')",COMPLETE
170,0.2960895895957947,2023-10-30 13:47:03.650359,2023-10-30 13:47:04.175270,0 days 00:00:00.524911,Leaky,Sigmoid,52,23,13.0,0.034342039852918414,2,127,0.6020470941530801,0.0001387236302934349,"tensor(0.2961, device='cuda:0')",COMPLETE
171,0.33938324451446533,2023-10-30 13:47:04.175667,2023-10-30 13:47:05.082563,0 days 00:00:00.906896,Leaky,Sigmoid,40,23,12.0,0.029346765289777487,2,130,0.732363292182631,0.00020424593728733787,"tensor(0.3394, device='cuda:0')",COMPLETE
172,0.32346636056900024,2023-10-30 13:47:05.082979,2023-10-30 13:47:05.702766,0 days 00:00:00.619787,Leaky,Sigmoid,49,24,12.0,0.02326577204117644,2,93,0.7090532393257001,0.00018509907013834935,"tensor(0.3235, device='cuda:0')",COMPLETE
173,0.2366403192281723,2023-10-30 13:47:05.703172,2023-10-30 13:47:06.255269,0 days 00:00:00.552097,Leaky,Sigmoid,47,24,14.0,0.04850719725144089,2,111,0.7378563384939703,0.000266518512672328,"tensor(0.2366, device='cuda:0')",COMPLETE
174,0.3311763107776642,2023-10-30 13:47:06.255671,2023-10-30 13:47:06.706651,0 days 00:00:00.450980,Leaky,Sigmoid,76,23,15.0,0.050310719677703765,2,115,0.6820392559009784,9.524742638687509e-05,"tensor(0.3312, device='cuda:0')",COMPLETE
175,0.3352867066860199,2023-10-30 13:47:06.707050,2023-10-30 13:47:06.988863,0 days 00:00:00.281813,Sigmoid,Sigmoid,45,24,14.0,0.0694391915166281,2,100,0.7996481078139727,0.00015614240593186935,"tensor(0.3353, device='cuda:0')",COMPLETE
176,0.3573685884475708,2023-10-30 13:47:06.989274,2023-10-30 13:47:07.119539,0 days 00:00:00.130265,Leaky,Tanh,47,22,17.0,0.0425700161091274,2,141,0.2397848875252514,0.00028973522996832715,"tensor(0.3574, device='cuda:0')",COMPLETE
177,0.28038567304611206,2023-10-30 13:47:07.119931,2023-10-30 13:47:07.912911,0 days 00:00:00.792980,Leaky,Sigmoid,44,23,13.0,0.013562412616177025,2,105,0.6376325923729517,0.00012311835148703758,"tensor(0.2804, device='cuda:0')",COMPLETE
178,0.29254189133644104,2023-10-30 13:47:07.913297,2023-10-30 13:47:08.451120,0 days 00:00:00.537823,Leaky,Sigmoid,53,24,14.0,0.03715550195969826,2,111,0.7313214563992366,0.00027335693920342515,"tensor(0.2925, device='cuda:0')",COMPLETE
179,0.31810927391052246,2023-10-30 13:47:08.451535,2023-10-30 13:47:08.687939,0 days 00:00:00.236404,Leaky,Sigmoid,97,22,15.0,0.0562330663621668,2,122,0.7067560060012573,7.766294330111324e-05,"tensor(0.3181, device='cuda:0')",COMPLETE
180,0.38331928849220276,2023-10-30 13:47:08.688370,2023-10-30 13:47:09.814635,0 days 00:00:01.126265,Leaky,Sigmoid,46,23,11.0,0.006965124759258959,2,134,0.49977045377580787,0.00010499583084545395,"tensor(0.3833, device='cuda:0')",COMPLETE
181,0.4594646096229553,2023-10-30 13:47:09.815029,2023-10-30 13:47:10.516750,0 days 00:00:00.701721,Leaky,Sigmoid,50,24,13.0,0.0275532146596495,2,174,0.7675275490565461,0.0002332583555882081,"tensor(0.4595, device='cuda:0')",COMPLETE
182,0.32828763127326965,2023-10-30 13:47:10.517169,2023-10-30 13:47:11.542599,0 days 00:00:01.025430,Leaky,Sigmoid,55,24,11.0,0.0198883062739049,2,429,0.7516206914786181,0.000190327918037424,"tensor(0.3283, device='cuda:0')",COMPLETE
183,0.3740583658218384,2023-10-30 13:47:11.543019,2023-10-30 13:47:12.032287,0 days 00:00:00.489268,Leaky,Sigmoid,49,24,12.0,0.03336678262868656,2,159,0.7414993739295805,0.00036120728289839693,"tensor(0.3741, device='cuda:0')",COMPLETE
184,0.38814160227775574,2023-10-30 13:47:12.032698,2023-10-30 13:47:12.415666,0 days 00:00:00.382968,Leaky,Leaky,52,23,2.0,0.024050468272402196,2,147,0.3557664214134586,0.0001439205740641932,"tensor(0.3881, device='cuda:0')",COMPLETE
185,0.3651542365550995,2023-10-30 13:47:12.416095,2023-10-30 13:47:12.710214,0 days 00:00:00.294119,Leaky,Sigmoid,47,24,13.0,0.04739626127517495,2,122,0.3790635336588538,0.00021989317088764415,"tensor(0.3652, device='cuda:0')",COMPLETE
186,0.46614909172058105,2023-10-30 13:47:12.710608,2023-10-30 13:47:13.826153,0 days 00:00:01.115545,Tanh,Sigmoid,39,23,14.0,0.01720349512252556,2,91,0.6620506559712254,0.00016232374397766466,"tensor(0.4661, device='cuda:0')",COMPLETE
187,0.24866105616092682,2023-10-30 13:47:13.826562,2023-10-30 13:47:14.399668,0 days 00:00:00.573106,Leaky,Sigmoid,58,24,20.0,0.08466454047886213,2,132,0.7751477810113322,0.0001833941025332267,"tensor(0.2487, device='cuda:0')",COMPLETE
188,0.29361146688461304,2023-10-30 13:47:14.400113,2023-10-30 13:47:14.644391,0 days 00:00:00.244278,Leaky,Tanh,54,24,20.0,0.08252317795570176,2,133,0.7080140026676547,0.0001318913801860706,"tensor(0.2936, device='cuda:0')",COMPLETE
189,0.30010950565338135,2023-10-30 13:47:14.644784,2023-10-30 13:47:14.863569,0 days 00:00:00.218785,Leaky,Sigmoid,60,23,23.0,0.06565389899086466,2,448,0.7735128887816948,0.000111567553798306,"tensor(0.3001, device='cuda:0')",COMPLETE
190,0.39909324049949646,2023-10-30 13:47:14.863980,2023-10-30 13:47:15.181063,0 days 00:00:00.317083,Leaky,Sigmoid,57,24,16.0,0.08501885099309389,2,111,0.6873953049632521,0.00017575766973726127,"tensor(0.3991, device='cuda:0')",COMPLETE
191,0.21870212256908417,2023-10-30 13:47:15.181470,2023-10-30 13:47:15.909537,0 days 00:00:00.728067,Leaky,Sigmoid,51,24,21.0,0.029992369338050946,2,155,0.7802262203511775,0.00028118936882010574,"tensor(0.2187, device='cuda:0')",COMPLETE
192,0.3972018361091614,2023-10-30 13:47:15.909955,2023-10-30 13:47:16.180245,0 days 00:00:00.270290,Leaky,Sigmoid,52,24,22.0,0.032872274265806946,2,144,0.7934216521354355,0.00026233362052709375,"tensor(0.3972, device='cuda:0')",COMPLETE
193,0.265541672706604,2023-10-30 13:47:16.180668,2023-10-30 13:47:16.516583,0 days 00:00:00.335915,Leaky,Sigmoid,55,23,19.0,0.09531328466159601,2,129,0.7341127594611745,0.00020077822830643377,"tensor(0.2655, device='cuda:0')",COMPLETE
194,0.36419254541397095,2023-10-30 13:47:16.516993,2023-10-30 13:47:16.815835,0 days 00:00:00.298842,Leaky,Sigmoid,56,24,20.0,0.09197347886968639,2,412,0.7984647047763421,0.0005597557919027256,"tensor(0.3642, device='cuda:0')",COMPLETE
195,0.32909443974494934,2023-10-30 13:47:16.816260,2023-10-30 13:47:17.081357,0 days 00:00:00.265097,Leaky,Sigmoid,54,23,21.0,0.09351673144412877,2,243,0.3308255059340381,0.0003123222612048453,"tensor(0.3291, device='cuda:0')",COMPLETE
196,0.3801461458206177,2023-10-30 13:47:17.081762,2023-10-30 13:47:17.567360,0 days 00:00:00.485598,Leaky,Sigmoid,35,24,21.0,0.05844308919094191,2,138,0.4838291170587439,0.0004025986228366637,"tensor(0.3801, device='cuda:0')",COMPLETE
197,0.3428795337677002,2023-10-30 13:47:17.567768,2023-10-30 13:47:18.278574,0 days 00:00:00.710806,Leaky,Sigmoid,59,24,19.0,0.07047652282942318,2,152,0.7280339626925137,0.0001520733592321157,"tensor(0.3429, device='cuda:0')",COMPLETE
198,0.31099456548690796,2023-10-30 13:47:18.278982,2023-10-30 13:47:18.446263,0 days 00:00:00.167281,Leaky,Sigmoid,57,22,20.0,0.04390686338684103,2,118,0.39979427247185056,0.00012877386143415876,"tensor(0.3110, device='cuda:0')",COMPLETE
199,0.3940795660018921,2023-10-30 13:47:18.446676,2023-10-30 13:47:18.742075,0 days 00:00:00.295399,Leaky,Tanh,84,23,21.0,0.07702504153305215,2,168,0.7714206631150557,9.223115380941568e-05,"tensor(0.3941, device='cuda:0')",COMPLETE
200,0.39306333661079407,2023-10-30 13:47:18.742488,2023-10-30 13:47:19.129712,0 days 00:00:00.387224,Leaky,ReLU,43,24,18.0,0.05282449791142829,2,82,0.7471817068604045,6.559767686635076e-05,"tensor(0.3931, device='cuda:0')",COMPLETE
201,0.2542678415775299,2023-10-30 13:47:19.130127,2023-10-30 13:47:19.619587,0 days 00:00:00.489460,Leaky,Sigmoid,52,23,19.0,0.02276182937313958,2,128,0.7280274047785923,0.00019356881770450074,"tensor(0.2543, device='cuda:0')",COMPLETE
202,0.2837987542152405,2023-10-30 13:47:19.619997,2023-10-30 13:47:20.721393,0 days 00:00:01.101396,Leaky,Sigmoid,51,23,19.0,0.023128004061795104,2,105,0.7155152390342855,0.0001783431043753313,"tensor(0.2838, device='cuda:0')",COMPLETE
203,0.3512292802333832,2023-10-30 13:47:20.721793,2023-10-30 13:47:21.866735,0 days 00:00:01.144942,Leaky,Sigmoid,54,11,19.0,0.01919605351245631,2,125,0.6748757554247943,0.00023602585264250145,"tensor(0.3512, device='cuda:0')",COMPLETE
