number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.1917694807052612,Sigmoid,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,3.302847385406494,1.1917694807052612,-0.13925552368164062,COMPLETE
1,1.1173151731491089,Sigmoid,88,76,24,1.2087541473056957e-05,1,0.3490285460630004,0.006796578090758156,5.272590637207031,1.1173151731491089,-0.08964371681213379,COMPLETE
2,0.7355099320411682,Sigmoid,29,425,13,0.00016480446427978953,1,0.14595006988277215,5.415244119402538e-05,1.4970104694366455,0.7355099320411682,0.22883069515228271,COMPLETE
3,0.8608235716819763,Sigmoid,36,244,9,0.00014742753159914678,1,0.3569095943771272,3.613894271216525e-05,2.9784352779388428,0.8608235716819763,0.17571884393692017,COMPLETE
4,0.7469778656959534,Sigmoid,81,255,2,0.00234238498471129,1,0.1514688727422765,0.0011400863701127321,1.7142271995544434,0.7469778656959534,0.2238031029701233,COMPLETE
5,0.6923572421073914,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,1.5804152488708496,0.6923572421073914,0.193933367729187,COMPLETE
6,0.9487115144729614,Sigmoid,18,187,12,3.077180271250682e-05,1,0.4148814287315354,0.00057624872164786,1.1041901111602783,0.9487115144729614,0.08627992868423462,COMPLETE
7,0.9609922170639038,Sigmoid,92,65,13,0.00017654048052495074,1,0.17127801069727153,0.004467752817973905,1.425021767616272,0.9609922170639038,0.031295716762542725,COMPLETE
8,0.8052002191543579,Sigmoid,26,296,22,0.057279044707996205,1,0.7509692752447114,0.012604664585649461,1.3435473442077637,0.8052002191543579,0.20601987838745117,COMPLETE
9,0.9879462718963623,Sigmoid,93,319,8,1.5167330688076188e-05,1,0.12020338353108916,6.080390190296599e-05,1.9210309982299805,0.9879462718963623,-0.10994279384613037,COMPLETE
10,0.7186176180839539,Sigmoid,53,480,19,0.0862154187030456,1,0.1015818010222162,0.06615753514282514,2.197840452194214,0.7186176180839539,0.20649778842926025,COMPLETE
11,0.723248302936554,Sigmoid,56,492,19,0.09620746057162914,1,0.10740019554441513,0.0976729075713762,1.1717158555984497,0.723248302936554,0.19510281085968018,COMPLETE
