number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,0.866492748260498,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,4.531407833099365,0.866492748260498,-0.18042254447937012,COMPLETE
1,0.8010556101799011,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,2.394385576248169,0.8010556101799011,-0.13109993934631348,COMPLETE
2,0.3704805374145508,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,2.6828763484954834,0.3704805374145508,0.3069877624511719,COMPLETE
3,1.8856518268585205,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,10.023340225219727,1.8856518268585205,-2.0715150833129883,COMPLETE
4,0.6472368836402893,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,3.2053892612457275,0.6472368836402893,-0.11986339092254639,COMPLETE
5,0.2359457015991211,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,2.473989248275757,0.2359457015991211,0.7333036661148071,COMPLETE
6,0.4306916892528534,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,1.8829642534255981,0.4306916892528534,0.4115978479385376,COMPLETE
7,1.6120984554290771,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,16.5050048828125,1.6120984554290771,-1.78928804397583,COMPLETE
8,0.6485264897346497,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,1.5556252002716064,0.6485264897346497,-0.11217796802520752,COMPLETE
9,0.7382074594497681,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,2.3854997158050537,0.7382074594497681,0.07709181308746338,COMPLETE
10,0.11603791266679764,Leaky,79,491,22,0.0017404157466432903,1,0.7508950765561601,0.010540963318040455,1.2882908582687378,0.11603791266679764,0.8269200325012207,COMPLETE
11,0.14179712533950806,Leaky,81,492,23,0.0017143477552760739,1,0.7959603266871323,0.00974371454191917,0.8405763506889343,0.14179712533950806,0.7863427400588989,COMPLETE
12,0.3609982132911682,Leaky,50,498,24,0.0008233011500597547,1,0.7920771485203731,0.007015697292702693,1.1753290891647339,0.3609982132911682,0.4560546278953552,COMPLETE
13,1.3394088745117188,Leaky,81,397,22,1.3625220514033477e-05,1,0.3885347402137153,0.009302437703531678,1.9261292219161987,1.3394088745117188,-0.28571856021881104,COMPLETE
14,0.2776568830013275,Leaky,66,431,11,0.0020807263115821288,1,0.7989400854982043,0.005798271699705584,1.1880804300308228,0.2776568830013275,0.5816317796707153,COMPLETE
15,0.4798763394355774,Leaky,88,340,21,0.00046145129346657833,1,0.34502471001319773,0.08859366937342543,2.203862190246582,0.4798763394355774,0.4481152296066284,COMPLETE
16,0.9176984429359436,Leaky,45,458,1,0.0027783615926678024,1,0.6708513098432723,0.013149733882729846,11.311270713806152,0.9176984429359436,-0.07576179504394531,COMPLETE
17,0.2984372079372406,Leaky,65,381,16,0.00034271424146293806,1,0.6030121911322617,0.0029844501691859405,2.0346732139587402,0.2984372079372406,0.6077148914337158,COMPLETE
18,1.7429736852645874,Tanh,88,257,24,0.010098187809730774,1,0.4482830572463902,0.0009706127692432286,10.917187690734863,1.7429736852645874,-0.9779833555221558,COMPLETE
19,0.2541441023349762,ReLU,11,173,17,0.0014357906328668817,1,0.6385487297644231,0.022054512784809126,31.631166458129883,0.2541441023349762,0.6787787675857544,COMPLETE
20,0.32803693413734436,Leaky,73,500,9,0.00032209492576637614,1,0.7985504632185786,0.02753939522244576,0.7235004305839539,0.32803693413734436,0.5057200193405151,COMPLETE
21,0.19303090870380402,Leaky,84,469,22,0.0035601717219482295,1,0.674490134993913,0.03299118424061483,10.21723747253418,0.19303090870380402,0.7737216353416443,COMPLETE
