number,value,params_activation_1,params_activation_2,params_activation_3,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_layer_3,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
53,-0.12490642070770264,Leaky,Tanh,,54,302,13,15.0,,0.018767706308822858,2,0.22500653473880594,0.00012349383254358783,8.854321479797363,7.614588737487793,-0.12490642070770264,COMPLETE
54,0.13178718090057373,Tanh,Tanh,,21,447,5,9.0,,0.04092328348718507,2,0.33180055407437425,0.00010120951797091731,2.0065202713012695,2.4764275550842285,0.13178718090057373,COMPLETE
55,-0.1901160478591919,ReLU,ReLU,,50,353,9,14.0,,0.027034916382270208,2,0.2567266451896444,0.00036518452375301796,1.4698835611343384,7.922158241271973,-0.1901160478591919,COMPLETE
56,0.09833377599716187,Sigmoid,Tanh,,43,325,7,11.0,,0.011954133241206491,2,0.2861852655239574,0.0006333762788190729,2.1818573474884033,2.135268449783325,0.09833377599716187,COMPLETE
57,-0.04666304588317871,ReLU,,,63,379,11,,,0.09421209273383635,1,0.32987549206378436,0.00019604484579520824,2.0628914833068848,2.9854259490966797,-0.04666304588317871,COMPLETE
58,0.048986613750457764,Sigmoid,Tanh,,33,274,8,9.0,,0.055987339747945064,2,0.41149752689498403,0.00015627560474940015,2.7871477603912354,3.0081827640533447,0.048986613750457764,COMPLETE
59,0.09676223993301392,Sigmoid,Tanh,,36,149,4,13.0,,0.034220281517935894,2,0.35807127586989324,5.468049860235781e-05,1.9947428703308105,2.6069467067718506,0.09676223993301392,COMPLETE
60,0.1058550477027893,Leaky,Sigmoid,,93,226,6,12.0,,0.017539597387185146,2,0.2999955212820725,0.00035437195765868025,2.0332376956939697,2.1174569129943848,0.1058550477027893,COMPLETE
61,0.11820608377456665,Sigmoid,Tanh,Leaky,57,363,24,15.0,13.0,0.04039980941034909,3,0.320761509585351,8.863407901955008e-05,2.1524624824523926,2.365150213241577,0.11820608377456665,COMPLETE
62,0.13544851541519165,Sigmoid,Tanh,Sigmoid,48,413,22,16.0,21.0,0.07106932837107877,3,0.26939490135133276,6.440398942837875e-05,1.9189203977584839,1.9530417919158936,0.13544851541519165,COMPLETE
63,0.07629126310348511,Sigmoid,Tanh,ReLU,53,385,16,14.0,15.0,0.02319850916062818,3,0.30838752638362504,9.074370929865317e-05,2.1524477005004883,2.3269355297088623,0.07629126310348511,COMPLETE
64,-0.11942362785339355,Sigmoid,Leaky,Sigmoid,72,470,20,16.0,4.0,0.04652722634952718,3,0.25497876487422383,0.00023667596053854738,1.525839924812317,7.451584815979004,-0.11942362785339355,COMPLETE
65,-0.16774249076843262,Sigmoid,Tanh,ReLU,65,439,19,19.0,9.0,0.034806285646912516,3,0.22153567114292827,3.83843005361904e-05,8.211641311645508,7.904550075531006,-0.16774249076843262,COMPLETE
66,-0.3410259485244751,Sigmoid,Tanh,Leaky,77,361,14,11.0,19.0,0.07441557246836403,3,0.24190431064993603,0.00016598236982724217,1.7461496591567993,8.96346664428711,-0.3410259485244751,COMPLETE
67,0.12547141313552856,Sigmoid,Tanh,,61,344,21,13.0,,0.026844235049926453,2,0.279983299347334,8.431401767572466e-05,2.775639533996582,1.983142614364624,0.12547141313552856,COMPLETE
68,0.1366208791732788,Tanh,Tanh,,84,241,18,14.0,,0.011059744161522436,2,0.3265379803146565,0.0001302548526059198,2.1912763118743896,2.315757989883423,0.1366208791732788,COMPLETE
69,0.14089471101760864,ReLU,ReLU,Tanh,26,425,12,18.0,12.0,0.0481819966539498,3,0.3032612172442272,2.7947306434841774e-05,2.179452896118164,2.164191484451294,0.14089471101760864,COMPLETE
70,-0.03926372528076172,Sigmoid,Leaky,,57,305,17,10.0,,0.017401480613154132,2,0.39551423574651434,4.5983900521593394e-05,2.2389984130859375,3.168102264404297,-0.03926372528076172,COMPLETE
71,0.14610987901687622,ReLU,ReLU,Tanh,30,426,12,21.0,11.0,0.04865191380258443,3,0.292820370181967,2.7968438953625097e-05,2.0239617824554443,2.022128105163574,0.14610987901687622,COMPLETE
72,-0.01698768138885498,ReLU,ReLU,Tanh,31,409,13,22.0,4.0,0.040212901104899966,3,0.2451347655365002,1.1184173033327768e-05,1.5024240016937256,6.769707679748535,-0.01698768138885498,COMPLETE
73,0.11548840999603271,ReLU,ReLU,Tanh,29,394,10,20.0,11.0,0.07266435977505929,3,0.27385255934077435,5.818600259579297e-05,2.7702486515045166,2.0057809352874756,0.11548840999603271,COMPLETE
74,0.11157071590423584,ReLU,ReLU,Tanh,43,369,15,12.0,6.0,0.023177417305887498,3,0.29674054265995975,3.3914236472780845e-05,2.1256282329559326,2.103921413421631,0.11157071590423584,COMPLETE
75,0.07628709077835083,ReLU,Tanh,Tanh,21,50,11,9.0,16.0,0.03286381857662836,3,0.3416611521790787,0.00010284369469826829,1.9522418975830078,2.6347317695617676,0.07628709077835083,COMPLETE
76,0.10058426856994629,ReLU,Tanh,,37,432,3,15.0,,0.05163755429643951,2,0.2645631935234599,2.2213776336287037e-05,2.069467782974243,2.0318009853363037,0.10058426856994629,COMPLETE
77,0.13142156600952148,Leaky,ReLU,Tanh,60,456,12,24.0,8.0,0.0791155226257207,3,0.31255863906939974,1.6601114127984596e-05,2.1106982231140137,2.1880555152893066,0.13142156600952148,COMPLETE
78,-0.3128480911254883,Sigmoid,Tanh,,69,110,21,21.0,,0.09640599597303509,2,0.24425678264260636,7.600497829713345e-05,1.5383280515670776,8.739139556884766,-0.3128480911254883,COMPLETE
79,0.0772552490234375,ReLU,Sigmoid,,14,376,8,10.0,,0.014315236892508541,2,0.3680235764581655,0.00028937185572411116,2.0981407165527344,2.663248300552368,0.0772552490234375,COMPLETE
80,0.11618214845657349,Sigmoid,Tanh,Leaky,66,328,16,12.0,3.0,0.023599874985243224,3,0.28630413823379586,4.280174162019388e-05,2.1304898262023926,2.093000888824463,0.11618214845657349,COMPLETE
81,0.1112326979637146,ReLU,ReLU,Tanh,25,423,12,18.0,11.0,0.05810046982554921,3,0.3049654047770899,3.0071253180392704e-05,2.219467878341675,2.2389137744903564,0.1112326979637146,COMPLETE
82,0.11107176542282104,ReLU,ReLU,Tanh,19,484,13,18.0,13.0,0.045367448410607907,3,0.3388190115054949,2.9677037285380628e-05,1.9959253072738647,2.5355145931243896,0.11107176542282104,COMPLETE
83,0.10447615385055542,ReLU,ReLU,Tanh,25,399,9,20.0,18.0,0.03438009312676718,3,0.2746587257846499,5.716084787215054e-05,2.887354850769043,2.0307528972625732,0.10447615385055542,COMPLETE
84,0.11869800090789795,ReLU,ReLU,Sigmoid,28,446,12,13.0,23.0,0.05035306226852403,3,0.2950885050506298,2.36867054344681e-05,2.1183435916900635,2.087043046951294,0.11869800090789795,COMPLETE
85,0.08516323566436768,ReLU,Tanh,,52,421,10,17.0,,0.026084069379070613,2,0.26035233968701915,4.6116746815130486e-05,2.0790228843688965,2.0666372776031494,0.08516323566436768,COMPLETE
86,0.1264714002609253,ReLU,ReLU,Tanh,38,261,14,11.0,13.0,0.017440817379027057,3,0.31751356690167054,7.45291615733613e-05,2.2069692611694336,2.3429811000823975,0.1264714002609253,COMPLETE
87,0.08304345607757568,Sigmoid,Tanh,,33,282,5,14.0,,0.06459171811023788,2,0.3561757518404099,1.4035873705368884e-05,2.6005265712738037,2.677278518676758,0.08304345607757568,COMPLETE
88,-0.14533841609954834,Tanh,Leaky,ReLU,48,386,11,22.0,10.0,0.03719549067156546,3,0.23451699696244924,0.00019055957095025745,1.508347511291504,7.655484199523926,-0.14533841609954834,COMPLETE
89,0.138810932636261,ReLU,Tanh,,27,355,15,8.0,,0.028454038744322105,2,0.2995174925544374,0.00010842459840521356,2.0159502029418945,2.0394129753112793,0.138810932636261,COMPLETE
90,0.11465352773666382,Sigmoid,Tanh,,87,343,7,12.0,,0.046120763800438405,2,0.2781005390281559,0.00013457222474806726,2.737356185913086,2.007673978805542,0.11465352773666382,COMPLETE
91,0.13708657026290894,Tanh,Sigmoid,,34,284,6,15.0,,0.031327402594683654,2,0.26746978293542134,0.00012539647828261252,1.9576467275619507,1.9493414163589478,0.13708657026290894,COMPLETE
92,-0.12656104564666748,Tanh,Sigmoid,,30,274,23,16.0,,0.022343981338142513,2,0.24908636617424804,0.00022229505308623486,1.3938719034194946,7.499096393585205,-0.12656104564666748,COMPLETE
93,0.11631375551223755,Tanh,Sigmoid,,23,464,6,16.0,,0.06299750263534566,2,0.28790622057906,0.000148591973509767,2.106414318084717,2.092689275741577,0.11631375551223755,COMPLETE
94,0.1464800238609314,Tanh,Sigmoid,,17,202,5,14.0,,0.02002829891387325,2,0.2587809301348865,7.265532446161914e-05,1.9595541954040527,1.9281213283538818,0.1464800238609314,COMPLETE
95,0.09678816795349121,ReLU,Sigmoid,,18,207,3,13.0,,0.019312802061306825,2,0.2584748977842544,6.550909842649268e-05,1.8870034217834473,2.0403764247894287,0.09678816795349121,COMPLETE
96,0.10068941116333008,Tanh,Tanh,,15,192,5,14.0,,0.01308911402223262,2,0.32380186143014544,5.2743740822166436e-05,2.2836122512817383,2.4121334552764893,0.10068941116333008,COMPLETE
97,0.11899060010910034,Leaky,Tanh,,20,178,7,11.0,,0.039960722192820576,2,0.31237760207218696,3.750938971194371e-05,2.2010080814361572,2.2193706035614014,0.11899060010910034,COMPLETE
98,-0.23458027839660645,Sigmoid,ReLU,,55,212,4,19.0,,0.015678859319206005,2,0.22497351381241154,9.079921089693012e-05,7.639708518981934,8.356980323791504,-0.23458027839660645,COMPLETE
99,0.13324326276779175,ReLU,Tanh,Tanh,44,160,1,12.0,2.0,0.05358214520496465,3,0.28708953734964576,3.030544143274663e-05,1.9719101190567017,2.052597999572754,0.13324326276779175,COMPLETE
100,0.1259259581565857,Sigmoid,Sigmoid,,26,237,9,13.0,,0.08343808369077928,2,0.3411816824090312,7.166075486467743e-05,2.0130460262298584,2.49314546585083,0.1259259581565857,COMPLETE
101,0.13281655311584473,Tanh,Sigmoid,,23,306,8,16.0,,0.03342099528226938,2,0.2680528673023399,0.00010039197137395621,1.9538638591766357,1.9589874744415283,0.13281655311584473,COMPLETE
102,0.14484131336212158,Tanh,Sigmoid,,39,429,10,15.0,,0.02044372117578319,2,0.2574026026522062,0.00011540353668145372,1.920335054397583,1.9318231344223022,0.14484131336212158,COMPLETE
103,-0.1431065797805786,Tanh,Sigmoid,,10,249,11,15.0,,0.009853194428580939,2,0.25302631796091485,0.00015415653684808624,1.512231469154358,7.609233379364014,-0.1431065797805786,COMPLETE
104,-0.09424877166748047,Tanh,Sigmoid,,39,437,10,14.0,,0.02085137462497288,2,0.2362868601788928,4.8861924114343186e-05,1.5058664083480835,7.313998699188232,-0.09424877166748047,COMPLETE
105,0.12660109996795654,Tanh,Tanh,,42,415,10,11.0,,0.02604255666189391,2,0.3026607147568847,8.145111047780807e-05,2.269308090209961,2.2001988887786865,0.12660109996795654,COMPLETE
106,0.1340656876564026,ReLU,Tanh,,32,392,12,17.0,,0.04349853774788963,2,0.28184927133494747,0.00010817457487323007,2.762671947479248,1.963653564453125,0.1340656876564026,COMPLETE
107,-0.18392634391784668,Sigmoid,Leaky,,35,425,20,12.0,,0.019543784466104646,2,0.2520033530793926,0.00017702334247065554,1.2852452993392944,7.880955696105957,-0.18392634391784668,COMPLETE
108,0.11943799257278442,Tanh,Tanh,,30,409,13,10.0,,0.011818512339874018,2,0.3284604324946372,6.428414310421173e-05,2.1777536869049072,2.3618459701538086,0.11943799257278442,COMPLETE
109,0.21499407291412354,ReLU,Sigmoid,Sigmoid,47,319,9,13.0,1.0,0.015048482223362275,3,0.2754053504239026,3.7586865891965946e-05,2.496756076812744,1.7801347970962524,0.21499407291412354,COMPLETE
110,0.10959917306900024,Sigmoid,Sigmoid,,46,291,8,9.0,,0.015227165312808029,2,0.27187057267108045,4.186845404842679e-05,2.815082550048828,2.0191354751586914,0.10959917306900024,COMPLETE
111,0.31202441453933716,ReLU,Sigmoid,Sigmoid,41,324,9,13.0,1.0,0.007355436141947869,3,0.2921167244125925,1.880863552041336e-05,1.481418490409851,1.6292197704315186,0.31202441453933716,COMPLETE
112,0.33249205350875854,ReLU,Sigmoid,Sigmoid,50,313,9,13.0,1.0,0.007484505470222191,3,0.2617298766785883,1.7549565556952193e-05,1.365866780281067,1.507915735244751,0.33249205350875854,COMPLETE
113,0.3369266986846924,ReLU,Sigmoid,Sigmoid,50,313,9,13.0,1.0,0.008323164410320253,3,0.26021702338712266,2.022341405094442e-05,1.4089810848236084,1.497897982597351,0.3369266986846924,COMPLETE
114,0.048246562480926514,ReLU,Sigmoid,Sigmoid,49,319,9,13.0,1.0,0.007408862280168336,3,0.2441405951950289,1.8103637262709134e-05,1.6609212160110474,6.3354668617248535,0.048246562480926514,COMPLETE
115,-0.2440319061279297,ReLU,Sigmoid,Sigmoid,47,300,7,14.0,2.0,0.005550685739069748,3,0.2259169222125098,2.0570919199569363e-05,9.161091804504395,8.420958518981934,-0.2440319061279297,COMPLETE
116,0.28808218240737915,ReLU,Sigmoid,Sigmoid,51,312,8,13.0,1.0,0.011828450579543936,3,0.2595185048240698,1.4277485720249592e-05,1.6828687191009521,1.6082388162612915,0.28808218240737915,COMPLETE
117,-0.2019033432006836,ReLU,Sigmoid,Sigmoid,51,313,8,13.0,1.0,0.010315718437110528,3,0.21473722811929316,1.0657025289128598e-05,8.614724159240723,8.135787010192871,-0.2019033432006836,COMPLETE
118,0.09846419095993042,ReLU,Sigmoid,Sigmoid,45,324,9,12.0,3.0,0.004685825749559663,3,0.23754690602912215,1.658827795893959e-05,1.4384363889694214,6.025898456573486,0.09846419095993042,COMPLETE
119,0.3451343774795532,ReLU,Sigmoid,Sigmoid,50,335,7,2.0,1.0,0.008228489934910965,3,0.2660782075516948,2.4488560447937577e-05,1.4313318729400635,1.4793566465377808,0.3451343774795532,COMPLETE
120,0.33767151832580566,ReLU,Sigmoid,Sigmoid,50,336,7,2.0,1.0,0.008608590477724939,3,0.2666079077658661,2.477064241505877e-05,1.4637726545333862,1.4962153434753418,0.33767151832580566,COMPLETE
121,0.24435406923294067,ReLU,Sigmoid,Sigmoid,51,335,6,1.0,1.0,0.00811852207144118,3,0.2624469435449571,2.416189724188469e-05,1.1370946168899536,1.7070215940475464,0.24435406923294067,COMPLETE
122,-0.15275466442108154,ReLU,Sigmoid,Sigmoid,50,336,7,1.0,1.0,0.007918566935967698,3,0.2760367212790823,2.3401414225228078e-05,1.0009794235229492,2.614067554473877,-0.15275466442108154,COMPLETE
123,-0.05044400691986084,ReLU,Sigmoid,Sigmoid,52,312,6,4.0,2.0,0.0067665450237395265,3,0.24558410195389066,1.3724021956180774e-05,1.7878223657608032,6.9924139976501465,-0.05044400691986084,COMPLETE
124,0.28985595703125,ReLU,Sigmoid,Sigmoid,56,331,8,2.0,2.0,0.009068115014565233,3,0.26833036114537934,1.5044101874629677e-05,1.686598300933838,1.6042317152023315,0.28985595703125,COMPLETE
125,0.30348557233810425,ReLU,Sigmoid,Sigmoid,56,330,8,2.0,2.0,0.00836687502162059,3,0.26660470032438116,1.5456075571313742e-05,1.6002533435821533,1.5734422206878662,0.30348557233810425,COMPLETE
126,0.24724751710891724,ReLU,Sigmoid,Sigmoid,56,347,8,3.0,2.0,0.008765826866023759,3,0.2646448390356473,1.4889308921473615e-05,1.7919275760650635,1.7004852294921875,0.24724751710891724,COMPLETE
127,0.29899781942367554,ReLU,Sigmoid,Sigmoid,55,346,8,2.0,2.0,0.008121497055299758,3,0.2684372316729309,1.2853525995360962e-05,1.6229946613311768,1.5835801362991333,0.29899781942367554,COMPLETE
128,0.10782283544540405,ReLU,Sigmoid,Sigmoid,56,347,7,2.0,2.0,0.008445810404810681,3,0.2660108190514815,1.30131657782678e-05,2.036642551422119,2.015448808670044,0.10782283544540405,COMPLETE
129,-0.05609714984893799,ReLU,Sigmoid,Sigmoid,59,331,8,2.0,1.0,0.009945086904581008,3,0.22970995864294363,1.5501609398351757e-05,1.829010009765625,7.058992385864258,-0.05609714984893799,COMPLETE
130,-0.16188263893127441,ReLU,Sigmoid,Sigmoid,55,341,9,2.0,3.0,0.00686157818605993,3,0.24176849265776926,1.8404295329718277e-05,1.6651793718338013,7.766066551208496,-0.16188263893127441,COMPLETE
131,0.20181787014007568,ReLU,Sigmoid,Sigmoid,53,323,8,1.0,1.0,0.008312277327464774,3,0.27824498900641076,1.4808855842538828e-05,1.495892882347107,1.810014009475708,0.20181787014007568,COMPLETE
132,0.20481222867965698,ReLU,Sigmoid,Sigmoid,53,333,8,1.0,1.0,0.008583915406137333,3,0.27533717139677766,1.0556236028086224e-05,1.5648833513259888,1.8032238483428955,0.20481222867965698,COMPLETE
133,0.2644190788269043,ReLU,Sigmoid,Sigmoid,50,334,9,3.0,2.0,0.005399347993380459,3,0.2634095430890222,1.0246597454994989e-05,1.2198189496994019,1.6616942882537842,0.2644190788269043,COMPLETE
134,0.014728128910064697,ReLU,Sigmoid,Sigmoid,48,350,9,3.0,3.0,0.0059080804977818405,3,0.2519283861483915,1.2290145008659285e-05,1.6956696510314941,6.558587074279785,0.014728128910064697,COMPLETE
