number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.1062783002853394,ReLU,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,2.4341180324554443,1.1062783002853394,-0.09125113487243652,COMPLETE
1,0.8354027271270752,ReLU,88,76,24,1.2087541473056957e-05,1,0.3490285460630004,0.006796578090758156,2.983971357345581,0.8354027271270752,0.13640153408050537,COMPLETE
2,0.5412791967391968,ReLU,29,425,13,0.00016480446427978953,1,0.14595006988277215,5.415244119402538e-05,1.2324023246765137,0.5412791967391968,0.455730676651001,COMPLETE
3,0.5432102680206299,ReLU,36,244,9,0.00014742753159914678,1,0.3569095943771272,3.613894271216525e-05,3.1934120655059814,0.5432102680206299,0.4420194625854492,COMPLETE
4,0.5030302405357361,ReLU,81,255,2,0.00234238498471129,1,0.1514688727422765,0.0011400863701127321,1.186335563659668,0.5030302405357361,0.4837794899940491,COMPLETE
5,0.46577906608581543,ReLU,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,1.1558555364608765,0.46577906608581543,0.5426619052886963,COMPLETE
6,0.6738613843917847,ReLU,18,187,12,3.077180271250682e-05,1,0.4148814287315354,0.00057624872164786,2.0576674938201904,0.6738613843917847,0.345390260219574,COMPLETE
7,0.9834585785865784,ReLU,92,65,13,0.00017654048052495074,1,0.17127801069727153,0.004467752817973905,1.1167606115341187,0.9834585785865784,-0.02402198314666748,COMPLETE
8,0.2914296090602875,ReLU,26,296,22,0.057279044707996205,1,0.7509692752447114,0.012604664585649461,1.3432214260101318,0.2914296090602875,0.7039852142333984,COMPLETE
9,1.2878425121307373,ReLU,93,319,8,1.5167330688076188e-05,1,0.12020338353108916,6.080390190296599e-05,10.816691398620605,1.2878425121307373,-0.1855252981185913,COMPLETE
10,0.45900678634643555,ReLU,53,476,19,0.08619793555713155,1,0.7508950765561601,0.05997863556602807,1.896321177482605,0.45900678634643555,0.5039783716201782,COMPLETE
11,0.5283879041671753,ReLU,55,491,19,0.0962071942938879,1,0.7718455602811504,0.0975862618615181,1.857756495475769,0.5283879041671753,0.421250581741333,COMPLETE
12,0.27777644991874695,ReLU,49,398,19,0.01992547448238149,1,0.7942435733340287,0.019606799463014666,1.0721486806869507,0.27777644991874695,0.7317287921905518,COMPLETE
13,0.27706071734428406,ReLU,45,388,23,0.01299013225333428,1,0.5690727139779131,0.014566096837677395,0.9426590800285339,0.27706071734428406,0.7327885627746582,COMPLETE
14,0.28925132751464844,ReLU,72,385,16,0.009480137103313684,1,0.5537861233570074,0.026658919275376683,1.1953009366989136,0.28925132751464844,0.7277341485023499,COMPLETE
15,0.28470203280448914,ReLU,46,383,24,0.010967318120403292,1,0.5833613490590117,0.019998964619163395,1.2409143447875977,0.28470203280448914,0.716731071472168,COMPLETE
16,0.25694939494132996,ReLU,66,379,16,0.01357481156105657,1,0.249042070777597,0.012056442184810856,0.9213079214096069,0.25694939494132996,0.7282265424728394,COMPLETE
17,0.255941778421402,ReLU,67,440,16,0.0022824118180728064,1,0.25434726165782007,0.006704462796644968,1.0758346319198608,0.255941778421402,0.7300913333892822,COMPLETE
18,0.31409507989883423,ReLU,68,435,16,0.0027355195621892787,1,0.23549200865712372,0.0026180508909222134,1.1643553972244263,0.31409507989883423,0.6738626956939697,COMPLETE
19,0.32556018233299255,ReLU,66,343,15,0.0009108073183461721,1,0.245428081417935,0.00044894583923532524,1.171553134918213,0.32556018233299255,0.6632452011108398,COMPLETE
20,0.3133203089237213,ReLU,77,454,8,0.004314051670634083,1,0.21069715799345354,0.008330124024318602,0.9943357706069946,0.3133203089237213,0.6699612736701965,COMPLETE
21,0.2972632646560669,ReLU,63,359,17,0.026805985922090936,1,0.2988144774950266,0.02912085928649263,3.9338176250457764,0.2972632646560669,0.6844599843025208,COMPLETE
22,0.2646333873271942,ReLU,41,424,21,0.006342157145377839,1,0.2972596228165796,0.009339063703383823,1.5861092805862427,0.2646333873271942,0.7214735150337219,COMPLETE
23,0.25292885303497314,ReLU,60,496,21,0.0062940324487592,1,0.2946052728422908,0.005320445324953071,1.6476200819015503,0.25292885303497314,0.7276057004928589,COMPLETE
24,0.27185967564582825,ReLU,60,498,11,0.0013031953035524608,1,0.19537973341917228,0.003882249799303368,0.777272641658783,0.27185967564582825,0.7208224534988403,COMPLETE
25,0.2696503698825836,ReLU,83,456,17,0.005027826139762488,1,0.26871966797347363,0.001743649293886397,1.403706431388855,0.2696503698825836,0.713470458984375,COMPLETE
26,0.24969972670078278,ReLU,73,465,14,0.033074875215484974,1,0.22399590394361563,0.004540276321495937,0.9868441820144653,0.24969972670078278,0.724946141242981,COMPLETE
27,0.27360421419143677,ReLU,74,152,14,0.02540997604084936,1,0.2006407631071611,0.0051024962318988384,0.7738690972328186,0.27360421419143677,0.7033580541610718,COMPLETE
28,0.23961083590984344,ReLU,59,472,10,0.03882097204282014,1,0.2967978270940688,0.0014728742851448644,2.03332257270813,0.23961083590984344,0.7422418594360352,COMPLETE
29,0.2672709822654724,ReLU,100,473,7,0.04023437051510955,1,0.3515666522260606,0.0020434587069222505,2.323451519012451,0.2672709822654724,0.7214428186416626,COMPLETE
