number,value,params_activation_1,params_activation_2,params_activation_3,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_layer_3,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,-0.5074832439422607,Leaky,ReLU,,96,218,2,21.0,,4.207053950287933e-05,2,0.4582013868952863,4.207988669606632e-05,1.285719871520996,1.8320894241333008,-0.5074832439422607,COMPLETE
1,-0.38398730754852295,Sigmoid,,,57,187,8,,,3.613894271216525e-05,1,0.2455190648560464,0.0028016351587162596,1.465460181236267,2.488360643386841,-0.38398730754852295,COMPLETE
2,-0.03735148906707764,ReLU,Sigmoid,,63,281,23,24.0,,1.8205657658407255e-05,2,0.1101409714381911,4.809461967501571e-05,2.3501765727996826,1.4935225248336792,-0.03735148906707764,COMPLETE
3,0.30539560317993164,ReLU,,,33,460,5,,,0.0015375920235481753,1,0.3965676111103478,0.0012030178871154666,7.186141014099121,0.8629274368286133,0.30539560317993164,COMPLETE
4,-0.043492674827575684,Tanh,,,93,319,10,,,0.0002001342062287998,1,0.12020338353108916,1.5167330688076188e-05,1.7088377475738525,1.4456965923309326,-0.043492674827575684,COMPLETE
5,0.26555609703063965,Tanh,,,22,294,5,,,0.012273800987852962,1,0.5302199457161924,0.08862326508576249,2.0804007053375244,0.866763174533844,0.26555609703063965,COMPLETE
6,-0.2005680799484253,Leaky,,,16,397,8,,,0.0031130959561221226,1,0.210730214941013,0.028340904295147733,1.9617481231689453,2.223562002182007,-0.2005680799484253,COMPLETE
7,0.13614845275878906,ReLU,,,90,337,14,,,0.011044350847124691,1,0.2669639199434048,0.007128188058401363,3.2137718200683594,1.204404592514038,0.13614845275878906,COMPLETE
8,-0.2482457160949707,Tanh,Sigmoid,,19,61,22,6.0,,0.0010821382910613986,2,0.10675380978520228,0.00018089390092767128,1.2507792711257935,1.7971566915512085,-0.2482457160949707,COMPLETE
9,0.1227453351020813,ReLU,,,89,335,20,,,0.0014367095138664223,1,0.5318488266777274,0.03717371747825049,1.8133776187896729,1.0353031158447266,0.1227453351020813,COMPLETE
10,0.550126314163208,Sigmoid,Leaky,Sigmoid,41,491,15,1.0,22.0,0.04272274816226783,3,0.7508950765561601,0.0003880040916855645,0.6538406610488892,0.43329107761383057,0.550126314163208,COMPLETE
11,0.25354260206222534,Sigmoid,Leaky,Sigmoid,36,489,16,1.0,24.0,0.09841234182097645,3,0.7806898761633211,0.0006361693808510039,0.9198625683784485,0.6105375289916992,0.25354260206222534,COMPLETE
12,0.11630606651306152,Sigmoid,Tanh,Sigmoid,44,496,17,12.0,18.0,0.08218158720191678,3,0.7746148365854709,0.0009090598211961589,0.8804311752319336,0.7227851152420044,0.11630606651306152,COMPLETE
13,-0.22454428672790527,Sigmoid,Leaky,Tanh,37,419,1,10.0,4.0,0.00024611942159701266,3,0.3828601715687043,0.00032264650173620635,1.5982146263122559,1.449616551399231,-0.22454428672790527,COMPLETE
14,-0.10333085060119629,ReLU,Leaky,ReLU,70,434,11,1.0,12.0,0.014181970890340824,3,0.3380583357795476,0.0027355195621892787,0.9998782277107239,1.5424585342407227,-0.10333085060119629,COMPLETE
15,-0.12163412570953369,Sigmoid,ReLU,,45,449,5,17.0,,0.0037608456833460482,2,0.6340363040891792,0.00025380330709414887,3.346972942352295,1.1068800687789917,-0.12163412570953369,COMPLETE
16,0.12897968292236328,ReLU,Tanh,,30,380,13,7.0,,0.040797034415661425,2,0.403236006822874,0.002121746590233763,5.887063980102539,1.134538173675537,0.12897968292236328,COMPLETE
17,-0.232263445854187,Leaky,Leaky,Leaky,10,230,16,16.0,24.0,0.0004374029324858842,3,0.6475065561368731,0.00012740107154366053,1.533870816230774,1.120383858680725,-0.232263445854187,COMPLETE
18,0.17296475172042847,ReLU,Leaky,,76,116,5,5.0,,0.03108634868900228,2,0.32490004144002765,0.0006115345706669888,4.90180778503418,1.0878311395645142,0.17296475172042847,COMPLETE
19,0.1755179762840271,Sigmoid,Tanh,Sigmoid,49,368,18,17.0,13.0,0.004987842420423531,3,0.4926489234175645,0.008555551876325803,1.1506397724151611,1.0291540622711182,0.1755179762840271,COMPLETE
20,-0.04529166221618652,ReLU,ReLU,,30,471,9,10.0,,0.0021094166760970987,2,0.6290623415912513,0.0017707682782383222,1.7315304279327393,1.0315419435501099,-0.04529166221618652,COMPLETE
21,0.2522299885749817,Tanh,,,25,276,5,,,0.01036863562926202,1,0.5140748031142252,0.07430413858903533,1.2310945987701416,0.9648388624191284,0.2522299885749817,COMPLETE
22,-0.34076249599456787,Tanh,,,37,448,3,,,0.022801097715352152,1,0.4348442586868428,0.008621145168922144,2.5186593532562256,1.609926462173462,-0.34076249599456787,COMPLETE
23,0.06360256671905518,Tanh,,,21,158,7,,,0.006304338938498747,1,0.6260667712899866,0.07910696768059641,1.1830987930297852,0.9738044738769531,0.06360256671905518,COMPLETE
24,0.33856308460235596,Tanh,,,54,408,12,,,0.036504496458905744,1,0.5381629604965885,0.01897360067760316,1.9522954225540161,0.7806031107902527,0.33856308460235596,COMPLETE
25,-0.20335304737091064,Tanh,Sigmoid,,52,403,12,3.0,,0.03162223092531739,2,0.7549276735966545,0.0005190792737763367,1.2470563650131226,1.1589967012405396,-0.20335304737091064,COMPLETE
26,0.36848944425582886,Sigmoid,,,57,465,14,,,0.051454260345649476,1,0.5661055862094443,0.0009375817551210931,1.8176063299179077,0.7086483836174011,0.36848944425582886,COMPLETE
27,0.32030296325683594,Sigmoid,Leaky,,61,497,14,8.0,,0.06298561220203344,2,0.5662219756210158,0.004901046769794702,2.545154094696045,0.7627207040786743,0.32030296325683594,COMPLETE
28,0.434049129486084,Sigmoid,,,74,360,19,,,0.0401011522980778,1,0.6877571315957637,0.0010307544222490713,0.648723304271698,0.5570313334465027,0.434049129486084,COMPLETE
29,0.4013679027557373,Sigmoid,Leaky,Leaky,72,362,19,14.0,1.0,0.057438322244721375,3,0.7181331972188316,0.0011415986369002575,0.6801053285598755,0.6454483270645142,0.4013679027557373,COMPLETE
30,0.2214844822883606,Sigmoid,Leaky,Leaky,82,350,20,14.0,1.0,0.08872190749483633,3,0.7011839191236008,9.809872359848272e-05,0.768845796585083,0.7915364503860474,0.2214844822883606,COMPLETE
31,0.4748413562774658,Sigmoid,Leaky,Leaky,68,251,18,20.0,8.0,0.05167748865270072,3,0.6928526342793451,0.0011273871774629394,0.724641740322113,0.5168820023536682,0.4748413562774658,COMPLETE
32,0.2381589412689209,Sigmoid,Leaky,Leaky,70,242,19,20.0,7.0,0.01952410153938395,3,0.7982536307404142,0.0003735862479150011,1.047499418258667,0.6559818387031555,0.2381589412689209,COMPLETE
33,0.27664774656295776,Sigmoid,Leaky,Leaky,80,259,24,20.0,9.0,0.048553672261138256,3,0.6979075834201107,0.0015409906038228545,0.8320398330688477,0.7119520306587219,0.27664774656295776,COMPLETE
