number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_a_3,params_batch_size,params_l_1,params_l_2,params_l_3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,user_attrs_mse,user_attrs_r2,state
273,0.20042382180690765,2023-10-31 17:48:57.839966,2023-10-31 17:48:58.331545,0 days 00:00:00.491579,Tanh,Leaky,Tanh,45,10,21.0,16.0,0.016413571519930746,3,110,0.6040158592809731,0.0009357174252200649,167.72539944118924,tensor(0.2004),tensor(0.8221),COMPLETE
274,0.17219054698944092,2023-10-31 17:48:58.331962,2023-10-31 17:48:59.207724,0 days 00:00:00.875762,Tanh,ReLU,Tanh,23,6,12.0,17.0,0.008142608427515477,3,261,0.7661994505262893,0.0003205011769619036,97.7928083703873,tensor(0.1722),tensor(0.8454),COMPLETE
275,0.17392796277999878,2023-10-31 17:48:59.208127,2023-10-31 17:48:59.405553,0 days 00:00:00.197426,ReLU,Leaky,Tanh,47,24,22.0,19.0,0.01081019908471012,3,283,0.6347848710871763,0.00010910519983064249,77.18992815519634,tensor(0.1739),tensor(0.8283),COMPLETE
276,0.15867948532104492,2023-10-31 17:48:59.405965,2023-10-31 17:48:59.852199,0 days 00:00:00.446234,Tanh,Leaky,Tanh,43,11,19.0,18.0,0.01303534309835287,3,234,0.7318607583850082,0.0006175942674116852,68.36580257415771,tensor(0.1587),tensor(0.8521),COMPLETE
277,0.1491464376449585,2023-10-31 17:48:59.852610,2023-10-31 17:49:00.120363,0 days 00:00:00.267753,ReLU,Leaky,ReLU,48,23,22.0,23.0,0.014531234206035408,3,301,0.6925243565086963,0.0004633300369062825,75.87279657217172,tensor(0.1491),tensor(0.8539),COMPLETE
278,0.185721755027771,2023-10-31 17:49:00.120775,2023-10-31 17:49:00.499538,0 days 00:00:00.378763,Tanh,ReLU,Tanh,52,24,21.0,16.0,0.010653054571160411,3,219,0.5688534915817551,5.453355825834829e-05,180.95390383402506,tensor(0.1857),tensor(0.8370),COMPLETE
279,0.15519922971725464,2023-10-31 17:49:00.499982,2023-10-31 17:49:01.385985,0 days 00:00:00.886003,Tanh,Sigmoid,Tanh,37,9,23.0,18.0,0.00662345924101604,3,253,0.6596137823523579,0.0002717537138942542,84.51213626861572,tensor(0.1552),tensor(0.8589),COMPLETE
280,0.151659294962883,2023-10-31 17:49:01.386410,2023-10-31 17:49:01.815399,0 days 00:00:00.428989,ReLU,Leaky,Tanh,41,23,20.0,17.0,0.00874156060820871,3,240,0.7199423121869124,0.00015029450070109377,70.62301615122202,tensor(0.1517),tensor(0.8574),COMPLETE
281,0.15852542221546173,2023-10-31 17:49:01.815790,2023-10-31 17:49:02.615577,0 days 00:00:00.799787,Sigmoid,,,45,24,,,0.01814127444745261,1,291,0.6717872191382246,7.494030655375e-05,77.34364997016058,tensor(0.1585),tensor(0.8549),COMPLETE
282,0.20721425116062164,2023-10-31 17:49:02.615958,2023-10-31 17:49:03.103156,0 days 00:00:00.487198,Tanh,Leaky,Tanh,26,22,22.0,24.0,0.01419138660389306,3,275,0.44434663701494276,0.001336588322012582,124.59744737413195,tensor(0.2072),tensor(0.8060),COMPLETE
283,0.17426113784313202,2023-10-31 17:49:03.103544,2023-10-31 17:49:03.424472,0 days 00:00:00.320928,ReLU,Leaky,Tanh,43,20,18.0,20.0,0.009530749970900643,3,266,0.6293124687275063,0.0007799710006830726,84.15790754748929,tensor(0.1743),tensor(0.8372),COMPLETE
284,0.16558122634887695,2023-10-31 17:49:03.424882,2023-10-31 17:49:03.897035,0 days 00:00:00.472153,Tanh,ReLU,Sigmoid,55,24,23.0,15.0,0.007272036248382761,3,226,0.7666744427686636,0.00012339606436534214,83.04654515043218,tensor(0.1656),tensor(0.8533),COMPLETE
285,0.15277355909347534,2023-10-31 17:49:03.897502,2023-10-31 17:49:04.687409,0 days 00:00:00.789907,Tanh,Leaky,Leaky,29,23,24.0,18.0,0.023804568134948856,3,285,0.6919315768196251,8.95895396908315e-05,90.16320384632458,tensor(0.1528),tensor(0.8485),COMPLETE
286,0.2747359275817871,2023-10-31 17:49:04.687841,2023-10-31 17:49:04.904812,0 days 00:00:00.216971,ReLU,Leaky,Tanh,49,8,21.0,17.0,0.01152271000217793,3,239,0.3634703037295915,0.0003994063739950442,108.40233590867784,tensor(0.2747),tensor(0.7654),COMPLETE
287,0.1780557483434677,2023-10-31 17:49:04.905211,2023-10-31 17:49:06.130968,0 days 00:00:01.225757,Tanh,Tanh,Tanh,47,23,17.0,16.0,0.0019239804692447948,3,214,0.738811290041068,6.296684684745264e-05,91.39258798738805,tensor(0.1781),tensor(0.8384),COMPLETE
288,0.16635359823703766,2023-10-31 17:49:06.131359,2023-10-31 17:49:06.583236,0 days 00:00:00.451877,ReLU,Leaky,Tanh,40,11,22.0,18.0,0.01570393973657338,3,321,0.6495085786250776,0.00029894424572202545,78.31754157656715,tensor(0.1664),tensor(0.8417),COMPLETE
289,0.15231631696224213,2023-10-31 17:49:06.583639,2023-10-31 17:49:07.756220,0 days 00:00:01.172581,Tanh,ReLU,Tanh,21,22,21.0,19.0,0.006217601435971743,3,257,0.7184838294733211,4.8038798809457596e-05,74.31738149924357,tensor(0.1523),tensor(0.8582),COMPLETE
290,0.20995351672172546,2023-10-31 17:49:07.756647,2023-10-31 17:49:08.065302,0 days 00:00:00.308655,Leaky,Leaky,Tanh,45,13,20.0,24.0,0.012681074325651917,3,247,0.4104832770799594,0.00018158479485278506,124.27771061024767,tensor(0.2100),tensor(0.8116),COMPLETE
291,0.211261585354805,2023-10-31 17:49:08.065699,2023-10-31 17:49:08.388963,0 days 00:00:00.323264,Tanh,Leaky,Tanh,42,21,22.0,16.0,0.009448228678697664,3,277,0.6045403594348174,0.00024776557275581467,169.0791242194898,tensor(0.2113),tensor(0.8091),COMPLETE
292,0.2495897114276886,2023-10-31 17:49:08.389361,2023-10-31 17:49:09.007768,0 days 00:00:00.618407,ReLU,ReLU,Tanh,24,24,21.0,17.0,0.001178802903999286,3,414,0.38117360801858197,0.00010094723552881795,143.63648986816406,tensor(0.2496),tensor(0.7949),COMPLETE
293,0.22625228762626648,2023-10-31 17:49:09.008153,2023-10-31 17:49:09.133328,0 days 00:00:00.125175,Leaky,Leaky,Tanh,62,23,22.0,10.0,0.01997960495079707,3,293,0.40541083192457406,0.0018678916616278866,112.30472145080566,tensor(0.2263),tensor(0.8012),COMPLETE
294,0.14142447710037231,2023-10-31 17:49:09.133727,2023-10-31 17:49:09.996973,0 days 00:00:00.863246,Tanh,Leaky,Tanh,38,23,23.0,20.0,0.0076568007245003825,3,227,0.7026124029084216,1.1914912898187426e-05,66.17789861600693,tensor(0.1414),tensor(0.8668),COMPLETE
295,0.15061362087726593,2023-10-31 17:49:09.997414,2023-10-31 17:49:10.692683,0 days 00:00:00.695269,Tanh,Leaky,Tanh,36,24,23.0,23.0,0.005356432424021585,3,482,0.6709606213017257,1.3893039831357336e-05,72.11778114581931,tensor(0.1506),tensor(0.8573),COMPLETE
296,0.1502271443605423,2023-10-31 17:49:10.693093,2023-10-31 17:49:11.162000,0 days 00:00:00.468907,ReLU,Leaky,Tanh,34,22,24.0,20.0,0.008025265804610552,3,221,0.6976688979872581,1.8468555657079847e-05,81.86791033063616,tensor(0.1502),tensor(0.8586),COMPLETE
297,0.15834465622901917,2023-10-31 17:49:11.162408,2023-10-31 17:49:11.567009,0 days 00:00:00.404601,Leaky,ReLU,Tanh,38,23,23.0,21.0,0.0068443029988630435,3,207,0.6433382915549919,1.388474528514775e-05,79.25816663106282,tensor(0.1583),tensor(0.8540),COMPLETE
298,0.21467798948287964,2023-10-31 17:49:11.567448,2023-10-31 17:49:11.806437,0 days 00:00:00.238989,Tanh,Leaky,Leaky,71,4,23.0,9.0,0.008875672482099762,3,236,0.4244471229870112,1.5253641140568766e-05,1274.363126627604,tensor(0.2147),tensor(0.8069),COMPLETE
299,0.2026025801897049,2023-10-31 17:49:11.806860,2023-10-31 17:49:12.158887,0 days 00:00:00.352027,Leaky,Leaky,Tanh,51,24,22.0,24.0,0.006106028801464482,3,228,0.4750909577398639,2.2879736363860887e-05,269.85172668457034,tensor(0.2026),tensor(0.8215),COMPLETE
300,0.14469575881958008,2023-10-31 17:49:12.159387,2023-10-31 17:49:12.581021,0 days 00:00:00.421634,ReLU,ReLU,Tanh,39,10,21.0,16.0,0.02641328251160009,3,306,0.672370876804878,1.9008347964246506e-05,85.34691310573268,tensor(0.1447),tensor(0.8528),COMPLETE
301,0.16437993943691254,2023-10-31 17:49:12.581412,2023-10-31 17:49:12.972294,0 days 00:00:00.390882,ReLU,ReLU,Tanh,39,10,21.0,16.0,0.02561913595196192,3,197,0.7729145318504437,1.516135520096946e-05,109.3786616007487,tensor(0.1644),tensor(0.8515),COMPLETE
302,0.1913338601589203,2023-10-31 17:49:12.972686,2023-10-31 17:49:13.297740,0 days 00:00:00.325054,ReLU,ReLU,Tanh,36,24,20.0,20.0,0.01940368158812008,3,372,0.6227800459878332,2.3948893953395733e-05,101.50294276646206,tensor(0.1913),tensor(0.8135),COMPLETE
303,0.23633305728435516,2023-10-31 17:49:13.298134,2023-10-31 17:49:13.422922,0 days 00:00:00.124788,ReLU,ReLU,Tanh,39,9,19.0,15.0,0.025002148862280988,3,87,0.16087654464998602,2.0480282942918973e-05,255.50362716182585,tensor(0.2363),tensor(0.7508),COMPLETE
304,0.150014266371727,2023-10-31 17:49:13.423394,2023-10-31 17:49:13.837681,0 days 00:00:00.414287,ReLU,ReLU,Tanh,33,11,21.0,21.0,0.02856097374572021,3,218,0.7426607627653503,1.0064557931135581e-05,80.09121191090551,tensor(0.1500),tensor(0.8444),COMPLETE
305,0.1469992846250534,2023-10-31 17:49:13.838123,2023-10-31 17:49:14.222344,0 days 00:00:00.384221,ReLU,ReLU,ReLU,38,17,21.0,16.0,0.016471832755865664,3,228,0.7020337854696709,1.373736514847602e-05,79.46170330047607,tensor(0.1470),tensor(0.8445),COMPLETE
306,0.2588728964328766,2023-10-31 17:49:14.222788,2023-10-31 17:49:14.393661,0 days 00:00:00.170873,ReLU,ReLU,Tanh,41,23,20.0,17.0,0.013004629565750075,3,209,0.3571521302192467,2.8196014804750276e-05,140.16475550333658,tensor(0.2589),tensor(0.7741),COMPLETE
307,0.15968544781208038,2023-10-31 17:49:14.394143,2023-10-31 17:49:14.885646,0 days 00:00:00.491503,Tanh,ReLU,Tanh,56,24,22.0,16.0,0.004774610484383934,3,298,0.65792237198895,1.1393753897305854e-05,100.46858603267346,tensor(0.1597),tensor(0.8514),COMPLETE
308,0.25146785378456116,2023-10-31 17:49:14.886055,2023-10-31 17:49:15.087865,0 days 00:00:00.201810,Sigmoid,Sigmoid,Tanh,82,23,20.0,14.0,0.021009786454061687,3,500,0.24796320579166614,1.090332125066512e-05,101.03546659029448,tensor(0.2515),tensor(0.7497),COMPLETE
309,0.1878463327884674,2023-10-31 17:49:15.088261,2023-10-31 17:49:16.280842,0 days 00:00:01.192581,Tanh,Leaky,Tanh,27,24,21.0,19.0,0.0025088874646846467,3,285,0.5779647681905903,3.175852751768562e-05,102.18134673098301,tensor(0.1878),tensor(0.8345),COMPLETE
310,0.2867572009563446,2023-10-31 17:49:16.281259,2023-10-31 17:49:16.352229,0 days 00:00:00.070970,ReLU,ReLU,Tanh,41,23,8.0,13.0,0.01078229396280385,3,308,0.11172888397088523,1.7800277443360294e-05,74.5380365708295,tensor(0.2868),tensor(0.7217),COMPLETE
311,0.14832237362861633,2023-10-31 17:49:16.352617,2023-10-31 17:49:16.781369,0 days 00:00:00.428752,Tanh,Leaky,Sigmoid,44,24,21.0,17.0,0.01541466738795147,3,338,0.6874477354924096,1.9439226926279045e-05,73.9839931488037,tensor(0.1483),tensor(0.8629),COMPLETE
312,0.2450026571750641,2023-10-31 17:49:16.781813,2023-10-31 17:49:16.914550,0 days 00:00:00.132737,ReLU,Tanh,Tanh,53,10,22.0,8.0,0.00745107777109524,3,241,0.30478474058434113,4.02878880419254e-05,107.67000610351562,tensor(0.2450),tensor(0.7785),COMPLETE
313,0.15618333220481873,2023-10-31 17:49:16.914929,2023-10-31 17:49:17.391622,0 days 00:00:00.476693,Tanh,Leaky,Leaky,50,10,22.0,15.0,0.031122059334535924,3,230,0.7465376080066048,2.479307726724375e-05,79.06518676433157,tensor(0.1562),tensor(0.8423),COMPLETE
314,0.15459845960140228,2023-10-31 17:49:17.392014,2023-10-31 17:49:17.774873,0 days 00:00:00.382859,ReLU,ReLU,Tanh,37,24,21.0,17.0,0.01786511056861995,3,191,0.7156829619587511,0.0001347887416997311,88.58544006347657,tensor(0.1546),tensor(0.8468),COMPLETE
315,0.1565965712070465,2023-10-31 17:49:17.775320,2023-10-31 17:49:18.384446,0 days 00:00:00.609126,Tanh,Leaky,Tanh,39,14,22.0,16.0,0.011203341013339297,3,272,0.7848747536593419,0.0006818820695483784,69.54649925231934,tensor(0.1566),tensor(0.8596),COMPLETE
316,0.13618817925453186,2023-10-31 17:49:18.384881,2023-10-31 17:49:18.782296,0 days 00:00:00.397415,Tanh,Leaky,Tanh,67,23,21.0,12.0,0.013940418873691053,3,220,0.6656573782298053,0.00046784832060872694,89.75836862302295,tensor(0.1362),tensor(0.8700),COMPLETE
317,0.986513614654541,2023-10-31 17:49:18.782717,2023-10-31 17:49:20.250275,0 days 00:00:01.467558,Tanh,Leaky,Tanh,67,8,20.0,12.0,1.0221241259828532e-05,3,217,0.616624780265656,0.0004445831998780031,104.21270734373874,tensor(0.9865),tensor(0.1238),COMPLETE
318,0.1437961608171463,2023-10-31 17:49:20.250699,2023-10-31 17:49:20.626301,0 days 00:00:00.375602,Tanh,ReLU,Tanh,63,23,19.0,17.0,0.013633419353736041,3,203,0.6491660004579378,0.0005467329574565208,79.12258172035217,tensor(0.1438),tensor(0.8588),COMPLETE
319,0.18876487016677856,2023-10-31 17:49:20.626704,2023-10-31 17:49:20.979926,0 days 00:00:00.353222,Tanh,Leaky,Tanh,65,23,19.0,18.0,0.014468047177058284,3,209,0.49839241279943386,0.0005536087521964266,202.49644101899247,tensor(0.1888),tensor(0.8213),COMPLETE
320,0.1693316400051117,2023-10-31 17:49:20.980314,2023-10-31 17:49:21.336936,0 days 00:00:00.356622,Tanh,Leaky,Tanh,60,7,19.0,11.0,0.012624216400497178,3,201,0.643370686174675,0.0005024880932435694,90.13729459589177,tensor(0.1693),tensor(0.8385),COMPLETE
321,0.15156829357147217,2023-10-31 17:49:21.337339,2023-10-31 17:49:21.799030,0 days 00:00:00.461691,Tanh,ReLU,Tanh,63,22,18.0,17.0,0.01627321046544597,3,190,0.6625906982147614,0.0003702835496182175,85.03277748509457,tensor(0.1516),tensor(0.8573),COMPLETE
322,0.1877608299255371,2023-10-31 17:49:21.799425,2023-10-31 17:49:22.124220,0 days 00:00:00.324795,Tanh,Leaky,Tanh,60,23,20.0,12.0,0.013384605818502723,3,204,0.5311562001921011,0.0007634129467650385,247.953004877618,tensor(0.1878),tensor(0.8337),COMPLETE
323,0.23747806251049042,2023-10-31 17:49:22.124615,2023-10-31 17:49:22.297206,0 days 00:00:00.172591,Tanh,Leaky,Tanh,58,23,18.0,13.0,0.012146677610580945,3,216,0.27770115724444633,0.0005974446642697841,1836.309485184519,tensor(0.2375),tensor(0.7728),COMPLETE
324,0.23761549592018127,2023-10-31 17:49:22.297605,2023-10-31 17:49:22.638426,0 days 00:00:00.340821,Tanh,Leaky,Tanh,62,21,20.0,12.0,0.0032305084243605666,3,219,0.3495818405846713,0.0004334300551612328,137.51195794182854,tensor(0.2376),tensor(0.7936),COMPLETE
325,0.18550828099250793,2023-10-31 17:49:22.638820,2023-10-31 17:49:22.991664,0 days 00:00:00.352844,Tanh,ReLU,Tanh,66,22,19.0,18.0,0.018595103927787224,3,222,0.5922906858904989,0.0003229990363431241,121.02678497314453,tensor(0.1855),tensor(0.8231),COMPLETE
326,0.16737350821495056,2023-10-31 17:49:22.992087,2023-10-31 17:49:23.314632,0 days 00:00:00.322545,Tanh,Leaky,Leaky,61,23,21.0,10.0,0.010181762274356108,3,199,0.6302487041786173,0.0010956263865895014,96.2172939021413,tensor(0.1674),tensor(0.8420),COMPLETE
327,0.2324969321489334,2023-10-31 17:49:23.315025,2023-10-31 17:49:23.527393,0 days 00:00:00.212368,Tanh,Leaky,Tanh,57,15,5.0,17.0,0.014935744369860672,3,210,0.3879610394639513,0.00019647811609994946,145.1244647051837,tensor(0.2325),tensor(0.8046),COMPLETE
328,0.15018710494041443,2023-10-31 17:49:23.527807,2023-10-31 17:49:24.250967,0 days 00:00:00.723160,Tanh,Leaky,Tanh,25,23,19.0,17.0,0.011004080513626491,3,439,0.6845995999585849,5.068183633060676e-05,98.40845998128255,tensor(0.1502),tensor(0.8516),COMPLETE
329,0.268734335899353,2023-10-31 17:49:24.251402,2023-10-31 17:49:24.461595,0 days 00:00:00.210193,Tanh,ReLU,ReLU,64,22,1.0,19.0,0.05816463733480766,3,231,0.33253051536792105,0.00014992797365118683,223.35599692662558,tensor(0.2687),tensor(0.7487),COMPLETE
330,0.18516770005226135,2023-10-31 17:49:24.462006,2023-10-31 17:49:25.027526,0 days 00:00:00.565520,Tanh,Leaky,Tanh,76,23,20.0,18.0,0.005301008949655229,3,265,0.5481671723273144,0.0006417032819542437,169.32370834350587,tensor(0.1852),tensor(0.8374),COMPLETE
331,0.17070776224136353,2023-10-31 17:49:25.027922,2023-10-31 17:49:25.587620,0 days 00:00:00.559698,Tanh,Sigmoid,Tanh,79,24,19.0,22.0,0.007633986825895312,3,453,0.7999319930272037,0.00036236898072283737,80.51238970075335,tensor(0.1707),tensor(0.8535),COMPLETE
332,0.15988655388355255,2023-10-31 17:49:25.588035,2023-10-31 17:49:26.170451,0 days 00:00:00.582416,Tanh,Leaky,Tanh,92,22,21.0,18.0,0.00216750481044109,3,278,0.7277550693861797,1.1865380094323643e-05,71.64537048339844,tensor(0.1599),tensor(0.8534),COMPLETE
333,0.2001935839653015,2023-10-31 17:49:26.170876,2023-10-31 17:49:26.422877,0 days 00:00:00.252001,Tanh,ReLU,Tanh,59,24,23.0,17.0,0.013683130767084332,3,226,0.46313197447741294,0.00046436662065010826,146.1847717285156,tensor(0.2002),tensor(0.8214),COMPLETE
334,0.18310904502868652,2023-10-31 17:49:26.423270,2023-10-31 17:49:26.761913,0 days 00:00:00.338643,Leaky,Leaky,Tanh,84,23,22.0,12.0,0.001732426638909196,3,193,0.6569756675149555,0.0008537446363925583,88.83808458768405,tensor(0.1831),tensor(0.8318),COMPLETE
335,0.15810231864452362,2023-10-31 17:49:26.762389,2023-10-31 17:49:27.342904,0 days 00:00:00.580515,Tanh,Leaky,Tanh,19,23,18.0,9.0,0.009959799892798639,3,253,0.6956378736590807,6.195919226609278e-05,106.08947835649762,tensor(0.1581),tensor(0.8498),COMPLETE
336,0.18884967267513275,2023-10-31 17:49:27.343321,2023-10-31 17:49:29.490199,0 days 00:00:02.146878,Sigmoid,Tanh,Sigmoid,22,22,21.0,11.0,0.004367717202247155,3,234,0.6159612322769796,4.250244124374243e-05,122.65582878002222,tensor(0.1888),tensor(0.8319),COMPLETE
337,0.16911263763904572,2023-10-31 17:49:29.490638,2023-10-31 17:49:29.729262,0 days 00:00:00.238624,Tanh,ReLU,Tanh,69,16,20.0,17.0,0.01670868336842193,3,214,0.742901470679883,0.0014945847220967684,73.68627675374348,tensor(0.1691),tensor(0.8433),COMPLETE
338,0.15361720323562622,2023-10-31 17:49:29.729657,2023-10-31 17:49:30.965414,0 days 00:00:01.235757,Leaky,Leaky,Tanh,54,24,22.0,18.0,0.0010372662814465443,3,283,0.6747396567635027,0.00023817731041023206,80.46602139773069,tensor(0.1536),tensor(0.8595),COMPLETE
339,0.15069667994976044,2023-10-31 17:49:30.965829,2023-10-31 17:49:31.694310,0 days 00:00:00.728481,Tanh,Leaky,Tanh,31,23,21.0,16.0,0.005936478827693271,3,246,0.7087342003064855,0.0001172659519296575,80.08526683303545,tensor(0.1507),tensor(0.8593),COMPLETE
340,0.159349262714386,2023-10-31 17:49:31.694750,2023-10-31 17:49:32.112414,0 days 00:00:00.417664,Tanh,Leaky,Leaky,46,21,20.0,13.0,0.02252702230590206,3,289,0.6431851691055985,0.00032037606991367265,88.66678353243096,tensor(0.1593),tensor(0.8368),COMPLETE
341,0.1379551738500595,2023-10-31 17:49:32.112939,2023-10-31 17:49:32.448624,0 days 00:00:00.335685,Leaky,ReLU,Tanh,42,23,22.0,10.0,0.0094256170384519,3,224,0.6818989079333619,2.9162608535804124e-05,90.33030726114909,tensor(0.1380),tensor(0.8724),COMPLETE
342,0.19897305965423584,2023-10-31 17:49:32.449025,2023-10-31 17:49:32.811298,0 days 00:00:00.362273,Leaky,ReLU,Tanh,42,24,22.0,10.0,0.00851602399955031,3,224,0.5932216211849156,3.190897545509361e-05,126.70032913620408,tensor(0.1990),tensor(0.8235),COMPLETE
343,0.18359212577342987,2023-10-31 17:49:32.811717,2023-10-31 17:49:33.816074,0 days 00:00:01.004357,Leaky,,,35,23,,,0.007066278561766019,1,206,0.6535821238586491,3.7967234396781564e-05,82.49474134899322,tensor(0.1836),tensor(0.8284),COMPLETE
344,0.1407390832901001,2023-10-31 17:49:33.816450,2023-10-31 17:49:34.290729,0 days 00:00:00.474279,Leaky,ReLU,Tanh,56,22,23.0,11.0,0.010426305370019628,3,215,0.6793076460372772,0.0005358843134876471,82.0993893234818,tensor(0.1407),tensor(0.8719),COMPLETE
345,0.161487877368927,2023-10-31 17:49:34.291155,2023-10-31 17:49:34.780529,0 days 00:00:00.489374,Leaky,ReLU,Tanh,41,22,24.0,10.0,0.0012969624147880503,3,211,0.6845853797017555,0.0005312478920972487,86.54940241033381,tensor(0.1615),tensor(0.8549),COMPLETE
346,0.20115141570568085,2023-10-31 17:49:34.780931,2023-10-31 17:49:34.937158,0 days 00:00:00.156227,Leaky,ReLU,Tanh,55,22,23.0,11.0,0.07090856233615875,3,187,0.5091451986829602,2.8341082323357e-05,131.8705685264186,tensor(0.2012),tensor(0.7898),COMPLETE
347,0.17919397354125977,2023-10-31 17:49:34.937599,2023-10-31 17:49:35.219466,0 days 00:00:00.281867,Leaky,ReLU,Tanh,29,22,24.0,9.0,0.009438050045275634,3,199,0.6285198998519475,0.000699555020486762,86.3239974975586,tensor(0.1792),tensor(0.8275),COMPLETE
348,0.1526240110397339,2023-10-31 17:49:35.220006,2023-10-31 17:49:35.646279,0 days 00:00:00.426273,Leaky,ReLU,Tanh,43,21,23.0,10.0,0.01142121027642434,3,225,0.7044375607047852,5.2257490036830095e-05,68.41771130684094,tensor(0.1526),tensor(0.8446),COMPLETE
349,0.1593666672706604,2023-10-31 17:49:35.646772,2023-10-31 17:49:36.095476,0 days 00:00:00.448704,Leaky,ReLU,Tanh,52,22,23.0,10.0,0.0060587908709362585,3,215,0.6659039365277805,0.0005432438572725866,79.09156456772162,tensor(0.1594),tensor(0.8504),COMPLETE
350,0.18063805997371674,2023-10-31 17:49:36.095869,2023-10-31 17:49:36.460743,0 days 00:00:00.364874,Leaky,ReLU,Tanh,48,23,22.0,15.0,0.007938861319453365,3,205,0.6383026144640124,0.0023624622405883176,87.70498074983296,tensor(0.1806),tensor(0.8344),COMPLETE
351,0.19431519508361816,2023-10-31 17:49:36.461211,2023-10-31 17:49:36.871141,0 days 00:00:00.409930,Leaky,ReLU,Tanh,74,23,22.0,11.0,0.009523599652121814,3,234,0.6064527303041161,0.0010996194639162037,220.47069758753622,tensor(0.1943),tensor(0.8292),COMPLETE
352,0.24764077365398407,2023-10-31 17:49:36.871562,2023-10-31 17:49:37.059883,0 days 00:00:00.188321,Tanh,ReLU,Tanh,45,18,23.0,16.0,0.0014365859290973795,3,225,0.2272867064711123,0.000890022833207645,92.76543860001998,tensor(0.2476),tensor(0.7580),COMPLETE
353,0.17633859813213348,2023-10-31 17:49:37.060335,2023-10-31 17:49:37.469977,0 days 00:00:00.409642,Leaky,Leaky,Tanh,23,20,23.0,20.0,0.012998311243591082,3,292,0.6894578660279718,4.299593046624681e-05,93.70516868259595,tensor(0.1763),tensor(0.8291),COMPLETE
354,0.15895161032676697,2023-10-31 17:49:37.470412,2023-10-31 17:49:39.119896,0 days 00:00:01.649484,Leaky,ReLU,Tanh,56,19,22.0,3.0,0.0008835013964721784,3,216,0.7590088277878496,0.0004403928013687906,81.97431924840906,tensor(0.1590),tensor(0.8596),COMPLETE
355,0.26015928387641907,2023-10-31 17:49:39.120324,2023-10-31 17:49:39.366017,0 days 00:00:00.245693,Leaky,Leaky,Leaky,37,22,21.0,17.0,0.01126731535450194,3,278,0.33943329263090416,0.001790801173294599,678.3135343852796,tensor(0.2602),tensor(0.7623),COMPLETE
356,0.1614190638065338,2023-10-31 17:49:39.366479,2023-10-31 17:49:39.891509,0 days 00:00:00.525030,Leaky,Leaky,ReLU,40,23,22.0,11.0,0.006542265313390047,3,236,0.7110671990398069,5.89741561160185e-05,76.25037239922418,tensor(0.1614),tensor(0.8428),COMPLETE
357,0.23301340639591217,2023-10-31 17:49:39.891910,2023-10-31 17:49:40.074914,0 days 00:00:00.183004,Leaky,Sigmoid,Tanh,46,24,22.0,17.0,0.005100663966131989,3,202,0.17484362499005973,2.2854704388577775e-05,99.56236733330621,tensor(0.2330),tensor(0.7664),COMPLETE
358,0.15461376309394836,2023-10-31 17:49:40.075353,2023-10-31 17:49:40.489166,0 days 00:00:00.413813,Leaky,Leaky,Tanh,43,23,21.0,10.0,0.00279591688233222,3,299,0.6614814347085206,1.2351625523599914e-05,72.77499656677246,tensor(0.1546),tensor(0.8575),COMPLETE
359,0.23173484206199646,2023-10-31 17:49:40.489575,2023-10-31 17:49:41.580260,0 days 00:00:01.090685,Leaky,ReLU,Tanh,53,21,23.0,9.0,0.0004888561158816065,3,223,0.45512170832592785,0.0006260306716275175,129.90165223746465,tensor(0.2317),tensor(0.7992),COMPLETE
360,0.14449043571949005,2023-10-31 17:49:41.580688,2023-10-31 17:49:42.058108,0 days 00:00:00.477420,Leaky,Leaky,Tanh,49,24,21.0,16.0,0.008176148192901056,3,186,0.7277329268765445,9.408771145749453e-05,66.17927445756628,tensor(0.1445),tensor(0.8669),COMPLETE
361,0.2465994954109192,2023-10-31 17:49:42.058592,2023-10-31 17:49:42.211370,0 days 00:00:00.152778,Tanh,Leaky,Tanh,89,22,22.0,17.0,0.013758613532680364,3,269,0.32082626506931866,0.0012872468198003818,121.01837961297286,tensor(0.2466),tensor(0.7743),COMPLETE
362,1.1094504594802856,2023-10-31 17:49:42.211774,2023-10-31 17:49:42.434881,0 days 00:00:00.223107,Sigmoid,ReLU,Sigmoid,26,23,24.0,14.0,0.00983159889766496,3,243,0.6790516947133131,0.08134162319786381,106.5553712111253,tensor(1.1095),tensor(-0.0002),COMPLETE
363,0.1702459454536438,2023-10-31 17:49:42.435327,2023-10-31 17:49:42.974335,0 days 00:00:00.539008,Tanh,Leaky,Tanh,59,23,13.0,11.0,0.003535754525628246,3,212,0.6414125048603007,7.163783993977702e-05,101.89925517206606,tensor(0.1702),tensor(0.8437),COMPLETE
364,0.195491224527359,2023-10-31 17:49:42.974756,2023-10-31 17:49:43.323641,0 days 00:00:00.348885,Leaky,Tanh,Tanh,42,24,21.0,19.0,0.018955292094353638,3,195,0.5761042012105397,0.0004914730485609031,103.24453199231947,tensor(0.1955),tensor(0.8228),COMPLETE
365,0.24757982790470123,2023-10-31 17:49:43.324081,2023-10-31 17:49:43.475683,0 days 00:00:00.151602,Tanh,Leaky,Tanh,64,22,22.0,16.0,0.011878276187268682,3,289,0.27801360303244266,0.00039318327392914295,1769.3493617466518,tensor(0.2476),tensor(0.7679),COMPLETE
