number,value,params_activation_1,params_activation_2,params_batch_size,params_epochs,params_layer_1,params_layer_2,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
98,0.1499222218990326,Tanh,Leaky,40,470,18,5.0,0.025798283726643247,2,0.7103694347872411,0.00036922884983079686,0.7897549867630005,0.1499222218990326,0.845039963722229,COMPLETE
99,0.15297499299049377,Tanh,Tanh,35,470,18,4.0,0.013480189622597566,2,0.7220738827825727,0.00036408073264089746,0.6008760929107666,0.15297499299049377,0.8526520133018494,COMPLETE
100,0.19052518904209137,Leaky,Leaky,66,459,23,5.0,0.028272795318912827,2,0.6269522098993501,0.00045301135150612473,0.8577086329460144,0.19052518904209137,0.8010246753692627,COMPLETE
101,0.15062563121318817,Tanh,Leaky,47,437,15,5.0,0.06086358431370257,2,0.7029283967376769,0.00023040645308958102,0.869125247001648,0.15062563121318817,0.8462994694709778,COMPLETE
102,0.16534201800823212,Tanh,Leaky,41,488,15,5.0,0.06400022686004096,2,0.7048327173556765,0.00032571772598983764,0.7104794383049011,0.16534201800823212,0.8294385671615601,COMPLETE
103,0.16854622960090637,Tanh,Leaky,40,436,16,7.0,0.024581799582627566,2,0.7352492881433118,0.0001345856560747104,0.5962275862693787,0.16854622960090637,0.8318500518798828,COMPLETE
104,0.16014811396598816,Tanh,Sigmoid,47,476,17,3.0,0.01637516548669998,2,0.777235760424915,0.0001811741749990893,1.5978068113327026,0.16014811396598816,0.8563539385795593,COMPLETE
105,0.2047274112701416,Tanh,Leaky,44,449,13,3.0,0.08574954731556753,2,0.5903221417979967,0.0002193797063383356,0.8449661135673523,0.2047274112701416,0.7792824506759644,COMPLETE
106,0.15441647171974182,Tanh,Leaky,60,291,18,5.0,0.03169672044501113,2,0.6655483625750043,0.00037931632593868233,0.6958960294723511,0.15441647171974182,0.8069614171981812,COMPLETE
107,0.14781436324119568,Tanh,Sigmoid,63,492,16,18.0,0.04898855946712044,2,0.7045443221529103,0.0006410993741961718,0.6432201266288757,0.14781436324119568,0.8514919877052307,COMPLETE
108,0.17777040600776672,ReLU,Sigmoid,69,491,15,17.0,0.04630247709762779,2,0.6292784371606873,0.0006408205355670499,0.7160352468490601,0.17777040600776672,0.821376621723175,COMPLETE
109,0.17140290141105652,Sigmoid,Sigmoid,63,465,14,18.0,0.04884558535309217,2,0.6993405043433832,0.0007641195443125665,0.7146047949790955,0.17140290141105652,0.8411352634429932,COMPLETE
110,0.2988404631614685,Tanh,Sigmoid,75,478,1,19.0,0.06283682472765766,2,0.606943938976733,0.000493560865509651,2.2788569927215576,0.2988404631614685,0.7385993003845215,COMPLETE
111,0.15982042253017426,Tanh,Sigmoid,59,204,16,18.0,0.027177598433500528,2,0.7501914386318972,0.0002868570343777434,0.624362051486969,0.15982042253017426,0.8428181409835815,COMPLETE
112,0.15619762241840363,Tanh,Sigmoid,56,490,16,4.0,0.022868278659487283,2,0.6653115908536308,0.00036896035997555467,0.6903926730155945,0.15619762241840363,0.8482062816619873,COMPLETE
113,0.16676664352416992,Tanh,Tanh,65,166,17,16.0,0.018917126129313264,2,0.7230828834939077,0.0006180435651817437,0.6554793119430542,0.16676664352416992,0.8462592363357544,COMPLETE
114,0.1846913844347,Tanh,Leaky,61,411,18,7.0,0.008226171134688034,2,0.7983593173099094,0.0004274885656324415,0.719886064529419,0.1846913844347,0.8418452739715576,COMPLETE
115,0.14989961683750153,Tanh,Sigmoid,90,459,19,22.0,0.03338094866316182,2,0.6892974408386799,0.00023185155666972585,0.5445206761360168,0.14989961683750153,0.8145039081573486,COMPLETE
116,0.16454564034938812,Tanh,Sigmoid,90,458,18,20.0,0.03459250110385172,2,0.6487935365561773,0.000162790750016027,0.6545913815498352,0.16454564034938812,0.8339284658432007,COMPLETE
117,0.1886734962463379,Leaky,Sigmoid,99,469,17,6.0,0.062066238655134436,2,0.562059446344272,0.0011526078485976923,3.281006336212158,0.1886734962463379,0.8224117159843445,COMPLETE
118,0.15443836152553558,Tanh,Sigmoid,67,500,19,5.0,0.045141067500017125,2,0.6918971768927983,0.000836583506966234,0.6234748959541321,0.15443836152553558,0.8416526317596436,COMPLETE
119,0.1542193442583084,Tanh,Sigmoid,94,445,21,11.0,0.098268764720447,2,0.6382974956377854,0.0003017626758367435,0.7768780589103699,0.1542193442583084,0.8368645310401917,COMPLETE
120,0.22050458192825317,Tanh,,95,476,15,,0.07460648375655958,1,0.5966674569638817,0.0005116879923954569,1.5944348573684692,0.22050458192825317,0.7918691635131836,COMPLETE
121,0.1574384719133377,Tanh,ReLU,89,481,19,22.0,0.03992309431273311,2,0.7625912781328924,0.00023243782162367057,0.9083232283592224,0.1574384719133377,0.8581545352935791,COMPLETE
122,0.15300512313842773,Tanh,Sigmoid,81,454,19,23.0,0.013222298550499674,2,0.7176527015513594,0.0001937601606688763,0.672500491142273,0.15300512313842773,0.8441267609596252,COMPLETE
123,0.14393296837806702,Tanh,Leaky,54,437,22,21.0,0.022448571688656705,2,0.6793986727242914,0.0002432831312224251,0.7059693932533264,0.14393296837806702,0.8525198101997375,COMPLETE
124,0.14724470674991608,Tanh,Leaky,78,435,22,19.0,0.03018099661880201,2,0.6755653465850436,0.0003457264509998374,0.7609467506408691,0.14724470674991608,0.8511373400688171,COMPLETE
125,0.14613845944404602,Tanh,Leaky,79,429,22,19.0,0.05331210671987018,2,0.6719397506575063,0.0002685313876894206,0.8014490008354187,0.14613845944404602,0.8550325632095337,COMPLETE
126,0.14579622447490692,Tanh,Leaky,78,417,24,19.0,0.05729298620134918,2,0.6837478162626923,0.0002650840797249527,0.8753584623336792,0.14579622447490692,0.8581091165542603,COMPLETE
127,0.1898920238018036,Tanh,Leaky,78,420,24,19.0,0.05356302293738169,2,0.6226865479533745,0.0002799290259387235,6.716090679168701,0.1898920238018036,0.807936429977417,COMPLETE
128,0.1459982842206955,Leaky,Leaky,86,429,23,18.0,0.03379323279939846,2,0.6794209129184773,0.00015430711084225257,0.7550896406173706,0.1459982842206955,0.8302265405654907,COMPLETE
129,0.19537557661533356,Leaky,Leaky,82,405,23,19.0,0.029470748488733812,2,0.5796781264196308,0.00015771939277867751,0.8052918314933777,0.19537557661533356,0.8112781047821045,COMPLETE
130,0.15516479313373566,Leaky,Tanh,85,414,24,18.0,0.04378041209184351,2,0.6828251157500188,0.00013436238484776505,0.7352220416069031,0.15516479313373566,0.8329957127571106,COMPLETE
131,0.162872314453125,Leaky,Leaky,76,429,23,18.0,0.03222734664709206,2,0.6607492075786353,0.00010984093712507064,0.8055469393730164,0.162872314453125,0.8305292129516602,COMPLETE
132,0.1566617786884308,Leaky,Leaky,87,442,22,17.0,0.020608676602102284,2,0.7366655826557281,0.0004201841412317292,0.5944064855575562,0.1566617786884308,0.8400281667709351,COMPLETE
133,0.1576848328113556,Leaky,Leaky,79,392,22,20.0,0.025120678696951754,2,0.6831912490141328,0.0005410941774291272,0.8032588362693787,0.1576848328113556,0.8232362270355225,COMPLETE
134,0.17134268581867218,Tanh,Leaky,97,433,23,21.0,0.07886459780104671,2,0.6224876088222173,9.056547254948923e-05,2.677366256713867,0.17134268581867218,0.7960300445556641,COMPLETE
135,0.1610981971025467,Tanh,Leaky,84,446,24,16.0,0.0391117758336337,2,0.6457011215383399,0.0003035146511868296,0.6108853220939636,0.1610981971025467,0.8409779071807861,COMPLETE
136,0.14097264409065247,ReLU,Leaky,73,462,21,19.0,0.029333565985957703,2,0.7048958843330779,0.0003821508030389526,0.6037927269935608,0.14097264409065247,0.835888147354126,COMPLETE
137,0.1618373692035675,ReLU,Leaky,73,462,21,18.0,0.051276396977017136,2,0.7254440919538186,0.00019462667356103875,0.7289671301841736,0.1618373692035675,0.8259616494178772,COMPLETE
138,0.16019031405448914,ReLU,Leaky,92,429,22,19.0,0.029619155709373998,2,0.748639895830362,0.00025251917928112135,0.5642785429954529,0.16019031405448914,0.8188072443008423,COMPLETE
139,0.2523616850376129,ReLU,Leaky,77,412,23,19.0,0.03522425206284965,2,0.3325101563959375,0.00036510880777375614,1.3103880882263184,0.2523616850376129,0.7536817789077759,COMPLETE
140,0.1810213327407837,ReLU,Tanh,71,402,21,20.0,0.022021515125329003,2,0.5249779159576956,0.0004471639490028039,1.202721357345581,0.1810213327407837,0.8296353816986084,COMPLETE
141,0.14826031029224396,Tanh,Leaky,69,454,22,18.0,0.010221438029880434,2,0.6850821552493067,0.0006523615920163347,0.7344951033592224,0.14826031029224396,0.8487878441810608,COMPLETE
142,0.1591372787952423,ReLU,Leaky,75,448,22,17.0,0.016739281273826886,2,0.6952878173078717,0.0003235257298948902,0.6899911761283875,0.1591372787952423,0.8299968242645264,COMPLETE
143,0.17204008996486664,Sigmoid,Leaky,25,420,22,18.0,0.027057799593539565,2,0.6604770226725138,0.0005692491276596379,0.80629962682724,0.17204008996486664,0.8171757459640503,COMPLETE
144,0.14455005526542664,Tanh,Leaky,69,465,24,21.0,0.010986671430332719,2,0.7058643914704106,0.0002653513876496154,0.7192417979240417,0.14455005526542664,0.8482521176338196,COMPLETE
