number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
353,0.552302896976471,2023-10-30 14:45:57.377154,2023-10-30 14:46:05.177850,0 days 00:00:07.800696,ReLU,Sigmoid,20,20,18.0,0.1,2,300,0.8,0.001,"tensor(0.5523, device='cuda:0')",COMPLETE
354,0.35410311818122864,2023-10-30 14:46:05.178327,2023-10-30 14:46:12.883511,0 days 00:00:07.705184,ReLU,Sigmoid,20,19,17.0,0.01,2,300,0.8,0.001,"tensor(0.3541, device='cuda:0')",COMPLETE
355,0.24908195436000824,2023-10-30 14:46:12.883979,2023-10-30 14:46:20.674958,0 days 00:00:07.790979,ReLU,Sigmoid,20,20,19.0,0.01,2,300,0.8,0.001,"tensor(0.2491, device='cuda:0')",COMPLETE
356,0.4668118357658386,2023-10-30 14:46:20.675429,2023-10-30 14:46:28.321861,0 days 00:00:07.646432,ReLU,Sigmoid,20,20,19.0,0.01,2,300,0.8,0.001,"tensor(0.4668, device='cuda:0')",COMPLETE
357,0.2632151246070862,2023-10-30 14:46:28.322332,2023-10-30 14:46:36.001491,0 days 00:00:07.679159,ReLU,Sigmoid,20,20,20.0,0.01,2,300,0.8,0.001,"tensor(0.2632, device='cuda:0')",COMPLETE
358,0.41941532492637634,2023-10-30 14:46:36.001950,2023-10-30 14:46:41.811082,0 days 00:00:05.809132,ReLU,Sigmoid,20,20,19.0,0.01,2,300,0.6,0.001,"tensor(0.4194, device='cuda:0')",COMPLETE
359,0.32231393456459045,2023-10-30 14:46:41.811548,2023-10-30 14:46:49.604021,0 days 00:00:07.792473,ReLU,Sigmoid,20,19,20.0,0.01,2,300,0.8,0.001,"tensor(0.3223, device='cuda:0')",COMPLETE
360,0.2764550447463989,2023-10-30 14:46:49.604476,2023-10-30 14:46:57.307509,0 days 00:00:07.703033,ReLU,Sigmoid,20,19,18.0,0.01,2,300,0.8,0.001,"tensor(0.2765, device='cuda:0')",COMPLETE
361,0.25550559163093567,2023-10-30 14:46:57.307995,2023-10-30 14:47:05.030160,0 days 00:00:07.722165,ReLU,Sigmoid,20,20,20.0,0.01,2,300,0.8,0.001,"tensor(0.2555, device='cuda:0')",COMPLETE
362,0.3650519847869873,2023-10-30 14:47:05.030679,2023-10-30 14:47:12.668052,0 days 00:00:07.637373,Leaky,Sigmoid,20,21,19.0,0.01,2,300,0.8,0.001,"tensor(0.3651, device='cuda:0')",COMPLETE
363,0.9517132639884949,2023-10-30 14:47:12.668564,2023-10-30 14:47:20.384998,0 days 00:00:07.716434,ReLU,Sigmoid,20,21,17.0,0.01,2,300,0.8,0.1,"tensor(0.9517, device='cuda:0')",COMPLETE
364,0.31559932231903076,2023-10-30 14:47:20.385464,2023-10-30 14:47:28.125983,0 days 00:00:07.740519,ReLU,Sigmoid,20,20,18.0,0.01,2,300,0.8,0.001,"tensor(0.3156, device='cuda:0')",COMPLETE
365,0.5258702039718628,2023-10-30 14:47:28.126469,2023-10-30 14:47:35.862082,0 days 00:00:07.735613,ReLU,Sigmoid,20,20,18.0,0.01,2,300,0.8,0.001,"tensor(0.5259, device='cuda:0')",COMPLETE
366,1.1558409929275513,2023-10-30 14:47:35.862540,2023-10-30 14:47:36.944918,0 days 00:00:01.082378,ReLU,Sigmoid,20,8,19.0,1e-05,2,150,0.2,0.001,"tensor(1.1558, device='cuda:0')",COMPLETE
367,0.4682025611400604,2023-10-30 14:47:36.945362,2023-10-30 14:47:44.649327,0 days 00:00:07.703965,ReLU,Sigmoid,20,19,17.0,0.01,2,300,0.8,0.001,"tensor(0.4682, device='cuda:0')",COMPLETE
368,0.30117422342300415,2023-10-30 14:47:44.649810,2023-10-30 14:47:52.225873,0 days 00:00:07.576063,ReLU,Sigmoid,20,22,17.0,0.001,2,300,0.8,0.001,"tensor(0.3012, device='cuda:0')",COMPLETE
369,0.4006844162940979,2023-10-30 14:47:52.226372,2023-10-30 14:47:59.943095,0 days 00:00:07.716723,ReLU,Sigmoid,20,21,18.0,0.01,2,300,0.8,0.01,"tensor(0.4007, device='cuda:0')",COMPLETE
370,0.5129704475402832,2023-10-30 14:47:59.943553,2023-10-30 14:48:07.729639,0 days 00:00:07.786086,ReLU,Sigmoid,20,20,2.0,0.01,2,300,0.8,0.001,"tensor(0.5130, device='cuda:0')",COMPLETE
371,0.4282100796699524,2023-10-30 14:48:07.730115,2023-10-30 14:48:10.701558,0 days 00:00:02.971443,Leaky,Sigmoid,20,10,23.0,0.01,2,300,0.3,0.001,"tensor(0.4282, device='cuda:0')",COMPLETE
372,0.393306702375412,2023-10-30 14:48:10.702029,2023-10-30 14:48:25.355954,0 days 00:00:14.653925,ReLU,Sigmoid,10,21,17.0,0.01,2,300,0.8,0.001,"tensor(0.3933, device='cuda:0')",COMPLETE
373,0.4189313054084778,2023-10-30 14:48:25.356449,2023-10-30 14:48:33.070564,0 days 00:00:07.714115,ReLU,Sigmoid,20,20,19.0,0.01,2,300,0.8,0.001,"tensor(0.4189, device='cuda:0')",COMPLETE
374,0.40886539220809937,2023-10-30 14:48:33.071055,2023-10-30 14:48:40.766457,0 days 00:00:07.695402,ReLU,Sigmoid,20,18,17.0,0.0001,2,300,0.8,0.001,"tensor(0.4089, device='cuda:0')",COMPLETE
375,0.46636030077934265,2023-10-30 14:48:40.766920,2023-10-30 14:48:48.441672,0 days 00:00:07.674752,ReLU,Sigmoid,20,22,18.0,0.01,2,300,0.8,0.001,"tensor(0.4664, device='cuda:0')",COMPLETE
376,0.45484185218811035,2023-10-30 14:48:48.442164,2023-10-30 14:48:55.706629,0 days 00:00:07.264465,ReLU,ReLU,10,21,17.0,0.01,2,150,0.8,1e-05,"tensor(0.4548, device='cuda:0')",COMPLETE
377,0.6139861345291138,2023-10-30 14:48:55.707087,2023-10-30 14:48:56.117537,0 days 00:00:00.410450,ReLU,Sigmoid,90,21,20.0,0.01,2,300,0.1,0.001,"tensor(0.6140, device='cuda:0')",COMPLETE
378,0.309899240732193,2023-10-30 14:48:56.117997,2023-10-30 14:49:07.564631,0 days 00:00:11.446634,ReLU,Sigmoid,20,19,21.0,0.01,2,450,0.8,0.001,"tensor(0.3099, device='cuda:0')",COMPLETE
379,0.38589581847190857,2023-10-30 14:49:07.565145,2023-10-30 14:49:10.894309,0 days 00:00:03.329164,ReLU,Sigmoid,70,7,17.0,0.01,2,350,0.8,0.001,"tensor(0.3859, device='cuda:0')",COMPLETE
380,0.5681554079055786,2023-10-30 14:49:10.894761,2023-10-30 14:49:12.198348,0 days 00:00:01.303587,ReLU,Sigmoid,20,12,3.0,0.01,2,50,0.8,0.001,"tensor(0.5682, device='cuda:0')",COMPLETE
381,0.3577384352684021,2023-10-30 14:49:12.198803,2023-10-30 14:49:13.959753,0 days 00:00:01.760950,Leaky,Sigmoid,30,10,17.0,0.001,2,150,0.5,0.001,"tensor(0.3577, device='cuda:0')",COMPLETE
382,0.32736271619796753,2023-10-30 14:49:13.960215,2023-10-30 14:49:16.477244,0 days 00:00:02.517029,ReLU,,70,6,,0.01,1,300,0.8,0.001,"tensor(0.3274, device='cuda:0')",COMPLETE
383,0.3082706332206726,2023-10-30 14:49:16.477665,2023-10-30 14:49:18.759864,0 days 00:00:02.282199,ReLU,Sigmoid,50,22,16.0,0.01,2,350,0.4,0.001,"tensor(0.3083, device='cuda:0')",COMPLETE
384,0.8784545660018921,2023-10-30 14:49:18.760320,2023-10-30 14:49:22.076991,0 days 00:00:03.316671,ReLU,Sigmoid,70,20,18.0,0.01,2,350,0.8,0.1,"tensor(0.8785, device='cuda:0')",COMPLETE
385,0.35624513030052185,2023-10-30 14:49:22.077454,2023-10-30 14:49:28.497875,0 days 00:00:06.420421,ReLU,Sigmoid,20,21,19.0,0.01,2,250,0.8,0.001,"tensor(0.3562, device='cuda:0')",COMPLETE
386,0.34296149015426636,2023-10-30 14:49:28.498349,2023-10-30 14:49:31.342674,0 days 00:00:02.844325,ReLU,ReLU,70,20,5.0,0.01,2,300,0.8,0.001,"tensor(0.3430, device='cuda:0')",COMPLETE
387,0.2565314769744873,2023-10-30 14:49:31.343161,2023-10-30 14:49:32.476269,0 days 00:00:01.133108,ReLU,Sigmoid,70,22,4.0,0.01,2,150,0.6,0.001,"tensor(0.2565, device='cuda:0')",COMPLETE
388,0.35533711314201355,2023-10-30 14:49:32.476749,2023-10-30 14:49:35.063427,0 days 00:00:02.586678,ReLU,Sigmoid,20,21,16.0,0.01,2,100,0.8,0.001,"tensor(0.3553, device='cuda:0')",COMPLETE
389,0.7670947313308716,2023-10-30 14:49:35.063911,2023-10-30 14:49:52.092790,0 days 00:00:17.028879,ReLU,Sigmoid,10,19,17.0,1e-05,2,350,0.8,0.001,"tensor(0.7671, device='cuda:0')",COMPLETE
390,0.27263134717941284,2023-10-30 14:49:52.093313,2023-10-30 14:49:54.934678,0 days 00:00:02.841365,ReLU,Sigmoid,70,23,18.0,0.01,2,300,0.8,0.001,"tensor(0.2726, device='cuda:0')",COMPLETE
391,0.3582051396369934,2023-10-30 14:49:54.935140,2023-10-30 14:49:58.810228,0 days 00:00:03.875088,Leaky,Sigmoid,20,22,16.0,0.01,2,150,0.8,0.001,"tensor(0.3582, device='cuda:0')",COMPLETE
392,0.2639032006263733,2023-10-30 14:49:58.810683,2023-10-30 14:50:02.149171,0 days 00:00:03.338488,ReLU,Sigmoid,70,9,17.0,0.01,2,350,0.8,0.001,"tensor(0.2639, device='cuda:0')",COMPLETE
393,0.7153379321098328,2023-10-30 14:50:02.149621,2023-10-30 14:50:05.036857,0 days 00:00:02.887236,ReLU,Sigmoid,70,20,1.0,0.01,2,300,0.8,0.01,"tensor(0.7153, device='cuda:0')",COMPLETE
394,0.3742685317993164,2023-10-30 14:50:05.037344,2023-10-30 14:50:14.058821,0 days 00:00:09.021477,ReLU,ReLU,20,19,16.0,0.01,2,350,0.8,0.001,"tensor(0.3743, device='cuda:0')",COMPLETE
395,0.34206220507621765,2023-10-30 14:50:14.059307,2023-10-30 14:50:15.512910,0 days 00:00:01.453603,ReLU,Sigmoid,70,18,19.0,0.001,2,150,0.8,0.001,"tensor(0.3421, device='cuda:0')",COMPLETE
396,0.2978769540786743,2023-10-30 14:50:15.513354,2023-10-30 14:50:18.377210,0 days 00:00:02.863856,ReLU,Sigmoid,70,22,15.0,0.01,2,300,0.8,0.001,"tensor(0.2979, device='cuda:0')",COMPLETE
397,0.3233273923397064,2023-10-30 14:50:18.377701,2023-10-30 14:50:27.290239,0 days 00:00:08.912538,ReLU,Sigmoid,20,21,17.0,0.01,2,350,0.8,0.001,"tensor(0.3233, device='cuda:0')",COMPLETE
398,0.3164915144443512,2023-10-30 14:50:27.290757,2023-10-30 14:50:27.726657,0 days 00:00:00.435900,Tanh,Sigmoid,70,20,16.0,0.01,2,150,0.2,1e-05,"tensor(0.3165, device='cuda:0')",COMPLETE
399,0.4346870481967926,2023-10-30 14:50:27.727108,2023-10-30 14:50:30.496816,0 days 00:00:02.769708,ReLU,Sigmoid,90,22,18.0,0.0001,2,350,0.8,0.001,"tensor(0.4347, device='cuda:0')",COMPLETE
400,0.4007037878036499,2023-10-30 14:50:30.497283,2023-10-30 14:50:38.235665,0 days 00:00:07.738382,ReLU,Sigmoid,20,21,16.0,0.01,2,300,0.8,0.001,"tensor(0.4007, device='cuda:0')",COMPLETE
401,0.30684125423431396,2023-10-30 14:50:38.236180,2023-10-30 14:50:38.734819,0 days 00:00:00.498639,Leaky,Sigmoid,70,11,15.0,0.01,2,50,0.8,0.001,"tensor(0.3068, device='cuda:0')",COMPLETE
402,0.322262704372406,2023-10-30 14:50:38.735286,2023-10-30 14:50:45.269196,0 days 00:00:06.533910,ReLU,Sigmoid,10,23,17.0,0.01,2,350,0.3,0.001,"tensor(0.3223, device='cuda:0')",COMPLETE
403,0.300340861082077,2023-10-30 14:50:45.269668,2023-10-30 14:50:49.206661,0 days 00:00:03.936993,ReLU,ReLU,80,20,20.0,0.01,2,450,0.8,0.001,"tensor(0.3003, device='cuda:0')",COMPLETE
404,0.2710361182689667,2023-10-30 14:50:49.207138,2023-10-30 14:50:52.053307,0 days 00:00:02.846169,Tanh,Sigmoid,70,8,15.0,0.01,2,300,0.8,0.001,"tensor(0.2710, device='cuda:0')",COMPLETE
405,0.4613795280456543,2023-10-30 14:50:52.053792,2023-10-30 14:50:52.784927,0 days 00:00:00.731135,ReLU,Sigmoid,30,21,8.0,0.01,2,250,0.1,0.001,"tensor(0.4614, device='cuda:0')",COMPLETE
406,0.9838340282440186,2023-10-30 14:50:52.785391,2023-10-30 14:50:56.699018,0 days 00:00:03.913627,ReLU,Sigmoid,20,19,16.0,0.01,2,150,0.8,0.1,"tensor(0.9838, device='cuda:0')",COMPLETE
407,0.31246429681777954,2023-10-30 14:50:56.699478,2023-10-30 14:51:00.044086,0 days 00:00:03.344608,ReLU,Sigmoid,70,23,18.0,0.01,2,350,0.8,0.001,"tensor(0.3125, device='cuda:0')",COMPLETE
408,0.22837671637535095,2023-10-30 14:51:00.044585,2023-10-30 14:51:02.913483,0 days 00:00:02.868898,ReLU,Sigmoid,70,18,17.0,0.01,2,300,0.8,0.001,"tensor(0.2284, device='cuda:0')",COMPLETE
409,0.3753577172756195,2023-10-30 14:51:02.913921,2023-10-30 14:51:05.804759,0 days 00:00:02.890838,ReLU,Sigmoid,70,22,17.0,0.001,2,300,0.8,0.001,"tensor(0.3754, device='cuda:0')",COMPLETE
410,0.3587227165699005,2023-10-30 14:51:05.805194,2023-10-30 14:51:07.584587,0 days 00:00:01.779393,ReLU,Sigmoid,70,18,10.0,0.01,2,300,0.5,0.001,"tensor(0.3587, device='cuda:0')",COMPLETE
411,0.3957156240940094,2023-10-30 14:51:07.585031,2023-10-30 14:51:10.431177,0 days 00:00:02.846146,ReLU,Sigmoid,70,20,19.0,0.01,2,300,0.8,0.001,"tensor(0.3957, device='cuda:0')",COMPLETE
412,0.33112576603889465,2023-10-30 14:51:10.431662,2023-10-30 14:51:11.909226,0 days 00:00:01.477564,ReLU,Sigmoid,70,21,15.0,0.01,2,300,0.4,0.001,"tensor(0.3311, device='cuda:0')",COMPLETE
413,0.4809325933456421,2023-10-30 14:51:11.909667,2023-10-30 14:51:14.762492,0 days 00:00:02.852825,ReLU,Sigmoid,70,18,16.0,0.01,2,300,0.8,0.01,"tensor(0.4809, device='cuda:0')",COMPLETE
414,0.23322252929210663,2023-10-30 14:51:14.762956,2023-10-30 14:51:17.638009,0 days 00:00:02.875053,ReLU,Sigmoid,70,9,16.0,0.01,2,300,0.8,0.001,"tensor(0.2332, device='cuda:0')",COMPLETE
415,0.2755092680454254,2023-10-30 14:51:17.638487,2023-10-30 14:51:25.387213,0 days 00:00:07.748726,ReLU,Sigmoid,20,8,17.0,0.01,2,300,0.8,0.001,"tensor(0.2755, device='cuda:0')",COMPLETE
416,1.1652454137802124,2023-10-30 14:51:25.387690,2023-10-30 14:51:29.081767,0 days 00:00:03.694077,ReLU,Sigmoid,50,9,6.0,1e-05,2,300,0.8,0.001,"tensor(1.1652, device='cuda:0')",COMPLETE
417,0.3640487790107727,2023-10-30 14:51:29.082219,2023-10-30 14:51:31.959290,0 days 00:00:02.877071,ReLU,Sigmoid,70,10,15.0,0.01,2,300,0.8,0.001,"tensor(0.3640, device='cuda:0')",COMPLETE
418,0.3563555181026459,2023-10-30 14:51:31.959761,2023-10-30 14:51:33.960067,0 days 00:00:02.000306,ReLU,Sigmoid,80,8,16.0,0.01,2,300,0.6,0.001,"tensor(0.3564, device='cuda:0')",COMPLETE
419,0.32388371229171753,2023-10-30 14:51:33.960514,2023-10-30 14:51:36.823870,0 days 00:00:02.863356,ReLU,ReLU,70,9,3.0,0.01,2,300,0.8,0.001,"tensor(0.3239, device='cuda:0')",COMPLETE
420,0.24691587686538696,2023-10-30 14:51:36.824332,2023-10-30 14:51:44.641083,0 days 00:00:07.816751,Leaky,Sigmoid,20,9,17.0,0.01,2,300,0.8,1e-05,"tensor(0.2469, device='cuda:0')",COMPLETE
421,0.42643213272094727,2023-10-30 14:51:44.641563,2023-10-30 14:51:52.379064,0 days 00:00:07.737501,Leaky,Sigmoid,20,9,18.0,0.01,2,300,0.8,1e-05,"tensor(0.4264, device='cuda:0')",COMPLETE
422,0.28795337677001953,2023-10-30 14:51:52.379569,2023-10-30 14:51:59.004725,0 days 00:00:06.625156,Leaky,,20,9,,0.01,1,300,0.8,1e-05,"tensor(0.2880, device='cuda:0')",COMPLETE
423,0.4234844744205475,2023-10-30 14:51:59.005223,2023-10-30 14:52:06.822394,0 days 00:00:07.817171,Leaky,Sigmoid,20,10,17.0,0.001,2,300,0.8,1e-05,"tensor(0.4235, device='cuda:0')",COMPLETE
424,0.33065029978752136,2023-10-30 14:52:06.822891,2023-10-30 14:52:14.567876,0 days 00:00:07.744985,Leaky,Sigmoid,20,8,18.0,0.01,2,300,0.8,1e-05,"tensor(0.3307, device='cuda:0')",COMPLETE
425,0.3481947183609009,2023-10-30 14:52:14.568437,2023-10-30 14:52:22.379997,0 days 00:00:07.811560,Leaky,Sigmoid,20,9,17.0,0.01,2,300,0.8,1e-05,"tensor(0.3482, device='cuda:0')",COMPLETE
426,0.5290714502334595,2023-10-30 14:52:22.380497,2023-10-30 14:52:29.992989,0 days 00:00:07.612492,Sigmoid,Sigmoid,20,9,17.0,0.0001,2,300,0.8,1e-05,"tensor(0.5291, device='cuda:0')",COMPLETE
427,0.40309658646583557,2023-10-30 14:52:29.993473,2023-10-30 14:52:30.831300,0 days 00:00:00.837827,Leaky,Sigmoid,70,10,22.0,0.01,2,300,0.2,1e-05,"tensor(0.4031, device='cuda:0')",COMPLETE
428,0.253813236951828,2023-10-30 14:52:30.831757,2023-10-30 14:52:34.739941,0 days 00:00:03.908184,Leaky,Sigmoid,20,11,18.0,0.01,2,150,0.8,1e-05,"tensor(0.2538, device='cuda:0')",COMPLETE
429,0.34431830048561096,2023-10-30 14:52:34.740430,2023-10-30 14:52:37.611611,0 days 00:00:02.871181,Leaky,ReLU,70,8,17.0,0.01,2,300,0.8,0.0001,"tensor(0.3443, device='cuda:0')",COMPLETE
430,0.4368150234222412,2023-10-30 14:52:37.612107,2023-10-30 14:52:42.569794,0 days 00:00:04.957687,Leaky,Sigmoid,10,9,19.0,0.01,2,100,0.8,0.001,"tensor(0.4368, device='cuda:0')",COMPLETE
431,0.3377189040184021,2023-10-30 14:52:42.570266,2023-10-30 14:52:45.590674,0 days 00:00:03.020408,ReLU,Sigmoid,20,8,20.0,0.01,2,300,0.3,0.001,"tensor(0.3377, device='cuda:0')",COMPLETE
432,0.323970764875412,2023-10-30 14:52:45.591157,2023-10-30 14:52:47.041017,0 days 00:00:01.449860,Sigmoid,Sigmoid,70,17,17.0,0.01,2,150,0.8,0.001,"tensor(0.3240, device='cuda:0')",COMPLETE
433,0.98282790184021,2023-10-30 14:52:47.041583,2023-10-30 14:52:49.960297,0 days 00:00:02.918714,ReLU,Sigmoid,70,10,16.0,0.01,2,300,0.8,0.1,"tensor(0.9828, device='cuda:0')",COMPLETE
434,0.28146854043006897,2023-10-30 14:52:49.960769,2023-10-30 14:52:52.629260,0 days 00:00:02.668491,ReLU,Sigmoid,80,12,21.0,0.01,2,300,0.8,0.001,"tensor(0.2815, device='cuda:0')",COMPLETE
435,0.6033687591552734,2023-10-30 14:52:52.629741,2023-10-30 14:52:56.532721,0 days 00:00:03.902980,ReLU,Sigmoid,20,21,2.0,0.01,2,150,0.8,0.0001,"tensor(0.6034, device='cuda:0')",COMPLETE
436,0.41860562562942505,2023-10-30 14:52:56.533198,2023-10-30 14:52:57.070240,0 days 00:00:00.537042,ReLU,Sigmoid,70,13,16.0,0.01,2,300,0.1,0.001,"tensor(0.4186, device='cuda:0')",COMPLETE
437,0.5224696397781372,2023-10-30 14:52:57.070697,2023-10-30 14:52:59.930325,0 days 00:00:02.859628,ReLU,Sigmoid,70,7,18.0,0.001,2,300,0.8,0.01,"tensor(0.5225, device='cuda:0')",COMPLETE
438,0.4372014105319977,2023-10-30 14:52:59.930799,2023-10-30 14:53:03.494292,0 days 00:00:03.563493,Sigmoid,Sigmoid,90,22,16.0,0.01,2,450,0.8,0.001,"tensor(0.4372, device='cuda:0')",COMPLETE
439,0.2539190649986267,2023-10-30 14:53:03.494776,2023-10-30 14:53:07.366297,0 days 00:00:03.871521,ReLU,ReLU,20,16,17.0,0.01,2,150,0.8,0.001,"tensor(0.2539, device='cuda:0')",COMPLETE
440,0.30144041776657104,2023-10-30 14:53:07.366772,2023-10-30 14:53:07.872595,0 days 00:00:00.505823,Leaky,Tanh,70,15,19.0,0.01,2,50,0.8,0.001,"tensor(0.3014, device='cuda:0')",COMPLETE
441,0.469310462474823,2023-10-30 14:53:07.873051,2023-10-30 14:53:15.626178,0 days 00:00:07.753127,ReLU,Sigmoid,20,21,9.0,0.01,2,300,0.8,0.0001,"tensor(0.4693, device='cuda:0')",COMPLETE
442,0.9356688857078552,2023-10-30 14:53:15.626676,2023-10-30 14:53:16.866285,0 days 00:00:01.239609,ReLU,Sigmoid,70,9,17.0,1e-05,2,250,0.4,1e-05,"tensor(0.9357, device='cuda:0')",COMPLETE
443,0.36526909470558167,2023-10-30 14:53:16.866772,2023-10-30 14:53:18.829676,0 days 00:00:01.962904,ReLU,Tanh,80,22,5.0,0.01,2,350,0.5,0.001,"tensor(0.3653, device='cuda:0')",COMPLETE
444,0.38742130994796753,2023-10-30 14:53:18.830145,2023-10-30 14:53:33.214040,0 days 00:00:14.383895,Sigmoid,Sigmoid,10,7,4.0,0.01,2,300,0.8,0.001,"tensor(0.3874, device='cuda:0')",COMPLETE
445,0.40782079100608826,2023-10-30 14:53:33.214600,2023-10-30 14:53:34.653415,0 days 00:00:01.438815,ReLU,Sigmoid,70,20,16.0,0.01,2,150,0.8,0.001,"tensor(0.4078, device='cuda:0')",COMPLETE
446,0.3803228437900543,2023-10-30 14:53:34.653915,2023-10-30 14:53:42.377359,0 days 00:00:07.723444,ReLU,Tanh,20,19,18.0,0.01,2,300,0.8,0.001,"tensor(0.3803, device='cuda:0')",COMPLETE
447,0.4032360017299652,2023-10-30 14:53:42.377864,2023-10-30 14:53:45.674583,0 days 00:00:03.296719,ReLU,Sigmoid,70,10,8.0,0.01,2,350,0.8,0.0001,"tensor(0.4032, device='cuda:0')",COMPLETE
448,0.36663299798965454,2023-10-30 14:53:45.675069,2023-10-30 14:53:47.079579,0 days 00:00:01.404510,ReLU,Sigmoid,30,16,16.0,0.01,2,100,0.6,0.001,"tensor(0.3666, device='cuda:0')",COMPLETE
449,0.2631700038909912,2023-10-30 14:53:47.080056,2023-10-30 14:53:48.935172,0 days 00:00:01.855116,Leaky,Tanh,50,18,17.0,0.01,2,150,0.8,0.001,"tensor(0.2632, device='cuda:0')",COMPLETE
450,0.43294471502304077,2023-10-30 14:53:48.935632,2023-10-30 14:53:54.098180,0 days 00:00:05.162548,ReLU,Sigmoid,20,21,15.0,0.01,2,200,0.8,0.001,"tensor(0.4329, device='cuda:0')",COMPLETE
451,0.5506985783576965,2023-10-30 14:53:54.098650,2023-10-30 14:53:56.966193,0 days 00:00:02.867543,Sigmoid,Sigmoid,70,11,16.0,0.0001,2,300,0.8,0.001,"tensor(0.5507, device='cuda:0')",COMPLETE
452,0.4275897443294525,2023-10-30 14:53:56.966665,2023-10-30 14:54:00.345680,0 days 00:00:03.379015,ReLU,Sigmoid,70,5,17.0,0.001,2,350,0.8,0.0001,"tensor(0.4276, device='cuda:0')",COMPLETE
453,0.3790724277496338,2023-10-30 14:54:00.346149,2023-10-30 14:54:08.094920,0 days 00:00:07.748771,ReLU,ReLU,20,20,13.0,0.01,2,300,0.8,0.001,"tensor(0.3791, device='cuda:0')",COMPLETE
454,0.2759729027748108,2023-10-30 14:54:08.095452,2023-10-30 14:54:11.438729,0 days 00:00:03.343277,ReLU,Tanh,70,22,16.0,0.01,2,350,0.8,0.001,"tensor(0.2760, device='cuda:0')",COMPLETE
455,0.9782549738883972,2023-10-30 14:54:11.439201,2023-10-30 14:54:13.351624,0 days 00:00:01.912423,ReLU,Sigmoid,70,21,18.0,0.01,2,200,0.8,0.1,"tensor(0.9783, device='cuda:0')",COMPLETE
456,0.48339661955833435,2023-10-30 14:54:13.352089,2023-10-30 14:54:13.736768,0 days 00:00:00.384679,Sigmoid,Sigmoid,80,8,15.0,0.01,2,150,0.2,0.001,"tensor(0.4834, device='cuda:0')",COMPLETE
457,0.36671552062034607,2023-10-30 14:54:13.737241,2023-10-30 14:54:21.477616,0 days 00:00:07.740375,ReLU,Tanh,20,15,14.0,0.01,2,300,0.8,1e-05,"tensor(0.3667, device='cuda:0')",COMPLETE
458,0.33387136459350586,2023-10-30 14:54:21.478120,2023-10-30 14:54:24.000325,0 days 00:00:02.522205,Leaky,,70,13,,0.01,1,300,0.8,0.001,"tensor(0.3339, device='cuda:0')",COMPLETE
459,0.2517857551574707,2023-10-30 14:54:24.000812,2023-10-30 14:54:41.007173,0 days 00:00:17.006361,ReLU,Sigmoid,10,21,17.0,0.01,2,350,0.8,0.0001,"tensor(0.2518, device='cuda:0')",COMPLETE
460,0.2644316256046295,2023-10-30 14:54:41.007663,2023-10-30 14:54:46.181649,0 days 00:00:05.173986,ReLU,Sigmoid,20,22,19.0,0.01,2,200,0.8,0.001,"tensor(0.2644, device='cuda:0')",COMPLETE
461,0.31491249799728394,2023-10-30 14:54:46.182141,2023-10-30 14:54:46.780882,0 days 00:00:00.598741,ReLU,Tanh,70,20,16.0,0.01,2,150,0.3,0.001,"tensor(0.3149, device='cuda:0')",COMPLETE
462,0.4993596076965332,2023-10-30 14:54:46.781365,2023-10-30 14:54:49.617073,0 days 00:00:02.835708,ReLU,Sigmoid,70,19,20.0,0.01,2,300,0.8,0.001,"tensor(0.4994, device='cuda:0')",COMPLETE
463,0.5410794019699097,2023-10-30 14:54:49.617530,2023-10-30 14:54:58.488245,0 days 00:00:08.870715,Sigmoid,Sigmoid,20,22,17.0,0.01,2,350,0.8,0.01,"tensor(0.5411, device='cuda:0')",COMPLETE
464,0.352247953414917,2023-10-30 14:54:58.488749,2023-10-30 14:55:01.131272,0 days 00:00:02.642523,ReLU,Tanh,80,14,18.0,0.001,2,300,0.8,0.001,"tensor(0.3522, device='cuda:0')",COMPLETE
465,0.49591436982154846,2023-10-30 14:55:01.131738,2023-10-30 14:55:01.938177,0 days 00:00:00.806439,ReLU,Sigmoid,70,21,12.0,0.01,2,450,0.1,0.0001,"tensor(0.4959, device='cuda:0')",COMPLETE
466,0.6506259441375732,2023-10-30 14:55:01.938646,2023-10-30 14:55:07.155822,0 days 00:00:05.217176,Leaky,ReLU,20,23,15.0,1e-05,2,200,0.8,0.001,"tensor(0.6506, device='cuda:0')",COMPLETE
467,0.3845234215259552,2023-10-30 14:55:07.156319,2023-10-30 14:55:07.590397,0 days 00:00:00.434078,ReLU,Sigmoid,90,10,7.0,0.01,2,50,0.8,0.001,"tensor(0.3845, device='cuda:0')",COMPLETE
468,0.3183867335319519,2023-10-30 14:55:07.590847,2023-10-30 14:55:09.058141,0 days 00:00:01.467294,ReLU,Tanh,70,17,16.0,0.01,2,150,0.8,0.001,"tensor(0.3184, device='cuda:0')",COMPLETE
469,0.3833753168582916,2023-10-30 14:55:09.058621,2023-10-30 14:55:12.347353,0 days 00:00:03.288732,Tanh,Sigmoid,70,20,13.0,0.01,2,350,0.8,0.001,"tensor(0.3834, device='cuda:0')",COMPLETE
470,0.3588719964027405,2023-10-30 14:55:12.347846,2023-10-30 14:55:17.271550,0 days 00:00:04.923704,Sigmoid,Sigmoid,20,19,14.0,0.01,2,300,0.5,0.0001,"tensor(0.3589, device='cuda:0')",COMPLETE
