number,value,datetime_start,datetime_complete,duration,params_a_1,params_a_2,params_batch_size,params_l_1,params_l_2,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mse,state
117,0.4580526649951935,2023-10-30 14:30:23.937061,2023-10-30 14:30:26.694112,0 days 00:00:02.757051,Sigmoid,Tanh,90,5,3.0,0.01,2,350,0.8,0.001,"tensor(0.4581, device='cuda:0')",COMPLETE
118,0.8622537851333618,2023-10-30 14:30:26.694523,2023-10-30 14:30:29.449924,0 days 00:00:02.755401,Sigmoid,Tanh,90,7,3.0,0.01,2,350,0.8,0.1,"tensor(0.8623, device='cuda:0')",COMPLETE
119,0.2954225540161133,2023-10-30 14:30:29.450358,2023-10-30 14:30:32.753352,0 days 00:00:03.302994,Sigmoid,Tanh,70,9,4.0,0.01,2,350,0.8,0.001,"tensor(0.2954, device='cuda:0')",COMPLETE
120,0.41305115818977356,2023-10-30 14:30:32.753770,2023-10-30 14:30:36.082366,0 days 00:00:03.328596,Sigmoid,Tanh,70,11,5.0,0.01,2,350,0.8,0.001,"tensor(0.4131, device='cuda:0')",COMPLETE
121,0.4530562162399292,2023-10-30 14:30:36.082786,2023-10-30 14:30:37.110423,0 days 00:00:01.027637,Sigmoid,Tanh,90,15,17.0,0.01,2,200,0.5,0.001,"tensor(0.4531, device='cuda:0')",COMPLETE
122,0.2922677993774414,2023-10-30 14:30:37.110839,2023-10-30 14:30:40.455170,0 days 00:00:03.344331,ReLU,Tanh,70,17,13.0,0.01,2,400,0.7,0.001,"tensor(0.2923, device='cuda:0')",COMPLETE
123,0.3848833441734314,2023-10-30 14:30:40.455605,2023-10-30 14:30:41.106683,0 days 00:00:00.651078,Leaky,Tanh,50,14,14.0,0.01,2,100,0.4,0.001,"tensor(0.3849, device='cuda:0')",COMPLETE
124,0.42285123467445374,2023-10-30 14:30:41.107114,2023-10-30 14:30:42.602219,0 days 00:00:01.495105,ReLU,Tanh,100,18,20.0,0.01,2,200,0.8,0.001,"tensor(0.4229, device='cuda:0')",COMPLETE
125,0.3632247745990753,2023-10-30 14:30:42.602627,2023-10-30 14:30:44.071960,0 days 00:00:01.469333,Sigmoid,Tanh,70,6,15.0,0.1,2,200,0.6,0.001,"tensor(0.3632, device='cuda:0')",COMPLETE
126,0.6108540296554565,2023-10-30 14:30:44.072380,2023-10-30 14:30:49.609321,0 days 00:00:05.536941,ReLU,Tanh,30,4,16.0,0.01,2,300,0.8,0.01,"tensor(0.6109, device='cuda:0')",COMPLETE
127,0.7359850406646729,2023-10-30 14:30:49.609723,2023-10-30 14:30:56.128587,0 days 00:00:06.518864,ReLU,Leaky,10,16,12.0,1e-05,2,150,0.7,0.001,"tensor(0.7360, device='cuda:0')",COMPLETE
128,0.3055037558078766,2023-10-30 14:30:56.129020,2023-10-30 14:30:57.995271,0 days 00:00:01.866251,ReLU,ReLU,100,8,11.0,0.01,2,250,0.8,0.001,"tensor(0.3055, device='cuda:0')",COMPLETE
129,0.5087105631828308,2023-10-30 14:30:57.995674,2023-10-30 14:30:59.879688,0 days 00:00:01.884014,Sigmoid,Tanh,70,10,14.0,0.01,2,200,0.8,0.001,"tensor(0.5087, device='cuda:0')",COMPLETE
130,0.32400378584861755,2023-10-30 14:30:59.880103,2023-10-30 14:31:01.174157,0 days 00:00:01.294054,ReLU,Tanh,100,15,15.0,0.01,2,200,0.7,0.001,"tensor(0.3240, device='cuda:0')",COMPLETE
131,0.3349701464176178,2023-10-30 14:31:01.174567,2023-10-30 14:31:02.891214,0 days 00:00:01.716647,Tanh,Tanh,80,17,24.0,0.01,2,200,0.8,0.001,"tensor(0.3350, device='cuda:0')",COMPLETE
132,0.31329426169395447,2023-10-30 14:31:02.891626,2023-10-30 14:31:04.623238,0 days 00:00:01.731612,Tanh,Tanh,80,17,13.0,0.01,2,200,0.8,0.001,"tensor(0.3133, device='cuda:0')",COMPLETE
133,0.38910964131355286,2023-10-30 14:31:04.623640,2023-10-30 14:31:06.763370,0 days 00:00:02.139730,Tanh,Tanh,60,18,14.0,0.01,2,200,0.8,0.001,"tensor(0.3891, device='cuda:0')",COMPLETE
134,0.2525803744792938,2023-10-30 14:31:06.763772,2023-10-30 14:31:09.616693,0 days 00:00:02.852921,Tanh,Tanh,40,19,17.0,0.01,2,200,0.8,0.001,"tensor(0.2526, device='cuda:0')",COMPLETE
135,0.36451455950737,2023-10-30 14:31:09.617104,2023-10-30 14:31:14.641157,0 days 00:00:05.024053,Tanh,Tanh,40,22,17.0,0.01,2,350,0.8,0.001,"tensor(0.3645, device='cuda:0')",COMPLETE
136,0.4349706172943115,2023-10-30 14:31:14.641561,2023-10-30 14:31:15.439036,0 days 00:00:00.797475,ReLU,Sigmoid,40,19,16.0,0.01,2,200,0.2,1e-05,"tensor(0.4350, device='cuda:0')",COMPLETE
137,0.4851694107055664,2023-10-30 14:31:15.439444,2023-10-30 14:31:18.302028,0 days 00:00:02.862584,Tanh,Tanh,40,16,18.0,0.0001,2,200,0.8,0.001,"tensor(0.4852, device='cuda:0')",COMPLETE
138,0.29169246554374695,2023-10-30 14:31:18.302443,2023-10-30 14:31:20.838192,0 days 00:00:02.535749,ReLU,Tanh,40,13,15.0,0.001,2,200,0.7,0.0001,"tensor(0.2917, device='cuda:0')",COMPLETE
139,0.41495463252067566,2023-10-30 14:31:20.838608,2023-10-30 14:31:22.360452,0 days 00:00:01.521844,Leaky,Tanh,100,19,10.0,0.01,2,200,0.8,0.001,"tensor(0.4150, device='cuda:0')",COMPLETE
140,0.39060068130493164,2023-10-30 14:31:22.360854,2023-10-30 14:31:23.880974,0 days 00:00:01.520120,Tanh,,70,18,,0.01,1,450,0.3,0.001,"tensor(0.3906, device='cuda:0')",COMPLETE
141,0.22616824507713318,2023-10-30 14:31:23.881400,2023-10-30 14:31:25.622837,0 days 00:00:01.741437,Tanh,Tanh,80,16,13.0,0.01,2,200,0.8,0.001,"tensor(0.2262, device='cuda:0')",COMPLETE
142,0.3706603944301605,2023-10-30 14:31:25.623232,2023-10-30 14:31:27.199180,0 days 00:00:01.575948,Tanh,Tanh,90,16,13.0,0.01,2,200,0.8,0.001,"tensor(0.3707, device='cuda:0')",COMPLETE
143,0.3501647114753723,2023-10-30 14:31:27.199593,2023-10-30 14:31:29.075809,0 days 00:00:01.876216,Tanh,Tanh,70,17,11.0,0.01,2,200,0.8,0.001,"tensor(0.3502, device='cuda:0')",COMPLETE
144,0.265715628862381,2023-10-30 14:31:29.076222,2023-10-30 14:31:30.798333,0 days 00:00:01.722111,Tanh,Tanh,80,14,12.0,0.01,2,200,0.8,0.001,"tensor(0.2657, device='cuda:0')",COMPLETE
145,0.3226393759250641,2023-10-30 14:31:30.798743,2023-10-30 14:31:32.521753,0 days 00:00:01.723010,Tanh,Tanh,80,14,12.0,0.01,2,200,0.8,0.001,"tensor(0.3226, device='cuda:0')",COMPLETE
146,0.32685229182243347,2023-10-30 14:31:32.522163,2023-10-30 14:31:34.252766,0 days 00:00:01.730603,Tanh,Tanh,80,12,13.0,0.01,2,200,0.8,0.001,"tensor(0.3269, device='cuda:0')",COMPLETE
147,0.6394731402397156,2023-10-30 14:31:34.253174,2023-10-30 14:31:34.702788,0 days 00:00:00.449614,ReLU,Tanh,80,13,2.0,0.01,2,50,0.8,0.1,"tensor(0.6395, device='cuda:0')",COMPLETE
148,0.26648643612861633,2023-10-30 14:31:34.703197,2023-10-30 14:31:37.746808,0 days 00:00:03.043611,ReLU,Tanh,80,15,7.0,0.01,2,350,0.8,0.001,"tensor(0.2665, device='cuda:0')",COMPLETE
149,0.28621917963027954,2023-10-30 14:31:37.747246,2023-10-30 14:31:40.763185,0 days 00:00:03.015939,ReLU,Tanh,80,14,7.0,0.01,2,350,0.8,0.001,"tensor(0.2862, device='cuda:0')",COMPLETE
150,0.30101650953292847,2023-10-30 14:31:40.763593,2023-10-30 14:31:43.781316,0 days 00:00:03.017723,ReLU,Tanh,80,15,9.0,0.01,2,350,0.8,0.001,"tensor(0.3010, device='cuda:0')",COMPLETE
151,0.3068002164363861,2023-10-30 14:31:43.781742,2023-10-30 14:31:46.807412,0 days 00:00:03.025670,ReLU,Tanh,80,15,12.0,0.01,2,350,0.8,0.001,"tensor(0.3068, device='cuda:0')",COMPLETE
152,0.30101847648620605,2023-10-30 14:31:46.807822,2023-10-30 14:31:49.847122,0 days 00:00:03.039300,ReLU,Tanh,80,13,8.0,0.01,2,350,0.8,0.001,"tensor(0.3010, device='cuda:0')",COMPLETE
153,0.32827162742614746,2023-10-30 14:31:49.847533,2023-10-30 14:31:54.546821,0 days 00:00:04.699288,ReLU,Tanh,70,12,10.0,0.01,2,500,0.8,0.001,"tensor(0.3283, device='cuda:0')",COMPLETE
154,0.7112011313438416,2023-10-30 14:31:54.547253,2023-10-30 14:31:55.264677,0 days 00:00:00.717424,Tanh,Tanh,20,14,3.0,0.01,2,200,0.1,0.001,"tensor(0.7112, device='cuda:0')",COMPLETE
155,0.5265707969665527,2023-10-30 14:31:55.265087,2023-10-30 14:31:56.993437,0 days 00:00:01.728350,Sigmoid,Tanh,80,15,5.0,0.01,2,200,0.8,0.001,"tensor(0.5266, device='cuda:0')",COMPLETE
156,0.7413591742515564,2023-10-30 14:31:56.993858,2023-10-30 14:31:59.384857,0 days 00:00:02.390999,ReLU,Leaky,70,17,1.0,0.1,2,400,0.5,0.001,"tensor(0.7414, device='cuda:0')",COMPLETE
157,0.2777576744556427,2023-10-30 14:31:59.385261,2023-10-30 14:32:01.255828,0 days 00:00:01.870567,Tanh,Tanh,70,11,6.0,0.01,2,200,0.8,0.001,"tensor(0.2778, device='cuda:0')",COMPLETE
158,0.6009625792503357,2023-10-30 14:32:01.256262,2023-10-30 14:32:02.217525,0 days 00:00:00.961263,ReLU,Tanh,70,16,4.0,0.01,2,100,0.8,0.01,"tensor(0.6010, device='cuda:0')",COMPLETE
159,0.3014765977859497,2023-10-30 14:32:02.217933,2023-10-30 14:32:04.110728,0 days 00:00:01.892795,Tanh,ReLU,70,13,7.0,0.01,2,200,0.8,0.001,"tensor(0.3015, device='cuda:0')",COMPLETE
160,0.872994065284729,2023-10-30 14:32:04.111154,2023-10-30 14:32:07.369142,0 days 00:00:03.257988,Sigmoid,Tanh,70,16,6.0,1e-05,2,350,0.8,0.001,"tensor(0.8730, device='cuda:0')",COMPLETE
161,0.3827272057533264,2023-10-30 14:32:07.369554,2023-10-30 14:32:10.970729,0 days 00:00:03.601175,Tanh,Tanh,30,11,5.0,0.01,2,200,0.8,0.001,"tensor(0.3827, device='cuda:0')",COMPLETE
162,0.30587315559387207,2023-10-30 14:32:10.971140,2023-10-30 14:32:11.950752,0 days 00:00:00.979612,Tanh,Tanh,70,11,6.0,0.01,2,200,0.4,0.001,"tensor(0.3059, device='cuda:0')",COMPLETE
163,0.2810502350330353,2023-10-30 14:32:11.951161,2023-10-30 14:32:14.387498,0 days 00:00:02.436337,Tanh,Tanh,50,14,14.0,0.01,2,200,0.8,0.001,"tensor(0.2811, device='cuda:0')",COMPLETE
164,0.5441367030143738,2023-10-30 14:32:14.387915,2023-10-30 14:32:24.039103,0 days 00:00:09.651188,Tanh,Tanh,10,12,12.0,0.01,2,200,0.8,0.001,"tensor(0.5441, device='cuda:0')",COMPLETE
165,0.29238462448120117,2023-10-30 14:32:24.039577,2023-10-30 14:32:25.628069,0 days 00:00:01.588492,Tanh,Tanh,90,13,17.0,0.01,2,200,0.8,0.001,"tensor(0.2924, device='cuda:0')",COMPLETE
166,0.36338117718696594,2023-10-30 14:32:25.628495,2023-10-30 14:32:30.017687,0 days 00:00:04.389192,ReLU,Tanh,40,12,13.0,0.01,2,300,0.8,0.001,"tensor(0.3634, device='cuda:0')",COMPLETE
167,0.2752900719642639,2023-10-30 14:32:30.018099,2023-10-30 14:32:31.928885,0 days 00:00:01.910786,ReLU,Sigmoid,70,20,16.0,0.01,2,200,0.8,0.001,"tensor(0.2753, device='cuda:0')",COMPLETE
168,0.2722237706184387,2023-10-30 14:32:31.929296,2023-10-30 14:32:34.282277,0 days 00:00:02.352981,ReLU,Tanh,70,21,16.0,0.01,2,250,0.8,0.001,"tensor(0.2722, device='cuda:0')",COMPLETE
169,0.28256234526634216,2023-10-30 14:32:34.282695,2023-10-30 14:32:36.677151,0 days 00:00:02.394456,ReLU,Sigmoid,70,21,16.0,0.001,2,250,0.8,1e-05,"tensor(0.2826, device='cuda:0')",COMPLETE
170,0.3021921217441559,2023-10-30 14:32:36.677611,2023-10-30 14:32:38.546744,0 days 00:00:01.869133,ReLU,Sigmoid,70,20,17.0,0.01,2,250,0.6,0.001,"tensor(0.3022, device='cuda:0')",COMPLETE
171,0.36357545852661133,2023-10-30 14:32:38.547164,2023-10-30 14:32:40.978329,0 days 00:00:02.431165,ReLU,Sigmoid,70,22,16.0,0.01,2,250,0.8,0.001,"tensor(0.3636, device='cuda:0')",COMPLETE
172,0.30188289284706116,2023-10-30 14:32:40.978756,2023-10-30 14:32:43.382532,0 days 00:00:02.403776,ReLU,Tanh,70,21,16.0,0.01,2,250,0.8,0.001,"tensor(0.3019, device='cuda:0')",COMPLETE
173,0.2261548787355423,2023-10-30 14:32:43.382940,2023-10-30 14:32:44.831499,0 days 00:00:01.448559,ReLU,Sigmoid,70,21,15.0,0.01,2,150,0.8,0.001,"tensor(0.2262, device='cuda:0')",COMPLETE
174,0.3736853301525116,2023-10-30 14:32:44.831925,2023-10-30 14:32:46.280866,0 days 00:00:01.448941,ReLU,Sigmoid,70,20,15.0,0.01,2,150,0.8,0.001,"tensor(0.3737, device='cuda:0')",COMPLETE
175,0.28694167733192444,2023-10-30 14:32:46.281270,2023-10-30 14:32:47.720529,0 days 00:00:01.439259,ReLU,Sigmoid,70,21,18.0,0.01,2,150,0.8,0.001,"tensor(0.2869, device='cuda:0')",COMPLETE
176,0.5661279559135437,2023-10-30 14:32:47.720964,2023-10-30 14:32:49.039601,0 days 00:00:01.318637,ReLU,Sigmoid,80,22,15.0,0.0001,2,150,0.8,0.0001,"tensor(0.5661, device='cuda:0')",COMPLETE
177,0.25147581100463867,2023-10-30 14:32:49.040048,2023-10-30 14:32:52.763745,0 days 00:00:03.723697,ReLU,Sigmoid,60,23,15.0,0.01,2,350,0.8,0.001,"tensor(0.2515, device='cuda:0')",COMPLETE
178,0.3001301884651184,2023-10-30 14:32:52.764178,2023-10-30 14:32:56.495507,0 days 00:00:03.731329,ReLU,Sigmoid,60,23,15.0,0.01,2,350,0.8,0.001,"tensor(0.3001, device='cuda:0')",COMPLETE
179,0.32962509989738464,2023-10-30 14:32:56.495906,2023-10-30 14:33:00.222585,0 days 00:00:03.726679,ReLU,Sigmoid,60,24,14.0,0.01,2,350,0.8,0.001,"tensor(0.3296, device='cuda:0')",COMPLETE
180,0.47832274436950684,2023-10-30 14:33:00.222993,2023-10-30 14:33:03.984613,0 days 00:00:03.761620,ReLU,Sigmoid,60,23,2.0,0.01,2,350,0.8,0.001,"tensor(0.4783, device='cuda:0')",COMPLETE
181,0.4563840925693512,2023-10-30 14:33:03.985039,2023-10-30 14:33:05.602153,0 days 00:00:01.617114,ReLU,Sigmoid,60,19,17.0,0.01,2,150,0.8,0.001,"tensor(0.4564, device='cuda:0')",COMPLETE
182,0.26765093207359314,2023-10-30 14:33:05.602572,2023-10-30 14:33:08.894899,0 days 00:00:03.292327,ReLU,Sigmoid,70,20,16.0,0.01,2,350,0.8,0.001,"tensor(0.2677, device='cuda:0')",COMPLETE
183,0.20845188200473785,2023-10-30 14:33:08.895311,2023-10-30 14:33:12.210567,0 days 00:00:03.315256,ReLU,Sigmoid,70,20,16.0,0.01,2,350,0.8,0.001,"tensor(0.2085, device='cuda:0')",COMPLETE
184,0.2676868438720703,2023-10-30 14:33:12.210987,2023-10-30 14:33:15.546744,0 days 00:00:03.335757,ReLU,Sigmoid,70,21,16.0,0.01,2,350,0.8,0.001,"tensor(0.2677, device='cuda:0')",COMPLETE
185,0.27100878953933716,2023-10-30 14:33:15.547221,2023-10-30 14:33:18.888054,0 days 00:00:03.340833,ReLU,Sigmoid,70,21,15.0,0.01,2,350,0.8,0.001,"tensor(0.2710, device='cuda:0')",COMPLETE
186,0.9375076293945312,2023-10-30 14:33:18.888492,2023-10-30 14:33:22.209095,0 days 00:00:03.320603,ReLU,Sigmoid,70,21,15.0,0.01,2,350,0.8,0.1,"tensor(0.9375, device='cuda:0')",COMPLETE
187,0.2345689833164215,2023-10-30 14:33:22.209510,2023-10-30 14:33:25.554070,0 days 00:00:03.344560,ReLU,Sigmoid,70,22,16.0,0.01,2,350,0.8,0.001,"tensor(0.2346, device='cuda:0')",COMPLETE
188,0.33724668622016907,2023-10-30 14:33:25.554471,2023-10-30 14:33:26.524912,0 days 00:00:00.970441,ReLU,Sigmoid,70,22,15.0,0.01,2,350,0.2,0.001,"tensor(0.3372, device='cuda:0')",COMPLETE
189,0.27334919571876526,2023-10-30 14:33:26.525334,2023-10-30 14:33:29.872080,0 days 00:00:03.346746,ReLU,Sigmoid,70,22,16.0,0.01,2,350,0.8,0.001,"tensor(0.2733, device='cuda:0')",COMPLETE
190,0.41431933641433716,2023-10-30 14:33:29.872535,2023-10-30 14:33:33.242164,0 days 00:00:03.369629,ReLU,Sigmoid,70,24,14.0,0.01,2,350,0.8,0.001,"tensor(0.4143, device='cuda:0')",COMPLETE
191,0.22141921520233154,2023-10-30 14:33:33.242599,2023-10-30 14:33:36.576599,0 days 00:00:03.334000,ReLU,Sigmoid,70,21,16.0,0.01,2,350,0.8,0.001,"tensor(0.2214, device='cuda:0')",COMPLETE
192,0.3684796094894409,2023-10-30 14:33:36.577011,2023-10-30 14:33:39.884746,0 days 00:00:03.307735,ReLU,Sigmoid,70,20,17.0,0.01,2,350,0.8,0.001,"tensor(0.3685, device='cuda:0')",COMPLETE
193,0.2498994916677475,2023-10-30 14:33:39.885150,2023-10-30 14:33:43.237568,0 days 00:00:03.352418,ReLU,Sigmoid,70,21,16.0,0.01,2,350,0.8,0.001,"tensor(0.2499, device='cuda:0')",COMPLETE
194,0.31638631224632263,2023-10-30 14:33:43.237992,2023-10-30 14:33:46.571176,0 days 00:00:03.333184,ReLU,Sigmoid,70,22,17.0,0.01,2,350,0.8,0.001,"tensor(0.3164, device='cuda:0')",COMPLETE
195,0.2911292314529419,2023-10-30 14:33:46.571579,2023-10-30 14:33:49.929396,0 days 00:00:03.357817,ReLU,Sigmoid,70,21,16.0,0.01,2,350,0.8,0.001,"tensor(0.2911, device='cuda:0')",COMPLETE
196,0.3759881258010864,2023-10-30 14:33:49.929806,2023-10-30 14:33:51.143634,0 days 00:00:01.213828,ReLU,Sigmoid,80,20,15.0,0.1,2,350,0.3,0.001,"tensor(0.3760, device='cuda:0')",COMPLETE
197,0.3121468126773834,2023-10-30 14:33:51.144040,2023-10-30 14:33:54.484467,0 days 00:00:03.340427,ReLU,Sigmoid,70,23,16.0,0.01,2,350,0.8,0.001,"tensor(0.3121, device='cuda:0')",COMPLETE
198,0.5941312909126282,2023-10-30 14:33:54.484874,2023-10-30 14:33:57.783107,0 days 00:00:03.298233,Sigmoid,Sigmoid,70,21,17.0,0.01,2,350,0.8,0.01,"tensor(0.5941, device='cuda:0')",COMPLETE
199,0.4084218442440033,2023-10-30 14:33:57.783526,2023-10-30 14:34:00.568570,0 days 00:00:02.785044,Leaky,Sigmoid,90,22,16.0,0.01,2,350,0.8,0.001,"tensor(0.4084, device='cuda:0')",COMPLETE
200,0.9612035155296326,2023-10-30 14:34:00.568993,2023-10-30 14:34:01.314811,0 days 00:00:00.745818,ReLU,Sigmoid,40,23,15.0,1e-05,2,350,0.1,0.001,"tensor(0.9612, device='cuda:0')",COMPLETE
201,0.24600447714328766,2023-10-30 14:34:01.315239,2023-10-30 14:34:04.657168,0 days 00:00:03.341929,ReLU,Sigmoid,70,20,15.0,0.01,2,350,0.8,0.001,"tensor(0.2460, device='cuda:0')",COMPLETE
202,0.28672096133232117,2023-10-30 14:34:04.657570,2023-10-30 14:34:08.013272,0 days 00:00:03.355702,ReLU,Sigmoid,70,20,15.0,0.01,2,350,0.8,0.001,"tensor(0.2867, device='cuda:0')",COMPLETE
203,0.3538110852241516,2023-10-30 14:34:08.013690,2023-10-30 14:34:11.393501,0 days 00:00:03.379811,ReLU,Sigmoid,70,20,14.0,0.01,2,350,0.8,0.001,"tensor(0.3538, device='cuda:0')",COMPLETE
204,0.3308318853378296,2023-10-30 14:34:11.393914,2023-10-30 14:34:14.739400,0 days 00:00:03.345486,ReLU,Sigmoid,70,21,16.0,0.01,2,350,0.8,0.001,"tensor(0.3308, device='cuda:0')",COMPLETE
205,0.43878620862960815,2023-10-30 14:34:14.739830,2023-10-30 14:34:17.806035,0 days 00:00:03.066205,ReLU,Sigmoid,80,19,16.0,0.01,2,350,0.8,0.001,"tensor(0.4388, device='cuda:0')",COMPLETE
206,0.5093223452568054,2023-10-30 14:34:17.806444,2023-10-30 14:34:21.128863,0 days 00:00:03.322419,ReLU,Sigmoid,70,21,14.0,0.01,2,350,0.8,0.001,"tensor(0.5093, device='cuda:0')",COMPLETE
207,0.3153998553752899,2023-10-30 14:34:21.129285,2023-10-30 14:34:23.223387,0 days 00:00:02.094102,ReLU,Sigmoid,70,20,15.0,0.01,2,350,0.5,0.001,"tensor(0.3154, device='cuda:0')",COMPLETE
208,0.4061488211154938,2023-10-30 14:34:23.223806,2023-10-30 14:34:26.143212,0 days 00:00:02.919406,ReLU,,70,21,,0.01,1,350,0.8,0.001,"tensor(0.4061, device='cuda:0')",COMPLETE
209,0.46514463424682617,2023-10-30 14:34:26.143648,2023-10-30 14:34:30.688796,0 days 00:00:04.545148,Sigmoid,Sigmoid,20,19,17.0,0.01,2,350,0.4,0.001,"tensor(0.4651, device='cuda:0')",COMPLETE
210,0.5214692950248718,2023-10-30 14:34:30.689222,2023-10-30 14:34:33.734002,0 days 00:00:03.044780,ReLU,Sigmoid,80,22,16.0,0.01,2,350,0.8,1e-05,"tensor(0.5215, device='cuda:0')",COMPLETE
211,0.40891575813293457,2023-10-30 14:34:33.734446,2023-10-30 14:34:37.064615,0 days 00:00:03.330169,ReLU,Sigmoid,70,21,15.0,0.01,2,350,0.8,0.001,"tensor(0.4089, device='cuda:0')",COMPLETE
212,0.39320600032806396,2023-10-30 14:34:37.065056,2023-10-30 14:34:40.377455,0 days 00:00:03.312399,ReLU,Sigmoid,70,21,15.0,0.01,2,350,0.8,0.001,"tensor(0.3932, device='cuda:0')",COMPLETE
213,0.2866750657558441,2023-10-30 14:34:40.377875,2023-10-30 14:34:43.728337,0 days 00:00:03.350462,ReLU,Sigmoid,70,20,14.0,0.01,2,350,0.8,0.001,"tensor(0.2867, device='cuda:0')",COMPLETE
214,0.3602493703365326,2023-10-30 14:34:43.728769,2023-10-30 14:34:47.083750,0 days 00:00:03.354981,ReLU,Sigmoid,70,22,16.0,0.01,2,350,0.8,0.001,"tensor(0.3602, device='cuda:0')",COMPLETE
215,0.3434128165245056,2023-10-30 14:34:47.084174,2023-10-30 14:34:51.337224,0 days 00:00:04.253050,ReLU,Sigmoid,70,20,15.0,0.01,2,450,0.8,0.001,"tensor(0.3434, device='cuda:0')",COMPLETE
216,0.3409285247325897,2023-10-30 14:34:51.337652,2023-10-30 14:34:55.626763,0 days 00:00:04.289111,ReLU,Leaky,50,15,16.0,0.01,2,350,0.8,0.001,"tensor(0.3409, device='cuda:0')",COMPLETE
217,0.3944289982318878,2023-10-30 14:34:55.627179,2023-10-30 14:34:56.187071,0 days 00:00:00.559892,ReLU,Sigmoid,60,21,17.0,0.001,2,50,0.8,0.001,"tensor(0.3944, device='cuda:0')",COMPLETE
218,0.6350734233856201,2023-10-30 14:34:56.187498,2023-10-30 14:35:01.077946,0 days 00:00:04.890448,ReLU,Sigmoid,30,19,15.0,0.0001,2,350,0.6,0.001,"tensor(0.6351, device='cuda:0')",COMPLETE
219,0.25808802247047424,2023-10-30 14:35:01.078383,2023-10-30 14:35:05.755941,0 days 00:00:04.677558,Sigmoid,Sigmoid,70,21,14.0,0.01,2,500,0.8,0.0001,"tensor(0.2581, device='cuda:0')",COMPLETE
220,0.24908317625522614,2023-10-30 14:35:05.756374,2023-10-30 14:35:30.162674,0 days 00:00:24.406300,Sigmoid,ReLU,10,23,13.0,0.01,2,500,0.8,0.0001,"tensor(0.2491, device='cuda:0')",COMPLETE
221,0.49558255076408386,2023-10-30 14:35:30.163097,2023-10-30 14:35:54.505129,0 days 00:00:24.342032,Leaky,ReLU,10,23,13.0,0.01,2,500,0.8,0.0001,"tensor(0.4956, device='cuda:0')",COMPLETE
222,0.40120840072631836,2023-10-30 14:35:54.505553,2023-10-30 14:35:58.828813,0 days 00:00:04.323260,Sigmoid,ReLU,80,24,14.0,0.01,2,500,0.8,0.0001,"tensor(0.4012, device='cuda:0')",COMPLETE
223,0.2809348404407501,2023-10-30 14:35:58.829232,2023-10-30 14:36:23.016243,0 days 00:00:24.187011,Sigmoid,ReLU,10,22,13.0,0.01,2,500,0.8,0.0001,"tensor(0.2809, device='cuda:0')",COMPLETE
224,0.3583316206932068,2023-10-30 14:36:23.016674,2023-10-30 14:36:27.711129,0 days 00:00:04.694455,Sigmoid,ReLU,70,23,13.0,0.01,2,500,0.8,0.0001,"tensor(0.3583, device='cuda:0')",COMPLETE
225,0.34946975111961365,2023-10-30 14:36:27.711576,2023-10-30 14:36:52.101612,0 days 00:00:24.390036,Sigmoid,ReLU,10,20,14.0,0.01,2,500,0.8,0.0001,"tensor(0.3495, device='cuda:0')",COMPLETE
226,0.33124732971191406,2023-10-30 14:36:52.102072,2023-10-30 14:37:16.255607,0 days 00:00:24.153535,Sigmoid,Sigmoid,10,22,12.0,0.01,2,500,0.8,0.0001,"tensor(0.3312, device='cuda:0')",COMPLETE
227,0.39871320128440857,2023-10-30 14:37:16.256084,2023-10-30 14:37:17.448704,0 days 00:00:01.192620,Sigmoid,Sigmoid,90,18,14.0,0.01,2,150,0.8,0.0001,"tensor(0.3987, device='cuda:0')",COMPLETE
228,0.26540476083755493,2023-10-30 14:37:17.449140,2023-10-30 14:37:24.590701,0 days 00:00:07.141561,Sigmoid,Sigmoid,40,23,16.0,0.01,2,500,0.8,0.0001,"tensor(0.2654, device='cuda:0')",COMPLETE
229,0.26579201221466064,2023-10-30 14:37:24.591136,2023-10-30 14:37:31.716274,0 days 00:00:07.125138,Sigmoid,Sigmoid,40,24,17.0,0.01,2,500,0.8,0.0001,"tensor(0.2658, device='cuda:0')",COMPLETE
230,0.35740646719932556,2023-10-30 14:37:31.716705,2023-10-30 14:37:33.666960,0 days 00:00:01.950255,Sigmoid,Sigmoid,40,23,17.0,0.01,2,500,0.2,0.0001,"tensor(0.3574, device='cuda:0')",COMPLETE
231,0.27411845326423645,2023-10-30 14:37:33.667376,2023-10-30 14:37:40.860145,0 days 00:00:07.192769,Sigmoid,Sigmoid,40,24,18.0,0.01,2,500,0.8,0.0001,"tensor(0.2741, device='cuda:0')",COMPLETE
232,0.27542388439178467,2023-10-30 14:37:40.860574,2023-10-30 14:37:47.999894,0 days 00:00:07.139320,Sigmoid,Sigmoid,40,24,16.0,0.01,2,500,0.8,0.0001,"tensor(0.2754, device='cuda:0')",COMPLETE
233,0.32927843928337097,2023-10-30 14:37:48.000349,2023-10-30 14:37:55.103703,0 days 00:00:07.103354,Sigmoid,Sigmoid,40,23,16.0,0.01,2,500,0.8,0.0001,"tensor(0.3293, device='cuda:0')",COMPLETE
234,0.278585821390152,2023-10-30 14:37:55.104138,2023-10-30 14:38:02.259833,0 days 00:00:07.155695,Sigmoid,Sigmoid,40,23,17.0,0.01,2,500,0.8,0.0001,"tensor(0.2786, device='cuda:0')",COMPLETE
