number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.9512220621109009,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,1.7657047510147095,1.9512220621109009,-0.6055080890655518,COMPLETE
1,1.0867924690246582,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,1.526624321937561,1.0867924690246582,0.03150707483291626,COMPLETE
2,1.386905312538147,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,3.3644893169403076,1.386905312538147,0.16469740867614746,COMPLETE
3,2.4356391429901123,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,2.787187099456787,2.4356391429901123,-0.7580256462097168,COMPLETE
4,2.0961124897003174,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,1.4507532119750977,2.0961124897003174,-0.4558905363082886,COMPLETE
5,0.8169302344322205,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,0.903427243232727,0.8169302344322205,0.19650840759277344,COMPLETE
6,1.0497044324874878,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,1.4409109354019165,1.0497044324874878,0.06455802917480469,COMPLETE
7,3.3243086338043213,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,2.326770544052124,3.3243086338043213,-1.3089549541473389,COMPLETE
8,1.8810248374938965,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,1.2212071418762207,1.8810248374938965,-0.05957984924316406,COMPLETE
9,1.0573090314865112,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,1.418225646018982,1.0573090314865112,0.15296226739883423,COMPLETE
10,0.4119565486907959,Leaky,79,491,22,0.0017404157466432903,1,0.7508950765561601,0.010540963318040455,0.6672548651695251,0.4119565486907959,0.572277307510376,COMPLETE
11,0.5330547094345093,Leaky,81,492,23,0.0017143477552760739,1,0.7959603266871323,0.00974371454191917,0.8823369741439819,0.5330547094345093,0.38092344999313354,COMPLETE
12,0.6212721467018127,Leaky,50,498,24,0.0008233011500597547,1,0.7920771485203731,0.007015697292702693,1.0295790433883667,0.6212721467018127,0.27846986055374146,COMPLETE
13,1.3722550868988037,Leaky,81,397,22,1.3625220514033477e-05,1,0.3885347402137153,0.009302437703531678,2.649138927459717,1.3722550868988037,-0.10458230972290039,COMPLETE
14,0.6827678084373474,Leaky,66,431,11,0.0020807263115821288,1,0.7989400854982043,0.005798271699705584,1.0468766689300537,0.6827678084373474,0.2070503830909729,COMPLETE
15,0.8911852836608887,Leaky,88,340,21,0.00046145129346657833,1,0.34502471001319773,0.08859366937342543,5.0257062911987305,0.8911852836608887,0.3703347444534302,COMPLETE
16,1.2959929704666138,Leaky,45,458,1,0.0027783615926678024,1,0.6708513098432723,0.013149733882729846,1.418256163597107,1.2959929704666138,-0.37727296352386475,COMPLETE
17,0.7849540114402771,Leaky,65,381,16,0.00034271424146293806,1,0.6030121911322617,0.0029844501691859405,0.9670959711074829,0.7849540114402771,0.28636157512664795,COMPLETE
18,0.7795879244804382,Tanh,88,257,24,0.010098187809730774,1,0.4482830572463902,0.0009706127692432286,2.748255968093872,0.7795879244804382,0.3249497413635254,COMPLETE
19,1.0953762531280518,ReLU,11,173,17,0.0014357906328668817,1,0.6385487297644231,0.022054512784809126,1.5222173929214478,1.0953762531280518,-0.10997700691223145,COMPLETE
20,0.629482626914978,Leaky,73,500,9,0.00032209492576637614,1,0.7985504632185786,0.02753939522244576,0.9531576633453369,0.629482626914978,0.268934428691864,COMPLETE
21,0.574427604675293,Leaky,52,469,24,0.0008132575413459927,1,0.7725666795039212,0.005796145745012531,1.0019230842590332,0.574427604675293,0.2976914048194885,COMPLETE
22,1.0974041223526,Leaky,57,451,21,0.0010587550779044628,1,0.5465812474641634,0.004995987707113014,2.7019739151000977,1.0974041223526,0.03530639410018921,COMPLETE
23,0.6122305989265442,Leaky,36,358,24,0.0037808939299477226,1,0.6892278375004514,0.010637472480796831,0.809051513671875,0.6122305989265442,0.3779659867286682,COMPLETE
24,0.9897733330726624,Leaky,44,419,22,0.0012344882310299397,1,0.6208489646229122,0.016567819076163344,1.1961530447006226,0.9897733330726624,0.04824703931808472,COMPLETE
25,1.1231868267059326,Leaky,62,457,19,0.0006375176853539712,1,0.5229057203976744,0.004316771866635475,1.3260983228683472,1.1231868267059326,0.1439208984375,COMPLETE
26,0.9575732946395874,Leaky,88,472,14,0.00472315235122662,1,0.7068310049773301,0.09769656942728047,1.0902200937271118,0.9575732946395874,0.05817890167236328,COMPLETE
27,1.076697826385498,ReLU,81,296,22,0.0019682167986688286,1,0.42700545188460054,0.008807864972709217,1.8432420492172241,1.076697826385498,0.14402371644973755,COMPLETE
28,0.9908918738365173,Tanh,73,413,20,0.0010934025736615176,1,0.517287572747078,0.029192919537784735,1.1086006164550781,0.9908918738365173,0.24475443363189697,COMPLETE
29,0.9697180986404419,Tanh,93,379,24,0.00031951625842932985,1,0.4820415621575701,0.0016189562132459428,1.313689947128296,0.9697180986404419,0.2417219877243042,COMPLETE
30,0.8795679211616516,Leaky,59,475,18,0.005707594926075383,1,0.6470724823343811,0.0023001330999118897,1.2419017553329468,0.8795679211616516,0.03259998559951782,COMPLETE
31,0.7445061206817627,Leaky,36,351,24,0.0030056356331128694,1,0.7181470388517297,0.010828346036693913,0.904375433921814,0.7445061206817627,0.3094950318336487,COMPLETE
32,0.6957860589027405,Leaky,48,364,22,0.0038546647768334906,1,0.5716333071582402,0.012985371274055179,2.4247243404388428,0.6957860589027405,0.3079792857170105,COMPLETE
33,0.7680608034133911,Leaky,40,430,20,0.0015940870124611765,1,0.7247175335791556,0.003771741739762254,0.8724626302719116,0.7680608034133911,0.2876487970352173,COMPLETE
34,0.9008198976516724,Leaky,97,292,23,0.0005162374723008811,1,0.6389951183188494,0.006710187139757889,1.714698076248169,0.9008198976516724,0.0871727466583252,COMPLETE
35,0.8611132502555847,Sigmoid,18,468,21,0.016811613943142248,1,0.5974992083909723,0.04364864909757469,1.4499108791351318,0.8611132502555847,0.17553657293319702,COMPLETE
36,0.7441939115524292,Tanh,31,319,23,0.0008421283076790397,1,0.734031467790166,0.019101021043429055,1.0042879581451416,0.7441939115524292,0.17987757921218872,COMPLETE
37,0.8460139632225037,Leaky,54,495,19,0.002001442458327148,1,0.6920428905616809,0.04087044033495703,1.0109878778457642,0.8460139632225037,0.14043915271759033,COMPLETE
38,0.7151696681976318,Sigmoid,38,198,4,0.0034428333561344906,1,0.7960987424890559,0.009601357400862294,1.0374892950057983,0.7151696681976318,0.16941964626312256,COMPLETE
39,0.7714117765426636,Leaky,78,250,23,0.020715760047073734,1,0.5778597495682547,0.003920760777106829,2.0464415550231934,0.7714117765426636,0.23276281356811523,COMPLETE
40,1.1685172319412231,ReLU,51,396,18,0.000712564584788117,1,0.5367199113392819,0.059812936378591745,1.8863459825515747,1.1685172319412231,0.009867548942565918,COMPLETE
41,0.6314710974693298,Leaky,43,498,24,0.0010231019301262991,1,0.7912689353261103,0.005934648266995099,1.0202076435089111,0.6314710974693298,0.2666250467300415,COMPLETE
42,0.6558886766433716,Leaky,51,479,24,0.0015965923555359357,1,0.6738632016419839,0.007924913159955716,0.886890172958374,0.6558886766433716,0.34183990955352783,COMPLETE
43,0.6997101902961731,Leaky,26,445,21,0.00019969037095773174,1,0.7305002332074737,0.016081168384172576,0.9079959392547607,0.6997101902961731,0.22889989614486694,COMPLETE
44,0.8869867920875549,Leaky,100,478,23,0.002618514100381294,1,0.6132556949727475,0.02451389450008898,1.0819816589355469,0.8869867920875549,0.19359880685806274,COMPLETE
45,0.7627935409545898,Sigmoid,68,418,20,0.0007821343913894245,1,0.7923510427650151,0.007216475055894018,0.9922273755073547,0.7627935409545898,0.11411046981811523,COMPLETE
46,1.3044434785842896,Leaky,61,436,22,0.0004911519524619641,1,0.6543650206839187,0.01393465469320062,1.4034134149551392,1.3044434785842896,-0.43470287322998047,COMPLETE
47,0.5495683550834656,Leaky,32,500,23,0.0062959735587988135,1,0.7307494188803894,0.002678478914528615,0.8079134225845337,0.5495683550834656,0.39436036348342896,COMPLETE
48,1.0356556177139282,Leaky,22,460,22,0.007119665151359093,1,0.5881330188994514,0.002702165518612721,4.61717414855957,1.0356556177139282,0.0084228515625,COMPLETE
49,1.09584641456604,Leaky,17,135,7,0.005018232011438364,1,0.26769181406200476,0.0007797455767737994,2.798983097076416,1.09584641456604,0.2140110731124878,COMPLETE
50,1.1350646018981934,ReLU,33,398,14,0.0037253662339079693,1,0.4838335728199155,0.0016606650094210462,1.9021174907684326,1.1350646018981934,0.11242806911468506,COMPLETE
51,0.7884925007820129,Leaky,40,488,24,0.0022697336994717196,1,0.7261426145165306,0.005186337137554774,0.8856210708618164,0.7884925007820129,0.26869910955429077,COMPLETE
52,0.7910515069961548,Leaky,47,447,23,0.0011582256667372651,1,0.6715381955532971,0.010982653088732773,0.9702211618423462,0.7910515069961548,0.2062090039253235,COMPLETE
53,0.536095917224884,Leaky,70,486,21,0.0015120856798048895,1,0.74389049553787,0.0034213587131506607,0.7323727011680603,0.536095917224884,0.44338691234588623,COMPLETE
54,0.5395726561546326,Leaky,85,470,21,0.0015292028010803502,1,0.7506232475946965,0.003444703442628316,0.7368488311767578,0.5395726561546326,0.439777135848999,COMPLETE
55,0.5953953862190247,Leaky,85,500,16,0.0015700114159413051,1,0.7476910704893609,0.003211025835370509,0.8424121141433716,0.5953953862190247,0.3818179965019226,COMPLETE
56,0.811061441898346,Leaky,76,467,20,0.0023332629254318384,1,0.6403720609229893,0.0023180166054444953,1.2694791555404663,0.811061441898346,0.17812764644622803,COMPLETE
57,0.743719756603241,Tanh,70,484,21,0.0014668491176263198,1,0.7502427902041683,0.004402508788961472,1.0315964221954346,0.743719756603241,0.22781705856323242,COMPLETE
58,1.192978858947754,Leaky,84,431,19,0.0009681642420628312,1,0.5634091510044564,0.0013141766422852333,2.104193687438965,1.192978858947754,-0.06312072277069092,COMPLETE
59,0.8308044075965881,Sigmoid,91,456,17,0.00810713763079997,1,0.6810869105758693,0.003044736865638516,1.2189863920211792,0.8308044075965881,0.16631841659545898,COMPLETE
60,0.8905972838401794,Leaky,83,64,21,0.0006932637748714803,1,0.5964223378853819,0.006199665891668064,0.9424393177032471,0.8905972838401794,0.1473073959350586,COMPLETE
61,0.47030797600746155,Leaky,86,499,15,0.0021394738569303637,1,0.7593757686078317,0.0034715757316348796,0.7855432033538818,0.47030797600746155,0.4925296902656555,COMPLETE
62,0.5592300891876221,Leaky,78,482,11,0.0029144890237091884,1,0.7409181732917707,0.00470842804414107,0.851551353931427,0.5592300891876221,0.38371288776397705,COMPLETE
63,0.6292427182197571,Leaky,93,482,10,0.0030509294712423975,1,0.7449256813899304,0.002428259119388536,0.8967772722244263,0.6292427182197571,0.3466752767562866,COMPLETE
64,0.6177036762237549,Leaky,76,448,12,0.005134285928969301,1,0.6797433387708605,0.004284162784826821,0.7474595904350281,0.6177036762237549,0.3801571726799011,COMPLETE
65,1.047629952430725,Leaky,79,467,13,0.0018619953215673354,1,0.6235491274483965,0.0034588973033431373,1.2523223161697388,1.047629952430725,-0.007387042045593262,COMPLETE
66,0.6643660068511963,Leaky,87,489,10,0.002632583227616885,1,0.7957552894141399,0.007797522358282713,0.9995829463005066,0.6643660068511963,0.22842174768447876,COMPLETE
67,0.8366754651069641,ReLU,70,500,15,0.0012865701921670263,1,0.7073948292236634,0.0020423359203780955,0.9891939759254456,0.8366754651069641,0.1770879626274109,COMPLETE
68,0.581122636795044,Leaky,91,482,7,0.003926589431626409,1,0.7492988112798717,0.00531121539561652,0.8719865083694458,0.581122636795044,0.396636962890625,COMPLETE
