number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.2331974506378174,Sigmoid,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,3.637505054473877,1.2331974506378174,-0.2164463996887207,COMPLETE
1,0.9547024369239807,Sigmoid,88,76,24,1.2087541473056957e-05,1,0.3490285460630004,0.006796578090758156,2.474773645401001,0.9547024369239807,0.01307535171508789,COMPLETE
2,0.590886652469635,Sigmoid,29,425,13,0.00016480446427978953,1,0.14595006988277215,5.415244119402538e-05,1.1896063089370728,0.590886652469635,0.4058491587638855,COMPLETE
3,0.5759760737419128,Sigmoid,36,244,9,0.00014742753159914678,1,0.3569095943771272,3.613894271216525e-05,2.5652575492858887,0.5759760737419128,0.4083627462387085,COMPLETE
4,0.5763125419616699,Sigmoid,81,255,2,0.00234238498471129,1,0.1514688727422765,0.0011400863701127321,1.3459807634353638,0.5763125419616699,0.4085756540298462,COMPLETE
5,0.6805701851844788,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,1.2599549293518066,0.6805701851844788,0.3720877170562744,COMPLETE
6,0.8082788586616516,Sigmoid,18,187,12,3.077180271250682e-05,1,0.4148814287315354,0.00057624872164786,1.360751748085022,0.8082788586616516,0.21481293439865112,COMPLETE
7,0.9929754137992859,Sigmoid,92,65,13,0.00017654048052495074,1,0.17127801069727153,0.004467752817973905,1.044407606124878,0.9929754137992859,-0.03393137454986572,COMPLETE
8,0.5001381635665894,Sigmoid,26,296,22,0.057279044707996205,1,0.7509692752447114,0.012604664585649461,1.705439805984497,0.5001381635665894,0.5364998579025269,COMPLETE
9,1.313375473022461,Sigmoid,93,319,8,1.5167330688076188e-05,1,0.12020338353108916,6.080390190296599e-05,9.352741241455078,1.313375473022461,-0.2090296745300293,COMPLETE
10,0.6536030173301697,Sigmoid,53,476,19,0.08619793555713155,1,0.7508950765561601,0.05997863556602807,1.9324430227279663,0.6536030173301697,0.2985121011734009,COMPLETE
11,0.24817635118961334,Sigmoid,43,360,8,0.004715095113992048,1,0.7164597358896114,1.1290337641647065e-05,1.4525326490402222,0.24817635118961334,0.7816031575202942,COMPLETE
12,0.20458148419857025,Sigmoid,46,381,17,0.01197134971124341,1,0.7942435733340287,1.2026019672435925e-05,0.8201207518577576,0.20458148419857025,0.8093299269676208,COMPLETE
13,0.2422514408826828,Sigmoid,50,401,17,0.008008428315818345,1,0.5704119738974546,1.124079430978756e-05,0.7423017024993896,0.2422514408826828,0.7702943086624146,COMPLETE
14,0.2516056001186371,Sigmoid,69,398,17,0.006883375352867517,1,0.5538532836828371,1.0964585404660416e-05,0.9472275972366333,0.2516056001186371,0.7656075358390808,COMPLETE
15,0.22969886660575867,Sigmoid,63,500,16,0.015558921022520428,1,0.5442808046906032,0.00021004805863831112,3.130615472793579,0.22969886660575867,0.777584969997406,COMPLETE
16,0.31986382603645325,Sigmoid,64,494,16,0.02131061317559322,1,0.2546991509897162,0.0002773116308155133,1.249910593032837,0.31986382603645325,0.5949321985244751,COMPLETE
17,0.34097719192504883,Sigmoid,67,449,15,0.0014059884321245412,1,0.5507573180718885,0.0002735886298925724,1.3181711435317993,0.34097719192504883,0.6834590435028076,COMPLETE
18,0.2180815488100052,Sigmoid,58,384,20,0.02021804679722331,1,0.7770989399224957,0.00016765419246189908,1.0446820259094238,0.2180815488100052,0.7958632111549377,COMPLETE
19,0.22238516807556152,Sigmoid,11,359,21,0.02302230307837838,1,0.7780580703320767,7.202606481840511e-05,0.8468084335327148,0.22238516807556152,0.7852092981338501,COMPLETE
20,0.2509481906890869,Sigmoid,76,366,23,0.002727929369841776,1,0.6469051375737003,0.00012701877952916332,1.3742917776107788,0.2509481906890869,0.7693749070167542,COMPLETE
