number,value,params_activation_1,params_batch_size,params_epochs,params_layer_1,params_learning_rate,params_num_layers,params_train_size,params_weight_decay,user_attrs_mape,user_attrs_mse,user_attrs_r2,state
0,1.4284201860427856,Tanh,96,218,4,4.207988669606632e-05,1,0.4582013868952863,0.0024810409748678114,1.3552618026733398,1.4284201860427856,-0.6362446546554565,COMPLETE
1,0.7280229926109314,Tanh,98,59,5,5.3370327626039544e-05,1,0.5646386642932582,7.068974950624602e-05,1.03571617603302,0.7280229926109314,0.21696799993515015,COMPLETE
2,3.6228301525115967,Sigmoid,22,325,19,0.0006672367170464204,1,0.18358318781006536,0.0002920433847181409,1.2511353492736816,3.6228301525115967,-0.611034631729126,COMPLETE
3,2.500159978866577,Sigmoid,25,324,20,0.07286653737491042,1,0.1144846978456873,0.06245139574743072,2.0013813972473145,2.500159978866577,-0.5408698320388794,COMPLETE
4,2.3027756214141846,Sigmoid,55,105,16,0.00010842262717330161,1,0.10741277311947185,0.0433792069749094,0.9365589618682861,2.3027756214141846,-0.5993982553482056,COMPLETE
5,0.14010293781757355,Leaky,80,487,23,0.002463768595899745,1,0.7054270142609772,0.03795853142670639,0.5454043745994568,0.14010293781757355,0.8377028107643127,COMPLETE
6,0.7449101209640503,Leaky,34,225,14,0.000132965214572995,1,0.560305062386961,0.00026730883107816685,1.3204026222229004,0.7449101209640503,0.1988047957420349,COMPLETE
7,3.827397584915161,ReLU,28,398,18,0.00672093005015611,1,0.10115491015452849,0.018274508859816022,2.1054251194000244,3.827397584915161,-1.6583280563354492,COMPLETE
8,4.3074049949646,Sigmoid,66,439,8,0.00017535949529764417,1,0.1989897438445013,1.795698422567761e-05,0.9662586450576782,4.3074049949646,-0.781373143196106,COMPLETE
9,0.24731823801994324,ReLU,74,103,12,0.012130221181165156,1,0.48647145240701695,0.0017583640270008513,0.9236078262329102,0.24731823801994324,0.7171671390533447,COMPLETE
10,0.12891928851604462,Leaky,79,491,22,0.0017404157466432903,1,0.7508950765561601,0.010540963318040455,0.3701266050338745,0.12891928851604462,0.8356863260269165,COMPLETE
11,0.12066783756017685,Leaky,81,492,23,0.0017143477552760739,1,0.7959603266871323,0.00974371454191917,1.147292971611023,0.12066783756017685,0.8354160189628601,COMPLETE
12,0.12460047751665115,Leaky,50,498,24,0.0008233011500597547,1,0.7920771485203731,0.007015697292702693,0.5117023587226868,0.12460047751665115,0.8300521373748779,COMPLETE
13,0.6734002828598022,Leaky,46,397,24,1.3625220514033477e-05,1,0.3885347402137153,0.006377498741418522,0.919005274772644,0.6734002828598022,0.22633743286132812,COMPLETE
14,0.22961339354515076,Leaky,48,431,11,0.0004608727640677891,1,0.7989400854982043,0.004582661415004826,0.7008054852485657,0.22961339354515076,0.6868205070495605,COMPLETE
15,0.5049342513084412,Leaky,11,500,24,0.0005214605164879132,1,0.3565426055464224,0.010868561762346775,1.1782068014144897,0.5049342513084412,0.36589980125427246,COMPLETE
16,0.2848953902721405,Leaky,63,344,1,0.0027434819330559635,1,0.6378403060989737,0.0012759639636121729,0.6491489410400391,0.2848953902721405,0.693650484085083,COMPLETE
17,0.2593211829662323,Leaky,87,252,21,0.000939681547862489,1,0.6150194016904689,0.09825489713318843,1.013106346130371,0.2593211829662323,0.7083835601806641,COMPLETE
18,0.1900244504213333,Tanh,60,442,17,0.0003062675672113717,1,0.7621188658255947,0.02111769940146364,1.280455231666565,0.1900244504213333,0.7451243996620178,COMPLETE
19,0.3529623746871948,ReLU,43,373,14,0.005737169762863561,1,0.5001083113402223,0.0035973274779815684,1.3721051216125488,0.3529623746871948,0.5900623798370361,COMPLETE
20,0.643988311290741,Leaky,71,168,9,0.0012350251999570828,1,0.324605034427223,0.0006908327374612228,2.214092969894409,0.643988311290741,0.5551679134368896,COMPLETE
21,0.12498041987419128,Leaky,84,471,22,0.0014666690438111993,1,0.7725666795039212,0.0077545871633818726,0.5579688549041748,0.12498041987419128,0.8226777911186218,COMPLETE
22,0.12383541464805603,Leaky,87,462,21,0.0009748831136228701,1,0.7981364172475344,0.00684070722803765,1.2001692056655884,0.12383541464805603,0.8310956358909607,COMPLETE
23,0.44234663248062134,Leaky,91,456,20,0.00027225388589304476,1,0.6363570321782474,0.02283372043136106,0.8311919569969177,0.44234663248062134,0.5243422985076904,COMPLETE
24,0.17326419055461884,Leaky,74,419,24,0.0007583817946618912,1,0.6597603315007303,0.003590627789658575,0.5190111398696899,0.17326419055461884,0.8153190612792969,COMPLETE
25,0.18989777565002441,Leaky,53,379,21,0.0033785730149953016,1,0.5522833116922315,0.009089922641125282,1.0929774045944214,0.18989777565002441,0.7952621579170227,COMPLETE
26,0.18236511945724487,Leaky,39,464,18,0.001302256462199063,1,0.42926463882932103,0.002760962940459434,0.8147441744804382,0.18236511945724487,0.7981605529785156,COMPLETE
27,0.2387382984161377,ReLU,92,298,22,0.0004553727373930536,1,0.6646464139647272,0.015136388113926102,0.502669095993042,0.2387382984161377,0.7455307245254517,COMPLETE
28,0.20679564774036407,Tanh,100,416,15,0.0008912726237103535,1,0.5272098180187877,0.0063234368913286905,0.9207874536514282,0.20679564774036407,0.7684636116027832,COMPLETE
29,0.2421489655971527,Tanh,69,499,19,0.00031951625842932985,1,0.4419784946837654,0.001558098302578326,0.7729105949401855,0.2421489655971527,0.7319926023483276,COMPLETE
30,0.17085768282413483,Leaky,56,353,24,0.004356967099824395,1,0.7824103064923948,0.0021513744792071333,1.0280752182006836,0.17085768282413483,0.7575870752334595,COMPLETE
31,0.1337217092514038,Leaky,83,468,22,0.0017291482846301825,1,0.7851307833844967,0.0064998287380760396,0.48692870140075684,0.1337217092514038,0.8102756142616272,COMPLETE
32,0.16326789557933807,Leaky,92,467,22,0.0017674067582461378,1,0.5847836079222846,0.029923926655445608,0.8133972883224487,0.16326789557933807,0.8324356079101562,COMPLETE
33,0.15545642375946045,Leaky,79,471,20,0.0006982964651526773,1,0.6975923082322395,0.014206082934534306,0.8526329398155212,0.15545642375946045,0.8278231620788574,COMPLETE
34,0.3152258098125458,Leaky,84,442,23,0.008089936268447943,1,0.6872648905101653,0.004672994795587698,0.991070568561554,0.3152258098125458,0.6508695483207703,COMPLETE
35,0.21527139842510223,Sigmoid,95,407,19,0.0025174720585057044,1,0.5677134597373015,0.010469751348056777,1.0008001327514648,0.21527139842510223,0.7684627771377563,COMPLETE
36,0.21544773876667023,Tanh,86,476,21,0.0010865167881921678,1,0.6016679774936323,0.03149995627875982,0.8743444085121155,0.21544773876667023,0.7658311724662781,COMPLETE
37,0.1516420543193817,Leaky,76,303,17,0.01092834093043442,1,0.711889725540867,0.04404288745815163,0.5464999079704285,0.1516420543193817,0.8243356943130493,COMPLETE
38,0.9138473272323608,Sigmoid,96,377,19,7.67496750658292e-05,1,0.7960546365333708,0.0008059517516933283,1.083017349243164,0.9138473272323608,-0.24643516540527344,COMPLETE
39,0.27172744274139404,Leaky,62,442,5,0.004058380681233658,1,0.5111630976501247,0.0025327579930230436,0.7485747933387756,0.27172744274139404,0.6844103336334229,COMPLETE
40,0.5180624723434448,ReLU,87,486,23,0.00014567800429194996,1,0.7078286314478011,0.007108073900154633,0.5848243832588196,0.5180624723434448,0.3998692035675049,COMPLETE
41,0.11864712089300156,Leaky,80,498,22,0.0018423171731040406,1,0.7239416688323789,0.01189712037129544,0.421680748462677,0.11864712089300156,0.8563318252563477,COMPLETE
