number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.6391230821609497,2023-09-04 00:26:15.092795,2023-09-04 00:26:25.585129,0 days 00:00:10.492334,Leaky,Sigmoid,Leaky,,2,23,5.0,8.0,,0.07851959684197352,3,80,0.10043316040534543,0.00012152128674406974,COMPLETE
1,0.3168429732322693,2023-09-04 00:26:25.585648,2023-09-04 00:26:50.599495,0 days 00:00:25.013847,Sigmoid,ReLU,Tanh,Sigmoid,2,18,18.0,21.0,6.0,0.000976190302185013,4,100,0.17633353362004472,0.0021729084879304355,COMPLETE
2,0.4548738896846771,2023-09-04 00:26:50.599831,2023-09-04 00:26:53.323576,0 days 00:00:02.723745,ReLU,Tanh,Leaky,,8,1,8.0,3.0,,0.0011852523444464817,3,40,0.6277729630258048,3.635388777510854e-05,COMPLETE
3,0.5374159812927246,2023-09-04 00:26:53.323894,2023-09-04 00:27:15.597508,0 days 00:00:22.273614,Tanh,Sigmoid,Leaky,Leaky,2,9,6.0,4.0,9.0,4.00284916560625e-05,4,100,0.4386010631173302,0.003691216922619445,COMPLETE
4,0.5659029483795166,2023-09-04 00:27:15.597834,2023-09-04 00:27:23.449633,0 days 00:00:07.851799,Tanh,Leaky,Sigmoid,Sigmoid,2,20,7.0,1.0,16.0,0.0002684007547047715,4,40,0.24635874283162584,0.00750652574995578,COMPLETE
5,0.22218234837055206,2023-09-04 00:27:23.450150,2023-09-04 00:27:27.982548,0 days 00:00:04.532398,Sigmoid,Leaky,Tanh,Sigmoid,16,4,16.0,11.0,20.0,0.011390101353072082,4,60,0.35747585812595434,0.00015310350775724977,COMPLETE
6,0.5863084197044373,2023-09-04 00:27:27.983056,2023-09-04 00:27:39.747746,0 days 00:00:11.764690,Leaky,ReLU,,,4,17,17.0,,,3.879417812712399e-05,2,100,0.2672774576534201,0.0015127325098439782,COMPLETE
7,0.4792528748512268,2023-09-04 00:27:39.748135,2023-09-04 00:27:47.003407,0 days 00:00:07.255272,Leaky,Tanh,Sigmoid,Sigmoid,4,24,7.0,11.0,2.0,0.05380620761009419,4,80,0.2886372326170575,9.03766419450316e-05,COMPLETE
8,0.4149990677833557,2023-09-04 00:27:47.003748,2023-09-04 00:27:50.976505,0 days 00:00:03.972757,ReLU,Sigmoid,Leaky,,12,20,19.0,11.0,,0.00014358873088254477,3,100,0.5124710560355992,0.025732403895765258,COMPLETE
9,0.19934163987636566,2023-09-04 00:27:50.976794,2023-09-04 00:27:53.320110,0 days 00:00:02.343316,ReLU,Sigmoid,Leaky,Leaky,10,17,13.0,5.0,9.0,0.013832097437715369,4,60,0.2126520133699985,0.00010943904540670118,COMPLETE
