number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.8574700355529785,2023-09-03 22:28:06.992538,2023-09-03 22:28:11.824807,0 days 00:00:04.832269,ReLU,,,,2,2,,,,1.0826934781716769e-05,1,60,0.320051947358671,0.00890308901154693,COMPLETE
1,0.6974577307701111,2023-09-03 22:28:11.825105,2023-09-03 22:28:16.512559,0 days 00:00:04.687454,Sigmoid,,,,4,5,,,,6.460069831755279e-05,1,100,0.36706198249906613,0.00019727275642734824,COMPLETE
2,0.285940945148468,2023-09-03 22:28:16.512815,2023-09-03 22:28:21.570588,0 days 00:00:05.057773,Leaky,Leaky,Sigmoid,,2,9,19.0,24.0,,0.0002452498955684996,3,100,0.1238170350224449,3.679949907703822e-05,COMPLETE
3,0.49659132957458496,2023-09-03 22:28:21.570881,2023-09-03 22:28:23.213273,0 days 00:00:01.642392,Leaky,Tanh,ReLU,Leaky,10,11,9.0,6.0,12.0,0.0001465647467485537,4,100,0.15501672752262888,2.3399105188721774e-05,COMPLETE
4,0.638012707233429,2023-09-03 22:28:23.213579,2023-09-03 22:28:34.272909,0 days 00:00:11.059330,Tanh,ReLU,Sigmoid,ReLU,2,10,18.0,17.0,18.0,2.645501595158758e-05,4,60,0.37304837362494647,0.006968293222992049,COMPLETE
5,1.0382059812545776,2023-09-03 22:28:34.273211,2023-09-03 22:28:43.422217,0 days 00:00:09.149006,Leaky,Sigmoid,Sigmoid,,4,2,16.0,5.0,,3.486118809608827e-05,3,100,0.4440026624976554,0.05512655833666625,COMPLETE
6,0.19167591631412506,2023-09-03 22:28:43.422507,2023-09-03 22:28:45.677995,0 days 00:00:02.255488,Tanh,ReLU,ReLU,,12,9,17.0,16.0,,0.02176426854114149,3,100,0.2797173020161852,5.838062599270326e-05,COMPLETE
7,0.5897625088691711,2023-09-03 22:28:45.678299,2023-09-03 22:28:48.677579,0 days 00:00:02.999280,Tanh,,,,8,19,,,,1.6146790444988605e-05,1,100,0.43787406097977183,0.006576120276272702,COMPLETE
8,0.5467780232429504,2023-09-03 22:28:48.677847,2023-09-03 22:28:50.753009,0 days 00:00:02.075162,Sigmoid,Leaky,,,10,12,19.0,,,0.00011646231838388527,2,100,0.2714094714418632,0.006408049193099674,COMPLETE
9,0.3273515999317169,2023-09-03 22:28:50.753273,2023-09-03 22:29:00.078448,0 days 00:00:09.325175,Leaky,Leaky,ReLU,,4,21,15.0,1.0,,0.00022348811554658569,3,80,0.431717325365613,0.0019654385748449914,COMPLETE
10,0.2203240841627121,2023-09-03 22:29:00.078715,2023-09-03 22:29:02.277529,0 days 00:00:02.198814,Tanh,ReLU,,,12,17,1.0,,,0.02347302854569397,2,40,0.7550323505169662,1.0703922233764266e-05,COMPLETE
11,0.21617582440376282,2023-09-03 22:29:02.277804,2023-09-03 22:29:04.153272,0 days 00:00:01.875468,Tanh,ReLU,,,12,17,1.0,,,0.031526507303511093,2,40,0.7559226659616874,1.0164010793340711e-05,COMPLETE
12,0.17917892336845398,2023-09-03 22:29:04.153540,2023-09-03 22:29:06.882766,0 days 00:00:02.729226,Tanh,ReLU,,,12,16,24.0,,,0.03863824282538435,2,40,0.6657836910758802,9.137213501912452e-05,COMPLETE
13,0.2224826216697693,2023-09-03 22:29:06.883182,2023-09-03 22:29:08.350154,0 days 00:00:01.466972,Tanh,ReLU,Tanh,,16,15,24.0,14.0,,0.007645096171690339,3,40,0.23046210843308843,0.00014167168419799623,COMPLETE
14,0.3596060574054718,2023-09-03 22:29:08.350434,2023-09-03 22:29:09.497986,0 days 00:00:01.147552,ReLU,ReLU,,,12,23,10.0,,,0.08478610646148091,2,80,0.20712270535115043,0.00015522859405178456,COMPLETE
15,0.2682417929172516,2023-09-03 22:29:09.498247,2023-09-03 22:29:10.411972,0 days 00:00:00.913725,Tanh,Sigmoid,Leaky,Sigmoid,30,6,24.0,20.0,2.0,0.004877051704582461,4,40,0.5523524852796458,0.00044710611377191204,COMPLETE
16,0.17490935325622559,2023-09-03 22:29:10.412245,2023-09-03 22:29:12.111958,0 days 00:00:01.699713,Tanh,Tanh,ReLU,,12,14,21.0,10.0,,0.0019181864482890993,3,40,0.5590339024718881,4.539046134900884e-05,COMPLETE
17,0.21672911942005157,2023-09-03 22:29:12.112232,2023-09-03 22:29:13.570903,0 days 00:00:01.458671,Tanh,Tanh,,,12,14,22.0,,,0.0015400487212129128,2,40,0.5896949086232856,5.271647252358312e-05,COMPLETE
18,0.33697667717933655,2023-09-03 22:29:13.571178,2023-09-03 22:29:15.787169,0 days 00:00:02.215991,Sigmoid,Tanh,,,8,15,21.0,,,0.000604822540383595,2,40,0.6152724874834219,0.0005230178324712317,COMPLETE
19,0.12372691929340363,2023-09-03 22:29:15.787444,2023-09-03 22:29:16.895143,0 days 00:00:01.107699,ReLU,Tanh,Tanh,,30,19,13.0,9.0,,0.001909623876412591,3,40,0.7989930295435937,9.215366241984253e-05,COMPLETE
20,0.2092735320329666,2023-09-03 22:29:16.895418,2023-09-03 22:29:19.305350,0 days 00:00:02.409932,ReLU,Tanh,Tanh,Tanh,30,20,6.0,9.0,24.0,0.0017622834059901472,4,40,0.7932959063763682,2.519457999893682e-05,COMPLETE
21,0.18420721590518951,2023-09-03 22:29:19.305647,2023-09-03 22:29:20.220776,0 days 00:00:00.915129,ReLU,Tanh,Tanh,,30,24,13.0,10.0,,0.0029888609763459705,3,40,0.623567435400967,9.763647234650674e-05,COMPLETE
22,0.20903457701206207,2023-09-03 22:29:20.221247,2023-09-03 22:29:21.611392,0 days 00:00:01.390145,ReLU,Tanh,Leaky,,16,18,21.0,11.0,,0.0006302791888949072,3,40,0.5177517982703554,8.823598879693437e-05,COMPLETE
23,0.15203340351581573,2023-09-03 22:29:21.611682,2023-09-03 22:29:22.747719,0 days 00:00:01.136037,ReLU,Tanh,Tanh,,30,14,13.0,7.0,,0.007897210546255714,3,40,0.6677552716637717,0.0002781382805584501,COMPLETE
24,0.1632002592086792,2023-09-03 22:29:22.748014,2023-09-03 22:29:24.615290,0 days 00:00:01.867276,ReLU,Tanh,Tanh,,30,13,12.0,7.0,,0.005975006364328586,3,80,0.6776162003650662,0.00024601382002154335,COMPLETE
25,0.2139304131269455,2023-09-03 22:29:24.615574,2023-09-03 22:29:27.157483,0 days 00:00:02.541909,ReLU,Tanh,Tanh,Tanh,30,22,12.0,6.0,3.0,0.0058076873916395365,4,80,0.7987895840074044,0.0004437423350351197,COMPLETE
26,0.15187719464302063,2023-09-03 22:29:27.157776,2023-09-03 22:29:29.764743,0 days 00:00:02.606967,ReLU,Tanh,Tanh,,30,19,7.0,7.0,,0.009494183495889407,3,80,0.6780524203506839,0.0002932491915505973,COMPLETE
27,0.18327639997005463,2023-09-03 22:29:29.765211,2023-09-03 22:29:31.624657,0 days 00:00:01.859446,ReLU,Tanh,Tanh,,30,19,6.0,2.0,,0.01352468251245864,3,80,0.5042622071793387,0.0008042235228545677,COMPLETE
28,0.13397830724716187,2023-09-03 22:29:31.625017,2023-09-03 22:29:33.579854,0 days 00:00:01.954837,ReLU,Sigmoid,Tanh,Sigmoid,30,21,7.0,4.0,10.0,0.010173747482285849,4,60,0.6562115362864874,0.00025764826508436426,COMPLETE
29,0.21565879881381989,2023-09-03 22:29:33.580146,2023-09-03 22:29:34.787630,0 days 00:00:01.207484,ReLU,Sigmoid,Tanh,Sigmoid,30,22,5.0,3.0,10.0,0.0028227775570226683,4,60,0.5035818153492577,0.0013867163138750352,COMPLETE
30,0.14550305902957916,2023-09-03 22:29:34.787934,2023-09-03 22:29:36.471399,0 days 00:00:01.683465,ReLU,Sigmoid,Tanh,Sigmoid,30,24,8.0,3.0,8.0,0.011992162771928399,4,60,0.7051562280552001,0.00027614150115731637,COMPLETE
31,0.17688974738121033,2023-09-03 22:29:36.471699,2023-09-03 22:29:38.127544,0 days 00:00:01.655845,ReLU,Sigmoid,Tanh,Sigmoid,30,24,8.0,4.0,8.0,0.01351152635079514,4,60,0.6951480529810714,0.00027371265587861163,COMPLETE
32,0.15735529363155365,2023-09-03 22:29:38.127845,2023-09-03 22:29:39.994338,0 days 00:00:01.866493,ReLU,Sigmoid,Tanh,Sigmoid,30,21,3.0,8.0,8.0,0.00997370174979963,4,60,0.7990778971414065,0.0001667097112425722,COMPLETE
33,0.26493045687675476,2023-09-03 22:29:39.994628,2023-09-03 22:29:41.411103,0 days 00:00:01.416475,ReLU,Sigmoid,Tanh,Sigmoid,30,21,8.0,4.0,16.0,0.003056080363692356,4,60,0.5934205376219578,0.000951208064223766,COMPLETE
34,0.23275281488895416,2023-09-03 22:29:41.411384,2023-09-03 22:30:03.539561,0 days 00:00:22.128177,ReLU,Sigmoid,Tanh,Leaky,2,19,10.0,1.0,6.0,0.016759194757128896,4,60,0.6646741477783463,0.000244660218909635,COMPLETE
35,0.197468101978302,2023-09-03 22:30:03.539862,2023-09-03 22:30:07.925152,0 days 00:00:04.385290,ReLU,Sigmoid,Tanh,ReLU,10,23,4.0,12.0,14.0,0.01181802546866409,4,60,0.688213660636152,0.00012312435609939607,COMPLETE
36,0.3294907808303833,2023-09-03 22:30:07.925445,2023-09-03 22:30:08.729269,0 days 00:00:00.803824,Sigmoid,,,,30,20,,,,0.004288521589899107,1,60,0.3772875468957729,0.0003966306548990196,COMPLETE
37,0.15720930695533752,2023-09-03 22:30:08.729711,2023-09-03 22:30:11.736837,0 days 00:00:03.007126,ReLU,Sigmoid,Leaky,Sigmoid,30,24,7.0,4.0,5.0,0.009048035711305006,4,60,0.49028748584240095,7.475075365391079e-05,COMPLETE
38,0.6926997303962708,2023-09-03 22:30:11.737130,2023-09-03 22:30:30.750781,0 days 00:00:19.013651,Leaky,Leaky,Tanh,,2,18,11.0,9.0,,0.042882179456418715,3,80,0.5579664202490586,0.0001519882026662602,COMPLETE
39,0.15032567083835602,2023-09-03 22:30:30.751064,2023-09-03 22:30:40.177802,0 days 00:00:09.426738,ReLU,Sigmoid,Tanh,,4,22,9.0,6.0,,0.0009861229313301086,3,60,0.7130095617290322,3.421925581463759e-05,COMPLETE
40,0.35851484537124634,2023-09-03 22:30:40.178082,2023-09-03 22:30:52.024483,0 days 00:00:11.846401,Sigmoid,Sigmoid,Tanh,Sigmoid,4,22,15.0,3.0,20.0,0.0006843597028467172,4,60,0.4618385957842137,3.7349778123068716e-05,COMPLETE
41,0.1979430913925171,2023-09-03 22:30:52.024775,2023-09-03 22:31:03.408855,0 days 00:00:11.384080,ReLU,Sigmoid,Tanh,,4,20,9.0,6.0,,0.00039018647417449345,3,60,0.7445282897874151,6.42536955799406e-05,COMPLETE
42,0.21845592558383942,2023-09-03 22:31:03.409141,2023-09-03 22:31:11.356264,0 days 00:00:07.947123,ReLU,Sigmoid,Sigmoid,,4,23,7.0,24.0,,0.001000168898214713,3,60,0.6102220525659974,0.00010667471621093324,COMPLETE
43,0.1529981791973114,2023-09-03 22:31:11.356545,2023-09-03 22:31:16.038712,0 days 00:00:04.682167,ReLU,Leaky,Tanh,,8,18,9.0,8.0,,0.0038045357632906507,3,60,0.7084684060603376,2.5157552495482487e-05,COMPLETE
44,0.15912459790706635,2023-09-03 22:31:16.039007,2023-09-03 22:31:31.932023,0 days 00:00:15.893016,ReLU,Sigmoid,Tanh,,4,22,4.0,5.0,,0.0011328804878677743,3,100,0.7274596331908104,0.0001880343913306475,COMPLETE
