number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.8220952153205872,2023-09-03 18:34:16.212648,2023-09-03 18:34:16.666122,0 days 00:00:00.453474,Tanh,Tanh,,,10,2,10.0,,,8.547399808553821e-05,2,40,0.13728388760594476,0.002350898065907571,COMPLETE
1,0.3260350525379181,2023-09-03 18:34:16.666419,2023-09-03 18:34:18.210101,0 days 00:00:01.543682,ReLU,,,,12,12,,,,0.0009593782352878526,1,100,0.3134514642500878,0.033714763972031124,COMPLETE
2,0.3978710472583771,2023-09-03 18:34:18.210373,2023-09-03 18:34:19.166385,0 days 00:00:00.956012,Leaky,Leaky,,,4,20,22.0,,,0.060632304526299974,2,40,0.13078208363304142,0.00017632119151107255,COMPLETE
3,0.5545670986175537,2023-09-03 18:34:19.166661,2023-09-03 18:34:21.934936,0 days 00:00:02.768275,Leaky,Sigmoid,Tanh,,10,2,19.0,13.0,,0.00040476594146313154,3,40,0.7348638266298232,0.0332293431149981,COMPLETE
4,0.28488889336586,2023-09-03 18:34:21.935215,2023-09-03 18:34:23.486315,0 days 00:00:01.551100,Sigmoid,Leaky,,,8,3,23.0,,,0.005621947824246622,2,60,0.2906979550497334,0.003440402871245506,COMPLETE
5,0.4898633658885956,2023-09-03 18:34:23.486584,2023-09-03 18:34:30.355321,0 days 00:00:06.868737,Leaky,ReLU,Leaky,,2,23,20.0,14.0,,5.47849771518718e-05,3,80,0.201807546767344,0.02177553362025382,COMPLETE
6,0.581673800945282,2023-09-03 18:34:30.355618,2023-09-03 18:34:30.726444,0 days 00:00:00.370826,Tanh,,,,8,20,,,,0.00021380742473839668,1,40,0.1314076702795593,0.02256812125814799,COMPLETE
7,0.3349780738353729,2023-09-03 18:34:30.726723,2023-09-03 18:34:33.052096,0 days 00:00:02.325373,Tanh,Tanh,ReLU,,8,21,2.0,13.0,,0.00922308864672708,3,40,0.5365177829017871,0.04777166336680994,COMPLETE
8,1.0783073902130127,2023-09-03 18:34:33.052369,2023-09-03 18:34:33.376618,0 days 00:00:00.324249,ReLU,Sigmoid,Leaky,Tanh,30,1,21.0,21.0,24.0,6.405563862031414e-05,4,40,0.18954817726843723,0.07701778607481356,COMPLETE
9,1.0023093223571777,2023-09-03 18:34:33.376899,2023-09-03 18:34:35.328330,0 days 00:00:01.951431,Tanh,ReLU,Sigmoid,,2,10,3.0,7.0,,4.6130756758091996e-05,3,40,0.11888523212977604,0.037281039947365584,COMPLETE
