number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.3432338535785675,2023-09-04 11:59:18.916416,2023-09-04 11:59:32.826246,0 days 00:00:13.909830,Sigmoid,Sigmoid,ReLU,Tanh,90,19,10.0,3.0,15.0,0.0005085982927502317,4,347,0.7819593443092016,0.0056036854838578355,146.94117730220387,COMPLETE
1,0.5776582956314087,2023-09-04 11:59:32.826785,2023-09-04 11:59:34.266015,0 days 00:00:01.439230,Leaky,Leaky,,,38,24,14.0,,,6.240564524980936e-05,2,147,0.12771468276022727,0.00780740809820402,107.5059590242347,COMPLETE
2,0.5334184169769287,2023-09-04 11:59:34.266492,2023-09-04 11:59:36.342759,0 days 00:00:02.076267,Tanh,,,,35,20,,,,3.846127456463151e-05,1,106,0.5767370294573742,0.010541950354039726,257.54023368403597,COMPLETE
3,0.9632202386856079,2023-09-04 11:59:36.343052,2023-09-04 11:59:36.807789,0 days 00:00:00.464737,Leaky,Tanh,,,82,1,9.0,,,8.665966411438757e-05,2,119,0.2645048080681579,0.005838364776611073,111.98525571422417,COMPLETE
4,0.5527433753013611,2023-09-04 11:59:36.808087,2023-09-04 11:59:38.468528,0 days 00:00:01.660441,Sigmoid,Tanh,,,29,1,17.0,,,0.001420054333396352,2,240,0.25147938158155453,0.0010425414386149208,132.70146935265345,COMPLETE
5,0.3133971691131592,2023-09-04 11:59:38.468837,2023-09-04 11:59:39.086942,0 days 00:00:00.618105,ReLU,ReLU,ReLU,,75,21,24.0,4.0,,0.0005946404178759096,3,178,0.18289408493340775,3.230732094329368e-05,137.35047591134403,COMPLETE
6,0.293614000082016,2023-09-04 11:59:39.087230,2023-09-04 11:59:39.404574,0 days 00:00:00.317344,Leaky,Leaky,ReLU,,56,2,3.0,18.0,,0.014246289626226613,3,433,0.7176329201226861,1.2493069560773227e-05,120.36278025309245,COMPLETE
7,0.3312068581581116,2023-09-04 11:59:39.404875,2023-09-04 11:59:39.544684,0 days 00:00:00.139809,Tanh,Tanh,,,38,6,19.0,,,0.05808026785096532,2,372,0.29167292821699625,0.0175598089016624,105.51615223131682,COMPLETE
8,0.9779757261276245,2023-09-04 11:59:39.544951,2023-09-04 11:59:39.890599,0 days 00:00:00.345648,Sigmoid,ReLU,Sigmoid,ReLU,17,4,12.0,18.0,12.0,0.048518302297816625,4,159,0.4542974642872409,0.0004568279806729268,102.4373612837358,COMPLETE
9,0.31499722599983215,2023-09-04 11:59:39.890876,2023-09-04 11:59:40.393270,0 days 00:00:00.502394,Sigmoid,Tanh,Leaky,Leaky,12,2,3.0,5.0,18.0,0.08170657594966675,4,159,0.16860968182439412,0.003579195060280383,142.84687328338623,COMPLETE
10,0.29438814520835876,2023-09-04 11:59:40.393553,2023-09-04 11:59:40.691556,0 days 00:00:00.298003,Leaky,Leaky,Tanh,,69,9,1.0,24.0,,0.007726382228530068,3,487,0.7452277362944288,1.1029065089977647e-05,99.2302006312779,COMPLETE
11,0.2809135913848877,2023-09-04 11:59:40.691853,2023-09-04 11:59:41.199986,0 days 00:00:00.508133,Leaky,Leaky,Tanh,,62,9,1.0,24.0,,0.00829753646366362,3,494,0.7644656284698317,1.0038135567297047e-05,145.23432697969324,COMPLETE
12,0.20286761224269867,2023-09-04 11:59:41.200265,2023-09-04 11:59:41.625154,0 days 00:00:00.424889,Leaky,Leaky,Tanh,,58,13,5.0,24.0,,0.009797349318269642,3,497,0.4967156404340884,6.174853022763726e-05,116.80634972988031,COMPLETE
13,0.2569291889667511,2023-09-04 11:59:41.625429,2023-09-04 11:59:42.167836,0 days 00:00:00.542407,Leaky,Leaky,Tanh,,56,14,6.0,24.0,,0.005307792599845589,3,499,0.46466547587727086,8.587744512014e-05,91.10114446676002,COMPLETE
