number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.2174530327320099,2023-09-04 12:03:26.704727,2023-09-04 12:03:28.341443,0 days 00:00:01.636716,Tanh,Leaky,Sigmoid,Tanh,25,11,6.0,5.0,3.0,0.011824400827850842,4,219,0.15054590403480486,0.0006027435470415385,119.63795460595026,COMPLETE
1,0.23761038482189178,2023-09-04 12:03:28.342001,2023-09-04 12:03:36.590220,0 days 00:00:08.248219,Leaky,ReLU,ReLU,,27,21,4.0,11.0,,0.0008280271605840878,3,363,0.6101499457820454,8.369898255108075e-05,90.8198790177055,COMPLETE
2,0.24197454750537872,2023-09-04 12:03:36.590751,2023-09-04 12:03:38.968564,0 days 00:00:02.377813,ReLU,Leaky,ReLU,Tanh,77,18,9.0,6.0,7.0,0.0015945919834227658,4,328,0.5343080023962057,0.057732012975290875,83.49046395041726,COMPLETE
3,0.3569920063018799,2023-09-04 12:03:38.969089,2023-09-04 12:03:44.985106,0 days 00:00:06.016017,Sigmoid,,,,45,20,,,,5.7637899983396215e-05,1,212,0.5672684439820971,3.7456279351011793e-05,96.52774260179052,COMPLETE
4,0.22125256061553955,2023-09-04 12:03:44.985581,2023-09-04 12:03:45.829992,0 days 00:00:00.844411,ReLU,Tanh,Sigmoid,Leaky,64,21,18.0,1.0,17.0,0.010888241104990424,4,457,0.3334477820778694,5.600768611146578e-05,88.91178300645616,COMPLETE
5,0.3029942810535431,2023-09-04 12:03:45.830504,2023-09-04 12:03:46.303326,0 days 00:00:00.472822,Leaky,Leaky,Leaky,Leaky,100,11,19.0,10.0,21.0,0.00282144413524327,4,190,0.10421476934897156,0.00013058523352369155,222.49579008125966,COMPLETE
6,0.22626759111881256,2023-09-04 12:03:46.303862,2023-09-04 12:03:48.787573,0 days 00:00:02.483711,ReLU,,,,17,21,,,,0.010105684952834206,1,318,0.6863740278142348,0.05492114234699144,128.94891380541253,COMPLETE
7,0.33868923783302307,2023-09-04 12:03:48.788065,2023-09-04 12:03:49.191110,0 days 00:00:00.403045,Sigmoid,Sigmoid,Sigmoid,,35,22,15.0,18.0,,0.025819290523553202,3,299,0.11845662288436419,0.005320419706186447,290.22076869010925,COMPLETE
8,0.3419075608253479,2023-09-04 12:03:49.191631,2023-09-04 12:03:52.793294,0 days 00:00:03.601663,Tanh,,,,36,4,,,,8.940057979242424e-05,1,424,0.16323094195342505,0.031192513369595685,108.85427523558994,COMPLETE
9,1.047101616859436,2023-09-04 12:03:52.793555,2023-09-04 12:03:54.999640,0 days 00:00:02.206085,Tanh,Leaky,ReLU,Leaky,46,3,7.0,23.0,12.0,1.1187698448105051e-05,4,344,0.2144832846058691,0.04430877251665251,99.83396734193315,COMPLETE
