number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.280672550201416,2023-09-03 18:33:59.208110,2023-09-03 18:34:00.505850,0 days 00:00:01.297740,Sigmoid,Tanh,ReLU,,4,8,3.0,5.0,,0.003452367132000525,3,60,0.10193672607979352,0.004588875179727288,COMPLETE
1,0.32288095355033875,2023-09-03 18:34:00.506170,2023-09-03 18:34:01.683016,0 days 00:00:01.176846,Tanh,Leaky,Leaky,Tanh,10,22,7.0,1.0,22.0,0.0001721879225863973,4,40,0.2849075171701812,3.54047184667999e-05,COMPLETE
2,0.29093003273010254,2023-09-03 18:34:01.683348,2023-09-03 18:34:17.945033,0 days 00:00:16.261685,Leaky,,,,2,15,,,,0.006262253974602652,1,100,0.6442626493626914,0.0960991916240609,COMPLETE
3,0.3172204792499542,2023-09-03 18:34:17.945322,2023-09-03 18:34:19.737773,0 days 00:00:01.792451,Sigmoid,ReLU,,,12,24,21.0,,,0.0067263836701907335,2,60,0.45292574134776603,0.0080795134090572,COMPLETE
4,0.8521116971969604,2023-09-03 18:34:19.738066,2023-09-03 18:34:25.087300,0 days 00:00:05.349234,Sigmoid,Tanh,Sigmoid,Tanh,2,7,9.0,18.0,16.0,2.8321354506492564e-05,4,40,0.2762515251114787,0.0017586661379754875,COMPLETE
5,0.9555895328521729,2023-09-03 18:34:25.087608,2023-09-03 18:34:25.485070,0 days 00:00:00.397462,Tanh,Tanh,ReLU,ReLU,30,5,10.0,1.0,19.0,0.031246552122925493,4,80,0.11627435963024414,0.046519558343010095,COMPLETE
6,0.2662205696105957,2023-09-03 18:34:25.485381,2023-09-03 18:34:27.622722,0 days 00:00:02.137341,ReLU,ReLU,Leaky,Sigmoid,16,3,3.0,12.0,18.0,0.027769981207756724,4,60,0.5270938614058902,0.0035425358689611854,COMPLETE
7,0.2686566412448883,2023-09-03 18:34:27.623045,2023-09-03 18:34:29.127991,0 days 00:00:01.504946,ReLU,ReLU,,,8,5,7.0,,,0.0007942575384149653,2,80,0.21423734992312915,0.00012738005923576914,COMPLETE
8,0.2838730812072754,2023-09-03 18:34:29.128278,2023-09-03 18:34:29.724919,0 days 00:00:00.596641,Leaky,ReLU,,,12,9,13.0,,,0.027931754865206073,2,80,0.11851085395002188,0.008932193611704258,COMPLETE
9,0.9067864418029785,2023-09-03 18:34:29.725190,2023-09-03 18:34:30.694171,0 days 00:00:00.968981,Tanh,Leaky,Sigmoid,,8,3,13.0,3.0,,6.089145863993e-05,3,40,0.2244624146395953,0.001847924026073635,COMPLETE
10,0.5218753218650818,2023-09-03 18:34:30.694457,2023-09-03 18:34:33.130390,0 days 00:00:02.435933,ReLU,Sigmoid,Tanh,,16,1,1.0,13.0,,0.06593127382462764,3,60,0.734642761631556,0.0003196342907553877,COMPLETE
11,0.24059203267097473,2023-09-03 18:34:33.130678,2023-09-03 18:34:35.426243,0 days 00:00:02.295565,ReLU,,,,8,14,,,,0.000522225799099628,1,80,0.42575006260366266,0.0002474187145880404,COMPLETE
12,0.22555971145629883,2023-09-03 18:34:35.426485,2023-09-03 18:34:37.208525,0 days 00:00:01.782040,ReLU,,,,16,13,,,,0.0005231274381161996,1,100,0.4813126988494882,1.1037656434570632e-05,COMPLETE
13,0.22417989373207092,2023-09-03 18:34:37.208766,2023-09-03 18:34:38.726614,0 days 00:00:01.517848,ReLU,,,,16,15,,,,0.0004449182537979024,1,100,0.4128123551811075,1.7625934598029526e-05,COMPLETE
14,0.21140147745609283,2023-09-03 18:34:38.726857,2023-09-03 18:34:41.636377,0 days 00:00:02.909520,ReLU,,,,16,18,,,,0.0002864465341852403,1,100,0.7924505960847876,1.1564595354019144e-05,COMPLETE
15,0.26501181721687317,2023-09-03 18:34:41.636638,2023-09-03 18:34:44.417847,0 days 00:00:02.781209,ReLU,,,,16,18,,,,0.00015450193289677866,1,100,0.7707627110355593,1.0154003555241159e-05,COMPLETE
16,0.21536365151405334,2023-09-03 18:34:44.418093,2023-09-03 18:34:47.191382,0 days 00:00:02.773289,ReLU,Sigmoid,,,16,18,24.0,,,0.0014665087661404985,2,100,0.5834288784767484,4.711677957474307e-05,COMPLETE
17,0.8059611320495605,2023-09-03 18:34:47.191636,2023-09-03 18:34:48.832298,0 days 00:00:01.640662,ReLU,Sigmoid,,,30,19,24.0,,,1.1154302061812793e-05,2,100,0.588797955351079,5.468711426817253e-05,COMPLETE
