number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_batch_size,params_fl1,params_fl2,params_fl3,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
114,0.19591844081878662,2023-09-03 09:56:53.920008,2023-09-03 09:56:56.427393,0 days 00:00:02.507385,ReLU,Leaky,,8,20,6.0,,0.005497312364053333,2,40,0.7107827382111243,5.3879004286702216e-05,COMPLETE
115,0.20314112305641174,2023-09-03 09:56:56.427669,2023-09-03 09:56:58.812400,0 days 00:00:02.384731,ReLU,Sigmoid,,8,22,11.0,,0.00686699298489905,2,40,0.676354337219729,2.8117598703442653e-05,COMPLETE
116,0.21234118938446045,2023-09-03 09:56:58.812678,2023-09-03 09:57:01.388098,0 days 00:00:02.575420,ReLU,Leaky,,8,19,7.0,,0.005535397506857314,2,40,0.731520597713639,2.4281004056222308e-05,COMPLETE
117,0.21873739361763,2023-09-03 09:57:01.388377,2023-09-03 09:57:03.187866,0 days 00:00:01.799489,ReLU,Leaky,,10,18,10.0,,0.004719975817558385,2,40,0.6263037352122945,3.8971601229203396e-05,COMPLETE
118,0.1932106614112854,2023-09-03 09:57:03.188150,2023-09-03 09:57:05.886322,0 days 00:00:02.698172,ReLU,Leaky,,8,16,8.0,,0.009151111396569715,2,40,0.7743327679571779,4.8551580863916635e-05,COMPLETE
119,0.18115773797035217,2023-09-03 09:57:05.886602,2023-09-03 09:57:15.340006,0 days 00:00:09.453404,ReLU,Leaky,,2,17,14.0,,0.006789771503819543,2,40,0.7105609704249924,3.558361210611801e-05,COMPLETE
120,0.21514169871807098,2023-09-03 09:57:15.340289,2023-09-03 09:57:24.155404,0 days 00:00:08.815115,ReLU,Leaky,,2,18,11.0,,0.003894694331327031,2,40,0.6633507605926203,2.3737036652899404e-05,COMPLETE
121,0.18542219698429108,2023-09-03 09:57:24.155684,2023-09-03 09:57:43.466182,0 days 00:00:19.310498,ReLU,Leaky,,2,18,9.0,,0.0029528970285855514,2,80,0.7373480912950583,1.5710616409595255e-05,COMPLETE
122,0.18306969106197357,2023-09-03 09:57:43.466457,2023-09-03 09:57:53.703969,0 days 00:00:10.237512,ReLU,Leaky,,4,19,12.0,,0.0032967603700349408,2,80,0.7584813229819105,1.2013191479225408e-05,COMPLETE
123,0.1968022733926773,2023-09-03 09:57:53.704249,2023-09-03 09:58:14.375462,0 days 00:00:20.671213,ReLU,Leaky,,2,20,10.0,,0.00254263415770637,2,80,0.7787870638401573,1.3998996725400068e-05,COMPLETE
124,0.258724570274353,2023-09-03 09:58:14.375741,2023-09-03 09:58:32.322900,0 days 00:00:17.947159,ReLU,Leaky,,2,2,9.0,,0.004844692017043266,2,80,0.6934299293987267,2.930779303041943e-05,COMPLETE
125,0.19141356647014618,2023-09-03 09:58:32.323174,2023-09-03 09:58:53.228185,0 days 00:00:20.905011,Sigmoid,Leaky,,2,17,4.0,,0.002163903790053753,2,80,0.7995920606321416,2.1405353363205263e-05,COMPLETE
126,0.19405613839626312,2023-09-03 09:58:53.228469,2023-09-03 09:59:12.588528,0 days 00:00:19.360059,ReLU,Leaky,,2,18,7.0,,0.007740972905918538,2,80,0.7379299682161703,1.723013740216287e-05,COMPLETE
127,0.21296916902065277,2023-09-03 09:59:12.588807,2023-09-03 09:59:16.254707,0 days 00:00:03.665900,ReLU,Leaky,,10,15,5.0,,0.00422425508946535,2,80,0.6396275615942124,2.597502847924772e-05,COMPLETE
128,0.21581357717514038,2023-09-03 09:59:16.255003,2023-09-03 09:59:21.165320,0 days 00:00:04.910317,ReLU,Leaky,,8,21,2.0,,0.005728503024122257,2,80,0.7013118406920019,6.360582388567995e-05,COMPLETE
129,0.20095063745975494,2023-09-03 09:59:21.165596,2023-09-03 09:59:30.102312,0 days 00:00:08.936716,ReLU,Leaky,,2,19,6.0,,0.011891791030805064,2,40,0.6720884876580059,3.177717936303382e-05,COMPLETE
130,0.2024689018726349,2023-09-03 09:59:30.102594,2023-09-03 09:59:45.776988,0 days 00:00:15.674394,ReLU,Sigmoid,,2,16,11.0,,0.003106173461639179,2,80,0.5992583961463049,4.1476766570964834e-05,COMPLETE
131,0.19100557267665863,2023-09-03 09:59:45.777262,2023-09-03 09:59:55.217844,0 days 00:00:09.440582,ReLU,Leaky,,2,17,13.0,,0.0064687483681595305,2,40,0.7211007769870134,3.380997385808933e-05,COMPLETE
132,0.1784006804227829,2023-09-03 09:59:55.218119,2023-09-03 10:00:04.489838,0 days 00:00:09.271719,ReLU,Leaky,,2,18,10.0,,0.007067625030740578,2,40,0.7064297810264298,8.232078200530529e-05,COMPLETE
133,0.2051377296447754,2023-09-03 10:00:04.490119,2023-09-03 10:00:14.379778,0 days 00:00:09.889659,ReLU,Leaky,,2,18,10.0,,0.009258434112082466,2,40,0.751446411853508,0.00010849382368176366,COMPLETE
134,0.18443652987480164,2023-09-03 10:00:14.380064,2023-09-03 10:00:24.537322,0 days 00:00:10.157258,ReLU,Leaky,,2,18,8.0,,0.003817612524859278,2,40,0.7698550088921944,2.30237163507584e-05,COMPLETE
135,0.19576580822467804,2023-09-03 10:00:24.537601,2023-09-03 10:00:27.647664,0 days 00:00:03.110063,ReLU,Leaky,,16,20,9.0,,0.013761753076657193,2,100,0.6634654935599863,8.392631126147281e-05,COMPLETE
136,0.17927297949790955,2023-09-03 10:00:27.647967,2023-09-03 10:00:35.968007,0 days 00:00:08.320040,ReLU,Leaky,,2,17,12.0,,0.008254332411581697,2,40,0.6289308874363428,5.162585370179481e-05,COMPLETE
137,0.18000929057598114,2023-09-03 10:00:35.968291,2023-09-03 10:00:55.026694,0 days 00:00:19.058403,ReLU,Leaky,,2,19,10.0,,0.004814512455682495,2,80,0.7284799018634787,1.441344319331185e-05,COMPLETE
138,0.17685875296592712,2023-09-03 10:00:55.026974,2023-09-03 10:01:13.164249,0 days 00:00:18.137275,ReLU,Tanh,,2,16,11.0,,0.0025153316109737885,2,80,0.6875588104814474,6.708585096613358e-05,COMPLETE
139,0.1937127262353897,2023-09-03 10:01:13.164536,2023-09-03 10:01:31.347084,0 days 00:00:18.182548,ReLU,Tanh,,2,16,11.0,,0.002627329000350828,2,80,0.6860153918091297,7.909719310514951e-05,COMPLETE
140,0.2063875049352646,2023-09-03 10:01:31.347366,2023-09-03 10:01:42.717825,0 days 00:00:11.370459,ReLU,Leaky,,2,23,11.0,,0.007004637174107534,2,100,0.33476890335939585,5.8215389732643826e-05,COMPLETE
141,0.21173977851867676,2023-09-03 10:01:42.718117,2023-09-03 10:02:01.723869,0 days 00:00:19.005752,ReLU,Tanh,,2,17,10.0,,0.0018187816295165593,2,80,0.7031860229416428,4.293559646070705e-05,COMPLETE
142,0.16595163941383362,2023-09-03 10:02:01.724157,2023-09-03 10:02:21.639584,0 days 00:00:19.915427,ReLU,Tanh,,2,18,9.0,,0.003365542531957169,2,80,0.7495573807371916,2.781831087522327e-05,COMPLETE
143,0.20754636824131012,2023-09-03 10:02:21.639900,2023-09-03 10:02:36.655368,0 days 00:00:15.015468,ReLU,Tanh,,2,15,9.0,,0.0032073822158841074,2,80,0.5659114810976493,2.7987468218732776e-05,COMPLETE
144,0.203093022108078,2023-09-03 10:02:36.655665,2023-09-03 10:02:52.977183,0 days 00:00:16.321518,ReLU,Tanh,,2,16,10.0,,0.0053531184033798135,2,80,0.61399477771438,3.701132320317771e-05,COMPLETE
145,0.1792587786912918,2023-09-03 10:02:52.977464,2023-09-03 10:02:55.450436,0 days 00:00:02.472972,ReLU,Tanh,,16,18,8.0,,0.002462244566438723,2,80,0.6465355284551755,0.0001502598039994309,COMPLETE
146,0.24858056008815765,2023-09-03 10:02:55.450713,2023-09-03 10:03:05.344150,0 days 00:00:09.893437,Sigmoid,Tanh,,4,5,12.0,,0.0042547875519149845,2,80,0.7310556070327463,6.766066706361984e-05,COMPLETE
147,0.18577167391777039,2023-09-03 10:03:05.344430,2023-09-03 10:03:08.038241,0 days 00:00:02.693811,ReLU,Tanh,,10,19,5.0,,0.005523398898789681,2,80,0.45978273243017886,4.670955541489034e-05,COMPLETE
148,0.19428691267967224,2023-09-03 10:03:08.038524,2023-09-03 10:03:18.703340,0 days 00:00:10.664816,ReLU,Tanh,,2,17,11.0,,0.00375744800639579,2,40,0.7995491921318865,2.0718813888480744e-05,COMPLETE
149,0.17647309601306915,2023-09-03 10:03:18.703631,2023-09-03 10:03:24.669040,0 days 00:00:05.965409,ReLU,Tanh,,8,14,4.0,,0.007726950404192518,2,100,0.6810709592196209,3.1061640699101215e-05,COMPLETE
150,0.18941958248615265,2023-09-03 10:03:24.669339,2023-09-03 10:03:30.626525,0 days 00:00:05.957186,ReLU,Tanh,,8,14,3.0,,0.009568545193624833,2,100,0.6761130982718466,2.728543596965064e-05,COMPLETE
151,0.16856339573860168,2023-09-03 10:03:30.626815,2023-09-03 10:03:38.373020,0 days 00:00:07.746205,ReLU,Tanh,ReLU,8,13,6.0,19.0,0.006453378603790897,3,100,0.7136393686998983,0.000189415041312484,COMPLETE
152,0.17154885828495026,2023-09-03 10:03:38.373309,2023-09-03 10:03:46.643042,0 days 00:00:08.269733,ReLU,Tanh,ReLU,8,14,4.0,20.0,0.0045957566160829905,3,100,0.7647521107988157,0.00033548440006209406,COMPLETE
153,0.1904894858598709,2023-09-03 10:03:46.643349,2023-09-03 10:03:54.978617,0 days 00:00:08.335268,ReLU,Tanh,ReLU,8,14,4.0,20.0,0.0045437389944596035,3,100,0.769806671957817,0.00012950761351740493,COMPLETE
154,0.2299114167690277,2023-09-03 10:03:54.978910,2023-09-03 10:04:03.054421,0 days 00:00:08.075511,ReLU,Tanh,ReLU,8,14,6.0,21.0,0.0032838762383714973,3,100,0.7448246343334887,0.0002248089074790315,COMPLETE
155,0.15516901016235352,2023-09-03 10:04:03.054702,2023-09-03 10:04:11.398148,0 days 00:00:08.343446,ReLU,Tanh,ReLU,8,12,5.0,18.0,0.007958464836921164,3,100,0.773374667950302,0.00021058112442088188,COMPLETE
156,0.17705483734607697,2023-09-03 10:04:11.398438,2023-09-03 10:04:19.742675,0 days 00:00:08.344237,ReLU,Tanh,ReLU,8,13,5.0,24.0,0.007790966467313116,3,100,0.7703631665322257,0.00018154781878967915,COMPLETE
157,0.15093030035495758,2023-09-03 10:04:19.742956,2023-09-03 10:04:28.420670,0 days 00:00:08.677714,ReLU,Tanh,ReLU,8,13,4.0,18.0,0.006124021188783561,3,100,0.7995554406305342,0.00036106780162185377,COMPLETE
158,0.18305377662181854,2023-09-03 10:04:28.420958,2023-09-03 10:04:37.006270,0 days 00:00:08.585312,ReLU,Tanh,ReLU,8,12,5.0,18.0,0.010128139726590022,3,100,0.7937316648427281,0.00032880877082448805,COMPLETE
159,0.17582477629184723,2023-09-03 10:04:37.006561,2023-09-03 10:04:44.963430,0 days 00:00:07.956869,ReLU,Tanh,ReLU,8,13,4.0,20.0,0.006193227028168607,3,100,0.7346827337736657,0.0003602942057057366,COMPLETE
160,0.17587310075759888,2023-09-03 10:04:44.963726,2023-09-03 10:04:52.982289,0 days 00:00:08.018563,ReLU,Tanh,ReLU,8,13,4.0,20.0,0.006099791454389695,3,100,0.740099951126362,0.00039491904848441156,COMPLETE
161,0.1750277429819107,2023-09-03 10:04:52.982580,2023-09-03 10:05:00.988035,0 days 00:00:08.005455,ReLU,Tanh,ReLU,8,13,4.0,20.0,0.006183419257654018,3,100,0.7398364344883852,0.0004993555710578062,COMPLETE
162,0.17341919243335724,2023-09-03 10:05:00.988328,2023-09-03 10:05:09.230072,0 days 00:00:08.241744,ReLU,Tanh,ReLU,8,12,3.0,19.0,0.006365031462306817,3,100,0.7645984576675942,0.0002827369926969433,COMPLETE
163,0.1747828722000122,2023-09-03 10:05:09.230356,2023-09-03 10:05:17.595465,0 days 00:00:08.365109,ReLU,Tanh,ReLU,8,11,3.0,18.0,0.00490055072728696,3,100,0.773697215921348,0.00027655114641668524,COMPLETE
164,0.19899260997772217,2023-09-03 10:05:17.595776,2023-09-03 10:05:25.942365,0 days 00:00:08.346589,ReLU,Tanh,ReLU,8,11,3.0,17.0,0.004325442380643711,3,100,0.7727629312715147,0.0002834697424756735,COMPLETE
165,0.1712067723274231,2023-09-03 10:05:25.942666,2023-09-03 10:05:33.788525,0 days 00:00:07.845859,ReLU,Tanh,ReLU,8,12,3.0,19.0,0.003564166485437739,3,100,0.7177589100937259,0.00042820133141115586,COMPLETE
166,0.19585147500038147,2023-09-03 10:05:33.788832,2023-09-03 10:05:41.577860,0 days 00:00:07.789028,ReLU,Tanh,ReLU,8,12,3.0,19.0,0.0036958558364976234,3,100,0.7200494352090016,0.0005079337554625607,COMPLETE
167,0.16105611622333527,2023-09-03 10:05:41.578151,2023-09-03 10:05:49.784608,0 days 00:00:08.206457,ReLU,Tanh,ReLU,8,11,2.0,22.0,0.004803475514052265,3,100,0.7628770481434355,0.00044692183977500927,COMPLETE
168,0.17491349577903748,2023-09-03 10:05:49.784902,2023-09-03 10:05:58.432224,0 days 00:00:08.647322,ReLU,Tanh,ReLU,8,11,2.0,23.0,0.004302429299828705,3,100,0.7996347594609787,0.00025579631748845385,COMPLETE
169,0.19329406321048737,2023-09-03 10:05:58.432528,2023-09-03 10:06:06.042986,0 days 00:00:07.610458,ReLU,Tanh,ReLU,8,10,1.0,22.0,0.002994328305685713,3,100,0.7159530745745989,0.00018876085903224072,COMPLETE
170,0.19500836730003357,2023-09-03 10:06:06.043277,2023-09-03 10:06:14.313446,0 days 00:00:08.270169,ReLU,Tanh,ReLU,8,12,2.0,18.0,0.004948126205465066,3,100,0.763492902597276,0.00041910244809886295,COMPLETE
171,0.21717104315757751,2023-09-03 10:06:14.313736,2023-09-03 10:06:22.713913,0 days 00:00:08.400177,ReLU,Tanh,ReLU,8,11,2.0,22.0,0.003909844844605613,3,100,0.7750869987098595,0.00024515070213218445,COMPLETE
172,0.18854926526546478,2023-09-03 10:06:22.714208,2023-09-03 10:06:31.341898,0 days 00:00:08.627690,ReLU,Tanh,ReLU,8,11,2.0,23.0,0.004456980547445189,3,100,0.7985591448497545,0.000288708547741261,COMPLETE
173,0.18247409164905548,2023-09-03 10:06:31.342193,2023-09-03 10:06:39.035217,0 days 00:00:07.693024,ReLU,Tanh,ReLU,8,12,3.0,17.0,0.0034324608415509375,3,100,0.709498893883734,0.0003473816203754891,COMPLETE
174,0.1583295464515686,2023-09-03 10:06:39.035506,2023-09-03 10:06:47.222478,0 days 00:00:08.186972,ReLU,Tanh,ReLU,8,11,3.0,19.0,0.004892266379925035,3,100,0.755534564820065,0.00025395350435283403,COMPLETE
175,0.17201747000217438,2023-09-03 10:06:47.222777,2023-09-03 10:06:55.374340,0 days 00:00:08.151563,ReLU,Tanh,ReLU,8,10,3.0,19.0,0.005397610355167894,3,100,0.7563046219310917,0.0006534287519744309,COMPLETE
176,0.21001067757606506,2023-09-03 10:06:55.374634,2023-09-03 10:07:03.470104,0 days 00:00:08.095470,ReLU,Tanh,ReLU,8,10,7.0,19.0,0.006565584985675002,3,100,0.7443751463485573,0.000632408871834446,COMPLETE
177,0.19373559951782227,2023-09-03 10:07:03.470400,2023-09-03 10:07:10.922526,0 days 00:00:07.452126,ReLU,Tanh,ReLU,8,12,3.0,16.0,0.008413401496721384,3,100,0.7012509921448931,0.0004233700143641786,COMPLETE
178,0.2280641496181488,2023-09-03 10:07:10.922817,2023-09-03 10:07:13.474409,0 days 00:00:02.551592,ReLU,Tanh,ReLU,8,10,6.0,21.0,0.0028505014350794543,3,100,0.2285591342790475,0.00031546091302704963,COMPLETE
179,0.17217333614826202,2023-09-03 10:07:13.474719,2023-09-03 10:07:20.572114,0 days 00:00:07.097395,ReLU,Tanh,ReLU,8,11,5.0,19.0,0.005794664981837641,3,100,0.6600063114063082,0.0006731963738196043,COMPLETE
180,0.1807389259338379,2023-09-03 10:07:20.572414,2023-09-03 10:07:28.331496,0 days 00:00:07.759082,Sigmoid,Tanh,ReLU,8,11,6.0,19.0,0.00576712177960161,3,100,0.7243232537932032,0.0006532877849418215,COMPLETE
181,0.16944867372512817,2023-09-03 10:07:28.331811,2023-09-03 10:07:35.366932,0 days 00:00:07.035121,ReLU,Tanh,ReLU,8,12,5.0,19.0,0.003752689825727162,3,100,0.6687834779385508,0.0001994374773208258,COMPLETE
182,0.19228245317935944,2023-09-03 10:07:35.367235,2023-09-03 10:07:42.355748,0 days 00:00:06.988513,ReLU,Tanh,ReLU,8,12,5.0,19.0,0.0034897870522130328,3,100,0.6596359226399753,0.0007698448091405611,COMPLETE
183,0.20259663462638855,2023-09-03 10:07:42.356039,2023-09-03 10:07:50.192614,0 days 00:00:07.836575,ReLU,Tanh,ReLU,8,13,5.0,17.0,0.005119724873796528,3,100,0.7466392464470966,0.0002016495224756365,COMPLETE
184,0.18776974081993103,2023-09-03 10:07:50.192918,2023-09-03 10:07:57.510748,0 days 00:00:07.317830,ReLU,Tanh,ReLU,8,12,4.0,19.0,0.0067425176786718,3,100,0.6983983236100135,0.00022259454325476748,COMPLETE
185,0.21472583711147308,2023-09-03 10:07:57.511051,2023-09-03 10:08:04.315256,0 days 00:00:06.804205,ReLU,Tanh,ReLU,8,10,5.0,21.0,0.003996660409017197,3,100,0.6442794005523546,0.0004489423953627087,COMPLETE
186,0.21823559701442719,2023-09-03 10:08:04.315571,2023-09-03 10:08:12.116789,0 days 00:00:07.801218,ReLU,Tanh,ReLU,8,13,1.0,20.0,0.005146095536914347,3,100,0.7513075682503692,0.0005810031912979366,COMPLETE
187,0.2059711515903473,2023-09-03 10:08:12.117088,2023-09-03 10:08:19.470529,0 days 00:00:07.353441,ReLU,Tanh,ReLU,8,11,6.0,18.0,0.007823452001492037,3,100,0.6992538000356264,0.0003472712778166483,COMPLETE
188,0.1979818344116211,2023-09-03 10:08:19.470836,2023-09-03 10:08:27.161632,0 days 00:00:07.690796,ReLU,Tanh,Leaky,8,12,3.0,21.0,0.0029290818142611455,3,100,0.7259570150925619,0.0004731681292602014,COMPLETE
189,0.1912541389465332,2023-09-03 10:08:27.161937,2023-09-03 10:08:34.450961,0 days 00:00:07.289024,ReLU,Tanh,Sigmoid,8,13,7.0,19.0,0.0022593592314959685,3,100,0.6771557183321166,0.00017769397610869478,COMPLETE
190,0.1973472684621811,2023-09-03 10:08:34.451260,2023-09-03 10:08:42.596172,0 days 00:00:08.144912,ReLU,Tanh,ReLU,8,11,4.0,16.0,0.0037963769470931415,3,100,0.766992296115263,0.0002575657278487033,COMPLETE
191,0.22391964495182037,2023-09-03 10:08:42.596455,2023-09-03 10:08:45.507262,0 days 00:00:02.910807,ReLU,Tanh,ReLU,8,11,3.0,17.0,0.005828816028575713,3,100,0.2688980478049683,0.0010650750402643727,COMPLETE
192,0.16136516630649567,2023-09-03 10:08:45.507559,2023-09-03 10:08:52.615403,0 days 00:00:07.107844,ReLU,Sigmoid,ReLU,8,12,5.0,20.0,0.004531112499274646,3,100,0.6628363089807886,0.0008430106672172935,COMPLETE
193,0.20464621484279633,2023-09-03 10:08:52.615704,2023-09-03 10:08:59.648770,0 days 00:00:07.033066,ReLU,Sigmoid,ReLU,8,12,5.0,20.0,0.004592802500111792,3,100,0.6575272678335026,0.0009398100277582194,COMPLETE
194,0.21315443515777588,2023-09-03 10:08:59.649092,2023-09-03 10:09:07.291692,0 days 00:00:07.642600,ReLU,Sigmoid,ReLU,8,12,6.0,19.0,0.003314322964469288,3,100,0.7169372001403104,0.0007656869199262651,COMPLETE
195,0.1894948035478592,2023-09-03 10:09:07.291994,2023-09-03 10:09:12.724883,0 days 00:00:05.432889,ReLU,Sigmoid,ReLU,8,10,5.0,18.0,0.006954105829531129,3,100,0.5103886162813492,0.0004003247891660758,COMPLETE
196,0.24717672169208527,2023-09-03 10:09:12.725248,2023-09-03 10:09:14.677163,0 days 00:00:01.951915,ReLU,Sigmoid,ReLU,8,13,4.0,22.0,0.00545938055619439,3,100,0.17773032524246365,0.0005869804033025266,COMPLETE
197,0.21487021446228027,2023-09-03 10:09:14.677466,2023-09-03 10:09:19.604673,0 days 00:00:04.927207,ReLU,,,8,12,,,0.003799852957991814,1,100,0.7500936853871504,0.0003188637968080424,COMPLETE
198,0.21103329956531525,2023-09-03 10:09:19.604953,2023-09-03 10:09:27.013507,0 days 00:00:07.408554,ReLU,Tanh,Sigmoid,8,11,3.0,20.0,0.00906710193414038,3,100,0.6922190115732592,0.00016099651150414836,COMPLETE
199,0.19991356134414673,2023-09-03 10:09:27.013812,2023-09-03 10:09:35.577721,0 days 00:00:08.563909,ReLU,Tanh,ReLU,8,10,7.0,21.0,0.0026290671129272285,3,100,0.7998160668823567,0.0013223245414452122,COMPLETE
200,0.20687073469161987,2023-09-03 10:09:35.578024,2023-09-03 10:09:40.708827,0 days 00:00:05.130803,ReLU,Tanh,Leaky,10,11,6.0,18.0,0.004432376797121395,3,100,0.5900281749918264,0.00023146436305227072,COMPLETE
201,0.2073410153388977,2023-09-03 10:09:40.709132,2023-09-03 10:09:45.458062,0 days 00:00:04.748930,ReLU,Tanh,ReLU,12,12,5.0,20.0,0.0049269736916181,3,100,0.642830868731762,0.0005245387674239057,COMPLETE
202,0.18653620779514313,2023-09-03 10:09:45.458357,2023-09-03 10:09:53.194973,0 days 00:00:07.736616,ReLU,Sigmoid,Tanh,8,12,4.0,19.0,0.006028459573264623,3,100,0.7221605121848651,0.00038317439470434615,COMPLETE
203,0.21667088568210602,2023-09-03 10:09:53.195278,2023-09-03 10:09:58.867927,0 days 00:00:05.672649,ReLU,Tanh,ReLU,8,11,4.0,12.0,0.0033023130455104347,3,100,0.5345532031294213,0.0007326434064340435,COMPLETE
204,0.2118493765592575,2023-09-03 10:09:58.868225,2023-09-03 10:10:03.329837,0 days 00:00:04.461612,ReLU,Tanh,ReLU,8,13,2.0,16.0,0.004511275068037938,3,100,0.41705680528922207,0.00019408159517594371,COMPLETE
205,0.17446795105934143,2023-09-03 10:10:03.330141,2023-09-03 10:10:10.407697,0 days 00:00:07.077556,ReLU,Tanh,ReLU,8,11,4.0,18.0,0.007411710611202446,3,100,0.6673211768399168,0.00029706816222591374,COMPLETE
206,0.18337686359882355,2023-09-03 10:10:10.408001,2023-09-03 10:10:17.534251,0 days 00:00:07.126250,ReLU,Tanh,ReLU,8,10,4.0,18.0,0.00629640563867516,3,100,0.6716837438620489,0.00024729327322627775,COMPLETE
207,0.18122069537639618,2023-09-03 10:10:17.534538,2023-09-03 10:10:25.589685,0 days 00:00:08.055147,ReLU,Tanh,ReLU,8,12,3.0,19.0,0.00820298630253417,3,100,0.7600453609561647,0.00030556571253953193,COMPLETE
208,0.19638454914093018,2023-09-03 10:10:25.589983,2023-09-03 10:10:29.252535,0 days 00:00:03.662552,ReLU,Tanh,ReLU,8,11,5.0,17.0,0.007285087360457069,3,100,0.3402202114854728,0.00013621552409985352,COMPLETE
209,0.17659179866313934,2023-09-03 10:10:29.252832,2023-09-03 10:10:35.995161,0 days 00:00:06.742329,ReLU,Tanh,ReLU,8,13,6.0,20.0,0.005466487006472475,3,100,0.6304011544946375,0.0005058873520585924,COMPLETE
210,0.1826155185699463,2023-09-03 10:10:35.995461,2023-09-03 10:10:38.291002,0 days 00:00:02.295541,ReLU,Tanh,ReLU,30,9,3.0,22.0,0.0037315482638056617,3,100,0.6994378656316007,0.00028819733487604006,COMPLETE
211,0.19525066018104553,2023-09-03 10:10:38.291294,2023-09-03 10:10:42.886630,0 days 00:00:04.595336,ReLU,Tanh,ReLU,8,11,2.0,1.0,0.004265535456119436,3,60,0.7319582722551217,0.0003762459084455752,COMPLETE
212,0.20957453548908234,2023-09-03 10:10:42.886921,2023-09-03 10:10:47.721054,0 days 00:00:04.834133,ReLU,Tanh,ReLU,12,12,4.0,18.0,0.00529532731663591,3,100,0.6706826522550747,0.0006466930407040581,COMPLETE
213,0.18112453818321228,2023-09-03 10:10:47.721344,2023-09-03 10:10:54.200067,0 days 00:00:06.478723,ReLU,Tanh,ReLU,10,11,5.0,21.0,0.0030296015078696645,3,100,0.7652885364272048,0.00019945496634922653,COMPLETE
214,0.19201895594596863,2023-09-03 10:10:54.200356,2023-09-03 10:11:00.625468,0 days 00:00:06.425112,ReLU,Tanh,ReLU,8,10,4.0,19.0,0.006559147094029967,3,100,0.6118069688466751,0.0008796740232083043,COMPLETE
215,0.2181553691625595,2023-09-03 10:11:00.625758,2023-09-03 10:11:10.457148,0 days 00:00:09.831390,ReLU,Sigmoid,Tanh,4,12,3.0,8.0,0.0020853208134635516,3,100,0.47753414557871154,0.00043838074793271315,COMPLETE
216,0.18247580528259277,2023-09-03 10:11:10.457456,2023-09-03 10:11:17.798184,0 days 00:00:07.340728,Sigmoid,Tanh,ReLU,8,19,5.0,23.0,0.004109788867065833,3,100,0.6857797051562647,2.0340145894884212e-05,COMPLETE
217,0.18081063032150269,2023-09-03 10:11:17.798483,2023-09-03 10:11:25.498738,0 days 00:00:07.700255,ReLU,Tanh,ReLU,8,13,4.0,17.0,0.010185021130885326,3,100,0.7295644822016675,0.00011303852584692462,COMPLETE
218,0.16314548254013062,2023-09-03 10:11:25.499041,2023-09-03 10:11:32.458179,0 days 00:00:06.959138,ReLU,Leaky,ReLU,8,11,2.0,20.0,0.007421925310306586,3,100,0.65598802444185,1.7429136007335414e-05,COMPLETE
219,0.1871083676815033,2023-09-03 10:11:32.458490,2023-09-03 10:11:40.601213,0 days 00:00:08.142723,ReLU,Leaky,ReLU,8,11,2.0,20.0,0.012994713853809178,3,100,0.7719003895535568,0.0002362427338130038,COMPLETE
220,0.19852477312088013,2023-09-03 10:11:40.601516,2023-09-03 10:11:44.706265,0 days 00:00:04.104749,ReLU,Tanh,ReLU,8,12,2.0,18.0,0.008657837225805619,3,100,0.3861289488135383,1.56097013224349e-05,COMPLETE
221,0.21557262539863586,2023-09-03 10:11:44.706580,2023-09-03 10:11:51.449776,0 days 00:00:06.743196,ReLU,Leaky,ReLU,8,10,1.0,20.0,0.007032504099004154,3,100,0.651736696164061,1.871087799788862e-05,COMPLETE
222,0.21685972809791565,2023-09-03 10:11:51.450079,2023-09-03 10:11:58.698664,0 days 00:00:07.248585,ReLU,Leaky,ReLU,8,11,3.0,19.0,0.004997597211740391,3,100,0.6943560809208192,0.0003288545440549123,COMPLETE
223,0.2091040313243866,2023-09-03 10:11:58.698958,2023-09-03 10:12:03.291453,0 days 00:00:04.592495,ReLU,,,8,11,,,0.005778370119801021,1,100,0.7146461626477952,2.399944060810273e-05,COMPLETE
224,0.22691550850868225,2023-09-03 10:12:03.291732,2023-09-03 10:12:06.067052,0 days 00:00:02.775320,ReLU,Leaky,Leaky,8,19,4.0,18.0,0.0035487271528891555,3,40,0.6641417151477584,0.0005551145248191056,COMPLETE
225,0.2129916250705719,2023-09-03 10:12:06.067366,2023-09-03 10:12:10.122526,0 days 00:00:04.055160,ReLU,Leaky,ReLU,12,12,3.0,21.0,0.0078084130660808545,3,100,0.5590277125096642,2.362201380669247e-05,COMPLETE
226,0.1556069552898407,2023-09-03 10:12:10.122832,2023-09-03 10:12:17.955333,0 days 00:00:07.832501,ReLU,Leaky,Sigmoid,8,10,5.0,19.0,0.004094669582294131,3,100,0.7491057402999488,1.8082226088684494e-05,COMPLETE
227,0.2008020430803299,2023-09-03 10:12:17.955636,2023-09-03 10:12:25.802926,0 days 00:00:07.847290,ReLU,Leaky,Sigmoid,8,9,7.0,19.0,0.0026041896089540354,3,100,0.7505788760090647,1.8344783833479554e-05,COMPLETE
228,0.19302994012832642,2023-09-03 10:12:25.803233,2023-09-03 10:12:34.100405,0 days 00:00:08.297172,ReLU,Tanh,Sigmoid,8,10,5.0,20.0,0.0047429213131010345,3,100,0.7962516178595676,0.00016564467997148166,COMPLETE
