number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,user_attrs_mre,state
0,0.2577771842479706,2023-09-04 11:48:19.824769,2023-09-04 11:48:26.122152,0 days 00:00:06.297383,Leaky,Sigmoid,Leaky,Leaky,64,23,6.0,9.0,9.0,0.0012643422922366439,4,145,0.6446278730446667,0.0030101510802843174,88.85552031418374,COMPLETE
1,0.26963379979133606,2023-09-04 11:48:26.122700,2023-09-04 11:48:30.662815,0 days 00:00:04.540115,ReLU,Leaky,Tanh,,43,24,5.0,6.0,,0.00042138564645526625,3,236,0.2472685018443184,2.4261585972810093e-05,110.08193145364018,COMPLETE
2,0.9072957634925842,2023-09-04 11:48:30.663345,2023-09-04 11:48:43.236416,0 days 00:00:12.573071,Tanh,ReLU,Sigmoid,Tanh,52,3,20.0,3.0,24.0,1.5081923304368555e-05,4,359,0.4486290099109224,0.033965491183908,125.45548012396087,COMPLETE
3,1.0228495597839355,2023-09-04 11:48:43.236927,2023-09-04 11:48:43.828310,0 days 00:00:00.591383,Leaky,,,,79,9,,,,3.345747455099553e-05,1,67,0.240886050822731,2.0349748405232658e-05,182.2430476857655,COMPLETE
4,0.31102311611175537,2023-09-04 11:48:43.828775,2023-09-04 11:48:44.418502,0 days 00:00:00.589727,Sigmoid,ReLU,Tanh,,39,21,24.0,7.0,,0.03840365526503903,3,305,0.18612798631564265,0.0010320326891618509,132.52960096086775,COMPLETE
5,0.2389174848794937,2023-09-04 11:48:44.418977,2023-09-04 11:48:45.649732,0 days 00:00:01.230755,ReLU,Leaky,ReLU,,78,6,11.0,18.0,,0.016848340990108516,3,469,0.5020185464574665,0.00016671431060807836,105.04885696411132,COMPLETE
6,0.27163636684417725,2023-09-04 11:48:45.650219,2023-09-04 11:48:47.037894,0 days 00:00:01.387675,Sigmoid,Tanh,,,25,17,5.0,,,0.014267428531593301,2,274,0.3492838121027209,0.0005613923354749822,290.0919105529785,COMPLETE
7,0.3095446527004242,2023-09-04 11:48:47.038374,2023-09-04 11:48:47.668232,0 days 00:00:00.629858,Leaky,,,,25,23,,,,0.05683206676179942,1,118,0.373824261701458,7.989086928814765e-05,105.1477376764471,COMPLETE
8,0.2886330485343933,2023-09-04 11:48:47.668666,2023-09-04 11:48:50.526469,0 days 00:00:02.857803,Tanh,,,,81,16,,,,0.0023477446304537132,1,163,0.5155327725096417,0.0006312042957456966,94.19076435112514,COMPLETE
9,0.27255502343177795,2023-09-04 11:48:50.526872,2023-09-04 11:48:55.295145,0 days 00:00:04.768273,Sigmoid,,,,20,17,,,,0.0033036247054010885,1,388,0.7375745263473354,0.00039882532336529407,98.35994222429063,COMPLETE
10,0.5250949263572693,2023-09-04 11:48:55.295560,2023-09-04 11:48:55.564703,0 days 00:00:00.269143,ReLU,Leaky,,,100,1,14.0,,,0.0805871144575917,2,499,0.12891446347381363,8.931582987197396e-05,216.59577079441237,COMPLETE
11,0.2625199556350708,2023-09-04 11:48:55.565141,2023-09-04 11:49:07.181821,0 days 00:00:11.616680,Leaky,Sigmoid,ReLU,Leaky,70,8,11.0,21.0,4.0,0.0005421105010296127,4,474,0.7142033230355417,0.003991650755457763,115.05653169776211,COMPLETE
12,0.998610258102417,2023-09-04 11:49:07.182289,2023-09-04 11:49:07.814359,0 days 00:00:00.632070,ReLU,Sigmoid,Leaky,Sigmoid,67,8,11.0,17.0,10.0,0.009902482943662553,4,186,0.5512776236720144,0.009329969769476101,103.64032879997703,COMPLETE
13,1.0431606769561768,2023-09-04 11:49:07.814830,2023-09-04 11:49:08.277794,0 days 00:00:00.462964,Leaky,Leaky,ReLU,,95,12,1.0,14.0,,0.00225082086721406,3,418,0.769259067480203,0.06221550076666883,99.84626711331882,COMPLETE
14,0.5676866173744202,2023-09-04 11:49:08.278241,2023-09-04 11:49:10.522202,0 days 00:00:02.243961,ReLU,Sigmoid,Leaky,Leaky,60,5,7.0,24.0,16.0,0.00021742632755568036,4,58,0.5629356478973955,0.0027035543119833774,109.52296526678677,COMPLETE
15,0.24805153906345367,2023-09-04 11:49:10.522668,2023-09-04 11:49:11.279088,0 days 00:00:00.756420,Leaky,Tanh,Leaky,,87,12,16.0,10.0,,0.01391308560261457,3,321,0.3930072569359436,0.000132802552057912,97.52518013196114,COMPLETE
16,0.2602677047252655,2023-09-04 11:49:11.279546,2023-09-04 11:49:11.984812,0 days 00:00:00.705266,ReLU,Tanh,,,86,12,16.0,,,0.012003297406152372,2,440,0.4126829433722958,0.00014572083709510323,88.54508380889892,COMPLETE
17,0.2983006238937378,2023-09-04 11:49:11.985241,2023-09-04 11:49:12.525228,0 days 00:00:00.539987,Tanh,Tanh,ReLU,,90,5,18.0,13.0,,0.02596252561659027,3,337,0.30105493932498556,1.1187688648257959e-05,146.93022221156528,COMPLETE
18,0.19856004416942596,2023-09-04 11:49:12.525687,2023-09-04 11:49:14.833793,0 days 00:00:02.308106,ReLU,Leaky,Sigmoid,,77,10,12.0,18.0,,0.0054044195960476,3,244,0.4632219749915942,0.00013762982123600992,113.62305489364935,COMPLETE
19,0.2743595540523529,2023-09-04 11:49:14.834257,2023-09-04 11:49:15.802961,0 days 00:00:00.968704,ReLU,Leaky,,,77,6,9.0,,,0.005316260498172019,2,243,0.4953672079724454,0.00028762053812648384,85.53188849555121,COMPLETE
20,0.2878943681716919,2023-09-04 11:49:15.803395,2023-09-04 11:49:16.568600,0 days 00:00:00.765205,ReLU,Leaky,Sigmoid,,50,15,13.0,19.0,,0.09241201983713401,3,211,0.6023918323442142,0.00022458924974399892,146.28465610080295,COMPLETE
21,0.22900378704071045,2023-09-04 11:49:16.569052,2023-09-04 11:49:18.078675,0 days 00:00:01.509623,ReLU,Tanh,Sigmoid,,76,10,16.0,16.0,,0.01964061870363569,3,302,0.43761484285953856,6.322240478022903e-05,86.40423709243092,COMPLETE
22,0.23080308735370636,2023-09-04 11:49:18.079135,2023-09-04 11:49:19.547484,0 days 00:00:01.468349,ReLU,Leaky,Sigmoid,,73,10,20.0,17.0,,0.027729770958921318,3,286,0.4580995744299277,4.045544330382811e-05,647.7833598508673,COMPLETE
23,0.22064648568630219,2023-09-04 11:49:19.547966,2023-09-04 11:49:20.863472,0 days 00:00:01.315506,ReLU,Leaky,Sigmoid,,71,10,21.0,15.0,,0.031442136179029384,3,279,0.44066559621634005,4.1963135575281224e-05,198.4925616229022,COMPLETE
24,0.2603754699230194,2023-09-04 11:49:20.863934,2023-09-04 11:49:22.075681,0 days 00:00:01.211747,ReLU,Tanh,,,57,14,23.0,,,0.005620494917977561,2,248,0.31283123017140807,5.188614260574635e-05,207.02569782032685,COMPLETE
25,0.22477668523788452,2023-09-04 11:49:22.076142,2023-09-04 11:49:23.307291,0 days 00:00:01.231149,ReLU,Leaky,Sigmoid,,70,10,21.0,14.0,,0.03872310755171978,3,360,0.4398348478612772,4.772978186430375e-05,116.44541183783083,COMPLETE
26,0.22830846905708313,2023-09-04 11:49:23.307758,2023-09-04 11:49:23.988370,0 days 00:00:00.680612,ReLU,Leaky,,,65,19,22.0,,,0.044357932536133536,2,356,0.3496872349058898,3.6792054806324114e-05,114.81935802258943,COMPLETE
27,0.5196564793586731,2023-09-04 11:49:23.988837,2023-09-04 11:49:25.277904,0 days 00:00:01.289067,ReLU,Leaky,Sigmoid,,42,14,21.0,12.0,,0.04391132624958544,3,385,0.6309634746881095,1.1940303705381942e-05,114.05896362304688,COMPLETE
28,0.26396632194519043,2023-09-04 11:49:25.278359,2023-09-04 11:49:27.325004,0 days 00:00:02.046645,ReLU,Leaky,Sigmoid,ReLU,59,10,18.0,21.0,24.0,0.006915276421311453,4,258,0.4365664453299285,3.0067251712638907e-05,90.82840692996979,COMPLETE
