number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_activation3,params_activation4,params_batch_size,params_fl1,params_fl2,params_fl3,params_fl4,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
0,0.8959286212921143,2023-09-03 23:16:38.084343,2023-09-03 23:16:57.716427,0 days 00:00:19.632084,Leaky,Tanh,Sigmoid,Sigmoid,2,21,4.0,12.0,6.0,1.1672174899054769e-05,4,40,0.31724594711493503,2.8540217750659624e-05,COMPLETE
1,1.0642281770706177,2023-09-03 23:16:57.716977,2023-09-03 23:17:00.957691,0 days 00:00:03.240714,ReLU,Leaky,,,16,2,23.0,,,1.104915257080277e-05,2,100,0.4274741521324486,8.145642301626969e-05,COMPLETE
2,0.6356602311134338,2023-09-03 23:17:00.958001,2023-09-03 23:17:02.125462,0 days 00:00:01.167461,Tanh,Leaky,Tanh,,10,20,14.0,9.0,,2.385182503242631e-05,3,80,0.1604158528486789,0.0020170447263963697,COMPLETE
3,0.8720578551292419,2023-09-03 23:17:02.125761,2023-09-03 23:17:03.164505,0 days 00:00:01.038744,Leaky,Sigmoid,ReLU,,8,15,7.0,14.0,,1.4308083818989907e-05,3,40,0.23102664863954045,0.023964536320763466,COMPLETE
4,0.3577573597431183,2023-09-03 23:17:03.164812,2023-09-03 23:17:03.498863,0 days 00:00:00.334051,Sigmoid,,,,30,13,,,,0.07358310409448067,1,100,0.13775264091491082,0.0002922461879331799,COMPLETE
5,0.7697275876998901,2023-09-03 23:17:03.499114,2023-09-03 23:17:03.993923,0 days 00:00:00.494809,Leaky,ReLU,ReLU,Tanh,16,11,23.0,8.0,11.0,5.417143249129689e-05,4,40,0.17108494085238152,0.00014411374540797354,COMPLETE
6,0.5839364528656006,2023-09-03 23:17:03.994211,2023-09-03 23:17:04.573096,0 days 00:00:00.578885,Tanh,ReLU,Sigmoid,,10,7,1.0,7.0,,0.01488650867758967,3,60,0.10358467522809044,0.015429595111910428,COMPLETE
7,0.26568347215652466,2023-09-03 23:17:04.573390,2023-09-03 23:17:20.341305,0 days 00:00:15.767915,Leaky,ReLU,Leaky,Sigmoid,4,20,10.0,3.0,5.0,0.02691914280977193,4,100,0.5645233112872442,5.139571646169408e-05,COMPLETE
8,0.5844920873641968,2023-09-03 23:17:20.341600,2023-09-03 23:17:20.905346,0 days 00:00:00.563746,Sigmoid,Sigmoid,,,30,2,23.0,,,0.013513404599445378,2,80,0.2308123438321501,0.009393621533802353,COMPLETE
9,0.7654892206192017,2023-09-03 23:17:20.905619,2023-09-03 23:17:22.606137,0 days 00:00:01.700518,ReLU,,,,4,2,,,,8.935990880362556e-05,1,60,0.21651068507472843,5.07002558968191e-05,COMPLETE
10,0.22717754542827606,2023-09-03 23:17:22.606393,2023-09-03 23:17:44.581163,0 days 00:00:21.974770,Leaky,ReLU,Leaky,Sigmoid,4,23,11.0,1.0,24.0,0.0008459037864693525,4,100,0.7807960535978737,2.3538379762254735e-05,COMPLETE
11,0.2262798398733139,2023-09-03 23:17:44.581456,2023-09-03 23:18:06.115423,0 days 00:00:21.533967,Leaky,ReLU,Leaky,Sigmoid,4,24,12.0,1.0,24.0,0.0006962344118680375,4,100,0.7954053801093581,1.1425628625760189e-05,COMPLETE
12,0.23204921185970306,2023-09-03 23:18:06.115908,2023-09-03 23:18:13.550492,0 days 00:00:07.434584,Leaky,ReLU,Leaky,Sigmoid,12,22,15.0,1.0,23.0,0.0006790239940573364,4,100,0.7762302127939682,1.1189670695407304e-05,COMPLETE
13,0.1793087273836136,2023-09-03 23:18:13.550800,2023-09-03 23:18:35.441171,0 days 00:00:21.890371,Leaky,ReLU,Leaky,ReLU,4,24,17.0,19.0,24.0,0.0011988490007492452,4,100,0.7753747470284337,1.446924315222118e-05,COMPLETE
